id,set,human_score,sentence_count,word_count,avg_word_length,misspell_words,char_4,char_6,char_8,char_10,char_12,mean_char,std_char,word_10,word_18,word_25,mean_word,std_word,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,beauty_score,vocabulory_score,maturity_score,bag_of_words_score,uniq_score,TTR
2998,2,3,12,319,36.6144200627,17,85,24,1,0,0,3.66144200627,1.70960635496,11,10,6,26.5833333333,12.0655040876,12,25,40,11,14,0,3,13,0,42,15,0,43,2,19,6,5,1,21,14,3,7,3,9.80679678686,116,5.04810344828,12.0,120,2.65833333333
2999,2,3,19,289,41.1764705882,31,93,33,11,1,0,4.11764705882,1.82193425909,14,6,1,15.2105263158,4.91591344372,13,25,38,12,13,1,0,15,0,21,17,26,36,1,11,0,2,3,34,2,1,7,1,4.22716966583,133,5.08240601504,16.0,98,2.94897959184
3000,2,3,10,196,43.5714285714,16,76,33,13,3,1,4.35714285714,2.31716006552,9,6,3,19.6,9.41488183675,9,17,20,5,9,0,0,11,1,24,17,19,17,2,14,3,3,2,14,7,1,0,2,4.29956693466,69,5.82550724638,0,114,1.71929824561
3001,2,4,19,516,40.7170542636,18,178,68,15,0,0,4.07170542636,1.91384678411,17,13,12,27.1578947368,12.9422326143,23,40,66,14,18,3,6,33,0,49,46,13,48,7,26,4,13,11,40,15,5,2,4,8.64754895074,215,5.0383255814,10.0,158,3.26582278481
3002,2,3,24,494,43.4008097166,40,193,63,20,3,2,4.34008097166,1.98517139565,16,10,6,20.625,14.7699370908,14,41,50,23,17,0,3,28,1,55,37,37,37,6,36,3,12,5,34,18,5,5,2,7.84906423544,224,5.39696428571,0,166,2.97590361446
3003,2,4,18,393,44.9363867684,23,160,77,29,6,3,4.49363867684,2.37774229258,18,11,5,21.8333333333,7.71182353417,19,46,57,11,6,2,1,36,3,55,28,8,21,5,16,2,4,7,14,22,3,2,5,6.294461641,141,5.58978723404,0,186,2.11290322581
3004,2,4,11,198,47.0707070707,7,96,47,10,0,0,4.70707070707,2.15280492397,8,4,2,18.0,10.1533693467,9,10,21,9,5,0,2,17,1,24,19,1,12,3,11,4,5,4,14,5,4,4,2,2.70685490293,80,5.593625,0,109,1.81651376147
3005,2,2,6,83,44.3373493976,4,34,15,4,0,0,4.43373493976,1.93927803441,4,1,1,13.8333333333,7.94599829404,3,5,11,4,3,1,1,7,0,7,11,4,4,3,4,1,1,3,4,1,0,0,0,0.92392471887,35,5.11485714286,6.0,55,1.50909090909
3006,2,3,14,277,42.7436823105,6,102,44,10,4,3,4.27436823105,2.18952381697,12,9,2,19.7857142857,10.2760371144,14,19,34,7,12,5,1,9,2,30,23,1,36,2,13,3,4,3,23,8,3,5,3,4.74982709109,112,5.23535714286,0,136,2.03676470588
3007,2,3,20,284,42.3943661972,8,105,50,16,1,0,4.23943661972,2.12150215954,15,4,1,14.2,6.67532770731,12,18,33,11,14,3,0,18,1,31,15,0,31,2,31,6,1,8,9,16,2,2,4,4.61979370778,110,5.57327272727,0,127,2.23622047244
3008,2,4,39,425,39.5294117647,2,136,52,18,1,0,3.95294117647,2.05643193898,18,4,1,10.8974358974,5.0168683244,9,40,39,9,18,2,2,28,0,50,19,2,54,2,31,15,14,4,33,10,1,3,9,9.15862817179,165,5.31090909091,0,163,2.60736196319
3009,2,3,16,347,48.4149855908,1,157,84,39,3,0,4.84149855908,2.40920826269,13,12,7,21.6875,11.4984713658,12,27,46,9,6,0,0,34,0,44,30,4,17,3,25,0,10,10,19,17,2,13,1,4.0326950078,156,5.89987179487,0,123,2.82113821138
3010,2,3,8,172,43.488372093,8,72,17,7,0,0,4.3488372093,1.7049459655,8,4,1,21.5,9.12414379545,4,27,20,5,5,0,0,12,0,21,17,5,6,0,12,3,2,1,12,3,3,3,0,1.93214003501,88,4.98306818182,8.0,83,2.07228915663
3011,2,4,22,397,40.604534005,25,121,37,14,2,0,4.0604534005,1.84674783652,17,9,6,18.0454545455,9.81870789836,10,29,40,11,13,2,4,24,1,41,19,26,47,10,28,11,11,5,27,8,2,10,5,7.55444209263,193,5.01051813472,15.0,167,2.37724550898
3012,2,3,18,296,41.2837837838,17,85,44,22,0,0,4.12837837838,2.08880926393,9,6,1,16.4444444444,16.0804305575,8,24,29,8,14,0,5,15,0,30,23,0,38,2,16,2,5,2,28,11,0,6,4,4.09939712715,104,5.00413461538,0,108,2.74074074074
3013,2,4,26,434,44.7004608295,15,198,84,36,0,0,4.47004608295,2.31578108426,22,7,3,16.6923076923,8.66366963807,5,43,57,16,19,1,1,31,2,52,33,10,33,0,32,2,13,15,21,16,1,1,2,8.82557999932,182,6.04016483516,17.0,170,2.55294117647
3014,2,4,18,374,42.4064171123,3,132,48,21,6,3,4.24064171123,2.1338220099,16,10,4,20.7777777778,10.1025604871,17,32,39,10,18,1,3,23,0,35,38,4,24,10,17,2,1,4,27,15,3,6,4,4.90819827778,160,5.132,0,135,2.77037037037
3015,2,3,19,372,45.4032258065,5,161,75,28,4,0,4.54032258065,2.27869256106,15,9,4,19.5789473684,10.4494562411,11,40,40,20,9,3,3,29,0,44,40,3,18,1,21,8,3,6,16,11,2,5,8,5.06058864867,159,5.92704402516,8.0,163,2.28220858896
3016,2,3,18,312,44.4230769231,8,129,56,24,0,0,4.44230769231,2.15699083179,16,9,1,17.3333333333,4.50924975282,7,43,38,16,10,3,2,19,1,49,27,5,9,4,22,3,1,6,5,11,1,3,1,4.77113303938,131,5.61473282443,14.0,129,2.41860465116
3017,2,4,23,438,45.8219178082,13,187,101,33,7,2,4.58219178082,2.37094401146,19,10,5,19.0434782609,9.24299152058,21,53,58,13,11,1,3,23,0,56,32,19,27,1,32,13,9,11,8,21,4,2,1,6.35108329628,187,5.84053475936,0,197,2.22335025381
3018,2,3,21,448,43.0580357143,37,161,65,23,0,0,4.30580357143,1.97132968827,19,12,6,21.3333333333,10.0963611235,25,50,48,14,22,0,4,17,0,47,56,7,27,8,37,1,14,6,28,4,3,4,0,6.10462780486,185,5.12502702703,17.0,156,2.87179487179
3019,2,4,21,305,47.6393442623,4,131,80,25,2,0,4.76393442623,2.30774103398,19,4,0,14.5238095238,3.3752466946,12,30,41,11,6,1,0,22,0,35,39,1,15,9,16,0,6,4,20,8,1,6,1,2.73450071715,137,5.56175182482,0,106,2.87735849057
3020,2,4,40,729,42.304526749,59,259,104,23,5,3,4.2304526749,1.9928732745,34,18,7,18.225,8.68472077847,53,53,71,16,18,3,5,44,7,73,74,42,70,12,40,7,15,4,65,17,8,13,4,12.6635342947,299,5.24508361204,0,245,2.97551020408
3021,2,4,25,520,41.0192307692,20,180,63,22,5,3,4.10192307692,2.07823758006,19,12,10,20.84,12.9666649529,28,51,53,19,23,1,6,22,3,71,34,3,38,16,25,10,9,11,20,11,2,8,6,8.51848180326,222,5.49418918919,13.0,188,2.76595744681
3022,2,4,24,321,44.1744548287,13,140,55,20,5,4,4.41744548287,2.34258291295,13,4,4,13.375,7.29618907376,5,36,33,6,11,2,4,28,2,54,27,14,17,6,16,0,8,14,22,8,1,2,3,7.05311172307,137,5.7201459854,8.0,157,2.04458598726
3023,2,4,16,274,41.7518248175,34,105,29,7,2,1,4.17518248175,1.89426669283,13,8,2,17.125,7.4319832481,15,16,29,11,5,1,2,18,0,20,23,30,35,6,19,5,4,2,23,4,1,0,3,5.03871431418,108,5.16231481481,8.0,121,2.26446280992
3024,2,4,29,668,43.3233532934,37,264,107,43,9,4,4.33233532934,2.28554599059,27,18,8,23.0344827586,11.2877191692,25,47,84,10,27,2,4,37,2,69,53,44,54,14,42,11,25,9,34,21,6,11,5,16.0212512454,275,5.30385454545,15.0,248,2.6935483871
3025,2,3,11,293,45.1535836177,15,122,66,28,3,0,4.51535836177,2.38372110924,9,7,5,26.7272727273,18.1863630683,21,19,39,6,15,1,2,25,0,40,27,1,11,7,22,3,7,8,13,4,1,4,1,5.31964907469,98,5.51724489796,6.0,143,2.04895104895
3026,2,4,17,373,41.0991957105,13,123,48,15,2,1,4.10991957105,1.99225199316,13,6,4,21.9411764706,17.9688311454,15,44,46,7,8,3,5,16,0,50,21,3,36,6,32,9,10,6,21,10,2,3,0,6.52459787336,155,5.3324516129,9.0,162,2.3024691358
3027,2,3,19,338,44.349112426,12,128,73,27,2,2,4.4349112426,2.31436492519,17,9,3,17.7894736842,6.37906895837,10,34,31,12,18,2,3,34,0,57,26,9,17,6,16,9,4,8,10,4,4,0,3,6.19505340914,140,5.17642857143,9.0,148,2.28378378378
3028,2,5,26,502,46.1553784861,9,207,102,47,11,6,4.61553784861,2.49742334474,18,11,7,19.3076923077,11.889779809,20,43,51,17,19,3,8,32,3,70,43,12,20,5,36,7,11,11,21,23,4,6,7,7.6109835829,195,5.97717948718,0,189,2.65608465608
3029,2,3,19,285,37.6140350877,12,74,23,12,0,0,3.76140350877,1.91709823141,13,6,3,15.0,8.65721481893,8,22,28,6,12,0,3,21,2,48,12,2,32,7,16,16,5,3,11,4,1,1,8,8.71575065118,101,5.0301980198,0,130,2.19230769231
3030,2,4,25,381,43.1758530184,16,148,46,21,4,1,4.31758530184,2.10798742785,17,7,2,15.4,7.78716893357,21,41,42,13,11,1,3,41,3,45,32,16,17,1,23,3,2,2,16,15,5,2,2,6.38981629245,173,5.36537572254,0,164,2.32317073171
3031,2,3,13,234,46.2393162393,4,102,42,19,6,0,4.62393162393,2.18157125612,11,5,2,18.0,9.13151769339,5,27,36,7,7,0,0,11,1,38,31,0,9,4,15,2,1,2,14,7,1,2,1,3.12309154333,124,5.60951612903,7.0,103,2.27184466019
3032,2,4,21,479,45.114822547,11,224,96,27,1,0,4.5114822547,2.15006414597,19,17,5,22.8095238095,8.61128300611,19,42,65,20,14,2,5,24,0,54,50,1,21,7,30,11,19,17,18,14,2,1,4,6.80340237612,182,5.55730769231,18.0,152,3.15131578947
3033,2,4,44,621,40.38647343,28,188,72,25,2,1,4.038647343,1.96217146984,30,11,4,14.1136363636,8.56052225757,31,45,59,22,27,2,9,33,3,54,74,0,50,19,39,4,8,4,43,14,7,5,9,11.4648299566,236,4.96644067797,19.0,189,3.28571428571
3034,2,4,33,737,45.6852103121,20,313,143,59,13,7,4.56852103121,2.34195828266,30,20,12,22.3333333333,10.0443461155,37,59,95,28,30,1,2,48,1,82,89,29,43,10,35,10,15,13,36,15,1,4,8,11.2164835033,317,5.5041955836,12.0,261,2.82375478927
3035,2,2,8,138,43.0434782609,11,52,27,9,4,0,4.30434782609,2.43936301262,6,4,0,17.25,5.56214886532,4,14,17,7,6,0,0,7,0,22,4,0,12,1,9,2,4,4,5,4,0,1,1,2.6286002885,52,5.23192307692,0,86,1.60465116279
3036,2,3,12,264,43.9015151515,20,106,52,15,0,0,4.39015151515,2.19644925518,10,7,3,22.0,13.4226177278,12,21,30,6,4,0,0,18,0,38,19,2,23,4,17,2,9,7,18,10,1,2,4,5.16548149808,107,5.19065420561,0,136,1.94117647059
3037,2,4,27,466,44.5708154506,10,207,89,21,2,1,4.45708154506,2.1749510591,23,8,5,17.2592592593,7.34137232399,14,51,67,12,9,0,2,29,2,56,47,11,31,9,23,15,6,7,20,11,5,6,7,8.67354243349,227,5.46330396476,20.0,212,2.19811320755
3038,2,2,5,92,40.2173913043,3,30,13,4,0,0,4.02173913043,2.09120744799,3,3,1,18.4,12.0598507453,3,18,11,5,3,0,1,8,0,15,5,0,2,0,5,0,0,3,3,2,1,0,0,1.83206311476,34,5.33352941176,5.0,50,1.84
3039,2,3,8,232,44.0517241379,14,108,43,4,0,0,4.40517241379,1.93387862862,8,5,5,29.0,12.449899598,8,26,33,4,6,0,1,13,1,26,29,0,16,3,9,1,7,4,13,11,3,1,3,3.68947508579,106,5.70311320755,8.0,104,2.23076923077
3040,2,3,15,397,42.1914357683,14,134,64,23,8,2,4.21914357683,2.3082715279,14,10,7,26.4666666667,11.5635442471,22,31,40,10,9,0,4,23,2,48,29,3,43,9,36,3,12,3,28,14,0,3,7,8.48963891545,161,5.28534161491,8.0,181,2.19337016575
3041,2,4,43,533,44.8592870544,24,214,92,29,5,3,4.48592870544,2.16480063213,26,5,1,12.4418604651,5.66220569062,29,45,51,9,20,3,2,37,2,60,67,5,27,14,23,3,16,8,49,15,5,4,2,8.45222417606,235,5.21540425532,0,216,2.46759259259
3042,2,4,19,295,43.2203389831,19,120,47,21,0,0,4.32203389831,2.25153521295,13,8,3,15.5263157895,8.65945434681,7,35,38,10,7,3,1,20,2,48,22,25,17,2,11,1,3,6,22,12,2,5,0,6.87648080283,108,5.8287962963,12.0,135,2.18518518519
3043,2,3,21,274,42.9562043796,17,109,46,18,2,1,4.29562043796,2.30229599091,13,5,1,13.0952380952,5.96740959917,13,17,30,9,8,0,1,21,0,31,23,5,30,8,28,2,4,5,20,12,2,3,2,6.30277449155,112,5.70258928571,0,155,1.76774193548
3044,2,3,15,248,41.25,18,79,32,17,2,1,4.125,2.17188979075,10,6,3,16.6,8.30903123114,8,27,30,7,13,1,3,9,0,42,11,10,22,6,14,6,3,1,15,6,1,1,1,4.66858971409,109,5.39110091743,6.0,119,2.08403361345
3045,2,4,27,357,41.4565826331,17,120,43,15,2,1,4.14565826331,2.01010492928,18,5,1,13.2222222222,6.16641641134,14,43,39,14,12,0,3,21,4,47,26,2,23,4,26,7,4,6,12,14,1,4,5,6.1191550132,136,5.51227941176,12.0,157,2.27388535032
3046,2,3,13,233,43.2618025751,10,89,36,15,1,0,4.32618025751,2.11032999179,10,4,3,17.9230769231,12.2314948986,21,14,20,11,10,0,1,16,4,30,23,0,20,1,12,2,1,3,12,3,2,1,1,2.9964321297,100,5.2271,5.0,102,2.28431372549
3047,2,3,15,290,46.275862069,6,124,58,18,4,0,4.6275862069,2.20708148611,14,7,2,19.3333333333,7.91342038705,15,18,42,4,6,1,0,26,1,26,26,2,22,2,19,0,7,7,28,10,3,7,3,3.58913990121,121,5.64917355372,0,145,2.0
3048,2,3,38,530,39.0566037736,11,165,58,10,0,0,3.90566037736,1.80069458289,26,10,1,13.9736842105,5.80148276013,11,43,63,9,22,9,7,38,2,60,29,9,55,9,34,47,9,12,15,4,0,5,8,9.09103230417,211,5.19853080569,12.0,215,2.46511627907
3049,2,4,18,308,45.2272727273,12,120,66,25,4,0,4.52272727273,2.26490064863,15,4,1,17.1111111111,7.91544824932,20,29,33,10,7,3,2,29,2,27,47,3,14,0,13,2,2,9,23,5,6,2,3,4.10830676796,120,5.49675,0,114,2.70175438596
3050,2,2,27,323,41.9814241486,35,111,40,17,7,4,4.19814241486,2.84556912048,14,7,2,12.1851851852,8.56364856925,30,33,39,12,9,0,4,22,1,43,30,13,29,3,11,0,5,5,14,7,0,2,3,6.17176879419,89,5.10471910112,0,123,2.62601626016
3051,2,4,22,419,45.9427207637,3,185,99,40,11,3,4.59427207637,2.60796821547,19,9,4,19.0454545455,10.293322075,10,47,44,9,24,3,1,29,2,59,31,1,24,6,17,2,4,5,18,25,7,6,3,7.6717961447,165,6.26109090909,0,183,2.28961748634
3052,2,4,21,393,40.9923664122,6,131,64,24,4,1,4.09923664122,2.28968949581,18,10,7,18.7142857143,8.95567315352,9,34,55,7,11,1,1,24,2,50,26,2,37,18,25,24,7,9,16,7,4,2,0,10.2995241322,162,5.45395061728,9.0,179,2.19553072626
3053,2,3,17,367,40.6267029973,11,113,49,21,0,0,4.06267029973,2.03356975901,15,8,2,21.5882352941,18.76498248,9,27,49,14,14,2,8,22,1,46,18,4,39,7,33,4,6,1,16,11,0,4,2,6.15544863929,132,5.21166666667,0,137,2.67883211679
3054,2,3,16,423,44.8226950355,33,170,70,25,3,0,4.48226950355,2.07422515726,13,11,8,26.4375,15.7716864587,14,43,39,10,13,1,1,35,1,43,40,24,32,3,34,4,4,5,42,14,2,7,1,6.09807447407,161,5.35956521739,0,149,2.8389261745
3055,2,3,15,310,41.6774193548,16,112,44,11,1,1,4.16774193548,2.15069599584,14,9,2,20.6666666667,9.17726659862,20,24,40,7,8,2,2,15,0,38,33,7,23,0,13,5,7,11,26,9,4,1,3,5.47186535462,109,5.52596330275,0,133,2.33082706767
3056,2,3,16,321,46.4174454829,26,144,72,19,2,1,4.64174454829,2.27472568611,15,8,5,20.0625,7.22382127063,16,37,38,21,6,2,3,30,0,52,26,1,13,1,17,2,2,12,5,5,2,0,3,4.17387277947,124,5.685,0,151,2.12582781457
3057,2,3,8,118,42.4576271186,3,45,20,4,0,0,4.24576271186,2.07935082193,6,3,1,14.75,7.77415590273,7,6,12,2,4,0,0,7,0,9,8,0,14,3,11,0,2,1,12,10,0,1,0,1.91233378778,40,5.65325,0,69,1.71014492754
3058,2,3,22,369,43.9295392954,10,138,72,31,5,4,4.39295392954,2.42385208163,16,9,4,16.7727272727,7.58546347947,17,37,45,11,13,0,3,26,0,43,34,4,26,5,20,0,8,4,29,12,1,4,2,7.14964343489,133,5.47789473684,0,146,2.52739726027
3059,2,3,18,352,42.7272727273,8,128,49,18,2,1,4.27272727273,2.09722254383,16,9,3,19.5555555556,7.25888132047,14,25,48,8,10,1,0,11,1,38,38,2,19,8,35,3,12,8,17,13,7,5,0,5.75678934343,142,5.39422535211,8.0,137,2.56934306569
3060,2,4,20,368,44.7554347826,25,159,70,28,1,1,4.47554347826,2.16346924149,17,9,4,18.45,7.08148995622,4,39,39,13,12,3,0,40,0,59,21,7,29,1,30,3,12,8,16,12,2,4,2,6.55540907765,132,5.52522727273,0,123,2.9918699187
3061,2,3,14,309,45.9223300971,19,126,58,25,2,1,4.59223300971,2.21610205297,13,8,4,22.1428571429,9.96319758524,13,24,39,10,5,1,1,20,0,35,23,8,33,2,32,5,2,4,20,14,1,4,1,5.09506378964,124,5.61725806452,0,127,2.43307086614
3062,2,3,22,319,47.6489028213,16,150,74,37,4,1,4.76489028213,2.40241412334,16,4,1,14.5,6.83407239167,10,21,33,25,14,1,2,26,0,35,23,10,17,2,21,1,4,7,12,15,3,9,0,4.73795394734,139,5.77050359712,0,130,2.45384615385
3063,2,4,14,353,46.2889518414,8,157,78,32,6,4,4.62889518414,2.50249038977,12,9,4,25.2142857143,15.0531371739,15,34,44,12,9,3,1,29,0,55,36,7,16,4,11,8,6,8,13,12,3,2,4,5.23981314048,149,6.17456375839,0,150,2.35333333333
3064,2,3,16,338,40.1479289941,18,113,41,6,0,0,4.01479289941,1.88931560584,15,9,4,21.125,9.66226552109,14,28,44,17,24,0,3,27,0,36,16,8,24,2,29,2,3,6,17,9,0,2,0,5.98843855338,122,5.14032786885,0,123,2.74796747967
3065,2,3,9,131,48.9312977099,7,61,37,17,3,0,4.89312977099,2.68972949282,6,3,0,14.5555555556,7.38032084685,3,13,23,4,5,0,0,10,1,10,11,0,10,1,7,1,2,5,5,5,1,1,0,2.12129983019,48,5.47958333333,0,81,1.61728395062
3066,2,1,2,71,42.8169014085,8,25,13,5,0,0,4.28169014085,2.23084288101,2,1,1,35.5,19.5,2,12,8,2,1,0,0,1,1,5,8,0,4,0,9,0,1,0,6,2,1,0,1,1.3967452175,28,5.27535714286,0,46,1.54347826087
3067,2,4,23,423,44.63356974,32,169,84,32,2,0,4.463356974,2.24515382953,19,11,3,18.3913043478,7.25162129059,16,26,51,31,9,1,1,29,0,62,22,9,34,9,29,4,4,1,16,14,5,7,5,5.36426782368,152,5.40677631579,0,131,3.22900763359
3068,2,2,16,240,43.7916666667,14,89,33,24,2,2,4.37916666667,2.50396825923,12,5,1,15.0,6.75462804305,9,26,36,14,10,0,4,9,3,24,31,1,16,4,5,0,6,1,13,2,1,5,0,3.27504039614,102,5.16343137255,0,87,2.75862068966
3069,2,4,34,624,40.5929487179,25,195,75,24,2,1,4.05929487179,1.95076068208,30,13,7,18.3823529412,6.98744548914,33,66,78,19,12,4,4,34,0,73,38,4,65,16,30,30,13,8,25,12,1,10,3,12.1222642361,239,5.27167364017,0,208,3.0
3070,2,3,13,281,44.8042704626,12,107,62,29,2,1,4.48042704626,2.4742548292,11,7,4,21.6153846154,12.1309423918,10,13,28,7,17,1,0,24,0,31,20,3,26,2,24,9,3,8,23,12,4,1,1,5.58990686046,90,5.20188888889,0,120,2.34166666667
3071,2,4,17,292,47.2260273973,12,133,67,35,5,0,4.72260273973,2.46524349809,15,6,3,17.1764705882,8.94581922805,16,28,26,8,8,0,5,15,0,50,14,11,16,11,17,1,13,11,17,14,2,2,2,5.05687161039,111,6.21756756757,0,136,2.14705882353
3072,2,4,38,699,40.1716738197,30,235,79,22,2,0,4.01716738197,1.89320682425,26,21,12,18.4210526316,12.7498845793,35,61,86,14,26,9,7,26,2,70,45,0,70,19,71,8,22,9,34,15,4,5,5,13.8679000776,258,5.3988372093,19.0,208,3.36057692308
3073,2,4,52,1066,46.0975609756,25,444,231,100,21,7,4.60975609756,2.48217278297,48,24,12,20.5,9.44722181385,28,114,147,38,25,6,2,67,1,176,75,25,53,30,56,17,22,37,34,31,4,7,8,17.4745018209,446,5.89820627803,0,337,3.16320474777
3074,2,4,23,593,44.4688026981,24,245,122,38,8,5,4.44688026981,2.37333751504,23,15,10,25.8260869565,11.3123717342,21,71,85,6,22,5,3,38,0,86,61,20,38,11,20,23,11,11,22,10,1,4,5,10.5773934686,230,5.76917391304,10.0,249,2.38152610442
3075,2,4,25,623,45.4414125201,15,272,119,40,13,6,4.54414125201,2.37027957553,24,20,12,24.92,9.04176973828,12,82,88,21,16,4,6,43,3,99,41,12,26,6,34,15,14,16,18,15,6,9,1,13.1519665112,299,5.77150501672,20.0,257,2.42412451362
3076,2,3,21,336,42.4404761905,20,116,56,26,3,1,4.24404761905,2.28948804499,17,6,4,16.0,10.3509833901,11,39,37,14,21,0,0,17,0,45,24,3,18,2,16,3,3,12,20,9,4,3,0,5.80929604804,111,5.73981981982,7.0,118,2.84745762712
