id,set,human_score,sentence_count,word_count,avg_word_length,misspell_words,char_4,char_6,char_8,char_10,char_12,mean_char,std_char,word_10,word_18,word_25,mean_word,std_word,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,beauty_score,vocabulory_score,maturity_score,bag_of_words_score,uniq_score,TTR
6005,3,3,13,170,45.4705882353,11,69,35,8,4,2,4.54705882353,2.43023792807,8,1,1,13.1538461538,7.18809008383,8,27,20,7,2,1,0,16,0,28,10,0,9,1,6,0,4,2,8,7,1,0,3,2.09023776632,69,6.22391304348,5.18195134283,90,1.88888888889
6006,3,2,6,89,44.1573033708,5,35,17,6,2,0,4.41573033708,2.38751006073,4,2,1,14.8333333333,6.25610812637,4,12,7,1,6,0,2,3,0,17,1,5,3,2,7,6,5,1,0,1,0,0,0,1.52342508143,32,5.8134375,4.96686604615,60,1.48333333333
6007,3,3,9,138,45.1449275362,6,57,34,6,0,0,4.51449275362,2.31855576506,7,5,0,15.3333333333,7.00793201388,2,17,14,0,4,0,1,8,1,18,6,3,17,3,7,15,2,1,2,5,4,1,2,1.82453255553,58,6.17689655172,0,88,1.56818181818
6008,3,1,8,139,44.1007194245,7,56,34,7,2,0,4.41007194245,2.33689050688,6,3,1,17.375,13.2281659727,3,16,22,1,1,0,0,16,1,25,5,6,12,1,5,3,4,2,3,12,1,0,1,3.36933838215,41,5.70195121951,3.45463422855,79,1.75949367089
6010,3,1,6,96,42.6041666667,0,32,23,4,1,0,4.26041666667,2.16792305004,5,2,1,16.0,10.0498756211,1,15,14,1,1,1,2,10,0,18,5,0,6,2,1,6,2,0,3,3,2,0,1,2.10415543797,29,6.45862068966,3.45463422855,58,1.65517241379
6011,3,1,2,19,44.2105263158,5,10,2,1,1,0,4.42105263158,2.26852349126,1,1,0,9.5,9.5,0,3,2,0,2,0,0,2,0,4,1,1,0,0,0,1,0,0,1,1,0,0,0,0.134476092101,5,5.81,0,16,1.1875
6012,3,0,6,83,42.7710843373,7,27,15,3,2,1,4.27710843373,2.24321879478,3,1,1,13.8333333333,12.2531175171,2,10,5,1,0,0,1,10,0,12,2,1,10,0,6,0,1,1,8,4,0,1,4,1.50104654462,31,5.16064516129,0,48,1.72916666667
6013,3,1,3,44,44.0909090909,2,16,9,4,1,1,4.40909090909,2.67910243403,2,1,1,14.6666666667,10.8730042869,1,7,6,3,1,0,0,1,0,7,0,0,4,0,1,4,2,2,0,1,1,0,0,1.1997091884,16,5.319375,1.00815454506,33,1.33333333333
6014,3,3,9,157,47.5796178344,4,66,39,13,6,0,4.75796178344,2.36263996705,6,4,2,17.5555555556,10.0345083599,6,22,22,5,3,0,0,13,0,31,2,0,5,2,14,9,2,4,2,6,3,0,0,2.23584516473,64,6.7025,4.31829278569,97,1.61855670103
6015,3,2,8,125,44.88,2,50,24,5,1,1,4.488,2.08534053845,6,2,2,15.625,9.68165146037,6,23,15,1,2,2,0,5,0,32,5,0,5,1,4,11,2,2,1,2,2,0,1,1.25332866011,55,5.65690909091,7.55784171756,73,1.71232876712
6016,3,3,12,209,43.1578947368,4,78,39,14,0,0,4.31578947368,2.16523881115,11,6,2,17.4166666667,8.2508417079,11,24,27,8,4,1,0,9,2,35,8,1,14,4,14,6,1,10,4,7,1,0,3,2.55999555553,80,5.68375,0,117,1.78632478632
6017,3,1,7,74,39.4594594595,0,23,10,1,0,0,3.94594594595,1.77418236535,3,1,0,10.5714285714,7.027642215,2,13,7,1,3,0,0,4,0,15,4,0,4,0,3,4,0,1,2,5,0,1,1,1.11942036335,29,5.34172413793,2.59097567141,53,1.39622641509
6018,3,2,6,83,42.7710843373,5,36,12,3,1,0,4.27710843373,2.16013353817,1,1,1,14.0,23.1444737825,5,12,8,1,2,0,1,6,0,9,6,3,8,0,5,2,3,0,3,6,0,0,1,1.35082732083,28,5.70964285714,0,57,1.45614035088
6019,3,1,4,72,38.8888888889,1,23,8,2,0,0,3.88888888889,1.86559325274,4,1,0,18.0,1.73205080757,3,12,7,1,1,0,0,3,0,13,4,0,9,0,1,1,2,1,3,7,1,0,1,0.9017647919,27,6.15666666667,0,46,1.5652173913
6020,3,2,9,132,43.1060606061,9,48,29,8,2,0,4.31060606061,2.28881307204,6,2,1,15.0,8.49836585599,3,15,17,1,1,2,1,12,0,30,5,1,9,3,6,4,5,1,1,9,0,0,3,2.92344622825,41,5.76609756098,0,94,1.40425531915
6021,3,2,7,60,42.3333333333,1,23,9,2,0,0,4.23333333333,1.87188536034,2,0,0,8.57142857143,4.43547848465,2,9,6,2,0,0,1,5,0,8,5,0,7,0,0,0,1,3,4,2,0,0,0,0.752769070619,27,5.89851851852,0,43,1.39534883721
6022,3,2,9,122,43.6885245902,10,49,24,4,0,0,4.36885245902,2.07384666612,6,2,1,13.7777777778,7.22307687251,7,20,13,1,3,0,1,9,0,21,7,8,5,2,4,4,5,1,5,8,1,0,0,2.31119820331,38,5.70105263158,0,66,1.84848484848
6023,3,2,8,155,44.7741935484,4,62,27,9,2,0,4.47741935484,2.12387627697,6,5,2,19.375,9.84806453066,7,20,10,6,1,2,2,6,3,27,10,2,14,4,5,0,5,0,4,13,3,1,2,1.32988735099,68,5.77485294118,0,81,1.91358024691
6024,3,1,4,69,44.4927536232,5,30,14,1,0,0,4.44927536232,2.05466636682,4,1,0,17.25,1.47901994577,2,14,7,0,0,0,0,5,0,16,3,0,4,0,4,5,1,1,0,3,0,0,0,0.729244628486,20,6.265,3.59913021648,49,1.40816326531
6025,3,1,2,52,40.0,2,15,6,1,1,0,4.0,2.04843316498,2,1,1,26.0,8.0,1,10,9,0,1,1,1,3,1,10,3,0,3,0,3,4,0,1,1,0,0,0,0,0.980671706183,22,5.43454545455,0,38,1.36842105263
6026,3,3,13,205,43.1219512195,11,70,37,13,4,0,4.31219512195,2.25138248616,10,3,2,15.8461538462,10.3985661278,11,23,20,2,3,0,2,19,0,40,5,6,17,6,4,25,4,8,0,1,0,0,5,3.58811437602,75,5.5132,5.04077272532,113,1.81415929204
6027,3,3,11,239,43.4728033473,18,84,37,16,8,3,4.34728033473,2.50224750421,10,8,5,22.0,8.50668186567,10,24,29,0,10,0,5,24,0,43,8,9,14,9,8,7,6,4,3,14,2,1,2,4.09460979374,90,5.58655555556,0,148,1.61486486486
6028,3,2,10,75,47.6,10,36,17,3,1,0,4.76,2.05886350177,2,0,0,7.8,3.3406586177,1,7,8,0,0,0,0,11,0,15,4,10,2,0,3,8,2,3,3,2,0,0,0,1.17089126457,30,5.50333333333,3.02446363519,53,1.41509433962
6029,3,1,8,104,44.3269230769,7,43,19,2,0,0,4.43269230769,1.92965826783,6,2,0,13.0,6.65206734783,0,18,15,5,0,2,1,4,0,24,2,3,2,0,8,1,4,0,0,4,2,1,1,1.44018180959,44,6.05886363636,3.45463422855,61,1.70491803279
6030,3,3,14,181,46.4640883978,7,78,50,12,2,0,4.64640883978,2.34919627597,12,2,0,13.0714285714,4.89116237593,3,30,21,1,1,2,0,9,1,39,7,3,8,4,13,17,6,2,0,5,2,0,1,2.7491969029,75,6.31533333333,6.9092684571,104,1.74038461538
6031,3,3,12,174,49.3103448276,14,71,46,25,10,0,4.93103448276,2.7863959503,8,3,2,14.5,12.8029944414,3,16,21,0,5,0,0,10,1,38,9,6,7,19,10,13,6,1,1,4,1,0,0,2.89991297194,53,5.85113207547,0,105,1.65714285714
6032,3,2,7,71,43.2394366197,4,27,13,2,0,0,4.32394366197,2.01263613834,3,1,0,10.1428571429,7.13999942834,0,11,8,0,0,1,0,1,0,16,2,1,7,1,3,10,2,2,1,2,1,0,1,0.850698196227,28,5.53464285714,2.73547165934,54,1.31481481481
6033,3,3,11,190,45.6842105263,19,80,51,15,5,0,4.56842105263,2.5537714887,8,3,3,17.4545454545,11.2117117042,5,21,25,2,2,0,1,17,1,40,8,11,9,1,10,4,8,4,5,9,2,0,1,4.43746874775,63,6.09142857143,5.18195134283,124,1.53225806452
6034,3,2,8,136,46.6176470588,12,58,33,8,4,0,4.66176470588,2.38271736636,5,4,3,17.0,11.0905365064,4,16,20,1,1,0,0,8,0,24,8,3,7,1,6,10,3,3,6,3,2,2,3,1.97989926815,47,5.82170212766,4.10320748901,95,1.43157894737
6035,3,1,5,90,39.4444444444,4,30,8,2,0,0,3.94444444444,1.77600176581,3,2,2,18.0,11.0815161418,3,7,8,0,6,0,0,5,0,14,3,3,8,1,6,6,0,3,2,5,0,1,3,1.2302083385,34,5.19764705882,0,58,1.55172413793
6036,3,2,7,158,42.0886075949,11,58,25,5,1,0,4.20886075949,2.10263346394,5,4,3,22.5714285714,12.3734409449,5,20,20,0,3,0,0,10,0,28,2,1,16,4,10,13,7,3,3,7,1,0,0,3.44474825207,61,5.92967213115,2.52038636266,102,1.54901960784
6037,3,2,5,79,42.2784810127,2,28,16,1,0,0,4.22784810127,1.98034811165,4,1,0,15.8,3.86781592116,3,10,6,2,1,0,0,8,0,11,2,1,8,0,3,9,1,0,1,3,2,0,4,1.02428543073,28,5.95928571429,4.60728476154,53,1.49056603774
6038,3,2,6,142,43.5211267606,23,51,30,11,1,0,4.35211267606,2.17071803363,4,3,3,23.6666666667,20.3032564438,8,16,18,3,4,0,0,4,0,25,12,0,10,2,5,4,5,1,5,5,0,0,4,1.50753900425,38,5.14368421053,0,94,1.51063829787
6039,3,1,9,119,41.5966386555,7,45,16,2,0,0,4.15966386555,1.87753531767,7,3,0,13.2222222222,6.77868846341,2,14,13,2,5,2,0,9,0,17,7,4,8,0,10,9,1,3,0,1,2,0,2,1.92948856926,49,5.40959183673,0,74,1.60810810811
6040,3,1,6,85,41.2941176471,6,32,11,2,0,0,4.12941176471,1.83087433767,4,2,0,14.3333333333,7.71722460186,1,12,14,0,1,0,1,3,0,18,3,5,5,0,6,0,0,4,1,7,2,0,0,2.44068755337,36,5.99583333333,2.59097567141,55,1.54545454545
6041,3,2,4,46,38.6956521739,1,15,9,1,0,0,3.86956521739,2.08282602519,3,0,0,11.5,6.80073525437,2,7,6,1,0,1,0,3,0,9,1,0,5,0,2,5,1,0,1,1,0,0,0,0.894505515527,10,6.198,0,36,1.27777777778
6042,3,2,7,107,44.6728971963,4,47,22,7,2,0,4.46728971963,2.29978570375,4,3,1,15.2857142857,9.49758293634,3,11,16,1,2,0,1,5,0,25,1,4,9,4,5,1,5,2,0,10,0,0,1,2.65071190647,48,5.84541666667,2.59097567141,74,1.44594594595
6043,3,1,6,61,41.1475409836,0,18,11,3,2,0,4.11475409836,2.41590811536,3,0,0,10.1666666667,5.20949986936,2,10,7,1,2,0,0,6,0,10,3,0,4,4,2,6,0,0,0,0,0,0,0,0.977626881911,19,5.52263157895,0,41,1.48780487805
6044,3,2,3,16,46.875,0,6,5,1,0,0,4.6875,2.44182308941,0,0,0,5.33333333333,4.10960933531,0,5,2,0,0,0,1,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0.338611020959,5,6.356,1.36773582967,12,1.33333333333
6045,3,2,7,107,42.2429906542,5,38,18,6,2,0,4.22429906542,2.16885506364,5,4,0,15.2857142857,7.20544012167,7,13,12,1,1,0,1,11,0,14,3,1,8,2,11,10,3,2,0,1,0,0,2,1.89916239223,30,6.15266666667,2.01630909013,68,1.57352941176
6046,3,1,7,105,43.1428571429,4,44,19,2,1,0,4.31428571429,2.11366563524,5,3,1,15.0,8.46842876302,1,13,10,2,6,0,0,2,3,19,0,11,7,1,5,9,4,0,0,3,3,0,0,1.62312715273,46,6.03565217391,4.10320748901,70,1.5
6047,3,1,7,68,41.6176470588,1,22,11,2,0,0,4.16176470588,1.89744757163,4,0,0,9.71428571429,4.39851551953,3,9,9,4,0,0,3,4,0,10,3,0,5,1,2,0,1,0,2,3,3,0,0,0.923815166078,26,5.98230769231,0,38,1.78947368421
6048,3,1,13,130,39.9230769231,8,41,15,5,0,0,3.99230769231,1.90672475319,6,0,0,10.0,4.91465625999,3,18,11,0,5,0,1,7,0,23,3,6,7,3,10,8,1,2,3,6,0,0,2,2.19321499389,47,5.44765957447,4.10320748901,86,1.51162790698
6049,3,1,4,57,45.4385964912,2,29,14,0,0,0,4.54385964912,2.02722695395,3,1,0,14.25,8.58414235669,1,11,9,0,2,1,0,3,0,12,4,4,0,0,1,4,3,1,0,0,0,0,0,0.631702451766,22,6.28363636364,2.59097567141,42,1.35714285714
6050,3,3,20,336,44.7321428571,10,136,71,16,7,1,4.47321428571,2.21915603735,18,6,4,16.85,8.42184659086,9,56,42,10,2,1,1,30,0,69,7,2,5,10,21,15,9,10,3,10,3,0,1,7.57852867107,124,6.0814516129,10.0782280802,151,2.22516556291
6051,3,1,11,147,42.7891156463,7,54,27,5,0,0,4.27891156463,1.97512722991,8,2,0,13.3636363636,5.97377187489,3,18,13,1,5,2,2,16,1,28,7,1,11,2,0,13,6,3,4,0,1,0,1,3.7300577101,57,5.66561403509,7.34275642088,97,1.51546391753
6052,3,2,7,141,44.8936170213,20,58,29,10,4,1,4.48936170213,2.56241242715,5,5,2,20.8571428571,13.5586405917,3,20,20,6,2,2,0,8,1,27,7,4,6,2,8,5,4,1,1,6,1,1,3,2.76231564758,48,6.02395833333,4.31829278569,79,1.78481012658
6053,3,1,4,58,42.5862068966,4,23,10,1,0,0,4.25862068966,2.05674197162,2,2,1,14.5,10.5237825899,0,12,7,1,2,0,0,4,1,10,3,0,4,0,2,1,1,0,6,0,0,0,0,1.24929069951,19,5.70684210526,0,38,1.52631578947
6054,3,1,4,76,41.7105263158,0,31,14,0,0,0,4.17105263158,1.80656696818,2,2,2,19.0,15.5241746963,1,9,9,0,3,0,1,4,0,14,1,0,4,2,5,0,5,0,0,10,3,0,0,1.20461235791,24,6.54416666667,2.59097567141,45,1.68888888889
6055,3,2,10,131,38.4732824427,5,39,20,4,0,0,3.84732824427,2.03232826862,6,2,0,13.2,7.38647412505,3,19,15,3,4,0,1,6,2,24,1,2,13,1,5,9,2,1,1,7,1,1,2,2.53448915675,35,5.446,2.01630909013,70,1.87142857143
6056,3,1,8,102,45.7843137255,5,44,19,8,2,0,4.57843137255,2.40641170979,5,1,1,12.75,7.806247498,2,17,14,2,1,0,0,10,0,21,4,1,2,0,7,11,1,0,0,0,3,0,1,1.36210117639,38,5.87236842105,1.5122318176,62,1.64516129032
6057,3,3,9,145,44.0689655172,9,59,31,9,1,0,4.40689655172,2.26843237515,8,3,1,16.2222222222,7.92713732522,3,19,22,3,4,0,0,9,0,30,2,5,10,4,7,4,5,1,1,10,0,0,2,2.37541858385,58,5.80965517241,3.45463422855,83,1.74698795181
6058,3,2,9,132,41.1363636364,7,46,18,7,0,0,4.11363636364,2.10650655874,6,3,1,14.6666666667,9.2616293263,2,23,23,3,2,2,0,5,0,21,8,1,5,0,7,2,2,4,3,11,0,0,2,2.68114734061,52,5.41865384615,0,67,1.97014925373
6059,3,1,2,42,50.4761904762,6,21,15,2,1,1,5.04761904762,2.85377269295,1,1,1,21.0,12.0,2,7,6,1,0,1,0,2,0,10,1,0,2,1,4,0,2,1,0,3,0,0,0,0.702862790175,10,6.722,0,32,1.3125
6060,3,1,3,57,39.649122807,3,15,6,0,0,0,3.9649122807,1.6471285868,2,2,1,19.0,14.1656862406,2,8,9,0,2,0,0,1,0,3,7,1,7,0,6,0,0,0,6,2,0,0,0,2.26586406455,28,5.57357142857,0,35,1.62857142857
6061,3,3,8,251,43.1474103586,20,96,51,7,1,0,4.31474103586,2.09392975829,7,7,6,31.375,14.4476425413,9,35,34,2,8,0,1,10,3,54,11,10,14,4,8,17,6,3,1,6,3,0,0,3.44818852868,93,5.88032258065,6.9092684571,130,1.93076923077
6062,3,1,6,84,41.1904761905,5,32,13,4,0,0,4.11904761905,2.10795831047,5,2,0,14.0,7.72442015084,1,11,13,2,0,0,1,5,0,13,1,3,7,0,8,1,2,4,0,8,0,0,1,1.97348792671,23,5.8547826087,0,64,1.3125
6063,3,2,8,111,44.7747747748,7,46,19,5,0,0,4.47747747748,2.04871066703,6,2,0,13.875,7.1315759128,1,14,11,1,2,1,1,6,0,26,7,2,4,1,6,7,1,3,5,0,0,1,4,1.65807948525,44,6.06386363636,4.10320748901,75,1.48
6064,3,2,7,90,46.4444444444,5,36,23,8,3,2,4.64444444444,2.72858818954,5,1,0,13.2857142857,6.43015853424,3,18,15,0,3,1,0,6,0,17,7,2,5,1,0,9,3,0,0,0,0,0,2,1.13486404815,29,6.22793103448,4.10320748901,57,1.57894736842
6065,3,2,10,110,45.5454545455,8,40,29,8,5,1,4.55454545455,2.72462896602,7,1,0,11.3,5.44150714417,4,20,13,0,3,3,0,4,0,24,8,2,5,1,4,10,0,1,1,5,0,0,1,1.66137424047,25,6.182,2.01630909013,67,1.64179104478
6066,3,1,5,71,38.4507042254,5,23,9,2,0,0,3.84507042254,2.01173618921,4,2,1,14.2,8.72696969171,2,9,9,4,2,0,0,5,1,8,2,1,4,0,6,0,2,4,0,4,0,0,1,1.4216562961,21,6.33476190476,3.45463422855,39,1.82051282051
6067,3,1,6,66,41.9696969697,1,19,10,2,2,1,4.19696969697,2.17835292026,3,0,0,11.0,6.21825270206,1,7,7,3,2,2,0,1,0,14,4,0,5,0,0,8,0,2,1,0,1,1,1,0.647552726043,27,5.49222222222,1.00815454506,46,1.4347826087
6068,3,2,6,70,40.7142857143,3,19,9,2,1,1,4.07142857143,2.3239236472,4,1,0,11.6666666667,7.06320670014,5,7,5,0,1,0,2,4,0,10,3,4,5,1,9,0,1,1,2,8,1,0,0,1.25913386972,22,5.65818181818,0,54,1.2962962963
6069,3,2,8,127,41.968503937,1,43,21,8,3,0,4.1968503937,2.24329466491,5,3,2,15.875,12.6731754111,6,15,8,9,7,0,2,3,0,23,6,0,10,0,9,2,3,3,1,2,0,0,2,1.93865508357,51,5.95588235294,0,72,1.76388888889
6070,3,2,5,93,46.2365591398,6,40,24,6,1,0,4.62365591398,2.36787364938,4,3,1,18.6,12.3870900538,4,15,16,0,2,0,1,6,0,21,5,0,4,1,2,1,2,4,3,4,0,0,0,1.42387101291,38,5.98473684211,2.59097567141,65,1.43076923077
6071,3,2,8,101,46.4356435644,5,46,27,7,3,0,4.64356435644,2.439607175,6,2,0,12.625,6.40190401365,4,14,13,0,2,0,1,10,0,14,8,6,5,2,5,1,0,1,2,9,1,0,1,1.45328747575,30,6.792,1.72731711428,66,1.5303030303
6072,3,2,11,91,45.9340659341,6,41,22,4,1,0,4.59340659341,2.25081724406,4,0,0,8.54545454545,3.75048206268,1,12,9,0,2,1,0,14,1,21,6,0,3,1,4,8,2,3,0,0,0,0,0,2.15445401615,30,5.83033333333,3.02446363519,62,1.46774193548
6073,3,2,12,167,44.9101796407,6,65,32,11,6,0,4.49101796407,2.38940498585,8,3,1,13.9166666667,8.01517657669,10,12,13,3,3,0,3,12,1,26,10,1,19,4,12,17,2,5,0,1,0,1,3,1.91983826981,68,5.94897058824,1.5122318176,109,1.53211009174
6074,3,2,7,69,39.2753623188,5,19,6,1,0,0,3.92753623188,1.70050892538,3,1,0,9.85714285714,6.31163486696,1,10,11,0,0,0,0,6,1,10,3,4,4,0,10,0,0,0,1,5,0,0,1,0.826028007221,21,5.08666666667,0,44,1.56818181818
6075,3,3,11,239,48.5774058577,29,116,61,18,11,1,4.85774058577,2.54799573558,10,6,6,21.9090909091,10.5697212955,15,26,23,2,5,0,1,18,2,38,12,12,16,2,20,3,12,4,7,14,0,0,4,4.15341368986,82,5.91634146341,5.18195134283,150,1.59333333333
6076,3,2,14,198,43.3838383838,12,77,38,10,1,0,4.33838383838,2.15435844718,9,3,2,14.1428571429,9.65739644637,10,19,22,8,7,1,2,13,0,32,6,8,11,2,16,1,2,2,3,10,4,0,1,2.74387879445,66,5.81409090909,0,98,2.02040816327
