id,set,human_score,sentence_count,word_count,avg_word_length,misspell_words,char_4,char_6,char_8,char_10,char_12,mean_char,std_char,word_10,word_18,word_25,mean_word,std_word,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16,pos_17,pos_18,pos_19,pos_20,pos_21,pos_22,pos_23,pos_24,pos_25,pos_26,pos_27,pos_28,pos_29,pos_30,pos_31,pos_32,pos_33,pos_34,pos_35,beauty_score,vocabulory_score,maturity_score,bag_of_words_score
20727,8,31,19,439,39.9316628702,28,143,52,8,4,1,3.99316628702,1.92495003722,17,11,5,23.1052631579,12.6943615202,16,52,1,54,7,10,0,1,0,0,3,0,5,0,22,3,0,73,26,18,0,31,20,19,0,0,25,12,4,14,6,2,0,0,3,10.2320691088,169,5.13319526627,0
20728,8,44,33,816,46.3235294118,76,321,164,71,53,44,4.63235294118,2.90159801166,30,26,12,24.7272727273,12.5608162427,6,83,1,92,7,22,0,0,4,0,1,0,11,0,70,5,0,118,42,100,0,70,22,59,3,1,64,25,14,18,22,1,3,0,9,18.8161393194,286,5.0577972028,0
20732,8,31,17,818,36.271393643,31,182,53,10,1,0,3.6271393643,1.6496271995,17,16,13,48.1176470588,29.3435679954,26,48,1,61,21,15,1,0,0,0,6,0,3,0,58,2,0,137,22,3,0,73,70,73,1,0,47,12,10,39,24,7,1,0,6,24.0229388165,318,5.00311320755,0
20733,8,36,31,559,41.717352415,32,183,71,30,16,1,4.1717352415,2.23827627323,27,14,5,18.0967741935,8.20446313909,18,36,0,57,9,15,0,0,0,0,2,0,3,0,45,1,0,79,16,16,0,63,30,40,1,0,26,12,1,26,23,2,0,0,14,13.0919938069,227,4.86237885463,0
20734,8,43,46,763,45.4652686763,84,317,135,55,19,8,4.54652686763,2.4673985302,37,15,5,16.5869565217,10.4602271298,31,60,2,86,9,15,0,1,5,1,3,0,9,0,74,2,0,97,23,111,0,90,14,56,0,1,52,24,7,30,18,0,5,0,16,13.2927356094,284,5.15707746479,15.0
20735,8,20,11,131,44.6564885496,6,43,19,12,7,3,4.46564885496,2.90965953579,6,2,1,12.4545454545,6.66556464721,5,9,3,18,3,4,0,0,0,0,1,0,0,0,8,1,0,22,11,0,0,7,2,6,0,0,6,3,3,9,1,1,1,0,2,2.39333896581,57,5.38403508772,0
20736,8,45,37,711,41.7580872011,39,256,101,29,8,3,4.17580872011,2.18284731679,30,19,11,19.2432432432,9.9956893558,28,47,3,79,17,24,0,0,1,0,5,0,2,0,64,1,0,92,20,36,0,75,27,54,0,0,51,13,11,26,12,1,5,0,11,18.5055524206,292,5.2448630137,13.0
20737,8,40,31,528,39.8106060606,13,168,70,11,2,2,3.98106060606,1.99420917163,23,10,5,17.0322580645,10.424796342,18,35,1,55,13,18,0,1,0,0,6,0,4,0,33,1,0,59,17,14,0,71,15,52,0,0,29,13,6,20,15,1,3,0,8,13.086091149,228,4.91289473684,0
20739,8,30,56,735,38.0816326531,21,209,55,23,9,3,3.80816326531,1.9412175666,36,12,5,13.1785714286,6.60115558838,45,53,3,72,14,18,0,0,4,0,6,0,3,0,44,3,0,93,42,11,0,100,29,54,1,0,18,9,3,29,42,3,1,0,9,19.1577739203,270,4.9797037037,0
20741,8,35,30,280,42.2857142857,7,116,37,5,1,1,4.22857142857,1.99584822525,9,1,0,9.33333333333,4.11771241778,13,22,1,23,1,3,0,1,0,0,3,0,1,0,20,1,0,50,10,12,0,27,8,12,3,1,2,10,3,10,34,2,1,0,3,7.34655904783,112,5.14053571429,0
20742,8,40,28,630,39.6984126984,23,198,88,20,2,0,3.96984126984,2.00096438757,26,19,11,22.5,8.60024916583,31,69,1,72,8,22,0,1,0,0,4,0,9,0,34,0,0,93,20,31,0,52,15,48,0,1,47,21,11,12,11,2,1,0,9,14.6483319346,221,5.17963800905,0
20743,8,42,38,848,42.2405660377,68,312,122,42,21,5,4.22405660377,2.28733726017,33,20,12,22.3157894737,14.2664591247,30,79,1,111,8,20,0,0,4,0,7,0,13,0,58,0,0,142,24,85,0,59,20,57,0,0,98,18,9,15,14,7,1,0,6,21.7045792184,320,5.64675,16.0
20745,8,34,30,478,44.5606694561,103,201,88,36,13,3,4.45606694561,2.46339124955,16,12,7,16.5666666667,15.8275779013,5,38,0,62,5,12,0,1,0,1,0,0,0,0,51,0,0,85,14,80,0,35,14,44,2,0,44,29,6,15,2,2,0,0,7,13.4798877015,154,5.07902597403,17.0
20746,8,33,35,844,37.5118483412,50,253,67,15,4,2,3.75118483412,1.87818493916,27,21,15,24.2,19.4566184112,42,47,2,90,19,37,0,0,0,0,6,0,6,0,54,2,0,86,12,9,0,130,27,87,1,0,67,15,13,33,10,2,0,0,12,32.7873161773,294,5.03289115646,19.0
20747,8,38,23,356,41.095505618,6,125,53,11,1,0,4.1095505618,2.14720750724,18,6,1,15.4782608696,6.63239457851,8,30,1,48,4,16,0,0,0,0,5,0,5,0,15,3,0,48,10,3,0,37,16,25,1,1,26,9,5,10,8,0,4,0,0,9.45314909919,136,5.31992647059,0
20748,8,36,39,688,39.2877906977,39,220,78,19,5,1,3.92877906977,2.06076192239,33,16,4,17.641025641,6.94848140386,39,57,1,67,7,24,0,0,0,0,5,0,5,0,43,2,0,98,12,24,0,71,23,44,0,0,72,7,12,29,6,2,7,0,12,19.2595945113,264,5.02859848485,23.0
20751,8,45,42,614,38.7459283388,9,198,70,14,5,2,3.87459283388,2.03851321576,31,11,2,14.619047619,7.20433857693,22,37,2,73,9,22,0,2,0,0,4,0,10,0,32,3,0,70,17,3,1,92,33,42,1,0,70,18,16,4,6,2,3,0,2,16.938773053,228,5.11635964912,16.0
20754,8,31,41,829,39.4813027744,14,260,101,31,6,1,3.94813027744,2.03435754732,35,20,12,20.3170731707,10.1966972759,27,59,2,100,10,44,0,0,1,0,5,0,8,0,49,3,0,111,21,6,0,106,29,41,4,0,37,32,4,29,36,6,1,0,9,20.1857417907,308,5.1099025974,0
20755,8,30,14,226,42.5221238938,14,78,33,9,5,2,4.25221238938,2.26335433844,9,5,2,16.1428571429,8.97502202828,9,22,1,24,7,3,0,0,0,0,1,0,1,0,11,8,0,36,4,15,0,21,4,15,3,0,8,8,7,11,4,0,1,0,3,4.2304649711,101,5.0295049505,6.0
20756,8,34,20,737,39.5115332429,10,220,89,25,6,1,3.95115332429,2.03175922369,19,17,13,36.9,19.0916211988,46,67,4,72,19,28,0,7,0,0,2,0,4,0,54,3,0,101,27,3,0,63,29,58,1,1,17,14,15,37,10,1,7,0,4,18.0792523393,302,5.32410596026,0
20757,8,33,37,727,41.9257221458,49,230,98,23,13,11,4.19257221458,2.01134519422,26,16,13,19.6486486486,16.8750835293,33,74,0,98,14,22,0,1,0,0,4,0,6,0,51,4,0,71,33,60,0,63,15,46,0,0,73,19,16,12,7,1,3,0,14,10.8082240489,319,4.81094043887,0
20758,8,40,61,849,40.023557126,56,293,116,35,14,1,4.0023557126,2.22284326481,39,12,5,13.9180327869,7.85377654165,28,52,2,92,14,30,0,0,2,1,5,0,3,0,56,0,0,71,19,52,0,151,22,71,1,0,96,30,10,33,10,2,0,0,8,25.5879484869,307,4.85107491857,21.0
20759,8,47,59,734,40.0817438692,37,251,109,20,6,3,4.00817438692,2.13268942729,31,12,4,12.4406779661,8.20762602487,33,52,0,76,6,14,1,0,1,0,5,0,8,0,56,2,0,97,18,30,1,110,36,60,2,1,94,16,9,13,2,3,1,0,3,22.7349008409,252,5.19321428571,19.0
20760,8,30,53,835,42.0718562874,66,326,131,32,3,0,4.20718562874,2.14497261928,42,14,6,15.7735849057,7.55518442374,10,61,3,103,8,27,1,0,0,1,8,0,9,0,60,3,0,112,34,89,0,103,27,50,0,0,89,29,5,12,6,3,3,0,1,21.8651365323,321,5.27632398754,25.0
20761,8,40,60,847,40.9445100354,22,295,109,29,9,2,4.09445100354,2.12394986421,38,15,5,14.1166666667,6.90673986448,36,80,3,84,12,34,0,0,0,0,7,0,7,0,56,2,0,108,29,22,0,106,19,54,2,0,60,33,14,28,18,2,4,0,11,19.1292653149,343,4.98772594752,0
20762,8,32,21,455,40.1538461538,18,141,61,20,2,0,4.01538461538,2.09198823483,16,10,7,21.7142857143,13.6037209796,15,39,1,42,6,14,0,1,0,0,3,0,4,0,33,2,0,73,15,9,0,42,13,45,0,0,32,11,4,14,14,2,3,0,6,12.1661254821,159,4.76295597484,11.0
20763,8,40,52,844,39.6090047393,58,273,90,28,5,3,3.96090047393,1.98562739491,32,19,8,16.2307692308,10.560476724,34,72,2,104,10,0,0,1,1,0,7,0,9,0,54,1,0,126,24,87,0,100,22,55,2,0,88,22,18,20,8,2,2,0,6,27.1585018172,299,5.24173913043,27.0
20764,8,30,8,305,37.2459016393,11,85,31,10,1,1,3.72459016393,2.10330689956,7,6,4,38.25,25.7669846897,23,30,0,29,1,7,0,0,0,0,2,0,4,0,17,2,0,49,4,10,0,35,6,25,2,0,31,7,5,3,5,2,1,0,4,12.1163876008,101,4.94336633663,8.0
20766,8,45,55,832,44.2427884615,63,336,145,52,21,8,4.42427884615,2.30241582102,39,14,6,15.1272727273,7.80222473041,45,67,2,99,6,22,1,0,2,0,9,0,9,0,74,4,0,97,37,86,0,78,18,70,3,0,87,20,9,9,7,1,2,0,2,15.0432289724,322,5.40183229814,12.0
20767,8,45,61,653,41.5007656968,56,252,80,14,6,1,4.15007656968,2.05047222459,35,5,0,10.7213114754,6.2203556578,21,42,5,77,5,22,0,0,3,0,2,0,6,0,38,1,0,101,14,59,0,79,8,51,0,0,73,15,14,19,9,1,2,0,8,15.255818602,265,5.1541509434,13.0
20768,8,45,51,844,42.3104265403,78,339,104,31,6,0,4.23104265403,2.01652328808,38,16,12,16.5490196078,8.8124549238,4,67,3,115,18,30,0,3,3,1,11,0,2,0,42,2,0,122,28,99,0,63,38,77,1,0,70,19,26,14,9,4,0,0,2,21.7952931792,338,5.21553254438,14.0
20769,8,50,81,832,43.8461538462,71,322,146,38,11,7,4.38461538462,2.25747137033,28,11,7,10.3580246914,11.0311664449,12,70,1,78,7,26,0,0,2,1,14,0,9,0,75,1,0,109,35,84,0,90,12,69,3,2,57,26,17,40,21,5,5,0,11,18.1926488095,323,5.41470588235,12.0
20770,8,39,32,442,41.1538461538,6,156,60,24,11,1,4.11538461538,2.28725909335,17,8,5,13.8125,12.1717847397,14,40,1,57,5,19,2,0,2,0,9,0,1,0,21,0,0,61,15,6,0,43,6,44,2,0,31,12,3,17,8,2,1,0,4,10.6356021117,168,5.48386904762,8.0
20771,8,33,28,359,41.9777158774,25,130,65,13,6,4,4.19777158774,2.4039993547,19,5,1,12.8214285714,7.45967048022,8,26,1,38,4,6,0,0,2,0,4,0,5,0,28,0,0,43,8,25,0,49,9,30,0,1,53,10,5,5,4,2,1,0,4,10.5028251066,133,5.1122556391,14.0
20772,8,33,25,545,40.8623853211,105,197,65,12,8,4,4.08623853211,1.9866034738,20,13,10,21.96,12.4755120135,16,34,0,55,2,0,0,0,1,0,4,0,9,0,55,1,0,91,10,140,0,62,21,25,1,0,66,15,3,11,9,2,3,0,8,13.9083469852,184,4.77288043478,10.0
20773,8,34,45,477,38.7421383648,25,158,44,6,3,2,3.87421383648,1.86658634979,21,6,0,10.6,5.91570414706,18,34,1,62,10,11,0,2,0,0,4,0,4,0,21,1,0,65,13,33,0,68,9,37,2,0,43,11,3,10,8,2,2,0,2,9.80223897284,185,4.93124324324,14.0
20774,8,40,31,550,36.3818181818,22,131,54,6,1,0,3.63818181818,1.73415185687,25,12,5,17.8064516129,8.12173251356,27,58,0,64,4,27,0,0,0,0,6,0,2,0,23,1,0,67,5,30,0,69,5,46,0,1,68,21,5,5,2,0,0,0,6,15.0947139392,186,4.87817204301,23.0
20775,8,33,13,319,40.9404388715,26,97,42,15,4,3,4.09404388715,2.11551522442,12,9,4,24.5384615385,11.9461315568,15,25,0,46,5,5,0,0,1,0,4,0,6,0,19,0,0,49,7,18,0,26,13,24,3,2,38,12,4,6,0,0,0,0,2,6.921967027,119,4.99773109244,14.0
20776,8,33,31,657,39.8934550989,39,210,77,23,11,6,3.98934550989,2.10868031011,27,16,9,21.1935483871,11.133846551,26,47,0,79,7,28,0,0,2,0,5,0,8,0,47,3,0,71,14,33,0,84,19,50,1,0,49,18,3,21,24,3,5,0,7,25.6577995324,216,5.02347222222,13.0
20777,8,40,37,487,41.8480492813,52,199,77,11,1,0,4.18480492813,2.01709135232,24,5,1,13.1621621622,7.32826262922,2,37,0,43,9,10,0,0,0,3,3,0,1,0,44,1,0,70,14,78,0,54,22,30,1,0,38,17,4,14,17,0,0,0,5,13.0946156769,189,4.94920634921,9.0
20778,8,36,28,601,40.8485856905,34,214,81,17,4,0,4.08485856905,2.0715019563,24,13,9,21.4642857143,12.7376891346,25,66,1,50,10,14,0,0,0,0,4,0,3,0,41,0,0,88,31,50,0,45,19,44,2,0,41,20,10,20,11,1,7,0,5,17.0778585177,247,5.34056680162,9.0
20779,8,37,34,650,39.0615384615,22,199,74,18,9,1,3.90615384615,2.09749846775,32,19,4,19.1470588235,6.33446387044,28,56,1,76,11,20,0,3,0,0,3,0,3,0,54,2,0,85,30,14,0,78,23,43,1,1,34,10,13,27,16,1,4,0,5,17.8839596287,262,5.10385496183,0
20781,8,40,47,751,39.9600532623,44,234,98,29,10,5,3.99600532623,2.15375269889,32,14,9,16.0638297872,10.261276631,30,59,0,94,7,24,0,1,0,0,5,0,5,0,53,1,0,113,23,39,0,95,35,38,2,0,18,18,5,49,31,2,2,0,15,18.5136881165,257,4.98046692607,0
20783,8,33,44,579,41.6407599309,21,215,90,21,7,2,4.16407599309,2.17703203436,32,6,1,13.1590909091,5.182765065,18,67,5,72,4,17,0,0,0,0,6,0,7,0,37,1,0,93,25,36,0,53,10,22,2,1,65,19,8,5,2,2,2,0,2,12.8219060243,231,5.2819047619,11.0
20784,8,37,39,622,39.0514469453,5,192,67,18,4,1,3.90514469453,2.05378701971,28,12,6,15.9487179487,8.23671803556,24,58,1,76,9,13,0,1,1,0,3,0,5,0,41,3,0,78,24,2,0,69,20,38,5,0,10,23,8,43,17,2,2,0,10,18.0273584532,265,5.25483018868,0
20785,8,42,30,491,40.8757637475,21,162,52,14,4,1,4.08757637475,1.95000482254,24,12,2,16.3666666667,6.27950811945,20,45,0,49,6,11,0,0,1,0,5,0,4,0,42,2,0,81,21,24,0,51,17,33,3,0,36,7,8,13,9,1,1,0,2,10.0601531588,197,5.15197969543,8.0
20787,8,40,28,368,41.6304347826,15,146,55,7,2,0,4.16304347826,2.07634752628,18,6,3,13.1428571429,7.66119295874,11,21,0,40,4,12,0,1,2,0,1,0,3,0,39,1,0,43,16,13,0,48,15,28,1,1,3,14,4,21,28,1,2,0,6,10.2374780945,152,5.23730263158,0
20790,8,40,32,565,41.8053097345,29,207,85,26,5,2,4.18053097345,2.1649962904,29,11,4,17.65625,6.62197749449,30,36,3,52,6,25,0,0,1,2,4,0,4,0,56,0,0,69,23,26,0,45,19,39,2,2,50,14,8,12,14,6,5,0,4,13.7781213099,206,5.26645631068,15.0
20791,8,38,23,325,43.0769230769,7,116,55,20,4,1,4.30769230769,2.3394303736,13,5,2,14.1304347826,7.85910907566,11,35,1,41,4,6,0,0,1,0,1,0,1,0,16,0,0,57,10,14,0,30,8,15,2,1,17,12,6,12,10,3,0,0,3,8.15893238226,131,5.09030534351,5.0
20792,8,31,30,285,40.2105263158,9,105,38,10,1,0,4.02105263158,2.08099522863,11,1,0,9.5,4.13722934664,12,19,1,29,9,5,0,0,1,0,1,0,1,0,14,0,0,60,8,6,0,33,20,10,0,0,18,3,3,6,12,2,3,0,2,10.0029480439,113,4.96778761062,0
20793,8,42,57,792,41.3131313131,19,280,111,39,9,2,4.13131313131,2.20054683307,38,13,2,13.9122807018,6.4625254467,41,53,5,79,8,21,0,2,1,0,2,0,7,0,40,4,0,118,31,27,0,77,47,54,3,1,87,19,22,14,4,4,2,0,4,32.4755958193,328,5.4306097561,12.0
20794,8,40,33,637,40.8791208791,9,211,81,18,4,0,4.08791208791,2.02308878793,26,14,9,19.303030303,9.45318560539,20,49,5,76,15,13,0,1,0,0,1,0,2,0,45,4,0,73,27,1,0,80,24,55,1,2,22,22,8,30,18,5,1,0,10,15.9423364062,284,5.13507042254,0
20795,8,35,38,607,40.313014827,25,203,89,16,4,1,4.0313014827,2.04907017141,32,13,1,15.9736842105,5.23895752037,21,32,1,61,9,30,0,0,0,0,3,0,4,0,39,2,0,70,13,20,0,83,25,52,2,0,63,24,6,9,3,2,8,0,5,15.0453844225,231,4.92207792208,20.0
20796,8,35,71,846,42.6359338061,106,345,110,26,6,2,4.26359338061,2.00302099536,36,9,3,11.9295774648,7.32797830364,34,72,1,80,5,24,0,0,1,0,3,0,10,0,77,5,0,139,32,153,0,51,13,48,2,0,88,28,11,15,11,1,2,0,5,18.7866396463,303,5.15587458746,25.0
20797,8,33,14,234,42.6923076923,9,86,47,9,2,0,4.26923076923,2.21973054617,12,7,2,16.7857142857,8.46149743104,14,22,2,31,1,5,0,0,0,0,8,0,2,0,10,3,0,29,10,6,0,18,5,23,1,2,13,4,1,5,11,0,1,0,2,4.86506323436,86,5.16872093023,0
20800,8,33,54,564,45.4964539007,103,247,132,28,10,3,4.54964539007,2.29510635822,23,7,4,10.4814814815,7.90391544025,18,40,0,68,15,22,0,0,4,2,4,0,1,0,60,3,0,74,8,129,0,41,13,22,1,0,49,13,8,8,17,5,3,0,6,9.2844756769,206,5.3995631068,9.0
20802,8,30,30,830,38.686746988,39,233,86,22,11,0,3.8686746988,1.98568020212,27,25,18,27.6666666667,10.9219452887,40,51,1,101,19,28,0,5,0,0,2,0,15,0,33,1,0,97,15,27,0,121,24,81,0,0,45,18,7,30,39,1,8,0,15,22.0861264307,310,5.29903225806,0
20803,8,37,19,405,40.4197530864,11,141,49,10,4,0,4.04197530864,2.00512117838,15,8,5,21.3157894737,14.1980452012,12,28,1,46,8,8,1,2,1,0,0,0,2,0,38,0,0,50,20,13,0,45,11,24,3,0,15,16,7,17,12,4,1,0,6,11.0573116141,150,5.1512,0
20804,8,40,19,424,39.5518867925,17,125,71,17,2,0,3.95518867925,2.17993676839,18,7,4,22.4210526316,14.8901797008,15,21,0,45,4,13,0,0,0,0,0,0,6,0,22,1,0,69,8,10,0,52,32,29,0,0,41,19,4,11,8,3,1,0,6,14.6525710683,156,4.98769230769,17.0
20805,8,40,42,844,41.0545023697,35,309,113,21,4,0,4.10545023697,2.02815734522,38,20,9,20.0952380952,11.0729389651,52,64,0,78,7,20,1,2,1,0,2,0,5,0,70,1,0,76,35,25,0,114,16,99,0,0,64,18,20,43,15,5,6,0,10,19.2575728518,310,5.06590322581,0
20806,8,35,34,573,41.5881326353,29,199,95,20,9,2,4.15881326353,2.23940707415,27,12,4,16.8529411765,8.0004865769,31,43,4,63,4,10,1,0,0,0,4,0,3,0,52,0,0,80,26,32,0,58,21,38,2,0,63,20,2,16,6,3,3,0,1,14.6792146258,229,4.99113537118,0
20807,8,35,32,466,40.0429184549,59,155,68,17,6,5,4.00429184549,2.22883904218,19,11,3,14.5625,8.20798962901,16,32,2,54,5,25,0,0,1,0,0,0,2,0,19,0,0,74,4,79,0,55,4,25,0,0,53,11,8,4,4,0,0,0,7,12.9484953092,154,5.06266233766,14.0
20808,8,31,46,589,39.5755517827,30,185,66,19,2,2,3.95755517827,1.9931595945,22,12,6,12.8043478261,10.9437684576,38,40,0,59,5,9,2,1,1,0,10,0,4,0,24,2,0,73,22,14,0,83,14,55,1,2,37,16,7,36,14,1,3,0,11,16.5071411103,247,5.07113360324,12.0
20809,8,40,58,836,38.9234449761,40,266,99,21,3,0,3.89234449761,2.03099073337,42,16,3,14.4137931034,6.23127396826,13,62,1,89,7,29,0,1,4,0,7,0,11,0,62,0,0,128,23,41,0,91,25,68,6,0,54,29,13,29,27,3,1,0,6,26.9685954873,320,5.1766875,17.0
20812,8,40,67,848,40.8254716981,82,298,106,36,12,1,4.08254716981,2.13096075524,45,10,2,12.6567164179,6.81865798239,23,74,0,91,9,34,0,1,1,0,8,0,10,0,62,2,0,97,29,99,0,89,23,70,2,1,93,19,14,11,9,5,4,0,4,20.4987768521,296,5.26625,27.0
20813,8,36,25,460,41.9130434783,20,170,61,19,3,1,4.19130434783,2.0911501549,23,12,3,18.4,7.87400787401,19,31,0,62,13,11,0,1,0,0,6,0,2,0,33,2,0,52,25,4,0,53,6,28,0,0,2,17,10,29,20,3,4,0,4,10.7558156972,185,5.08232432432,0
20814,8,32,76,835,42.3473053892,49,331,125,33,6,6,4.23473053892,2.15691204308,35,8,2,11.0,5.9205262924,30,60,3,90,13,15,0,1,1,0,5,0,12,0,59,1,0,120,38,62,0,84,30,62,0,0,78,33,7,15,20,0,2,0,4,20.4808221376,311,5.14289389068,19.0
20815,8,31,33,752,42.9255319149,30,273,112,33,11,6,4.29255319149,2.24161057572,29,20,12,22.8181818182,13.2789524629,43,59,0,81,27,24,1,1,0,0,2,0,0,0,49,4,0,85,55,8,0,76,7,55,2,0,3,9,2,51,29,5,6,0,20,14.092847521,303,5.41821782178,0
20817,8,30,19,259,37.0656370656,18,80,21,1,0,0,3.70656370656,1.70236821104,11,4,3,13.6315789474,8.90423037435,11,21,2,23,2,10,0,0,1,0,1,0,5,0,18,1,0,26,9,15,0,38,5,19,0,1,23,12,1,10,6,1,0,0,7,6.42558175337,92,4.79326086957,8.0
20818,8,32,24,840,41.2023809524,35,272,115,31,9,3,4.12023809524,2.06879763678,21,18,14,35.1666666667,27.4205924241,37,99,0,100,19,19,0,2,7,0,10,0,11,0,52,1,0,142,23,41,0,67,21,36,1,0,44,27,22,23,18,7,4,0,12,21.839387796,370,5.26216216216,0
20819,8,30,19,333,37.7177177177,5,104,39,8,1,0,3.77177177177,2.04221608802,14,5,5,17.5789473684,11.315177462,18,18,0,25,6,11,0,2,0,0,0,0,0,0,21,3,0,39,20,1,0,45,12,16,0,0,5,11,5,32,7,1,1,0,11,10.3101581115,124,4.95669354839,0
20821,8,55,62,833,45.1980792317,51,375,167,55,12,1,4.51980792317,2.34108455339,44,12,2,13.435483871,6.28264626735,22,79,1,99,4,28,0,1,2,0,3,0,5,0,70,0,0,151,42,74,0,69,23,37,0,1,77,22,19,12,7,5,2,0,1,15.649584303,343,5.54416909621,0
20822,8,45,47,742,41.0916442049,32,251,103,34,8,3,4.10916442049,2.15591884715,37,17,4,15.7872340426,6.70958720299,34,53,2,77,21,23,0,0,1,0,6,0,8,0,44,4,0,82,36,23,0,86,30,76,2,0,27,23,13,32,22,2,2,0,12,17.1940411904,283,5.06070671378,0
20823,8,41,43,772,45.0388601036,47,320,160,50,12,2,4.50388601036,2.37009807925,31,21,11,18.023255814,11.7205610868,37,70,1,82,4,19,0,3,1,0,6,0,7,0,60,0,0,128,29,42,0,59,35,48,0,0,79,35,13,9,10,4,6,0,8,14.7739790635,307,5.59739413681,15.0
20824,8,45,48,543,47.4033149171,29,243,141,43,14,8,4.74033149171,2.60087507993,27,2,1,11.3125,4.46820363793,12,46,5,49,11,20,0,0,7,0,9,0,2,0,41,3,0,77,41,37,0,31,11,36,2,1,5,20,5,17,38,4,1,0,8,10.103925365,228,5.74710526316,0
20825,8,33,32,513,38.6159844055,6,145,44,21,6,0,3.86159844055,2.00642205711,23,8,4,16.03125,8.95643754165,22,37,1,59,20,18,0,1,2,0,5,0,5,0,31,1,0,68,7,12,0,56,17,45,1,0,5,7,7,25,19,2,6,0,6,12.4568531944,213,5.25690140845,0
20826,8,60,81,658,43.1914893617,57,250,117,33,11,6,4.31914893617,2.34568768606,28,7,1,8.12345679012,7.08394588384,24,54,0,74,4,8,0,2,3,0,2,0,4,0,44,0,0,105,27,50,0,74,18,50,0,0,77,20,12,5,7,0,2,0,8,64.0758569096,254,5.50212598425,16.0
20827,8,45,48,605,40.4297520661,75,222,66,14,6,3,4.04297520661,1.99953746499,22,10,6,12.6041666667,9.34464994737,1,47,2,55,7,14,1,0,0,1,2,0,2,0,44,2,0,102,10,99,0,65,20,44,3,1,75,17,11,10,8,0,0,0,8,17.0914331104,223,5.23278026906,15.0
