id,set,human_score,mean_word
6061,3,3,31.375
6062,3,1,14.0
6063,3,2,13.875
6064,3,2,13.2857142857
6065,3,2,11.3
6066,3,1,14.2
6067,3,1,11.0
6068,3,2,11.6666666667
6069,3,2,15.875
6070,3,2,18.6
6071,3,2,12.625
6072,3,2,8.54545454545
6073,3,2,13.9166666667
6074,3,2,9.85714285714
6075,3,3,21.9090909091
6076,3,2,14.1428571429
6077,3,1,15.8333333333
6078,3,2,13.0
6079,3,3,18.2857142857
6080,3,2,13.1111111111
6081,3,2,8.2
6082,3,1,17.75
6083,3,1,11.0
6084,3,3,17.8333333333
6085,3,3,27.0
6086,3,1,21.0
6087,3,2,11.1428571429
6088,3,2,7.625
6089,3,3,20.375
6090,3,1,17.4
6091,3,3,16.5
6092,3,1,11.75
6093,3,1,12.3333333333
6094,3,1,12.4
6095,3,3,18.1538461538
6096,3,2,10.0
6097,3,1,20.5
6098,3,3,13.4
6099,3,1,18.0
6100,3,2,22.125
6101,3,2,15.8571428571
6102,3,2,17.375
6103,3,2,15.3
6104,3,1,12.6666666667
6105,3,3,12.8888888889
6106,3,1,10.0
6107,3,2,16.0
6108,3,1,16.5
6109,3,2,33.25
6110,3,2,12.0
6111,3,2,14.25
6112,3,1,20.75
6113,3,3,17.1111111111
6114,3,1,9.33333333333
6115,3,2,12.75
6116,3,2,17.2222222222
6117,3,1,10.4166666667
6118,3,3,10.9333333333
6119,3,1,19.0
6120,3,2,11.0
6121,3,3,14.6
6122,3,2,15.0
6123,3,3,12.0833333333
6124,3,3,15.5555555556
6125,3,2,13.4
6126,3,1,15.1666666667
6127,3,3,17.0
6128,3,3,26.3333333333
6129,3,2,13.25
6130,3,1,14.8333333333
6131,3,1,15.0
6132,3,3,13.0
6133,3,1,13.25
6134,3,2,10.4666666667
6135,3,2,12.625
6136,3,1,12.3333333333
6137,3,2,28.2
6138,3,2,18.1428571429
6139,3,2,11.8888888889
6140,3,1,14.0
6141,3,2,13.0
6142,3,2,21.2857142857
6143,3,3,15.0
6144,3,3,22.875
6145,3,3,17.2
6146,3,2,15.9
6147,3,2,13.6
6148,3,2,8.85714285714
6149,3,2,13.3333333333
6150,3,2,16.2857142857
6151,3,2,20.1666666667
6152,3,2,9.61538461538
6153,3,2,13.0
6154,3,1,20.0
6155,3,1,12.1428571429
6156,3,2,17.5714285714
6157,3,3,15.0714285714
6158,3,3,14.1538461538
6159,3,2,17.25
6160,3,2,10.4545454545
6161,3,2,14.4285714286
6162,3,2,10.875
6163,3,1,8.33333333333
6164,3,2,15.2857142857
6165,3,3,23.125
6166,3,1,9.66666666667
6167,3,3,22.0
6168,3,2,23.0
6169,3,2,15.8181818182
6170,3,1,13.5454545455
6171,3,3,17.0
6172,3,2,16.5
6173,3,1,10.2
6174,3,2,14.8333333333
6175,3,1,16.4
6176,3,1,19.8
6177,3,2,31.6666666667
6178,3,3,15.0
6179,3,2,9.0
6180,3,3,12.5555555556
6181,3,3,16.25
6182,3,3,14.4166666667
6183,3,3,12.4545454545
6184,3,1,11.6666666667
6185,3,2,12.75
6186,3,2,10.6666666667
6187,3,1,10.0
6188,3,0,8.5
6189,3,1,11.1666666667
6190,3,2,13.6
6191,3,2,14.6
6192,3,3,21.0
6193,3,1,8.22222222222
6194,3,3,13.3333333333
6195,3,3,11.5454545455
6196,3,1,22.75
6197,3,2,13.1
6198,3,3,13.3333333333
6199,3,2,6.85714285714
6200,3,0,11.0625
6201,3,2,9.5
6202,3,1,14.6666666667
6203,3,3,12.0
6204,3,1,16.5833333333
6205,3,2,14.6666666667
6206,3,0,10.3333333333
6207,3,0,9.0
6208,3,3,20.5
6209,3,2,13.1428571429
6210,3,2,17.4285714286
6211,3,1,16.4
6212,3,2,18.4285714286
6213,3,1,12.75
6214,3,1,17.0
6215,3,1,11.6
6216,3,2,20.375
6217,3,1,10.5
6218,3,2,13.5
6219,3,2,18.375
6220,3,2,11.5
6221,3,2,20.5
6222,3,2,12.8571428571
6223,3,3,15.1666666667
6224,3,2,16.3333333333
6225,3,3,14.2
6226,3,3,11.625
6227,3,1,17.25
6228,3,3,16.8181818182
6229,3,1,18.0
6230,3,1,12.0
6231,3,2,14.8571428571
6232,3,1,31.25
6233,3,2,10.0
6234,3,1,28.6666666667
6235,3,1,15.5
6236,3,2,12.8
6237,3,2,15.0
6238,3,0,5.8
6239,3,2,20.0
6240,3,3,11.8181818182
6241,3,1,17.6666666667
6242,3,1,8.0
6243,3,2,13.7
6244,3,1,12.0
6245,3,3,12.8461538462
6246,3,1,16.0
6247,3,3,16.0
6248,3,1,17.75
6249,3,3,14.3571428571
6250,3,3,10.9444444444
6251,3,1,17.25
6252,3,1,12.4
6253,3,3,21.0
6254,3,3,15.5
6255,3,1,17.0
6256,3,1,6.66666666667
6257,3,1,12.5
6258,3,1,10.0
6259,3,3,12.1666666667
6260,3,2,9.75
6261,3,1,15.4
6262,3,3,13.6666666667
6263,3,3,18.0
6264,3,3,12.3684210526
6265,3,2,12.0
6266,3,1,8.8
6267,3,3,12.8
6268,3,3,27.5714285714
6269,3,1,15.0
6270,3,3,11.0625
6271,3,2,10.4285714286
6272,3,2,13.2
6273,3,1,15.8333333333
6274,3,1,12.1428571429
6275,3,1,36.0
6276,3,3,13.3333333333
6277,3,1,9.33333333333
6278,3,1,17.75
6279,3,2,12.8888888889
6280,3,3,12.0
6281,3,1,14.5
6282,3,3,13.8571428571
6283,3,1,23.5
6284,3,3,17.7
6285,3,2,17.4285714286
6286,3,3,19.0
6287,3,3,12.0
6288,3,2,13.6666666667
6289,3,2,12.0
6290,3,1,16.25
6291,3,2,13.7142857143
6292,3,3,16.0833333333
6293,3,2,14.4444444444
6294,3,1,13.8333333333
6295,3,2,9.0
6296,3,0,17.0
6297,3,1,11.5714285714
6298,3,1,11.8
6299,3,2,12.6666666667
6300,3,3,19.125
6301,3,3,14.3333333333
6302,3,2,23.5
6303,3,1,13.25
6304,3,1,10.1666666667
6305,3,3,29.4
6306,3,1,21.0
6307,3,2,17.25
6308,3,3,16.8333333333
6309,3,1,7.5
6310,3,3,29.8333333333
6311,3,2,11.4285714286
6312,3,2,16.625
6313,3,3,15.8181818182
6314,3,1,13.0
6315,3,2,14.6
6316,3,1,25.6
6317,3,2,14.7142857143
6318,3,1,13.6
6319,3,1,12.5
6320,3,1,13.0
6321,3,1,10.5
6322,3,2,9.0
6323,3,1,12.0
6324,3,1,5.75
6325,3,2,15.4
6326,3,1,19.0
6327,3,2,25.1428571429
6328,3,2,14.25
6329,3,2,18.8333333333
6330,3,3,16.4444444444
6331,3,3,36.8
6332,3,3,7.0
6333,3,3,13.4444444444
6334,3,2,18.6666666667
6335,3,3,19.0
6336,3,3,16.6
6337,3,2,11.0
6338,3,2,18.0
6339,3,2,15.5
6340,3,3,15.3
6341,3,2,12.4444444444
6342,3,1,10.8
6343,3,1,13.0
6344,3,2,12.125
6345,3,2,17.8333333333
6346,3,2,13.2857142857
6347,3,3,14.8333333333
6348,3,1,17.0
6349,3,3,15.2
6350,3,2,11.9090909091
6351,3,3,20.0
6352,3,2,14.4
6353,3,3,16.3
6354,3,1,15.75
6355,3,2,20.3333333333
6356,3,1,9.6
6357,3,2,10.0
6358,3,2,9.83333333333
6359,3,1,8.33333333333
6360,3,2,28.6
6361,3,2,13.8888888889
6362,3,1,16.5
6363,3,3,15.1538461538
6364,3,3,21.0
6365,3,2,15.6
6366,3,3,12.1904761905
6367,3,2,20.75
6368,3,1,13.4
6369,3,1,10.6666666667
6370,3,0,11.0
6371,3,3,15.6666666667
6372,3,2,25.0
6373,3,2,11.6
6374,3,2,22.1428571429
6375,3,1,13.0
6376,3,2,11.6666666667
6377,3,3,17.0
6378,3,3,14.9166666667
6379,3,3,20.875
6380,3,1,17.6
6381,3,3,16.2
6382,3,1,8.6
6383,3,2,14.4285714286
6384,3,3,14.4545454545
6385,3,2,10.3333333333
6386,3,2,14.1538461538
6387,3,3,16.7777777778
6388,3,3,19.4444444444
6389,3,2,14.8888888889
6390,3,2,11.25
6391,3,1,12.0
6392,3,3,16.0
6393,3,1,13.0
6394,3,1,10.0
6395,3,2,17.4
6396,3,3,16.7272727273
6397,3,2,11.625
6398,3,2,10.4444444444
6399,3,2,11.8
6400,3,2,17.8
6401,3,2,12.6
6402,3,2,8.75
6403,3,0,14.0
6404,3,1,17.0
6405,3,3,14.5714285714
6406,3,2,10.3571428571
6407,3,2,15.2
6408,3,3,15.6428571429
6409,3,2,11.1666666667
6410,3,3,25.8888888889
6411,3,1,10.3333333333
6412,3,1,31.3333333333
6413,3,2,14.8
6414,3,1,9.71428571429
6415,3,2,12.625
6416,3,1,18.0
6417,3,3,30.4444444444
6418,3,2,11.6666666667
6419,3,3,20.7
6420,3,1,11.2
6421,3,1,28.5
6422,3,1,10.0
6423,3,3,23.0
6424,3,2,13.0
6425,3,2,10.0
6426,3,2,10.0
6427,3,1,17.6
6428,3,2,20.6666666667
6429,3,1,9.875
6430,3,1,13.0
6431,3,1,8.57142857143
6432,3,3,8.7
6433,3,2,14.4444444444
6434,3,2,17.7142857143
6435,3,1,14.3333333333
6436,3,2,13.0
6437,3,2,22.3333333333
6438,3,1,20.25
6439,3,1,16.8333333333
6440,3,1,11.1666666667
6441,3,3,21.375
6442,3,1,11.2
6443,3,2,24.6666666667
6444,3,3,14.1
6445,3,3,23.7142857143
6446,3,3,13.5
6447,3,2,13.0
6448,3,2,19.5
6449,3,0,5.0
6450,3,2,18.6666666667
6451,3,1,11.75
6452,3,1,16.25
6453,3,1,29.25
6454,3,2,9.0
6455,3,3,17.5454545455
6456,3,1,10.25
6457,3,2,22.8333333333
6458,3,1,10.8571428571
6459,3,2,14.2
6460,3,2,12.0
6461,3,2,11.0
6462,3,3,14.6
6463,3,3,11.5555555556
6464,3,1,12.8
6465,3,2,13.3333333333
6466,3,2,18.0
6467,3,1,13.6666666667
6468,3,2,12.8333333333
6469,3,1,20.25
6470,3,2,16.2857142857
6471,3,1,14.8
6472,3,3,12.8
6473,3,2,15.0
6474,3,2,11.25
6475,3,1,8.5
6476,3,3,13.5384615385
6477,3,2,16.6
6478,3,3,15.3846153846
6479,3,0,28.0
6480,3,2,14.9166666667
6481,3,1,8.5
6482,3,1,37.0
6483,3,3,15.6111111111
6484,3,3,17.9
6485,3,3,21.0833333333
6486,3,2,17.4
6487,3,3,21.1428571429
6488,3,1,15.2
6489,3,2,20.2
6490,3,1,11.25
6491,3,3,19.7
6492,3,2,12.1428571429
6493,3,2,14.5714285714
6494,3,3,21.3333333333
6495,3,2,11.5
6496,3,1,12.0
6497,3,2,13.0
6498,3,2,12.8333333333
6499,3,1,19.6666666667
6500,3,2,14.8
6501,3,1,12.8
6502,3,2,10.7
6503,3,2,14.2
6504,3,1,11.6666666667
6505,3,3,13.3
6506,3,1,8.8
6507,3,3,17.5454545455
6508,3,2,15.4285714286
6509,3,1,17.25
6510,3,2,11.1666666667
6511,3,2,10.7777777778
6512,3,3,12.125
6513,3,2,14.6
6514,3,1,8.14285714286
6515,3,1,10.125
6516,3,3,35.4285714286
6517,3,1,9.5
6518,3,1,11.6
6519,3,2,15.0833333333
6520,3,2,19.875
6521,3,2,16.0
6522,3,2,17.2
6523,3,2,11.875
6524,3,2,12.8333333333
6525,3,2,11.0
6526,3,1,10.0
6527,3,2,13.8571428571
6528,3,2,11.0
6529,3,2,16.7777777778
6530,3,3,13.0869565217
6531,3,1,41.0
6532,3,3,13.5
6533,3,2,16.3333333333
6534,3,1,13.2
6535,3,2,14.5
6536,3,2,10.7142857143
6537,3,1,10.4
6538,3,0,14.8
6539,3,1,17.5
6540,3,2,13.5
6541,3,2,19.4285714286
6542,3,2,17.875
6543,3,3,17.5555555556
6544,3,2,7.8
6545,3,1,14.0
6546,3,1,19.0
6547,3,2,9.5
6548,3,1,14.25
6549,3,1,13.0
6550,3,1,11.3333333333
6551,3,2,20.3333333333
6552,3,1,10.8
6553,3,2,16.3333333333
6554,3,3,16.5555555556
6555,3,1,9.0
6556,3,1,14.0
6557,3,1,13.7142857143
6558,3,1,21.3333333333
6559,3,2,14.2
6560,3,1,14.0
6561,3,2,20.5555555556
6562,3,1,16.2
6563,3,3,12.4666666667
6564,3,3,16.4166666667
6565,3,1,16.6666666667
6566,3,3,9.92307692308
6567,3,1,14.75
6568,3,1,17.3333333333
6569,3,1,15.2
6570,3,2,12.1111111111
6571,3,2,12.6923076923
6572,3,3,17.875
6573,3,1,14.0
6575,3,3,17.0833333333
6576,3,2,14.1428571429
6577,3,1,17.5
6578,3,3,11.5
6579,3,2,21.0
6580,3,2,18.5
6581,3,1,16.0
6582,3,2,20.7142857143
6583,3,2,13.0
6584,3,3,17.3333333333
6585,3,0,10.3333333333
6586,3,2,11.0833333333
6587,3,1,13.1428571429
6588,3,0,10.6666666667
6589,3,1,8.66666666667
6590,3,2,12.6666666667
6591,3,1,12.0
6592,3,3,14.4
6593,3,2,19.4
6594,3,1,16.0
6595,3,1,15.2
6596,3,2,18.7142857143
6597,3,3,19.75
6598,3,1,9.33333333333
6599,3,3,13.75
6600,3,3,15.625
6601,3,2,14.125
6602,3,1,17.75
6603,3,1,13.0
6604,3,2,13.6666666667
6605,3,1,9.5
6606,3,2,11.5
6607,3,2,16.4
6608,3,2,11.5
6609,3,2,12.5
6610,3,1,11.5
6611,3,1,9.33333333333
6612,3,1,9.25
6613,3,1,10.6
6614,3,1,14.5
6615,3,3,14.0
6616,3,0,14.0
6617,3,2,16.2857142857
6618,3,2,9.0
6619,3,3,12.8461538462
6620,3,1,14.5
6621,3,1,32.5
6622,3,1,11.2
6623,3,2,14.2727272727
6624,3,1,18.8
6625,3,2,13.1666666667
6626,3,2,11.5714285714
6627,3,2,6.55
6628,3,1,10.25
6629,3,1,10.1666666667
6630,3,1,9.0
6631,3,2,20.5
6632,3,2,8.44444444444
6633,3,3,13.7692307692
6634,3,1,10.6666666667
6635,3,2,12.8571428571
6636,3,3,19.25
6637,3,3,18.2222222222
6638,3,2,11.0
6639,3,2,14.1428571429
6640,3,1,11.3333333333
6641,3,1,13.6
6642,3,1,12.8333333333
6643,3,2,16.0
6644,3,1,13.6666666667
6645,3,3,15.8
6646,3,3,14.0909090909
6647,3,1,27.0
6648,3,2,15.5714285714
6649,3,1,15.0
6650,3,1,12.6666666667
6651,3,3,19.1111111111
6652,3,1,11.7272727273
6653,3,1,13.6666666667
6654,3,1,14.7
6655,3,3,15.8181818182
6656,3,0,11.5
6657,3,3,23.0
6658,3,2,10.0
6659,3,2,13.625
6660,3,1,17.0
6661,3,3,14.4545454545
6662,3,2,25.2
6663,3,2,12.4285714286
6664,3,2,11.1111111111
6665,3,2,16.8333333333
6666,3,2,12.6666666667
6667,3,1,9.42857142857
6668,3,1,8.33333333333
6669,3,3,14.7142857143
6670,3,1,9.66666666667
6671,3,1,15.6666666667
6672,3,3,11.2
6673,3,0,9.5
6674,3,0,8.6
6675,3,2,13.4285714286
6676,3,2,24.0
6677,3,3,21.25
6678,3,2,13.375
6679,3,2,17.625
6680,3,3,16.1666666667
6681,3,2,15.625
6682,3,3,12.2666666667
6683,3,1,9.84615384615
6684,3,1,17.6
6685,3,2,19.25
6686,3,3,13.3333333333
6687,3,2,27.0
6688,3,1,14.6666666667
6689,3,1,11.0
6690,3,3,14.375
6691,3,1,15.4
6692,3,2,14.625
6693,3,2,14.1111111111
6694,3,3,22.7142857143
6695,3,1,40.0
6696,3,3,20.3
6697,3,2,17.1666666667
6698,3,2,16.0
6699,3,3,23.3333333333
6700,3,2,17.0
6701,3,3,17.0
6702,3,1,12.5
6703,3,1,10.0
6704,3,2,14.5
6705,3,3,14.4375
6706,3,2,14.5555555556
6707,3,3,19.1428571429
6708,3,1,6.5
6709,3,2,17.125
6710,3,2,5.66666666667
6711,3,2,10.875
6712,3,3,11.75
6713,3,2,17.6
6714,3,2,21.0
6715,3,2,6.0
6716,3,3,15.6153846154
6717,3,2,17.875
6718,3,1,12.8571428571
6719,3,1,11.25
6720,3,1,9.0
6721,3,2,18.125
6722,3,1,14.75
6723,3,1,14.1666666667
6724,3,1,14.8333333333
6725,3,1,10.2
6726,3,3,11.2
6727,3,3,26.5
6728,3,2,13.25
6729,3,1,17.8
6730,3,2,18.5
6731,3,1,13.5
6732,3,2,21.125
6733,3,3,15.9230769231
6734,3,0,9.0
6735,3,3,11.8461538462
6736,3,2,15.3333333333
6737,3,1,13.8
6738,3,1,13.3333333333
6739,3,1,12.6363636364
6740,3,3,12.0833333333
6741,3,3,14.2857142857
6742,3,2,12.0
6743,3,1,11.0
6744,3,2,14.5
6745,3,2,16.5
6746,3,1,11.3333333333
6747,3,2,17.3333333333
6748,3,3,10.0
6749,3,2,15.5
6750,3,1,8.0
6751,3,3,24.1111111111
6752,3,2,20.125
6753,3,1,9.33333333333
6754,3,1,30.5
6755,3,3,10.5555555556
6756,3,1,13.1428571429
6757,3,2,15.7777777778
6758,3,3,21.6666666667
6759,3,1,16.6666666667
6760,3,3,12.0
6761,3,1,22.75
6762,3,3,15.8333333333
6763,3,2,10.9
6764,3,3,22.0
6765,3,3,15.125
6766,3,1,16.6666666667
6767,3,2,16.0
6768,3,1,12.5
6769,3,1,20.3333333333
6770,3,2,14.0909090909
6771,3,2,19.1428571429
6772,3,1,13.8
6773,3,1,14.5
6774,3,1,14.4
6775,3,2,13.75
6776,3,1,11.2
6777,3,1,16.0
6778,3,1,13.3333333333
6779,3,3,12.5714285714
6780,3,3,14.9090909091
6781,3,2,16.6666666667
6782,3,0,20.6666666667
6783,3,2,20.1666666667
6784,3,1,16.5
6785,3,1,27.0
6786,3,1,19.2
6787,3,2,14.1428571429
6788,3,1,15.4
6789,3,3,20.0
6790,3,2,19.0
6791,3,2,13.0833333333
6792,3,2,18.6666666667
6793,3,1,15.6666666667
6794,3,3,23.0
6795,3,1,15.75
6796,3,1,7.2
6797,3,2,12.8
6798,3,3,22.25
6799,3,3,10.0
6800,3,3,13.4545454545
6801,3,1,10.75
6802,3,2,14.0
6803,3,2,9.5
6804,3,3,19.875
6805,3,3,18.8181818182
6806,3,2,16.4285714286
6807,3,1,21.0
6808,3,1,14.2222222222
6809,3,3,16.1111111111
6810,3,3,20.2857142857
6811,3,3,21.4
6812,3,1,21.0
6813,3,1,17.6
6814,3,2,16.8333333333
6815,3,2,14.25
6816,3,3,14.8181818182
6817,3,1,17.4
6818,3,3,23.0
6819,3,1,8.66666666667
6820,3,1,12.4
6821,3,1,11.6666666667
6822,3,3,13.9333333333
6823,3,1,11.6
6824,3,1,15.6666666667
6825,3,3,19.2857142857
6826,3,2,19.5
6827,3,2,14.1666666667
6828,3,1,10.1666666667
6829,3,1,13.4
6830,3,2,24.4
6831,3,3,20.6
6832,3,2,13.8333333333
6833,3,1,9.75
6834,3,1,12.6
6835,3,1,7.8
6836,3,2,18.5714285714
6837,3,1,13.0
6838,3,2,16.1818181818
6839,3,1,21.25
6840,3,2,17.625
6841,3,1,17.3333333333
6842,3,1,9.0
6843,3,1,15.875
6844,3,1,17.1428571429
6845,3,3,23.0
6846,3,1,10.1428571429
6847,3,1,16.7142857143
6848,3,2,18.0
6849,3,3,16.7272727273
6850,3,2,11.7142857143
6851,3,2,12.2222222222
6852,3,3,16.7
6853,3,3,11.2857142857
6854,3,2,14.4
6855,3,2,15.6
6856,3,1,9.85714285714
6857,3,2,26.6666666667
6858,3,3,16.4285714286
6859,3,2,23.5
6860,3,2,17.1
6861,3,1,10.5
6862,3,2,18.6666666667
6863,3,3,14.0
6864,3,0,10.0
6865,3,2,11.6
6866,3,2,22.1666666667
6867,3,2,12.1666666667
6868,3,2,14.5555555556
6869,3,1,15.5555555556
6870,3,2,11.2222222222
6871,3,2,16.4444444444
6872,3,3,21.7272727273
6873,3,2,16.5
6874,3,2,9.85714285714
6875,3,1,16.5
6876,3,2,18.0
6877,3,2,17.2
6878,3,2,21.6
6879,3,3,15.25
6880,3,2,16.3333333333
6881,3,2,14.0
6882,3,2,12.2857142857
6883,3,1,12.8
6884,3,2,19.2
6885,3,1,13.0
6886,3,2,13.0769230769
6887,3,1,24.0
6888,3,2,19.4
6889,3,2,14.5
6890,3,2,17.0
6891,3,1,10.2857142857
6892,3,1,16.0
6893,3,2,16.0
6894,3,2,16.25
6895,3,2,15.125
6896,3,3,19.1666666667
6897,3,2,17.125
6898,3,3,15.6923076923
6899,3,3,19.25
6900,3,2,15.5
6901,3,2,12.75
6902,3,1,13.0
6903,3,2,18.4
6904,3,3,17.3333333333
6905,3,1,10.6
6907,3,1,17.5
6908,3,2,12.2
6909,3,1,14.75
6910,3,2,24.0
6911,3,1,10.625
6912,3,2,17.0
6913,3,2,12.0
6914,3,1,15.3333333333
6915,3,3,18.7
6916,3,1,14.0
6917,3,3,20.3333333333
6918,3,1,11.1428571429
6919,3,3,13.7692307692
6920,3,2,12.3076923077
6921,3,3,13.7692307692
6922,3,1,10.0
6923,3,3,17.0
6924,3,2,12.0833333333
6925,3,1,13.6
6926,3,3,20.1818181818
6927,3,1,14.0
6928,3,0,14.5
6929,3,2,14.375
6930,3,2,14.4615384615
6931,3,3,13.4166666667
6932,3,2,13.5
6933,3,3,10.5714285714
6934,3,1,13.6
6935,3,2,17.4
6936,3,2,22.8
6937,3,2,14.6666666667
6938,3,2,12.375
6939,3,2,13.1428571429
6940,3,3,14.8181818182
6941,3,2,21.6666666667
6942,3,2,10.875
6943,3,1,14.1428571429
6944,3,3,18.3333333333
6945,3,2,13.2222222222
6946,3,3,14.4444444444
6947,3,1,16.5
6948,3,1,11.0
6949,3,3,13.5
6950,3,1,14.3333333333
6951,3,0,7.33333333333
6952,3,1,14.4
6953,3,1,18.75
6954,3,1,10.0
6955,3,2,33.6666666667
6956,3,2,7.75
6957,3,3,14.0
6958,3,3,11.8
6959,3,2,11.2307692308
6960,3,2,12.7777777778
6961,3,3,16.5454545455
6962,3,1,14.3333333333
6963,3,2,10.5555555556
6964,3,2,9.77777777778
6965,3,3,17.8888888889
6966,3,1,9.8
6967,3,3,12.2142857143
6968,3,3,15.9090909091
6969,3,2,11.4615384615
6970,3,2,17.5
6971,3,2,17.4285714286
6972,3,2,13.5
6973,3,1,14.0
6974,3,1,30.0
6975,3,2,14.3333333333
6976,3,1,16.3333333333
6977,3,1,10.25
6978,3,1,14.5
6979,3,3,16.6
6980,3,1,13.75
6981,3,2,16.625
6982,3,3,15.3333333333
6983,3,1,27.0
6984,3,1,13.2857142857
6985,3,1,14.2
6986,3,3,15.4285714286
6987,3,1,9.0
6988,3,2,18.3333333333
6989,3,3,16.7777777778
6990,3,1,19.25
6991,3,1,13.25
6992,3,2,10.0
6993,3,1,8.0
6994,3,1,18.25
6995,3,1,18.6666666667
6996,3,2,14.625
6997,3,2,12.0
6998,3,1,18.0
6999,3,1,19.0
7000,3,2,11.7777777778
7001,3,2,19.0
7002,3,2,9.41666666667
7003,3,3,22.5
7004,3,2,9.22222222222
7005,3,1,12.3333333333
7006,3,1,14.5
7007,3,2,14.5
7008,3,1,10.0909090909
7009,3,1,7.8
7010,3,1,10.25
7011,3,1,9.0
7012,3,1,9.0
7013,3,1,13.2
7014,3,1,13.8571428571
7015,3,2,17.75
7016,3,1,14.5
7017,3,2,13.9
7018,3,2,12.375
7019,3,2,14.3333333333
7020,3,3,23.0
7021,3,3,11.7
7022,3,2,14.7777777778
7023,3,1,16.5
7024,3,0,8.0
7025,3,2,18.1666666667
7026,3,3,17.625
7027,3,3,11.0
7028,3,3,16.3333333333
7029,3,2,21.7777777778
7030,3,1,7.5
7031,3,1,27.8
7032,3,2,23.8333333333
7033,3,3,14.2
7034,3,3,16.4
7035,3,2,13.1428571429
7036,3,3,14.6666666667
7037,3,1,7.66666666667
7038,3,2,17.0
7039,3,1,13.8
7040,3,3,15.7692307692
7041,3,2,14.5833333333
7042,3,2,15.4
7043,3,2,11.3
7044,3,1,12.0
7045,3,1,8.8
7046,3,1,7.5
7047,3,2,16.4285714286
7048,3,1,7.5
7049,3,2,15.25
7050,3,3,10.6363636364
7051,3,1,12.0
7052,3,1,12.4285714286
7053,3,3,14.0833333333
7054,3,3,27.625
7055,3,1,11.5714285714
7056,3,3,14.125
7057,3,2,14.5454545455
7058,3,1,12.4
7059,3,3,10.0833333333
7060,3,1,18.75
7061,3,2,14.3333333333
7062,3,1,9.28571428571
7063,3,2,14.1111111111
7064,3,1,17.8
7065,3,3,23.8333333333
7066,3,2,30.2
7067,3,1,17.75
7068,3,2,10.375
7069,3,2,12.4166666667
7070,3,1,14.1666666667
7071,3,1,9.0
7072,3,2,18.5
7073,3,2,20.4285714286
7074,3,1,14.4
7075,3,3,12.5
7076,3,2,13.1111111111
7077,3,2,14.5
7078,3,1,13.4
7079,3,3,15.3
7080,3,2,14.4545454545
7081,3,2,26.3333333333
7082,3,3,16.8181818182
7083,3,1,12.375
7084,3,1,15.5
7085,3,3,16.3636363636
7086,3,1,12.0
7087,3,3,12.1666666667
7088,3,2,12.9
7089,3,1,14.75
7090,3,1,17.6666666667
7091,3,1,11.6666666667
7092,3,1,28.0
7093,3,1,15.1666666667
7094,3,1,10.1428571429
7095,3,2,12.1428571429
7096,3,2,14.1
7097,3,2,14.5
7098,3,2,10.3333333333
7099,3,2,12.2857142857
7100,3,1,9.2
7101,3,1,12.6
7102,3,1,15.8333333333
7103,3,2,14.7
7104,3,1,19.75
7105,3,1,19.5
7106,3,2,12.0
7107,3,3,18.7777777778
7108,3,1,14.6
7109,3,1,16.8
7110,3,2,13.8571428571
7111,3,3,14.2
7112,3,1,7.5
7113,3,2,17.7142857143
7114,3,1,10.25
7115,3,3,19.4444444444
7116,3,3,7.53846153846
7117,3,1,14.2
7118,3,1,15.0
7119,3,1,9.0
7120,3,3,24.5
