id,set,human_score,vocabulory_score
20936,8,44,227
20938,8,34,277
20939,8,31,131
20940,8,40,181
20942,8,40,187
20943,8,40,278
20944,8,31,250
20945,8,29,144
20946,8,43,286
20947,8,40,274
20948,8,40,289
20949,8,36,333
20953,8,31,189
20954,8,15,56
20955,8,40,362
20956,8,36,150
20957,8,45,336
20958,8,35,193
20959,8,45,303
20962,8,40,319
20963,8,40,279
20964,8,36,302
20965,8,28,74
20966,8,40,267
20967,8,20,192
20968,8,36,295
20971,8,46,277
20972,8,32,118
20973,8,41,230
20974,8,44,338
20975,8,36,240
20976,8,42,316
20977,8,42,316
20979,8,31,207
20981,8,40,114
20982,8,32,182
20983,8,43,211
20984,8,31,306
20985,8,36,116
20987,8,35,291
20988,8,36,342
20992,8,40,267
20993,8,45,348
20994,8,40,248
20996,8,38,73
20998,8,36,240
20999,8,37,244
21000,8,30,93
21001,8,41,385
21002,8,40,200
21003,8,36,221
21004,8,29,124
21005,8,32,193
21006,8,36,309
21007,8,40,254
21008,8,40,249
21009,8,33,342
21010,8,40,234
21012,8,30,157
21013,8,24,89
21014,8,33,121
21015,8,40,228
21016,8,31,141
21017,8,27,55
21020,8,33,48
21021,8,40,246
21022,8,37,251
21023,8,34,179
21024,8,33,90
21025,8,40,294
21026,8,32,260
21028,8,32,309
21029,8,30,76
21030,8,44,186
21031,8,25,261
21032,8,40,360
21033,8,27,229
21034,8,36,145
21035,8,45,223
21036,8,41,237
21037,8,50,327
21038,8,42,171
21039,8,36,262
21042,8,36,361
21043,8,40,297
21044,8,36,286
21045,8,37,144
21049,8,40,299
21051,8,42,348
21052,8,32,271
21053,8,30,221
21054,8,43,272
21055,8,35,156
21056,8,48,266
21057,8,40,276
21058,8,40,310
21059,8,45,272
21060,8,45,333
21061,8,30,133
21063,8,37,241
21064,8,38,272
21065,8,47,240
21067,8,41,328
21068,8,36,173
21069,8,42,355
21070,8,40,260
21071,8,30,290
21072,8,35,284
21073,8,40,296
21074,8,37,263
21075,8,35,229
21076,8,40,308
21077,8,40,221
21078,8,35,160
21079,8,34,126
21081,8,36,306
21083,8,41,238
21085,8,37,250
21086,8,30,141
21087,8,34,167
21089,8,36,207
21090,8,37,173
21091,8,34,126
21092,8,43,251
21093,8,42,333
21094,8,40,309
21095,8,35,345
21096,8,37,204
21097,8,46,280
21098,8,43,318
21099,8,40,305
21101,8,40,157
21102,8,31,136
21103,8,32,86
21105,8,40,379
21106,8,40,271
21107,8,40,234
21109,8,40,248
21110,8,45,277
21111,8,36,266
21112,8,35,201
21113,8,36,288
21114,8,40,227
21115,8,32,162
21116,8,37,269
21118,8,48,257
21119,8,33,244
21120,8,50,347
21122,8,46,345
21123,8,43,223
21126,8,27,288
21127,8,35,277
21129,8,36,338
21130,8,45,347
21131,8,35,152
21132,8,40,129
21133,8,35,289
21134,8,34,328
21135,8,40,298
21136,8,33,299
21137,8,39,285
21138,8,33,142
21140,8,24,28
21141,8,31,75
21142,8,36,155
21143,8,40,348
21144,8,40,216
21145,8,32,345
21146,8,47,321
21147,8,40,263
21148,8,35,290
21149,8,36,249
21150,8,28,65
21151,8,35,349
21153,8,33,177
21154,8,34,287
21155,8,36,299
21156,8,40,283
21157,8,40,304
21158,8,35,296
21159,8,46,223
21160,8,34,229
21161,8,40,284
21163,8,40,206
21164,8,45,239
21166,8,31,120
21167,8,40,293
21168,8,40,320
21170,8,39,296
21171,8,35,155
21174,8,42,295
21175,8,38,271
21176,8,34,202
21177,8,26,89
21178,8,31,210
21179,8,31,92
21180,8,40,266
21181,8,40,188
21182,8,31,171
21183,8,36,256
21185,8,42,260
21186,8,39,328
21188,8,37,257
21189,8,37,259
21190,8,36,272
21191,8,34,281
21192,8,35,195
21193,8,40,196
21194,8,42,305
21195,8,36,223
21198,8,34,274
21199,8,35,299
21200,8,40,332
21202,8,45,206
21203,8,40,273
21204,8,31,149
21205,8,31,78
21206,8,34,260
21207,8,44,245
21208,8,38,275
21209,8,42,320
21210,8,35,190
21211,8,33,243
21213,8,40,210
21214,8,40,174
21215,8,41,256
21217,8,30,115
21218,8,42,319
21219,8,40,319
21220,8,30,253
21221,8,31,145
21222,8,27,95
21223,8,36,200
21224,8,43,215
21225,8,50,327
21227,8,40,237
21229,8,40,232
21230,8,36,265
21233,8,40,256
21235,8,28,154
21236,8,40,211
21237,8,40,372
21238,8,37,219
21240,8,26,82
21241,8,30,201
21244,8,30,101
21245,8,40,345
21246,8,37,208
21247,8,34,320
21248,8,28,145
21249,8,42,165
21250,8,44,377
21251,8,40,296
21253,8,40,138
21255,8,41,229
21256,8,33,151
21257,8,30,288
21258,8,40,122
21259,8,43,311
21261,8,36,337
21262,8,36,205
21263,8,32,167
21264,8,36,114
21265,8,35,109
21266,8,38,222
21268,8,38,144
21269,8,40,166
21271,8,30,125
21272,8,40,330
21273,8,34,214
21274,8,40,196
21275,8,40,292
21276,8,34,303
21277,8,30,275
21279,8,33,101
21280,8,40,341
21281,8,40,169
21284,8,38,218
21285,8,37,286
21286,8,36,276
21287,8,40,317
21288,8,46,250
21289,8,49,306
21290,8,37,220
21291,8,30,347
21292,8,50,214
21293,8,33,92
21294,8,34,133
21295,8,45,231
21296,8,40,248
21297,8,32,310
21298,8,30,104
21299,8,41,329
21300,8,44,352
21301,8,21,30
21302,8,40,320
21304,8,37,361
21306,8,46,209
21307,8,30,222
21308,8,40,153
21309,8,38,211
21310,8,40,136
21312,8,32,288
21315,8,35,228
21318,8,29,95
21319,8,46,333
21321,8,40,325
21322,8,36,254
21323,8,43,268
21324,8,40,315
21325,8,45,308
21327,8,33,179
21329,8,30,139
21330,8,37,272
21331,8,26,41
21332,8,40,201
21333,8,36,212
21334,8,30,61
21336,8,36,295
21338,8,34,228
21339,8,34,262
21340,8,37,282
21342,8,40,219
21343,8,47,279
21344,8,47,179
21345,8,32,334
21346,8,31,180
21347,8,32,279
21348,8,40,337
21350,8,36,173
21351,8,31,218
21352,8,37,275
21354,8,35,145
21355,8,28,122
21356,8,37,321
21357,8,41,261
21358,8,46,253
21360,8,35,179
21361,8,45,188
21364,8,45,247
21365,8,37,266
21366,8,41,204
21367,8,39,213
21369,8,29,138
21370,8,31,67
21373,8,40,290
21374,8,38,279
21375,8,37,214
21377,8,34,218
21379,8,35,328
21380,8,37,260
21382,8,42,306
21383,8,40,227
21384,8,38,292
21385,8,50,295
21386,8,42,296
21387,8,40,319
21388,8,40,305
21389,8,20,18
21390,8,36,318
21391,8,34,278
21392,8,40,211
21393,8,30,100
21394,8,31,250
21397,8,40,263
21398,8,50,327
21399,8,25,99
21403,8,41,325
21404,8,37,213
21405,8,40,160
21407,8,40,141
21408,8,21,54
21409,8,44,314
21410,8,33,249
21411,8,31,326
21412,8,32,233
21413,8,46,359
21414,8,41,157
21415,8,35,325
21416,8,40,166
21418,8,45,252
21419,8,43,330
21421,8,41,302
21422,8,41,269
21424,8,36,346
21425,8,34,112
21426,8,41,304
21427,8,35,215
21428,8,30,161
21429,8,55,332
21431,8,40,183
21432,8,50,254
21433,8,35,261
21434,8,32,149
21436,8,37,177
21437,8,34,280
21438,8,46,285
21440,8,34,265
21441,8,41,356
21442,8,40,201
21443,8,34,181
21444,8,30,120
21446,8,30,74
21447,8,36,259
21448,8,30,96
21449,8,32,123
21450,8,35,222
21451,8,45,181
21452,8,33,112
21453,8,36,175
21454,8,42,318
21456,8,39,280
21457,8,40,215
21458,8,40,260
21459,8,40,307
21460,8,32,103
21462,8,35,299
21463,8,25,64
21465,8,36,261
21467,8,45,213
21468,8,35,200
21470,8,36,320
21471,8,40,333
21472,8,33,290
21473,8,39,182
21475,8,40,168
21476,8,28,31
21477,8,28,20
21478,8,42,315
21479,8,31,236
21480,8,32,279
21481,8,40,281
21482,8,30,124
21483,8,41,222
21484,8,50,306
21485,8,36,224
21487,8,30,305
21488,8,41,282
21489,8,22,64
21490,8,50,315
21491,8,30,247
21494,8,40,346
21495,8,36,243
21500,8,37,301
21501,8,28,98
21502,8,38,307
21503,8,32,271
21505,8,40,193
21506,8,45,266
21507,8,36,293
21508,8,45,307
21509,8,30,128
21510,8,43,322
21511,8,37,245
21512,8,28,135
21513,8,37,283
21514,8,34,160
21515,8,36,293
21516,8,35,240
21517,8,32,157
21518,8,40,189
21519,8,37,255
21521,8,38,317
21522,8,40,242
21525,8,30,288
21526,8,40,210
21529,8,38,189
21530,8,46,233
21531,8,50,319
21532,8,50,196
21533,8,35,117
21535,8,35,395
21536,8,35,230
21537,8,33,148
21539,8,45,312
21540,8,45,296
21541,8,40,152
21542,8,40,188
21544,8,31,136
21545,8,36,270
21546,8,35,302
21547,8,42,283
21548,8,35,268
21549,8,30,88
21550,8,40,328
21552,8,33,180
21553,8,25,102
21554,8,31,293
21555,8,25,90
21556,8,44,332
21557,8,42,287
21558,8,38,318
21559,8,31,157
21560,8,44,327
21561,8,40,149
21563,8,46,255
21564,8,41,206
21566,8,37,314
21567,8,45,268
21568,8,40,191
21569,8,34,172
21570,8,31,183
21571,8,40,199
21573,8,35,212
21574,8,40,359
21575,8,30,125
21577,8,40,159
21578,8,32,230
21579,8,27,70
21581,8,36,201
21582,8,34,218
21584,8,30,334
21586,8,39,279
21587,8,30,160
21589,8,30,281
21592,8,40,184
21594,8,32,217
21595,8,36,145
21596,8,31,142
21598,8,30,137
21599,8,47,318
21601,8,40,164
21603,8,35,187
21604,8,33,200
21605,8,36,105
21606,8,36,136
21607,8,48,286
21608,8,40,245
21609,8,40,271
21610,8,40,354
21611,8,42,309
21613,8,40,277
21615,8,32,251
21617,8,36,268
21618,8,40,246
21619,8,10,1
21620,8,33,313
21621,8,44,322
21623,8,35,287
21624,8,30,270
21626,8,35,321
21628,8,32,220
21629,8,40,289
21630,8,40,199
21633,8,40,189
