id,set,human_score,misspell_words
21245,8,40,20
21246,8,37,65
21247,8,34,53
21248,8,28,37
21249,8,42,7
21250,8,44,10
21251,8,40,29
21253,8,40,16
21255,8,41,32
21256,8,33,16
21257,8,30,20
21258,8,40,13
21259,8,43,28
21261,8,36,27
21262,8,36,71
21263,8,32,191
21264,8,36,18
21265,8,35,23
21266,8,38,21
21268,8,38,15
21269,8,40,8
21271,8,30,19
21272,8,40,35
21273,8,34,7
21274,8,40,16
21275,8,40,107
21276,8,34,47
21277,8,30,22
21279,8,33,33
21280,8,40,22
21281,8,40,40
21284,8,38,21
21285,8,37,33
21286,8,36,20
21287,8,40,38
21288,8,46,74
21289,8,49,41
21290,8,37,24
21291,8,30,53
21292,8,50,41
21293,8,33,25
21294,8,34,5
21295,8,45,19
21296,8,40,23
21297,8,32,74
21298,8,30,0
21299,8,41,34
21300,8,44,46
21301,8,21,4
21302,8,40,50
21304,8,37,12
21306,8,46,88
21307,8,30,33
21308,8,40,20
21309,8,38,32
21310,8,40,5
21312,8,32,53
21315,8,35,8
21318,8,29,7
21319,8,46,23
21321,8,40,33
21322,8,36,13
21323,8,43,29
21324,8,40,30
21325,8,45,29
21327,8,33,7
21329,8,30,23
21330,8,37,41
21331,8,26,3
21332,8,40,22
21333,8,36,43
21334,8,30,19
21336,8,36,27
21338,8,34,73
21339,8,34,32
21340,8,37,18
21342,8,40,23
21343,8,47,46
21344,8,47,55
21345,8,32,24
21346,8,31,60
21347,8,32,93
21348,8,40,18
21350,8,36,46
21351,8,31,38
21352,8,37,22
21354,8,35,6
21355,8,28,28
21356,8,37,57
21357,8,41,48
21358,8,46,80
21360,8,35,9
21361,8,45,58
21364,8,45,30
21365,8,37,65
21366,8,41,30
21367,8,39,19
21369,8,29,5
21370,8,31,5
21373,8,40,22
21374,8,38,51
21375,8,37,12
21377,8,34,19
21379,8,35,43
21380,8,37,18
21382,8,42,23
21383,8,40,31
21384,8,38,39
21385,8,50,30
21386,8,42,114
21387,8,40,36
21388,8,40,22
21389,8,20,1
21390,8,36,55
21391,8,34,30
21392,8,40,26
21393,8,30,20
21394,8,31,20
21397,8,40,4
21398,8,50,41
21399,8,25,19
21403,8,41,75
21404,8,37,15
21405,8,40,15
21407,8,40,30
21408,8,21,1
21409,8,44,44
21410,8,33,8
21411,8,31,58
21412,8,32,37
21413,8,46,17
21414,8,41,10
21415,8,35,26
21416,8,40,0
21418,8,45,35
21419,8,43,36
21421,8,41,38
21422,8,41,7
21424,8,36,21
21425,8,34,3
21426,8,41,41
21427,8,35,12
21428,8,30,24
21429,8,55,47
21431,8,40,39
21432,8,50,20
21433,8,35,81
21434,8,32,31
21436,8,37,5
21437,8,34,20
21438,8,46,39
21440,8,34,1
21441,8,41,3
21442,8,40,26
21443,8,34,7
21444,8,30,11
21446,8,30,9
21447,8,36,20
21448,8,30,2
21449,8,32,14
21450,8,35,24
21451,8,45,19
21452,8,33,9
21453,8,36,33
21454,8,42,38
21456,8,39,72
21457,8,40,53
21458,8,40,7
21459,8,40,48
21460,8,32,10
21462,8,35,42
21463,8,25,18
21465,8,36,37
21467,8,45,20
21468,8,35,21
21470,8,36,30
21471,8,40,13
21472,8,33,72
21473,8,39,16
21475,8,40,20
21476,8,28,1
21477,8,28,17
21478,8,42,69
21479,8,31,16
21480,8,32,47
21481,8,40,93
21482,8,30,37
21483,8,41,14
21484,8,50,51
21485,8,36,55
21487,8,30,40
21488,8,41,11
21489,8,22,19
21490,8,50,25
21491,8,30,13
21494,8,40,13
21495,8,36,16
21500,8,37,55
21501,8,28,2
21502,8,38,126
21503,8,32,32
21505,8,40,17
21506,8,45,44
21507,8,36,21
21508,8,45,15
21509,8,30,27
21510,8,43,15
21511,8,37,11
21512,8,28,18
21513,8,37,55
21514,8,34,18
21515,8,36,47
21516,8,35,31
21517,8,32,23
21518,8,40,10
21519,8,37,47
21521,8,38,114
21522,8,40,23
21525,8,30,52
21526,8,40,32
21529,8,38,24
21530,8,46,7
21531,8,50,55
21532,8,50,17
21533,8,35,8
21535,8,35,21
21536,8,35,9
21537,8,33,15
21539,8,45,66
21540,8,45,22
21541,8,40,16
21542,8,40,21
21544,8,31,24
21545,8,36,9
21546,8,35,16
21547,8,42,23
21548,8,35,5
21549,8,30,7
21550,8,40,50
21552,8,33,19
21553,8,25,15
21554,8,31,18
21555,8,25,11
21556,8,44,2
21557,8,42,19
21558,8,38,69
21559,8,31,6
21560,8,44,42
21561,8,40,32
21563,8,46,35
21564,8,41,43
21566,8,37,24
21567,8,45,11
21568,8,40,14
21569,8,34,28
21570,8,31,48
21571,8,40,10
21573,8,35,81
21574,8,40,71
21575,8,30,15
21577,8,40,5
21578,8,32,22
21579,8,27,6
21581,8,36,18
21582,8,34,48
21584,8,30,23
21586,8,39,38
21587,8,30,8
21589,8,30,132
21592,8,40,7
21594,8,32,16
21595,8,36,9
21596,8,31,4
21598,8,30,26
21599,8,47,49
21601,8,40,23
21603,8,35,26
21604,8,33,27
21605,8,36,9
21606,8,36,31
21607,8,48,37
21608,8,40,3
21609,8,40,9
21610,8,40,6
21611,8,42,63
21613,8,40,28
21615,8,32,78
21617,8,36,20
21618,8,40,51
21619,8,10,1
21620,8,33,18
21621,8,44,85
21623,8,35,9
21624,8,30,65
21626,8,35,62
21628,8,32,46
21629,8,40,72
21630,8,40,29
21633,8,40,15
