id,set,human_score,beauty_score
3225,2,4,4.72810643542
3226,2,4,5.40511822778
3227,2,3,7.54982153342
3228,2,4,12.0109791224
3229,2,4,8.17635042149
3230,2,2,1.55434245832
3231,2,4,15.4502361987
3232,2,3,4.74222282943
3233,2,3,6.43311365351
3234,2,3,4.47017651438
3235,2,4,9.94171342423
3236,2,4,7.40641723549
3237,2,2,1.75098717627
3238,2,2,3.87800740365
3239,2,4,9.0235030992
3240,2,2,4.74726503481
3241,2,1,0.509766441436
3242,2,4,5.93315864534
3243,2,4,13.2767655658
3244,2,2,2.10135015528
3245,2,2,1.40118737687
3246,2,3,6.03825354082
3247,2,4,11.9374948486
3248,2,4,8.09038773015
3249,2,3,11.2265213289
3250,2,2,1.46301915733
3251,2,3,5.21993846528
3252,2,4,6.38315926512
3253,2,4,7.80539159843
3254,2,5,8.5176758258
3255,2,3,9.98405765749
3256,2,3,6.38119162044
3257,2,1,3.64332480823
3258,2,4,12.6642881982
3259,2,2,2.17481231891
3260,2,4,9.67505050779
3261,2,4,8.08310995103
3262,2,4,3.68201509441
3263,2,4,20.0998194303
3264,2,2,2.9283934157
3265,2,4,10.8974582931
3266,2,4,12.0198592822
3267,2,3,6.46775543527
3268,2,3,6.00607874866
3269,2,4,9.0398904765
3270,2,3,8.25244433637
3271,2,4,14.8181921795
3272,2,2,1.83948828995
3273,2,4,10.9535056625
3274,2,4,6.57871043936
3275,2,3,5.6698480832
3276,2,3,8.74294524595
3277,2,5,12.0489950126
3278,2,4,9.92074954526
3279,2,4,11.1758914093
3280,2,3,2.72698953678
3281,2,4,8.57573728215
3282,2,4,9.45575504268
3283,2,3,12.96902782
3284,2,4,3.48918588777
3285,2,4,5.81205650476
3286,2,3,11.0393814446
3287,2,3,5.97845309068
3288,2,4,6.38764189709
3289,2,3,4.66275103399
3290,2,4,10.8269153678
3291,2,5,10.4948687222
3292,2,4,12.650427157
3293,2,4,5.23538208246
3294,2,4,7.11133419901
3295,2,3,4.64231026379
3296,2,4,9.30135871785
3297,2,3,4.45584304463
3298,2,4,10.3078362602
3299,2,4,9.28123700302
3300,2,4,8.46821512667
3301,2,3,5.23210088938
3302,2,4,8.77491644299
3303,2,3,4.38843685099
3304,2,3,5.47634086184
3305,2,3,6.67526305343
3306,2,5,10.4068472035
3307,2,3,10.0246506913
3308,2,4,4.49764935951
3309,2,4,5.9870112819
3310,2,6,15.293719234
3311,2,4,12.220654236
3312,2,4,7.64414544115
3313,2,3,6.18007577535
3314,2,3,6.01334670786
3315,2,4,8.67492971052
3316,2,3,9.68637000286
3317,2,3,8.03438162722
3318,2,3,5.71437065917
3319,2,3,7.05038991365
3320,2,4,6.92718620046
3321,2,4,7.91068549334
3322,2,3,5.31554993576
3323,2,4,10.1049556366
3324,2,3,2.73606504719
3325,2,4,7.59809018918
3326,2,3,6.95045276989
3327,2,3,6.64495227079
3328,2,3,6.56636050678
3329,2,3,3.2279780486
3330,2,3,4.41100209078
3331,2,4,12.6724644955
3332,2,3,3.28948394916
3333,2,3,4.42167822472
3334,2,4,9.95114341117
3335,2,4,4.32379696844
3336,2,3,2.90001225079
3337,2,4,8.08052862042
3338,2,3,4.41028912793
3339,2,4,7.46743431426
3340,2,4,11.1112019863
3341,2,3,7.68496818564
3342,2,4,8.47561698218
3343,2,5,17.7459570358
3344,2,3,10.0201281433
3345,2,3,5.54401684695
3346,2,2,2.03870460288
3347,2,4,8.23821382546
3348,2,4,4.94832795326
3349,2,3,3.73687429311
3350,2,3,5.02865144658
3351,2,4,7.39996450822
3352,2,2,1.70513995535
3353,2,2,7.18072236178
3354,2,3,4.52037243451
3355,2,3,6.19263772976
3356,2,3,7.16595291429
3357,2,3,7.62345566604
3358,2,3,8.1607446188
3359,2,2,4.83511944543
3360,2,4,4.00857864807
3361,2,4,9.62188455765
3362,2,4,6.02153055013
3363,2,2,1.92927422096
3364,2,4,5.54133376025
3365,2,3,5.18193728691
3366,2,4,9.00865886498
3367,2,4,13.1079810852
3368,2,4,7.63922402894
3369,2,3,6.34302026486
3370,2,4,11.1526133481
3371,2,3,6.50187136477
3372,2,3,3.9653231117
3373,2,3,4.24763230918
3374,2,4,4.39484445952
3375,2,3,4.94104364331
3376,2,4,8.08922431523
3377,2,2,5.87050457905
3378,2,3,4.42449096263
3379,2,1,5.33184940739
3380,2,3,5.31561369451
3381,2,3,6.69689951503
3382,2,4,4.22186517205
3383,2,5,7.83896159064
3384,2,4,9.78414161691
3385,2,4,8.99421719957
3386,2,4,8.49863923433
3387,2,3,5.69798257433
3388,2,3,3.40642985204
3389,2,3,6.12731958299
3390,2,3,8.76356561957
3391,2,4,9.28868153057
3392,2,3,7.04961418461
3393,2,3,2.65667392121
3394,2,3,7.37782065906
3395,2,3,4.34472520196
3396,2,3,5.78442059907
3397,2,4,7.87200006942
3398,2,4,11.5520398883
3399,2,4,11.1022521093
3400,2,3,10.8267525775
3401,2,3,5.56592504641
3402,2,4,7.60228695909
3403,2,3,5.68756042266
3404,2,4,18.7405632111
3405,2,3,10.4536906884
3406,2,4,6.04184569314
3407,2,4,7.81258714982
3408,2,3,6.67788227629
3409,2,3,11.1761893912
3410,2,3,3.7202986895
3411,2,4,4.00757496273
3412,2,4,10.3943716131
3413,2,3,5.47736076677
3414,2,4,7.58062848477
3415,2,3,5.88990336113
3416,2,3,4.14083855894
3417,2,3,8.12236136241
3418,2,5,15.8159198128
3419,2,2,9.85889604357
3420,2,4,9.93265777053
3421,2,4,7.1469253482
3422,2,2,7.01146170895
3423,2,2,2.41826877343
3424,2,4,9.62696578475
3425,2,4,8.05000984699
3426,2,1,1.14384764181
3427,2,4,5.93265131676
3428,2,6,7.79340008644
3429,2,2,7.79780251504
3430,2,3,4.21377641846
3431,2,3,6.08092486824
3432,2,4,10.047924712
3433,2,3,4.90460937734
3434,2,2,3.41082579867
3435,2,2,3.87323394278
3436,2,4,3.7170009031
3437,2,3,3.49712255268
3438,2,3,4.9760297952
3439,2,3,5.02238803999
3440,2,4,9.74376492606
3441,2,2,4.52085731632
3442,2,4,5.92264640034
3443,2,4,8.3744761712
3444,2,4,4.54786110144
3445,2,4,6.85177095132
3446,2,4,8.55212032483
3447,2,4,14.6743643835
3448,2,3,8.37022735915
3449,2,4,6.40690555954
3450,2,3,4.64360877224
3451,2,4,7.1540450836
3452,2,3,7.64547131877
3453,2,4,6.85215017086
3454,2,2,1.54677798545
3455,2,3,5.59941645815
3456,2,3,6.3403236399
3457,2,3,3.37353120825
3458,2,4,9.102213732
3459,2,3,7.28653789793
3460,2,4,7.86251813041
3461,2,3,2.8830237236
3462,2,3,4.71840343715
3463,2,3,2.37617934751
3464,2,4,10.7219880587
3465,2,3,2.97127497102
3466,2,3,3.44046757116
3467,2,4,9.73770705679
3468,2,4,5.81545172514
3469,2,4,9.15641117751
3470,2,4,8.39997402764
3471,2,3,5.98463264792
3472,2,3,3.41197505801
3473,2,2,0.816819837762
3474,2,4,6.13693907083
3475,2,2,3.08868652598
3476,2,3,7.93147995688
3477,2,3,6.9697621583
3478,2,2,6.38837796987
3479,2,3,3.42289257763
3480,2,3,4.73713844291
3481,2,4,4.52682401177
3482,2,3,3.50453300604
3483,2,4,6.30626023512
3484,2,3,5.10632727565
3485,2,4,8.01819105746
3486,2,1,1.83454344865
3487,2,4,9.2264743328
3488,2,3,7.80480399581
3489,2,3,2.64882750192
3490,2,4,6.41889084444
3491,2,2,2.05197583991
3492,2,4,17.3852562491
3493,2,2,1.89448138458
3494,2,2,8.56519563559
3495,2,4,6.03256371619
3496,2,4,7.4698761205
3497,2,3,7.87569157113
3498,2,4,5.65273680604
3499,2,2,5.82542566971
3500,2,2,3.8022720773
3501,2,4,9.22112430504
3502,2,3,6.20239643394
3503,2,3,4.5691929487
3504,2,4,9.06617790883
3505,2,3,3.67978818315
3506,2,4,5.30103644074
3507,2,4,6.34288624589
3508,2,3,6.54298372613
3509,2,5,10.8323276227
3510,2,3,5.24796229199
3511,2,3,4.97939634854
3512,2,4,9.56175552063
3513,2,3,6.60164578613
3514,2,4,7.80293404198
3515,2,3,5.4718847213
3516,2,4,8.45825621463
3517,2,2,1.21303379069
3518,2,4,7.10134963133
3519,2,4,9.05467695304
3520,2,4,12.6273830504
3521,2,4,4.97478908141
3522,2,3,4.80791493134
3523,2,4,8.91595970086
3524,2,4,5.49852145451
3525,2,3,7.11471560475
3526,2,3,4.65742517193
3527,2,4,8.20733231962
3528,2,4,5.97437184425
3529,2,4,6.18526804047
3530,2,4,8.12455380467
3531,2,4,9.96705017444
3532,2,3,4.91827953074
3533,2,4,5.17279344344
3534,2,3,6.79351780016
3535,2,3,8.57811796122
3536,2,3,6.62867425583
3537,2,4,8.05636902914
3538,2,3,7.64735913536
3539,2,4,14.278034669
3540,2,3,9.01352529983
3541,2,4,7.80636373964
3542,2,4,7.54545032845
3543,2,3,5.44321925879
3544,2,4,5.55914088559
3545,2,4,12.7835688768
3546,2,4,11.1460738828
3547,2,4,5.49743008134
3548,2,3,5.91562966129
3549,2,4,6.89297395571
3550,2,4,9.77609999445
3551,2,3,17.5287974875
3552,2,3,5.81634701608
3553,2,3,3.94278115606
3554,2,3,5.51487639358
3555,2,4,12.4923575836
3556,2,1,0.72377331173
3557,2,3,4.40970179232
3558,2,3,5.48850233212
3559,2,3,263.770952487
3560,2,3,6.3426958724
3561,2,3,4.45931336974
3562,2,3,5.74529591932
3563,2,3,6.34353465542
3564,2,4,7.34832726808
3565,2,4,6.32729297188
3566,2,4,5.79910630176
3567,2,4,7.22841718618
3568,2,5,5.77359187752
3569,2,3,6.24397304708
3570,2,5,10.504342634
3571,2,4,7.23553157219
3572,2,2,6.37662964768
3573,2,4,6.89698084804
3574,2,4,4.43482777401
3575,2,3,18.3033206592
3576,2,3,4.88235814541
3577,2,4,6.73761961652
3578,2,4,6.62874038328
3579,2,4,9.62144482361
3580,2,3,4.66096659396
3581,2,3,9.01023378633
3582,2,3,3.25080440427
3583,2,3,7.45663106024
3584,2,4,3.63949867526
3585,2,3,4.73012805036
3586,2,3,5.11663118858
3587,2,3,3.01581465206
3588,2,2,5.4138717603
3589,2,4,9.67759636002
3590,2,2,10.414928958
3591,2,3,10.5364752564
3592,2,3,4.40091224442
3593,2,4,5.59510058308
3594,2,4,11.5705430838
3595,2,4,7.26063484011
3596,2,4,13.7976614793
3597,2,2,2.01342972735
3598,2,3,7.53569028084
3599,2,3,4.48370315623
3600,2,4,6.76139056323
3601,2,4,10.076487273
3602,2,3,3.98546298953
3603,2,2,5.25199664609
3604,2,3,3.48759651133
3605,2,3,14.1805085376
3606,2,4,6.0509513918
3607,2,4,8.6054030649
3608,2,4,6.50964180146
3609,2,4,8.02370234236
3610,2,3,4.35406809486
3611,2,2,2.81064828009
3612,2,4,7.03809507919
3613,2,4,9.15479919152
3614,2,4,9.40885302621
3615,2,4,6.13961644277
3616,2,4,7.29239233577
3617,2,3,5.87705127954
3618,2,4,8.59730788761
3619,2,4,8.42382004854
3620,2,4,10.5763894957
3621,2,4,7.46455559022
3622,2,5,7.82691790549
3623,2,3,2.66294854525
3624,2,4,4.68247501381
3625,2,3,6.5575876179
3626,2,5,8.55829769579
3627,2,4,5.68476871685
3628,2,4,12.2173170452
3629,2,4,6.12171923937
3630,2,3,4.35596670247
3631,2,3,6.48934794139
3632,2,3,4.18639551331
3633,2,3,3.68156536977
3634,2,3,4.64613314512
3635,2,3,4.33193153464
3636,2,4,11.5834502846
3637,2,4,9.24933092441
3638,2,4,4.73710212231
3639,2,3,5.07162522117
3640,2,4,10.6279062719
3641,2,2,3.09633611009
3642,2,3,6.6257722231
3643,2,2,2.58207899641
3644,2,4,5.00364165442
3645,2,3,4.85658763985
3646,2,4,6.27917746928
3647,2,4,7.48440982624
3648,2,5,8.14989696626
3649,2,4,6.91177256425
3650,2,4,6.55922040092
3651,2,4,6.05460633329
3652,2,4,11.4488146422
3653,2,4,16.0225353634
3654,2,4,8.21397623874
3655,2,3,7.21360056951
3656,2,2,1.78200774098
3657,2,4,7.20701517615
3658,2,5,12.6005093623
3659,2,3,2.36051429988
3660,2,3,5.41971333228
3661,2,4,8.10070704776
3662,2,4,10.500555025
3663,2,2,2.33650066621
3664,2,4,6.77475985572
3665,2,3,5.43067065043
3666,2,3,4.47611097518
3667,2,2,5.62856102151
3668,2,4,9.63283958595
3669,2,4,4.28625032853
3670,2,1,1.46239958213
3671,2,3,7.35021779837
3672,2,3,5.00038853037
3673,2,3,8.83769334893
3674,2,4,6.6395142404
3675,2,3,6.41508849451
3676,2,4,9.97665537146
3677,2,4,9.64013900475
3678,2,4,6.14407111257
3679,2,3,11.8522668001
3680,2,3,3.3744924429
3681,2,3,4.97243933921
3682,2,4,7.27626502099
3683,2,4,4.84356141264
3684,2,3,4.65200998757
3685,2,2,3.80317840243
3686,2,3,6.05673723902
3687,2,4,9.93461941811
3688,2,4,7.86897211419
3689,2,4,8.29150421245
3690,2,3,6.96630075613
3691,2,4,6.18983657278
3692,2,4,4.63875703022
3693,2,3,7.38946948013
3694,2,3,5.2231269255
3695,2,3,4.67356661536
3696,2,4,7.01805295359
3697,2,4,13.370679537
3698,2,4,8.12122452885
3699,2,2,1.28111149592
3700,2,4,7.47944157041
3701,2,3,5.3525252944
3702,2,3,5.2832776766
3703,2,3,5.92408091368
3704,2,4,2.87699077741
3705,2,2,5.37556904144
3706,2,3,6.42909441395
3707,2,5,8.6789686809
3708,2,4,6.92745524438
3709,2,3,6.003246719
3710,2,2,4.19040401701
3711,2,3,5.37110644389
3712,2,3,5.64690136757
3713,2,4,7.94582995566
3714,2,2,1.59343454201
3715,2,4,5.00438560498
3716,2,3,7.38727416308
3717,2,3,6.20523348149
3718,2,3,4.76770830425
3719,2,4,10.5511998743
3720,2,3,8.58497189056
3721,2,4,6.71173818916
3722,2,5,9.38441470676
3723,2,5,9.09872306494
3724,2,2,6.32338221785
3725,2,3,4.96652719502
3726,2,4,3.64646668391
3727,2,3,6.22837040245
3728,2,4,6.86063925445
3729,2,3,6.66224236423
3730,2,3,4.53968771243
3731,2,3,3.34237971873
3732,2,3,5.70788002113
3733,2,3,3.45764297957
3734,2,2,2.18706756511
3735,2,3,4.88966190767
3736,2,4,10.3006479729
3737,2,4,7.59616771665
3738,2,3,5.69100335923
3739,2,2,4.40979197218
3740,2,4,9.21909932479
3741,2,2,1.4913769024
3742,2,4,7.34178239043
3743,2,3,5.60720842451
3744,2,3,4.81600416785
3745,2,2,4.36983991256
3746,2,4,10.0669791671
3747,2,4,5.02100396041
3748,2,4,4.58033015469
3749,2,3,5.20918797787
3750,2,4,5.0084855363
3751,2,4,10.3859869417
3752,2,4,5.41789919956
3753,2,3,6.46387353614
3754,2,3,3.86522865579
3755,2,4,10.7442027501
3756,2,4,9.99942825666
3757,2,3,9.62923113421
3758,2,3,4.90528378961
3759,2,2,4.07723013461
3760,2,4,5.11361423945
3761,2,4,16.7656318088
3762,2,2,2.1992267321
3763,2,4,8.54112732341
3764,2,3,8.9661226992
3765,2,4,5.27855799949
3766,2,3,2.72840076678
3767,2,4,6.12353176738
3768,2,4,13.3929150887
3769,2,3,6.89730807495
3770,2,4,5.48298128279
3771,2,4,6.34527497985
3772,2,3,4.05251045887
3773,2,3,5.85374866649
3774,2,3,5.88853788875
3775,2,4,9.82493299928
3776,2,4,7.90133022312
3777,2,4,7.18962841694
3778,2,3,8.44934041111
3779,2,2,4.08974179821
3780,2,4,8.23464035462
3781,2,4,7.09873209745
3782,2,3,5.58506561201
3783,2,4,7.87536169966
3784,2,5,13.6435382601
3785,2,2,1.29590712765
3786,2,4,5.91497383999
3787,2,3,6.45106201993
3788,2,4,5.46844632452
3789,2,3,4.27274638222
3790,2,3,5.83102394906
3791,2,4,9.01875739049
3792,2,3,3.2251834803
3793,2,5,9.49750694847
3794,2,3,6.65436802095
3795,2,4,8.01176674448
3796,2,4,6.54683014711
3797,2,3,7.34647249178
3798,2,4,11.0651796973
3799,2,3,2.55416800098
3800,2,3,259.504510028
3801,2,2,1.42810843512
3802,2,4,6.81290031294
3803,2,3,3.52923816269
3804,2,4,5.5893989249
3805,2,3,1.94312063419
3806,2,3,6.06513781319
3807,2,4,5.18772583986
3808,2,3,4.64727127129
3809,2,5,7.46027562655
3810,2,3,5.10239460475
3811,2,3,6.0876449368
3812,2,3,8.51051523473
3813,2,2,4.97427148242
3814,2,3,10.8482687469
3815,2,4,5.19072550686
3816,2,3,3.90602656922
3817,2,3,2.97860944101
3818,2,4,4.86773588641
3819,2,4,12.440156095
3820,2,3,7.44655637007
3821,2,3,6.35570413107
3822,2,3,3.87951800097
3823,2,3,3.88030367307
3824,2,4,11.6262472061
3825,2,4,6.65080667142
3826,2,4,9.23705927718
3827,2,4,7.81911570287
3828,2,3,4.18624696859
3829,2,3,6.14568154311
3830,2,4,6.27547553106
3831,2,3,3.97552911081
3832,2,4,7.15485929637
3833,2,4,7.61829648512
3834,2,3,8.38140776861
3835,2,4,6.58595073124
3836,2,4,9.50642167522
3837,2,3,3.61452295876
3838,2,3,5.63566840411
3839,2,3,7.01931973425
3840,2,4,13.5869714075
3841,2,3,3.34596593522
3842,2,3,7.01074177826
3843,2,3,8.00454023815
3844,2,4,9.41142674196
3845,2,2,1.99259941177
3846,2,4,6.61144090839
3847,2,4,16.653637765
3848,2,4,8.46375841683
3849,2,4,10.1786663852
3850,2,3,4.61438933302
3851,2,3,6.95643789996
3852,2,3,7.82778421778
3853,2,4,4.38956818296
3854,2,3,3.6621964682
3855,2,3,5.13975855513
3856,2,4,6.18442363058
3857,2,3,11.2025395196
3858,2,3,8.74908180183
3859,2,3,8.56019386443
3860,2,3,8.33093470701
3861,2,3,4.95492305748
3862,2,5,10.286490674
3863,2,3,6.45070477087
3864,2,4,6.46686073539
3865,2,4,6.84910266986
3866,2,4,5.26742364357
3867,2,3,5.08961666415
3868,2,4,6.84245282389
3869,2,3,7.10269565656
3870,2,3,5.95012900715
3871,2,4,5.76775704257
3872,2,4,10.5205430289
3873,2,5,14.3656746884
3874,2,3,4.53013033774
3875,2,5,7.93675362128
3876,2,4,8.35920284503
3877,2,4,6.55075399015
3878,2,3,7.2314768035
3879,2,1,0.868440434523
3880,2,3,3.77532533891
3881,2,5,6.55038944339
3882,2,3,3.91815353534
3883,2,1,3.88387890954
3884,2,3,9.58703409786
3885,2,3,5.68182561876
3886,2,3,8.40153195646
3887,2,4,4.17582863908
3888,2,5,7.45707561197
3889,2,4,9.4729666785
3890,2,3,8.13388273411
3891,2,3,4.25697664094
3892,2,3,5.11282102539
3893,2,4,8.37341087545
3894,2,3,5.48133851757
3895,2,4,4.6913494645
3896,2,4,10.8034987873
3897,2,4,6.4375681897
3898,2,3,6.82498542437
3899,2,4,6.53247065127
3900,2,3,6.37460214053
3901,2,3,6.11787004361
3902,2,4,4.62872420163
3903,2,2,0.72784239373
3904,2,4,6.43419446357
3905,2,3,5.78409931304
3906,2,4,9.63736899848
3907,2,4,5.11478848781
3908,2,5,10.3385649661
3909,2,4,7.04661721238
3910,2,3,7.3963052203
3911,2,3,11.6958226599
3912,2,3,6.06329613135
3913,2,3,4.07837796896
3914,2,3,4.11134277476
3915,2,3,7.0183769898
3916,2,4,4.98301056025
3917,2,3,8.2113167974
3918,2,4,7.10321210882
3919,2,4,9.17077638605
3920,2,4,9.25890661974
3921,2,3,259.116915702
3922,2,3,6.26498540813
3923,2,4,8.39586395556
3924,2,3,8.37180040305
3925,2,5,9.67293935385
3926,2,3,8.05478734607
3927,2,3,5.93944109644
3928,2,3,5.039512454
3929,2,3,7.06460983813
3930,2,3,8.29271676883
3931,2,4,4.36956301556
3932,2,4,9.15192787862
3933,2,3,6.29529045847
3934,2,4,5.1364641168
3935,2,3,4.41725910895
3936,2,3,6.31417090852
3937,2,5,7.40128350944
3938,2,3,8.36923874489
3939,2,4,11.4550523059
3940,2,4,5.25916183896
3941,2,2,3.30353162603
3942,2,3,12.695121324
3943,2,4,7.39694881776
3944,2,4,5.96767929636
3945,2,3,6.76621702032
3946,2,4,5.94776713627
3947,2,3,12.6056201927
3948,2,3,3.36176339296
3949,2,4,6.93248635736
3950,2,3,5.84177754604
3951,2,5,12.9691821235
3952,2,2,4.11055782049
3953,2,4,8.83103509692
3954,2,4,8.10058052534
3955,2,4,7.59722690653
3956,2,4,11.4641530616
3957,2,2,3.16789923175
3958,2,3,7.73760284184
3959,2,3,7.76836226627
3960,2,4,7.26910392555
3961,2,4,10.7793273692
3962,2,4,10.1479490079
3963,2,4,6.85123944823
3964,2,3,4.18737736015
3965,2,4,10.2727216403
3966,2,3,4.90271694011
3967,2,3,3.74993611036
3968,2,3,5.83862080189
3969,2,3,7.98774937389
3970,2,4,10.4525302781
3971,2,3,2.94921490996
3972,2,4,3.35408874893
3973,2,3,4.34053172372
3974,2,2,1.19144384595
3975,2,4,4.97074240716
3976,2,4,7.31546186782
