id,set,human_score,sentence_count
15394,6,3,14
15395,6,3,7
15396,6,3,15
15397,6,4,12
15398,6,4,12
15399,6,2,11
15400,6,3,10
15401,6,3,6
15402,6,1,6
15403,6,1,6
15404,6,3,14
15405,6,2,5
15406,6,1,7
15407,6,2,8
15408,6,4,11
15409,6,3,10
15410,6,3,7
15411,6,4,16
15412,6,3,7
15413,6,3,4
15414,6,2,4
15415,6,2,11
15416,6,4,16
15417,6,3,12
15418,6,3,9
15419,6,4,15
15420,6,2,5
15421,6,3,9
15422,6,2,6
15423,6,3,10
15424,6,2,8
15425,6,3,10
15426,6,1,2
15427,6,3,9
15428,6,3,12
15429,6,3,9
15430,6,4,14
15431,6,0,7
15432,6,2,11
15433,6,3,10
15434,6,2,5
15435,6,4,14
15436,6,4,13
15437,6,2,7
15438,6,3,12
15439,6,2,6
15440,6,2,9
15441,6,1,6
15442,6,2,14
15443,6,3,8
15444,6,3,10
15445,6,2,7
15446,6,4,10
15447,6,4,14
15448,6,3,12
15449,6,1,9
15450,6,4,14
15451,6,3,9
15452,6,2,9
15453,6,4,9
15454,6,3,11
15455,6,3,8
15456,6,0,12
15457,6,3,15
15458,6,2,6
15459,6,4,13
15460,6,4,9
15461,6,3,8
15462,6,3,12
15463,6,2,7
15464,6,4,11
15465,6,3,16
15466,6,2,13
15467,6,4,13
15468,6,2,6
15469,6,4,10
15470,6,3,10
15471,6,3,13
15472,6,3,6
15473,6,2,8
15474,6,4,11
15475,6,2,9
15476,6,4,12
15477,6,3,13
15478,6,2,8
15479,6,3,8
15480,6,2,5
15481,6,3,10
15482,6,1,4
15483,6,1,4
15484,6,4,9
15485,6,2,9
15486,6,4,8
15487,6,2,3
15488,6,3,7
15489,6,3,9
15490,6,1,6
15491,6,3,13
15492,6,3,11
15493,6,4,12
15494,6,4,17
15495,6,4,12
15496,6,2,7
15497,6,3,14
15498,6,3,12
15499,6,4,8
15500,6,3,8
15501,6,3,9
15502,6,3,11
15503,6,2,7
15504,6,1,3
15505,6,1,6
15506,6,3,13
15507,6,3,12
15508,6,4,12
15509,6,3,14
15510,6,2,11
15511,6,3,11
15512,6,3,27
15513,6,1,5
15514,6,2,5
15515,6,4,14
15516,6,3,19
15517,6,3,6
15518,6,3,15
15519,6,4,10
15520,6,3,12
15521,6,4,24
15522,6,3,7
15523,6,4,14
15524,6,3,8
15525,6,3,11
15526,6,4,8
15527,6,2,8
15528,6,2,9
15529,6,3,10
15530,6,4,20
15531,6,2,8
15532,6,1,3
15533,6,4,15
15534,6,3,12
15535,6,2,11
15536,6,2,5
15537,6,2,5
15538,6,3,7
15539,6,3,9
15540,6,2,7
15541,6,2,9
15542,6,3,10
15543,6,3,9
15544,6,2,10
15545,6,3,7
15546,6,3,12
15547,6,3,9
15548,6,3,9
15549,6,3,14
15550,6,3,9
15551,6,1,8
15552,6,3,5
15553,6,2,8
15554,6,3,8
15555,6,2,12
15556,6,3,9
15557,6,3,11
15558,6,3,9
15559,6,3,8
15560,6,4,10
15561,6,4,14
15562,6,4,7
15563,6,1,12
15564,6,3,7
15565,6,3,10
15566,6,4,10
15567,6,3,7
15568,6,4,10
15569,6,1,4
15570,6,3,4
15571,6,2,6
15572,6,4,11
15573,6,3,10
15574,6,4,17
15575,6,4,12
15576,6,4,9
15577,6,3,10
15578,6,3,22
15579,6,3,7
15580,6,2,7
15581,6,2,6
15582,6,3,8
15583,6,3,12
15584,6,4,13
15585,6,2,9
15586,6,2,13
15587,6,3,12
15588,6,3,4
15589,6,2,9
15590,6,3,9
15591,6,1,6
15592,6,4,12
15593,6,3,8
15594,6,3,7
15595,6,3,15
15596,6,3,9
15597,6,3,11
15598,6,3,11
15599,6,2,8
15600,6,2,7
15601,6,3,12
15602,6,3,8
15603,6,2,9
15604,6,1,7
15605,6,3,8
15606,6,3,12
15607,6,4,10
15608,6,3,9
15609,6,3,6
15610,6,4,17
15611,6,4,12
15612,6,2,10
15613,6,3,12
15614,6,2,9
15615,6,3,16
15616,6,2,7
15617,6,4,11
15618,6,3,8
15619,6,3,9
15620,6,3,8
15621,6,4,11
15622,6,3,11
15623,6,3,6
15624,6,4,15
15625,6,2,7
15626,6,3,7
15627,6,0,6
15628,6,3,5
15629,6,3,10
15630,6,2,6
15631,6,3,13
15632,6,1,7
15633,6,3,9
15634,6,4,13
15635,6,3,11
15636,6,1,7
15637,6,3,9
15638,6,2,7
15639,6,3,8
15640,6,3,12
15641,6,4,16
15642,6,1,18
15643,6,3,9
15644,6,3,9
15645,6,3,9
15646,6,3,7
15647,6,1,7
15648,6,2,8
15649,6,1,6
15650,6,3,12
15651,6,3,24
15652,6,4,12
15653,6,3,22
15654,6,4,10
15655,6,4,15
15656,6,3,10
15657,6,3,8
15658,6,4,11
15659,6,3,7
15660,6,2,6
15661,6,1,4
15662,6,1,8
15663,6,1,2
15664,6,4,11
15665,6,4,17
15666,6,2,7
15667,6,3,22
15668,6,1,8
15669,6,3,9
15670,6,3,8
15671,6,4,7
15672,6,2,5
15673,6,2,8
15674,6,4,17
15675,6,2,8
15676,6,3,12
15677,6,3,11
15678,6,2,7
15679,6,3,15
15680,6,3,13
15681,6,3,12
15682,6,4,15
15683,6,3,7
15684,6,3,9
15685,6,2,6
15686,6,3,10
15687,6,1,6
15688,6,3,9
15689,6,4,11
15690,6,3,7
15691,6,1,2
15692,6,4,10
15693,6,2,8
15694,6,3,5
15695,6,3,7
15696,6,2,9
15697,6,4,9
15698,6,2,9
15699,6,4,18
15700,6,4,10
15701,6,3,6
15702,6,4,8
15703,6,4,14
15704,6,2,4
15705,6,4,17
15706,6,4,14
15707,6,4,13
15708,6,4,13
15709,6,4,10
15710,6,2,5
15711,6,2,8
15712,6,4,10
15713,6,3,12
15714,6,4,9
15715,6,2,9
15716,6,2,7
15717,6,2,9
15718,6,3,12
15719,6,2,8
15720,6,2,5
15721,6,4,8
15722,6,3,15
15723,6,3,7
15724,6,3,8
15725,6,2,6
15726,6,3,8
15727,6,2,7
15728,6,1,4
15729,6,3,11
15730,6,2,8
15731,6,3,11
15732,6,2,8
15733,6,0,4
15734,6,2,7
15735,6,1,6
15736,6,3,12
15737,6,3,8
15738,6,1,5
15739,6,3,8
15740,6,3,7
15741,6,3,7
15742,6,3,9
15743,6,3,6
15744,6,3,12
15745,6,2,17
15746,6,3,11
15747,6,3,9
15748,6,2,7
15749,6,1,2
15750,6,1,6
15751,6,3,10
15752,6,3,15
15753,6,0,2
15754,6,4,11
15755,6,0,6
15756,6,3,9
15757,6,3,10
15758,6,3,12
15759,6,3,7
15760,6,3,9
15761,6,3,14
15762,6,2,8
15763,6,3,15
15764,6,3,11
15765,6,3,11
15766,6,3,9
15767,6,4,20
15768,6,2,5
15769,6,1,5
15770,6,4,9
15771,6,3,12
15772,6,4,12
15773,6,2,11
15774,6,3,12
15775,6,3,17
15776,6,4,15
15777,6,3,7
15778,6,1,6
15779,6,3,9
15780,6,4,13
15781,6,4,17
15782,6,3,9
15783,6,4,9
15784,6,3,8
15785,6,3,11
15786,6,3,8
15787,6,4,8
15788,6,4,19
15789,6,2,12
15790,6,4,12
15791,6,1,11
15792,6,2,7
15793,6,1,7
15794,6,3,12
15795,6,3,10
15796,6,3,9
15797,6,2,3
15798,6,3,4
15799,6,2,6
15800,6,3,11
15801,6,3,10
15802,6,3,7
15803,6,1,9
15804,6,4,10
15805,6,4,13
15806,6,3,10
15807,6,0,5
15808,6,3,6
15809,6,3,12
15810,6,3,4
15811,6,2,6
15812,6,3,7
15813,6,3,8
15814,6,4,18
15815,6,3,12
15816,6,3,6
15817,6,3,14
15818,6,2,9
15819,6,3,7
15820,6,4,33
15821,6,3,12
15822,6,1,6
15823,6,1,2
15824,6,4,13
15825,6,3,8
15826,6,3,9
15827,6,4,16
15828,6,3,8
15829,6,1,6
15830,6,3,10
15831,6,0,4
15832,6,2,7
15833,6,1,3
15834,6,4,22
15835,6,4,14
15836,6,1,9
15837,6,1,8
15838,6,2,13
15839,6,2,9
15840,6,2,18
15841,6,3,9
15842,6,2,6
15843,6,3,8
15844,6,2,7
15845,6,3,9
15846,6,4,11
15847,6,2,7
15848,6,3,16
15849,6,2,6
15850,6,0,3
15851,6,2,7
15852,6,2,9
15853,6,3,8
15854,6,4,16
15855,6,4,9
15856,6,3,10
15857,6,3,12
15858,6,3,7
15859,6,3,6
15860,6,1,7
15861,6,4,23
15862,6,2,7
15863,6,3,14
15864,6,3,11
15865,6,2,6
15866,6,3,9
15867,6,2,7
15868,6,1,9
15869,6,3,9
15870,6,3,10
15871,6,3,16
15872,6,1,5
15873,6,3,6
15874,6,3,9
15875,6,2,3
15876,6,3,12
15877,6,3,10
15878,6,1,4
15879,6,4,12
15880,6,3,10
15881,6,2,10
15882,6,2,13
15883,6,3,8
15884,6,2,5
15885,6,3,10
15886,6,3,14
15887,6,3,10
15888,6,3,11
15889,6,1,4
15890,6,2,10
15891,6,4,18
15892,6,3,9
15893,6,3,9
15894,6,2,7
15895,6,4,13
15896,6,3,10
15897,6,3,9
15898,6,3,6
15899,6,3,6
15900,6,3,9
15901,6,3,8
15902,6,3,11
15903,6,3,9
15904,6,1,5
15905,6,3,12
15906,6,3,9
15907,6,3,8
15908,6,2,10
15909,6,3,9
15910,6,3,12
15911,6,1,4
15912,6,1,6
15913,6,0,6
15914,6,3,8
15915,6,3,13
15916,6,4,13
15917,6,1,4
15918,6,4,15
15919,6,2,7
15920,6,3,10
15921,6,3,12
15922,6,3,11
15923,6,4,9
15924,6,3,15
15925,6,3,13
15926,6,2,8
15927,6,3,8
15928,6,3,5
15929,6,1,1
15930,6,4,8
15931,6,2,10
15932,6,3,18
15933,6,3,10
15934,6,1,9
15935,6,3,8
15936,6,4,8
15937,6,4,12
15938,6,3,16
15939,6,1,4
15940,6,3,10
15941,6,1,2
15942,6,2,12
15943,6,3,8
15944,6,4,13
15945,6,4,11
15946,6,3,10
15947,6,1,6
15948,6,4,25
15949,6,3,8
15950,6,3,8
15951,6,3,9
15952,6,4,12
15953,6,2,5
15954,6,2,6
15955,6,3,8
15956,6,3,8
15957,6,3,7
15958,6,2,3
15959,6,4,20
15960,6,0,3
15961,6,2,9
15962,6,2,11
15963,6,3,9
15964,6,3,9
15965,6,4,13
15966,6,3,6
15967,6,2,8
15968,6,2,7
15969,6,3,13
15970,6,4,9
15971,6,4,20
15972,6,0,7
15973,6,3,3
15974,6,3,18
15975,6,3,17
15976,6,2,8
15977,6,3,6
15978,6,3,13
15979,6,2,6
15980,6,3,12
15981,6,4,10
15982,6,3,10
15983,6,4,8
15984,6,2,8
15985,6,1,5
15986,6,2,8
15987,6,3,9
15988,6,1,10
15989,6,1,5
15990,6,1,3
15991,6,3,8
15992,6,2,5
15993,6,1,10
15994,6,3,11
15995,6,3,9
15996,6,2,7
15997,6,3,7
15998,6,4,12
15999,6,4,8
16000,6,4,12
16001,6,3,11
16002,6,2,9
16003,6,4,10
16004,6,4,18
16005,6,3,8
16006,6,3,11
16007,6,4,13
16008,6,2,9
16009,6,3,9
16010,6,4,12
16011,6,2,10
16012,6,3,14
16013,6,1,7
16014,6,1,6
16015,6,2,9
16016,6,0,3
16017,6,3,10
16018,6,3,8
16019,6,3,9
16020,6,2,9
16021,6,4,12
16022,6,1,4
16023,6,3,10
16024,6,3,11
16025,6,4,11
16026,6,2,7
16027,6,3,11
16028,6,1,7
16029,6,4,15
16030,6,0,3
16031,6,3,3
16032,6,2,13
16033,6,4,16
16034,6,3,12
16035,6,3,13
16036,6,3,7
16037,6,3,8
16038,6,3,6
16039,6,3,7
16040,6,4,16
16041,6,2,5
16042,6,2,9
16043,6,3,12
16044,6,3,8
16045,6,4,13
16046,6,1,13
16047,6,3,13
16048,6,1,16
16049,6,4,14
16050,6,4,14
16051,6,4,12
16052,6,1,3
16053,6,4,13
16054,6,1,16
16055,6,2,9
16056,6,3,11
16057,6,2,10
16058,6,2,7
16059,6,1,3
16060,6,2,7
16061,6,1,4
16062,6,3,14
16063,6,1,7
16064,6,3,10
16065,6,4,12
16066,6,3,10
16067,6,3,11
16068,6,4,10
16069,6,2,5
16070,6,3,11
16071,6,3,7
16072,6,3,10
16073,6,3,9
16074,6,3,6
16075,6,3,14
16076,6,3,7
16077,6,4,12
16078,6,1,3
16079,6,3,8
16080,6,3,9
16081,6,3,9
16082,6,4,8
16083,6,4,13
16084,6,4,11
16085,6,4,14
16086,6,0,8
16087,6,4,16
16088,6,3,7
16089,6,3,12
16090,6,3,15
16091,6,3,10
16092,6,4,11
16093,6,2,11
16094,6,3,13
16095,6,3,12
16096,6,3,14
16097,6,3,7
16098,6,2,8
16099,6,1,6
16100,6,4,5
16101,6,3,10
16102,6,2,9
16103,6,0,2
16104,6,4,11
16105,6,3,15
16106,6,3,11
16107,6,4,10
16108,6,3,5
16109,6,3,10
16110,6,2,4
16111,6,2,7
16112,6,3,12
16113,6,0,5
16114,6,1,16
16115,6,3,7
16116,6,4,12
16117,6,4,17
16118,6,2,10
16119,6,4,10
16120,6,3,7
16121,6,3,10
16122,6,3,8
16123,6,3,11
16124,6,4,14
16125,6,3,5
16126,6,2,8
16127,6,4,8
16128,6,4,10
16129,6,3,9
16130,6,1,4
16131,6,2,5
16132,6,4,10
16133,6,3,9
16134,6,3,4
16135,6,2,9
16136,6,4,13
16137,6,3,11
16138,6,3,11
16139,6,2,5
16140,6,4,11
16141,6,1,7
16142,6,1,2
16143,6,4,9
16144,6,2,5
16145,6,4,13
16146,6,0,4
16147,6,2,7
16148,6,2,4
16149,6,4,14
16150,6,3,8
16151,6,3,5
16152,6,3,7
16153,6,3,5
16154,6,4,12
16155,6,2,6
16156,6,2,10
16157,6,3,12
16158,6,3,9
16159,6,4,8
16160,6,4,12
16161,6,4,16
16162,6,3,10
16163,6,3,7
16164,6,2,7
16165,6,2,8
16166,6,3,10
16167,6,3,8
16168,6,2,9
16169,6,3,14
16170,6,0,6
16171,6,4,14
16172,6,3,11
16173,6,4,12
16174,6,2,11
16175,6,2,8
16176,6,2,6
16177,6,2,8
16178,6,3,6
16179,6,3,6
16180,6,3,8
16181,6,4,9
16182,6,3,11
16183,6,4,15
16184,6,2,4
16185,6,4,12
16186,6,3,13
16187,6,2,5
16188,6,2,6
16189,6,3,10
16190,6,4,15
16191,6,3,12
16192,6,2,3
16193,6,3,8
16194,6,4,12
16195,6,2,5
16196,6,4,15
16197,6,3,9
16198,6,4,21
16199,6,3,14
16200,6,2,6
16201,6,4,11
16202,6,3,7
16203,6,3,13
16204,6,3,12
16205,6,2,5
16206,6,1,2
16207,6,3,7
16208,6,4,7
16209,6,3,7
16210,6,1,6
16211,6,3,10
16212,6,4,16
16213,6,2,6
16214,6,0,9
16215,6,2,8
16216,6,1,12
16217,6,3,17
16218,6,3,10
16219,6,3,11
16220,6,3,13
16221,6,2,3
16222,6,3,10
16223,6,3,7
16224,6,2,6
16225,6,1,10
16226,6,3,12
16227,6,1,8
16228,6,2,9
16229,6,4,11
16230,6,3,6
16231,6,3,10
16232,6,3,9
16233,6,2,6
16234,6,3,7
16235,6,3,10
16236,6,1,6
16237,6,3,10
16238,6,2,5
16239,6,3,8
16240,6,2,7
16241,6,3,13
16242,6,3,8
16243,6,3,13
16244,6,0,4
16245,6,3,9
16246,6,3,17
16247,6,2,8
16248,6,3,7
16249,6,4,14
16250,6,2,10
16251,6,4,12
16252,6,3,9
16253,6,3,11
16254,6,3,10
16255,6,3,12
16256,6,0,3
16257,6,3,10
16258,6,3,4
16259,6,3,11
16260,6,4,11
16261,6,3,9
16262,6,2,6
16263,6,0,2
16264,6,4,12
16265,6,3,9
16266,6,3,8
16267,6,3,9
16268,6,3,14
16269,6,4,11
16270,6,2,6
16271,6,3,9
16272,6,4,13
16273,6,3,9
16274,6,3,14
16275,6,4,12
16276,6,2,8
16277,6,4,14
16278,6,4,16
16279,6,3,9
16280,6,3,8
16281,6,2,10
16282,6,2,5
16283,6,3,6
16284,6,3,12
16285,6,2,5
16286,6,4,12
16287,6,3,10
16288,6,1,6
16289,6,1,2
16290,6,3,9
16291,6,2,5
16292,6,3,9
16293,6,3,8
16294,6,4,24
16295,6,4,10
16296,6,3,10
16297,6,3,11
16298,6,2,10
16299,6,3,12
16300,6,4,10
16301,6,3,11
16302,6,3,11
16303,6,4,13
16304,6,4,14
16305,6,3,7
16306,6,2,9
16307,6,3,11
16308,6,2,9
16309,6,2,5
16310,6,2,2
16311,6,1,5
16312,6,3,5
16313,6,1,3
16314,6,2,6
16315,6,1,2
16316,6,2,5
16317,6,3,10
16318,6,3,12
16319,6,2,13
16320,6,3,12
16321,6,3,15
16322,6,4,10
16323,6,3,9
16324,6,3,10
16325,6,2,6
16326,6,0,3
16327,6,3,13
16328,6,1,2
16329,6,3,8
16330,6,2,7
16331,6,2,10
16332,6,3,11
16333,6,4,13
16334,6,2,6
16335,6,3,9
16336,6,2,7
16337,6,2,4
16338,6,3,10
16339,6,3,9
16340,6,4,25
16341,6,3,10
16342,6,2,6
16343,6,2,5
16344,6,3,9
16345,6,2,10
16346,6,3,13
16347,6,0,2
16348,6,1,7
16349,6,2,6
16350,6,3,8
16351,6,3,9
16352,6,3,12
16353,6,1,6
16354,6,3,6
16355,6,3,10
16356,6,4,13
16357,6,3,10
16358,6,2,5
16359,6,2,6
16360,6,3,9
16361,6,3,9
16362,6,2,9
16363,6,3,13
16364,6,3,11
16365,6,0,1
16366,6,3,9
16367,6,1,3
16368,6,2,10
16369,6,3,10
16370,6,2,6
16371,6,4,10
16372,6,3,24
16373,6,2,14
16374,6,2,8
16375,6,3,8
16376,6,2,10
16377,6,3,7
16378,6,1,6
16379,6,2,5
16380,6,2,10
16381,6,3,10
16382,6,3,14
16383,6,2,6
16384,6,1,4
16385,6,3,14
