id,set,human_score,maturity_score
6324,3,1,5.77384615385
6325,3,2,5.64344827586
6326,3,1,6.37333333333
6327,3,2,5.18264705882
6328,3,2,6.90842105263
6329,3,2,5.84216216216
6330,3,3,5.79016393443
6331,3,3,5.82029411765
6332,3,3,6.882
6333,3,3,5.40017241379
6334,3,2,5.58711538462
6335,3,3,5.86604651163
6336,3,3,5.74196969697
6337,3,2,5.42259259259
6338,3,2,6.3412
6339,3,2,5.75
6340,3,3,5.67166666667
6341,3,2,5.52836734694
6342,3,1,5.88653846154
6343,3,1,5.65739130435
6344,3,2,5.27727272727
6345,3,2,5.585
6346,3,2,5.91527777778
6347,3,3,6.60965517241
6348,3,1,6.25205128205
6349,3,3,5.832
6350,3,2,5.86078947368
6351,3,3,6.01636363636
6352,3,2,5.76875
6353,3,3,5.74372881356
6354,3,1,5.83833333333
6355,3,2,5.16416666667
6356,3,1,5.34222222222
6357,3,2,5.78833333333
6358,3,2,6.44
6359,3,1,5.955
6360,3,2,5.05571428571
6361,3,2,6.08
6362,3,1,5.4530952381
6363,3,3,6.28373333333
6364,3,3,5.62508474576
6365,3,2,5.32384615385
6366,3,3,6.12581395349
6367,3,2,6.2525
6368,3,1,5.49657142857
6369,3,1,5.1904
6370,3,0,5.725
6371,3,3,5.29519480519
6372,3,2,5.15764705882
6373,3,2,6.56375
6374,3,2,4.96393442623
6375,3,1,5.848
6376,3,2,6.04914285714
6377,3,3,5.41192307692
6378,3,3,5.89431034483
6379,3,3,6.2268852459
6380,3,1,5.371
6381,3,3,5.52967213115
6382,3,1,5.39764705882
6383,3,2,5.89048780488
6384,3,3,5.60609375
6385,3,2,5.81090909091
6386,3,2,5.81779661017
6387,3,3,6.13928571429
6388,3,3,5.83928571429
6389,3,2,6.09132075472
6390,3,2,5.92833333333
6391,3,1,5.68166666667
6392,3,3,6.09193548387
6393,3,1,5.78090909091
6394,3,1,5.6125
6395,3,2,5.98161290323
6396,3,3,6.05678571429
6397,3,2,6.11205128205
6398,3,2,5.70137931034
6399,3,2,5.94185185185
6400,3,2,6.15481481481
6401,3,2,5.52571428571
6402,3,2,5.29923076923
6403,3,0,4.86666666667
6404,3,1,5.7871875
6405,3,3,5.27395348837
6406,3,2,5.68263157895
6407,3,2,6.38606060606
6408,3,3,5.85557377049
6409,3,2,6.225
6410,3,3,5.81259259259
6411,3,1,5.30692307692
6412,3,1,4.985625
6413,3,2,6.63730769231
6414,3,1,5.5019047619
6415,3,2,6.0675
6416,3,1,5.4225
6417,3,3,6.09293478261
6418,3,2,5.88320754717
6419,3,3,5.82964285714
6420,3,1,5.27684210526
6421,3,1,5.45333333333
6422,3,1,6.22166666667
6423,3,3,5.73514285714
6424,3,2,5.86914893617
6425,3,2,5.62380952381
6426,3,2,5.648
6427,3,1,5.79117647059
6428,3,2,5.48307692308
6429,3,1,4.88966666667
6430,3,1,7.04722222222
6431,3,1,5.76571428571
6432,3,3,5.11852459016
6433,3,2,5.2632
6434,3,2,5.4911627907
6435,3,1,5.37625
6436,3,2,5.48774193548
6437,3,2,5.29428571429
6438,3,1,5.80068965517
6439,3,1,6.08891891892
6440,3,1,5.12692307692
6441,3,3,5.92557142857
6442,3,1,5.15285714286
6443,3,2,6.16979591837
6444,3,3,5.42903846154
6445,3,3,5.601875
6446,3,3,5.08255319149
6447,3,2,4.99955555556
6448,3,2,5.8287804878
6449,3,0,4.375
6450,3,2,5.57184210526
6451,3,1,6.321
6452,3,1,5.66766666667
6453,3,1,5.57487804878
6454,3,2,5.74142857143
6455,3,3,6.27855072464
6456,3,1,6.12153846154
6457,3,2,5.67434782609
6458,3,1,5.73111111111
6459,3,2,5.521
6460,3,2,6.26465517241
6461,3,2,5.5495
6462,3,3,6.116
6463,3,3,5.45775
6464,3,1,5.1136
6465,3,2,7.16366666667
6466,3,2,5.42171428571
6467,3,1,5.57814814815
6468,3,2,5.61310344828
6469,3,1,5.04636363636
6470,3,2,6.42055555556
6471,3,1,5.40333333333
6472,3,3,6.41117647059
6473,3,2,6.18263157895
6474,3,2,5.93416666667
6475,3,1,5.33555555556
6476,3,3,5.38575342466
6477,3,2,5.49965517241
6478,3,3,5.47492537313
6479,3,0,5.05833333333
6480,3,2,5.42375
6481,3,1,4.982
6482,3,1,5.36571428571
6483,3,3,5.71322916667
6484,3,3,5.78766666667
6485,3,3,5.965625
6486,3,2,5.81111111111
6487,3,3,6.38836065574
6488,3,1,5.61875
6489,3,2,5.34423076923
6490,3,1,5.55428571429
6491,3,3,6.4185915493
6492,3,2,5.82733333333
6493,3,2,5.66853658537
6494,3,3,6.12576923077
6495,3,2,6.66333333333
6496,3,1,6.00677419355
6497,3,2,7.4134375
6498,3,2,6.63421052632
6499,3,1,5.618
6500,3,2,5.63133333333
6501,3,1,5.37
6502,3,2,5.62255813953
6503,3,2,6.04130434783
6504,3,1,5.28435897436
6505,3,3,5.83690909091
6506,3,1,7.50777777778
6507,3,3,5.91552238806
6508,3,2,5.67583333333
6509,3,1,6.19730769231
6510,3,2,5.30371428571
6511,3,2,5.95452380952
6512,3,3,5.48692307692
6513,3,2,5.48333333333
6514,3,1,6.81846153846
6515,3,1,5.91448275862
6516,3,3,5.56576086957
6517,3,1,5.43458333333
6518,3,1,6.53454545455
6519,3,2,5.2652
6520,3,2,5.95706896552
6521,3,2,5.68655172414
6522,3,2,4.949375
6523,3,2,6.8090625
6524,3,2,6.32827586207
6525,3,2,5.59181818182
6526,3,1,5.570625
6527,3,2,5.93483870968
6528,3,2,5.49304347826
6529,3,2,4.90076923077
6530,3,3,5.19030612245
6531,3,1,6.46307692308
6532,3,3,6.25
6533,3,2,5.92642857143
6534,3,1,5.57
6535,3,2,5.05421052632
6536,3,2,5.31816326531
6537,3,1,5.70235294118
6538,3,0,5.4324137931
6539,3,1,5.22909090909
6540,3,2,6.17529411765
6541,3,2,5.83448979592
6542,3,2,6.12431372549
6543,3,3,5.59647058824
6544,3,2,5.76027777778
6545,3,1,6.42625
6546,3,1,6.12555555556
6547,3,2,5.39142857143
6548,3,1,5.63769230769
6549,3,1,6.44553846154
6550,3,1,5.785
6551,3,2,5.63717948718
6552,3,1,5.7552
6553,3,2,6.32480769231
6554,3,3,6.22571428571
6555,3,1,5.1905
6556,3,1,5.12727272727
6557,3,1,5.06564102564
6558,3,1,5.76391304348
6559,3,2,5.27322580645
6560,3,1,5.4775
6561,3,2,5.87079365079
6562,3,1,5.96913043478
6563,3,3,5.80015873016
6564,3,3,5.35975
6565,3,1,5.59451612903
6566,3,3,5.91764705882
6567,3,1,5.6723255814
6568,3,1,5.27875
6569,3,1,5.67625
6570,3,2,5.62483870968
6571,3,2,6.28476923077
6572,3,3,5.53418604651
6573,3,1,5.38727272727
6575,3,3,5.50666666667
6576,3,2,5.71806451613
6577,3,1,5.84071428571
6578,3,3,6.09931034483
6579,3,2,5.854
6580,3,2,5.71803921569
6581,3,1,6.42285714286
6582,3,2,5.56846153846
6583,3,2,5.55
6584,3,3,5.99813559322
6585,3,0,4.591
6586,3,2,5.66926829268
6587,3,1,5.16131578947
6588,3,0,7.141
6589,3,1,5.7421875
6590,3,2,5.44703703704
6591,3,1,4.85177777778
6592,3,3,5.99487804878
6593,3,2,5.71153846154
6594,3,1,6.81515151515
6595,3,1,5.92666666667
6596,3,2,5.6952173913
6597,3,3,5.98943396226
6598,3,1,5.82625
6599,3,3,6.02186046512
6600,3,3,5.42804347826
6601,3,2,5.60166666667
6602,3,1,5.32862068966
6603,3,1,5.474375
6604,3,2,5.73916666667
6605,3,1,5.995
6606,3,2,5.06826086957
6607,3,2,5.38290322581
6608,3,2,6.333125
6609,3,2,5.908125
6610,3,1,6.06571428571
6611,3,1,4.75727272727
6612,3,1,6.75714285714
6613,3,1,4.7895
6614,3,1,4.69923076923
6615,3,3,6.44027777778
6616,3,0,5.46888888889
6617,3,2,5.86321428571
6618,3,2,6.68821428571
6619,3,3,5.25720588235
6620,3,1,5.37192307692
6621,3,1,5.6147826087
6622,3,1,6.04772727273
6623,3,2,5.39095238095
6624,3,1,5.59568181818
6625,3,2,5.547
6626,3,2,6.30526315789
6627,3,2,5.61714285714
6628,3,1,5.58666666667
6629,3,1,5.63344827586
6630,3,1,5.78368421053
6631,3,2,5.44431372549
6632,3,2,5.29
6633,3,3,5.95224137931
6634,3,1,5.812
6635,3,2,5.61891891892
6636,3,3,5.94470588235
6637,3,3,5.625
6638,3,2,6.485
6639,3,2,6.00290322581
6640,3,1,5.74727272727
6641,3,1,4.82206896552
6642,3,1,4.87928571429
6643,3,2,6.10396226415
6644,3,1,6.96352941176
6645,3,3,6.01327272727
6646,3,3,5.69875
6647,3,1,5.69846153846
6648,3,2,5.92404255319
6649,3,1,5.985
6650,3,1,5.685
6651,3,3,5.49876923077
6652,3,1,5.46236363636
6653,3,1,5.95243243243
6654,3,1,5.98959183673
6655,3,3,5.71196969697
6656,3,0,5.18724137931
6657,3,3,6.08
6658,3,2,5.49023255814
6659,3,2,6.19257142857
6660,3,1,5.94657534247
6661,3,3,5.87693877551
6662,3,2,5.8412195122
6663,3,2,5.32939393939
6664,3,2,6.38333333333
6665,3,2,6.4864
6666,3,2,5.56170731707
6667,3,1,5.33695652174
6668,3,1,5.82642857143
6669,3,3,6.54035714286
6670,3,1,6.37833333333
6671,3,1,5.49888888889
6672,3,3,6.115
6673,3,0,5.705
6674,3,0,5.4
6675,3,2,6.56657142857
6676,3,2,5.53325
6677,3,3,5.87796610169
6678,3,2,6.285
6679,3,2,5.25775510204
6680,3,3,6.2834375
6681,3,2,5.89787234043
6682,3,3,6.07384615385
6683,3,1,5.23577777778
6684,3,1,6.46
6685,3,2,5.66307692308
6686,3,3,4.94862068966
6687,3,2,5.61222222222
6688,3,1,6.19
6689,3,1,6.532
6690,3,3,5.9975
6691,3,1,6.8075
6692,3,2,5.6087804878
6693,3,2,6.5225
6694,3,3,5.76725806452
6695,3,1,5.29227272727
6696,3,3,5.62012658228
6697,3,2,5.80868421053
6698,3,2,5.67096774194
6699,3,3,5.4116
6700,3,2,5.52825
6701,3,3,5.62807017544
6702,3,1,5.74571428571
6703,3,1,5.79633333333
6704,3,2,6.0975
6705,3,3,6.52027777778
6706,3,2,5.8464
6707,3,3,6.54781818182
6708,3,1,5.06727272727
6709,3,2,5.78645833333
6710,3,2,6.27888888889
6711,3,2,5.2815
6712,3,3,6.11041666667
6713,3,2,5.91785714286
6714,3,2,6.61382352941
6715,3,2,7.46666666667
6716,3,3,5.41417721519
6717,3,2,6.31462962963
6718,3,1,6.39371428571
6719,3,1,6.478
6720,3,1,6.15
6721,3,2,5.33347826087
6722,3,1,5.61285714286
6723,3,1,5.19125
6724,3,1,6.39685714286
6725,3,1,5.29041666667
6726,3,3,6.37022727273
6727,3,3,6.714
6728,3,2,5.46590909091
6729,3,1,5.533125
6730,3,2,4.97297297297
6731,3,1,4.46666666667
6732,3,2,5.79754098361
6733,3,3,5.51923076923
6734,3,0,5.49733333333
6735,3,3,5.07737704918
6736,3,2,6.23032258065
6737,3,1,5.6496
6738,3,1,5.90033333333
6739,3,1,5.4322
6740,3,3,5.81811320755
6741,3,3,5.59705128205
6742,3,2,5.56393939394
6743,3,1,5.242
6744,3,2,6.15461538462
6745,3,2,5.815
6746,3,1,5.375
6747,3,2,6.19451612903
6748,3,3,5.74274509804
6749,3,2,5.65482758621
6750,3,1,5.05736842105
6751,3,3,5.81229885057
6752,3,2,5.13188405797
6753,3,1,6.35636363636
6754,3,1,5.26741935484
6755,3,3,5.38444444444
6756,3,1,6.12821428571
6757,3,2,5.06465517241
6758,3,3,6.2093877551
6759,3,1,5.825
6760,3,3,5.1722972973
6761,3,1,5.66322580645
6762,3,3,6.10716216216
6763,3,2,6.01833333333
6764,3,3,6.20130434783
6765,3,3,6.36470588235
6766,3,1,5.86
6767,3,2,5.88847826087
6768,3,1,4.96727272727
6769,3,1,6.36404761905
6770,3,2,6.23355932203
6771,3,2,5.74480769231
6772,3,1,5.98071428571
6773,3,1,5.49567567568
6774,3,1,6.01434782609
6775,3,2,5.81534883721
6776,3,1,5.33107142857
6777,3,1,5.0756
6778,3,1,6.82433333333
6779,3,3,5.73157894737
6780,3,3,5.76066666667
6781,3,2,5.89708333333
6782,3,0,6.08666666667
6783,3,2,6.03622222222
6784,3,1,5.4815
6785,3,1,5.34541666667
6786,3,1,6.21666666667
6787,3,2,5.50354166667
6788,3,1,5.2309375
6789,3,3,5.51230769231
6790,3,2,6.22558823529
6791,3,2,5.93040816327
6792,3,2,6.21707317073
6793,3,1,6.36933333333
6794,3,3,5.67318181818
6795,3,1,5.8852173913
6796,3,1,5.82083333333
6797,3,2,6.31208333333
6798,3,3,6.52723684211
6799,3,3,5.62294117647
6800,3,3,6.2371875
6801,3,1,5.912
6802,3,2,6.1456097561
6803,3,2,5.37945945946
6804,3,3,6.51112903226
6805,3,3,5.39974358974
6806,3,2,5.639
6807,3,1,6.32846153846
6808,3,1,6.13603773585
6809,3,3,5.864
6810,3,3,6.51170212766
6811,3,3,5.84890625
6812,3,1,5.42214285714
6813,3,1,5.93617647059
6814,3,2,5.43396226415
6815,3,2,6.0274137931
6816,3,3,5.60981818182
6817,3,1,4.87125
6818,3,3,5.86701754386
6819,3,1,5.78466666667
6820,3,1,5.76470588235
6821,3,1,6.06818181818
6822,3,3,5.251125
6823,3,1,5.72470588235
6824,3,1,6.04578947368
6825,3,3,6.27068181818
6826,3,2,5.82355555556
6827,3,2,5.39290322581
6828,3,1,6.91941176471
6829,3,1,5.183
6830,3,2,5.67964912281
6831,3,3,5.70026315789
6832,3,2,6.23387096774
6833,3,1,5.98461538462
6834,3,1,5.46433333333
6835,3,1,6.16166666667
6836,3,2,5.41452380952
6837,3,1,6.1565625
6838,3,2,5.80955882353
6839,3,1,4.97724137931
6840,3,2,5.26163265306
6841,3,1,6.73333333333
6842,3,1,5.96862068966
6843,3,1,6.67256410256
6844,3,1,5.82725
6845,3,3,5.72095238095
6846,3,1,5.48296296296
6847,3,1,5.111
6848,3,2,5.97857142857
6849,3,3,6.32287671233
6850,3,2,5.99827586207
6851,3,2,5.83142857143
6852,3,3,5.43732394366
6853,3,3,5.7144
6854,3,2,6.03083333333
6855,3,2,5.31210526316
6856,3,1,6.2119047619
6857,3,2,5.98294117647
6858,3,3,5.85714285714
6859,3,2,5.27615384615
6860,3,2,5.40582089552
6861,3,1,6.742
6862,3,2,5.42433333333
6863,3,3,5.87685185185
6864,3,0,5.93666666667
6865,3,2,5.04666666667
6866,3,2,5.7212962963
6867,3,2,4.97041666667
6868,3,2,5.45829787234
6869,3,1,5.9794
6870,3,2,5.77068965517
6871,3,2,5.95857142857
6872,3,3,5.91797619048
6873,3,2,5.724
6874,3,2,5.19117647059
6875,3,1,5.7735483871
6876,3,2,5.64317073171
6877,3,2,6.11703703704
6878,3,2,5.44971428571
6879,3,3,5.55395348837
6880,3,2,6.10795918367
6881,3,2,5.58511627907
6882,3,2,5.91607142857
6883,3,1,6.45260869565
6884,3,2,5.68193548387
6885,3,1,5.29
6886,3,2,6.03696428571
6887,3,1,5.92357142857
6888,3,2,5.61942857143
6889,3,2,6.0176
6890,3,2,6.45
6891,3,1,5.90066666667
6892,3,1,6.27222222222
6893,3,2,5.76033333333
6894,3,2,6.29217391304
6895,3,2,5.92564102564
6896,3,3,5.29191489362
6897,3,2,5.344375
6898,3,3,5.956
6899,3,3,5.89508196721
6900,3,2,5.1912
6901,3,2,5.36151515152
6902,3,1,5.531
6903,3,2,6.01863636364
6904,3,3,6.0325974026
6905,3,1,6.37
6907,3,1,5.29454545455
6908,3,2,5.53051282051
6909,3,1,6.155
6910,3,2,6.1874
6911,3,1,5.81793103448
6912,3,2,5.47714285714
6913,3,2,5.38833333333
6914,3,1,5.49933333333
6915,3,3,5.4192
6916,3,1,6.01533333333
6917,3,3,5.84260869565
6918,3,1,5.42882352941
6919,3,3,5.67223684211
6920,3,2,5.50018867925
6921,3,3,6.09225806452
6922,3,1,5.94421052632
6923,3,3,5.67547619048
6924,3,2,6.00810344828
6925,3,1,4.80125
6926,3,3,6.31180722892
6927,3,1,6.79619047619
6928,3,0,5.69592592593
6929,3,2,5.24553191489
6930,3,2,5.9021875
6931,3,3,5.83936507937
6932,3,2,5.70264705882
6933,3,3,5.76829787234
6934,3,1,6.01086956522
6935,3,2,5.6164516129
6936,3,2,5.45484848485
6937,3,2,5.78840909091
6938,3,2,5.92657894737
6939,3,2,5.61322580645
6940,3,3,5.78357142857
6941,3,2,5.35288888889
6942,3,2,5.66636363636
6943,3,1,6.82272727273
6944,3,3,5.9606557377
6945,3,2,5.2012195122
6946,3,3,5.70654545455
6947,3,1,5.84714285714
6948,3,1,6.78
6949,3,3,5.31058823529
6950,3,1,5.89578947368
6951,3,0,5.40888888889
6952,3,1,5.77142857143
6953,3,1,5.23526315789
6954,3,1,6.382
6955,3,2,4.66594594595
6956,3,2,5.68545454545
6957,3,3,6.08944444444
6958,3,3,5.65794871795
6959,3,2,6.25
6960,3,2,5.95297297297
6961,3,3,5.38173913043
6962,3,1,5.05428571429
6963,3,2,5.72783783784
6964,3,2,6.14962962963
6965,3,3,5.60875
6966,3,1,6.09153846154
6967,3,3,6.31938461538
6968,3,3,5.44285714286
6969,3,2,5.72134615385
6970,3,2,6.1852
6971,3,2,5.55341463415
6972,3,2,5.1570212766
6973,3,1,6.10761904762
6974,3,1,5.76138888889
6975,3,2,5.6275
6976,3,1,6.3825
6977,3,1,6.58666666667
6978,3,1,6.37857142857
6979,3,3,6.0250877193
6980,3,1,6.89318181818
6981,3,2,5.6768
6982,3,3,5.50688888889
6983,3,1,5.91909090909
6984,3,1,5.73770491803
6985,3,1,6.4564
6986,3,3,6.15658536585
6987,3,1,5.91636363636
6988,3,2,5.85875
6989,3,3,5.68172413793
6990,3,1,5.42083333333
6991,3,1,5.83652173913
6992,3,2,6.28413793103
6993,3,1,5.99777777778
6994,3,1,5.99227272727
6995,3,1,5.5929787234
6996,3,2,5.69542857143
6997,3,2,5.97653846154
6998,3,1,5.34888888889
6999,3,1,5.85722222222
7000,3,2,5.95595744681
7001,3,2,5.63245283019
7002,3,2,5.90735294118
7003,3,3,6.12209677419
7004,3,2,5.89166666667
7005,3,1,6.67454545455
7006,3,1,7.09055555556
7007,3,2,5.74859649123
7008,3,1,5.82684210526
7009,3,1,5.57333333333
7010,3,1,7.15727272727
7011,3,1,6.37363636364
7012,3,1,6.57363636364
7013,3,1,6.1656
7014,3,1,5.34941176471
7015,3,2,4.71222222222
7016,3,1,6.7284
7017,3,2,5.32142857143
