id,set,human_score,misspell_words
3145,2,4,19
3146,2,3,11
3147,2,2,1
3148,2,3,10
3149,2,3,8
3150,2,4,16
3151,2,3,6
3152,2,4,20
3153,2,4,27
3154,2,3,6
3155,2,3,9
3156,2,4,15
3157,2,4,8
3158,2,2,13
3159,2,1,9
3160,2,3,1
3161,2,3,28
3162,2,4,16
3163,2,5,6
3164,2,3,18
3165,2,4,13
3166,2,4,11
3167,2,3,4
3168,2,4,11
3169,2,3,22
3170,2,3,31
3171,2,5,11
3172,2,4,51
3173,2,3,25
3174,2,3,22
3175,2,4,22
3176,2,4,12
3177,2,1,18
3178,2,4,3
3179,2,4,12
3180,2,3,19
3181,2,4,26
3182,2,2,23
3183,2,3,19
3184,2,3,37
3185,2,4,18
3186,2,2,20
3187,2,3,14
3188,2,3,17
3189,2,4,10
3190,2,4,6
3191,2,4,24
3192,2,3,11
3193,2,3,13
3194,2,3,17
3195,2,4,13
3196,2,4,35
3197,2,3,7
3198,2,2,14
3199,2,4,15
3200,2,4,20
3201,2,4,27
3202,2,5,24
3203,2,4,9
3204,2,3,42
3205,2,3,17
3206,2,4,3
3207,2,3,16
3208,2,4,14
3209,2,3,12
3210,2,4,36
3211,2,3,29
3212,2,4,2
3213,2,4,18
3214,2,4,34
3215,2,3,22
3216,2,4,12
3217,2,4,13
3218,2,3,14
3219,2,4,25
3220,2,3,30
3221,2,3,55
3222,2,3,13
3223,2,3,6
3224,2,3,15
3225,2,4,7
3226,2,4,6
3227,2,3,25
3228,2,4,13
3229,2,4,19
3230,2,2,5
3231,2,4,50
3232,2,3,11
3233,2,3,3
3234,2,3,19
3235,2,4,36
3236,2,4,20
3237,2,2,8
3238,2,2,12
3239,2,4,7
3240,2,2,21
3241,2,1,9
3242,2,4,10
3243,2,4,30
3244,2,2,5
3245,2,2,3
3246,2,3,8
3247,2,4,15
3248,2,4,23
3249,2,3,25
3250,2,2,10
3251,2,3,11
3252,2,4,16
3253,2,4,12
3254,2,5,37
3255,2,3,24
3256,2,3,22
3257,2,1,12
3258,2,4,26
3259,2,2,4
3260,2,4,46
3261,2,4,11
3262,2,4,17
3263,2,4,16
3264,2,2,6
3265,2,4,43
3266,2,4,20
3267,2,3,28
3268,2,3,16
3269,2,4,6
3270,2,3,6
3271,2,4,40
3272,2,2,17
3273,2,4,31
3274,2,4,7
3275,2,3,26
3276,2,3,20
3277,2,5,37
3278,2,4,25
3279,2,4,28
3280,2,3,7
3281,2,4,31
3282,2,4,25
3283,2,3,34
3284,2,4,6
3285,2,4,10
3286,2,3,15
3287,2,3,22
3288,2,4,10
3289,2,3,12
3290,2,4,27
3291,2,5,15
3292,2,4,22
3293,2,4,19
3294,2,4,23
3295,2,3,8
3296,2,4,13
3297,2,3,13
3298,2,4,37
3299,2,4,45
3300,2,4,23
3301,2,3,22
3302,2,4,19
3303,2,3,19
3304,2,3,3
3305,2,3,22
3306,2,5,37
3307,2,3,11
3308,2,4,11
3309,2,4,13
3310,2,6,18
3311,2,4,6
3312,2,4,25
3313,2,3,5
3314,2,3,13
3315,2,4,13
3316,2,3,23
3317,2,3,23
3318,2,3,27
3319,2,3,10
3320,2,4,1
3321,2,4,31
3322,2,3,15
3323,2,4,12
3324,2,3,5
3325,2,4,21
3326,2,3,9
3327,2,3,18
3328,2,3,17
3329,2,3,9
3330,2,3,2
3331,2,4,21
3332,2,3,4
3333,2,3,12
3334,2,4,40
3335,2,4,9
3336,2,3,24
3337,2,4,13
3338,2,3,6
3339,2,4,10
3340,2,4,26
3341,2,3,16
3342,2,4,12
3343,2,5,32
3344,2,3,17
3345,2,3,6
3346,2,2,5
3347,2,4,11
3348,2,4,8
3349,2,3,6
3350,2,3,16
3351,2,4,8
3352,2,2,6
3353,2,2,10
3354,2,3,13
3355,2,3,28
3356,2,3,19
3357,2,3,26
3358,2,3,29
3359,2,2,20
3360,2,4,13
3361,2,4,27
3362,2,4,7
3363,2,2,24
3364,2,4,6
3365,2,3,17
3366,2,4,10
3367,2,4,7
3368,2,4,19
3369,2,3,17
3370,2,4,22
3371,2,3,12
3372,2,3,15
3373,2,3,5
3374,2,4,1
3375,2,3,19
3376,2,4,17
3377,2,2,12
3378,2,3,13
3379,2,1,38
3380,2,3,22
3381,2,3,14
3382,2,4,10
3383,2,5,31
3384,2,4,19
3385,2,4,18
3386,2,4,22
3387,2,3,24
3388,2,3,10
3389,2,3,32
3390,2,3,26
3391,2,4,31
3392,2,3,16
3393,2,3,10
3394,2,3,11
3395,2,3,6
3396,2,3,18
3397,2,4,17
3398,2,4,10
3399,2,4,22
3400,2,3,33
3401,2,3,8
3402,2,4,13
3403,2,3,13
3404,2,4,9
3405,2,3,19
3406,2,4,9
3407,2,4,9
3408,2,3,7
3409,2,3,25
3410,2,3,18
3411,2,4,12
3412,2,4,37
3413,2,3,7
3414,2,4,17
3415,2,3,11
3416,2,3,13
3417,2,3,28
3418,2,5,110
3419,2,2,56
3420,2,4,20
3421,2,4,21
3422,2,2,18
3423,2,2,6
3424,2,4,16
3425,2,4,9
3426,2,1,6
3427,2,4,16
3428,2,6,21
3429,2,2,27
3430,2,3,14
3431,2,3,10
3432,2,4,32
3433,2,3,3
3434,2,2,14
3435,2,2,25
3436,2,4,10
3437,2,3,19
3438,2,3,15
3439,2,3,8
3440,2,4,24
3441,2,2,10
3442,2,4,13
3443,2,4,26
3444,2,4,4
3445,2,4,17
3446,2,4,9
3447,2,4,35
3448,2,3,8
3449,2,4,18
3450,2,3,31
3451,2,4,6
3452,2,3,13
3453,2,4,8
3454,2,2,6
3455,2,3,32
3456,2,3,22
3457,2,3,23
3458,2,4,19
3459,2,3,13
3460,2,4,29
3461,2,3,10
3462,2,3,14
3463,2,3,11
3464,2,4,22
3465,2,3,13
3466,2,3,21
3467,2,4,22
3468,2,4,7
3469,2,4,24
3470,2,4,30
3471,2,3,15
3472,2,3,15
3473,2,2,6
3474,2,4,7
3475,2,2,8
3476,2,3,19
3477,2,3,40
3478,2,2,6
3479,2,3,5
3480,2,3,12
3481,2,4,4
3482,2,3,5
3483,2,4,13
3484,2,3,14
3485,2,4,30
3486,2,1,4
3487,2,4,21
3488,2,3,12
3489,2,3,4
3490,2,4,18
3491,2,2,5
3492,2,4,21
3493,2,2,4
3494,2,2,30
3495,2,4,9
3496,2,4,18
3497,2,3,22
3498,2,4,11
3499,2,2,14
3500,2,2,10
3501,2,4,23
3502,2,3,12
3503,2,3,5
3504,2,4,26
3505,2,3,25
3506,2,4,5
3507,2,4,19
3508,2,3,15
3509,2,5,21
3510,2,3,54
3511,2,3,11
3512,2,4,17
3513,2,3,6
3514,2,4,16
3515,2,3,13
3516,2,4,12
3517,2,2,5
3518,2,4,21
3519,2,4,31
3520,2,4,17
3521,2,4,10
3522,2,3,10
3523,2,4,28
3524,2,4,10
3525,2,3,23
3526,2,3,8
3527,2,4,22
3528,2,4,22
3529,2,4,7
3530,2,4,20
3531,2,4,29
3532,2,3,0
3533,2,4,10
3534,2,3,7
3535,2,3,30
3536,2,3,4
3537,2,4,19
3538,2,3,32
3539,2,4,11
3540,2,3,20
3541,2,4,36
3542,2,4,30
3543,2,3,6
3544,2,4,48
3545,2,4,25
3546,2,4,17
3547,2,4,34
3548,2,3,6
3549,2,4,27
3550,2,4,14
3551,2,3,17
3552,2,3,15
3553,2,3,6
3554,2,3,4
3555,2,4,18
3556,2,1,6
3557,2,3,11
3558,2,3,16
3559,2,3,40
3560,2,3,17
3561,2,3,8
3562,2,3,14
3563,2,3,15
3564,2,4,10
3565,2,4,46
3566,2,4,19
3567,2,4,18
3568,2,5,18
3569,2,3,13
3570,2,5,12
3571,2,4,27
3572,2,2,20
3573,2,4,7
3574,2,4,17
3575,2,3,35
3576,2,3,11
3577,2,4,13
3578,2,4,22
3579,2,4,45
3580,2,3,25
3581,2,3,27
3582,2,3,18
3583,2,3,14
3584,2,4,11
3585,2,3,16
3586,2,3,7
3587,2,3,8
3588,2,2,36
3589,2,4,21
3590,2,2,63
3591,2,3,35
3592,2,3,18
3593,2,4,12
3594,2,4,49
3595,2,4,38
3596,2,4,41
3597,2,2,3
3598,2,3,2
3599,2,3,19
3600,2,4,3
3601,2,4,9
3602,2,3,20
3603,2,2,2
3604,2,3,16
3605,2,3,22
3606,2,4,7
3607,2,4,12
3608,2,4,10
3609,2,4,31
3610,2,3,18
3611,2,2,8
3612,2,4,9
3613,2,4,17
3614,2,4,32
3615,2,4,16
3616,2,4,9
3617,2,3,10
3618,2,4,53
3619,2,4,11
3620,2,4,17
3621,2,4,28
3622,2,5,32
3623,2,3,7
3624,2,4,11
3625,2,3,18
3626,2,5,32
3627,2,4,12
3628,2,4,4
3629,2,4,21
3630,2,3,12
3631,2,3,8
3632,2,3,11
3633,2,3,14
3634,2,3,22
3635,2,3,16
3636,2,4,29
3637,2,4,8
3638,2,4,6
3639,2,3,13
3640,2,4,8
3641,2,2,8
3642,2,3,17
3643,2,2,3
3644,2,4,3
3645,2,3,4
3646,2,4,5
3647,2,4,9
3648,2,5,12
3649,2,4,19
3650,2,4,5
3651,2,4,9
3652,2,4,56
3653,2,4,45
3654,2,4,10
3655,2,3,14
3656,2,2,7
3657,2,4,10
3658,2,5,36
3659,2,3,4
3660,2,3,11
3661,2,4,20
3662,2,4,13
3663,2,2,24
3664,2,4,15
3665,2,3,17
3666,2,3,12
3667,2,2,33
3668,2,4,18
3669,2,4,29
3670,2,1,16
3671,2,3,13
3672,2,3,23
3673,2,3,20
3674,2,4,15
3675,2,3,26
3676,2,4,17
3677,2,4,25
3678,2,4,6
3679,2,3,35
3680,2,3,16
3681,2,3,20
3682,2,4,13
3683,2,4,10
3684,2,3,7
3685,2,2,4
3686,2,3,19
3687,2,4,38
3688,2,4,11
3689,2,4,24
3690,2,3,21
3691,2,4,12
3692,2,4,13
3693,2,3,21
3694,2,3,22
3695,2,3,23
3696,2,4,18
3697,2,4,41
3698,2,4,15
3699,2,2,9
3700,2,4,13
3701,2,3,9
3702,2,3,5
3703,2,3,17
3704,2,4,4
3705,2,2,26
3706,2,3,19
3707,2,5,13
3708,2,4,18
3709,2,3,28
3710,2,2,20
3711,2,3,6
3712,2,3,11
3713,2,4,5
3714,2,2,8
3715,2,4,7
3716,2,3,40
3717,2,3,12
3718,2,3,34
3719,2,4,75
3720,2,3,11
3721,2,4,8
3722,2,5,15
3723,2,5,15
3724,2,2,26
3725,2,3,13
3726,2,4,3
3727,2,3,17
3728,2,4,6
3729,2,3,11
3730,2,3,16
3731,2,3,10
3732,2,3,27
3733,2,3,16
3734,2,2,24
3735,2,3,21
3736,2,4,40
3737,2,4,23
3738,2,3,24
3739,2,2,6
3740,2,4,22
3741,2,2,4
3742,2,4,12
3743,2,3,15
3744,2,3,12
3745,2,2,37
3746,2,4,22
3747,2,4,10
3748,2,4,17
3749,2,3,15
3750,2,4,5
3751,2,4,18
3752,2,4,18
3753,2,3,12
3754,2,3,17
3755,2,4,18
3756,2,4,8
3757,2,3,30
3758,2,3,10
3759,2,2,3
3760,2,4,25
3761,2,4,32
3762,2,2,15
3763,2,4,15
3764,2,3,10
3765,2,4,16
3766,2,3,6
3767,2,4,12
3768,2,4,53
3769,2,3,22
3770,2,4,9
3771,2,4,24
3772,2,3,39
3773,2,3,20
3774,2,3,17
3775,2,4,18
3776,2,4,17
3777,2,4,20
3778,2,3,27
3779,2,2,8
3780,2,4,35
3781,2,4,12
3782,2,3,12
3783,2,4,29
3784,2,5,29
3785,2,2,18
3786,2,4,23
3787,2,3,16
3788,2,4,6
3789,2,3,16
3790,2,3,11
3791,2,4,18
3792,2,3,12
3793,2,5,18
3794,2,3,4
3795,2,4,6
3796,2,4,1
3797,2,3,3
3798,2,4,24
3799,2,3,11
3800,2,3,32
3801,2,2,14
3802,2,4,5
3803,2,3,2
3804,2,4,18
3805,2,3,13
3806,2,3,12
3807,2,4,7
3808,2,3,2
3809,2,5,31
3810,2,3,27
3811,2,3,24
3812,2,3,12
3813,2,2,6
3814,2,3,34
3815,2,4,15
3816,2,3,8
3817,2,3,11
3818,2,4,8
3819,2,4,24
3820,2,3,7
3821,2,3,13
3822,2,3,12
3823,2,3,7
3824,2,4,22
3825,2,4,11
3826,2,4,33
3827,2,4,16
3828,2,3,9
3829,2,3,10
3830,2,4,24
3831,2,3,3
3832,2,4,24
3833,2,4,31
3834,2,3,20
3835,2,4,24
3836,2,4,19
3837,2,3,4
3838,2,3,8
3839,2,3,22
3840,2,4,16
3841,2,3,18
3842,2,3,27
3843,2,3,14
3844,2,4,18
3845,2,2,7
3846,2,4,35
3847,2,4,36
3848,2,4,23
3849,2,4,15
3850,2,3,13
3851,2,3,9
3852,2,3,13
3853,2,4,16
3854,2,3,9
3855,2,3,27
3856,2,4,19
3857,2,3,26
3858,2,3,14
3859,2,3,46
3860,2,3,25
3861,2,3,19
3862,2,5,17
3863,2,3,21
3864,2,4,18
3865,2,4,20
3866,2,4,9
3867,2,3,7
3868,2,4,11
3869,2,3,19
3870,2,3,11
3871,2,4,3
3872,2,4,39
3873,2,5,60
3874,2,3,16
3875,2,5,13
3876,2,4,8
3877,2,4,26
3878,2,3,2
3879,2,1,1
3880,2,3,9
3881,2,5,12
3882,2,3,9
3883,2,1,5
3884,2,3,22
3885,2,3,12
3886,2,3,16
3887,2,4,6
3888,2,5,10
3889,2,4,6
3890,2,3,14
3891,2,3,10
3892,2,3,6
3893,2,4,13
3894,2,3,29
3895,2,4,19
3896,2,4,24
3897,2,4,7
3898,2,3,9
3899,2,4,4
3900,2,3,16
3901,2,3,12
3902,2,4,22
3903,2,2,3
3904,2,4,17
3905,2,3,16
3906,2,4,20
3907,2,4,11
3908,2,5,21
3909,2,4,3
3910,2,3,38
3911,2,3,21
3912,2,3,17
3913,2,3,18
3914,2,3,25
3915,2,3,7
3916,2,4,8
3917,2,3,10
3918,2,4,22
3919,2,4,21
3920,2,4,20
3921,2,3,17
3922,2,3,40
3923,2,4,11
3924,2,3,21
3925,2,5,19
3926,2,3,38
3927,2,3,15
3928,2,3,18
3929,2,3,13
3930,2,3,11
3931,2,4,10
3932,2,4,18
3933,2,3,19
3934,2,4,26
3935,2,3,25
3936,2,3,40
3937,2,5,20
3938,2,3,16
3939,2,4,25
3940,2,4,9
3941,2,2,4
3942,2,3,38
3943,2,4,8
3944,2,4,16
3945,2,3,14
3946,2,4,12
3947,2,3,43
3948,2,3,8
3949,2,4,5
3950,2,3,14
3951,2,5,23
3952,2,2,24
3953,2,4,21
3954,2,4,26
3955,2,4,18
3956,2,4,33
3957,2,2,6
3958,2,3,20
3959,2,3,14
3960,2,4,19
3961,2,4,45
3962,2,4,23
3963,2,4,16
3964,2,3,24
3965,2,4,41
3966,2,3,26
3967,2,3,4
3968,2,3,26
3969,2,3,38
3970,2,4,30
3971,2,3,3
3972,2,4,4
3973,2,3,10
3974,2,2,4
3975,2,4,13
3976,2,4,0
3977,2,4,17
3978,2,4,18
3979,2,3,9
3980,2,3,13
3981,2,4,18
3982,2,4,22
3983,2,5,55
3984,2,4,24
3985,2,3,18
3986,2,3,10
3987,2,3,9
3988,2,4,14
3989,2,4,17
3990,2,4,10
3991,2,4,32
3992,2,4,25
3993,2,3,13
3994,2,4,9
3995,2,3,7
3996,2,4,29
3997,2,3,17
3998,2,4,7
3999,2,4,14
4000,2,2,18
4001,2,4,11
4002,2,3,14
4003,2,4,10
4004,2,2,17
4005,2,4,7
4006,2,3,18
4007,2,3,29
4008,2,2,4
4009,2,1,15
4010,2,4,38
4011,2,3,38
4012,2,4,3
4013,2,3,8
4014,2,4,19
4015,2,4,21
4016,2,4,19
4017,2,3,18
4018,2,4,18
4019,2,3,18
4020,2,3,13
4021,2,4,14
4022,2,4,8
4023,2,4,15
4024,2,1,4
4025,2,4,34
4026,2,5,9
4027,2,4,15
4028,2,5,27
4029,2,3,26
4030,2,3,11
4031,2,3,6
4032,2,3,17
4033,2,5,11
4034,2,3,21
4035,2,3,13
4036,2,4,24
4037,2,3,43
4038,2,4,26
4039,2,4,20
4040,2,3,16
4041,2,3,28
4042,2,3,15
4043,2,3,13
4044,2,5,28
4045,2,3,7
4046,2,4,2
4047,2,3,4
4048,2,3,9
4049,2,4,41
4050,2,2,22
4051,2,3,22
4052,2,3,23
4053,2,4,13
4054,2,3,17
4055,2,4,6
4056,2,3,19
4057,2,3,24
4058,2,4,14
4059,2,4,17
4060,2,5,14
4061,2,6,36
4062,2,4,24
4063,2,3,21
4064,2,3,7
4065,2,3,8
4066,2,3,36
4067,2,4,19
4068,2,3,24
4069,2,4,25
4070,2,4,11
4071,2,4,10
4072,2,4,8
4073,2,4,12
4074,2,4,15
4075,2,3,17
4076,2,3,9
4077,2,3,11
4078,2,4,23
4079,2,4,22
4080,2,4,21
4081,2,4,21
4082,2,4,11
4083,2,4,10
4084,2,4,33
4085,2,3,8
4086,2,3,14
4087,2,4,6
4088,2,4,20
4089,2,4,42
4090,2,3,14
4091,2,3,39
4092,2,4,27
4093,2,4,13
4094,2,4,27
4095,2,4,32
4096,2,3,56
4097,2,2,37
4098,2,3,7
4099,2,4,7
4100,2,3,17
4101,2,4,7
4102,2,4,11
4103,2,4,14
4104,2,3,8
4105,2,3,16
4106,2,3,11
4107,2,3,20
4108,2,6,20
4109,2,4,29
4110,2,3,17
4111,2,4,48
4112,2,2,8
4113,2,3,24
4114,2,4,24
4115,2,2,5
4116,2,4,14
4117,2,4,29
4118,2,3,22
4119,2,3,25
4120,2,2,12
4121,2,3,15
4122,2,3,13
4123,2,4,18
4124,2,2,16
4125,2,4,14
4126,2,4,7
4127,2,4,5
4128,2,4,10
4129,2,4,31
4130,2,4,33
4131,2,3,49
4132,2,3,18
4133,2,4,9
4134,2,4,29
4135,2,2,22
4136,2,2,11
4137,2,4,26
4138,2,4,8
4139,2,4,6
4140,2,2,9
4141,2,5,33
4142,2,4,15
4143,2,3,25
4144,2,4,13
4145,2,4,7
4146,2,3,29
4147,2,4,6
4148,2,4,25
4149,2,3,32
4150,2,3,2
4151,2,3,13
4152,2,3,8
4153,2,3,6
4154,2,4,16
4155,2,3,24
4156,2,3,6
4157,2,4,7
4158,2,4,11
4159,2,3,4
4160,2,3,22
4161,2,3,21
4162,2,5,24
4163,2,3,13
4164,2,3,34
4165,2,5,19
4166,2,3,18
4167,2,3,12
4168,2,4,16
4169,2,4,8
4170,2,3,16
4171,2,4,12
4172,2,4,11
4173,2,3,20
4174,2,4,46
4175,2,3,18
4176,2,5,40
4177,2,4,29
4178,2,4,24
4179,2,3,4
4180,2,4,15
4181,2,3,9
4182,2,4,16
4183,2,4,35
4184,2,3,29
4185,2,4,11
4186,2,3,11
4187,2,3,25
4188,2,3,13
4189,2,3,13
4190,2,4,15
4191,2,2,2
4192,2,4,28
4193,2,3,10
4194,2,4,21
4195,2,4,16
4196,2,3,28
4197,2,3,28
4198,2,4,22
4199,2,4,8
4200,2,2,14
4201,2,4,15
4202,2,5,11
4203,2,4,36
4204,2,3,8
4205,2,3,12
4206,2,3,17
4207,2,3,34
4208,2,5,31
4209,2,4,22
4210,2,2,11
4211,2,2,11
4212,2,4,10
4213,2,4,12
4214,2,4,17
4215,2,4,2
4216,2,3,10
4217,2,6,21
4218,2,4,2
4219,2,5,35
4220,2,4,24
4221,2,2,16
4222,2,4,33
4223,2,3,15
4224,2,3,8
4225,2,3,32
4226,2,4,12
4227,2,4,5
4228,2,4,17
4229,2,4,11
4230,2,4,18
4231,2,2,9
4232,2,4,25
4233,2,3,19
4234,2,3,13
4235,2,3,2
4236,2,2,4
4237,2,3,10
4238,2,3,12
4239,2,3,20
4240,2,2,14
4241,2,4,7
4242,2,3,26
4243,2,3,10
4244,2,4,28
4245,2,2,8
4246,2,4,9
4247,2,2,15
4248,2,4,13
4249,2,3,18
4250,2,5,25
4251,2,4,24
4252,2,4,11
4253,2,1,22
4254,2,4,19
4255,2,3,8
4256,2,3,15
4257,2,4,25
4258,2,2,26
4259,2,3,18
4260,2,3,8
4261,2,4,36
4262,2,4,8
4263,2,3,17
4264,2,2,12
4265,2,4,18
4266,2,3,24
4267,2,4,25
4268,2,3,13
4269,2,3,2
4270,2,3,10
4271,2,4,11
4272,2,4,14
4273,2,3,6
4274,2,3,11
4275,2,4,12
4276,2,4,5
4277,2,4,25
4278,2,4,16
4279,2,3,16
4280,2,3,20
4281,2,4,23
4282,2,3,15
4283,2,4,24
4284,2,2,3
4285,2,3,14
4286,2,3,27
4287,2,4,7
4288,2,3,16
4289,2,4,10
4290,2,4,13
4291,2,3,6
4292,2,3,2
4293,2,4,18
4294,2,4,18
4295,2,3,29
4296,2,3,21
4297,2,3,12
4298,2,4,17
4299,2,3,15
4300,2,4,17
4301,2,3,20
4302,2,3,23
4303,2,4,2
4304,2,4,12
4305,2,4,25
4306,2,3,30
4307,2,4,12
4308,2,4,20
4309,2,2,8
4310,2,2,9
4311,2,3,8
4312,2,4,15
4313,2,3,19
4314,2,3,8
4315,2,3,8
4316,2,3,4
4317,2,3,10
4318,2,4,18
4319,2,2,4
4320,2,2,10
4321,2,4,37
4322,2,3,15
4323,2,3,13
4324,2,3,20
4325,2,3,22
4326,2,4,10
4327,2,2,25
4328,2,3,8
4329,2,4,9
4330,2,3,31
4331,2,3,32
4332,2,4,13
4333,2,3,1
4334,2,3,10
4335,2,2,2
4336,2,3,26
4337,2,5,23
4338,2,3,18
4339,2,2,23
4340,2,3,13
4341,2,3,26
4342,2,4,30
4343,2,1,4
4344,2,4,27
4345,2,4,11
4346,2,3,7
4347,2,3,5
4348,2,3,10
4349,2,3,13
4350,2,4,13
4351,2,5,27
4352,2,4,5
4353,2,2,7
4354,2,3,7
4355,2,6,7
4356,2,2,13
4357,2,3,10
4358,2,4,15
4359,2,3,37
4360,2,3,7
4361,2,4,12
4362,2,2,16
4363,2,3,15
4364,2,2,9
4365,2,4,26
4366,2,4,22
4367,2,4,14
4368,2,3,8
4369,2,1,35
4370,2,4,36
4371,2,4,10
4372,2,4,8
4373,2,4,5
4374,2,1,2
4375,2,4,12
4376,2,3,7
4377,2,4,42
4378,2,3,19
4379,2,4,37
4380,2,3,3
4381,2,3,41
4382,2,2,1
4383,2,3,10
4384,2,4,13
4385,2,4,14
4386,2,3,37
4387,2,3,14
4388,2,4,17
4389,2,4,16
4390,2,4,13
4391,2,3,23
4392,2,5,63
4393,2,3,22
4394,2,4,8
4395,2,3,14
4396,2,4,8
4397,2,3,17
4398,2,4,19
4399,2,3,11
4400,2,4,4
4401,2,5,33
4402,2,3,30
4403,2,4,15
4404,2,4,36
4405,2,4,5
4406,2,4,8
4407,2,3,13
4408,2,3,14
4409,2,3,25
4410,2,4,17
4411,2,4,17
4412,2,5,14
4413,2,4,13
4414,2,4,18
4415,2,4,9
4416,2,3,27
4417,2,5,37
4418,2,3,16
4419,2,5,34
4420,2,5,34
4421,2,4,16
4422,2,4,21
4423,2,2,10
4424,2,2,6
4425,2,4,26
4426,2,3,39
4427,2,3,11
4428,2,4,9
4429,2,4,10
4430,2,4,18
4431,2,3,11
4432,2,3,9
4433,2,4,24
4434,2,3,16
4435,2,4,10
4436,2,4,0
4437,2,3,0
4438,2,3,26
4439,2,4,22
4440,2,4,17
4441,2,3,14
4442,2,4,13
4443,2,4,9
4444,2,3,14
4445,2,3,51
4446,2,3,7
4447,2,3,12
4448,2,4,33
4449,2,4,17
4450,2,3,25
4451,2,4,9
4452,2,3,20
4453,2,4,20
4454,2,1,1
4455,2,4,8
4456,2,3,27
4457,2,3,11
4458,2,4,22
4459,2,5,14
4460,2,4,9
4461,2,4,15
4462,2,4,41
4463,2,4,27
4464,2,2,13
4465,2,4,25
4466,2,2,9
4467,2,3,18
4468,2,3,15
4469,2,4,9
4470,2,3,5
4471,2,4,17
4472,2,3,7
4473,2,4,10
4474,2,4,13
4475,2,2,2
4476,2,3,39
4477,2,3,24
4478,2,4,8
4479,2,4,16
4480,2,4,10
4481,2,3,26
4482,2,3,10
4483,2,3,25
4484,2,4,23
4485,2,3,36
4486,2,4,26
4487,2,3,24
4488,2,3,12
4489,2,4,17
4490,2,3,12
4491,2,4,16
4492,2,3,11
4493,2,4,25
4494,2,4,7
4495,2,4,14
4496,2,4,12
4497,2,4,15
4498,2,4,7
4499,2,4,37
4500,2,2,17
4501,2,4,20
4502,2,3,14
4503,2,4,26
4504,2,3,7
4505,2,3,9
4506,2,3,7
4507,2,2,8
4508,2,4,6
4509,2,3,3
4510,2,4,15
4511,2,5,12
4512,2,4,5
4513,2,4,8
4514,2,4,15
4515,2,3,11
4516,2,3,13
4517,2,3,4
4518,2,3,13
4519,2,3,25
4520,2,4,15
4521,2,4,22
4522,2,3,20
4523,2,4,6
4524,2,3,29
4525,2,3,7
4526,2,3,12
4527,2,4,8
4528,2,4,9
4529,2,3,37
