id,set,human_score,bag_of_words_score
6471,3,1,0
6472,3,3,5.83052460328
6473,3,2,1.72731711428
6474,3,2,5.47094331868
6475,3,1,1.00815454506
6476,3,3,7.63174839673
6477,3,2,1.00815454506
6478,3,3,0
6479,3,0,1.00815454506
6480,3,2,4.31829278569
6481,3,1,0
6482,3,1,0
6483,3,3,12.2390331583
6484,3,3,9.93373209229
6485,3,3,7.77292701424
6486,3,2,5.6154393066
6487,3,3,1.5122318176
6488,3,1,1.5122318176
6489,3,2,2.01630909013
6490,3,1,1.72731711428
6491,3,3,7.77292701424
6492,3,2,4.10320748901
6493,3,2,4.60728476154
6494,3,3,2.73547165934
6495,3,2,0
6496,3,1,2.59097567141
6497,3,2,2.59097567141
6498,3,2,0
6499,3,1,0
6500,3,2,2.01630909013
6501,3,1,2.01630909013
6502,3,2,3.02446363519
6503,3,2,2.73547165934
6504,3,1,1.5122318176
6505,3,3,0
6506,3,1,0
6507,3,3,3.02446363519
6508,3,2,0
6509,3,1,2.59097567141
6510,3,2,2.59097567141
6511,3,2,2.01630909013
6512,3,3,0
6513,3,2,0
6514,3,1,0
6515,3,1,5.18195134283
6516,3,3,5.18195134283
6517,3,1,0
6518,3,1,0
6519,3,2,0
6520,3,2,3.45463422855
6521,3,2,0
6522,3,2,2.01630909013
6523,3,2,5.18195134283
6524,3,2,4.31829278569
6525,3,2,2.01630909013
6526,3,1,1.5122318176
6527,3,2,5.47094331868
6528,3,2,0
6529,3,2,3.52854090772
6530,3,3,7.05708181544
6531,3,1,0
6532,3,3,8.4215002747
6533,3,2,2.59097567141
6534,3,1,0
6535,3,2,0
6536,3,2,0
6537,3,1,0
6538,3,0,0
6539,3,1,1.00815454506
6540,3,2,0
6541,3,2,3.45463422855
6542,3,2,5.18195134283
6543,3,3,2.01630909013
6544,3,2,0
6545,3,1,0
6546,3,1,0
6547,3,2,0
6548,3,1,1.5122318176
6549,3,1,6.04560989996
6550,3,1,1.5122318176
6551,3,2,2.59097567141
6552,3,1,0.863658557138
6553,3,2,4.31829278569
6554,3,3,8.56599626262
6555,3,1,0
6556,3,1,1.5122318176
6557,3,1,2.01630909013
6558,3,1,0
6559,3,2,0
6560,3,1,1.5122318176
6561,3,2,0
6562,3,1,2.52038636266
6563,3,3,6.04560989996
6564,3,3,3.45463422855
6565,3,1,4.60728476154
6566,3,3,5.18195134283
6567,3,1,3.7436262044
6568,3,1,0
6569,3,1,0
6570,3,2,0
6571,3,2,5.97502059121
6572,3,3,4.03261818025
6573,3,1,0
6575,3,3,6.33460187581
6576,3,2,2.59097567141
6577,3,1,3.59913021648
6578,3,3,0
6579,3,2,0
6580,3,2,0
6581,3,1,2.59097567141
6582,3,2,3.45463422855
6583,3,2,0
6584,3,3,4.60728476154
6585,3,0,0
6586,3,2,4.53669545279
6587,3,1,0
6588,3,0,1.72731711428
6589,3,1,2.52038636266
6590,3,2,1.5122318176
6591,3,1,0
6592,3,3,5.18195134283
6593,3,2,0
6594,3,1,3.45463422855
6595,3,1,3.23954893187
6596,3,2,0
6597,3,3,2.01630909013
6598,3,1,0
6599,3,3,1.00815454506
6600,3,3,5.11136203407
6601,3,2,1.5122318176
6602,3,1,0
6603,3,1,2.01630909013
6604,3,2,1.00815454506
6605,3,1,0
6606,3,2,0
6607,3,2,0
6608,3,2,0
6609,3,2,2.01630909013
6610,3,1,0
6611,3,1,0
6612,3,1,2.59097567141
6613,3,1,0
6614,3,1,1.00815454506
6615,3,3,2.59097567141
6616,3,0,0
6617,3,2,0
6618,3,2,2.59097567141
6619,3,3,3.02446363519
6620,3,1,0
6621,3,1,0
6622,3,1,5.32644733075
6623,3,2,4.31829278569
6624,3,1,1.00815454506
6625,3,2,1.00815454506
6626,3,2,1.00815454506
6627,3,2,0
6628,3,1,1.5122318176
6629,3,1,1.5122318176
6630,3,1,0
6631,3,2,6.11951657914
6632,3,2,1.72731711428
6633,3,3,0
6634,3,1,1.00815454506
6635,3,2,2.01630909013
6636,3,3,0
6637,3,3,3.45463422855
6638,3,2,0
6639,3,2,3.52854090772
6640,3,1,0
6641,3,1,0
6642,3,1,1.00815454506
6643,3,2,4.31829278569
6644,3,1,0
6645,3,3,2.59097567141
6646,3,3,1.5122318176
6647,3,1,1.5122318176
6648,3,2,0
6649,3,1,0
6650,3,1,0
6651,3,3,4.31829278569
6652,3,1,1.5122318176
6653,3,1,3.45463422855
6654,3,1,3.45463422855
6655,3,3,3.02446363519
6656,3,0,0
6657,3,3,0
6658,3,2,0
6659,3,2,0
6660,3,1,3.52854090772
6661,3,3,0
6662,3,2,5.83052460328
6663,3,2,0
6664,3,2,5.18195134283
6665,3,2,0
6666,3,2,3.45463422855
6667,3,1,1.5122318176
6668,3,1,1.5122318176
6669,3,3,0
6670,3,1,1.72731711428
6671,3,1,1.5122318176
6672,3,3,0
6673,3,0,0
6674,3,0,0
6675,3,2,2.59097567141
6676,3,2,0
6677,3,3,4.60728476154
6678,3,2,2.01630909013
6679,3,2,2.52038636266
6680,3,3,4.31829278569
6681,3,2,0
6682,3,3,0
6683,3,1,2.59097567141
6684,3,1,1.5122318176
6685,3,2,1.5122318176
6686,3,3,1.5122318176
6687,3,2,2.52038636266
6688,3,1,1.72731711428
6689,3,1,3.45463422855
6690,3,3,3.45463422855
6691,3,1,6.9092684571
6692,3,2,2.59097567141
6693,3,2,6.9092684571
6694,3,3,2.59097567141
6695,3,1,2.01630909013
6696,3,3,2.59097567141
6697,3,2,1.5122318176
6698,3,2,0
6699,3,3,2.01630909013
6700,3,2,0
6701,3,3,0
6702,3,1,0
6703,3,1,1.72731711428
6704,3,2,0
6705,3,3,11.301467922
6706,3,2,0
6707,3,3,4.31829278569
6708,3,1,0
6709,3,2,1.5122318176
6710,3,2,1.8718131022
6711,3,2,0
6712,3,3,0
6713,3,2,0
6714,3,2,3.45463422855
6715,3,2,0.863658557138
6716,3,3,3.45463422855
6717,3,2,2.59097567141
6718,3,1,1.00815454506
6719,3,1,1.72731711428
6720,3,1,0
6721,3,2,0
6722,3,1,1.5122318176
6723,3,1,0
6724,3,1,0
6725,3,1,1.00815454506
6726,3,3,3.45463422855
6727,3,3,0
6728,3,2,2.01630909013
6729,3,1,1.5122318176
6730,3,2,0
6731,3,1,0
6732,3,2,0
6733,3,3,0
6734,3,0,0
6735,3,3,4.10320748901
6736,3,2,1.5122318176
6737,3,1,0
6738,3,1,1.72731711428
6739,3,1,2.59097567141
6740,3,3,0
6741,3,3,6.98317513627
6742,3,2,0
6743,3,1,1.5122318176
6744,3,2,6.04560989996
6745,3,2,1.5122318176
6746,3,1,1.00815454506
6747,3,2,0
6748,3,3,3.45463422855
6749,3,2,3.45463422855
6750,3,1,0
6751,3,3,3.45463422855
6752,3,2,3.02446363519
6753,3,1,2.52038636266
6754,3,1,1.72731711428
6755,3,3,0
6756,3,1,0
6757,3,2,0
6758,3,3,0
6759,3,1,0
6760,3,3,2.52038636266
6761,3,1,2.59097567141
6762,3,3,4.31829278569
6763,3,2,6.69418316042
6764,3,3,2.59097567141
6765,3,3,0
6766,3,1,1.72731711428
6767,3,2,2.59097567141
6768,3,1,0
6769,3,1,5.47094331868
6770,3,2,4.31829278569
6771,3,2,0
6772,3,1,5.97502059121
6773,3,1,2.59097567141
6774,3,1,1.5122318176
6775,3,2,0
6776,3,1,0
6777,3,1,0
6778,3,1,3.45463422855
6779,3,3,4.60728476154
6780,3,3,1.5122318176
6781,3,2,1.5122318176
6782,3,0,2.59097567141
6783,3,2,3.45463422855
6784,3,1,1.00815454506
6785,3,1,0
6786,3,1,0
6787,3,2,0
6788,3,1,2.52038636266
6789,3,3,0
6790,3,2,0
6791,3,2,0
6792,3,2,0
6793,3,1,1.00815454506
6794,3,3,3.59913021648
6795,3,1,1.72731711428
6796,3,1,0
6797,3,2,3.7436262044
6798,3,3,7.77292701424
6799,3,3,1.5122318176
6800,3,3,2.01630909013
6801,3,1,0
6802,3,2,0
6803,3,2,1.00815454506
6804,3,3,0
6805,3,3,0
6806,3,2,0
6807,3,1,2.52038636266
6808,3,1,3.45463422855
6809,3,3,0
6810,3,3,4.31829278569
6811,3,3,5.18195134283
6812,3,1,1.00815454506
6813,3,1,0
6814,3,2,0
6815,3,2,0
6816,3,3,5.47094331868
6817,3,1,0
6818,3,3,3.45463422855
6819,3,1,0
6820,3,1,1.72731711428
6821,3,1,0
6822,3,3,0
6823,3,1,0
6824,3,1,1.72731711428
6825,3,3,5.97502059121
6826,3,2,2.52038636266
6827,3,2,0
6828,3,1,3.59913021648
6829,3,1,0
6830,3,2,1.5122318176
6831,3,3,0
6832,3,2,2.59097567141
6833,3,1,1.00815454506
6834,3,1,1.00815454506
6835,3,1,0
6836,3,2,0
6837,3,1,3.45463422855
6838,3,2,4.60728476154
6839,3,1,0
6840,3,2,0
6841,3,1,1.72731711428
6842,3,1,1.72731711428
6843,3,1,0
6844,3,1,3.45463422855
6845,3,3,2.01630909013
6846,3,1,0
6847,3,1,0
6848,3,2,0
6849,3,3,5.18195134283
6850,3,2,5.47094331868
6851,3,2,2.52038636266
6852,3,3,0
6853,3,3,4.03261818025
6854,3,2,9.21456952308
6855,3,2,0
6856,3,1,0
6857,3,2,7.34275642088
6858,3,3,2.52038636266
6859,3,2,0
6860,3,2,4.03261818025
6861,3,1,2.59097567141
6862,3,2,1.5122318176
6863,3,3,5.97502059121
6864,3,0,0
6865,3,2,1.5122318176
6866,3,2,2.59097567141
6867,3,2,0
6868,3,2,2.52038636266
6869,3,1,0
6870,3,2,5.18195134283
6871,3,2,3.45463422855
6872,3,3,6.04560989996
6873,3,2,2.52038636266
6874,3,2,0
6875,3,1,0
6876,3,2,1.5122318176
6877,3,2,0
6878,3,2,2.01630909013
6879,3,3,0
6880,3,2,5.47094331868
6881,3,2,0
6882,3,2,0
6883,3,1,0
6884,3,2,0
6885,3,1,0
6886,3,2,5.83052460328
6887,3,1,1.72731711428
6888,3,2,6.33460187581
6889,3,2,3.45463422855
6890,3,2,2.59097567141
6891,3,1,4.96686604615
6892,3,1,2.01630909013
6893,3,2,0
6894,3,2,0
6895,3,2,2.01630909013
6896,3,3,0
6897,3,2,1.5122318176
6898,3,3,0
6899,3,3,5.97502059121
6900,3,2,1.5122318176
6901,3,2,0
6902,3,1,1.72731711428
6903,3,2,3.45463422855
6904,3,3,2.01630909013
6905,3,1,1.72731711428
6907,3,1,0
6908,3,2,4.03261818025
6909,3,1,1.00815454506
6910,3,2,4.31829278569
6911,3,1,4.10320748901
6912,3,2,3.45463422855
6913,3,2,2.01630909013
6914,3,1,1.00815454506
6915,3,3,3.45463422855
6916,3,1,1.5122318176
6917,3,3,0
6918,3,1,2.59097567141
6919,3,3,6.69418316042
6920,3,2,0
6921,3,3,4.31829278569
6922,3,1,3.45463422855
6923,3,3,1.5122318176
6924,3,2,0
6925,3,1,2.52038636266
6926,3,3,4.31829278569
6927,3,1,3.59913021648
6928,3,0,0
6929,3,2,1.5122318176
6930,3,2,2.01630909013
6931,3,3,4.60728476154
6932,3,2,2.52038636266
6933,3,3,2.01630909013
6934,3,1,0
6935,3,2,0
6936,3,2,2.01630909013
6937,3,2,0
6938,3,2,5.97502059121
6939,3,2,0
6940,3,3,0
6941,3,2,0
6942,3,2,0
6943,3,1,4.31829278569
6944,3,3,8.4215002747
6945,3,2,2.52038636266
6946,3,3,1.5122318176
6947,3,1,0
6948,3,1,1.72731711428
6949,3,3,0
6950,3,1,3.45463422855
6951,3,0,0.863658557138
6952,3,1,3.45463422855
6953,3,1,1.00815454506
6954,3,1,0
6955,3,2,2.01630909013
6956,3,2,0
6957,3,3,4.60728476154
6958,3,3,0
6959,3,2,8.20641497802
6960,3,2,0
6961,3,3,5.6154393066
6962,3,1,0
6963,3,2,1.00815454506
6964,3,2,5.11136203407
6965,3,3,4.10320748901
6966,3,1,2.52038636266
6967,3,3,11.5904598978
6968,3,3,1.5122318176
6969,3,2,3.02446363519
6970,3,2,5.47094331868
6971,3,2,1.5122318176
6972,3,2,0
6973,3,1,1.72731711428
6974,3,1,6.04560989996
6975,3,2,2.59097567141
6976,3,1,0
6977,3,1,1.72731711428
6978,3,1,0
6979,3,3,3.45463422855
6980,3,1,0
6981,3,2,0
6982,3,3,1.5122318176
6983,3,1,0
6984,3,1,6.04560989996
6985,3,1,0
6986,3,3,4.31829278569
6987,3,1,1.36773582967
6988,3,2,8.49540695387
6989,3,3,3.02446363519
6990,3,1,1.00815454506
6991,3,1,4.46278877361
6992,3,2,3.59913021648
6993,3,1,3.59913021648
6994,3,1,0
6995,3,1,1.5122318176
6996,3,2,0
6997,3,2,3.59913021648
6998,3,1,1.00815454506
6999,3,1,0
7000,3,2,4.10320748901
7001,3,2,3.52854090772
7002,3,2,0
7003,3,3,4.31829278569
7004,3,2,6.19010588789
7005,3,1,0
7006,3,1,3.45463422855
7007,3,2,0
7008,3,1,7.70233770548
7009,3,1,0
7010,3,1,5.83052460328
7011,3,1,2.59097567141
7012,3,1,0
7013,3,1,3.59913021648
7014,3,1,1.5122318176
7015,3,2,1.00815454506
7016,3,1,1.72731711428
7017,3,2,1.5122318176
7018,3,2,3.45463422855
7019,3,2,6.62359385167
7020,3,3,9.71864679561
7021,3,3,2.59097567141
7022,3,2,0
7023,3,1,0
7024,3,0,0
7025,3,2,4.31829278569
7026,3,3,2.01630909013
7027,3,3,2.59097567141
7028,3,3,3.02446363519
7029,3,2,5.18195134283
7030,3,1,0
7031,3,1,1.5122318176
7032,3,2,3.45463422855
7033,3,3,0
7034,3,3,2.59097567141
7035,3,2,1.5122318176
7036,3,3,5.18195134283
7037,3,1,2.23139438681
7038,3,2,0
7039,3,1,4.10320748901
7040,3,3,5.18195134283
7041,3,2,0
7042,3,2,1.5122318176
7043,3,2,2.01630909013
7044,3,1,2.01630909013
7045,3,1,3.45463422855
7046,3,1,0.863658557138
7047,3,2,3.02446363519
7048,3,1,0
7049,3,2,5.11136203407
7050,3,3,0
7051,3,1,0
7052,3,1,2.01630909013
7053,3,3,5.97502059121
7054,3,3,0
7055,3,1,0
7056,3,3,0
7057,3,2,2.01630909013
7058,3,1,2.01630909013
7059,3,3,0
7060,3,1,1.5122318176
7061,3,2,1.5122318176
7062,3,1,1.72731711428
7063,3,2,0
7064,3,1,2.01630909013
7065,3,3,1.5122318176
7066,3,2,0
7067,3,1,0
7068,3,2,2.52038636266
7069,3,2,0
7070,3,1,0
7071,3,1,0
7072,3,2,0
7073,3,2,7.34275642088
7074,3,1,0
7075,3,3,0
7076,3,2,4.10320748901
7077,3,2,0
7078,3,1,1.72731711428
7079,3,3,2.01630909013
7080,3,2,1.5122318176
7081,3,2,1.5122318176
7082,3,3,8.63658557138
7083,3,1,0
7084,3,1,0
7085,3,3,4.03261818025
7086,3,1,1.5122318176
7087,3,3,1.00815454506
7088,3,2,2.01630909013
7089,3,1,3.02446363519
7090,3,1,2.59097567141
7091,3,1,2.52038636266
7092,3,1,0
7093,3,1,0
7094,3,1,0
7095,3,2,0
7096,3,2,3.45463422855
7097,3,2,1.00815454506
7098,3,2,0
7099,3,2,1.5122318176
7100,3,1,1.72731711428
7101,3,1,0
7102,3,1,1.5122318176
7103,3,2,0
7104,3,1,0
7105,3,1,1.00815454506
7106,3,2,2.01630909013
7107,3,3,0
7108,3,1,2.59097567141
7109,3,1,1.5122318176
7110,3,2,0
7111,3,3,2.01630909013
7112,3,1,0.863658557138
7113,3,2,0
7114,3,1,1.00815454506
7115,3,3,3.45463422855
7116,3,3,0
7117,3,1,0
7118,3,1,3.59913021648
7119,3,1,0.863658557138
7120,3,3,1.5122318176
7121,3,2,0
7122,3,2,4.60728476154
7123,3,1,0
7124,3,3,3.45463422855
7125,3,3,5.18195134283
7126,3,3,2.01630909013
7127,3,2,0
7128,3,2,2.01630909013
7129,3,3,0
7130,3,3,0
