id,set,human_score,vocabulory_score
15080,6,3,49
15081,6,4,69
15082,6,1,68
15083,6,3,94
15084,6,2,40
15085,6,4,117
15086,6,2,22
15087,6,3,52
15088,6,3,58
15089,6,4,104
15090,6,2,44
15091,6,2,57
15092,6,3,75
15093,6,3,57
15094,6,4,98
15095,6,0,29
15096,6,1,20
15097,6,4,95
15098,6,2,59
15099,6,3,85
15100,6,3,66
15101,6,4,80
15102,6,3,78
15103,6,4,69
15104,6,3,45
15105,6,3,79
15106,6,1,71
15107,6,3,64
15108,6,3,65
15109,6,2,67
15110,6,2,37
15111,6,3,66
15112,6,1,36
15113,6,0,8
15114,6,2,38
15115,6,3,60
15116,6,3,46
15117,6,1,40
15118,6,1,40
15119,6,2,45
15120,6,2,41
15121,6,4,71
15122,6,3,61
15123,6,3,65
15124,6,3,66
15125,6,3,63
15126,6,1,11
15127,6,4,83
15128,6,3,67
15129,6,2,43
15130,6,3,59
15131,6,2,54
15132,6,3,62
15133,6,2,56
15134,6,2,27
15135,6,3,42
15136,6,3,66
15137,6,2,106
15138,6,3,87
15139,6,4,91
15140,6,2,23
15141,6,1,7
15142,6,2,79
15143,6,2,38
15144,6,3,64
15145,6,3,65
15146,6,3,44
15147,6,3,63
15148,6,2,45
15149,6,2,39
15150,6,3,55
15151,6,4,119
15152,6,2,68
15153,6,2,59
15154,6,2,73
15155,6,4,75
15156,6,3,52
15157,6,3,110
15158,6,4,75
15159,6,3,104
15160,6,3,65
15161,6,4,72
15162,6,2,70
15163,6,3,47
15164,6,3,76
15165,6,3,43
15166,6,4,85
15167,6,3,82
15168,6,4,86
15169,6,4,110
15170,6,3,49
15171,6,2,62
15172,6,2,73
15173,6,4,90
15174,6,3,69
15175,6,2,81
15176,6,4,98
15177,6,1,70
15178,6,2,40
15179,6,4,78
15180,6,4,88
15181,6,4,81
15182,6,4,101
15183,6,2,43
15184,6,3,58
15185,6,1,28
15186,6,4,76
15187,6,3,45
15188,6,1,22
15189,6,4,75
15190,6,4,80
15191,6,3,61
15192,6,2,60
15193,6,1,23
15194,6,2,38
15195,6,1,31
15196,6,3,55
15197,6,3,63
15198,6,3,67
15199,6,3,70
15200,6,4,73
15201,6,3,24
15202,6,3,35
15203,6,4,115
15204,6,2,32
15205,6,3,75
15206,6,2,43
15207,6,2,49
15208,6,3,69
15209,6,3,64
15210,6,3,45
15211,6,2,60
15212,6,2,23
15213,6,3,60
15214,6,1,46
15215,6,4,91
15216,6,3,34
15217,6,2,33
15218,6,2,42
15219,6,3,47
15220,6,3,72
15221,6,2,38
15222,6,4,90
15223,6,3,72
15224,6,2,44
15225,6,4,83
15226,6,4,79
15227,6,3,71
15228,6,4,103
15229,6,2,41
15230,6,4,60
15231,6,4,67
15232,6,1,65
15233,6,3,72
15234,6,4,101
15235,6,2,35
15236,6,3,51
15237,6,2,38
15238,6,1,14
15239,6,4,75
15240,6,1,29
15241,6,3,68
15242,6,4,83
15243,6,3,80
15244,6,3,62
15245,6,1,23
15246,6,4,78
15247,6,3,63
15248,6,3,87
15249,6,3,99
15250,6,3,77
15251,6,3,62
15252,6,2,57
15253,6,3,66
15254,6,2,23
15255,6,2,40
15256,6,2,94
15257,6,3,64
15258,6,1,23
15259,6,2,73
15260,6,2,37
15261,6,3,62
15262,6,1,61
15263,6,3,59
15264,6,4,68
15265,6,3,86
15266,6,3,41
15267,6,4,83
15268,6,0,16
15269,6,2,34
15270,6,2,45
15271,6,2,37
15272,6,3,52
15273,6,4,99
15274,6,3,58
15275,6,2,53
15276,6,3,100
15277,6,4,95
15278,6,2,26
15279,6,2,53
15280,6,2,57
15281,6,3,51
15282,6,4,69
15283,6,2,46
15284,6,3,85
15285,6,3,97
15286,6,3,46
15287,6,3,47
15288,6,1,24
15289,6,4,66
15290,6,2,34
15291,6,3,81
15292,6,1,25
15293,6,2,52
15294,6,3,51
15295,6,3,64
15296,6,3,80
15297,6,2,27
15298,6,2,51
15299,6,1,33
15300,6,4,99
15301,6,4,78
15302,6,4,79
15303,6,4,73
15304,6,1,53
15305,6,3,74
15306,6,3,77
15307,6,3,58
15308,6,3,87
15309,6,4,57
15310,6,3,76
15311,6,3,50
15312,6,3,63
15313,6,4,67
15314,6,3,52
15315,6,4,103
15316,6,3,50
15317,6,1,55
15318,6,4,119
15319,6,1,14
15320,6,4,98
15321,6,4,113
15322,6,2,72
15323,6,3,71
15324,6,2,43
15325,6,2,49
15326,6,3,85
15327,6,4,86
15328,6,2,58
15329,6,4,68
15330,6,4,102
15331,6,4,83
15332,6,3,59
15333,6,3,73
15334,6,3,88
15335,6,4,71
15336,6,4,65
15337,6,3,69
15338,6,2,34
15339,6,3,49
15340,6,3,56
15341,6,4,72
15342,6,3,68
15343,6,1,22
15344,6,3,77
15345,6,3,71
15346,6,3,54
15347,6,2,71
15348,6,3,76
15349,6,3,72
15350,6,3,40
15351,6,3,72
15352,6,3,54
15353,6,3,91
15354,6,4,75
15355,6,3,57
15356,6,3,66
15357,6,2,61
15358,6,4,65
15359,6,2,61
15360,6,3,78
15361,6,3,50
15362,6,2,36
15363,6,0,29
15364,6,3,47
15365,6,3,69
15366,6,2,59
15367,6,3,69
15368,6,2,60
15369,6,3,63
15370,6,3,54
15371,6,2,20
15372,6,4,80
15373,6,4,104
15374,6,1,56
15375,6,4,57
15376,6,4,71
15377,6,2,36
15378,6,2,55
15379,6,3,80
15380,6,3,61
15381,6,0,50
15382,6,4,101
15383,6,3,70
15384,6,3,78
15385,6,3,75
15386,6,1,6
15387,6,3,48
15388,6,3,63
15389,6,4,109
15390,6,2,23
15391,6,2,57
15392,6,3,51
15393,6,3,50
15394,6,3,83
15395,6,3,46
15396,6,3,79
15397,6,4,81
15398,6,4,83
15399,6,2,65
15400,6,3,56
15401,6,3,38
15402,6,1,44
15403,6,1,41
15404,6,3,71
15405,6,2,33
15406,6,1,26
15407,6,2,47
15408,6,4,114
15409,6,3,59
15410,6,3,38
15411,6,4,76
15412,6,3,48
15413,6,3,42
15414,6,2,23
15415,6,2,70
15416,6,4,104
15417,6,3,85
15418,6,3,64
15419,6,4,85
15420,6,2,73
15421,6,3,57
15422,6,2,48
15423,6,3,66
15424,6,2,36
15425,6,3,61
15426,6,1,21
15427,6,3,57
15428,6,3,63
15429,6,3,54
15430,6,4,103
15431,6,0,53
15432,6,2,83
15433,6,3,78
15434,6,2,33
15435,6,4,89
15436,6,4,92
15437,6,2,82
15438,6,3,76
15439,6,2,31
15440,6,2,57
15441,6,1,22
15442,6,2,71
15443,6,3,63
15444,6,3,57
15445,6,2,35
15446,6,4,74
15447,6,4,89
15448,6,3,91
15449,6,1,46
15450,6,4,110
15451,6,3,61
15452,6,2,47
15453,6,4,62
15454,6,3,65
15455,6,3,55
15456,6,0,56
15457,6,3,115
15458,6,2,51
15459,6,4,77
15460,6,4,76
15461,6,3,82
15462,6,3,104
15463,6,2,40
15464,6,4,78
15465,6,3,101
15466,6,2,102
15467,6,4,116
15468,6,2,30
15469,6,4,65
15470,6,3,82
15471,6,3,79
15472,6,3,33
15473,6,2,81
15474,6,4,97
15475,6,2,69
15476,6,4,76
15477,6,3,89
15478,6,2,72
15479,6,3,54
15480,6,2,32
15481,6,3,66
15482,6,1,29
15483,6,1,33
15484,6,4,109
15485,6,2,46
15486,6,4,77
15487,6,2,12
15488,6,3,56
15489,6,3,67
15490,6,1,36
15491,6,3,68
15492,6,3,70
15493,6,4,55
15494,6,4,93
15495,6,4,92
15496,6,2,48
15497,6,3,66
15498,6,3,70
15499,6,4,82
15500,6,3,52
15501,6,3,40
15502,6,3,61
15503,6,2,72
15504,6,1,10
15505,6,1,38
15506,6,3,97
15507,6,3,95
15508,6,4,121
15509,6,3,104
15510,6,2,77
15511,6,3,65
15512,6,3,80
15513,6,1,34
15514,6,2,34
15515,6,4,68
15516,6,3,68
15517,6,3,47
15518,6,3,98
15519,6,4,75
15520,6,3,73
15521,6,4,81
15522,6,3,88
15523,6,4,97
15524,6,3,64
15525,6,3,52
15526,6,4,74
15527,6,2,48
15528,6,2,59
15529,6,3,49
15530,6,4,109
15531,6,2,30
15532,6,1,28
15533,6,4,89
15534,6,3,67
15535,6,2,84
15536,6,2,33
15537,6,2,38
15538,6,3,60
15539,6,3,67
15540,6,2,43
15541,6,2,51
15542,6,3,86
15543,6,3,57
15544,6,2,71
15545,6,3,67
15546,6,3,88
15547,6,3,80
15548,6,3,58
15549,6,3,100
15550,6,3,68
15551,6,1,55
15552,6,3,47
15553,6,2,42
15554,6,3,76
15555,6,2,63
15556,6,3,65
15557,6,3,95
15558,6,3,70
15559,6,3,44
15560,6,4,87
15561,6,4,113
15562,6,4,65
15563,6,1,36
15564,6,3,59
15565,6,3,62
15566,6,4,85
15567,6,3,40
15568,6,4,58
15569,6,1,25
15570,6,3,35
15571,6,2,21
15572,6,4,70
15573,6,3,81
15574,6,4,91
15575,6,4,78
15576,6,4,73
15577,6,3,72
15578,6,3,101
15579,6,3,36
15580,6,2,46
15581,6,2,43
15582,6,3,73
15583,6,3,78
15584,6,4,126
15585,6,2,28
15586,6,2,73
15587,6,3,65
15588,6,3,45
15589,6,2,47
15590,6,3,50
15591,6,1,41
15592,6,4,68
15593,6,3,61
15594,6,3,48
15595,6,3,73
15596,6,3,52
15597,6,3,87
15598,6,3,76
15599,6,2,64
15600,6,2,41
15601,6,3,73
15602,6,3,46
15603,6,2,65
15604,6,1,34
15605,6,3,61
15606,6,3,88
15607,6,4,80
15608,6,3,55
15609,6,3,46
15610,6,4,90
15611,6,4,86
15612,6,2,63
15613,6,3,82
15614,6,2,90
15615,6,3,80
15616,6,2,58
15617,6,4,110
15618,6,3,82
15619,6,3,58
15620,6,3,63
15621,6,4,83
15622,6,3,78
15623,6,3,54
15624,6,4,98
15625,6,2,45
15626,6,3,65
15627,6,0,33
15628,6,3,50
15629,6,3,75
15630,6,2,38
15631,6,3,69
15632,6,1,33
15633,6,3,60
15634,6,4,77
15635,6,3,78
15636,6,1,57
15637,6,3,57
15638,6,2,21
15639,6,3,52
15640,6,3,58
15641,6,4,100
15642,6,1,73
15643,6,3,61
15644,6,3,62
15645,6,3,61
15646,6,3,68
15647,6,1,63
15648,6,2,58
15649,6,1,21
15650,6,3,49
15651,6,3,43
15652,6,4,105
15653,6,3,75
15654,6,4,65
15655,6,4,95
15656,6,3,72
15657,6,3,51
15658,6,4,88
15659,6,3,52
15660,6,2,66
15661,6,1,27
15662,6,1,61
15663,6,1,4
15664,6,4,87
15665,6,4,106
15666,6,2,33
15667,6,3,91
15668,6,1,47
15669,6,3,50
15670,6,3,49
15671,6,4,52
15672,6,2,30
15673,6,2,42
15674,6,4,59
15675,6,2,55
15676,6,3,87
15677,6,3,76
15678,6,2,40
15679,6,3,60
15680,6,3,66
15681,6,3,96
15682,6,4,70
15683,6,3,48
15684,6,3,52
15685,6,2,48
15686,6,3,60
15687,6,1,31
15688,6,3,63
15689,6,4,92
15690,6,3,52
15691,6,1,17
15692,6,4,92
15693,6,2,43
15694,6,3,52
15695,6,3,66
15696,6,2,48
15697,6,4,57
15698,6,2,47
15699,6,4,106
15700,6,4,88
15701,6,3,33
15702,6,4,86
15703,6,4,74
15704,6,2,35
15705,6,4,103
15706,6,4,92
15707,6,4,79
15708,6,4,96
15709,6,4,75
15710,6,2,47
15711,6,2,67
15712,6,4,53
15713,6,3,91
15714,6,4,81
15715,6,2,70
15716,6,2,47
15717,6,2,56
15718,6,3,77
15719,6,2,51
15720,6,2,32
15721,6,4,78
15722,6,3,99
15723,6,3,41
15724,6,3,59
15725,6,2,43
15726,6,3,57
15727,6,2,58
15728,6,1,20
15729,6,3,69
15730,6,2,40
15731,6,3,76
15732,6,2,57
15733,6,0,19
15734,6,2,52
15735,6,1,46
15736,6,3,73
15737,6,3,54
15738,6,1,28
15739,6,3,78
15740,6,3,44
15741,6,3,50
15742,6,3,75
15743,6,3,52
15744,6,3,55
15745,6,2,79
15746,6,3,67
15747,6,3,74
15748,6,2,43
15749,6,1,16
15750,6,1,19
15751,6,3,82
15752,6,3,69
15753,6,0,17
15754,6,4,76
15755,6,0,23
15756,6,3,51
15757,6,3,54
15758,6,3,56
15759,6,3,48
15760,6,3,67
15761,6,3,94
15762,6,2,49
15763,6,3,73
15764,6,3,62
15765,6,3,77
15766,6,3,59
15767,6,4,117
15768,6,2,33
15769,6,1,37
15770,6,4,70
15771,6,3,76
15772,6,4,66
15773,6,2,88
15774,6,3,80
15775,6,3,59
15776,6,4,86
15777,6,3,48
15778,6,1,27
15779,6,3,54
15780,6,4,105
15781,6,4,101
15782,6,3,54
15783,6,4,76
15784,6,3,52
15785,6,3,62
15786,6,3,78
15787,6,4,90
15788,6,4,89
15789,6,2,64
15790,6,4,88
15791,6,1,49
15792,6,2,48
15793,6,1,42
15794,6,3,76
15795,6,3,53
15796,6,3,70
15797,6,2,17
15798,6,3,48
15799,6,2,51
15800,6,3,86
15801,6,3,49
15802,6,3,48
15803,6,1,58
15804,6,4,80
15805,6,4,64
15806,6,3,59
15807,6,0,28
15808,6,3,51
15809,6,3,52
15810,6,3,44
15811,6,2,35
15812,6,3,46
15813,6,3,72
15814,6,4,74
15815,6,3,54
15816,6,3,81
15817,6,3,70
15818,6,2,42
15819,6,3,57
15820,6,4,45
15821,6,3,70
15822,6,1,66
15823,6,1,12
15824,6,4,154
15825,6,3,73
15826,6,3,62
15827,6,4,100
15828,6,3,47
15829,6,1,46
15830,6,3,63
15831,6,0,12
15832,6,2,30
15833,6,1,33
15834,6,4,117
15835,6,4,99
15836,6,1,58
15837,6,1,59
15838,6,2,59
15839,6,2,51
15840,6,2,140
15841,6,3,44
15842,6,2,36
15843,6,3,109
15844,6,2,37
15845,6,3,58
15846,6,4,93
15847,6,2,35
15848,6,3,94
15849,6,2,27
15850,6,0,13
15851,6,2,50
15852,6,2,86
15853,6,3,50
15854,6,4,93
15855,6,4,83
15856,6,3,58
15857,6,3,98
15858,6,3,55
15859,6,3,44
15860,6,1,46
15861,6,4,89
15862,6,2,54
15863,6,3,63
15864,6,3,94
15865,6,2,40
15866,6,3,70
15867,6,2,61
15868,6,1,62
15869,6,3,59
15870,6,3,69
15871,6,3,64
15872,6,1,30
15873,6,3,47
15874,6,3,48
15875,6,2,28
15876,6,3,76
15877,6,3,71
15878,6,1,21
15879,6,4,89
15880,6,3,69
15881,6,2,47
15882,6,2,67
15883,6,3,62
15884,6,2,28
15885,6,3,70
15886,6,3,71
15887,6,3,52
15888,6,3,89
15889,6,1,9
15890,6,2,66
15891,6,4,93
15892,6,3,49
15893,6,3,61
15894,6,2,45
15895,6,4,81
15896,6,3,56
15897,6,3,75
15898,6,3,74
15899,6,3,61
15900,6,3,57
15901,6,3,61
15902,6,3,105
15903,6,3,64
15904,6,1,43
15905,6,3,90
15906,6,3,71
15907,6,3,42
15908,6,2,62
15909,6,3,62
15910,6,3,70
15911,6,1,22
15912,6,1,55
15913,6,0,19
15914,6,3,49
15915,6,3,74
15916,6,4,64
15917,6,1,26
15918,6,4,105
15919,6,2,30
15920,6,3,68
15921,6,3,60
15922,6,3,82
15923,6,4,81
15924,6,3,74
15925,6,3,82
15926,6,2,42
15927,6,3,81
15928,6,3,31
15929,6,1,39
15930,6,4,72
15931,6,2,81
15932,6,3,56
15933,6,3,64
15934,6,1,47
15935,6,3,69
15936,6,4,95
15937,6,4,111
15938,6,3,105
15939,6,1,18
15940,6,3,48
15941,6,1,43
15942,6,2,86
15943,6,3,65
15944,6,4,142
15945,6,4,58
15946,6,3,62
15947,6,1,25
15948,6,4,72
15949,6,3,57
15950,6,3,53
15951,6,3,57
15952,6,4,87
15953,6,2,35
15954,6,2,59
15955,6,3,63
15956,6,3,76
15957,6,3,84
15958,6,2,24
15959,6,4,132
15960,6,0,20
15961,6,2,62
15962,6,2,69
15963,6,3,54
15964,6,3,49
15965,6,4,92
15966,6,3,49
15967,6,2,53
15968,6,2,43
15969,6,3,55
15970,6,4,58
15971,6,4,93
15972,6,0,43
15973,6,3,64
15974,6,3,98
15975,6,3,77
15976,6,2,62
15977,6,3,64
15978,6,3,101
15979,6,2,30
15980,6,3,60
15981,6,4,75
15982,6,3,86
15983,6,4,64
15984,6,2,65
15985,6,1,50
15986,6,2,49
15987,6,3,77
15988,6,1,73
15989,6,1,31
15990,6,1,34
15991,6,3,65
15992,6,2,35
15993,6,1,51
15994,6,3,82
15995,6,3,82
15996,6,2,59
15997,6,3,57
15998,6,4,87
15999,6,4,73
16000,6,4,120
16001,6,3,72
16002,6,2,28
16003,6,4,69
16004,6,4,117
16005,6,3,42
16006,6,3,80
16007,6,4,128
16008,6,2,61
16009,6,3,67
16010,6,4,80
16011,6,2,46
16012,6,3,82
16013,6,1,33
16014,6,1,20
16015,6,2,59
16016,6,0,13
16017,6,3,81
16018,6,3,54
16019,6,3,56
16020,6,2,40
16021,6,4,90
16022,6,1,48
16023,6,3,56
16024,6,3,61
16025,6,4,82
16026,6,2,48
16027,6,3,64
16028,6,1,39
16029,6,4,91
16030,6,0,11
16031,6,3,45
16032,6,2,60
16033,6,4,77
16034,6,3,85
16035,6,3,83
16036,6,3,50
16037,6,3,43
16038,6,3,63
16039,6,3,59
16040,6,4,90
16041,6,2,53
16042,6,2,52
16043,6,3,68
16044,6,3,72
16045,6,4,104
16046,6,1,74
16047,6,3,87
16048,6,1,77
16049,6,4,107
16050,6,4,80
16051,6,4,68
16052,6,1,18
16053,6,4,95
16054,6,1,94
16055,6,2,51
16056,6,3,65
16057,6,2,91
16058,6,2,64
16059,6,1,20
16060,6,2,49
16061,6,1,22
16062,6,3,66
16063,6,1,27
16064,6,3,53
16065,6,4,68
16066,6,3,54
16067,6,3,75
16068,6,4,96
16069,6,2,34
16070,6,3,78
16071,6,3,60
16072,6,3,74
16073,6,3,64
16074,6,3,49
16075,6,3,110
16076,6,3,58
16077,6,4,80
16078,6,1,25
16079,6,3,58
16080,6,3,71
16081,6,3,83
16082,6,4,89
16083,6,4,93
16084,6,4,68
16085,6,4,121
16086,6,0,44
16087,6,4,94
16088,6,3,48
16089,6,3,55
16090,6,3,75
16091,6,3,86
16092,6,4,70
16093,6,2,67
16094,6,3,52
16095,6,3,79
16096,6,3,71
16097,6,3,54
16098,6,2,52
16099,6,1,36
16100,6,4,75
16101,6,3,69
16102,6,2,56
16103,6,0,9
16104,6,4,91
16105,6,3,90
16106,6,3,44
16107,6,4,68
16108,6,3,63
16109,6,3,73
16110,6,2,18
16111,6,2,59
16112,6,3,87
16113,6,0,36
16114,6,1,57
16115,6,3,51
16116,6,4,103
16117,6,4,86
16118,6,2,69
16119,6,4,66
16120,6,3,45
16121,6,3,74
16122,6,3,60
16123,6,3,83
16124,6,4,124
16125,6,3,39
16126,6,2,57
16127,6,4,92
16128,6,4,63
16129,6,3,65
16130,6,1,43
16131,6,2,19
16132,6,4,92
16133,6,3,69
16134,6,3,65
16135,6,2,40
16136,6,4,99
16137,6,3,53
16138,6,3,66
16139,6,2,24
16140,6,4,85
16141,6,1,47
16142,6,1,16
16143,6,4,106
16144,6,2,40
16145,6,4,71
16146,6,0,25
16147,6,2,56
16148,6,2,29
16149,6,4,89
16150,6,3,78
16151,6,3,25
16152,6,3,50
16153,6,3,52
16154,6,4,54
16155,6,2,46
16156,6,2,82
16157,6,3,69
16158,6,3,56
16159,6,4,58
16160,6,4,67
16161,6,4,91
16162,6,3,70
16163,6,3,57
16164,6,2,64
16165,6,2,47
16166,6,3,72
16167,6,3,58
16168,6,2,61
16169,6,3,67
16170,6,0,25
16171,6,4,79
16172,6,3,83
16173,6,4,88
16174,6,2,53
16175,6,2,56
16176,6,2,59
16177,6,2,60
16178,6,3,73
16179,6,3,34
16180,6,3,58
16181,6,4,84
16182,6,3,50
16183,6,4,65
16184,6,2,37
16185,6,4,78
16186,6,3,53
16187,6,2,22
16188,6,2,62
16189,6,3,52
16190,6,4,91
16191,6,3,86
16192,6,2,22
16193,6,3,71
16194,6,4,121
16195,6,2,29
16196,6,4,91
16197,6,3,77
16198,6,4,114
16199,6,3,83
16200,6,2,37
16201,6,4,73
16202,6,3,68
16203,6,3,72
16204,6,3,55
16205,6,2,25
16206,6,1,17
16207,6,3,48
16208,6,4,72
16209,6,3,48
16210,6,1,32
16211,6,3,57
16212,6,4,76
16213,6,2,46
16214,6,0,44
16215,6,2,50
16216,6,1,67
16217,6,3,78
16218,6,3,69
16219,6,3,58
16220,6,3,81
16221,6,2,46
16222,6,3,89
16223,6,3,38
16224,6,2,43
16225,6,1,47
16226,6,3,77
16227,6,1,58
16228,6,2,66
16229,6,4,64
16230,6,3,62
16231,6,3,74
16232,6,3,76
16233,6,2,37
16234,6,3,56
16235,6,3,78
16236,6,1,35
16237,6,3,66
16238,6,2,18
16239,6,3,73
16240,6,2,48
16241,6,3,80
16242,6,3,93
16243,6,3,74
16244,6,0,14
16245,6,3,69
16246,6,3,154
16247,6,2,68
16248,6,3,45
16249,6,4,90
16250,6,2,67
16251,6,4,78
16252,6,3,55
16253,6,3,66
16254,6,3,83
16255,6,3,84
16256,6,0,24
16257,6,3,94
16258,6,3,37
16259,6,3,85
16260,6,4,60
16261,6,3,73
16262,6,2,25
16263,6,0,10
16264,6,4,111
16265,6,3,47
16266,6,3,73
16267,6,3,76
16268,6,3,59
16269,6,4,78
16270,6,2,47
16271,6,3,85
16272,6,4,86
16273,6,3,49
16274,6,3,73
16275,6,4,77
16276,6,2,27
16277,6,4,92
16278,6,4,70
16279,6,3,60
16280,6,3,60
16281,6,2,71
16282,6,2,25
16283,6,3,33
16284,6,3,78
16285,6,2,41
16286,6,4,80
16287,6,3,69
16288,6,1,41
16289,6,1,8
16290,6,3,60
16291,6,2,41
16292,6,3,62
16293,6,3,71
16294,6,4,97
16295,6,4,84
16296,6,3,66
16297,6,3,72
16298,6,2,57
16299,6,3,76
16300,6,4,62
16301,6,3,80
16302,6,3,58
16303,6,4,97
16304,6,4,97
16305,6,3,71
16306,6,2,54
16307,6,3,59
16308,6,2,52
16309,6,2,32
16310,6,2,32
16311,6,1,36
16312,6,3,49
16313,6,1,27
16314,6,2,42
16315,6,1,21
16316,6,2,33
16317,6,3,76
16318,6,3,77
16319,6,2,78
16320,6,3,72
16321,6,3,105
16322,6,4,67
16323,6,3,81
16324,6,3,63
16325,6,2,33
16326,6,0,16
16327,6,3,70
16328,6,1,19
16329,6,3,80
16330,6,2,47
16331,6,2,89
16332,6,3,41
16333,6,4,84
16334,6,2,46
16335,6,3,42
16336,6,2,47
16337,6,2,25
16338,6,3,57
16339,6,3,59
16340,6,4,159
16341,6,3,62
16342,6,2,42
16343,6,2,43
16344,6,3,65
16345,6,2,73
16346,6,3,62
16347,6,0,14
16348,6,1,60
16349,6,2,44
16350,6,3,94
16351,6,3,83
16352,6,3,73
16353,6,1,41
16354,6,3,53
16355,6,3,43
16356,6,4,90
16357,6,3,73
16358,6,2,32
16359,6,2,26
16360,6,3,50
16361,6,3,68
16362,6,2,47
16363,6,3,75
16364,6,3,61
16365,6,0,2
16366,6,3,58
16367,6,1,24
16368,6,2,57
16369,6,3,66
16370,6,2,38
16371,6,4,99
16372,6,3,70
16373,6,2,78
16374,6,2,74
16375,6,3,74
16376,6,2,64
16377,6,3,49
16378,6,1,40
16379,6,2,28
16380,6,2,76
16381,6,3,59
16382,6,3,90
16383,6,2,48
16384,6,1,15
16385,6,3,94
