id,set,human_score,mean_char
20896,8,30,4.23783783784
20897,8,32,4.02448979592
20898,8,44,4.34669811321
20899,8,37,4.10158311346
20900,8,42,4.30065359477
20901,8,40,4.15789473684
20902,8,40,4.11572700297
20904,8,30,4.12923076923
20905,8,34,3.83044554455
20906,8,44,4.06633906634
20907,8,36,4.30499325236
20908,8,35,3.8118556701
20909,8,34,3.77240566038
20910,8,32,4.3608815427
20911,8,40,4.25591397849
20913,8,34,4.03409090909
20914,8,40,4.28917378917
20915,8,40,4.31566548881
20916,8,37,4.065
20917,8,38,4.00204081633
20918,8,29,3.98449612403
20919,8,34,4.0
20920,8,32,3.91407678245
20921,8,43,4.31404958678
20922,8,37,3.85614035088
20923,8,34,4.29230769231
20924,8,29,4.46153846154
20925,8,30,3.89671361502
20926,8,47,4.13953488372
20927,8,36,4.12559241706
20928,8,40,4.20172910663
20929,8,29,4.175
20930,8,40,4.29917550059
20931,8,41,3.90133982948
20932,8,40,4.28709677419
20933,8,32,4.38306451613
20935,8,40,4.0566572238
20936,8,44,4.16822429907
20938,8,34,3.64861111111
20939,8,31,3.96470588235
20940,8,40,4.07727272727
20942,8,40,3.91783567134
20943,8,40,4.34746760895
20944,8,31,3.98885793872
20945,8,29,3.42073170732
20946,8,43,4.31659693166
20947,8,40,4.37451235371
20948,8,40,3.8085106383
20949,8,36,4.1750339213
20953,8,31,4.0962962963
20954,8,15,3.68796992481
20955,8,40,4.08983451537
20956,8,36,4.11261261261
20957,8,45,4.24846248462
20958,8,35,4.2862745098
20959,8,45,4.27954256671
20962,8,40,4.27004716981
20963,8,40,4.19565217391
20964,8,36,3.92561983471
20965,8,28,4.06818181818
20966,8,40,3.96413199426
20967,8,20,3.72651356994
20968,8,36,3.94285714286
20971,8,46,4.31516936672
20972,8,32,4.06097560976
20973,8,41,4.22473867596
20974,8,44,4.36961722488
20975,8,36,3.9802513465
20976,8,42,4.16152019002
20977,8,42,4.07356608479
20979,8,31,3.97804391218
20981,8,40,4.31818181818
20982,8,32,3.88402625821
20983,8,43,4.45177664975
20984,8,31,4.06482758621
20985,8,36,4.6067146283
20987,8,35,4.53713298791
20988,8,36,4.04181600956
20992,8,40,4.00651465798
20993,8,45,4.28724672229
20994,8,40,4.44821428571
20996,8,38,3.9606741573
20998,8,36,4.14740368509
20999,8,37,3.98151001541
21000,8,30,4.10948905109
21001,8,41,4.16391509434
21002,8,40,4.00207039337
21003,8,36,4.20232172471
21004,8,29,4.43234323432
21005,8,32,4.2119047619
21006,8,36,4.16644295302
21007,8,40,3.90384615385
21008,8,40,3.82153846154
21009,8,33,4.33130328867
21010,8,40,3.79939209726
21012,8,30,3.98
21013,8,24,3.82456140351
21014,8,33,3.88724035608
21015,8,40,4.33542319749
21016,8,31,4.23324396783
21017,8,27,3.86131386861
21020,8,33,3.90625
21021,8,40,4.2508361204
21022,8,37,4.09921671018
21023,8,34,4.16700201207
21024,8,33,3.64754098361
21025,8,40,4.06676557864
21026,8,32,4.15136876006
21028,8,32,4.3524173028
21029,8,30,3.81057268722
21030,8,44,3.98987854251
21031,8,25,3.60885167464
21032,8,40,4.43357487923
21033,8,27,3.852897474
21034,8,36,3.82304526749
21035,8,45,4.00696864111
21036,8,41,4.21061359867
21037,8,50,4.76359338061
21038,8,42,4.09016393443
21039,8,36,4.08510638298
21042,8,36,4.21893491124
21043,8,40,4.20393120393
21044,8,36,4.19444444444
21045,8,37,4.05208333333
21049,8,40,3.84624697337
21051,8,42,4.06925880923
21052,8,32,3.93742621015
21053,8,30,3.91519434629
21054,8,43,4.15931372549
21055,8,35,4.02578796562
21056,8,48,4.27900146843
21057,8,40,4.35308056872
21058,8,40,4.3054245283
21059,8,45,4.328125
21060,8,45,4.3866039953
21061,8,30,3.64108910891
21063,8,37,4.00881834215
21064,8,38,4.16321243523
21065,8,47,4.24784853701
21067,8,41,4.20946745562
21068,8,36,4.14180478821
21069,8,42,3.94424673784
21070,8,40,4.63544668588
21071,8,30,3.89543269231
21072,8,35,4.13808139535
21073,8,40,3.98199279712
21074,8,37,4.17296511628
21075,8,35,4.31464737794
21076,8,40,4.2
21077,8,40,3.8406779661
21078,8,35,4.62209302326
21079,8,34,4.26644736842
21081,8,36,3.88782816229
21083,8,41,4.28217821782
21085,8,37,4.11520737327
21086,8,30,4.39710144928
21087,8,34,4.12612612613
21089,8,36,4.17087378641
21090,8,37,4.5
21091,8,34,4.73015873016
21092,8,43,4.14082503556
21093,8,42,4.07227488152
21094,8,40,4.26048284625
21095,8,35,4.03073286052
21096,8,37,3.93914807302
21097,8,46,3.9451303155
21098,8,43,4.29397874852
21099,8,40,4.1272294887
21101,8,40,3.66666666667
21102,8,31,3.67333333333
21103,8,32,3.95081967213
21105,8,40,4.20612485277
21106,8,40,3.98224852071
21107,8,40,4.51202749141
21109,8,40,3.9177852349
21110,8,45,4.25236167341
21111,8,36,4.07780612245
21112,8,35,3.89072847682
21113,8,36,3.92279855247
21114,8,40,4.18620689655
21115,8,32,4.21538461538
21116,8,37,4.09441489362
21118,8,48,4.45231213873
21119,8,33,4.10050251256
21120,8,50,4.38717339667
21122,8,46,4.25452352232
21123,8,43,4.20145190563
21126,8,27,3.57651245552
21127,8,35,3.89793103448
21129,8,36,3.87396937574
21130,8,45,4.0880952381
21131,8,35,4.18202247191
21132,8,40,4.71472392638
21133,8,35,3.87605633803
21134,8,34,3.97557997558
21135,8,40,3.93924050633
21136,8,33,3.93964497041
21137,8,39,4.30930537353
21138,8,33,4.06575342466
21140,8,24,5.38095238095
21141,8,31,4.6329787234
21142,8,36,4.02433090024
21143,8,40,4.23612750885
21144,8,40,4.1393129771
21145,8,32,3.83392226148
21146,8,47,4.13120567376
21147,8,40,3.95355191257
21148,8,35,4.17512274959
21149,8,36,4.18965517241
21150,8,28,3.75
21151,8,35,3.81582054309
21153,8,33,4.41435185185
21154,8,34,4.26158445441
21155,8,36,4.04137115839
21156,8,40,4.18144044321
21157,8,40,4.22333751568
21158,8,35,3.94117647059
21159,8,46,4.3286163522
21160,8,34,3.8734939759
21161,8,40,3.80127388535
21163,8,40,4.02777777778
21164,8,45,4.3882725832
21166,8,31,3.80891719745
21167,8,40,4.3539192399
21168,8,40,4.09198113208
21170,8,39,4.1100591716
21171,8,35,4.26840855107
21174,8,42,4.10344827586
21175,8,38,3.95531400966
21176,8,34,3.82452830189
21177,8,26,3.80916030534
21178,8,31,4.22111553785
21179,8,31,3.90697674419
21180,8,40,4.31924198251
21181,8,40,4.12280701754
21182,8,31,4.03755868545
21183,8,36,3.83026874116
21185,8,42,4.21818181818
21186,8,39,4.10613207547
21188,8,37,3.99531981279
21189,8,37,3.9104
21190,8,36,4.29635258359
21191,8,34,3.98984034833
21192,8,35,3.70255474453
21193,8,40,3.98780487805
21194,8,42,4.00117924528
21195,8,36,4.08672566372
21198,8,34,3.86107290234
21199,8,35,3.97095435685
21200,8,40,4.23820754717
21202,8,45,4.3690685413
21203,8,40,4.32714285714
21204,8,31,4.20867208672
21205,8,31,4.13235294118
21206,8,34,3.73784104389
21207,8,44,3.92781954887
21208,8,38,3.89529411765
21209,8,42,4.01652892562
21210,8,35,4.01065719361
21211,8,33,4.00562587904
21213,8,40,3.73977695167
21214,8,40,4.16480446927
21215,8,41,4.12962962963
21217,8,30,3.84375
21218,8,42,4.10283687943
21219,8,40,4.08043217287
21220,8,30,3.8690647482
21221,8,31,4.03386004515
21222,8,27,4.21518987342
21223,8,36,4.17418032787
21224,8,43,4.01512605042
21225,8,50,4.36245572609
21227,8,40,4.1316211878
21229,8,40,4.1937007874
21230,8,36,4.12932330827
21233,8,40,4.08201438849
21235,8,28,3.75687103594
21236,8,40,3.74310344828
21237,8,40,4.283847981
21238,8,37,3.84083044983
21240,8,26,3.74038461538
21241,8,30,3.79040852575
21244,8,30,3.91582491582
21245,8,40,4.24117647059
21246,8,37,4.1220735786
21247,8,34,4.07272727273
21248,8,28,3.8987654321
21249,8,42,4.11917098446
21250,8,44,4.36039360394
21251,8,40,4.16187989556
21253,8,40,4.18023255814
21255,8,41,3.98018018018
21256,8,33,4.08375634518
21257,8,30,3.93285714286
21258,8,40,3.97604790419
21259,8,43,3.89429928741
21261,8,36,3.94451003542
21262,8,36,3.82165605096
21263,8,32,4.63227953411
21264,8,36,4.24642857143
21265,8,35,3.95317725753
21266,8,38,3.81045751634
21268,8,38,4.19283746556
21269,8,40,4.58726415094
21271,8,30,4.07317073171
21272,8,40,4.00471698113
21273,8,34,4.0234375
21274,8,40,4.35540838852
21275,8,40,4.12872467223
21276,8,34,4.26412429379
21277,8,30,3.77822580645
21279,8,33,3.9900990099
21280,8,40,4.19536019536
21281,8,40,4.18
21284,8,38,4.11092715232
21285,8,37,3.87150837989
21286,8,36,3.77805486284
21287,8,40,4.0012642225
21288,8,46,4.51654676259
21289,8,49,4.11518987342
21290,8,37,4.29582577132
21291,8,30,4.39573459716
21292,8,50,4.66422018349
21293,8,33,4.15652173913
21294,8,34,4.98765432099
21295,8,45,4.20573355818
21296,8,40,3.94728915663
21297,8,32,3.88692579505
21298,8,30,3.87732342007
21299,8,41,4.17933491686
21300,8,44,4.5663507109
21301,8,21,3.96052631579
21302,8,40,3.932304038
21304,8,37,4.05529411765
21306,8,46,4.13445378151
21307,8,30,4.13553113553
21308,8,40,4.22815533981
21309,8,38,4.30443159923
21310,8,40,4.36253776435
21312,8,32,3.83530805687
21315,8,35,5.31784386617
21318,8,29,3.96035242291
21319,8,46,4.14095744681
21321,8,40,4.19424460432
21322,8,36,3.59634317862
21323,8,43,4.36804564907
21324,8,40,3.9893111639
21325,8,45,4.10682110682
21327,8,33,3.65191146881
21329,8,30,3.87438423645
21330,8,37,4.54407294833
21331,8,26,4.46739130435
21332,8,40,3.99405940594
21333,8,36,4.11023622047
21334,8,30,3.97093023256
21336,8,36,3.87984981227
21338,8,34,4.08153078203
21339,8,34,3.69283746556
21340,8,37,4.0865248227
21342,8,40,4.01677852349
21343,8,47,4.06056338028
21344,8,47,4.10136452242
21345,8,32,4.00471698113
21346,8,31,3.89570552147
21347,8,32,4.16967509025
21348,8,40,3.95169082126
21350,8,36,4.1067961165
21351,8,31,4.12885662432
21352,8,37,3.72606774669
21354,8,35,3.89915966387
21355,8,28,3.38205128205
21356,8,37,4.11876484561
21357,8,41,4.03583061889
21358,8,46,4.36505867014
21360,8,35,3.67137096774
21361,8,45,4.09867172676
21364,8,45,4.0766721044
21365,8,37,4.00275103164
21366,8,41,4.09710391823
21367,8,39,4.02777777778
21369,8,29,3.68766404199
21370,8,31,3.953125
21373,8,40,4.22922252011
21374,8,38,4.29428172943
21375,8,37,3.9012567325
21377,8,34,3.87521968366
21379,8,35,4.23304562269
21380,8,37,3.82005494505
21382,8,42,4.12881806109
21383,8,40,4.25614035088
21384,8,38,3.8630952381
21385,8,50,4.48496732026
21386,8,42,4.03444180523
21387,8,40,4.1064871481
21388,8,40,4.15260545906
21389,8,20,3.97058823529
21390,8,36,3.89033018868
21391,8,34,3.7490396927
21392,8,40,3.92481203008
21393,8,30,3.68874172185
21394,8,31,4.02293577982
21397,8,40,3.89079563183
21398,8,50,4.11970979444
21399,8,25,4.52156862745
21403,8,41,4.33892215569
21404,8,37,4.10971223022
21405,8,40,4.06849315068
21407,8,40,3.99718309859
21408,8,21,4.25954198473
21409,8,44,3.85680751174
21410,8,33,4.09137931034
21411,8,31,3.93935790725
21412,8,32,3.89303079417
21413,8,46,4.07591933571
21414,8,41,4.33846153846
21415,8,35,3.91027154664
21416,8,40,4.05898123324
21418,8,45,3.96965317919
21419,8,43,4.01886792453
21421,8,41,4.13053892216
21422,8,41,4.08640226629
21424,8,36,4.05535924617
21425,8,34,3.74193548387
21426,8,41,4.03210463734
21427,8,35,4.10622710623
21428,8,30,3.74752475248
21429,8,55,4.57400722022
21431,8,40,4.16699410609
21432,8,50,4.552
21433,8,35,4.03861003861
21434,8,32,3.88863109049
21436,8,37,4.38983050847
21437,8,34,4.2875399361
21438,8,46,4.07598784195
21440,8,34,4.76427255985
21441,8,41,4.20095124851
21442,8,40,4.08039215686
21443,8,34,3.94921875
21444,8,30,3.75
21446,8,30,3.93243243243
21447,8,36,3.83
21448,8,30,3.86496350365
21449,8,32,3.75138121547
21450,8,35,3.78888888889
21451,8,45,4.5
21452,8,33,4.04182509506
21453,8,36,4.18436873747
21454,8,42,3.99408284024
21456,8,39,4.0105680317
21457,8,40,4.07414448669
21458,8,40,4.18347107438
21459,8,40,3.9478054567
21460,8,32,3.59523809524
21462,8,35,3.79858657244
21463,8,25,4.50276243094
21465,8,36,3.99845201238
21467,8,45,4.05444646098
21468,8,35,4.01716738197
21470,8,36,4.16125150421
21471,8,40,3.97992916175
21472,8,33,3.74343675418
21473,8,39,3.85714285714
21475,8,40,4.20967741935
21476,8,28,3.50909090909
21477,8,28,3.8625
21478,8,42,4.23910171731
21479,8,31,3.84588441331
21480,8,32,3.86214953271
21481,8,40,3.92371871275
21482,8,30,3.98055555556
21483,8,41,4.14677103718
21484,8,50,4.54896907216
21485,8,36,4.11794871795
21487,8,30,3.91503267974
21488,8,41,3.94579172611
21489,8,22,3.68556701031
21490,8,50,3.89647058824
21491,8,30,4.11130136986
21494,8,40,3.94306049822
21495,8,36,3.76131045242
21500,8,37,4.23624161074
21501,8,28,3.74048442907
21502,8,38,4.35342789598
21503,8,32,4.03399433428
21505,8,40,4.18303571429
21506,8,45,4.01098901099
21507,8,36,4.16525423729
21508,8,45,4.22165605096
21509,8,30,3.75703324808
21510,8,43,3.98352941176
21511,8,37,3.9347826087
21512,8,28,3.65736040609
21513,8,37,4.20238095238
21514,8,34,3.92893401015
21515,8,36,3.63832335329
21516,8,35,4.1600660066
21517,8,32,4.16666666667
21518,8,40,4.21304347826
21519,8,37,4.07431551499
21521,8,38,4.29681978799
21522,8,40,4.19928186715
21525,8,30,3.8468786808
21526,8,40,4.09033280507
21529,8,38,3.95825426945
21530,8,46,4.31417624521
21531,8,50,4.38432835821
21532,8,50,4.18703703704
21533,8,35,4.01423487544
21535,8,35,4.14593301435
21536,8,35,4.021484375
21537,8,33,4.02425876011
21539,8,45,4.22327790974
21540,8,45,4.02944640754
21541,8,40,3.99246231156
21542,8,40,4.494
21544,8,31,3.99270072993
21545,8,36,4.24525316456
21546,8,35,3.62334536703
21547,8,42,3.97466666667
21548,8,35,4.00918836141
21549,8,30,3.81481481481
21550,8,40,4.02840236686
21552,8,33,3.56995884774
21553,8,25,3.4406779661
21554,8,31,3.65932642487
21555,8,25,3.78301886792
21556,8,44,4.30823529412
21557,8,42,4.1344873502
21558,8,38,4.18549346017
21559,8,31,3.98522167488
21560,8,44,4.22327790974
21561,8,40,4.14832535885
21563,8,46,4.28017241379
21564,8,41,4.85813148789
21566,8,37,4.10714285714
21567,8,45,3.9114658926
21568,8,40,4.18043478261
21569,8,34,4.05191873589
21570,8,31,4.15306122449
21571,8,40,4.28009259259
21573,8,35,4.04560260586
21574,8,40,4.23900118906
21575,8,30,3.78106508876
21577,8,40,4.39088729017
21578,8,32,4.07678571429
21579,8,27,3.34234234234
21581,8,36,3.95512820513
21582,8,34,3.93939393939
21584,8,30,3.94292508918
21586,8,39,3.85385656292
21587,8,30,4.07102272727
21589,8,30,4.13278495887
21592,8,40,4.18143459916
21594,8,32,3.77983193277
21595,8,36,4.01038961039
21596,8,31,3.92200557103
21598,8,30,4.07923497268
21599,8,47,3.9988221437
21601,8,40,4.04215456674
21603,8,35,3.90717299578
21604,8,33,4.35425101215
21605,8,36,4.44736842105
21606,8,36,3.9023255814
21607,8,48,4.29951100244
21608,8,40,4.32730560579
21609,8,40,4.31626506024
21610,8,40,4.05064782097
21611,8,42,4.28925619835
21613,8,40,4.13660477454
21615,8,32,3.9817232376
21617,8,36,4.03521126761
21618,8,40,3.89121338912
21619,8,10,4.5
21620,8,33,3.96700507614
21621,8,44,4.18105515588
21623,8,35,3.87041884817
21624,8,30,3.88602941176
21626,8,35,4.08767772512
21628,8,32,3.94311926606
21629,8,40,4.39460784314
21630,8,40,4.21174377224
21633,8,40,4.24358974359
