id,set,human_score,misspell_words
6140,3,1,5
6141,3,2,5
6142,3,2,4
6143,3,3,10
6144,3,3,11
6145,3,3,17
6146,3,2,15
6147,3,2,4
6148,3,2,6
6149,3,2,12
6150,3,2,5
6151,3,2,11
6152,3,2,2
6153,3,2,2
6154,3,1,1
6155,3,1,4
6156,3,2,8
6157,3,3,14
6158,3,3,7
6159,3,2,3
6160,3,2,5
6161,3,2,3
6162,3,2,6
6163,3,1,3
6164,3,2,7
6165,3,3,17
6166,3,1,1
6167,3,3,1
6168,3,2,6
6169,3,2,12
6170,3,1,3
6171,3,3,8
6172,3,2,5
6173,3,1,2
6174,3,2,2
6175,3,1,11
6176,3,1,2
6177,3,2,9
6178,3,3,3
6179,3,2,1
6180,3,3,12
6181,3,3,4
6182,3,3,16
6183,3,3,17
6184,3,1,5
6185,3,2,4
6186,3,2,1
6187,3,1,0
6188,3,0,0
6189,3,1,4
6190,3,2,6
6191,3,2,17
6192,3,3,9
6193,3,1,3
6194,3,3,10
6195,3,3,5
6196,3,1,4
6197,3,2,10
6198,3,3,9
6199,3,2,0
6200,3,0,20
6201,3,2,2
6202,3,1,0
6203,3,3,1
6204,3,1,13
6205,3,2,3
6206,3,0,4
6207,3,0,1
6208,3,3,10
6209,3,2,2
6210,3,2,11
6211,3,1,7
6212,3,2,10
6213,3,1,4
6214,3,1,1
6215,3,1,1
6216,3,2,3
6217,3,1,2
6218,3,2,8
6219,3,2,11
6220,3,2,7
6221,3,2,0
6222,3,2,1
6223,3,3,10
6224,3,2,1
6225,3,3,6
6226,3,3,4
6227,3,1,7
6228,3,3,12
6229,3,1,2
6230,3,1,3
6231,3,2,10
6232,3,1,8
6233,3,2,0
6234,3,1,3
6235,3,1,0
6236,3,2,2
6237,3,2,11
6238,3,0,0
6239,3,2,8
6240,3,3,8
6241,3,1,1
6242,3,1,1
6243,3,2,5
6244,3,1,0
6245,3,3,11
6246,3,1,14
6247,3,3,14
6248,3,1,3
6249,3,3,10
6250,3,3,12
6251,3,1,6
6252,3,1,4
6253,3,3,7
6254,3,3,14
6255,3,1,2
6256,3,1,4
6257,3,1,3
6258,3,1,3
6259,3,3,2
6260,3,2,11
6261,3,1,9
6262,3,3,9
6263,3,3,9
6264,3,3,17
6265,3,2,3
6266,3,1,0
6267,3,3,11
6268,3,3,13
6269,3,1,1
6270,3,3,4
6271,3,2,6
6272,3,2,3
6273,3,1,7
6274,3,1,1
6275,3,1,0
6276,3,3,9
6277,3,1,1
6278,3,1,3
6279,3,2,2
6280,3,3,2
6281,3,1,12
6282,3,3,12
6283,3,1,0
6284,3,3,10
6285,3,2,16
6286,3,3,17
6287,3,3,10
6288,3,2,8
6289,3,2,3
6290,3,1,1
6291,3,2,1
6292,3,3,12
6293,3,2,7
6294,3,1,1
6295,3,2,3
6296,3,0,4
6297,3,1,0
6298,3,1,6
6299,3,2,3
6300,3,3,14
6301,3,3,5
6302,3,2,7
6303,3,1,1
6304,3,1,0
6305,3,3,6
6306,3,1,1
6307,3,2,1
6308,3,3,11
6309,3,1,3
6310,3,3,11
6311,3,2,4
6312,3,2,3
6313,3,3,7
6314,3,1,1
6315,3,2,1
6316,3,1,7
6317,3,2,8
6318,3,1,1
6319,3,1,1
6320,3,1,4
6321,3,1,2
6322,3,2,5
6323,3,1,12
6324,3,1,0
6325,3,2,4
6326,3,1,0
6327,3,2,7
6328,3,2,4
6329,3,2,1
6330,3,3,4
6331,3,3,17
6332,3,3,1
6333,3,3,5
6334,3,2,3
6335,3,3,24
6336,3,3,6
6337,3,2,16
6338,3,2,10
6339,3,2,0
6340,3,3,13
6341,3,2,7
6342,3,1,1
6343,3,1,13
6344,3,2,6
6345,3,2,8
6346,3,2,1
6347,3,3,7
6348,3,1,5
6349,3,3,8
6350,3,2,13
6351,3,3,11
6352,3,2,12
6353,3,3,2
6354,3,1,4
6355,3,2,8
6356,3,1,0
6357,3,2,1
6358,3,2,1
6359,3,1,3
6360,3,2,11
6361,3,2,16
6362,3,1,5
6363,3,3,11
6364,3,3,5
6365,3,2,1
6366,3,3,11
6367,3,2,6
6368,3,1,4
6369,3,1,0
6370,3,0,1
6371,3,3,15
6372,3,2,1
6373,3,2,3
6374,3,2,4
6375,3,1,4
6376,3,2,4
6377,3,3,17
6378,3,3,9
6379,3,3,8
6380,3,1,2
6381,3,3,7
6382,3,1,0
6383,3,2,3
6384,3,3,9
6385,3,2,7
6386,3,2,11
6387,3,3,5
6388,3,3,9
6389,3,2,9
6390,3,2,3
6391,3,1,2
6392,3,3,13
6393,3,1,1
6394,3,1,1
6395,3,2,3
6396,3,3,9
6397,3,2,13
6398,3,2,9
6399,3,2,1
6400,3,2,5
6401,3,2,6
6402,3,2,2
6403,3,0,1
6404,3,1,7
6405,3,3,0
6406,3,2,19
6407,3,2,4
6408,3,3,23
6409,3,2,4
6410,3,3,18
6411,3,1,0
6412,3,1,4
6413,3,2,0
6414,3,1,5
6415,3,2,8
6416,3,1,0
6417,3,3,27
6418,3,2,10
6419,3,3,9
6420,3,1,3
6421,3,1,0
6422,3,1,0
6423,3,3,17
6424,3,2,7
6425,3,2,6
6426,3,2,6
6427,3,1,8
6428,3,2,1
6429,3,1,9
6430,3,1,1
6431,3,1,4
6432,3,3,4
6433,3,2,4
6434,3,2,12
6435,3,1,5
6436,3,2,3
6437,3,2,4
6438,3,1,4
6439,3,1,2
6440,3,1,4
6441,3,3,8
6442,3,1,1
6443,3,2,10
6444,3,3,8
6445,3,3,13
6446,3,3,4
6447,3,2,6
6448,3,2,8
6449,3,0,0
6450,3,2,3
6451,3,1,6
6452,3,1,3
6453,3,1,5
6454,3,2,4
6455,3,3,6
6456,3,1,2
6457,3,2,11
6458,3,1,1
6459,3,2,4
6460,3,2,8
6461,3,2,1
6462,3,3,3
6463,3,3,10
6464,3,1,3
6465,3,2,0
6466,3,2,12
6467,3,1,3
6468,3,2,7
6469,3,1,8
6470,3,2,10
6471,3,1,2
6472,3,3,15
6473,3,2,3
6474,3,2,15
6475,3,1,3
6476,3,3,5
6477,3,2,6
6478,3,3,8
6479,3,0,3
6480,3,2,8
6481,3,1,1
6482,3,1,0
6483,3,3,18
6484,3,3,7
6485,3,3,17
6486,3,2,4
6487,3,3,8
6488,3,1,6
6489,3,2,3
6490,3,1,0
6491,3,3,11
6492,3,2,4
6493,3,2,8
6494,3,3,3
6495,3,2,10
6496,3,1,9
6497,3,2,9
6498,3,2,6
6499,3,1,2
6500,3,2,1
6501,3,1,4
6502,3,2,2
6503,3,2,5
6504,3,1,4
6505,3,3,4
6506,3,1,4
6507,3,3,6
6508,3,2,10
6509,3,1,4
6510,3,2,1
6511,3,2,5
6512,3,3,3
6513,3,2,5
6514,3,1,2
6515,3,1,1
6516,3,3,15
6517,3,1,0
6518,3,1,4
6519,3,2,5
6520,3,2,9
6521,3,2,2
6522,3,2,0
6523,3,2,3
6524,3,2,3
6525,3,2,2
6526,3,1,2
6527,3,2,1
6528,3,2,4
6529,3,2,8
6530,3,3,16
6531,3,1,8
6532,3,3,18
6533,3,2,9
6534,3,1,2
6535,3,2,12
6536,3,2,6
6537,3,1,0
6538,3,0,3
6539,3,1,1
6540,3,2,5
6541,3,2,6
6542,3,2,10
6543,3,3,9
6544,3,2,2
6545,3,1,5
6546,3,1,8
6547,3,2,4
6548,3,1,1
6549,3,1,3
6550,3,1,1
6551,3,2,11
6552,3,1,3
6553,3,2,9
6554,3,3,13
6555,3,1,5
6556,3,1,1
6557,3,1,2
6558,3,1,3
6559,3,2,1
6560,3,1,4
6561,3,2,11
6562,3,1,7
6563,3,3,13
6564,3,3,18
6565,3,1,4
6566,3,3,9
6567,3,1,12
6568,3,1,2
6569,3,1,3
6570,3,2,11
6571,3,2,14
6572,3,3,9
6573,3,1,2
6575,3,3,8
6576,3,2,7
6577,3,1,1
6578,3,3,8
6579,3,2,10
6580,3,2,13
6581,3,1,2
6582,3,2,1
6583,3,2,8
6584,3,3,11
6585,3,0,4
6586,3,2,3
6587,3,1,8
6588,3,0,1
6589,3,1,2
6590,3,2,3
6591,3,1,10
6592,3,3,12
6593,3,2,4
6594,3,1,2
6595,3,1,4
6596,3,2,6
6597,3,3,7
6598,3,1,1
6599,3,3,11
6600,3,3,6
6601,3,2,5
6602,3,1,3
6603,3,1,4
6604,3,2,2
6605,3,1,0
6606,3,2,5
6607,3,2,5
6608,3,2,2
6609,3,2,8
6610,3,1,0
6611,3,1,0
6612,3,1,0
6613,3,1,1
6614,3,1,3
6615,3,3,4
6616,3,0,3
6617,3,2,1
6618,3,2,1
6619,3,3,7
6620,3,1,2
6621,3,1,5
6622,3,1,4
6623,3,2,2
6624,3,1,4
6625,3,2,3
6626,3,2,8
6627,3,2,20
6628,3,1,0
6629,3,1,2
6630,3,1,2
6631,3,2,3
6632,3,2,5
6633,3,3,6
6634,3,1,0
6635,3,2,1
6636,3,3,14
6637,3,3,14
6638,3,2,5
6639,3,2,5
6640,3,1,0
6641,3,1,0
6642,3,1,2
6643,3,2,3
6644,3,1,8
6645,3,3,6
6646,3,3,12
6647,3,1,5
6648,3,2,9
6649,3,1,2
6650,3,1,7
6651,3,3,5
6652,3,1,0
6653,3,1,7
6654,3,1,13
6655,3,3,4
6656,3,0,1
6657,3,3,3
6658,3,2,6
6659,3,2,5
6660,3,1,15
6661,3,3,8
6662,3,2,19
6663,3,2,2
6664,3,2,5
6665,3,2,7
6666,3,2,7
6667,3,1,3
6668,3,1,1
6669,3,3,11
6670,3,1,1
6671,3,1,4
6672,3,3,18
6673,3,0,2
6674,3,0,3
6675,3,2,12
6676,3,2,5
6677,3,3,8
6678,3,2,5
6679,3,2,14
6680,3,3,10
6681,3,2,9
6682,3,3,10
6683,3,1,7
6684,3,1,11
6685,3,2,4
6686,3,3,1
6687,3,2,3
6688,3,1,4
6689,3,1,0
6690,3,3,13
6691,3,1,6
6692,3,2,8
6693,3,2,5
6694,3,3,3
6695,3,1,1
6696,3,3,12
6697,3,2,0
6698,3,2,3
6699,3,3,13
6700,3,2,5
6701,3,3,6
6702,3,1,2
6703,3,1,3
6704,3,2,12
6705,3,3,14
6706,3,2,12
6707,3,3,12
6708,3,1,0
6709,3,2,5
6710,3,2,0
6711,3,2,1
6712,3,3,2
6713,3,2,8
6714,3,2,12
6715,3,2,0
6716,3,3,17
6717,3,2,2
6718,3,1,6
6719,3,1,1
6720,3,1,2
6721,3,2,14
6722,3,1,3
6723,3,1,1
6724,3,1,5
6725,3,1,0
6726,3,3,3
6727,3,3,11
6728,3,2,1
6729,3,1,7
6730,3,2,3
6731,3,1,0
6732,3,2,9
6733,3,3,8
6734,3,0,1
6735,3,3,4
6736,3,2,7
6737,3,1,3
6738,3,1,7
6739,3,1,7
6740,3,3,6
6741,3,3,8
6742,3,2,12
6743,3,1,6
6744,3,2,17
6745,3,2,6
6746,3,1,0
6747,3,2,3
6748,3,3,14
6749,3,2,1
6750,3,1,3
6751,3,3,13
6752,3,2,5
6753,3,1,5
6754,3,1,4
6755,3,3,4
6756,3,1,9
6757,3,2,10
6758,3,3,14
6759,3,1,2
6760,3,3,9
6761,3,1,3
6762,3,3,18
6763,3,2,1
6764,3,3,11
6765,3,3,3
6766,3,1,4
6767,3,2,3
6768,3,1,2
6769,3,1,11
6770,3,2,6
6771,3,2,9
6772,3,1,10
6773,3,1,1
6774,3,1,7
6775,3,2,2
6776,3,1,5
6777,3,1,1
6778,3,1,8
6779,3,3,16
6780,3,3,8
6781,3,2,15
6782,3,0,1
6783,3,2,6
6784,3,1,3
6785,3,1,1
6786,3,1,12
6787,3,2,1
6788,3,1,2
6789,3,3,6
6790,3,2,6
6791,3,2,11
6792,3,2,5
6793,3,1,2
6794,3,3,4
6795,3,1,4
6796,3,1,1
6797,3,2,2
6798,3,3,4
6799,3,3,3
6800,3,3,13
6801,3,1,0
6802,3,2,11
6803,3,2,11
6804,3,3,10
6805,3,3,1
6806,3,2,8
6807,3,1,2
6808,3,1,4
6809,3,3,5
6810,3,3,10
6811,3,3,15
6812,3,1,7
6813,3,1,5
6814,3,2,7
6815,3,2,7
6816,3,3,9
6817,3,1,5
6818,3,3,7
6819,3,1,1
6820,3,1,6
6821,3,1,3
6822,3,3,16
6823,3,1,4
6824,3,1,1
6825,3,3,13
6826,3,2,3
6827,3,2,6
6828,3,1,2
6829,3,1,1
6830,3,2,7
6831,3,3,11
6832,3,2,2
6833,3,1,4
6834,3,1,4
6835,3,1,1
6836,3,2,5
6837,3,1,3
6838,3,2,7
6839,3,1,5
6840,3,2,8
6841,3,1,2
6842,3,1,1
6843,3,1,11
6844,3,1,5
6845,3,3,21
6846,3,1,5
6847,3,1,4
6848,3,2,6
6849,3,3,9
6850,3,2,2
6851,3,2,8
6852,3,3,14
6853,3,3,6
6854,3,2,11
6855,3,2,0
6856,3,1,1
6857,3,2,6
6858,3,3,7
6859,3,2,4
6860,3,2,3
6861,3,1,1
6862,3,2,3
6863,3,3,7
6864,3,0,0
6865,3,2,2
6866,3,2,7
6867,3,2,2
6868,3,2,9
6869,3,1,7
6870,3,2,1
6871,3,2,7
6872,3,3,8
6873,3,2,11
6874,3,2,0
6875,3,1,1
6876,3,2,3
6877,3,2,18
6878,3,2,8
6879,3,3,7
6880,3,2,3
6881,3,2,5
6882,3,2,7
6883,3,1,5
6884,3,2,5
6885,3,1,1
6886,3,2,20
6887,3,1,3
6888,3,2,7
6889,3,2,8
6890,3,2,4
6891,3,1,1
6892,3,1,4
6893,3,2,6
6894,3,2,4
6895,3,2,4
6896,3,3,6
6897,3,2,11
6898,3,3,12
6899,3,3,13
6900,3,2,6
6901,3,2,10
6902,3,1,4
6903,3,2,16
6904,3,3,17
6905,3,1,0
6907,3,1,3
6908,3,2,5
6909,3,1,8
6910,3,2,14
6911,3,1,6
6912,3,2,4
6913,3,2,6
6914,3,1,10
6915,3,3,13
6916,3,1,4
6917,3,3,9
6918,3,1,5
6919,3,3,9
6920,3,2,11
6921,3,3,15
6922,3,1,1
6923,3,3,4
6924,3,2,7
6925,3,1,0
6926,3,3,8
6927,3,1,5
6928,3,0,2
6929,3,2,6
6930,3,2,9
6931,3,3,11
6932,3,2,9
6933,3,3,9
6934,3,1,2
6935,3,2,8
6936,3,2,7
6937,3,2,5
6938,3,2,5
6939,3,2,5
6940,3,3,32
6941,3,2,3
6942,3,2,5
6943,3,1,1
6944,3,3,11
6945,3,2,6
6946,3,3,12
6947,3,1,3
6948,3,1,1
6949,3,3,3
6950,3,1,0
6951,3,0,0
6952,3,1,3
6953,3,1,9
6954,3,1,0
6955,3,2,11
6956,3,2,1
6957,3,3,8
6958,3,3,8
6959,3,2,9
6960,3,2,5
6961,3,3,10
6962,3,1,1
6963,3,2,1
6964,3,2,6
6965,3,3,10
6966,3,1,1
6967,3,3,9
6968,3,3,5
6969,3,2,3
6970,3,2,9
6971,3,2,11
6972,3,2,8
6973,3,1,0
6974,3,1,13
6975,3,2,1
6976,3,1,3
6977,3,1,0
6978,3,1,2
6979,3,3,3
6980,3,1,4
6981,3,2,9
6982,3,3,4
6983,3,1,1
6984,3,1,14
6985,3,1,6
6986,3,3,6
6987,3,1,0
6988,3,2,11
6989,3,3,9
6990,3,1,3
6991,3,1,6
6992,3,2,13
6993,3,1,3
6994,3,1,3
6995,3,1,7
6996,3,2,1
6997,3,2,7
6998,3,1,1
6999,3,1,1
7000,3,2,7
7001,3,2,3
7002,3,2,6
7003,3,3,9
7004,3,2,1
7005,3,1,0
7006,3,1,5
7007,3,2,12
7008,3,1,5
7009,3,1,5
7010,3,1,11
7011,3,1,1
7012,3,1,3
7013,3,1,4
7014,3,1,6
7015,3,2,2
7016,3,1,5
7017,3,2,16
7018,3,2,12
7019,3,2,2
7020,3,3,11
7021,3,3,10
7022,3,2,1
7023,3,1,8
7024,3,0,1
7025,3,2,9
7026,3,3,10
7027,3,3,4
7028,3,3,9
7029,3,2,6
7030,3,1,4
7031,3,1,6
7032,3,2,3
7033,3,3,5
7034,3,3,7
7035,3,2,1
7036,3,3,7
7037,3,1,0
7038,3,2,11
7039,3,1,2
7040,3,3,15
7041,3,2,15
7042,3,2,6
7043,3,2,14
7044,3,1,1
7045,3,1,1
7046,3,1,0
7047,3,2,13
7048,3,1,0
7049,3,2,5
7050,3,3,6
7051,3,1,3
7052,3,1,0
7053,3,3,19
7054,3,3,7
7055,3,1,1
7056,3,3,4
7057,3,2,2
7058,3,1,7
7059,3,3,3
7060,3,1,5
7061,3,2,2
7062,3,1,1
7063,3,2,8
7064,3,1,6
7065,3,3,19
7066,3,2,12
7067,3,1,7
7068,3,2,0
7069,3,2,6
7070,3,1,0
7071,3,1,3
7072,3,2,9
7073,3,2,7
7074,3,1,4
7075,3,3,12
7076,3,2,8
7077,3,2,0
7078,3,1,3
7079,3,3,15
7080,3,2,6
7081,3,2,1
7082,3,3,6
7083,3,1,7
7084,3,1,5
7085,3,3,16
7086,3,1,0
7087,3,3,4
7088,3,2,6
7089,3,1,12
7090,3,1,3
7091,3,1,0
7092,3,1,6
7093,3,1,3
7094,3,1,6
7095,3,2,3
7096,3,2,16
7097,3,2,0
7098,3,2,0
7099,3,2,24
7100,3,1,2
7101,3,1,2
7102,3,1,7
7103,3,2,6
7104,3,1,9
7105,3,1,4
7106,3,2,4
7107,3,3,8
7108,3,1,6
7109,3,1,5
7110,3,2,5
7111,3,3,17
7112,3,1,0
7113,3,2,8
7114,3,1,7
7115,3,3,6
7116,3,3,5
7117,3,1,3
7118,3,1,3
7119,3,1,0
7120,3,3,6
7121,3,2,6
7122,3,2,6
7123,3,1,3
7124,3,3,7
7125,3,3,7
7126,3,3,12
7127,3,2,7
7128,3,2,7
7129,3,3,9
7130,3,3,6
7131,3,3,12
7132,3,1,4
7133,3,2,6
7134,3,1,2
7135,3,1,7
7136,3,2,8
7137,3,0,1
7138,3,1,1
7139,3,3,3
7140,3,2,2
7141,3,1,5
7142,3,2,2
7143,3,2,2
7144,3,3,7
7145,3,1,0
7146,3,2,9
7147,3,3,12
7148,3,1,4
7149,3,3,12
7150,3,1,1
7151,3,3,15
7152,3,1,3
7153,3,3,15
7154,3,3,9
7155,3,3,5
7156,3,1,0
7157,3,2,4
7158,3,2,10
7159,3,3,8
7160,3,1,14
7161,3,3,0
7162,3,2,9
7163,3,2,8
7164,3,2,9
7165,3,3,1
7166,3,2,7
7167,3,3,10
7168,3,1,2
7169,3,2,4
7170,3,1,5
7171,3,2,11
7172,3,2,3
7173,3,3,7
7174,3,3,5
7175,3,2,3
7176,3,1,4
7177,3,2,7
7178,3,1,3
7179,3,1,12
7180,3,1,0
7181,3,3,7
7182,3,1,9
7183,3,3,18
7184,3,2,8
7185,3,3,0
7186,3,2,6
7187,3,3,8
7188,3,3,4
7189,3,1,4
7190,3,1,9
7191,3,1,7
7192,3,0,0
7193,3,1,5
7194,3,1,2
7195,3,1,3
7196,3,2,3
7197,3,3,2
7198,3,2,11
7199,3,1,0
7200,3,2,12
7201,3,1,1
7202,3,2,12
7203,3,1,1
7204,3,3,15
7205,3,1,0
7206,3,1,10
7207,3,1,4
7208,3,1,4
7209,3,3,6
7210,3,2,1
7211,3,3,6
7212,3,3,19
7213,3,1,6
7214,3,2,5
7215,3,2,13
7216,3,2,10
7217,3,3,8
7218,3,3,6
7219,3,2,0
7220,3,1,6
7221,3,1,4
7222,3,3,6
7223,3,1,0
7224,3,3,10
7225,3,1,3
7226,3,2,1
7227,3,1,1
7228,3,2,3
7229,3,3,10
7230,3,1,2
7231,3,3,19
7232,3,1,1
7233,3,1,1
7234,3,1,2
7235,3,2,4
7236,3,1,2
7237,3,1,4
7238,3,1,6
7239,3,2,8
7240,3,1,12
7241,3,2,4
7242,3,2,4
7243,3,2,9
7244,3,3,8
7245,3,2,9
7246,3,3,7
7247,3,1,12
7248,3,3,14
7249,3,2,3
7250,3,2,6
7251,3,1,4
7253,3,1,1
7254,3,1,1
7255,3,2,6
7256,3,3,13
7257,3,1,0
7258,3,1,3
7259,3,1,2
7260,3,2,3
7261,3,2,8
7262,3,1,1
7263,3,2,9
7264,3,1,2
7265,3,3,14
7266,3,2,9
7267,3,2,1
7268,3,1,7
7269,3,2,7
7270,3,1,1
7271,3,3,11
7272,3,3,11
7273,3,2,1
7274,3,0,0
7275,3,3,15
7276,3,2,6
7277,3,2,4
7278,3,2,20
7279,3,1,0
7280,3,3,9
7281,3,2,6
7282,3,1,6
7283,3,1,1
7284,3,3,7
7285,3,3,3
7286,3,1,8
7287,3,2,5
7288,3,1,2
7289,3,2,4
7290,3,1,0
7291,3,2,8
7292,3,2,3
7293,3,2,6
7294,3,2,1
7295,3,3,7
7296,3,2,10
7297,3,1,6
7298,3,2,10
7299,3,1,0
7300,3,2,4
7301,3,3,8
7302,3,3,4
7303,3,2,12
7304,3,0,2
7305,3,0,6
7306,3,1,2
7307,3,3,15
7308,3,2,0
7309,3,3,5
7310,3,2,3
7311,3,1,3
7312,3,2,6
7313,3,2,7
7314,3,2,8
7315,3,3,9
7316,3,1,8
7317,3,2,9
7318,3,1,2
7319,3,3,11
7320,3,2,11
7321,3,2,11
7322,3,1,0
7323,3,1,1
7324,3,1,3
7325,3,1,0
7326,3,2,8
7327,3,2,2
7328,3,1,6
7329,3,1,2
7330,3,2,3
7331,3,0,9
7332,3,3,3
7333,3,2,11
7334,3,1,3
7335,3,3,8
7336,3,3,13
7337,3,2,6
7338,3,1,5
7339,3,2,7
7340,3,2,0
7341,3,1,5
7342,3,1,2
7343,3,1,0
7344,3,3,20
7345,3,1,4
7346,3,1,2
7347,3,1,1
7348,3,0,1
7349,3,1,6
7350,3,1,5
7351,3,1,11
7352,3,2,2
7353,3,2,15
7354,3,3,6
7355,3,3,20
7356,3,2,1
7357,3,1,1
7358,3,1,2
7359,3,0,3
7360,3,2,6
7361,3,3,10
7362,3,2,4
7363,3,1,4
7364,3,3,5
7365,3,2,4
7366,3,3,13
7367,3,1,4
7368,3,1,6
7369,3,1,8
7370,3,2,6
7371,3,3,8
7372,3,3,6
7373,3,3,5
7374,3,1,10
7375,3,2,11
7376,3,2,9
7377,3,2,3
7378,3,2,3
7379,3,2,1
7380,3,2,11
7381,3,3,9
7382,3,2,11
7383,3,1,5
7384,3,1,2
7385,3,1,1
7386,3,1,3
7387,3,3,8
7388,3,2,4
7389,3,3,16
7390,3,1,3
7391,3,3,9
7392,3,3,10
7393,3,2,5
7394,3,1,7
7395,3,1,3
7396,3,3,14
7397,3,2,3
7398,3,1,3
7399,3,1,4
7400,3,1,1
7401,3,3,12
7402,3,2,7
7403,3,2,7
7404,3,2,2
7405,3,3,6
7406,3,1,1
7407,3,3,13
7408,3,1,10
7409,3,2,13
7410,3,3,5
7411,3,1,1
7412,3,2,4
7413,3,3,3
7414,3,1,0
7415,3,3,8
7416,3,2,7
7417,3,3,5
7418,3,2,8
7419,3,3,4
7420,3,3,6
7421,3,1,1
7422,3,0,0
7423,3,2,4
7424,3,3,8
7425,3,1,2
7426,3,1,1
7427,3,2,7
7428,3,3,10
7429,3,3,13
7430,3,1,1
7431,3,2,2
7432,3,1,1
7433,3,2,2
7434,3,1,0
7435,3,3,15
7436,3,2,5
7437,3,2,11
7438,3,1,1
7439,3,2,7
7440,3,2,6
7441,3,1,4
7442,3,1,5
7443,3,3,3
7444,3,3,25
7445,3,1,1
7447,3,1,3
7448,3,2,4
7449,3,3,16
7450,3,2,3
7451,3,1,0
7452,3,2,1
7453,3,3,20
7454,3,1,5
7455,3,3,5
7456,3,3,14
7457,3,0,3
7458,3,2,3
7459,3,1,1
7460,3,1,1
7461,3,2,5
7462,3,2,3
7463,3,2,5
7464,3,2,15
7465,3,2,0
7466,3,1,0
7467,3,3,8
7468,3,1,0
7469,3,2,1
7470,3,2,7
7471,3,1,5
7472,3,2,7
7473,3,3,3
7474,3,2,5
7475,3,2,12
7476,3,2,16
7477,3,1,3
7478,3,3,20
7479,3,1,2
7480,3,3,12
7481,3,1,3
7482,3,2,5
7483,3,2,4
7484,3,1,3
7485,3,1,7
7486,3,1,7
7487,3,3,10
7488,3,1,2
7489,3,1,0
7490,3,2,0
7491,3,3,8
7492,3,2,15
7493,3,3,10
7494,3,2,9
7495,3,2,8
7496,3,1,2
7497,3,1,2
7498,3,2,4
7499,3,1,1
7500,3,1,4
7501,3,2,11
7502,3,3,6
7503,3,3,6
7504,3,3,15
7505,3,3,10
7506,3,1,3
7507,3,1,3
7508,3,1,0
7509,3,1,17
7510,3,2,7
7511,3,1,1
7512,3,2,4
7513,3,3,1
7514,3,3,7
7515,3,2,13
7516,3,3,7
7517,3,1,4
7518,3,1,0
7519,3,2,12
7520,3,1,1
7521,3,3,7
7522,3,2,11
7523,3,2,8
7524,3,2,1
7525,3,2,5
7526,3,3,7
7527,3,2,1
7528,3,3,3
7529,3,1,0
7530,3,2,10
7531,3,1,4
7532,3,1,2
7533,3,2,3
7534,3,3,4
