id,set,human_score,vocabulory_score
342,1,9,169
343,1,9,126
345,1,10,159
346,1,12,256
347,1,7,108
348,1,8,117
349,1,8,88
350,1,8,124
351,1,9,158
352,1,7,81
353,1,5,32
354,1,8,83
355,1,6,60
356,1,8,87
357,1,8,91
358,1,7,66
359,1,2,1
360,1,6,65
361,1,10,210
362,1,10,172
363,1,8,99
364,1,11,229
365,1,9,169
366,1,8,138
367,1,8,130
368,1,9,123
369,1,8,87
370,1,10,237
371,1,8,121
372,1,10,168
373,1,8,112
374,1,7,129
375,1,4,32
376,1,8,153
377,1,10,181
378,1,11,172
379,1,9,164
380,1,10,113
381,1,10,164
382,1,7,104
383,1,11,183
384,1,8,101
385,1,11,254
386,1,10,158
387,1,8,120
388,1,7,101
389,1,8,130
390,1,10,167
391,1,12,179
392,1,8,166
393,1,8,110
394,1,7,79
395,1,6,58
396,1,7,114
397,1,10,205
398,1,10,177
399,1,8,169
400,1,8,118
401,1,6,69
402,1,8,123
403,1,8,185
404,1,8,164
405,1,9,273
406,1,8,159
407,1,8,142
408,1,8,127
409,1,8,110
410,1,8,129
411,1,12,204
412,1,10,193
413,1,9,134
414,1,8,125
415,1,7,128
416,1,6,57
417,1,8,97
418,1,12,225
419,1,6,91
420,1,8,91
421,1,6,71
422,1,7,126
423,1,9,190
424,1,9,181
425,1,10,167
426,1,9,189
427,1,11,161
428,1,8,122
429,1,9,153
430,1,8,233
431,1,11,179
432,1,8,93
433,1,11,171
434,1,7,150
435,1,11,267
436,1,8,140
437,1,8,114
438,1,8,87
439,1,10,175
440,1,8,97
441,1,8,124
442,1,10,128
443,1,8,95
444,1,8,120
445,1,8,68
446,1,10,147
447,1,11,174
448,1,9,166
449,1,2,12
450,1,7,109
451,1,8,126
452,1,7,74
453,1,9,142
454,1,8,157
455,1,4,26
456,1,7,131
457,1,10,178
458,1,9,113
459,1,8,111
460,1,8,168
461,1,8,108
462,1,8,140
463,1,8,160
464,1,7,87
465,1,8,123
466,1,9,138
467,1,8,119
468,1,8,62
469,1,9,162
470,1,8,122
471,1,8,119
472,1,12,180
473,1,7,112
474,1,6,40
475,1,9,175
476,1,8,133
477,1,6,64
478,1,8,154
479,1,10,190
480,1,8,107
481,1,10,175
482,1,9,155
483,1,9,126
484,1,7,72
485,1,10,179
486,1,9,207
487,1,8,98
488,1,8,115
489,1,9,214
490,1,8,215
491,1,8,112
492,1,7,114
493,1,8,106
494,1,9,169
495,1,8,113
496,1,9,102
497,1,9,275
498,1,12,219
499,1,9,155
500,1,10,181
501,1,8,124
502,1,7,44
503,1,8,86
504,1,10,217
505,1,10,140
506,1,7,116
507,1,10,209
508,1,9,110
509,1,11,179
510,1,7,90
511,1,8,88
512,1,8,118
513,1,8,146
514,1,8,77
515,1,8,130
516,1,8,183
517,1,8,140
518,1,8,122
519,1,12,177
520,1,6,96
521,1,7,78
522,1,9,117
523,1,10,207
524,1,8,135
525,1,9,130
526,1,7,94
527,1,8,86
528,1,6,71
529,1,7,77
530,1,10,123
531,1,10,150
532,1,8,137
533,1,8,177
534,1,11,271
535,1,8,125
536,1,8,103
537,1,8,151
538,1,8,115
539,1,9,134
540,1,8,142
541,1,8,138
542,1,10,207
543,1,8,108
544,1,8,132
545,1,2,3
546,1,6,47
547,1,8,132
548,1,8,157
549,1,8,111
550,1,10,218
551,1,8,135
552,1,6,78
553,1,8,140
554,1,8,150
555,1,11,188
556,1,10,185
557,1,10,222
558,1,10,180
559,1,12,193
560,1,8,149
561,1,8,111
562,1,10,173
563,1,7,67
564,1,8,135
565,1,9,197
566,1,8,102
567,1,8,92
568,1,8,169
569,1,8,111
570,1,8,182
571,1,9,143
572,1,11,215
573,1,10,213
574,1,8,83
575,1,10,163
576,1,8,149
577,1,6,54
578,1,9,85
579,1,8,127
580,1,8,164
581,1,8,122
582,1,11,168
583,1,9,142
584,1,9,194
585,1,11,215
586,1,8,107
587,1,9,138
588,1,10,184
589,1,5,34
590,1,6,55
591,1,8,144
592,1,8,88
593,1,10,129
594,1,7,80
595,1,8,131
596,1,6,69
597,1,8,181
598,1,8,119
599,1,8,155
600,1,6,77
601,1,8,83
602,1,8,65
603,1,11,265
604,1,9,112
605,1,6,55
606,1,8,171
607,1,9,194
608,1,7,150
609,1,7,96
610,1,7,84
611,1,9,155
612,1,10,157
613,1,8,119
614,1,6,83
615,1,9,136
616,1,8,111
617,1,9,169
618,1,8,141
619,1,11,193
620,1,7,70
621,1,8,69
622,1,8,122
623,1,6,76
624,1,8,106
625,1,11,156
626,1,7,101
627,1,8,124
628,1,11,102
629,1,11,178
630,1,8,141
631,1,6,65
632,1,10,163
633,1,8,149
634,1,5,69
635,1,10,148
636,1,9,90
637,1,8,113
638,1,8,124
639,1,6,70
640,1,7,94
641,1,7,100
642,1,8,168
643,1,10,230
644,1,8,105
645,1,8,144
646,1,9,111
647,1,11,118
648,1,6,58
649,1,8,106
650,1,10,169
651,1,8,104
652,1,9,88
653,1,8,96
654,1,10,166
655,1,7,87
656,1,9,162
657,1,9,150
658,1,8,112
659,1,10,166
660,1,11,193
661,1,8,111
662,1,6,58
663,1,8,133
664,1,9,150
665,1,7,72
666,1,8,167
667,1,9,132
668,1,10,178
669,1,8,145
670,1,8,129
671,1,8,95
672,1,9,165
673,1,6,53
674,1,8,88
675,1,8,166
676,1,8,91
677,1,8,94
678,1,8,215
679,1,8,146
680,1,9,180
681,1,8,140
682,1,11,171
683,1,10,193
684,1,8,102
685,1,8,113
686,1,9,154
687,1,8,137
688,1,9,89
689,1,8,172
690,1,9,141
691,1,6,84
692,1,6,49
693,1,8,135
694,1,8,105
695,1,9,160
696,1,8,100
697,1,8,126
698,1,6,85
699,1,12,288
700,1,8,92
701,1,8,134
702,1,6,59
703,1,8,142
704,1,7,81
705,1,8,169
706,1,10,139
707,1,8,122
708,1,9,119
709,1,10,162
710,1,11,145
711,1,10,195
712,1,9,158
713,1,10,135
714,1,9,149
715,1,8,46
716,1,9,131
717,1,8,101
718,1,10,155
719,1,7,85
720,1,10,230
721,1,9,139
722,1,10,243
723,1,10,200
724,1,8,82
725,1,6,55
726,1,10,142
727,1,6,62
728,1,8,133
729,1,7,87
730,1,10,195
731,1,8,188
732,1,9,99
733,1,8,38
734,1,10,172
735,1,9,173
736,1,10,151
737,1,8,145
738,1,6,109
739,1,9,123
740,1,8,178
741,1,8,123
742,1,10,190
743,1,10,174
744,1,9,112
745,1,9,192
746,1,8,125
747,1,8,93
748,1,8,156
749,1,10,185
750,1,8,128
751,1,8,112
752,1,7,79
753,1,8,121
754,1,9,159
755,1,9,185
756,1,8,123
757,1,9,129
758,1,8,113
759,1,10,136
760,1,9,125
761,1,8,84
762,1,10,163
763,1,8,103
764,1,9,177
765,1,7,96
766,1,8,85
767,1,8,92
768,1,8,176
769,1,10,222
770,1,8,119
771,1,9,152
772,1,10,194
773,1,8,165
774,1,8,147
775,1,7,91
776,1,7,84
777,1,10,202
778,1,9,165
779,1,8,125
780,1,9,174
781,1,10,173
782,1,11,187
783,1,7,101
784,1,10,180
785,1,8,171
786,1,8,115
787,1,8,138
788,1,8,125
789,1,7,61
790,1,9,167
791,1,8,102
792,1,8,130
793,1,11,208
794,1,8,126
795,1,8,134
796,1,8,115
797,1,10,206
798,1,9,217
799,1,8,113
800,1,10,172
801,1,9,184
802,1,8,105
803,1,6,94
804,1,8,67
805,1,9,150
806,1,6,74
807,1,11,174
808,1,7,75
809,1,9,119
810,1,8,117
811,1,8,108
812,1,8,91
813,1,8,115
814,1,8,122
815,1,10,137
816,1,9,125
817,1,12,237
818,1,8,98
819,1,8,102
820,1,5,71
821,1,9,137
822,1,8,116
823,1,8,115
824,1,9,159
825,1,6,111
826,1,10,114
827,1,6,40
828,1,9,243
829,1,8,129
830,1,10,159
831,1,8,134
832,1,2,11
833,1,9,186
834,1,10,167
835,1,10,193
836,1,8,113
837,1,8,149
838,1,5,29
839,1,10,186
840,1,8,141
841,1,7,76
842,1,8,128
843,1,8,131
844,1,8,101
845,1,10,134
846,1,8,132
847,1,12,215
848,1,6,55
849,1,7,75
850,1,10,159
851,1,9,173
852,1,10,167
853,1,9,180
854,1,8,141
855,1,8,105
856,1,10,131
857,1,8,72
858,1,9,161
859,1,12,185
860,1,8,138
861,1,8,95
862,1,8,144
863,1,10,247
864,1,10,149
865,1,8,141
866,1,7,81
867,1,8,121
868,1,12,195
869,1,6,41
870,1,9,127
871,1,10,164
872,1,8,115
873,1,9,127
874,1,12,201
875,1,11,231
876,1,8,102
877,1,11,167
878,1,9,134
879,1,8,169
880,1,10,146
881,1,8,101
882,1,9,140
883,1,9,163
884,1,8,126
885,1,7,156
886,1,11,178
887,1,9,123
888,1,10,208
889,1,8,140
890,1,8,136
891,1,9,171
892,1,10,176
893,1,4,46
894,1,10,126
895,1,10,218
896,1,8,104
897,1,9,179
898,1,8,146
899,1,8,136
900,1,10,128
901,1,8,145
902,1,10,198
903,1,8,124
904,1,8,131
905,1,6,68
906,1,11,173
907,1,9,126
908,1,10,174
909,1,10,160
910,1,8,144
911,1,8,90
912,1,10,208
913,1,10,213
914,1,9,153
915,1,10,186
916,1,11,187
917,1,6,74
918,1,10,251
919,1,11,154
920,1,8,150
921,1,8,116
922,1,8,136
923,1,6,94
924,1,8,149
925,1,7,87
926,1,7,96
927,1,7,101
928,1,10,138
929,1,10,152
930,1,8,104
931,1,8,109
932,1,12,189
933,1,8,88
934,1,8,131
935,1,9,189
936,1,7,88
937,1,11,179
938,1,11,174
939,1,6,73
940,1,8,118
941,1,12,141
942,1,9,166
943,1,9,135
944,1,8,92
945,1,8,110
946,1,8,144
947,1,10,174
948,1,9,160
949,1,8,122
950,1,10,166
951,1,7,182
952,1,8,165
953,1,12,167
954,1,10,203
955,1,8,108
956,1,9,132
957,1,9,132
958,1,8,94
959,1,9,134
960,1,7,63
961,1,8,144
962,1,9,154
963,1,8,103
964,1,11,198
965,1,7,114
966,1,7,84
967,1,11,183
968,1,9,144
969,1,8,103
970,1,11,258
971,1,9,120
972,1,8,199
973,1,6,83
974,1,2,15
975,1,8,102
976,1,8,142
977,1,7,87
978,1,8,94
979,1,10,159
980,1,10,166
981,1,8,116
982,1,8,98
983,1,8,236
984,1,8,118
985,1,9,138
986,1,11,215
987,1,8,121
988,1,8,137
989,1,9,123
990,1,8,126
991,1,6,63
992,1,5,21
993,1,9,108
994,1,9,167
995,1,4,53
996,1,7,123
997,1,10,152
998,1,9,175
999,1,12,247
1000,1,12,256
1001,1,8,124
1002,1,8,106
1003,1,9,155
1004,1,6,71
1005,1,9,98
1006,1,8,153
1007,1,10,148
1008,1,10,158
1009,1,8,185
1010,1,8,107
1011,1,8,165
1012,1,9,119
1013,1,7,125
1014,1,8,166
1015,1,10,204
1016,1,8,92
1017,1,8,144
1018,1,10,190
1019,1,10,130
1020,1,8,120
1021,1,9,152
1022,1,11,262
1023,1,8,99
1024,1,9,144
1025,1,8,136
1026,1,10,156
1027,1,8,125
1028,1,10,231
1029,1,10,166
1030,1,8,73
1031,1,9,198
1032,1,8,171
1033,1,10,140
1034,1,8,158
1035,1,8,92
1036,1,9,130
1037,1,8,77
1038,1,11,228
1039,1,8,140
1040,1,6,65
1041,1,6,108
1042,1,8,120
1043,1,9,218
1044,1,7,94
1045,1,9,130
1046,1,9,121
1047,1,11,177
1048,1,10,207
1049,1,10,217
1050,1,11,208
1051,1,7,112
1052,1,9,150
1053,1,9,169
1054,1,8,99
1055,1,8,137
1056,1,6,90
1057,1,10,160
1058,1,8,138
1059,1,8,101
1060,1,8,108
1061,1,8,130
1062,1,10,114
1063,1,10,186
1064,1,9,163
1065,1,7,82
1066,1,9,188
1067,1,9,115
1068,1,9,175
1069,1,10,147
1070,1,7,94
1071,1,8,104
1072,1,8,141
1073,1,8,127
1074,1,8,132
1075,1,8,124
1076,1,10,223
1077,1,8,158
1078,1,12,260
1079,1,8,119
1080,1,8,160
1081,1,7,65
1082,1,9,111
1083,1,7,106
1084,1,9,118
1085,1,10,142
1086,1,8,146
1087,1,11,196
1088,1,8,169
1089,1,8,126
1090,1,6,78
1091,1,10,186
1092,1,10,168
1093,1,8,92
1094,1,8,124
1095,1,8,100
1096,1,4,31
1097,1,10,163
1098,1,9,131
1099,1,8,114
1100,1,9,116
1101,1,8,49
1102,1,8,105
1103,1,6,58
1104,1,10,254
1105,1,9,138
1106,1,9,160
1107,1,4,22
1108,1,9,172
1109,1,8,117
1110,1,8,94
1111,1,11,201
1112,1,8,102
1113,1,10,208
1114,1,10,148
1115,1,9,121
1116,1,8,103
1117,1,7,87
1118,1,8,103
1119,1,9,118
1120,1,8,151
1121,1,2,14
1122,1,10,213
1123,1,6,102
1124,1,9,160
1125,1,8,146
1126,1,10,149
1127,1,8,121
1128,1,8,116
1129,1,8,136
1130,1,6,92
1132,1,8,129
1133,1,12,201
1134,1,6,70
1135,1,11,274
1136,1,8,139
1137,1,8,136
1138,1,8,93
1139,1,10,185
1140,1,9,147
1141,1,6,81
1142,1,8,157
1143,1,8,153
1144,1,11,186
1145,1,9,128
1146,1,8,144
1147,1,9,153
1148,1,9,149
1149,1,10,145
1150,1,8,94
1151,1,10,164
1152,1,8,152
1153,1,9,146
1154,1,8,65
1155,1,8,105
1156,1,10,227
1157,1,6,85
1158,1,9,246
1159,1,12,139
1160,1,8,172
1161,1,8,127
1162,1,8,107
1163,1,10,200
1164,1,9,138
1165,1,8,133
1166,1,9,154
1167,1,10,180
1168,1,8,174
1169,1,10,150
1170,1,12,214
1171,1,12,302
1172,1,7,102
1173,1,8,117
1174,1,10,132
1175,1,9,175
1176,1,8,142
1177,1,6,71
1178,1,9,170
1179,1,8,140
1180,1,8,141
1181,1,10,134
1182,1,7,97
1183,1,8,83
1184,1,10,116
1185,1,8,110
1186,1,9,165
1187,1,10,138
1188,1,8,163
1189,1,9,114
1190,1,9,174
1191,1,8,174
1192,1,8,147
1193,1,10,181
1194,1,10,157
1195,1,11,143
1196,1,8,123
1197,1,8,180
1198,1,7,89
1199,1,8,117
1200,1,9,199
1201,1,12,163
1202,1,8,145
1203,1,8,140
1204,1,9,195
1205,1,8,120
1206,1,11,173
1207,1,8,158
1208,1,7,63
1209,1,8,127
1210,1,8,165
1211,1,9,145
1212,1,9,188
1213,1,8,156
1214,1,10,181
1215,1,8,145
1216,1,9,145
1217,1,4,37
1218,1,9,191
1219,1,8,120
1220,1,10,173
1221,1,10,202
1222,1,6,66
1223,1,9,156
1224,1,9,184
1225,1,8,133
1226,1,8,159
1227,1,8,62
1228,1,8,89
1229,1,8,160
1230,1,10,192
1231,1,6,77
1232,1,10,142
1233,1,9,191
1234,1,8,165
1236,1,10,125
1237,1,11,197
1238,1,10,111
1239,1,11,180
1240,1,10,150
1241,1,9,124
1242,1,8,105
1243,1,9,100
1244,1,8,189
1245,1,10,121
1246,1,7,101
1247,1,8,90
1248,1,8,167
1249,1,10,234
1250,1,12,270
1251,1,8,144
1252,1,11,142
1253,1,4,14
1254,1,8,139
1255,1,11,204
1256,1,8,162
1257,1,9,178
1258,1,12,196
1259,1,10,176
1260,1,8,110
1261,1,9,147
1262,1,8,156
1263,1,9,155
1264,1,9,144
1265,1,10,144
1266,1,8,106
1267,1,8,133
1268,1,8,116
1269,1,11,159
1270,1,10,93
1271,1,8,117
1272,1,9,141
1273,1,10,171
1274,1,6,49
1275,1,7,153
1276,1,8,121
1277,1,7,104
1278,1,8,92
1279,1,9,110
1280,1,6,83
1281,1,8,95
1282,1,10,189
1283,1,10,138
1284,1,8,142
1285,1,8,115
1286,1,8,71
1287,1,10,149
1288,1,10,175
1289,1,7,102
1290,1,8,142
1291,1,8,113
1292,1,8,124
1293,1,7,107
1294,1,9,192
1295,1,4,33
1296,1,9,183
1297,1,8,98
1298,1,7,90
1299,1,11,202
1300,1,7,121
1301,1,8,112
1302,1,10,128
1303,1,7,96
1304,1,11,204
1305,1,11,171
1306,1,8,133
1307,1,9,120
1308,1,9,170
1309,1,8,169
1310,1,7,99
1311,1,10,162
1312,1,9,152
1313,1,8,123
1314,1,10,218
1315,1,9,212
1316,1,9,128
1317,1,8,138
1318,1,8,157
1319,1,9,145
1320,1,11,236
1321,1,9,230
1322,1,9,133
1323,1,8,125
1324,1,8,167
1325,1,10,207
1326,1,8,115
1327,1,11,203
1328,1,8,159
1329,1,7,106
1330,1,8,170
1331,1,9,212
1332,1,9,129
1333,1,8,110
1334,1,8,72
1335,1,7,71
1336,1,10,217
1337,1,8,59
1338,1,9,212
1339,1,8,111
1340,1,8,131
1341,1,10,189
1342,1,8,112
1343,1,8,136
1344,1,8,139
1345,1,8,139
1346,1,8,115
1347,1,8,77
1348,1,7,65
1349,1,11,170
1350,1,10,200
1351,1,9,139
1352,1,8,142
1353,1,10,145
1354,1,8,90
1355,1,8,138
1356,1,8,103
1357,1,8,149
1358,1,11,192
1359,1,11,181
1360,1,8,145
1361,1,10,183
1362,1,9,171
1363,1,8,150
1364,1,9,185
1365,1,8,124
1366,1,8,137
1367,1,6,31
1368,1,7,103
1369,1,9,144
1370,1,9,111
1371,1,12,178
1372,1,8,132
1373,1,8,111
1374,1,10,140
1375,1,10,179
1376,1,8,95
1377,1,8,91
1378,1,9,196
1379,1,10,158
1380,1,12,184
1381,1,8,86
1382,1,10,145
1383,1,9,158
1384,1,10,141
1385,1,9,207
1386,1,9,127
1387,1,7,115
1388,1,8,139
1389,1,8,196
1390,1,8,124
1391,1,8,138
1392,1,5,130
1393,1,11,221
1394,1,6,84
1395,1,9,155
1396,1,9,82
1397,1,7,69
1398,1,9,162
1399,1,8,182
1400,1,9,148
1401,1,10,195
1402,1,9,109
1403,1,11,115
1404,1,10,209
1405,1,9,140
1406,1,9,156
1407,1,10,130
1408,1,8,128
1409,1,9,145
1410,1,7,82
1411,1,11,207
1412,1,10,142
1413,1,9,144
1414,1,8,102
1415,1,12,249
1416,1,8,76
1417,1,10,171
1418,1,8,139
1419,1,10,139
1420,1,8,139
1421,1,6,76
1422,1,8,208
1423,1,8,163
1424,1,10,163
1425,1,8,90
1426,1,10,147
1427,1,11,170
1428,1,6,61
1429,1,7,78
1430,1,8,78
1431,1,6,66
1432,1,8,142
1433,1,8,216
1434,1,9,132
1435,1,10,176
1436,1,8,143
1437,1,8,82
1438,1,9,127
1439,1,10,167
1440,1,10,192
1441,1,8,90
1442,1,6,61
1443,1,12,211
1444,1,10,126
1445,1,8,125
1446,1,10,160
1447,1,12,196
1448,1,9,118
1449,1,9,157
1450,1,10,149
1451,1,9,181
1452,1,12,211
1453,1,9,161
1454,1,11,188
1455,1,8,139
1456,1,10,222
1457,1,7,94
1458,1,9,120
1459,1,8,94
1460,1,10,165
1461,1,6,82
1462,1,7,45
1463,1,8,68
1464,1,10,161
1465,1,8,87
1466,1,8,79
1467,1,10,154
1468,1,9,113
1469,1,8,172
1470,1,10,157
1471,1,8,141
1472,1,8,93
1473,1,6,73
1474,1,4,27
1475,1,8,117
1476,1,9,165
1477,1,6,66
1478,1,9,147
1479,1,7,103
1480,1,9,154
1481,1,7,79
1482,1,7,94
1483,1,6,46
1484,1,9,164
1485,1,9,106
1486,1,8,111
1487,1,8,123
1488,1,8,159
1489,1,9,167
1490,1,6,61
1491,1,11,216
1492,1,8,70
1493,1,11,169
1494,1,10,172
1495,1,8,128
1496,1,6,41
1497,1,9,131
1498,1,8,169
1499,1,10,182
1500,1,8,147
1501,1,8,93
1502,1,10,159
1503,1,9,143
1504,1,8,119
1505,1,9,161
1506,1,8,89
1507,1,9,81
1508,1,8,76
1509,1,8,185
1510,1,8,121
1511,1,7,105
1512,1,8,87
1513,1,5,33
1514,1,8,129
1515,1,10,224
1516,1,8,107
1517,1,8,149
1518,1,10,169
1519,1,8,94
1520,1,9,126
1521,1,8,110
1522,1,10,187
1523,1,8,88
1524,1,6,53
1525,1,8,98
1526,1,10,160
1527,1,10,124
1528,1,6,50
1529,1,8,146
1530,1,8,132
1531,1,8,114
1532,1,6,103
1533,1,6,55
1534,1,9,159
1535,1,6,81
1536,1,4,51
1537,1,8,110
1538,1,9,135
1539,1,9,126
1540,1,8,110
1541,1,8,97
1542,1,10,186
1543,1,8,104
1544,1,10,187
1545,1,8,95
1546,1,10,172
1547,1,7,73
1548,1,8,103
1549,1,6,50
1550,1,8,112
1551,1,9,220
1552,1,6,103
1553,1,7,139
1554,1,8,151
1555,1,2,17
1556,1,8,118
1557,1,8,127
1558,1,8,144
1559,1,7,66
1560,1,9,145
1561,1,9,148
1562,1,4,32
1563,1,6,58
1564,1,8,102
1565,1,8,133
1566,1,8,116
1567,1,11,128
1568,1,7,91
1569,1,5,41
1570,1,11,200
1571,1,7,103
1572,1,8,143
1573,1,10,233
1574,1,8,213
1575,1,9,161
1576,1,8,126
1577,1,8,84
1578,1,9,97
1579,1,8,113
1580,1,8,83
1581,1,11,236
1582,1,10,148
1583,1,8,114
1584,1,9,111
1585,1,9,202
1586,1,7,96
1587,1,10,163
1588,1,10,194
1589,1,10,155
1590,1,11,200
1591,1,9,168
1592,1,2,4
1593,1,10,157
1594,1,8,138
1595,1,8,158
1596,1,9,152
1597,1,11,208
1598,1,10,184
1599,1,9,130
1600,1,8,101
1601,1,8,97
1602,1,10,153
1603,1,8,123
1604,1,8,100
1605,1,8,77
1606,1,9,129
1607,1,9,152
1608,1,8,100
1609,1,9,165
1610,1,11,232
1611,1,8,132
1612,1,8,94
1613,1,9,117
1614,1,9,133
1615,1,9,145
1616,1,9,169
1617,1,8,113
1618,1,8,67
1619,1,9,157
1620,1,7,82
1621,1,10,134
1622,1,10,286
1623,1,9,170
1624,1,8,155
1625,1,8,115
1626,1,8,167
1627,1,8,102
1628,1,10,196
1629,1,10,201
1630,1,10,189
1631,1,8,111
1632,1,8,179
1633,1,8,72
1634,1,8,123
1635,1,10,123
1636,1,10,211
1637,1,8,111
1638,1,8,111
1639,1,10,162
1640,1,8,104
1641,1,8,81
1642,1,8,108
1643,1,11,176
1644,1,8,130
1645,1,11,189
1646,1,8,96
1647,1,6,51
1648,1,11,161
1649,1,9,117
1650,1,8,149
1651,1,9,184
1652,1,8,74
1653,1,8,109
1654,1,9,163
1655,1,8,103
1656,1,8,98
1657,1,8,107
1658,1,9,125
1659,1,9,157
1660,1,8,120
1661,1,10,154
1662,1,8,130
1663,1,9,121
1664,1,8,135
1665,1,9,172
1666,1,9,204
1667,1,10,151
