id,set,human_score,vocabulory_score
3320,2,4,162
3321,2,4,204
3322,2,3,110
3323,2,4,188
3324,2,3,93
3325,2,4,220
3326,2,3,137
3327,2,3,186
3328,2,3,128
3329,2,3,77
3330,2,3,134
3331,2,4,290
3332,2,3,88
3333,2,3,73
3334,2,4,191
3335,2,4,93
3336,2,3,93
3337,2,4,200
3338,2,3,124
3339,2,4,184
3340,2,4,246
3341,2,3,167
3342,2,4,208
3343,2,5,415
3344,2,3,235
3345,2,3,104
3346,2,2,55
3347,2,4,166
3348,2,4,134
3349,2,3,136
3350,2,3,122
3351,2,4,154
3352,2,2,67
3353,2,2,160
3354,2,3,74
3355,2,3,133
3356,2,3,150
3357,2,3,169
3358,2,3,152
3359,2,2,70
3360,2,4,115
3361,2,4,153
3362,2,4,121
3363,2,2,111
3364,2,4,137
3365,2,3,133
3366,2,4,146
3367,2,4,242
3368,2,4,164
3369,2,3,112
3370,2,4,184
3371,2,3,90
3372,2,3,149
3373,2,3,109
3374,2,4,133
3375,2,3,118
3376,2,4,162
3377,2,2,116
3378,2,3,101
3379,2,1,177
3380,2,3,147
3381,2,3,118
3382,2,4,72
3383,2,5,165
3384,2,4,212
3385,2,4,244
3386,2,4,194
3387,2,3,172
3388,2,3,79
3389,2,3,142
3390,2,3,163
3391,2,4,223
3392,2,3,78
3393,2,3,68
3394,2,3,192
3395,2,3,91
3396,2,3,181
3397,2,4,207
3398,2,4,227
3399,2,4,230
3400,2,3,189
3401,2,3,93
3402,2,4,158
3403,2,3,176
3404,2,4,123
3405,2,3,205
3406,2,4,202
3407,2,4,172
3408,2,3,203
3409,2,3,270
3410,2,3,83
3411,2,4,133
3412,2,4,211
3413,2,3,107
3414,2,4,155
3415,2,3,120
3416,2,3,122
3417,2,3,142
3418,2,5,328
3419,2,2,167
3420,2,4,202
3421,2,4,168
3422,2,2,83
3423,2,2,50
3424,2,4,198
3425,2,4,134
3426,2,1,29
3427,2,4,101
3428,2,6,221
3429,2,2,128
3430,2,3,113
3431,2,3,119
3432,2,4,162
3433,2,3,124
3434,2,2,54
3435,2,2,108
3436,2,4,143
3437,2,3,58
3438,2,3,143
3439,2,3,105
3440,2,4,196
3441,2,2,107
3442,2,4,153
3443,2,4,208
3444,2,4,153
3445,2,4,154
3446,2,4,166
3447,2,4,186
3448,2,3,167
3449,2,4,199
3450,2,3,110
3451,2,4,109
3452,2,3,202
3453,2,4,184
3454,2,2,56
3455,2,3,110
3456,2,3,117
3457,2,3,119
3458,2,4,189
3459,2,3,141
3460,2,4,187
3461,2,3,70
3462,2,3,152
3463,2,3,74
3464,2,4,231
3465,2,3,69
3466,2,3,90
3467,2,4,212
3468,2,4,130
3469,2,4,209
3470,2,4,243
3471,2,3,149
3472,2,3,87
3473,2,2,16
3474,2,4,208
3475,2,2,76
3476,2,3,173
3477,2,3,165
3478,2,2,155
3479,2,3,57
3480,2,3,105
3481,2,4,125
3482,2,3,138
3483,2,4,202
3484,2,3,111
3485,2,4,192
3486,2,1,36
3487,2,4,201
3488,2,3,161
3489,2,3,68
3490,2,4,132
3491,2,2,45
3492,2,4,299
3493,2,2,44
3494,2,2,104
3495,2,4,129
3496,2,4,147
3497,2,3,141
3498,2,4,155
3499,2,2,144
3500,2,2,81
3501,2,4,147
3502,2,3,119
3503,2,3,68
3504,2,4,130
3505,2,3,72
3506,2,4,146
3507,2,4,155
3508,2,3,136
3509,2,5,261
3510,2,3,91
3511,2,3,122
3512,2,4,205
3513,2,3,137
3514,2,4,148
3515,2,3,119
3516,2,4,255
3517,2,2,39
3518,2,4,144
3519,2,4,215
3520,2,4,216
3521,2,4,119
3522,2,3,113
3523,2,4,214
3524,2,4,137
3525,2,3,182
3526,2,3,131
3527,2,4,171
3528,2,4,254
3529,2,4,188
3530,2,4,179
3531,2,4,238
3532,2,3,96
3533,2,4,129
3534,2,3,203
3535,2,3,162
3536,2,3,100
3537,2,4,235
3538,2,3,156
3539,2,4,349
3540,2,3,171
3541,2,4,183
3542,2,4,204
3543,2,3,102
3544,2,4,117
3545,2,4,260
3546,2,4,332
3547,2,4,148
3548,2,3,146
3549,2,4,115
3550,2,4,237
3551,2,3,303
3552,2,3,126
3553,2,3,113
3554,2,3,125
3555,2,4,196
3556,2,1,30
3557,2,3,129
3558,2,3,136
3559,2,3,313
3560,2,3,196
3561,2,3,105
3562,2,3,113
3563,2,3,148
3564,2,4,156
3565,2,4,163
3566,2,4,167
3567,2,4,199
3568,2,5,156
3569,2,3,167
3570,2,5,215
3571,2,4,131
3572,2,2,143
3573,2,4,170
3574,2,4,110
3575,2,3,421
3576,2,3,96
3577,2,4,177
3578,2,4,132
3579,2,4,175
3580,2,3,138
3581,2,3,168
3582,2,3,61
3583,2,3,112
3584,2,4,97
3585,2,3,143
3586,2,3,139
3587,2,3,79
3588,2,2,81
3589,2,4,216
3590,2,2,190
3591,2,3,166
3592,2,3,118
3593,2,4,142
3594,2,4,287
3595,2,4,188
3596,2,4,304
3597,2,2,63
3598,2,3,116
3599,2,3,109
3600,2,4,173
3601,2,4,240
3602,2,3,97
3603,2,2,74
3604,2,3,103
3605,2,3,283
3606,2,4,166
3607,2,4,256
3608,2,4,156
3609,2,4,218
3610,2,3,84
3611,2,2,61
3612,2,4,117
3613,2,4,164
3614,2,4,252
3615,2,4,169
3616,2,4,130
3617,2,3,93
3618,2,4,115
3619,2,4,165
3620,2,4,252
3621,2,4,150
3622,2,5,243
3623,2,3,82
3624,2,4,115
3625,2,3,109
3626,2,5,204
3627,2,4,164
3628,2,4,215
3629,2,4,119
3630,2,3,105
3631,2,3,134
3632,2,3,75
3633,2,3,86
3634,2,3,57
3635,2,3,86
3636,2,4,236
3637,2,4,206
3638,2,4,105
3639,2,3,103
3640,2,4,275
3641,2,2,62
3642,2,3,151
3643,2,2,57
3644,2,4,145
3645,2,3,99
3646,2,4,191
3647,2,4,191
3648,2,5,199
3649,2,4,221
3650,2,4,129
3651,2,4,204
3652,2,4,227
3653,2,4,355
3654,2,4,180
3655,2,3,99
3656,2,2,19
3657,2,4,142
3658,2,5,258
3659,2,3,66
3660,2,3,153
3661,2,4,202
3662,2,4,252
3663,2,2,44
3664,2,4,142
3665,2,3,127
3666,2,3,140
3667,2,2,105
3668,2,4,182
3669,2,4,96
3670,2,1,13
3671,2,3,180
3672,2,3,158
3673,2,3,86
3674,2,4,167
3675,2,3,171
3676,2,4,229
3677,2,4,204
3678,2,4,135
3679,2,3,143
3680,2,3,102
3681,2,3,170
3682,2,4,147
3683,2,4,225
3684,2,3,109
3685,2,2,66
3686,2,3,101
3687,2,4,212
3688,2,4,201
3689,2,4,220
3690,2,3,120
3691,2,4,180
3692,2,4,182
3693,2,3,146
3694,2,3,161
3695,2,3,92
3696,2,4,152
3697,2,4,347
3698,2,4,212
3699,2,2,43
3700,2,4,158
3701,2,3,140
3702,2,3,128
3703,2,3,111
3704,2,4,99
3705,2,2,108
3706,2,3,95
3707,2,5,177
3708,2,4,193
3709,2,3,153
3710,2,2,78
3711,2,3,115
3712,2,3,138
3713,2,4,223
3714,2,2,41
3715,2,4,127
3716,2,3,143
3717,2,3,117
3718,2,3,131
3719,2,4,328
3720,2,3,170
3721,2,4,158
3722,2,5,233
3723,2,5,254
3724,2,2,96
3725,2,3,106
3726,2,4,141
3727,2,3,105
3728,2,4,135
3729,2,3,114
3730,2,3,138
3731,2,3,69
3732,2,3,114
3733,2,3,122
3734,2,2,49
3735,2,3,124
3736,2,4,232
3737,2,4,181
3738,2,3,141
3739,2,2,104
3740,2,4,226
3741,2,2,37
3742,2,4,192
3743,2,3,128
3744,2,3,137
3745,2,2,86
3746,2,4,243
3747,2,4,92
3748,2,4,163
3749,2,3,140
3750,2,4,147
3751,2,4,266
3752,2,4,117
3753,2,3,104
3754,2,3,118
3755,2,4,197
3756,2,4,220
3757,2,3,185
3758,2,3,104
3759,2,2,81
3760,2,4,123
3761,2,4,359
3762,2,2,52
3763,2,4,195
3764,2,3,162
3765,2,4,164
3766,2,3,82
3767,2,4,146
3768,2,4,274
3769,2,3,113
3770,2,4,166
3771,2,4,138
3772,2,3,110
3773,2,3,151
3774,2,3,137
3775,2,4,152
3776,2,4,186
3777,2,4,149
3778,2,3,160
3779,2,2,57
3780,2,4,204
3781,2,4,168
3782,2,3,161
3783,2,4,180
3784,2,5,253
3785,2,2,32
3786,2,4,111
3787,2,3,133
3788,2,4,169
3789,2,3,87
3790,2,3,97
3791,2,4,178
3792,2,3,122
3793,2,5,222
3794,2,3,161
3795,2,4,210
3796,2,4,195
3797,2,3,168
3798,2,4,252
3799,2,3,93
3800,2,3,160
3801,2,2,34
3802,2,4,219
3803,2,3,70
3804,2,4,127
3805,2,3,34
3806,2,3,176
3807,2,4,89
3808,2,3,100
3809,2,5,232
3810,2,3,100
3811,2,3,94
3812,2,3,126
3813,2,2,109
3814,2,3,151
3815,2,4,136
3816,2,3,134
3817,2,3,68
3818,2,4,105
3819,2,4,387
3820,2,3,129
3821,2,3,123
3822,2,3,118
3823,2,3,55
3824,2,4,207
3825,2,4,121
3826,2,4,205
3827,2,4,186
3828,2,3,110
3829,2,3,134
3830,2,4,144
3831,2,3,85
3832,2,4,181
3833,2,4,195
3834,2,3,170
3835,2,4,120
3836,2,4,217
3837,2,3,82
3838,2,3,82
3839,2,3,118
3840,2,4,303
3841,2,3,68
3842,2,3,171
3843,2,3,175
3844,2,4,181
3845,2,2,32
3846,2,4,219
3847,2,4,286
3848,2,4,139
3849,2,4,173
3850,2,3,111
3851,2,3,174
3852,2,3,155
3853,2,4,97
3854,2,3,146
3855,2,3,110
3856,2,4,158
3857,2,3,209
3858,2,3,125
3859,2,3,228
3860,2,3,182
3861,2,3,81
3862,2,5,274
3863,2,3,144
3864,2,4,133
3865,2,4,129
3866,2,4,82
3867,2,3,88
3868,2,4,181
3869,2,3,154
3870,2,3,111
3871,2,4,180
3872,2,4,176
3873,2,5,348
3874,2,3,103
3875,2,5,260
3876,2,4,239
3877,2,4,150
3878,2,3,162
3879,2,1,20
3880,2,3,67
3881,2,5,134
3882,2,3,59
3883,2,1,20
3884,2,3,131
3885,2,3,151
3886,2,3,145
3887,2,4,103
3888,2,5,194
3889,2,4,183
3890,2,3,160
3891,2,3,110
3892,2,3,161
3893,2,4,216
3894,2,3,157
3895,2,4,112
3896,2,4,249
3897,2,4,121
3898,2,3,190
3899,2,4,199
3900,2,3,169
3901,2,3,119
3902,2,4,206
3903,2,2,17
3904,2,4,195
3905,2,3,134
3906,2,4,252
3907,2,4,123
3908,2,5,253
3909,2,4,164
3910,2,3,135
3911,2,3,203
3912,2,3,134
3913,2,3,120
3914,2,3,127
3915,2,3,162
3916,2,4,179
3917,2,3,132
3918,2,4,203
3919,2,4,213
3920,2,4,197
3921,2,3,174
3922,2,3,196
3923,2,4,171
3924,2,3,208
3925,2,5,231
3926,2,3,184
3927,2,3,138
3928,2,3,135
3929,2,3,149
3930,2,3,169
3931,2,4,145
3932,2,4,199
3933,2,3,190
3934,2,4,180
3935,2,3,131
3936,2,3,124
3937,2,5,199
3938,2,3,173
3939,2,4,167
3940,2,4,128
3941,2,2,114
3942,2,3,206
3943,2,4,184
3944,2,4,169
3945,2,3,165
3946,2,4,133
3947,2,3,165
3948,2,3,97
3949,2,4,177
3950,2,3,124
3951,2,5,365
3952,2,2,53
3953,2,4,178
3954,2,4,172
3955,2,4,181
3956,2,4,243
3957,2,2,94
3958,2,3,217
3959,2,3,236
3960,2,4,150
3961,2,4,215
3962,2,4,227
3963,2,4,167
3964,2,3,93
3965,2,4,270
3966,2,3,64
3967,2,3,117
3968,2,3,143
3969,2,3,188
3970,2,4,250
3971,2,3,91
3972,2,4,84
3973,2,3,67
3974,2,2,18
3975,2,4,156
3976,2,4,126
3977,2,4,189
3978,2,4,181
3979,2,3,94
3980,2,3,126
3981,2,4,276
3982,2,4,201
3983,2,5,223
3984,2,4,220
3985,2,3,76
3986,2,3,268
3987,2,3,104
3988,2,4,162
3989,2,4,117
3990,2,4,173
3991,2,4,189
3992,2,4,216
3993,2,3,91
3994,2,4,219
3995,2,3,115
3996,2,4,192
3997,2,3,87
3998,2,4,125
3999,2,4,177
4000,2,2,114
4001,2,4,162
4002,2,3,166
4003,2,4,173
4004,2,2,33
4005,2,4,191
4006,2,3,110
4007,2,3,143
4008,2,2,22
4009,2,1,12
4010,2,4,192
4011,2,3,99
4012,2,4,121
4013,2,3,157
4014,2,4,200
4015,2,4,281
4016,2,4,147
4017,2,3,135
4018,2,4,172
4019,2,3,164
4020,2,3,153
4021,2,4,167
4022,2,4,166
4023,2,4,135
4024,2,1,13
4025,2,4,187
4026,2,5,284
4027,2,4,100
4028,2,5,186
4029,2,3,167
4030,2,3,149
4031,2,3,100
4032,2,3,118
4033,2,5,211
4034,2,3,135
4035,2,3,143
4036,2,4,197
4037,2,3,207
4038,2,4,251
4039,2,4,160
4040,2,3,223
4041,2,3,237
4042,2,3,136
4043,2,3,162
4044,2,5,273
4045,2,3,111
4046,2,4,296
4047,2,3,84
4048,2,3,101
4049,2,4,229
4050,2,2,166
4051,2,3,190
4052,2,3,183
4053,2,4,131
4054,2,3,91
4055,2,4,186
4056,2,3,137
4057,2,3,226
4058,2,4,145
4059,2,4,130
4060,2,5,301
4061,2,6,190
4062,2,4,220
4063,2,3,180
4064,2,3,104
4065,2,3,96
4066,2,3,130
4067,2,4,172
4068,2,3,148
4069,2,4,193
4070,2,4,178
4071,2,4,126
4072,2,4,227
4073,2,4,232
4074,2,4,184
4075,2,3,213
4076,2,3,237
4077,2,3,85
4078,2,4,243
4079,2,4,211
4080,2,4,195
4081,2,4,177
4082,2,4,172
4083,2,4,168
4084,2,4,214
4085,2,3,94
4086,2,3,120
4087,2,4,144
4088,2,4,174
4089,2,4,153
4090,2,3,158
4091,2,3,111
4092,2,4,172
4093,2,4,237
4094,2,4,261
4095,2,4,273
4096,2,3,226
4097,2,2,119
4098,2,3,96
4099,2,4,184
4100,2,3,82
4101,2,4,245
4102,2,4,111
4103,2,4,132
4104,2,3,109
4105,2,3,129
4106,2,3,151
4107,2,3,142
4108,2,6,270
4109,2,4,154
4110,2,3,85
4111,2,4,239
4112,2,2,27
4113,2,3,108
4114,2,4,191
4115,2,2,29
4116,2,4,138
4117,2,4,211
4118,2,3,125
4119,2,3,83
4120,2,2,100
4121,2,3,106
4122,2,3,50
4123,2,4,157
4124,2,2,49
4125,2,4,208
4126,2,4,201
4127,2,4,171
4128,2,4,200
4129,2,4,149
4130,2,4,291
4131,2,3,140
4132,2,3,111
4133,2,4,228
4134,2,4,209
4135,2,2,148
4136,2,2,45
4137,2,4,359
4138,2,4,211
4139,2,4,190
4140,2,2,70
4141,2,5,211
4142,2,4,125
4143,2,3,155
4144,2,4,180
4145,2,4,256
4146,2,3,163
4147,2,4,101
4148,2,4,205
4149,2,3,158
4150,2,3,113
4151,2,3,89
4152,2,3,88
4153,2,3,124
4154,2,4,153
4155,2,3,81
4156,2,3,114
4157,2,4,116
4158,2,4,203
4159,2,3,83
4160,2,3,190
4161,2,3,100
4162,2,5,191
4163,2,3,79
4164,2,3,119
4165,2,5,210
4166,2,3,147
4167,2,3,84
4168,2,4,116
4169,2,4,183
4170,2,3,135
4171,2,4,223
4172,2,4,182
4173,2,3,134
4174,2,4,269
4175,2,3,96
4176,2,5,314
4177,2,4,195
4178,2,4,169
4179,2,3,127
4180,2,4,213
4181,2,3,98
4182,2,4,166
4183,2,4,295
4184,2,3,136
4185,2,4,219
4186,2,3,164
4187,2,3,101
4188,2,3,148
4189,2,3,92
4190,2,4,167
4191,2,2,45
4192,2,4,144
4193,2,3,104
4194,2,4,154
4195,2,4,196
4196,2,3,162
4197,2,3,181
4198,2,4,148
4199,2,4,187
4200,2,2,48
4201,2,4,172
4202,2,5,207
4203,2,4,191
4204,2,3,86
4205,2,3,111
4206,2,3,58
4207,2,3,162
4208,2,5,237
4209,2,4,179
4210,2,2,59
4211,2,2,60
4212,2,4,138
4213,2,4,119
4214,2,4,232
4215,2,4,100
4216,2,3,50
4217,2,6,398
4218,2,4,126
4219,2,5,309
4220,2,4,160
4221,2,2,123
4222,2,4,273
4223,2,3,121
4224,2,3,104
4225,2,3,279
4226,2,4,240
4227,2,4,115
4228,2,4,158
4229,2,4,122
4230,2,4,207
4231,2,2,59
4232,2,4,236
4233,2,3,98
4234,2,3,94
4235,2,3,124
4236,2,2,50
4237,2,3,109
4238,2,3,119
4239,2,3,171
4240,2,2,54
4241,2,4,219
4242,2,3,106
4243,2,3,112
4244,2,4,176
4245,2,2,67
4246,2,4,205
4247,2,2,85
4248,2,4,171
4249,2,3,166
4250,2,5,279
4251,2,4,123
4252,2,4,175
4253,2,1,78
4254,2,4,436
4255,2,3,89
4256,2,3,166
4257,2,4,167
4258,2,2,74
4259,2,3,165
4260,2,3,167
4261,2,4,238
4262,2,4,121
4263,2,3,191
4264,2,2,86
4265,2,4,259
4266,2,3,165
4267,2,4,158
4268,2,3,152
4269,2,3,89
4270,2,3,161
4271,2,4,140
4272,2,4,202
4273,2,3,85
4274,2,3,137
4275,2,4,161
4276,2,4,121
4277,2,4,187
4278,2,4,163
4279,2,3,144
4280,2,3,134
4281,2,4,197
4282,2,3,93
4283,2,4,187
4284,2,2,18
4285,2,3,129
4286,2,3,143
4287,2,4,155
4288,2,3,126
4289,2,4,168
4290,2,4,237
4291,2,3,92
4292,2,3,77
4293,2,4,298
4294,2,4,157
4295,2,3,111
4296,2,3,195
4297,2,3,164
4298,2,4,136
4299,2,3,128
4300,2,4,340
4301,2,3,184
4302,2,3,122
4303,2,4,299
4304,2,4,143
4305,2,4,238
4306,2,3,224
4307,2,4,124
4308,2,4,244
4309,2,2,21
4310,2,2,73
4311,2,3,92
4312,2,4,196
4313,2,3,224
4314,2,3,54
4315,2,3,100
4316,2,3,149
4317,2,3,64
4318,2,4,138
4319,2,2,66
4320,2,2,37
4321,2,4,177
4322,2,3,90
4323,2,3,120
4324,2,3,92
4325,2,3,227
4326,2,4,156
4327,2,2,91
4328,2,3,144
4329,2,4,246
4330,2,3,192
4331,2,3,67
4332,2,4,191
4333,2,3,88
4334,2,3,98
4335,2,2,67
4336,2,3,133
4337,2,5,228
4338,2,3,149
4339,2,2,60
4340,2,3,101
4341,2,3,91
4342,2,4,115
4343,2,1,16
4344,2,4,210
4345,2,4,194
4346,2,3,86
4347,2,3,64
4348,2,3,147
4349,2,3,133
4350,2,4,231
4351,2,5,248
4352,2,4,196
4353,2,2,33
4354,2,3,122
4355,2,6,245
4356,2,2,44
4357,2,3,77
4358,2,4,184
4359,2,3,158
4360,2,3,72
4361,2,4,181
4362,2,2,40
4363,2,3,141
4364,2,2,87
4365,2,4,218
4366,2,4,124
4367,2,4,201
4368,2,3,114
4369,2,1,66
4370,2,4,220
4371,2,4,200
4372,2,4,116
4373,2,4,117
4374,2,1,15
4375,2,4,208
4376,2,3,164
4377,2,4,143
4378,2,3,177
4379,2,4,249
4380,2,3,173
4381,2,3,160
4382,2,2,18
4383,2,3,67
4384,2,4,172
4385,2,4,154
4386,2,3,195
4387,2,3,84
4388,2,4,243
4389,2,4,140
4390,2,4,138
4391,2,3,135
4392,2,5,336
4393,2,3,207
4394,2,4,162
4395,2,3,102
4396,2,4,118
4397,2,3,159
4398,2,4,260
4399,2,3,140
4400,2,4,104
4401,2,5,347
4402,2,3,131
4403,2,4,151
4404,2,4,174
4405,2,4,108
4406,2,4,174
4407,2,3,157
4408,2,3,96
4409,2,3,141
4410,2,4,257
4411,2,4,147
4412,2,5,116
4413,2,4,163
4414,2,4,243
4415,2,4,177
4416,2,3,140
4417,2,5,448
4418,2,3,106
4419,2,5,262
4420,2,5,222
4421,2,4,202
4422,2,4,146
4423,2,2,102
4424,2,2,38
4425,2,4,205
4426,2,3,171
4427,2,3,139
4428,2,4,233
4429,2,4,243
4430,2,4,301
4431,2,3,102
4432,2,3,90
4433,2,4,291
4434,2,3,187
4435,2,4,165
4436,2,4,188
4437,2,3,98
4438,2,3,142
4439,2,4,240
4440,2,4,167
4441,2,3,135
4442,2,4,114
4443,2,4,141
4444,2,3,105
4445,2,3,221
4446,2,3,80
4447,2,3,246
4448,2,4,262
4449,2,4,156
4450,2,3,85
4451,2,4,202
4452,2,3,153
4453,2,4,158
4454,2,1,14
4455,2,4,237
4456,2,3,163
4457,2,3,126
4458,2,4,242
4459,2,5,217
4460,2,4,232
4461,2,4,147
4462,2,4,277
4463,2,4,162
4464,2,2,49
4465,2,4,124
4466,2,2,55
4467,2,3,63
4468,2,3,110
4469,2,4,205
4470,2,3,116
4471,2,4,235
4472,2,3,89
4473,2,4,133
4474,2,4,186
4475,2,2,68
4476,2,3,147
4477,2,3,171
4478,2,4,197
4479,2,4,224
4480,2,4,172
4481,2,3,168
4482,2,3,45
4483,2,3,184
4484,2,4,155
4485,2,3,244
4486,2,4,148
4487,2,3,232
4488,2,3,107
4489,2,4,179
4490,2,3,101
4491,2,4,139
4492,2,3,121
4493,2,4,206
4494,2,4,127
4495,2,4,105
4496,2,4,171
4497,2,4,237
4498,2,4,226
4499,2,4,203
4500,2,2,48
4501,2,4,136
4502,2,3,123
4503,2,4,317
4504,2,3,144
4505,2,3,110
4506,2,3,116
4507,2,2,58
4508,2,4,181
4509,2,3,57
4510,2,4,178
4511,2,5,194
4512,2,4,91
4513,2,4,187
4514,2,4,195
4515,2,3,80
4516,2,3,102
4517,2,3,146
4518,2,3,127
4519,2,3,161
4520,2,4,114
4521,2,4,186
4522,2,3,87
4523,2,4,154
4524,2,3,133
4525,2,3,80
4526,2,3,132
4527,2,4,255
4528,2,4,134
4529,2,3,128
