id,set,human_score,word_count
9057,4,2,84
9058,4,3,182
9059,4,0,39
9060,4,3,198
9061,4,3,208
9062,4,0,18
9063,4,1,34
9064,4,1,120
9065,4,1,46
9066,4,1,116
9067,4,1,63
9068,4,1,51
9069,4,3,158
9070,4,1,44
9071,4,2,96
9072,4,0,63
9073,4,1,81
9074,4,3,190
9075,4,3,141
9076,4,0,18
9077,4,1,55
9078,4,1,52
9079,4,2,166
9080,4,1,52
9081,4,2,66
9082,4,2,119
9083,4,2,118
9084,4,2,160
9085,4,2,144
9086,4,1,10
9087,4,1,68
9088,4,2,105
9089,4,2,158
9090,4,1,59
9091,4,2,114
9092,4,0,23
9093,4,1,86
9094,4,1,27
9095,4,2,111
9096,4,2,122
9097,4,1,58
9098,4,3,148
9099,4,1,54
9100,4,1,85
9101,4,1,32
9102,4,1,48
9103,4,2,102
9104,4,2,133
9105,4,1,82
9106,4,3,150
9107,4,1,49
9108,4,0,17
9109,4,0,60
9110,4,2,134
9111,4,2,92
9112,4,2,123
9113,4,1,81
9114,4,3,199
9115,4,2,120
9116,4,2,119
9117,4,2,109
9118,4,2,135
9119,4,1,57
9121,4,2,107
9122,4,2,146
9123,4,1,70
9124,4,0,65
9125,4,0,77
9126,4,1,41
9127,4,2,121
9128,4,1,122
9129,4,1,30
9130,4,0,36
9131,4,1,92
9132,4,3,217
9133,4,2,202
9134,4,3,186
9135,4,2,122
9136,4,1,64
9137,4,0,17
9138,4,3,130
9139,4,1,65
9140,4,0,100
9141,4,1,80
9142,4,1,55
9143,4,1,44
9144,4,1,81
9145,4,2,120
9146,4,1,105
9147,4,2,133
9148,4,1,38
9149,4,2,166
9150,4,1,58
9151,4,1,61
9152,4,2,117
9153,4,2,131
9154,4,1,65
9155,4,0,38
9156,4,2,62
9157,4,1,35
9158,4,3,219
9159,4,0,74
9160,4,0,72
9161,4,3,126
9162,4,1,50
9163,4,2,168
9164,4,3,166
9165,4,2,106
9166,4,2,115
9167,4,3,191
9168,4,2,94
9169,4,0,43
9170,4,3,251
9171,4,2,150
9172,4,1,46
9173,4,0,12
9174,4,1,77
9175,4,3,165
9176,4,1,43
9177,4,1,69
9178,4,2,72
9179,4,0,54
9180,4,1,82
9181,4,0,80
9182,4,2,88
9183,4,1,46
9184,4,1,73
9185,4,1,64
9186,4,1,62
9187,4,2,68
9188,4,3,174
9189,4,1,34
9190,4,3,169
9191,4,1,89
9192,4,1,56
9193,4,2,61
9194,4,1,64
9195,4,1,128
9196,4,1,68
9197,4,1,100
9198,4,2,266
9199,4,3,160
9200,4,1,93
9201,4,1,95
9202,4,0,67
9203,4,0,41
9204,4,2,109
9205,4,1,113
9206,4,1,44
9207,4,0,33
9208,4,2,127
9209,4,1,27
9210,4,1,47
9211,4,2,144
9212,4,2,132
9213,4,1,33
9214,4,1,124
9215,4,2,119
9216,4,1,72
9217,4,3,154
9218,4,1,41
9219,4,2,142
9220,4,3,157
9221,4,1,43
9222,4,2,246
9223,4,2,176
9224,4,2,91
9225,4,1,50
9226,4,0,27
9227,4,2,97
9228,4,2,95
9229,4,2,114
9230,4,2,94
9231,4,1,36
9232,4,1,90
9233,4,1,58
9234,4,0,39
9235,4,1,98
9236,4,2,125
9237,4,2,116
9238,4,2,100
9239,4,2,61
9240,4,1,76
9241,4,1,38
9242,4,1,68
9243,4,2,156
9244,4,1,108
9245,4,1,38
9246,4,0,38
9247,4,3,153
9248,4,2,126
9249,4,2,122
9250,4,1,46
9251,4,2,138
9252,4,1,48
9253,4,1,49
9254,4,3,140
9255,4,3,209
9256,4,2,90
9257,4,3,183
9258,4,3,147
9259,4,2,77
9260,4,3,186
9261,4,1,30
9262,4,0,44
9263,4,3,168
9264,4,3,153
9265,4,1,68
9266,4,1,18
9267,4,1,101
9268,4,0,28
9269,4,2,94
9270,4,1,39
9271,4,1,80
9272,4,0,17
9273,4,0,94
9274,4,2,90
9275,4,1,37
9276,4,1,99
9277,4,2,157
9278,4,2,66
9279,4,1,237
9280,4,1,66
9281,4,2,124
9282,4,2,125
9283,4,1,68
9284,4,1,33
9285,4,2,84
9286,4,0,42
9287,4,2,117
9288,4,3,165
9289,4,0,36
9290,4,2,88
9291,4,2,136
9292,4,3,198
9293,4,0,163
9294,4,1,78
9295,4,2,103
9296,4,1,46
9297,4,1,78
9298,4,2,75
9299,4,1,37
9300,4,1,69
9301,4,3,218
9302,4,1,183
9303,4,1,17
9304,4,3,115
9305,4,0,102
9306,4,2,97
9307,4,2,121
9308,4,0,51
9309,4,2,86
9310,4,1,83
9311,4,0,43
9312,4,2,184
9313,4,0,51
9314,4,0,25
9315,4,2,134
9316,4,3,156
9317,4,2,123
9318,4,0,30
9319,4,3,185
9320,4,1,77
9321,4,1,65
9322,4,0,37
9323,4,1,31
9324,4,0,25
9325,4,3,206
9326,4,1,72
9327,4,3,192
9328,4,0,35
9329,4,3,160
9330,4,2,143
9331,4,2,133
9332,4,2,100
9333,4,0,25
9334,4,1,26
9335,4,1,77
9336,4,2,100
9337,4,1,39
9338,4,1,32
9339,4,1,92
9340,4,2,74
9341,4,3,149
9342,4,2,101
9343,4,1,52
9344,4,0,110
9345,4,0,33
9346,4,3,172
9347,4,2,113
9348,4,1,81
9349,4,0,101
9350,4,1,53
9351,4,0,47
9352,4,2,101
9353,4,2,82
9354,4,2,132
9355,4,1,56
9356,4,1,68
9357,4,2,133
9358,4,0,59
9359,4,0,35
9360,4,1,58
9361,4,2,111
9362,4,3,130
9363,4,2,74
9364,4,2,95
9365,4,3,100
9366,4,2,86
9367,4,3,129
9368,4,1,99
9369,4,1,50
9370,4,0,65
9371,4,2,90
9372,4,1,56
9373,4,1,29
9374,4,1,74
9375,4,2,126
9376,4,2,71
9377,4,1,39
9378,4,1,69
9379,4,2,78
9380,4,2,121
9381,4,0,89
9382,4,2,87
9383,4,1,93
9384,4,1,100
9385,4,1,64
9386,4,2,131
9387,4,2,161
9388,4,1,77
9389,4,3,205
9390,4,1,58
9391,4,2,152
9392,4,2,125
9393,4,0,52
9394,4,1,50
9395,4,1,53
9396,4,0,39
9397,4,2,77
9398,4,1,108
9399,4,2,74
9400,4,1,29
9401,4,3,193
9402,4,3,121
9403,4,2,113
9404,4,0,43
9405,4,2,111
9406,4,0,93
9407,4,2,170
9408,4,0,56
9409,4,1,85
9410,4,1,65
9411,4,0,35
9412,4,1,34
9413,4,0,16
9414,4,0,64
9415,4,0,35
9416,4,3,141
9417,4,1,88
9418,4,1,97
9419,4,2,101
9420,4,3,139
9421,4,1,110
9422,4,3,151
9423,4,3,231
9424,4,0,72
9425,4,2,145
9426,4,2,125
9427,4,1,64
9428,4,2,149
9429,4,2,93
9430,4,3,156
9431,4,1,89
9432,4,2,99
9434,4,0,48
9435,4,1,23
9436,4,2,130
9437,4,1,58
9438,4,3,162
9439,4,2,132
9440,4,1,95
9441,4,3,170
9442,4,3,287
9443,4,1,79
9444,4,2,84
9445,4,1,63
9446,4,1,37
9447,4,0,34
9448,4,2,88
9449,4,2,136
9450,4,1,44
9451,4,1,45
9452,4,2,69
9453,4,2,90
9454,4,0,59
9455,4,0,28
9456,4,0,29
9457,4,3,124
9458,4,2,75
9459,4,2,114
9460,4,2,192
9461,4,1,107
9462,4,3,181
9463,4,1,43
9464,4,0,32
9465,4,1,137
9466,4,1,193
9467,4,2,101
9468,4,1,67
9469,4,1,77
9470,4,2,102
9471,4,0,30
9472,4,1,92
9473,4,3,126
9474,4,1,65
9475,4,0,61
9476,4,2,236
9477,4,1,67
9478,4,2,117
9479,4,1,59
9480,4,1,45
9481,4,1,63
9482,4,2,198
9483,4,2,140
9484,4,2,61
9485,4,3,138
9486,4,0,6
9487,4,2,133
9488,4,0,39
9489,4,2,152
9490,4,0,25
9491,4,1,44
9492,4,0,105
9493,4,2,124
9494,4,2,89
9495,4,1,28
9496,4,0,71
9497,4,2,92
9498,4,0,45
9499,4,0,25
9500,4,2,116
9501,4,2,111
9502,4,1,71
9503,4,2,80
9504,4,2,86
9505,4,2,130
9506,4,2,86
9507,4,2,134
9508,4,2,140
9509,4,0,78
9510,4,1,100
9511,4,1,34
9512,4,0,82
9513,4,3,215
9514,4,1,80
9515,4,3,205
9516,4,1,73
9517,4,1,50
9518,4,0,76
9519,4,1,73
9520,4,1,56
9521,4,2,71
9522,4,2,93
9523,4,3,107
9524,4,1,53
9525,4,3,150
9526,4,2,47
9527,4,2,139
9528,4,0,23
9529,4,1,89
9530,4,2,153
9531,4,1,44
9532,4,1,37
9533,4,1,48
9534,4,3,111
9535,4,1,74
9536,4,0,141
9537,4,0,39
9538,4,2,113
9539,4,2,99
9540,4,0,46
9541,4,3,88
9542,4,1,22
9543,4,1,62
9544,4,0,21
9545,4,0,63
9546,4,1,39
9547,4,2,102
9548,4,1,77
9549,4,1,73
9550,4,3,152
9551,4,3,130
9552,4,2,108
9553,4,2,117
9554,4,1,69
9555,4,2,77
9556,4,2,143
9557,4,1,80
9558,4,3,220
9559,4,2,116
9560,4,1,94
9561,4,2,100
9562,4,3,136
9563,4,1,67
9564,4,0,83
9565,4,0,45
9566,4,1,64
9567,4,3,170
9568,4,0,29
9569,4,3,143
9570,4,2,116
9571,4,3,173
9572,4,1,70
9573,4,2,95
9574,4,2,164
9575,4,1,67
9576,4,2,94
9577,4,0,26
9578,4,2,132
9579,4,0,58
9580,4,1,56
9581,4,0,20
9582,4,0,34
9583,4,0,37
9584,4,2,56
9585,4,1,36
9586,4,1,22
9587,4,2,91
9588,4,2,110
9589,4,2,136
9590,4,2,90
9591,4,0,68
9592,4,0,73
9593,4,1,63
9594,4,3,228
9595,4,2,145
9596,4,1,103
9597,4,2,103
9598,4,2,102
9599,4,1,50
9600,4,2,106
9601,4,0,57
9602,4,1,50
9603,4,2,151
9604,4,1,85
9605,4,1,50
9606,4,2,143
9607,4,3,201
9608,4,3,155
9609,4,0,136
9610,4,2,124
9611,4,1,51
9612,4,0,29
9613,4,2,178
9614,4,1,18
9615,4,2,116
9616,4,1,87
9617,4,2,129
9618,4,3,237
9619,4,2,122
9620,4,1,39
9621,4,0,88
9622,4,2,111
9623,4,1,47
9624,4,3,173
9625,4,3,150
9626,4,0,35
9627,4,2,214
9628,4,2,124
9629,4,0,105
9630,4,2,123
9631,4,2,115
9632,4,0,65
9633,4,1,52
9634,4,1,42
9635,4,1,47
9636,4,2,92
9637,4,0,19
9638,4,2,84
9639,4,1,62
9640,4,2,74
9641,4,2,60
9642,4,2,94
9643,4,2,132
9644,4,0,113
9645,4,2,89
9646,4,0,39
9647,4,1,122
9648,4,3,158
9649,4,1,100
9650,4,2,105
9651,4,1,88
9652,4,0,172
9653,4,0,17
9654,4,1,72
9655,4,0,40
9656,4,1,87
9657,4,1,53
9658,4,2,109
9659,4,3,117
9660,4,2,185
9661,4,1,82
9662,4,1,53
9663,4,2,92
9664,4,0,20
9665,4,1,35
9666,4,1,81
9667,4,2,140
9668,4,1,31
9669,4,3,269
9670,4,3,191
9671,4,2,165
9672,4,1,79
9674,4,3,228
9675,4,1,73
9676,4,1,61
9677,4,1,57
9678,4,0,40
9679,4,0,38
9680,4,1,46
9681,4,1,41
9682,4,2,108
9683,4,2,128
9684,4,1,75
9685,4,1,64
9686,4,1,65
9687,4,1,77
9688,4,1,48
9689,4,2,86
9690,4,0,57
9691,4,0,37
9692,4,1,28
9693,4,1,23
9694,4,1,71
9695,4,0,60
9696,4,0,23
9697,4,1,16
9698,4,2,123
9699,4,2,130
9700,4,2,167
9701,4,1,57
9702,4,2,76
9703,4,0,24
9704,4,1,176
9705,4,2,172
9706,4,0,16
9707,4,2,138
9708,4,2,193
9709,4,3,182
9710,4,2,115
9711,4,2,124
9712,4,1,60
9713,4,1,90
9714,4,2,110
9715,4,3,128
9716,4,0,51
9717,4,2,161
9718,4,1,106
9719,4,1,104
9720,4,1,60
9721,4,1,46
9722,4,2,87
9723,4,3,94
9724,4,3,168
9725,4,1,103
9726,4,2,138
9727,4,3,238
9728,4,0,77
9729,4,1,92
9730,4,2,117
9731,4,2,75
9732,4,1,53
9733,4,2,111
9734,4,2,116
9735,4,1,37
9736,4,0,84
9737,4,1,71
9738,4,2,200
9739,4,2,152
9740,4,2,75
9741,4,3,164
9742,4,1,60
9743,4,3,134
9744,4,3,157
9745,4,1,81
9746,4,1,120
9747,4,0,35
9748,4,2,73
9749,4,1,50
9750,4,3,96
9751,4,1,107
9752,4,1,60
9753,4,2,100
9754,4,2,128
9755,4,1,240
9756,4,1,10
9757,4,1,63
9758,4,1,143
9759,4,2,55
9760,4,2,213
9761,4,2,100
9762,4,2,149
9763,4,0,68
9764,4,2,79
9765,4,1,59
9766,4,2,74
9767,4,2,158
9768,4,1,72
9769,4,0,15
9770,4,1,61
9771,4,2,105
9772,4,1,53
9773,4,1,62
9774,4,0,164
9775,4,1,23
9776,4,1,42
9777,4,2,85
9778,4,1,34
9779,4,1,47
9780,4,2,128
9781,4,2,91
9782,4,1,105
9783,4,3,144
9784,4,2,154
9785,4,1,55
9786,4,1,65
9787,4,2,85
9788,4,2,96
9789,4,2,133
9790,4,1,73
9791,4,3,162
9792,4,2,99
9793,4,1,48
9794,4,2,128
9795,4,2,85
9796,4,2,89
9797,4,1,76
9798,4,2,93
9799,4,2,109
9800,4,0,73
9801,4,2,112
9802,4,1,28
9803,4,1,90
9804,4,1,55
9805,4,2,83
9806,4,1,59
9807,4,0,25
9808,4,1,36
9809,4,1,105
9810,4,1,115
9811,4,3,163
9812,4,2,120
9813,4,2,132
9814,4,1,53
9815,4,1,45
9816,4,2,118
9817,4,1,72
9818,4,2,178
9819,4,2,100
9820,4,3,112
9821,4,3,202
9822,4,3,139
9823,4,1,73
9824,4,2,97
9825,4,0,19
9826,4,1,139
9827,4,1,129
9828,4,2,148
9829,4,3,253
9830,4,3,149
9831,4,2,94
9832,4,2,133
9833,4,3,184
9834,4,0,50
9835,4,1,71
9836,4,2,79
9837,4,0,10
9838,4,2,121
9839,4,1,59
9840,4,0,56
9841,4,3,143
9842,4,1,47
9843,4,2,117
9844,4,2,75
9845,4,1,63
9846,4,2,95
9847,4,3,162
9848,4,1,79
9849,4,1,86
9850,4,1,82
9851,4,1,59
9852,4,2,136
9853,4,1,61
9854,4,1,34
9855,4,2,107
9856,4,3,133
9857,4,0,43
9858,4,1,25
9859,4,2,120
9860,4,2,174
9861,4,3,113
9862,4,0,23
9863,4,1,51
9864,4,1,84
9865,4,2,135
9866,4,1,25
9867,4,0,52
9868,4,2,95
9869,4,1,56
9870,4,3,5
9871,4,0,34
9872,4,2,141
9873,4,3,144
9874,4,2,74
9875,4,2,186
9876,4,1,27
9877,4,1,39
9878,4,2,108
9879,4,1,29
9880,4,2,103
9881,4,1,113
9882,4,1,97
9883,4,1,70
9884,4,2,122
9885,4,0,47
9886,4,1,54
9887,4,0,66
9888,4,1,64
9889,4,1,73
9890,4,1,45
9891,4,1,107
9892,4,1,69
9893,4,2,112
9894,4,2,75
9895,4,1,44
9896,4,1,62
9897,4,1,42
9898,4,2,77
9899,4,2,84
9900,4,1,106
9901,4,2,125
9902,4,1,33
9903,4,2,154
9904,4,2,179
9905,4,1,34
9906,4,2,108
9907,4,2,103
9908,4,1,98
9909,4,2,141
9910,4,1,118
9911,4,3,174
9912,4,2,115
9913,4,0,24
9914,4,3,163
9915,4,0,53
9916,4,0,20
9917,4,3,170
9918,4,1,47
9919,4,3,106
9920,4,2,89
9921,4,1,56
9922,4,0,51
9923,4,1,39
9924,4,1,60
9925,4,2,182
9926,4,1,102
9927,4,3,144
9928,4,3,162
9929,4,1,83
9930,4,1,62
9931,4,1,24
9932,4,2,128
9933,4,1,95
9934,4,2,117
9935,4,2,142
9936,4,0,59
9937,4,3,167
9938,4,2,108
9939,4,2,112
9940,4,2,73
9941,4,1,56
9942,4,3,172
9943,4,0,93
9944,4,0,35
9945,4,1,71
9946,4,1,75
9947,4,1,69
9948,4,1,84
9949,4,2,77
9950,4,1,75
9951,4,1,98
9952,4,2,181
9953,4,2,133
9954,4,2,102
9955,4,0,63
9956,4,1,83
9957,4,2,139
9958,4,3,95
9959,4,1,47
9960,4,1,100
9961,4,2,89
9962,4,2,103
9963,4,2,150
9964,4,3,150
9965,4,1,90
9966,4,0,62
9967,4,3,234
9968,4,2,135
9969,4,2,117
9970,4,0,58
9971,4,1,44
9972,4,1,106
9973,4,0,71
9974,4,0,41
9975,4,2,132
9976,4,3,135
9977,4,0,12
9978,4,0,25
9979,4,2,82
9980,4,1,46
9981,4,3,176
9982,4,2,99
9983,4,2,182
9984,4,1,63
9985,4,0,32
9986,4,3,202
9987,4,1,28
9988,4,2,124
9989,4,1,35
9990,4,1,107
9991,4,3,123
9992,4,0,41
9993,4,1,101
9994,4,1,67
9995,4,2,144
9996,4,0,13
9997,4,1,48
9998,4,0,75
9999,4,3,140
10000,4,0,22
10002,4,2,137
10003,4,2,136
10004,4,3,214
10005,4,1,112
10006,4,2,82
10007,4,1,57
10008,4,1,72
10009,4,1,80
10010,4,1,60
10011,4,1,43
10012,4,2,95
10013,4,2,183
10014,4,0,45
10015,4,2,89
10016,4,2,123
10017,4,0,57
10018,4,0,66
10019,4,1,36
10020,4,2,98
10021,4,1,80
10022,4,1,24
10023,4,1,56
10024,4,1,68
10025,4,3,148
10026,4,2,82
10027,4,2,117
10028,4,1,81
10029,4,1,61
10030,4,0,13
10031,4,2,135
10032,4,3,139
10033,4,1,46
10034,4,2,141
10035,4,0,54
10036,4,1,46
10037,4,2,100
10038,4,1,64
10039,4,2,83
10040,4,3,158
10041,4,0,56
10042,4,0,68
10043,4,3,164
10044,4,1,17
10045,4,0,75
10046,4,1,72
10047,4,2,109
10048,4,2,107
10049,4,0,67
10050,4,2,120
10051,4,1,40
10052,4,1,116
10053,4,1,81
10054,4,3,130
10055,4,1,49
10056,4,1,49
10057,4,3,17
10058,4,1,191
10059,4,1,95
10060,4,2,127
10061,4,0,44
10062,4,0,14
10063,4,2,144
10064,4,1,35
10065,4,2,107
10066,4,3,243
10067,4,2,148
10068,4,3,178
10069,4,1,40
10070,4,1,25
10071,4,0,47
10072,4,2,105
10073,4,1,33
10074,4,1,62
10075,4,2,129
10076,4,1,66
10077,4,0,33
10078,4,2,102
10079,4,1,101
10080,4,1,79
10081,4,0,130
10082,4,2,94
10083,4,0,180
10084,4,3,164
10085,4,1,91
10086,4,1,60
10087,4,1,82
10088,4,2,156
10089,4,0,48
10090,4,3,168
10091,4,3,182
10092,4,3,205
10093,4,2,150
10094,4,0,49
10095,4,2,106
10096,4,1,92
10097,4,2,136
10098,4,2,111
10099,4,2,86
10100,4,1,87
10101,4,3,257
10102,4,1,112
10103,4,1,46
10104,4,1,93
10105,4,2,131
10106,4,0,39
10107,4,1,47
10108,4,3,182
10109,4,0,147
10110,4,1,77
10111,4,0,28
10112,4,1,74
10113,4,1,30
10114,4,1,54
10115,4,1,106
10116,4,0,54
10117,4,1,65
10118,4,2,85
10119,4,0,14
10120,4,2,95
10121,4,3,149
10122,4,2,93
10123,4,0,39
10124,4,1,48
10125,4,0,83
10126,4,0,27
10127,4,3,357
10128,4,1,137
10129,4,1,52
10130,4,1,125
10131,4,0,10
10132,4,3,207
10133,4,1,60
10134,4,3,132
10135,4,2,203
10136,4,3,117
10137,4,0,78
10138,4,0,23
10139,4,3,214
10140,4,1,27
10141,4,2,98
10142,4,3,112
10143,4,1,54
10144,4,2,69
10146,4,1,24
10147,4,1,164
10148,4,2,94
10149,4,1,31
10150,4,2,59
10151,4,2,150
10152,4,2,153
10154,4,2,98
10155,4,2,127
10156,4,1,106
10157,4,3,198
10158,4,3,107
10159,4,2,85
10160,4,3,196
10161,4,1,23
10162,4,2,116
10163,4,2,124
10164,4,0,59
10165,4,1,50
10166,4,2,104
10167,4,1,75
10168,4,0,28
10169,4,2,117
10170,4,2,52
10171,4,1,89
10172,4,2,120
10173,4,2,66
10174,4,1,55
10175,4,0,73
10176,4,1,41
10177,4,0,34
10178,4,2,155
10179,4,1,61
10180,4,0,64
10181,4,2,162
10182,4,0,45
10183,4,1,94
10184,4,3,207
10185,4,2,115
10186,4,0,126
10187,4,2,121
10188,4,2,109
10189,4,3,227
10190,4,1,101
10191,4,2,114
10192,4,1,79
10193,4,0,40
10194,4,1,125
10195,4,0,49
10196,4,1,43
10197,4,2,88
10198,4,2,140
10199,4,0,56
10200,4,3,173
10201,4,2,120
10202,4,0,49
10203,4,3,161
10204,4,2,185
10205,4,3,142
10206,4,0,45
10207,4,2,115
10208,4,3,160
10209,4,1,44
10210,4,0,62
10211,4,3,233
10212,4,1,58
10213,4,1,24
10214,4,2,124
10215,4,2,149
10216,4,0,189
10217,4,1,76
10218,4,1,69
10219,4,2,106
10220,4,1,28
10221,4,2,136
10222,4,0,64
10223,4,2,102
10224,4,2,86
10225,4,1,68
10226,4,1,84
10227,4,2,74
10228,4,3,178
10229,4,2,108
10230,4,1,31
10231,4,1,45
10232,4,0,29
10233,4,1,42
10234,4,1,41
10235,4,1,89
10236,4,3,159
10237,4,2,123
10238,4,0,44
10239,4,2,132
10240,4,1,51
10241,4,0,55
10242,4,1,38
10243,4,3,220
10244,4,1,83
10245,4,1,63
10246,4,1,92
10247,4,1,93
10248,4,0,40
10249,4,2,69
10250,4,2,81
10251,4,2,151
10252,4,0,13
10253,4,1,56
10254,4,0,37
10255,4,0,31
10256,4,0,38
10257,4,2,242
10258,4,3,173
10259,4,1,119
10260,4,1,37
10261,4,1,65
10262,4,0,39
10263,4,1,95
10264,4,3,157
10265,4,3,264
10266,4,2,109
10267,4,2,132
10268,4,0,30
10269,4,0,51
10270,4,3,200
10271,4,2,143
10272,4,1,71
10273,4,2,80
10274,4,1,76
10275,4,2,130
10276,4,2,125
10277,4,2,154
10278,4,2,112
10279,4,2,83
10280,4,2,135
10281,4,3,145
10282,4,0,48
10283,4,2,106
10284,4,3,142
10285,4,0,10
10286,4,2,141
10287,4,1,55
10288,4,0,183
10289,4,0,53
10290,4,2,65
10291,4,2,81
10292,4,1,128
10293,4,3,147
10294,4,1,94
10295,4,1,95
10296,4,1,60
10297,4,0,38
10298,4,3,147
10299,4,1,48
10300,4,1,64
10301,4,0,47
10302,4,2,154
10303,4,2,124
10304,4,1,97
10305,4,3,198
10306,4,1,29
10307,4,2,138
10308,4,3,147
10309,4,1,63
10310,4,1,81
10311,4,0,43
10312,4,0,34
10313,4,0,53
10314,4,1,90
10315,4,1,65
10316,4,1,59
10317,4,1,75
10318,4,2,115
10319,4,2,163
10320,4,3,179
10321,4,3,147
10322,4,0,120
10323,4,3,165
10324,4,2,194
10325,4,2,94
10326,4,1,49
10327,4,3,189
10328,4,0,27
10329,4,0,78
10330,4,1,55
10331,4,0,13
10332,4,2,71
10333,4,1,49
10334,4,1,94
10335,4,2,173
10336,4,2,103
10337,4,1,106
10338,4,3,174
10339,4,1,59
10340,4,1,59
10341,4,1,33
10342,4,1,35
10343,4,1,71
10344,4,2,127
10345,4,1,60
10346,4,1,69
10347,4,0,81
10348,4,0,40
10349,4,1,38
10350,4,3,141
10351,4,2,157
10352,4,1,99
10353,4,0,63
10354,4,2,103
10355,4,0,43
10356,4,2,133
10357,4,0,152
10358,4,1,56
10359,4,0,42
10360,4,0,52
10361,4,3,132
10362,4,1,52
10363,4,1,44
10364,4,1,139
10365,4,0,48
10366,4,2,74
10367,4,2,166
10368,4,3,106
10369,4,0,61
10370,4,1,87
10371,4,1,161
10372,4,3,200
10373,4,1,38
10374,4,0,48
10375,4,2,137
10376,4,0,37
10377,4,2,95
10378,4,1,103
10379,4,3,192
10380,4,0,76
10381,4,2,59
10382,4,2,94
10383,4,1,118
10384,4,0,69
10385,4,0,15
10386,4,3,243
10387,4,2,102
10388,4,1,64
10389,4,2,112
10390,4,1,49
10391,4,1,37
10392,4,3,152
10393,4,1,20
10394,4,0,19
10395,4,3,116
10396,4,2,125
10397,4,3,255
10398,4,0,58
10399,4,2,93
10400,4,0,64
10401,4,1,49
10402,4,1,81
10403,4,1,71
10404,4,2,184
10405,4,0,40
10406,4,1,103
10407,4,3,169
10408,4,1,42
10409,4,3,166
10410,4,2,66
10411,4,3,204
10412,4,2,113
10413,4,0,25
10414,4,1,26
10415,4,0,42
10416,4,2,150
10417,4,2,78
10418,4,2,137
10420,4,2,63
10421,4,1,60
