id,set,human_score,sentence_count
495,1,8,22
496,1,9,18
497,1,9,35
498,1,12,27
499,1,9,33
500,1,10,37
501,1,8,25
502,1,7,6
503,1,8,11
504,1,10,31
505,1,10,22
506,1,7,11
507,1,10,49
508,1,9,17
509,1,11,17
510,1,7,22
511,1,8,17
512,1,8,15
513,1,8,28
514,1,8,16
515,1,8,16
516,1,8,34
517,1,8,23
518,1,8,20
519,1,12,35
520,1,6,11
521,1,7,14
522,1,9,33
523,1,10,24
524,1,8,32
525,1,9,19
526,1,7,16
527,1,8,18
528,1,6,12
529,1,7,10
530,1,10,24
531,1,10,21
532,1,8,24
533,1,8,28
534,1,11,38
535,1,8,18
536,1,8,24
537,1,8,22
538,1,8,16
539,1,9,10
540,1,8,19
541,1,8,35
542,1,10,38
543,1,8,28
544,1,8,19
545,1,2,3
546,1,6,7
547,1,8,24
548,1,8,12
549,1,8,17
550,1,10,39
551,1,8,20
552,1,6,14
553,1,8,23
554,1,8,20
555,1,11,31
556,1,10,33
557,1,10,38
558,1,10,26
559,1,12,22
560,1,8,16
561,1,8,20
562,1,10,20
563,1,7,15
564,1,8,24
565,1,9,23
566,1,8,20
567,1,8,12
568,1,8,29
569,1,8,17
570,1,8,25
571,1,9,22
572,1,11,28
573,1,10,39
574,1,8,25
575,1,10,26
576,1,8,18
577,1,6,13
578,1,9,16
579,1,8,23
580,1,8,29
581,1,8,25
582,1,11,35
583,1,9,21
584,1,9,16
585,1,11,29
586,1,8,24
587,1,9,34
588,1,10,28
589,1,5,7
590,1,6,14
591,1,8,24
592,1,8,22
593,1,10,22
594,1,7,17
595,1,8,14
596,1,6,6
597,1,8,20
598,1,8,17
599,1,8,24
600,1,6,4
601,1,8,16
602,1,8,11
603,1,11,34
604,1,9,20
605,1,6,3
606,1,8,22
607,1,9,27
608,1,7,19
609,1,7,9
610,1,7,17
611,1,9,15
612,1,10,32
613,1,8,26
614,1,6,20
615,1,9,26
616,1,8,10
617,1,9,22
618,1,8,33
619,1,11,37
620,1,7,17
621,1,8,4
622,1,8,21
623,1,6,8
624,1,8,23
625,1,11,6
626,1,7,12
627,1,8,13
628,1,11,18
629,1,11,33
630,1,8,24
631,1,6,15
632,1,10,22
633,1,8,24
634,1,5,4
635,1,10,42
636,1,9,18
637,1,8,29
638,1,8,19
639,1,6,8
640,1,7,14
641,1,7,19
642,1,8,31
643,1,10,33
644,1,8,23
645,1,8,26
646,1,9,16
647,1,11,19
648,1,6,23
649,1,8,18
650,1,10,28
651,1,8,22
652,1,9,16
653,1,8,21
654,1,10,31
655,1,7,10
656,1,9,18
657,1,9,29
658,1,8,17
659,1,10,24
660,1,11,26
661,1,8,16
662,1,6,10
663,1,8,20
664,1,9,27
665,1,7,15
666,1,8,20
667,1,9,19
668,1,10,36
669,1,8,26
670,1,8,19
671,1,8,16
672,1,9,22
673,1,6,7
674,1,8,17
675,1,8,20
676,1,8,12
677,1,8,13
678,1,8,25
679,1,8,23
680,1,9,17
681,1,8,22
682,1,11,34
683,1,10,35
684,1,8,25
685,1,8,22
686,1,9,27
687,1,8,22
688,1,9,14
689,1,8,18
690,1,9,28
691,1,6,7
692,1,6,4
693,1,8,12
694,1,8,22
695,1,9,23
696,1,8,15
697,1,8,28
698,1,6,10
699,1,12,31
700,1,8,17
701,1,8,33
702,1,6,8
703,1,8,12
704,1,7,13
705,1,8,22
706,1,10,36
707,1,8,16
708,1,9,21
709,1,10,35
710,1,11,16
711,1,10,10
712,1,9,22
713,1,10,22
714,1,9,23
715,1,8,14
716,1,9,17
717,1,8,30
718,1,10,16
719,1,7,18
720,1,10,28
721,1,9,21
722,1,10,38
723,1,10,32
724,1,8,18
725,1,6,9
726,1,10,24
727,1,6,9
728,1,8,20
729,1,7,17
730,1,10,28
731,1,8,25
732,1,9,18
733,1,8,9
734,1,10,34
735,1,9,24
736,1,10,23
737,1,8,23
738,1,6,14
739,1,9,29
740,1,8,20
741,1,8,16
742,1,10,42
743,1,10,27
744,1,9,20
745,1,9,15
746,1,8,24
747,1,8,13
748,1,8,24
749,1,10,33
750,1,8,14
751,1,8,19
752,1,7,11
753,1,8,10
754,1,9,22
755,1,9,26
756,1,8,13
757,1,9,26
758,1,8,23
759,1,10,26
760,1,9,20
761,1,8,12
762,1,10,37
763,1,8,25
764,1,9,28
765,1,7,21
766,1,8,9
767,1,8,26
768,1,8,18
769,1,10,31
770,1,8,24
771,1,9,20
772,1,10,32
773,1,8,30
774,1,8,18
775,1,7,25
776,1,7,7
777,1,10,37
778,1,9,15
779,1,8,17
780,1,9,20
781,1,10,29
782,1,11,30
783,1,7,14
784,1,10,29
785,1,8,23
786,1,8,23
787,1,8,21
788,1,8,16
789,1,7,8
790,1,9,21
791,1,8,20
792,1,8,26
793,1,11,31
794,1,8,27
795,1,8,22
796,1,8,22
797,1,10,34
798,1,9,42
799,1,8,15
800,1,10,20
801,1,9,46
802,1,8,22
803,1,6,17
804,1,8,14
805,1,9,28
806,1,6,21
807,1,11,30
808,1,7,14
809,1,9,37
810,1,8,25
811,1,8,19
812,1,8,14
813,1,8,12
814,1,8,24
815,1,10,26
816,1,9,20
817,1,12,44
818,1,8,18
819,1,8,17
820,1,5,8
821,1,9,19
822,1,8,13
823,1,8,21
824,1,9,34
825,1,6,18
826,1,10,25
827,1,6,10
828,1,9,46
829,1,8,33
830,1,10,28
831,1,8,26
832,1,2,2
833,1,9,30
834,1,10,34
835,1,10,26
836,1,8,27
837,1,8,11
838,1,5,8
839,1,10,33
840,1,8,21
841,1,7,11
842,1,8,19
843,1,8,16
844,1,8,26
845,1,10,26
846,1,8,18
847,1,12,30
848,1,6,17
849,1,7,9
850,1,10,24
851,1,9,27
852,1,10,37
853,1,9,29
854,1,8,36
855,1,8,16
856,1,10,21
857,1,8,5
858,1,9,26
859,1,12,32
860,1,8,27
861,1,8,20
862,1,8,19
863,1,10,30
864,1,10,22
865,1,8,19
866,1,7,19
867,1,8,18
868,1,12,27
869,1,6,5
870,1,9,18
871,1,10,50
872,1,8,20
873,1,9,9
874,1,12,42
875,1,11,33
876,1,8,30
877,1,11,25
878,1,9,25
879,1,8,21
880,1,10,26
881,1,8,19
882,1,9,23
883,1,9,25
884,1,8,16
885,1,7,17
886,1,11,26
887,1,9,36
888,1,10,15
889,1,8,21
890,1,8,24
891,1,9,28
892,1,10,34
893,1,4,16
894,1,10,19
895,1,10,27
896,1,8,13
897,1,9,26
898,1,8,14
899,1,8,21
900,1,10,18
901,1,8,7
902,1,10,30
903,1,8,21
904,1,8,17
905,1,6,10
906,1,11,29
907,1,9,18
908,1,10,27
909,1,10,24
910,1,8,22
911,1,8,14
912,1,10,35
913,1,10,34
914,1,9,20
915,1,10,27
916,1,11,36
917,1,6,10
918,1,10,41
919,1,11,20
920,1,8,29
921,1,8,19
922,1,8,22
923,1,6,16
924,1,8,18
925,1,7,14
926,1,7,17
927,1,7,19
928,1,10,30
929,1,10,33
930,1,8,19
931,1,8,16
932,1,12,14
933,1,8,18
934,1,8,23
935,1,9,26
936,1,7,10
937,1,11,22
938,1,11,24
939,1,6,8
940,1,8,16
941,1,12,28
942,1,9,34
943,1,9,19
944,1,8,11
945,1,8,26
946,1,8,34
947,1,10,35
948,1,9,24
949,1,8,21
950,1,10,28
951,1,7,28
952,1,8,24
953,1,12,23
954,1,10,16
955,1,8,24
956,1,9,32
957,1,9,23
958,1,8,17
959,1,9,24
960,1,7,14
961,1,8,25
962,1,9,28
963,1,8,13
964,1,11,25
965,1,7,11
966,1,7,16
967,1,11,32
968,1,9,19
969,1,8,23
970,1,11,33
971,1,9,25
972,1,8,27
973,1,6,19
974,1,2,4
975,1,8,16
976,1,8,18
977,1,7,24
978,1,8,11
979,1,10,33
980,1,10,30
981,1,8,15
982,1,8,10
983,1,8,37
984,1,8,27
985,1,9,29
986,1,11,41
987,1,8,24
988,1,8,21
989,1,9,22
990,1,8,30
991,1,6,9
992,1,5,5
993,1,9,24
994,1,9,21
995,1,4,6
996,1,7,16
997,1,10,29
998,1,9,30
999,1,12,35
1000,1,12,40
1001,1,8,25
1002,1,8,27
1003,1,9,22
1004,1,6,7
1005,1,9,23
1006,1,8,31
1007,1,10,22
1008,1,10,16
1009,1,8,20
1010,1,8,7
1011,1,8,27
1012,1,9,36
1013,1,7,20
1014,1,8,25
1015,1,10,29
1016,1,8,21
1017,1,8,26
1018,1,10,29
1019,1,10,20
1020,1,8,12
1021,1,9,23
1022,1,11,33
1023,1,8,14
1024,1,9,21
1025,1,8,17
1026,1,10,26
1027,1,8,21
1028,1,10,40
1029,1,10,17
1030,1,8,11
1031,1,9,28
1032,1,8,23
1033,1,10,39
1034,1,8,14
1035,1,8,16
1036,1,9,25
1037,1,8,9
1038,1,11,35
1039,1,8,26
1040,1,6,15
1041,1,6,5
1042,1,8,20
1043,1,9,25
1044,1,7,22
1045,1,9,28
1046,1,9,30
1047,1,11,33
1048,1,10,34
1049,1,10,27
1050,1,11,27
1051,1,7,14
1052,1,9,22
1053,1,9,23
1054,1,8,23
1055,1,8,22
1056,1,6,20
1057,1,10,29
1058,1,8,22
1059,1,8,9
1060,1,8,18
1061,1,8,21
1062,1,10,27
1063,1,10,27
1064,1,9,24
1065,1,7,14
1066,1,9,28
1067,1,9,29
1068,1,9,32
1069,1,10,22
1070,1,7,12
1071,1,8,15
1072,1,8,23
1073,1,8,20
1074,1,8,20
1075,1,8,20
1076,1,10,29
1077,1,8,14
1078,1,12,41
1079,1,8,15
1080,1,8,22
1081,1,7,20
1082,1,9,17
1083,1,7,23
1084,1,9,16
1085,1,10,16
1086,1,8,24
1087,1,11,21
1088,1,8,30
1089,1,8,25
1090,1,6,13
1091,1,10,38
1092,1,10,34
1093,1,8,14
1094,1,8,25
1095,1,8,19
1096,1,4,5
1097,1,10,24
1098,1,9,33
1099,1,8,21
1100,1,9,13
1101,1,8,10
1102,1,8,17
1103,1,6,6
1104,1,10,36
1105,1,9,27
1106,1,9,24
1107,1,4,6
1108,1,9,38
1109,1,8,28
1110,1,8,18
1111,1,11,25
1112,1,8,15
1113,1,10,25
1114,1,10,24
1115,1,9,24
1116,1,8,16
1117,1,7,14
1118,1,8,29
1119,1,9,18
1120,1,8,38
1121,1,2,4
1122,1,10,27
1123,1,6,8
1124,1,9,21
1125,1,8,21
1126,1,10,20
1127,1,8,18
1128,1,8,24
1129,1,8,23
1130,1,6,8
1132,1,8,24
1133,1,12,17
1134,1,6,12
1135,1,11,38
1136,1,8,20
1137,1,8,30
1138,1,8,26
1139,1,10,13
1140,1,9,23
1141,1,6,12
1142,1,8,27
1143,1,8,29
1144,1,11,32
1145,1,9,18
1146,1,8,20
1147,1,9,25
1148,1,9,14
1149,1,10,25
1150,1,8,24
1151,1,10,32
1152,1,8,22
1153,1,9,29
1154,1,8,12
1155,1,8,20
1156,1,10,29
1157,1,6,13
1158,1,9,34
1159,1,12,23
1160,1,8,26
1161,1,8,17
1162,1,8,18
1163,1,10,32
1164,1,9,25
1165,1,8,12
1166,1,9,29
1167,1,10,31
1168,1,8,15
1169,1,10,18
1170,1,12,28
1171,1,12,53
1172,1,7,21
1173,1,8,29
1174,1,10,20
1175,1,9,38
1176,1,8,29
1177,1,6,12
1178,1,9,15
1179,1,8,23
1180,1,8,30
1181,1,10,26
1182,1,7,10
1183,1,8,11
1184,1,10,26
1185,1,8,25
1186,1,9,20
1187,1,10,20
1188,1,8,24
1189,1,9,16
1190,1,9,31
1191,1,8,28
1192,1,8,17
1193,1,10,39
1194,1,10,26
1195,1,11,30
1196,1,8,27
1197,1,8,25
1198,1,7,9
1199,1,8,28
1200,1,9,21
1201,1,12,26
1202,1,8,27
1203,1,8,32
1204,1,9,16
1205,1,8,17
1206,1,11,37
1207,1,8,23
1208,1,7,13
1209,1,8,26
1210,1,8,29
1211,1,9,24
1212,1,9,25
1213,1,8,24
1214,1,10,45
1215,1,8,17
1216,1,9,19
1217,1,4,7
1218,1,9,33
1219,1,8,18
1220,1,10,35
1221,1,10,26
1222,1,6,15
1223,1,9,32
1224,1,9,21
1225,1,8,27
1226,1,8,27
1227,1,8,15
1228,1,8,11
1229,1,8,32
1230,1,10,27
1231,1,6,9
1232,1,10,23
1233,1,9,34
1234,1,8,26
1236,1,10,21
1237,1,11,35
1238,1,10,26
1239,1,11,26
1240,1,10,28
1241,1,9,23
1242,1,8,21
1243,1,9,16
1244,1,8,26
1245,1,10,24
1246,1,7,27
1247,1,8,12
1248,1,8,23
1249,1,10,54
1250,1,12,46
1251,1,8,34
1252,1,11,33
1253,1,4,2
1254,1,8,24
1255,1,11,36
1256,1,8,32
1257,1,9,31
1258,1,12,29
1259,1,10,17
1260,1,8,21
1261,1,9,21
1262,1,8,24
1263,1,9,20
1264,1,9,20
1265,1,10,21
1266,1,8,17
1267,1,8,26
1268,1,8,21
1269,1,11,21
1270,1,10,15
1271,1,8,29
1272,1,9,25
1273,1,10,20
1274,1,6,15
1275,1,7,25
1276,1,8,20
1277,1,7,21
1278,1,8,14
1279,1,9,23
1280,1,6,12
1281,1,8,16
1282,1,10,28
1283,1,10,22
1284,1,8,22
1285,1,8,30
1286,1,8,12
1287,1,10,24
1288,1,10,27
1289,1,7,17
1290,1,8,29
1291,1,8,21
1292,1,8,24
1293,1,7,10
1294,1,9,31
1295,1,4,7
1296,1,9,14
1297,1,8,22
1298,1,7,16
1299,1,11,28
1300,1,7,33
1301,1,8,13
1302,1,10,30
1303,1,7,16
1304,1,11,30
1305,1,11,36
1306,1,8,26
1307,1,9,22
1308,1,9,23
1309,1,8,20
1310,1,7,11
1311,1,10,20
1312,1,9,28
1313,1,8,17
1314,1,10,26
1315,1,9,31
1316,1,9,23
1317,1,8,14
1318,1,8,24
1319,1,9,26
1320,1,11,39
1321,1,9,21
1322,1,9,14
1323,1,8,16
1324,1,8,21
1325,1,10,37
1326,1,8,35
1327,1,11,29
1328,1,8,30
1329,1,7,22
1330,1,8,12
1331,1,9,38
1332,1,9,22
1333,1,8,29
1334,1,8,13
1335,1,7,11
1336,1,10,47
1337,1,8,15
1338,1,9,30
1339,1,8,9
1340,1,8,26
1341,1,10,33
1342,1,8,13
1343,1,8,25
1344,1,8,24
1345,1,8,25
1346,1,8,10
1347,1,8,13
1348,1,7,18
1349,1,11,28
1350,1,10,27
1351,1,9,34
1352,1,8,19
1353,1,10,24
1354,1,8,15
1355,1,8,17
1356,1,8,27
1357,1,8,36
1358,1,11,17
1359,1,11,28
1360,1,8,25
1361,1,10,31
1362,1,9,28
1363,1,8,30
1364,1,9,22
1365,1,8,20
1366,1,8,19
1367,1,6,7
1368,1,7,10
1369,1,9,27
1370,1,9,26
1371,1,12,32
1372,1,8,21
1373,1,8,20
1374,1,10,24
1375,1,10,29
1376,1,8,12
1377,1,8,16
1378,1,9,36
1379,1,10,20
1380,1,12,27
1381,1,8,16
1382,1,10,23
1383,1,9,27
1384,1,10,28
1385,1,9,22
1386,1,9,25
1387,1,7,18
1388,1,8,33
1389,1,8,33
1390,1,8,18
1391,1,8,26
1392,1,5,25
1393,1,11,29
1394,1,6,23
1395,1,9,25
1396,1,9,15
1397,1,7,12
1398,1,9,37
1399,1,8,22
1400,1,9,22
1401,1,10,31
1402,1,9,17
1403,1,11,23
1404,1,10,29
1405,1,9,19
1406,1,9,19
1407,1,10,27
1408,1,8,27
1409,1,9,18
1410,1,7,14
1411,1,11,32
1412,1,10,29
1413,1,9,32
1414,1,8,15
1415,1,12,33
1416,1,8,12
1417,1,10,31
1418,1,8,29
1419,1,10,17
1420,1,8,19
1421,1,6,12
1422,1,8,47
1423,1,8,22
1424,1,10,30
1425,1,8,16
1426,1,10,8
1427,1,11,35
1428,1,6,12
1429,1,7,14
1430,1,8,15
1431,1,6,9
1432,1,8,18
1433,1,8,16
1434,1,9,31
1435,1,10,26
1436,1,8,18
1437,1,8,14
1438,1,9,21
1439,1,10,31
1440,1,10,29
1441,1,8,17
1442,1,6,8
1443,1,12,32
1444,1,10,23
1445,1,8,23
1446,1,10,23
1447,1,12,23
1448,1,9,18
1449,1,9,26
1450,1,10,23
1451,1,9,28
1452,1,12,37
1453,1,9,32
1454,1,11,36
1455,1,8,24
1456,1,10,37
1457,1,7,15
1458,1,9,22
1459,1,8,20
1460,1,10,25
1461,1,6,14
1462,1,7,12
1463,1,8,17
1464,1,10,13
1465,1,8,26
1466,1,8,22
1467,1,10,24
1468,1,9,22
1469,1,8,30
1470,1,10,25
1471,1,8,25
1472,1,8,11
1473,1,6,9
1474,1,4,5
1475,1,8,18
1476,1,9,26
1477,1,6,6
1478,1,9,23
1479,1,7,14
1480,1,9,15
1481,1,7,13
1482,1,7,10
1483,1,6,9
1484,1,9,20
1485,1,9,15
1486,1,8,24
1487,1,8,20
1488,1,8,15
1489,1,9,29
1490,1,6,10
1491,1,11,15
1492,1,8,9
1493,1,11,25
1494,1,10,24
1495,1,8,9
1496,1,6,9
1497,1,9,17
1498,1,8,15
1499,1,10,20
1500,1,8,19
1501,1,8,19
1502,1,10,38
1503,1,9,26
1504,1,8,20
1505,1,9,22
1506,1,8,16
1507,1,9,15
1508,1,8,16
1509,1,8,11
1510,1,8,19
1511,1,7,13
1512,1,8,24
1513,1,5,6
1514,1,8,17
1515,1,10,37
1516,1,8,17
1517,1,8,24
1518,1,10,39
1519,1,8,11
1520,1,9,27
1521,1,8,19
1522,1,10,35
1523,1,8,4
1524,1,6,10
1525,1,8,16
1526,1,10,28
1527,1,10,22
1528,1,6,7
1529,1,8,16
1530,1,8,22
1531,1,8,26
1532,1,6,19
1533,1,6,6
1534,1,9,28
1535,1,6,7
1536,1,4,5
1537,1,8,14
1538,1,9,22
1539,1,9,17
1540,1,8,20
1541,1,8,25
1542,1,10,24
1543,1,8,21
1544,1,10,26
1545,1,8,13
1546,1,10,31
1547,1,7,17
1548,1,8,14
1549,1,6,10
1550,1,8,28
1551,1,9,35
1552,1,6,13
1553,1,7,20
1554,1,8,18
1555,1,2,3
1556,1,8,22
1557,1,8,23
1558,1,8,30
1559,1,7,12
1560,1,9,32
1561,1,9,25
1562,1,4,7
1563,1,6,10
1564,1,8,22
1565,1,8,30
1566,1,8,18
1567,1,11,23
1568,1,7,12
1569,1,5,8
1570,1,11,22
1571,1,7,12
1572,1,8,23
1573,1,10,30
1574,1,8,38
1575,1,9,28
1576,1,8,30
1577,1,8,16
1578,1,9,6
1579,1,8,13
1580,1,8,15
1581,1,11,19
1582,1,10,30
1583,1,8,12
1584,1,9,21
1585,1,9,30
1586,1,7,13
1587,1,10,26
1588,1,10,30
1589,1,10,22
1590,1,11,32
1591,1,9,27
1592,1,2,7
1593,1,10,21
1594,1,8,20
1595,1,8,22
1596,1,9,31
1597,1,11,35
1598,1,10,34
1599,1,9,19
1600,1,8,17
1601,1,8,13
1602,1,10,27
1603,1,8,21
1604,1,8,19
1605,1,8,10
1606,1,9,18
1607,1,9,34
1608,1,8,16
1609,1,9,16
1610,1,11,35
1611,1,8,22
1612,1,8,21
1613,1,9,18
1614,1,9,25
1615,1,9,15
1616,1,9,29
1617,1,8,25
1618,1,8,14
1619,1,9,18
1620,1,7,10
1621,1,10,20
1622,1,10,37
1623,1,9,19
1624,1,8,25
1625,1,8,18
1626,1,8,34
1627,1,8,18
1628,1,10,38
1629,1,10,28
1630,1,10,26
1631,1,8,22
1632,1,8,18
1633,1,8,16
1634,1,8,15
1635,1,10,17
1636,1,10,16
1637,1,8,20
1638,1,8,18
1639,1,10,24
1640,1,8,21
1641,1,8,23
1642,1,8,15
1643,1,11,37
1644,1,8,20
1645,1,11,35
1646,1,8,26
1647,1,6,17
1648,1,11,29
1649,1,9,21
1650,1,8,19
1651,1,9,33
1652,1,8,18
1653,1,8,13
1654,1,9,29
1655,1,8,20
1656,1,8,19
1657,1,8,13
1658,1,9,20
1659,1,9,21
1660,1,8,25
1661,1,10,28
1662,1,8,16
1663,1,9,23
1664,1,8,31
1665,1,9,38
1666,1,9,32
1667,1,10,19
1668,1,9,26
