id,set,human_score,std_char
17927,7,6,1.77349329019
17928,7,12,1.80499028698
17930,7,21,1.93336711259
17931,7,24,2.05847488218
17932,7,24,2.28496600834
17933,7,15,2.22164855106
17935,7,14,1.77822301881
17936,7,9,2.03939481358
17937,7,9,2.21153010032
17938,7,9,1.94257307606
17939,7,22,2.27816878076
17940,7,8,1.67558793762
17941,7,15,1.95675663334
17942,7,20,2.71641961638
17943,7,10,1.36745120754
17944,7,18,1.97632520035
17945,7,18,2.12853103803
17946,7,14,2.1912105122
17947,7,23,1.95144116553
17949,7,6,1.68443080976
17950,7,11,1.79062815971
17951,7,9,1.68448805279
17952,7,21,2.22064818229
17953,7,16,1.79566836769
17954,7,11,1.77172055096
17955,7,20,2.60749729541
17957,7,8,2.1162421914
17959,7,7,1.97441320796
17961,7,17,1.72129882951
17962,7,14,2.34345201312
17963,7,22,1.65639120172
17964,7,21,2.29125543223
17965,7,12,1.97774574916
17966,7,18,1.80644822936
17967,7,12,2.71179896021
17968,7,19,2.13439102911
17969,7,16,2.11803875183
17970,7,11,2.34077354292
17971,7,18,2.95170023586
17973,7,15,1.69081496895
17974,7,17,2.05706172635
17975,7,16,2.25771327663
17976,7,9,2.53707820684
17977,7,16,1.99323437087
17978,7,9,1.76078132577
17979,7,17,1.995766664
17980,7,24,2.2297874019
17981,7,11,2.10165506756
17982,7,9,1.69261846408
17983,7,18,2.22016188012
17984,7,18,2.32308693161
17985,7,14,1.99378920121
17986,7,17,2.0226247563
17987,7,18,1.69172848189
17988,7,15,2.00898423813
17989,7,13,1.92613602843
17990,7,11,2.07233950777
17991,7,24,1.93608860167
17992,7,7,1.70554008897
17993,7,17,2.05598231007
17996,7,11,1.71338977304
17997,7,16,2.05780311459
17998,7,17,1.99546938174
18000,7,22,2.1058521238
18001,7,12,1.3128802135
18002,7,12,1.55406492045
18004,7,16,1.86049117324
18005,7,20,1.65074776269
18006,7,16,2.06164293928
18008,7,15,1.87430456935
18011,7,8,1.74481321701
18012,7,17,2.69780518192
18013,7,13,2.0780761827
18014,7,20,2.32612105464
18015,7,14,1.89785870085
18016,7,24,2.52277313893
18017,7,17,2.08542458795
18018,7,12,1.68300480569
18019,7,20,2.01428271835
18020,7,13,2.01305035102
18021,7,16,2.09878809773
18022,7,18,1.89381119515
18023,7,12,1.71546379346
18025,7,21,2.1902786037
18026,7,19,2.03270855505
18028,7,23,1.84858854324
18029,7,17,1.66893388549
18030,7,21,1.97715614144
18031,7,9,1.97183362733
18032,7,15,1.64230808317
18033,7,12,1.80335821187
18034,7,24,1.90413560001
18035,7,16,1.83978958053
18036,7,8,1.88513275135
18037,7,13,2.01144466638
18038,7,21,1.94083251989
18039,7,16,2.12860238693
18040,7,9,2.02079583808
18041,7,17,2.08788463028
18042,7,16,2.07460839678
18043,7,7,2.14972741709
18044,7,16,2.36377084071
18045,7,19,2.07731345185
18046,7,8,1.76587411882
18047,7,22,1.76145019208
18048,7,18,2.03873870835
18049,7,18,1.83372622472
18050,7,8,1.77168033193
18051,7,18,2.47531162282
18052,7,17,2.03613195381
18053,7,24,2.01612800819
18054,7,12,1.91467062606
18055,7,16,2.49782514095
18056,7,22,2.28685480684
18057,7,14,2.17735823623
18058,7,18,2.05833846492
18060,7,8,1.63004842919
18061,7,15,1.62482028625
18062,7,17,2.59230321672
18064,7,17,1.90441361599
18065,7,14,1.99053734722
18066,7,23,2.16667954232
18067,7,17,1.91808370329
18068,7,24,2.39005434937
18070,7,20,1.83289750786
18071,7,16,1.99027192907
18072,7,15,1.80822330064
18073,7,18,2.17814148174
18074,7,17,1.59433735896
18075,7,16,2.70852881765
18076,7,13,1.78899439613
18077,7,18,1.79031306858
18078,7,19,2.6341407172
18079,7,22,2.57132779504
18080,7,8,1.79261528286
18081,7,23,1.73621740201
18082,7,14,1.58023185913
18083,7,14,1.65372225519
18084,7,15,2.29947814171
18086,7,15,1.8999432907
18087,7,19,2.23879322894
18088,7,6,2.31549961381
18089,7,21,2.14494263198
18090,7,16,1.60452474252
18091,7,7,1.81243520411
18092,7,16,1.72857839888
18093,7,14,1.58523692285
18094,7,17,2.05657128702
18095,7,15,1.99632228606
18096,7,16,1.81960489356
18097,7,17,2.82477283984
18098,7,22,1.95012367824
18099,7,17,2.31488519528
18100,7,18,2.03415210749
18102,7,13,1.73456284777
18103,7,11,1.9490640253
18105,7,17,1.8664084801
18106,7,16,1.65645709209
18107,7,13,1.77652389562
18108,7,11,1.77095898967
18109,7,8,1.92399438304
18110,7,20,2.0651344502
18112,7,17,2.26807650804
18114,7,18,1.94682128422
18115,7,15,1.81732178953
18116,7,20,1.7552825609
18117,7,19,2.01974195913
18118,7,10,1.87278695154
18119,7,16,1.76425687729
18120,7,18,1.94117384874
18121,7,14,2.10146041626
18123,7,12,2.53447578115
18124,7,15,2.328632068
18126,7,6,1.84665860178
18127,7,18,1.86015389906
18128,7,17,1.90513211258
18129,7,13,1.83213720305
18130,7,17,1.83890981284
18131,7,15,2.26900103113
18132,7,18,1.57118030086
18133,7,13,1.76140969186
18134,7,12,2.02227182479
18135,7,12,1.90226303417
18136,7,14,2.27296374505
18137,7,15,1.90666891153
18138,7,12,2.05377062969
18140,7,18,1.60720239544
18141,7,15,1.6147465989
18142,7,21,2.09094750838
18143,7,13,2.27959022214
18144,7,16,1.99855503357
18146,7,21,2.37718073244
18147,7,16,2.00416233541
18148,7,18,1.69119694433
18149,7,10,1.77336617375
18150,7,14,1.8198924501
18151,7,16,2.01168813961
18152,7,6,1.97491389693
18153,7,24,2.38823802983
18154,7,13,1.89390740162
18156,7,18,2.77293451082
18159,7,18,1.82523479837
18160,7,23,1.88060051352
18161,7,4,2.22514529812
18162,7,19,2.11367921556
18163,7,16,1.93942318791
18164,7,19,1.87600372863
18165,7,17,1.87433151386
18166,7,17,2.19929423885
18167,7,7,2.52210602992
18168,7,17,2.02985239657
18169,7,13,1.8074994505
18170,7,14,1.72529940978
18171,7,17,2.0053671267
18172,7,23,1.93059276699
18173,7,14,2.13678373648
18174,7,23,2.49604498153
18175,7,22,2.09761925418
18177,7,13,1.79147059734
18178,7,22,2.26806692019
18179,7,5,1.96665866098
18180,7,17,2.21281533892
18181,7,17,1.58816957807
18182,7,17,1.86397804598
18183,7,16,2.15811632294
18184,7,6,1.92091709364
18185,7,13,1.71361806852
18186,7,14,1.90106219344
18187,7,21,1.8689824403
18189,7,22,1.6562358922
18190,7,14,1.84390889146
18191,7,16,1.57950988764
18192,7,20,1.96395125106
18193,7,15,2.02492406285
18194,7,13,2.3965840008
18195,7,9,1.64707750687
18196,7,8,1.9275085619
18197,7,16,1.66488233885
18198,7,20,2.25047700021
18200,7,19,1.76646827891
18201,7,21,2.44855421402
18202,7,21,2.39017566269
18203,7,7,1.42325016271
18205,7,20,1.91715280493
18206,7,16,1.85562496105
18207,7,12,1.92258946904
18208,7,17,2.12424026283
18209,7,16,1.51553863417
18210,7,18,1.93581762184
18211,7,17,2.13300075625
18212,7,14,2.04545838763
18213,7,22,2.07854784542
18215,7,8,2.07358017641
18217,7,17,2.32079860003
18218,7,16,1.53961896228
18219,7,7,1.45737667915
18220,7,21,2.36090390294
18221,7,8,1.67930811871
18222,7,24,2.04535409877
18223,7,20,2.0128058678
18225,7,19,1.63066541279
18226,7,21,1.71925542993
18227,7,18,1.52803263085
18228,7,12,2.2462732907
18229,7,24,2.4590479132
18230,7,17,2.00121266987
18231,7,23,1.82974464527
18232,7,20,2.34181117983
18233,7,10,2.14476105895
18234,7,21,3.22770304466
18235,7,18,1.97187749002
18236,7,20,1.7717852134
18237,7,18,1.82175287623
18238,7,16,2.05744241886
18239,7,7,1.98543316372
18240,7,16,1.95324544931
18241,7,20,2.1086426206
18242,7,16,1.59514003914
18243,7,24,2.0158294274
18244,7,14,1.82554060815
18245,7,9,2.55499730029
18246,7,17,2.23621410822
18247,7,10,1.78429186291
18248,7,11,2.35051854872
18249,7,13,2.18996082422
18250,7,23,1.94358123486
18251,7,11,2.18700029653
18252,7,14,1.49195015373
18253,7,12,2.45500041284
18254,7,17,1.87892233037
18255,7,20,1.82103424179
18256,7,22,1.75760739732
18257,7,20,1.96298171464
18258,7,9,1.84701851953
18259,7,9,1.64863271904
18260,7,13,2.16174933171
18261,7,20,2.61231544597
18262,7,14,2.08361205745
18263,7,11,1.68963062352
18264,7,16,1.96789222958
18265,7,15,2.31812234881
18266,7,21,1.82297683197
18267,7,11,2.01528350891
18268,7,8,2.24973571387
18269,7,14,2.02381121123
18271,7,20,1.83045985241
18272,7,11,1.9518001459
18273,7,18,2.10612813328
18275,7,20,3.07286948376
18276,7,18,1.94763169793
18277,7,18,2.4005766039
18278,7,13,1.90248530011
18279,7,23,2.14050512656
18280,7,16,1.76376366388
18281,7,24,2.11580435332
18282,7,20,1.82127834194
18283,7,20,1.97943977382
18284,7,11,2.08205081752
18285,7,16,2.35287018978
18286,7,20,2.12174695818
18287,7,18,1.60809340128
18288,7,10,1.96923821492
18289,7,17,2.03974946732
18290,7,10,1.6891559415
18291,7,22,2.27364802664
18292,7,16,1.98084686322
18293,7,11,1.93192305714
18294,7,16,2.4973809502
18295,7,16,1.71113818781
18296,7,8,2.01851188847
18297,7,21,1.93126684302
18298,7,16,1.77174594227
18300,7,13,1.9139135767
18301,7,14,1.69019051774
18302,7,16,1.95111785965
18303,7,18,1.7961991429
18304,7,13,1.96020668489
18305,7,18,1.75051538126
18306,7,10,2.1142105661
18307,7,19,1.9296423502
18308,7,12,2.17640766051
18309,7,17,2.05648366719
18310,7,7,1.90542137876
18311,7,24,1.77785757135
18312,7,21,2.12376230578
18314,7,24,2.22077661918
18317,7,16,2.1172646717
18318,7,14,1.88095288494
18319,7,24,2.54553488716
18320,7,12,2.09237181256
18321,7,14,2.24716037027
18322,7,17,1.87534161441
18324,7,24,2.62555696484
18325,7,13,2.30867491849
18326,7,11,2.19209745469
18327,7,17,1.79420448826
18329,7,14,2.33150548322
18330,7,6,1.95356495671
18331,7,10,2.05729503903
18332,7,22,1.99963714479
18333,7,16,1.8705737416
18334,7,16,2.27463367014
18335,7,16,1.73119722187
18336,7,19,2.01366441898
18337,7,21,1.83383578657
18338,7,20,1.96145786195
18339,7,24,1.7427111934
18340,7,16,1.99272143461
18341,7,22,2.2131787592
18342,7,16,2.02425522579
18343,7,13,2.05882179986
18344,7,16,1.88578241025
18345,7,19,2.61355722236
18346,7,17,2.42021658639
18347,7,14,1.71236119177
18348,7,5,2.20330330516
18349,7,19,1.91639866062
18350,7,12,2.16659125057
18352,7,17,2.11145959419
18353,7,17,1.96470828948
18354,7,11,1.97422414523
18355,7,7,2.02218347125
18356,7,17,1.5324014437
18357,7,16,1.93296146521
18358,7,15,1.8582730408
18361,7,9,2.17746323823
18362,7,24,2.61387705914
18363,7,24,2.19887741669
18364,7,14,2.01895082251
18365,7,12,1.76395261332
18366,7,16,2.00251127984
18367,7,18,1.66496906672
18368,7,15,1.69845974569
18369,7,20,2.0568921798
18370,7,8,1.44481353719
18371,7,18,1.74168641735
18373,7,14,1.93408081891
18374,7,8,1.58811487101
18375,7,8,1.77641717007
18376,7,13,2.43640324136
18377,7,24,2.0252839505
18378,7,18,1.81528450759
18379,7,11,1.58093532422
18380,7,18,1.90377412343
18381,7,20,2.01790189849
18383,7,11,1.95106514299
18384,7,13,1.69159412485
18386,7,23,1.72001801685
18387,7,17,1.63560518341
18388,7,22,1.91991701534
18389,7,17,2.10773718447
18390,7,16,1.87859017787
18391,7,19,2.14124992046
18392,7,15,1.86324651809
18393,7,20,1.9134587655
18394,7,16,2.26132692919
18395,7,24,2.00553253502
18396,7,17,1.74675002964
18398,7,19,2.37125644814
18399,7,22,2.18482479475
18401,7,18,2.06303115851
18402,7,8,1.93516095469
18403,7,12,2.4291997143
18404,7,16,2.13287602415
18405,7,14,1.61745279331
18406,7,18,2.03971069975
18407,7,21,2.67091688389
18408,7,24,2.18883467181
18409,7,14,1.88063186531
18411,7,10,2.5357245493
18412,7,14,2.12536040773
18413,7,18,1.83037956061
18414,7,8,2.43188269171
18415,7,14,1.64192035325
18416,7,19,1.87984261947
18417,7,10,2.13175306305
18418,7,18,2.05061179558
18419,7,23,2.16179165596
18421,7,14,2.3316719259
18422,7,23,2.06036356967
18423,7,18,1.61420130441
18424,7,17,2.61283812681
18426,7,10,1.97310605465
18427,7,16,1.72619868635
18428,7,14,1.84710290025
18429,7,15,1.90509587381
18430,7,19,1.57257418399
18432,7,15,1.68165305258
18433,7,19,1.79368133907
18434,7,17,2.24521702219
18435,7,18,1.910781781
18436,7,8,1.87655281291
18438,7,22,2.07030631811
18441,7,8,2.10606694348
18442,7,23,2.16820994843
18444,7,12,1.66886508262
18445,7,9,1.93740652969
18446,7,7,2.3204142814
18448,7,19,2.15183217766
18449,7,16,1.66559714111
18450,7,20,2.13212576198
18451,7,18,1.94770010227
18453,7,16,2.20658477584
18454,7,24,2.27434433604
18455,7,7,2.0177952286
18456,7,11,2.15426855705
18458,7,21,1.79245830756
18459,7,18,1.94846498094
18460,7,15,1.85265408712
18461,7,12,2.04344233235
18463,7,6,1.96997457971
18464,7,16,1.96129751127
18465,7,18,1.87567172155
18466,7,12,2.18473196891
18467,7,21,1.89639686738
18468,7,10,2.39005781728
18471,7,20,1.5344418749
18472,7,14,2.05317248213
18473,7,24,2.08420933964
18474,7,22,2.02449089689
18475,7,18,2.02314748213
18476,7,20,2.75230971989
18477,7,22,2.07622747215
18478,7,14,1.72928195569
18479,7,23,1.81528525866
18480,7,17,1.95223239913
18481,7,9,1.70466105853
18482,7,24,2.31828357906
18484,7,12,2.01921662344
18485,7,16,1.79261203746
18488,7,9,2.01641908986
18489,7,21,2.05478352244
18490,7,14,1.75596372738
18491,7,16,1.96592374954
18492,7,17,1.67149794283
18494,7,18,1.91833073089
18495,7,16,1.85971132608
18496,7,6,2.10898351056
18497,7,18,1.9538286385
18498,7,18,1.84791615142
18499,7,24,2.0710807688
18500,7,20,2.21491208488
18501,7,9,1.87350162538
18502,7,17,1.71262675592
18503,7,16,1.92647210357
18504,7,5,2.23305947566
18505,7,13,1.54015053711
18506,7,12,1.87199152737
18507,7,22,1.95821604667
18508,7,18,1.81486914129
18509,7,11,1.82206463033
18510,7,16,1.94298779545
18511,7,7,2.03348215724
18512,7,12,1.83590297405
18513,7,17,1.90825125028
18514,7,13,1.74916418477
18515,7,24,1.82095142459
18516,7,14,1.89001372977
18517,7,14,2.19420981608
18518,7,12,2.08692761904
18519,7,16,2.17121181139
18520,7,19,1.77174617455
18521,7,20,2.1641168753
18522,7,8,1.89571886101
18523,7,21,2.22790351967
18524,7,16,1.79212813558
18525,7,21,1.8767774843
18526,7,16,1.65291949506
18527,7,14,1.71888836715
18528,7,23,2.24162300316
18529,7,10,2.24637943138
18530,7,16,1.8560655829
18531,7,9,1.69724634667
18533,7,9,2.22279003949
18534,7,20,2.22754594939
18535,7,10,1.82216625341
18536,7,24,1.89765036371
18537,7,10,1.59457516056
18538,7,18,2.26913320835
18539,7,10,1.7302696816
18540,7,16,1.86906452006
18541,7,23,1.70328000948
18542,7,23,3.05438171737
18544,7,16,1.6651988842
18545,7,12,1.73105440249
18546,7,15,1.76208797588
18547,7,9,1.77527105017
18548,7,10,2.39772480679
18549,7,20,2.12474548672
18550,7,13,1.99180711854
18551,7,9,2.14017835291
18552,7,11,1.92411328958
18553,7,11,2.41245031401
18554,7,16,2.37755214043
18556,7,20,1.96003295769
18557,7,17,2.08983044871
18558,7,23,2.05956598826
18559,7,19,1.87551519639
18560,7,23,2.16744164807
18561,7,19,2.3167493429
18562,7,19,1.77490351453
18563,7,16,1.91579292948
18564,7,15,1.8395450343
18565,7,13,2.66954336341
18566,7,24,3.9119154194
18567,7,24,1.9686013306
18569,7,22,2.01568379973
18570,7,24,1.99133303798
18571,7,13,2.02886985612
18572,7,13,1.80777929157
18573,7,22,2.28917375432
18574,7,12,2.06349711516
18575,7,15,2.0624902374
18576,7,16,2.12500090487
18577,7,18,2.11288563682
18578,7,16,3.43836337054
18579,7,18,1.81770425046
18580,7,22,2.0032438434
18581,7,19,2.03409926223
18582,7,19,1.46526649114
18583,7,17,1.93123544128
18584,7,21,1.91505145072
18586,7,11,2.30706712656
18587,7,16,1.90258198246
18588,7,23,2.30790985722
18590,7,15,1.87486785648
18591,7,24,1.77956919757
18592,7,8,1.63079680153
18593,7,22,1.99168819039
18594,7,17,1.87774655702
18595,7,11,2.41738153264
18596,7,23,2.0343538144
18597,7,18,1.85144821736
18598,7,17,1.93297788626
18599,7,20,2.13096736198
18600,7,24,2.17901809515
18601,7,17,1.85334526432
18602,7,17,2.03859969461
18603,7,16,1.77257693359
18604,7,21,2.15305666728
18605,7,22,1.992923463
18606,7,16,1.87763143242
18607,7,17,2.17472107745
18608,7,16,1.89976093562
18609,7,11,2.22935052191
18610,7,10,1.62083118825
18611,7,14,1.55267697075
18612,7,12,1.9543150512
18613,7,16,1.79991840594
18614,7,18,2.03792688238
18615,7,17,1.99058871667
18616,7,24,1.86807331902
18617,7,21,1.75245623834
18618,7,19,1.8477314734
18619,7,18,2.0831668962
18620,7,15,1.93847680092
18621,7,12,2.12000693129
18622,7,11,1.77588659589
18624,7,17,2.07856861993
18626,7,14,2.15791097224
18627,7,17,1.96728424204
18628,7,19,1.80879079441
18629,7,16,2.03484912496
18630,7,16,2.23516318199
18631,7,24,2.28388520748
18632,7,17,1.90268514871
18633,7,11,1.80275520215
18634,7,9,2.17086988471
18635,7,14,1.56455749049
18636,7,24,2.28396998414
18637,7,21,1.7798622342
18638,7,13,2.13785465718
18639,7,14,1.75745971873
18640,7,18,2.73013140851
18641,7,17,1.78587576505
18642,7,16,2.24773132361
18643,7,15,1.56258082195
18644,7,17,2.03090303474
18645,7,9,2.00890873006
18646,7,20,2.0296647614
18647,7,18,2.20614244067
18648,7,18,1.7183067237
18649,7,18,1.62175209796
18650,7,22,1.93448018535
18651,7,21,2.29377760339
18652,7,23,1.93707332132
18653,7,23,1.88949011555
18654,7,16,2.11893864708
18655,7,21,1.77973074728
18656,7,24,2.0711480706
18657,7,23,2.34862495664
18658,7,7,1.62927758671
18659,7,14,1.84865486212
18660,7,16,2.58154673823
18661,7,17,1.80765767855
18662,7,18,1.79236326114
18663,7,16,1.99450891264
18664,7,19,2.27784714644
18666,7,14,2.11734587142
18667,7,21,1.94672125932
18668,7,20,2.33657903527
18669,7,16,2.10319997498
18670,7,13,2.06366410649
18671,7,20,2.62959053799
18672,7,17,1.91432558421
18674,7,18,2.38135615624
18675,7,14,2.0954727623
18676,7,24,1.87138309515
18677,7,17,1.83597129958
18678,7,11,2.28308983759
18680,7,8,2.21873031882
18681,7,23,2.24276407062
18682,7,22,2.22444228049
18683,7,15,1.87483669748
18684,7,17,1.65090341742
18685,7,20,2.04841204602
18686,7,18,1.909938022
18688,7,8,1.62083995299
18689,7,8,2.38540708808
18690,7,11,2.36820518581
18691,7,22,1.93678653215
18693,7,12,1.99698345346
18694,7,20,2.03274788678
18695,7,17,2.18270151736
18696,7,20,1.92205722636
18697,7,20,3.19388777474
18698,7,13,2.06445408567
18700,7,14,2.08929246634
18701,7,24,2.16091613421
18702,7,23,2.19523704233
18703,7,14,1.99210361708
18704,7,16,2.8293148444
18705,7,20,1.94178453741
18706,7,8,2.07278912119
18707,7,20,2.36395828876
18708,7,18,2.05288438187
18709,7,19,1.65165553967
18710,7,13,1.83443261252
18711,7,10,1.96957014761
18712,7,14,1.7261013404
18713,7,12,2.17143199159
18714,7,14,1.93272490884
18715,7,20,2.78027497863
18716,7,18,2.36619323638
18717,7,12,2.04780660648
18718,7,7,1.79614972821
18719,7,8,1.80583513433
18720,7,10,2.15852125897
18721,7,15,2.05563250072
18722,7,24,2.37258916193
18723,7,16,1.89360161316
18724,7,24,2.0776120585
18725,7,20,2.20679328929
18726,7,20,2.09735442335
18727,7,9,2.14979083206
18729,7,16,1.96991912537
18730,7,18,2.71768097021
18731,7,15,1.8105079514
18732,7,16,2.08559493382
18733,7,22,2.94304064463
18734,7,4,1.76005939578
18736,7,16,1.96726605893
18737,7,15,2.48056548557
18738,7,16,1.75564009974
18739,7,8,1.55361807662
18740,7,20,1.95710138241
18741,7,24,2.12183958877
18742,7,12,1.80343587421
18743,7,9,1.96881397229
18744,7,12,1.53390292374
18745,7,18,2.05047056312
18747,7,7,2.51598323425
18748,7,16,2.40927065244
18749,7,13,2.13120364712
18750,7,6,1.7249259283
18751,7,23,2.22463304486
18752,7,14,1.75206644911
18753,7,10,2.52437065693
18754,7,18,2.85647539101
18756,7,21,1.96484787648
18757,7,17,1.93252263496
18758,7,13,1.81411444952
18759,7,23,1.99880965331
18760,7,16,1.73618601889
18761,7,20,2.34799914446
18762,7,17,2.63380230856
18763,7,16,2.04753132317
18764,7,9,1.992483395
18765,7,18,2.08274766543
18766,7,9,2.15950433391
18767,7,13,1.98176994295
18768,7,11,1.4713667191
18769,7,12,2.29801097264
18770,7,22,1.74826741941
18771,7,21,2.03187307768
18772,7,17,2.18181818182
18773,7,14,2.2676081682
18774,7,16,1.89363633939
18775,7,24,2.11818730951
18776,7,23,2.17730966361
18777,7,13,2.19712422014
18778,7,24,2.2166100974
18779,7,18,1.89491743205
18780,7,15,2.06129483448
18781,7,12,1.9505475543
18782,7,14,1.86920935503
18783,7,9,1.99766258247
18784,7,16,1.99795282131
18785,7,8,1.64077339083
18786,7,23,2.21044621989
18787,7,16,1.75441150288
18788,7,24,2.3114177985
18789,7,19,2.10662878726
18790,7,16,1.88816951634
18791,7,23,2.64490656286
18792,7,16,1.98248226063
18793,7,24,2.01662579504
18794,7,7,2.12609176253
18795,7,10,2.38078591917
18796,7,17,1.81747537893
18797,7,10,1.55392853039
18798,7,19,2.12568071886
18799,7,20,2.2818850044
18800,7,17,1.92338470446
18801,7,17,2.7002061738
18802,7,11,1.61524922309
18803,7,15,1.95963771364
18804,7,9,1.64269644576
18805,7,19,1.90155074686
18806,7,20,2.18952731217
18807,7,7,2.0635547626
18808,7,12,2.08372122113
18809,7,24,1.99714855168
18810,7,20,2.00111451666
18811,7,19,1.67107900531
18812,7,14,1.7419008555
18813,7,10,1.88142579447
18814,7,20,2.21371385582
18815,7,17,2.31043751604
18816,7,17,2.10934285569
18817,7,20,2.04915796714
18818,7,24,2.02782389483
18819,7,16,1.99433886253
18820,7,19,1.78416550926
18821,7,23,2.16705481437
18822,7,6,1.97921896017
18823,7,16,2.20401378573
18824,7,14,1.69071727507
18825,7,21,1.89220601211
18826,7,24,2.17729122979
18827,7,16,2.15648853988
18829,7,16,2.05788381435
18830,7,13,1.91241624845
18831,7,18,2.08568623513
18832,7,24,2.07283855924
18833,7,19,2.33381243846
18834,7,17,1.89330936052
18835,7,22,1.95999958622
18836,7,17,2.28604724229
18837,7,19,2.17632798741
18839,7,22,2.18221337115
18840,7,12,1.69530064165
18841,7,15,1.96719859902
18842,7,22,2.14401601981
18843,7,17,1.82304051039
18844,7,10,1.58111339328
18845,7,16,2.10561483616
18847,7,18,1.81355885664
18848,7,24,1.98612271151
18849,7,18,2.08305795281
18851,7,21,1.83004009408
18852,7,10,2.17963307151
18853,7,23,2.06410536298
18854,7,17,1.8509676687
18855,7,14,1.80256722608
18856,7,11,1.94827478757
18857,7,24,2.2360082641
18858,7,10,1.75372098538
18859,7,6,2.42559341221
18860,7,20,2.40998556241
18861,7,17,2.76340277716
18862,7,14,2.19597667663
18863,7,16,1.87073408525
18864,7,21,1.8804574692
18865,7,13,1.92967567798
18868,7,24,2.24998530272
18870,7,17,1.91733617915
18871,7,15,1.87706969603
18872,7,19,4.72177117642
18873,7,15,1.91461242573
18874,7,20,2.00773429338
18875,7,17,1.71519949708
18876,7,4,1.77498583449
18877,7,17,2.46428217293
18878,7,15,1.91447111665
18879,7,17,2.19870263973
18880,7,18,1.8731914795
18881,7,17,2.2158077357
18882,7,14,1.7276782865
18883,7,15,1.83645011356
18884,7,20,1.79762085351
18885,7,9,1.67010398234
18886,7,20,2.00799809299
18887,7,17,1.85044357227
18888,7,16,1.7762114553
18889,7,24,2.26778683806
18890,7,20,1.61409534635
18891,7,12,1.73591655697
18892,7,17,2.41823168105
18894,7,14,1.94246226117
18895,7,13,2.28344431633
18896,7,16,2.04333453755
18897,7,22,2.43147092714
18898,7,19,1.67405996911
18899,7,15,2.05543764443
18900,7,16,2.04714414109
18901,7,17,1.76496014623
18902,7,9,2.10356480195
18903,7,10,1.43924583426
18904,7,14,2.19608584284
18905,7,14,1.95775296212
18906,7,15,2.10221440716
18907,7,23,1.9452391043
18908,7,18,1.65087520962
18909,7,18,2.12393344777
18910,7,20,2.01415662285
18911,7,7,1.95204066983
18912,7,20,1.72212298483
18913,7,12,1.63683688029
18914,7,16,1.86604031986
18915,7,19,1.5750545213
18916,7,10,2.31847364024
18917,7,21,1.90843616689
18919,7,13,2.45835710421
18920,7,10,2.23026630344
18921,7,17,2.01009753907
18922,7,13,1.89108596852
18923,7,19,1.77117501832
18924,7,10,1.88641019329
18925,7,17,1.99171120428
18926,7,18,1.75913305197
18927,7,13,1.95164474161
18928,7,19,2.02668477616
18929,7,14,1.70432556997
18930,7,11,2.07140628123
18931,7,13,1.85835125521
18932,7,16,1.89061172598
18933,7,16,1.95208096982
18934,7,17,2.08785295165
18935,7,15,1.46497625642
18936,7,15,1.99911752926
18937,7,10,1.6857131901
18938,7,17,1.82974567405
