id,set,human_score,char_4,word_count,char_6,vocabulory_score
11957,5,4,59,146,30,61
11958,5,2,24,50,11,25
11959,5,2,47,141,29,49
11960,5,3,57,139,38,50
11961,5,1,25,68,8,39
11962,5,3,48,112,28,44
11963,5,4,132,276,50,122
11964,5,3,60,158,29,54
11965,5,3,44,117,25,50
11966,5,1,41,101,19,31
11967,5,2,18,43,6,17
11968,5,2,41,123,18,42
11969,5,2,38,90,17,44
11970,5,4,65,196,28,88
11971,5,1,16,38,5,11
11972,5,3,50,133,15,70
11973,5,2,54,154,28,53
11974,5,2,51,114,18,58
11975,5,4,46,112,24,44
11976,5,1,15,38,8,15
11977,5,1,10,29,4,13
11978,5,3,68,181,31,67
11979,5,4,86,210,40,94
11980,5,4,118,239,57,91
11981,5,2,43,119,16,56
11982,5,2,38,101,18,41
11983,5,1,20,46,8,16
11984,5,2,30,82,16,29
11985,5,4,71,170,32,69
11986,5,4,106,243,42,108
11987,5,2,45,115,17,47
11988,5,3,63,134,32,53
11989,5,3,88,212,42,111
11990,5,4,72,167,32,66
11991,5,3,66,147,26,58
11992,5,2,26,81,9,33
11993,5,1,13,33,6,17
11994,5,2,47,99,28,40
11995,5,1,16,46,7,19
11996,5,2,61,133,29,50
11997,5,4,83,186,36,72
11998,5,1,6,20,1,6
11999,5,3,18,51,5,19
12000,5,2,57,141,32,42
12001,5,2,32,84,11,27
12002,5,1,18,52,4,18
12003,5,3,70,193,32,87
12004,5,2,44,111,12,52
12005,5,3,45,139,13,75
12006,5,1,38,103,11,33
12007,5,3,42,112,17,51
12008,5,3,53,134,14,60
12009,5,2,24,63,18,24
12010,5,2,48,116,29,51
12011,5,3,62,168,26,64
12012,5,2,51,143,22,65
12013,5,1,24,64,13,24
12014,5,3,66,152,39,59
12015,5,2,36,97,16,35
12016,5,3,53,155,27,66
12017,5,1,22,63,9,31
12018,5,4,100,246,35,93
12019,5,2,32,129,15,40
12020,5,3,62,154,37,63
12021,5,3,44,107,24,46
12022,5,2,43,110,16,49
12023,5,1,20,61,5,27
12024,5,3,76,141,46,45
12025,5,2,38,109,14,46
12026,5,2,65,149,44,55
12027,5,2,35,102,15,35
12028,5,4,86,212,50,76
12029,5,2,39,117,15,48
12030,5,3,51,119,29,51
12031,5,4,60,158,36,64
12032,5,1,38,88,12,38
12033,5,3,69,148,34,67
12034,5,3,54,164,21,60
12035,5,2,30,68,16,22
12036,5,1,41,98,18,41
12037,5,3,51,120,23,54
12038,5,2,48,120,27,45
12039,5,2,36,88,16,26
12040,5,1,30,85,10,27
12041,5,1,26,58,14,12
12042,5,3,41,96,14,37
12043,5,1,24,56,12,17
12044,5,3,56,149,23,58
12045,5,2,38,86,13,36
12046,5,1,18,58,9,22
12047,5,2,102,244,62,92
12048,5,2,35,74,17,30
12049,5,4,88,193,50,83
12050,5,0,6,20,1,7
12051,5,2,43,106,27,39
12052,5,4,52,147,23,57
12053,5,0,3,19,0,5
12054,5,3,68,158,42,51
12055,5,2,31,77,14,21
12056,5,3,60,163,21,56
12057,5,1,32,78,15,31
12058,5,3,62,181,38,70
12059,5,2,32,101,13,36
12060,5,3,59,162,26,51
12061,5,2,40,89,17,33
12062,5,3,49,133,22,42
12063,5,2,61,127,21,51
12064,5,3,66,164,16,65
12065,5,2,52,120,18,35
12066,5,0,2,8,1,2
12067,5,2,34,77,18,21
12068,5,3,67,157,46,60
12069,5,4,108,275,62,104
12070,5,2,39,97,21,34
12071,5,3,63,159,43,68
12072,5,4,93,217,46,85
12073,5,2,11,42,2,15
12074,5,2,18,54,8,23
12075,5,3,51,126,16,46
12076,5,2,33,100,18,43
12077,5,3,55,141,25,52
12078,5,1,19,54,5,20
12079,5,3,65,163,41,72
12080,5,4,66,155,24,53
12081,5,4,105,240,49,83
12082,5,3,73,183,45,83
12083,5,1,16,39,7,12
12084,5,3,65,135,24,56
12085,5,3,64,149,34,60
12086,5,3,94,184,46,75
12087,5,1,15,47,9,19
12088,5,2,52,121,20,42
12089,5,1,19,61,3,24
12090,5,4,83,174,38,61
12091,5,3,56,137,30,52
12092,5,1,44,117,11,37
12093,5,2,35,102,16,45
12094,5,2,26,84,10,32
12095,5,1,19,53,5,22
12096,5,1,16,44,4,12
12097,5,1,23,70,9,24
12098,5,1,20,61,9,23
12099,5,3,53,137,23,64
12100,5,4,73,180,37,72
12101,5,4,67,167,32,57
12102,5,4,57,179,26,74
12103,5,3,46,112,22,39
12104,5,2,48,116,23,44
12105,5,3,59,138,28,73
12106,5,3,60,158,21,65
12107,5,2,30,92,17,37
12108,5,3,51,135,22,48
12109,5,3,56,126,36,44
12110,5,4,80,188,35,79
12111,5,1,19,64,7,22
12112,5,4,41,114,13,51
12113,5,1,22,59,11,21
12114,5,2,31,85,20,20
12115,5,1,14,47,5,21
12116,5,3,61,133,37,51
12117,5,2,23,65,17,20
12118,5,2,28,86,5,26
12119,5,2,37,104,16,35
12120,5,3,64,146,32,61
12121,5,1,18,69,7,18
12122,5,2,38,81,18,33
12123,5,2,49,130,29,44
12124,5,2,50,113,24,41
12125,5,4,75,160,39,65
12126,5,4,96,206,60,82
12127,5,4,66,179,31,59
12128,5,4,65,169,25,77
12129,5,2,17,45,8,18
12130,5,2,23,52,13,20
12131,5,3,62,160,24,66
12132,5,3,59,153,38,49
12133,5,3,71,171,25,68
12134,5,2,49,130,24,48
12135,5,1,28,80,8,37
12136,5,1,19,44,7,16
12137,5,2,25,79,9,35
12138,5,2,13,34,6,10
12139,5,4,54,147,30,63
12140,5,2,46,112,25,47
12141,5,3,52,117,23,44
12142,5,3,50,137,19,49
12143,5,1,9,23,7,8
12144,5,4,75,199,41,83
12145,5,1,5,9,2,3
12146,5,2,33,80,20,30
12147,5,3,45,148,17,54
12148,5,3,88,201,51,73
12149,5,1,11,33,3,13
12150,5,3,39,143,25,53
12151,5,3,56,152,28,57
12152,5,3,54,154,27,64
12153,5,1,18,36,11,15
12154,5,4,87,191,42,87
12155,5,3,58,143,25,66
12156,5,4,101,194,49,79
12157,5,3,54,158,25,61
12158,5,3,43,129,27,45
12159,5,3,43,114,19,48
12160,5,3,53,127,24,49
12161,5,2,37,76,12,23
12162,5,4,106,224,50,83
12163,5,2,21,71,7,36
12164,5,3,49,132,23,45
12165,5,2,26,78,9,34
12166,5,2,47,111,15,47
12167,5,1,25,67,12,15
12168,5,2,70,173,29,75
12169,5,1,15,46,11,18
12170,5,4,89,205,47,79
12171,5,2,30,84,8,26
12172,5,1,20,44,13,13
12173,5,2,53,149,25,57
12174,5,2,60,158,22,61
12175,5,2,44,129,22,53
12176,5,1,23,52,11,20
12177,5,2,35,82,16,33
12178,5,2,37,109,20,35
12179,5,4,67,173,24,61
12180,5,2,37,84,13,38
12181,5,3,35,85,16,32
12182,5,2,18,54,7,15
12183,5,1,19,45,3,18
12184,5,3,68,159,34,61
12185,5,3,54,160,18,64
12186,5,2,40,111,16,42
12187,5,2,40,106,22,32
12188,5,4,83,196,47,75
12189,5,1,12,41,3,17
12190,5,1,43,106,23,28
12191,5,3,41,136,21,54
12192,5,1,15,51,9,14
12193,5,2,34,100,15,43
12194,5,2,41,97,13,41
12195,5,2,13,40,4,12
12196,5,2,52,129,25,54
12197,5,2,33,88,17,34
12198,5,2,30,88,14,32
12199,5,2,31,80,11,23
12200,5,4,120,281,65,109
12201,5,3,51,127,25,48
12202,5,1,19,47,9,21
12203,5,2,57,130,25,47
12204,5,3,74,160,19,84
12205,5,3,56,133,26,55
12206,5,3,77,163,41,52
12207,5,4,87,187,48,68
12208,5,2,28,70,12,25
12209,5,2,13,31,6,13
12210,5,3,65,181,16,73
12211,5,3,61,139,37,62
12212,5,4,91,207,54,72
12213,5,4,48,134,25,52
12214,5,1,14,38,6,12
12215,5,1,23,78,11,36
12216,5,4,63,170,30,80
12217,5,2,45,118,23,44
12218,5,2,12,38,4,12
12219,5,4,72,166,29,63
12220,5,2,41,116,18,46
12221,5,3,37,106,18,38
12222,5,1,19,59,6,29
12223,5,2,56,125,26,41
12224,5,3,58,137,30,53
12225,5,3,84,184,48,74
12226,5,4,103,257,49,106
12227,5,1,4,20,3,9
12228,5,3,61,129,21,57
12229,5,3,62,141,29,56
12230,5,3,50,116,19,46
12231,5,4,91,213,61,79
12232,5,3,53,130,33,39
12233,5,3,73,158,23,59
12234,5,1,21,71,3,21
12235,5,3,57,157,20,66
12236,5,3,56,117,23,56
12237,5,2,27,62,9,23
12238,5,1,22,66,8,20
12239,5,2,44,125,22,45
12240,5,4,80,179,43,78
12241,5,4,68,176,34,66
12242,5,4,107,241,71,103
12243,5,3,68,166,43,55
12244,5,4,80,201,27,85
12245,5,1,45,114,22,43
12246,5,2,47,122,22,42
12247,5,3,61,168,29,61
12248,5,3,80,218,43,95
12249,5,1,6,24,2,9
12250,5,2,31,76,10,16
12251,5,3,59,200,21,74
12252,5,3,70,157,34,64
12253,5,3,43,104,23,43
12254,5,1,19,49,9,18
12255,5,2,48,133,23,51
12256,5,4,86,199,48,76
12257,5,3,34,80,14,36
12258,5,1,8,34,3,11
12259,5,2,30,75,11,21
12260,5,2,30,81,17,23
12261,5,3,59,149,35,55
12262,5,2,32,95,19,30
12263,5,4,107,250,50,104
12264,5,2,49,137,18,40
12265,5,2,36,101,13,43
12266,5,2,51,124,27,42
12267,5,2,32,85,13,34
12268,5,2,37,96,20,39
12269,5,4,103,232,56,91
12270,5,4,135,307,65,104
12271,5,1,14,44,4,21
12272,5,3,75,191,42,71
12273,5,4,70,201,35,65
12274,5,1,31,81,13,20
12275,5,1,22,72,11,22
12276,5,4,72,166,42,69
12277,5,2,23,79,9,27
12278,5,3,56,182,20,84
12279,5,2,17,53,8,18
12280,5,2,45,121,13,48
12281,5,3,50,139,23,58
12282,5,3,70,171,28,60
12283,5,2,40,94,19,36
12284,5,2,47,112,21,54
12285,5,2,33,82,14,31
12286,5,1,11,29,3,10
12287,5,3,46,116,27,49
12288,5,2,29,74,16,23
12289,5,1,13,40,5,15
12290,5,3,56,159,26,71
12291,5,3,61,138,22,40
12292,5,2,25,71,8,28
12293,5,3,56,169,24,72
12294,5,0,23,87,7,34
12295,5,3,59,154,20,60
12296,5,4,70,193,33,73
12297,5,3,101,218,61,91
12298,5,2,38,92,13,43
12299,5,4,114,263,62,109
12300,5,2,41,103,20,38
12301,5,1,36,94,17,37
12302,5,2,49,117,31,37
12303,5,3,45,116,26,45
12304,5,1,16,69,11,23
12305,5,3,53,147,28,50
12306,5,2,20,51,9,20
12307,5,1,76,211,20,71
12308,5,2,36,94,21,43
12309,5,3,89,198,42,75
12310,5,3,69,195,27,82
12311,5,2,9,28,6,8
12312,5,3,68,180,25,56
12313,5,3,63,173,31,74
12314,5,2,33,78,22,34
12315,5,3,49,126,17,53
12316,5,2,28,80,14,36
12317,5,1,46,125,18,47
12318,5,4,51,154,19,58
12319,5,2,33,81,10,30
12320,5,2,26,85,11,34
12321,5,3,79,179,37,62
12322,5,1,24,69,12,23
12323,5,3,42,103,18,34
12324,5,3,50,124,26,46
12325,5,1,22,55,9,21
12326,5,3,59,173,28,63
12327,5,3,54,149,27,40
12328,5,2,52,119,30,42
12329,5,2,37,99,18,47
12330,5,2,38,105,22,49
12331,5,1,23,64,9,21
12332,5,1,29,122,12,43
12333,5,2,23,61,11,21
12334,5,3,73,177,34,77
12335,5,2,38,116,16,33
12336,5,1,15,47,6,17
12337,5,2,27,96,12,38
12338,5,2,40,101,18,35
12339,5,3,34,91,13,38
12340,5,4,114,294,51,121
12341,5,2,26,75,7,30
12342,5,1,25,71,12,29
12343,5,4,118,262,66,111
12344,5,1,14,41,6,17
12345,5,0,13,38,3,12
12346,5,2,20,52,5,21
12347,5,4,81,177,39,70
12348,5,3,69,172,41,57
12349,5,2,38,113,14,42
12350,5,3,80,176,55,64
12351,5,3,42,120,22,55
12352,5,3,92,233,54,91
12353,5,3,58,142,35,47
12354,5,2,31,89,14,36
12355,5,4,92,219,47,98
12356,5,1,5,12,3,4
12357,5,3,54,128,31,52
12358,5,1,18,53,11,16
12359,5,3,77,192,36,61
12360,5,4,62,149,35,65
12361,5,2,32,86,20,25
12362,5,0,14,48,3,20
12363,5,3,43,129,19,52
12364,5,4,79,227,34,91
12365,5,4,79,198,44,81
12366,5,3,102,231,43,88
12367,5,4,75,178,32,63
12368,5,3,75,204,30,82
12369,5,2,35,106,13,42
12370,5,3,60,141,24,54
12371,5,3,81,172,32,67
12372,5,3,69,142,30,60
12373,5,4,72,194,41,73
12374,5,3,55,147,23,66
12375,5,2,25,64,10,25
12376,5,3,63,177,24,79
12377,5,2,22,69,6,38
12378,5,1,29,83,13,30
12379,5,2,38,96,15,27
12380,5,1,19,63,11,21
12381,5,2,44,100,21,45
12382,5,2,22,67,9,19
12383,5,3,50,137,24,61
12384,5,3,56,145,26,58
12385,5,2,18,57,8,22
12386,5,2,25,84,13,40
12387,5,4,75,178,35,65
12388,5,4,93,229,53,93
12389,5,2,28,81,11,34
12390,5,2,54,119,33,45
12391,5,2,34,113,12,49
12392,5,2,25,98,15,33
12393,5,4,74,190,41,73
12394,5,2,29,89,10,31
12395,5,3,51,146,19,43
12396,5,2,23,57,8,18
12397,5,2,32,84,11,32
12398,5,2,58,131,33,42
12399,5,2,58,132,19,48
12400,5,2,32,88,17,30
12401,5,1,25,68,9,21
12402,5,2,55,140,23,77
12403,5,4,75,198,39,83
12404,5,4,65,140,38,45
12405,5,4,106,271,61,108
12406,5,3,68,145,33,53
12407,5,2,34,110,16,50
12408,5,3,58,127,26,52
12409,5,2,28,77,8,27
12410,5,1,21,49,10,16
12411,5,3,47,115,22,38
12412,5,2,23,64,12,23
12413,5,2,51,140,19,58
12414,5,0,6,22,2,8
12415,5,3,85,190,32,81
12416,5,2,33,87,20,38
12417,5,3,68,160,38,56
12418,5,2,37,106,23,29
12419,5,2,41,112,20,42
12420,5,4,72,197,35,73
12421,5,2,19,55,8,16
12422,5,4,77,203,40,83
12423,5,3,64,164,36,67
12424,5,4,95,212,43,84
12425,5,3,66,186,34,66
12426,5,2,19,61,11,23
12427,5,2,33,97,17,36
12428,5,2,25,84,14,42
12429,5,3,60,144,32,52
12430,5,3,42,109,27,39
12431,5,2,26,80,8,34
12432,5,3,41,102,27,44
12433,5,2,30,67,11,24
12434,5,2,30,90,18,35
12435,5,0,7,19,1,7
12436,5,2,43,104,21,41
12437,5,2,39,111,16,42
12438,5,2,42,103,23,43
12439,5,3,65,168,28,67
12440,5,4,73,170,35,68
12441,5,2,16,71,5,24
12442,5,2,32,87,19,35
12443,5,1,13,38,5,8
12444,5,3,44,117,22,39
12445,5,1,29,94,10,39
12446,5,4,73,195,48,66
12447,5,4,86,219,38,91
12448,5,4,75,170,31,73
12449,5,3,60,149,24,68
12450,5,3,41,115,19,52
12451,5,1,16,57,11,19
12452,5,2,59,154,31,53
12453,5,1,46,119,15,60
12454,5,4,83,208,35,81
12455,5,2,19,65,9,24
12456,5,2,40,89,17,34
12457,5,3,45,137,26,52
12458,5,3,40,104,21,36
12459,5,3,51,137,31,42
12460,5,2,38,112,14,37
12461,5,1,14,39,4,12
12462,5,4,79,183,41,70
12463,5,2,50,130,23,50
12464,5,2,27,86,8,35
12465,5,1,16,43,8,14
12466,5,3,65,135,31,50
12467,5,3,40,98,20,32
12468,5,3,63,163,39,55
12469,5,1,12,36,5,13
12470,5,4,96,213,56,89
12471,5,2,35,95,12,40
12472,5,1,61,147,28,50
12473,5,2,38,103,12,41
12474,5,2,17,50,9,21
12475,5,1,12,32,4,7
12476,5,2,40,99,17,34
12477,5,2,41,113,21,44
12478,5,4,97,217,40,87
12479,5,4,70,171,39,70
12480,5,1,39,130,18,53
12481,5,3,57,139,33,43
12482,5,4,87,215,48,76
12483,5,3,69,175,29,70
12484,5,2,55,153,21,58
12485,5,2,46,133,15,44
12486,5,1,33,81,11,25
12487,5,2,60,141,18,65
12488,5,2,28,66,15,28
12489,5,4,58,189,27,78
12490,5,2,37,105,16,53
12491,5,2,33,77,21,38
12492,5,2,32,98,16,32
12493,5,2,50,128,23,50
12494,5,3,51,123,23,42
12495,5,2,48,149,17,55
12496,5,1,15,45,7,18
12497,5,4,68,167,26,72
12498,5,4,135,292,70,112
12499,5,2,28,70,16,24
12500,5,3,51,126,26,46
12501,5,4,77,185,44,68
12502,5,2,22,56,11,18
12503,5,2,57,136,29,49
12504,5,2,48,128,26,49
12505,5,4,82,212,34,89
12506,5,1,7,17,1,5
12507,5,2,47,101,21,46
12508,5,2,47,129,17,43
12509,5,3,64,148,38,58
12510,5,2,35,100,18,44
12511,5,2,45,117,19,55
12512,5,3,59,150,31,55
12513,5,4,100,242,50,88
12514,5,4,70,162,30,60
12515,5,2,38,90,16,38
12516,5,4,90,193,49,73
12517,5,4,59,169,24,70
12518,5,3,32,107,14,43
12519,5,2,34,89,16,38
12520,5,3,74,180,21,64
12521,5,1,3,9,0,2
12522,5,3,61,169,36,61
12523,5,3,55,131,24,54
12524,5,2,20,76,9,25
12525,5,3,56,151,22,58
12526,5,0,6,22,0,10
12527,5,1,20,65,10,20
12528,5,2,35,85,14,30
12529,5,4,99,259,46,117
12530,5,4,102,234,54,97
12531,5,4,100,244,46,85
12532,5,3,40,112,19,42
12533,5,2,31,82,16,28
12534,5,2,38,103,16,49
12535,5,4,69,178,39,70
12536,5,3,67,141,40,52
12537,5,3,70,159,43,60
12538,5,4,95,212,41,83
12539,5,2,31,79,16,27
12540,5,2,33,91,18,29
12541,5,2,44,105,16,52
12542,5,1,19,43,7,9
12543,5,2,38,101,12,28
12544,5,3,46,137,19,63
12545,5,3,36,137,13,49
12546,5,1,28,93,13,41
12547,5,1,28,61,15,29
12548,5,2,38,84,12,31
12549,5,2,48,139,13,50
12550,5,2,39,92,28,37
12551,5,2,27,85,10,27
12552,5,1,12,35,1,8
12553,5,4,90,218,37,94
12554,5,1,28,89,16,36
12555,5,3,69,184,36,70
12556,5,3,69,140,27,34
12557,5,3,53,144,23,50
12558,5,1,21,62,7,21
12559,5,1,17,70,5,22
12560,5,2,43,113,34,41
12561,5,1,24,45,14,13
12562,5,1,19,45,7,25
12563,5,2,18,39,6,19
12564,5,3,81,190,35,69
12565,5,2,67,162,28,70
12566,5,1,20,72,7,28
12567,5,2,36,104,15,43
12568,5,2,33,72,12,25
12569,5,2,48,114,21,49
12570,5,2,52,121,17,45
12571,5,2,56,179,22,70
12572,5,1,11,33,3,14
12573,5,3,73,194,39,75
12574,5,4,96,183,47,85
12575,5,2,44,126,22,48
12576,5,3,84,203,36,83
12577,5,1,36,80,16,38
12578,5,1,22,49,2,14
12579,5,3,56,139,26,45
12580,5,1,59,143,24,57
12581,5,4,139,278,77,113
12582,5,2,56,152,28,57
12583,5,3,59,175,27,67
12584,5,3,51,152,18,49
12585,5,2,21,70,5,28
12586,5,2,58,136,27,52
12587,5,3,45,104,22,35
12588,5,1,82,198,41,66
12589,5,3,37,120,15,42
12590,5,3,59,133,28,50
12591,5,2,80,227,32,83
12592,5,1,19,59,7,32
12593,5,1,19,61,12,15
12594,5,3,68,153,24,60
12595,5,1,29,68,14,24
12596,5,2,56,143,31,63
12597,5,3,47,143,19,57
12598,5,1,20,50,8,18
12599,5,2,27,69,15,22
12600,5,2,44,127,21,56
12601,5,1,24,78,10,26
12602,5,1,25,77,8,26
12603,5,1,19,49,10,15
12604,5,1,16,44,9,17
12605,5,3,74,161,33,57
12606,5,1,18,56,6,17
12607,5,3,32,89,18,43
12608,5,4,114,279,45,105
12609,5,4,107,254,48,96
12610,5,2,47,115,24,47
12611,5,2,37,112,16,43
12612,5,3,89,196,38,74
12613,5,3,69,189,20,72
12614,5,2,29,115,9,39
12615,5,2,31,79,16,33
12616,5,2,36,109,15,46
12617,5,2,41,114,15,43
12618,5,3,66,151,40,59
12619,5,4,73,183,30,64
12620,5,4,91,212,45,79
12621,5,1,28,68,5,13
12622,5,3,56,133,18,55
12623,5,2,38,88,19,36
12624,5,2,43,110,21,44
12625,5,1,35,94,12,36
12626,5,3,55,139,34,47
12627,5,2,47,110,21,48
12628,5,2,33,84,20,24
12629,5,1,24,64,10,19
12630,5,1,36,80,18,27
12631,5,3,64,165,23,68
12632,5,3,59,164,29,66
12633,5,3,55,148,27,54
12634,5,2,18,60,8,27
12635,5,1,32,86,8,33
12636,5,1,18,67,6,30
12637,5,4,83,213,38,86
12638,5,3,71,187,32,71
12639,5,3,40,108,18,32
12640,5,1,17,42,10,12
12641,5,2,30,69,15,25
12642,5,1,17,42,6,15
12643,5,2,26,70,8,30
12644,5,3,67,140,35,51
12645,5,3,39,121,23,48
12646,5,2,54,142,25,57
12647,5,2,48,103,17,34
12648,5,2,24,65,9,24
12649,5,3,57,169,19,67
12650,5,3,59,148,27,51
12651,5,2,29,80,14,30
12652,5,1,15,45,4,17
12653,5,2,36,99,19,40
12654,5,2,37,92,13,37
12655,5,2,64,155,22,54
12656,5,3,36,103,20,31
12657,5,2,52,112,27,47
12658,5,2,41,87,17,26
12659,5,2,34,81,21,27
12660,5,3,35,95,19,37
12661,5,2,30,84,13,28
12662,5,2,27,78,9,30
12663,5,1,12,32,9,12
12664,5,1,8,32,3,10
12665,5,3,49,140,26,55
12666,5,2,29,91,8,40
12667,5,3,38,107,12,44
12668,5,2,33,73,8,28
12669,5,4,71,180,26,79
12670,5,2,42,116,17,41
12671,5,4,92,236,46,100
12672,5,3,66,165,33,60
12673,5,4,62,169,36,57
12674,5,4,98,242,43,120
12675,5,3,52,137,17,47
12676,5,2,39,100,15,32
12677,5,1,12,36,4,9
12678,5,2,24,78,6,28
12679,5,2,52,149,23,61
12680,5,3,65,153,29,67
12681,5,1,11,37,4,10
12682,5,2,24,60,8,20
12683,5,4,61,172,22,67
12684,5,2,22,69,13,33
12685,5,2,36,96,20,43
12686,5,4,64,165,35,75
12687,5,1,13,40,5,17
12688,5,2,21,44,13,15
12689,5,1,52,113,27,36
12690,5,3,56,151,18,58
12691,5,1,23,84,13,21
12692,5,3,84,210,37,81
12693,5,4,91,231,39,98
12694,5,3,85,197,35,85
12695,5,3,40,104,14,37
12696,5,3,73,186,33,94
12697,5,3,47,137,23,62
12698,5,3,61,153,30,40
12699,5,4,94,239,59,80
12700,5,4,83,216,36,91
12701,5,2,31,98,16,36
12702,5,2,34,88,15,39
12703,5,2,54,105,28,48
12704,5,3,54,156,18,64
12705,5,2,45,122,25,50
12706,5,4,99,214,61,93
12707,5,2,36,79,13,25
12708,5,1,33,90,14,29
12709,5,3,71,186,35,78
12710,5,4,74,194,38,81
12711,5,2,14,45,6,13
12712,5,2,32,80,18,40
12713,5,2,35,120,19,53
12714,5,1,11,38,4,12
12715,5,3,65,164,31,63
12716,5,2,31,98,14,30
12717,5,1,25,66,14,20
12718,5,1,17,41,4,11
12719,5,2,34,79,15,27
12720,5,2,32,87,19,35
12721,5,2,38,80,19,30
12722,5,2,51,122,14,65
12723,5,2,29,73,10,33
12724,5,3,56,151,28,49
12725,5,4,72,178,24,66
12726,5,1,6,22,2,8
12727,5,3,58,149,26,70
12728,5,3,36,111,18,41
12729,5,4,106,240,57,84
12730,5,2,31,99,19,36
12731,5,1,14,32,7,8
12732,5,2,23,67,8,28
12733,5,2,28,66,7,29
12734,5,1,21,47,12,18
12735,5,3,54,158,26,62
12736,5,4,111,273,58,119
12737,5,1,24,59,19,21
12738,5,3,72,184,43,63
12739,5,2,33,88,15,30
12740,5,2,60,132,27,55
12741,5,4,79,204,31,86
12742,5,3,40,104,18,35
12743,5,3,45,135,19,60
12744,5,2,41,147,13,60
12745,5,3,48,116,27,42
12746,5,1,64,154,30,59
12747,5,3,57,126,28,49
12748,5,3,35,98,17,32
12749,5,4,72,182,36,60
12750,5,2,47,98,23,37
12751,5,2,45,141,13,54
12752,5,1,25,76,5,33
12753,5,3,70,183,27,86
12754,5,1,10,27,9,7
12755,5,3,50,147,19,67
