id,set,human_score,char_4,word_count
9286,4,0,16,42
9287,4,2,47,117
9288,4,3,71,165
9289,4,0,11,36
9290,4,2,30,88
9291,4,2,53,136
9292,4,3,82,198
9293,4,0,73,163
9294,4,1,26,78
9295,4,2,21,103
9296,4,1,17,46
9297,4,1,25,78
9298,4,2,25,75
9299,4,1,9,37
9300,4,1,24,69
9301,4,3,87,218
9302,4,1,70,183
9303,4,1,5,17
9304,4,3,31,115
9305,4,0,38,102
9306,4,2,35,97
9307,4,2,42,121
9308,4,0,21,51
9309,4,2,24,86
9310,4,1,33,83
9311,4,0,10,43
9312,4,2,60,184
9313,4,0,24,51
9314,4,0,7,25
9315,4,2,49,134
9316,4,3,58,156
9317,4,2,49,123
9318,4,0,11,30
9319,4,3,75,185
9320,4,1,21,77
9321,4,1,20,65
9322,4,0,13,37
9323,4,1,12,31
9324,4,0,10,25
9325,4,3,80,206
9326,4,1,30,72
9327,4,3,77,192
9328,4,0,16,35
9329,4,3,56,160
9330,4,2,58,143
9331,4,2,54,133
9332,4,2,31,100
9333,4,0,11,25
9334,4,1,10,26
9335,4,1,29,77
9336,4,2,40,100
9337,4,1,15,39
9338,4,1,9,32
9339,4,1,32,92
9340,4,2,34,74
9341,4,3,57,149
9342,4,2,45,101
9343,4,1,22,52
9344,4,0,39,110
9345,4,0,12,33
9346,4,3,61,172
9347,4,2,46,113
9348,4,1,28,81
9349,4,0,35,101
9350,4,1,19,53
9351,4,0,16,47
9352,4,2,34,101
9353,4,2,30,82
9354,4,2,63,132
9355,4,1,20,56
9356,4,1,16,68
9357,4,2,43,133
9358,4,0,22,59
9359,4,0,11,35
9360,4,1,16,58
9361,4,2,35,111
9362,4,3,52,130
9363,4,2,25,74
9364,4,2,39,95
9365,4,3,42,100
9366,4,2,31,86
9367,4,3,46,129
9368,4,1,36,99
9369,4,1,14,50
9370,4,0,27,65
9371,4,2,22,90
9372,4,1,17,56
9373,4,1,12,29
9374,4,1,32,74
9375,4,2,35,126
9376,4,2,27,71
9377,4,1,10,39
9378,4,1,25,69
9379,4,2,23,78
9380,4,2,41,121
9381,4,0,32,89
9382,4,2,38,87
9383,4,1,38,93
9384,4,1,32,100
9385,4,1,24,64
9386,4,2,39,131
9387,4,2,55,161
9388,4,1,36,77
9389,4,3,77,205
9390,4,1,18,58
9391,4,2,50,152
9392,4,2,40,125
9393,4,0,21,52
9394,4,1,18,50
9395,4,1,17,53
9396,4,0,13,39
9397,4,2,27,77
9398,4,1,42,108
9399,4,2,35,74
9400,4,1,12,29
9401,4,3,66,193
9402,4,3,52,121
9403,4,2,47,113
9404,4,0,12,43
9405,4,2,43,111
9406,4,0,34,93
9407,4,2,56,170
9408,4,0,26,56
9409,4,1,32,85
9410,4,1,20,65
9411,4,0,19,35
9412,4,1,16,34
9413,4,0,11,16
9414,4,0,16,64
9415,4,0,13,35
9416,4,3,49,141
9417,4,1,27,88
9418,4,1,36,97
9419,4,2,32,101
9420,4,3,54,139
9421,4,1,33,110
9422,4,3,55,151
9423,4,3,102,231
9424,4,0,17,72
9425,4,2,55,145
9426,4,2,48,125
9427,4,1,24,64
9428,4,2,55,149
9429,4,2,29,93
9430,4,3,70,156
9431,4,1,23,89
9432,4,2,24,99
9434,4,0,19,48
9435,4,1,8,23
9436,4,2,48,130
9437,4,1,20,58
9438,4,3,62,162
9439,4,2,40,132
9440,4,1,36,95
9441,4,3,67,170
9442,4,3,114,287
9443,4,1,31,79
9444,4,2,28,84
9445,4,1,21,63
9446,4,1,17,37
9447,4,0,8,34
9448,4,2,28,88
9449,4,2,46,136
9450,4,1,13,44
9451,4,1,17,45
9452,4,2,30,69
9453,4,2,29,90
9454,4,0,18,59
9455,4,0,11,28
9456,4,0,12,29
9457,4,3,44,124
9458,4,2,22,75
9459,4,2,40,114
9460,4,2,67,192
9461,4,1,27,107
9462,4,3,59,181
9463,4,1,18,43
9464,4,0,9,32
9465,4,1,61,137
9466,4,1,79,193
9467,4,2,38,101
9468,4,1,25,67
9469,4,1,26,77
9470,4,2,38,102
9471,4,0,12,30
9472,4,1,30,92
9473,4,3,55,126
9474,4,1,23,65
9475,4,0,24,61
9476,4,2,75,236
9477,4,1,30,67
9478,4,2,39,117
9479,4,1,20,59
9480,4,1,18,45
9481,4,1,21,63
9482,4,2,89,198
9483,4,2,57,140
9484,4,2,26,61
9485,4,3,52,138
9486,4,0,4,6
9487,4,2,48,133
9488,4,0,14,39
9489,4,2,53,152
9490,4,0,12,25
9491,4,1,15,44
9492,4,0,33,105
9493,4,2,46,124
9494,4,2,37,89
9495,4,1,11,28
9496,4,0,21,71
9497,4,2,31,92
9498,4,0,19,45
9499,4,0,11,25
9500,4,2,48,116
9501,4,2,38,111
9502,4,1,30,71
9503,4,2,40,80
9504,4,2,35,86
9505,4,2,29,130
9506,4,2,31,86
9507,4,2,34,134
9508,4,2,56,140
9509,4,0,25,78
9510,4,1,30,100
9511,4,1,16,34
9512,4,0,29,82
9513,4,3,84,215
9514,4,1,36,80
9515,4,3,84,205
9516,4,1,20,73
9517,4,1,18,50
9518,4,0,23,76
9519,4,1,26,73
9520,4,1,25,56
9521,4,2,26,71
9522,4,2,33,93
9523,4,3,39,107
9524,4,1,21,53
9525,4,3,61,150
9526,4,2,21,47
9527,4,2,53,139
9528,4,0,10,23
9529,4,1,28,89
9530,4,2,51,153
9531,4,1,19,44
9532,4,1,12,37
9533,4,1,11,48
9534,4,3,42,111
9535,4,1,25,74
9536,4,0,53,141
9537,4,0,6,39
9538,4,2,43,113
9539,4,2,26,99
9540,4,0,21,46
9541,4,3,36,88
9542,4,1,6,22
9543,4,1,20,62
9544,4,0,5,21
9545,4,0,11,63
9546,4,1,14,39
9547,4,2,31,102
9548,4,1,26,77
9549,4,1,21,73
9550,4,3,49,152
9551,4,3,51,130
9552,4,2,43,108
9553,4,2,46,117
9554,4,1,24,69
9555,4,2,19,77
9556,4,2,60,143
9557,4,1,24,80
9558,4,3,83,220
9559,4,2,41,116
9560,4,1,32,94
9561,4,2,40,100
9562,4,3,49,136
9563,4,1,22,67
9564,4,0,32,83
9565,4,0,12,45
9566,4,1,27,64
9567,4,3,74,170
9568,4,0,8,29
9569,4,3,40,143
9570,4,2,32,116
9571,4,3,60,173
9572,4,1,27,70
9573,4,2,31,95
9574,4,2,60,164
9575,4,1,26,67
9576,4,2,38,94
9577,4,0,11,26
9578,4,2,50,132
9579,4,0,25,58
9580,4,1,20,56
9581,4,0,10,20
9582,4,0,13,34
9583,4,0,17,37
9584,4,2,19,56
9585,4,1,13,36
9586,4,1,13,22
9587,4,2,39,91
9588,4,2,42,110
9589,4,2,51,136
9590,4,2,37,90
9591,4,0,33,68
9592,4,0,27,73
9593,4,1,25,63
9594,4,3,89,228
9595,4,2,63,145
9596,4,1,43,103
9597,4,2,34,103
9598,4,2,32,102
9599,4,1,25,50
9600,4,2,44,106
9601,4,0,21,57
9602,4,1,20,50
9603,4,2,43,151
9604,4,1,28,85
9605,4,1,17,50
9606,4,2,59,143
9607,4,3,72,201
9608,4,3,64,155
9609,4,0,45,136
9610,4,2,44,124
9611,4,1,20,51
9612,4,0,11,29
9613,4,2,67,178
9614,4,1,6,18
9615,4,2,40,116
9616,4,1,31,87
9617,4,2,35,129
9618,4,3,87,237
9619,4,2,46,122
9620,4,1,13,39
9621,4,0,43,88
9622,4,2,45,111
9623,4,1,12,47
9624,4,3,69,173
9625,4,3,52,150
9626,4,0,10,35
9627,4,2,69,214
9628,4,2,48,124
9629,4,0,39,105
9630,4,2,52,123
9631,4,2,37,115
9632,4,0,28,65
9633,4,1,20,52
9634,4,1,16,42
9635,4,1,15,47
9636,4,2,35,92
9637,4,0,8,19
9638,4,2,26,84
9639,4,1,17,62
9640,4,2,21,74
9641,4,2,26,60
9642,4,2,35,94
9643,4,2,38,132
9644,4,0,51,113
9645,4,2,37,89
9646,4,0,13,39
9647,4,1,55,122
9648,4,3,60,158
9649,4,1,43,100
9650,4,2,40,105
9651,4,1,36,88
9652,4,0,53,172
9653,4,0,6,17
9654,4,1,23,72
9655,4,0,16,40
9656,4,1,20,87
9657,4,1,14,53
9658,4,2,41,109
9659,4,3,35,117
9660,4,2,62,185
9661,4,1,21,82
9662,4,1,13,53
9663,4,2,34,92
9664,4,0,6,20
9665,4,1,13,35
9666,4,1,28,81
9667,4,2,47,140
9668,4,1,12,31
9669,4,3,95,269
9670,4,3,64,191
9671,4,2,70,165
9672,4,1,25,79
9674,4,3,81,228
9675,4,1,28,73
9676,4,1,20,61
9677,4,1,18,57
9678,4,0,17,40
9679,4,0,18,38
9680,4,1,20,46
9681,4,1,13,41
9682,4,2,32,108
9683,4,2,48,128
9684,4,1,25,75
9685,4,1,23,64
9686,4,1,16,65
9687,4,1,30,77
9688,4,1,19,48
9689,4,2,30,86
9690,4,0,19,57
9691,4,0,11,37
9692,4,1,9,28
9693,4,1,8,23
9694,4,1,23,71
9695,4,0,21,60
9696,4,0,7,23
9697,4,1,8,16
9698,4,2,36,123
9699,4,2,52,130
9700,4,2,68,167
9701,4,1,20,57
9702,4,2,32,76
9703,4,0,6,24
9704,4,1,69,176
9705,4,2,74,172
9706,4,0,5,16
9707,4,2,53,138
9708,4,2,67,193
9709,4,3,61,182
9710,4,2,40,115
9711,4,2,35,124
9712,4,1,20,60
9713,4,1,26,90
9714,4,2,38,110
9715,4,3,60,128
9716,4,0,23,51
9717,4,2,66,161
9718,4,1,40,106
9719,4,1,39,104
9720,4,1,30,60
9721,4,1,11,46
9722,4,2,27,87
9723,4,3,40,94
9724,4,3,58,168
9725,4,1,33,103
9726,4,2,45,138
9727,4,3,82,238
9728,4,0,29,77
9729,4,1,34,92
9730,4,2,42,117
9731,4,2,27,75
9732,4,1,14,53
9733,4,2,35,111
9734,4,2,37,116
9735,4,1,11,37
9736,4,0,36,84
9737,4,1,17,71
9738,4,2,77,200
9739,4,2,68,152
9740,4,2,29,75
9741,4,3,57,164
9742,4,1,23,60
9743,4,3,51,134
9744,4,3,63,157
9745,4,1,30,81
9746,4,1,32,120
9747,4,0,10,35
9748,4,2,29,73
9749,4,1,17,50
9750,4,3,28,96
9751,4,1,44,107
9752,4,1,30,60
9753,4,2,33,100
9754,4,2,42,128
9755,4,1,98,240
9756,4,1,1,10
9757,4,1,20,63
9758,4,1,49,143
9759,4,2,19,55
9760,4,2,92,213
9761,4,2,36,100
9762,4,2,56,149
9763,4,0,22,68
9764,4,2,20,79
9765,4,1,14,59
9766,4,2,25,74
9767,4,2,56,158
9768,4,1,23,72
9769,4,0,5,15
9770,4,1,20,61
9771,4,2,36,105
9772,4,1,18,53
9773,4,1,23,62
9774,4,0,50,164
9775,4,1,9,23
9776,4,1,15,42
9777,4,2,26,85
9778,4,1,12,34
9779,4,1,16,47
9780,4,2,49,128
9781,4,2,30,91
9782,4,1,36,105
9783,4,3,45,144
9784,4,2,53,154
9785,4,1,20,55
9786,4,1,26,65
9787,4,2,28,85
9788,4,2,38,96
9789,4,2,47,133
9790,4,1,20,73
9791,4,3,54,162
9792,4,2,29,99
9793,4,1,16,48
9794,4,2,46,128
9795,4,2,27,85
9796,4,2,29,89
9797,4,1,27,76
9798,4,2,43,93
9799,4,2,35,109
9800,4,0,29,73
9801,4,2,39,112
9802,4,1,9,28
9803,4,1,34,90
9804,4,1,20,55
9805,4,2,35,83
9806,4,1,20,59
9807,4,0,10,25
9808,4,1,11,36
9809,4,1,36,105
9810,4,1,40,115
9811,4,3,54,163
9812,4,2,44,120
9813,4,2,42,132
9814,4,1,20,53
9815,4,1,22,45
9816,4,2,50,118
9817,4,1,30,72
9818,4,2,69,178
9819,4,2,23,100
9820,4,3,39,112
9821,4,3,76,202
9822,4,3,57,139
9823,4,1,23,73
9824,4,2,37,97
9825,4,0,11,19
9826,4,1,63,139
9827,4,1,55,129
9828,4,2,55,148
9829,4,3,115,253
9830,4,3,62,149
9831,4,2,33,94
9832,4,2,46,133
9833,4,3,66,184
9834,4,0,20,50
9835,4,1,29,71
9836,4,2,34,79
9837,4,0,6,10
9838,4,2,48,121
9839,4,1,28,59
9840,4,0,15,56
9841,4,3,46,143
9842,4,1,18,47
9843,4,2,40,117
9844,4,2,24,75
9845,4,1,20,63
9846,4,2,38,95
9847,4,3,66,162
9848,4,1,30,79
9849,4,1,28,86
9850,4,1,31,82
9851,4,1,16,59
9852,4,2,49,136
9853,4,1,27,61
9854,4,1,12,34
9855,4,2,25,107
9856,4,3,45,133
9857,4,0,14,43
9858,4,1,7,25
9859,4,2,50,120
9860,4,2,46,174
9861,4,3,38,113
9862,4,0,5,23
9863,4,1,11,51
9864,4,1,27,84
9865,4,2,48,135
9866,4,1,10,25
9867,4,0,19,52
9868,4,2,23,95
9869,4,1,19,56
9870,4,3,3,5
9871,4,0,13,34
9872,4,2,50,141
9873,4,3,51,144
9874,4,2,25,74
9875,4,2,79,186
9876,4,1,10,27
9877,4,1,14,39
9878,4,2,38,108
9879,4,1,11,29
9880,4,2,40,103
9881,4,1,44,113
9882,4,1,30,97
9883,4,1,24,70
9884,4,2,50,122
9885,4,0,25,47
9886,4,1,19,54
9887,4,0,26,66
9888,4,1,23,64
9889,4,1,21,73
9890,4,1,11,45
9891,4,1,39,107
9892,4,1,25,69
9893,4,2,41,112
9894,4,2,24,75
9895,4,1,13,44
9896,4,1,26,62
9897,4,1,18,42
9898,4,2,32,77
9899,4,2,28,84
9900,4,1,47,106
9901,4,2,36,125
9902,4,1,4,33
9903,4,2,54,154
9904,4,2,59,179
9905,4,1,7,34
9906,4,2,37,108
9907,4,2,35,103
9908,4,1,36,98
9909,4,2,45,141
9910,4,1,40,118
9911,4,3,61,174
9912,4,2,40,115
9913,4,0,12,24
9914,4,3,63,163
9915,4,0,20,53
9916,4,0,8,20
9917,4,3,62,170
9918,4,1,16,47
9919,4,3,41,106
9920,4,2,34,89
9921,4,1,22,56
9922,4,0,22,51
9923,4,1,17,39
9924,4,1,21,60
9925,4,2,56,182
9926,4,1,31,102
9927,4,3,45,144
9928,4,3,64,162
9929,4,1,25,83
9930,4,1,12,62
9931,4,1,8,24
9932,4,2,58,128
9933,4,1,36,95
9934,4,2,39,117
9935,4,2,55,142
9936,4,0,22,59
9937,4,3,60,167
9938,4,2,39,108
9939,4,2,37,112
9940,4,2,31,73
9941,4,1,14,56
9942,4,3,71,172
9943,4,0,23,93
9944,4,0,17,35
9945,4,1,29,71
9946,4,1,28,75
9947,4,1,29,69
9948,4,1,31,84
9949,4,2,26,77
9950,4,1,25,75
9951,4,1,40,98
9952,4,2,64,181
9953,4,2,51,133
9954,4,2,38,102
9955,4,0,28,63
9956,4,1,26,83
9957,4,2,62,139
9958,4,3,26,95
9959,4,1,12,47
9960,4,1,31,100
9961,4,2,32,89
9962,4,2,35,103
9963,4,2,59,150
9964,4,3,53,150
9965,4,1,33,90
9966,4,0,30,62
9967,4,3,87,234
9968,4,2,58,135
9969,4,2,51,117
9970,4,0,28,58
9971,4,1,14,44
9972,4,1,38,106
9973,4,0,16,71
9974,4,0,18,41
9975,4,2,45,132
9976,4,3,42,135
9977,4,0,5,12
9978,4,0,10,25
9979,4,2,29,82
9980,4,1,16,46
9981,4,3,69,176
9982,4,2,39,99
9983,4,2,60,182
9984,4,1,17,63
9985,4,0,13,32
9986,4,3,79,202
9987,4,1,9,28
9988,4,2,37,124
9989,4,1,12,35
9990,4,1,48,107
9991,4,3,37,123
9992,4,0,13,41
9993,4,1,38,101
9994,4,1,21,67
9995,4,2,46,144
9996,4,0,6,13
9997,4,1,16,48
9998,4,0,22,75
9999,4,3,51,140
10000,4,0,5,22
10002,4,2,47,137
10003,4,2,34,136
10004,4,3,71,214
10005,4,1,46,112
10006,4,2,28,82
10007,4,1,19,57
10008,4,1,21,72
10009,4,1,25,80
10010,4,1,20,60
10011,4,1,20,43
10012,4,2,32,95
10013,4,2,59,183
10014,4,0,20,45
10015,4,2,30,89
10016,4,2,42,123
10017,4,0,23,57
10018,4,0,26,66
10019,4,1,9,36
10020,4,2,45,98
10021,4,1,19,80
10022,4,1,4,24
10023,4,1,12,56
10024,4,1,13,68
10025,4,3,52,148
10026,4,2,31,82
10027,4,2,39,117
10028,4,1,26,81
10029,4,1,22,61
10030,4,0,6,13
10031,4,2,66,135
10032,4,3,54,139
10033,4,1,12,46
10034,4,2,45,141
10035,4,0,18,54
10036,4,1,20,46
10037,4,2,39,100
10038,4,1,19,64
10039,4,2,34,83
10040,4,3,53,158
10041,4,0,18,56
10042,4,0,28,68
10043,4,3,62,164
10044,4,1,6,17
10045,4,0,25,75
10046,4,1,20,72
10047,4,2,41,109
10048,4,2,37,107
10049,4,0,25,67
10050,4,2,44,120
10051,4,1,14,40
10052,4,1,33,116
10053,4,1,22,81
10054,4,3,59,130
10055,4,1,22,49
10056,4,1,15,49
10057,4,3,5,17
10058,4,1,69,191
10059,4,1,31,95
10060,4,2,45,127
10061,4,0,17,44
10062,4,0,1,14
10063,4,2,48,144
10064,4,1,14,35
10065,4,2,44,107
10066,4,3,91,243
10067,4,2,55,148
10068,4,3,52,178
10069,4,1,11,40
10070,4,1,10,25
10071,4,0,13,47
10072,4,2,36,105
10073,4,1,13,33
10074,4,1,25,62
10075,4,2,51,129
10076,4,1,25,66
10077,4,0,11,33
10078,4,2,44,102
10079,4,1,40,101
10080,4,1,30,79
10081,4,0,50,130
10082,4,2,40,94
10083,4,0,71,180
10084,4,3,71,164
10085,4,1,32,91
10086,4,1,20,60
10087,4,1,26,82
10088,4,2,55,156
10089,4,0,15,48
10090,4,3,71,168
10091,4,3,65,182
10092,4,3,96,205
10093,4,2,70,150
10094,4,0,16,49
10095,4,2,42,106
10096,4,1,29,92
10097,4,2,47,136
10098,4,2,44,111
10099,4,2,30,86
10100,4,1,28,87
10101,4,3,102,257
10102,4,1,41,112
10103,4,1,11,46
10104,4,1,32,93
10105,4,2,32,131
10106,4,0,13,39
10107,4,1,23,47
10108,4,3,68,182
10109,4,0,65,147
10110,4,1,27,77
10111,4,0,8,28
10112,4,1,20,74
10113,4,1,9,30
10114,4,1,19,54
10115,4,1,31,106
10116,4,0,19,54
10117,4,1,17,65
10118,4,2,36,85
10119,4,0,4,14
10120,4,2,39,95
10121,4,3,57,149
10122,4,2,28,93
10123,4,0,15,39
10124,4,1,20,48
10125,4,0,29,83
10126,4,0,14,27
10127,4,3,138,357
10128,4,1,37,137
10129,4,1,17,52
10130,4,1,55,125
10131,4,0,4,10
10132,4,3,77,207
10133,4,1,28,60
10134,4,3,50,132
10135,4,2,49,203
