id,set,human_score,char_4,word_count,char_6,vocabulory_score
9255,4,3,68,209,28,89
9256,4,2,38,90,17,27
9257,4,3,64,183,32,77
9258,4,3,61,147,21,60
9259,4,2,30,77,13,28
9260,4,3,65,186,26,79
9261,4,1,11,30,6,10
9262,4,0,14,44,4,21
9263,4,3,63,168,26,62
9264,4,3,59,153,31,56
9265,4,1,20,68,6,25
9266,4,1,9,18,3,5
9267,4,1,37,101,20,31
9268,4,0,11,28,5,10
9269,4,2,44,94,24,31
9270,4,1,9,39,6,13
9271,4,1,26,80,12,36
9272,4,0,7,17,3,7
9273,4,0,37,94,11,35
9274,4,2,26,90,6,31
9275,4,1,7,37,3,20
9276,4,1,43,99,15,42
9277,4,2,56,157,22,56
9278,4,2,22,66,12,20
9279,4,1,86,237,28,100
9280,4,1,26,66,7,28
9281,4,2,50,124,17,55
9282,4,2,42,125,13,49
9283,4,1,30,68,12,27
9284,4,1,14,33,6,10
9285,4,2,35,84,20,26
9286,4,0,16,42,8,13
9287,4,2,47,117,21,45
9288,4,3,71,165,31,59
9289,4,0,11,36,5,12
9290,4,2,30,88,14,34
9291,4,2,53,136,24,47
9292,4,3,82,198,38,60
9293,4,0,73,163,25,54
9294,4,1,26,78,13,30
9295,4,2,21,103,5,26
9296,4,1,17,46,7,24
9297,4,1,25,78,11,30
9298,4,2,25,75,12,27
9299,4,1,9,37,1,14
9300,4,1,24,69,8,26
9301,4,3,87,218,49,77
9302,4,1,70,183,25,82
9303,4,1,5,17,2,7
9304,4,3,31,115,9,49
9305,4,0,38,102,15,47
9306,4,2,35,97,13,39
9307,4,2,42,121,24,46
9308,4,0,21,51,9,21
9309,4,2,24,86,10,32
9310,4,1,33,83,14,36
9311,4,0,10,43,4,14
9312,4,2,60,184,28,61
9313,4,0,24,51,10,22
9314,4,0,7,25,4,9
9315,4,2,49,134,23,46
9316,4,3,58,156,30,69
9317,4,2,49,123,30,39
9318,4,0,11,30,4,10
9319,4,3,75,185,39,70
9320,4,1,21,77,11,27
9321,4,1,20,65,6,27
9322,4,0,13,37,5,13
9323,4,1,12,31,5,14
9324,4,0,10,25,7,10
9325,4,3,80,206,32,63
9326,4,1,30,72,14,23
9327,4,3,77,192,43,67
9328,4,0,16,35,7,17
9329,4,3,56,160,14,63
9330,4,2,58,143,35,42
9331,4,2,54,133,28,46
9332,4,2,31,100,12,34
9333,4,0,11,25,2,9
9334,4,1,10,26,3,14
9335,4,1,29,77,14,21
9336,4,2,40,100,16,35
9337,4,1,15,39,6,8
9338,4,1,9,32,6,16
9339,4,1,32,92,14,35
9340,4,2,34,74,15,32
9341,4,3,57,149,31,57
9342,4,2,45,101,20,32
9343,4,1,22,52,8,20
9344,4,0,39,110,11,43
9345,4,0,12,33,2,15
9346,4,3,61,172,22,65
9347,4,2,46,113,23,35
9348,4,1,28,81,9,28
9349,4,0,35,101,17,43
9350,4,1,19,53,9,28
9351,4,0,16,47,3,15
9352,4,2,34,101,17,41
9353,4,2,30,82,14,30
9354,4,2,63,132,26,49
9355,4,1,20,56,10,20
9356,4,1,16,68,5,22
9357,4,2,43,133,14,54
9358,4,0,22,59,12,24
9359,4,0,11,35,2,16
9360,4,1,16,58,6,23
9361,4,2,35,111,16,35
9362,4,3,52,130,27,42
9363,4,2,25,74,12,35
9364,4,2,39,95,23,30
9365,4,3,42,100,22,33
9366,4,2,31,86,17,32
9367,4,3,46,129,24,47
9368,4,1,36,99,17,38
9369,4,1,14,50,7,19
9370,4,0,27,65,10,27
9371,4,2,22,90,5,40
9372,4,1,17,56,5,21
9373,4,1,12,29,6,13
9374,4,1,32,74,8,30
9375,4,2,35,126,14,50
9376,4,2,27,71,9,24
9377,4,1,10,39,3,14
9378,4,1,25,69,9,26
9379,4,2,23,78,6,31
9380,4,2,41,121,21,58
9381,4,0,32,89,11,35
9382,4,2,38,87,18,35
9383,4,1,38,93,16,38
9384,4,1,32,100,6,42
9385,4,1,24,64,8,21
9386,4,2,39,131,17,56
9387,4,2,55,161,25,69
9388,4,1,36,77,11,28
9389,4,3,77,205,38,84
9390,4,1,18,58,8,19
9391,4,2,50,152,24,58
9392,4,2,40,125,16,57
9393,4,0,21,52,6,23
9394,4,1,18,50,4,22
9395,4,1,17,53,7,21
9396,4,0,13,39,4,16
9397,4,2,27,77,13,30
9398,4,1,42,108,24,46
9399,4,2,35,74,19,25
9400,4,1,12,29,5,15
9401,4,3,66,193,37,68
9402,4,3,52,121,23,48
9403,4,2,47,113,19,48
9404,4,0,12,43,5,15
9405,4,2,43,111,24,36
9406,4,0,34,93,14,33
9407,4,2,56,170,26,74
9408,4,0,26,56,12,18
9409,4,1,32,85,11,29
9410,4,1,20,65,9,27
9411,4,0,19,35,14,10
9412,4,1,16,34,3,16
9413,4,0,11,16,4,9
9414,4,0,16,64,4,24
9415,4,0,13,35,5,10
9416,4,3,49,141,19,45
9417,4,1,27,88,8,30
9418,4,1,36,97,14,40
9419,4,2,32,101,15,44
9420,4,3,54,139,24,51
9421,4,1,33,110,10,45
9422,4,3,55,151,27,69
9423,4,3,102,231,43,84
9424,4,0,17,72,3,32
9425,4,2,55,145,31,49
9426,4,2,48,125,20,43
9427,4,1,24,64,11,28
9428,4,2,55,149,25,49
9429,4,2,29,93,12,33
9430,4,3,70,156,26,61
9431,4,1,23,89,11,29
9432,4,2,24,99,7,33
9434,4,0,19,48,3,24
9435,4,1,8,23,3,11
9436,4,2,48,130,24,50
9437,4,1,20,58,5,27
9438,4,3,62,162,20,63
9439,4,2,40,132,19,40
9440,4,1,36,95,14,38
9441,4,3,67,170,34,59
9442,4,3,114,287,49,120
9443,4,1,31,79,11,44
9444,4,2,28,84,12,28
9445,4,1,21,63,8,22
9446,4,1,17,37,10,18
9447,4,0,8,34,2,19
9448,4,2,28,88,9,44
9449,4,2,46,136,25,43
9450,4,1,13,44,6,16
9451,4,1,17,45,6,22
9452,4,2,30,69,13,27
9453,4,2,29,90,15,40
9454,4,0,18,59,8,27
9455,4,0,11,28,4,8
9456,4,0,12,29,6,18
9457,4,3,44,124,21,54
9458,4,2,22,75,7,31
9459,4,2,40,114,16,44
9460,4,2,67,192,35,65
9461,4,1,27,107,15,41
9462,4,3,59,181,28,75
9463,4,1,18,43,4,14
9464,4,0,9,32,4,12
9465,4,1,61,137,29,49
9466,4,1,79,193,36,57
9467,4,2,38,101,20,36
9468,4,1,25,67,10,28
9469,4,1,26,77,15,32
9470,4,2,38,102,19,36
9471,4,0,12,30,6,14
9472,4,1,30,92,17,33
9473,4,3,55,126,29,46
9474,4,1,23,65,9,29
9475,4,0,24,61,10,22
9476,4,2,75,236,37,84
9477,4,1,30,67,12,26
9478,4,2,39,117,16,39
9479,4,1,20,59,9,21
9480,4,1,18,45,8,23
9481,4,1,21,63,7,27
9482,4,2,89,198,38,82
9483,4,2,57,140,33,52
9484,4,2,26,61,7,18
9485,4,3,52,138,21,48
9486,4,0,4,6,1,3
9487,4,2,48,133,23,51
9488,4,0,14,39,6,16
9489,4,2,53,152,27,55
9490,4,0,12,25,4,12
9491,4,1,15,44,6,14
9492,4,0,33,105,10,39
9493,4,2,46,124,24,49
9494,4,2,37,89,17,31
9495,4,1,11,28,5,8
9496,4,0,21,71,4,26
9497,4,2,31,92,9,37
9498,4,0,19,45,7,20
9499,4,0,11,25,5,13
9500,4,2,48,116,26,37
9501,4,2,38,111,21,35
9502,4,1,30,71,14,29
9503,4,2,40,80,28,25
9504,4,2,35,86,16,36
9505,4,2,29,130,14,33
9506,4,2,31,86,16,21
9507,4,2,34,134,12,38
9508,4,2,56,140,17,54
9509,4,0,25,78,6,28
9510,4,1,30,100,16,32
9511,4,1,16,34,8,13
9512,4,0,29,82,9,35
9513,4,3,84,215,45,88
9514,4,1,36,80,15,27
9515,4,3,84,205,51,66
9516,4,1,20,73,10,34
9517,4,1,18,50,6,20
9518,4,0,23,76,9,26
9519,4,1,26,73,11,30
9520,4,1,25,56,11,20
9521,4,2,26,71,18,25
9522,4,2,33,93,15,32
9523,4,3,39,107,20,27
9524,4,1,21,53,9,18
9525,4,3,61,150,31,54
9526,4,2,21,47,9,15
9527,4,2,53,139,25,54
9528,4,0,10,23,4,9
9529,4,1,28,89,6,22
9530,4,2,51,153,20,57
9531,4,1,19,44,9,18
9532,4,1,12,37,5,15
9533,4,1,11,48,3,14
9534,4,3,42,111,17,52
9535,4,1,25,74,5,31
9536,4,0,53,141,17,59
9537,4,0,6,39,1,21
9538,4,2,43,113,18,46
9539,4,2,26,99,12,41
9540,4,0,21,46,4,18
9541,4,3,36,88,22,30
9542,4,1,6,22,0,10
9543,4,1,20,62,9,25
9544,4,0,5,21,3,8
9545,4,0,11,63,3,26
9546,4,1,14,39,4,16
9547,4,2,31,102,12,39
9548,4,1,26,77,11,24
9549,4,1,21,73,10,25
9550,4,3,49,152,22,43
9551,4,3,51,130,28,48
9552,4,2,43,108,28,41
9553,4,2,46,117,16,53
9554,4,1,24,69,8,33
9555,4,2,19,77,7,31
9556,4,2,60,143,22,58
9557,4,1,24,80,8,42
9558,4,3,83,220,41,88
9559,4,2,41,116,16,41
9560,4,1,32,94,9,38
9561,4,2,40,100,16,32
9562,4,3,49,136,23,51
9563,4,1,22,67,4,35
9564,4,0,32,83,14,33
9565,4,0,12,45,6,11
9566,4,1,27,64,7,24
9567,4,3,74,170,23,76
9568,4,0,8,29,4,10
9569,4,3,40,143,19,62
9570,4,2,32,116,7,52
9571,4,3,60,173,33,65
9572,4,1,27,70,13,32
9573,4,2,31,95,11,33
9574,4,2,60,164,29,65
9575,4,1,26,67,10,22
9576,4,2,38,94,21,31
9577,4,0,11,26,4,10
9578,4,2,50,132,25,49
9579,4,0,25,58,11,24
9580,4,1,20,56,8,23
9581,4,0,10,20,4,8
9582,4,0,13,34,6,15
9583,4,0,17,37,8,17
9584,4,2,19,56,10,24
9585,4,1,13,36,4,10
9586,4,1,13,22,4,12
9587,4,2,39,91,14,39
9588,4,2,42,110,18,51
9589,4,2,51,136,23,58
9590,4,2,37,90,21,32
9591,4,0,33,68,19,28
9592,4,0,27,73,6,29
9593,4,1,25,63,11,23
9594,4,3,89,228,43,85
9595,4,2,63,145,33,53
9596,4,1,43,103,15,49
9597,4,2,34,103,4,43
9598,4,2,32,102,8,42
9599,4,1,25,50,9,18
9600,4,2,44,106,25,31
9601,4,0,21,57,10,18
9602,4,1,20,50,5,19
9603,4,2,43,151,17,57
9604,4,1,28,85,12,34
9605,4,1,17,50,3,20
9606,4,2,59,143,27,71
9607,4,3,72,201,28,73
9608,4,3,64,155,26,56
9609,4,0,45,136,16,59
9610,4,2,44,124,23,42
9611,4,1,20,51,10,21
9612,4,0,11,29,5,10
9613,4,2,67,178,37,67
9614,4,1,6,18,4,11
9615,4,2,40,116,24,37
9616,4,1,31,87,11,40
9617,4,2,35,129,9,55
9618,4,3,87,237,34,89
9619,4,2,46,122,31,43
9620,4,1,13,39,6,14
9621,4,0,43,88,18,35
9622,4,2,45,111,23,34
9623,4,1,12,47,7,15
9624,4,3,69,173,37,61
9625,4,3,52,150,28,46
9626,4,0,10,35,2,14
9627,4,2,69,214,20,80
9628,4,2,48,124,20,55
9629,4,0,39,105,15,38
9630,4,2,52,123,18,43
9631,4,2,37,115,16,47
9632,4,0,28,65,9,26
9633,4,1,20,52,12,13
9634,4,1,16,42,7,20
9635,4,1,15,47,8,16
9636,4,2,35,92,15,26
9637,4,0,8,19,1,6
9638,4,2,26,84,11,32
9639,4,1,17,62,3,34
9640,4,2,21,74,6,32
9641,4,2,26,60,14,17
9642,4,2,35,94,13,40
9643,4,2,38,132,11,47
9644,4,0,51,113,16,34
9645,4,2,37,89,15,38
9646,4,0,13,39,6,17
9647,4,1,55,122,19,58
9648,4,3,60,158,30,59
9649,4,1,43,100,19,39
9650,4,2,40,105,17,46
9651,4,1,36,88,13,31
9652,4,0,53,172,25,75
9653,4,0,6,17,0,4
9654,4,1,23,72,8,31
9655,4,0,16,40,6,16
9656,4,1,20,87,6,30
9657,4,1,14,53,4,20
9658,4,2,41,109,20,44
9659,4,3,35,117,15,45
9660,4,2,62,185,24,77
9661,4,1,21,82,8,23
9662,4,1,13,53,3,23
9663,4,2,34,92,15,42
9664,4,0,6,20,3,6
9665,4,1,13,35,5,13
9666,4,1,28,81,12,27
9667,4,2,47,140,18,56
9668,4,1,12,31,4,17
9669,4,3,95,269,42,103
9670,4,3,64,191,21,80
9671,4,2,70,165,30,64
9672,4,1,25,79,10,32
9674,4,3,81,228,37,72
9675,4,1,28,73,10,29
9676,4,1,20,61,7,25
9677,4,1,18,57,6,24
9678,4,0,17,40,7,16
9679,4,0,18,38,8,14
9680,4,1,20,46,10,16
9681,4,1,13,41,6,14
9682,4,2,32,108,15,40
9683,4,2,48,128,20,43
9684,4,1,25,75,7,33
9685,4,1,23,64,7,23
9686,4,1,16,65,6,24
9687,4,1,30,77,16,30
9688,4,1,19,48,10,22
9689,4,2,30,86,11,34
9690,4,0,19,57,8,18
9691,4,0,11,37,3,11
9692,4,1,9,28,4,11
9693,4,1,8,23,3,9
9694,4,1,23,71,9,31
9695,4,0,21,60,10,29
9696,4,0,7,23,3,4
9697,4,1,8,16,5,4
9698,4,2,36,123,14,39
9699,4,2,52,130,24,44
9700,4,2,68,167,38,57
9701,4,1,20,57,4,19
9702,4,2,32,76,10,36
9703,4,0,6,24,0,9
9704,4,1,69,176,25,64
9705,4,2,74,172,31,68
9706,4,0,5,16,1,9
9707,4,2,53,138,26,56
9708,4,2,67,193,30,65
9709,4,3,61,182,24,77
9710,4,2,40,115,10,39
9711,4,2,35,124,15,39
9712,4,1,20,60,8,28
9713,4,1,26,90,13,33
9714,4,2,38,110,14,37
9715,4,3,60,128,25,47
9716,4,0,23,51,10,24
9717,4,2,66,161,39,47
9718,4,1,40,106,18,49
9719,4,1,39,104,15,43
9720,4,1,30,60,9,21
9721,4,1,11,46,8,12
9722,4,2,27,87,11,33
9723,4,3,40,94,21,40
9724,4,3,58,168,20,51
9725,4,1,33,103,10,36
9726,4,2,45,138,19,60
9727,4,3,82,238,37,97
9728,4,0,29,77,8,39
9729,4,1,34,92,15,38
9730,4,2,42,117,19,36
9731,4,2,27,75,8,28
9732,4,1,14,53,5,15
9733,4,2,35,111,14,42
9734,4,2,37,116,10,44
9735,4,1,11,37,2,14
9736,4,0,36,84,13,36
9737,4,1,17,71,1,34
9738,4,2,77,200,34,86
9739,4,2,68,152,27,58
9740,4,2,29,75,10,30
9741,4,3,57,164,21,71
9742,4,1,23,60,7,28
9743,4,3,51,134,18,49
9744,4,3,63,157,39,60
9745,4,1,30,81,12,36
9746,4,1,32,120,7,45
9747,4,0,10,35,6,11
9748,4,2,29,73,7,30
9749,4,1,17,50,5,25
9750,4,3,28,96,11,35
9751,4,1,44,107,11,45
9752,4,1,30,60,6,24
9753,4,2,33,100,21,32
9754,4,2,42,128,18,51
9755,4,1,98,240,47,92
9756,4,1,1,10,0,5
9757,4,1,20,63,6,19
9758,4,1,49,143,15,59
9759,4,2,19,55,8,20
9760,4,2,92,213,45,93
9761,4,2,36,100,11,34
9762,4,2,56,149,21,61
9763,4,0,22,68,9,30
9764,4,2,20,79,9,30
9765,4,1,14,59,8,21
9766,4,2,25,74,13,28
9767,4,2,56,158,22,57
9768,4,1,23,72,10,24
9769,4,0,5,15,2,5
9770,4,1,20,61,5,29
9771,4,2,36,105,20,38
9772,4,1,18,53,10,18
9773,4,1,23,62,8,25
9774,4,0,50,164,15,61
9775,4,1,9,23,3,6
9776,4,1,15,42,8,17
9777,4,2,26,85,12,38
9778,4,1,12,34,4,15
9779,4,1,16,47,3,20
9780,4,2,49,128,24,47
9781,4,2,30,91,10,34
9782,4,1,36,105,16,42
9783,4,3,45,144,22,50
9784,4,2,53,154,21,56
9785,4,1,20,55,9,20
9786,4,1,26,65,12,18
9787,4,2,28,85,14,30
9788,4,2,38,96,22,36
9789,4,2,47,133,18,45
9790,4,1,20,73,7,31
9791,4,3,54,162,27,52
9792,4,2,29,99,9,36
9793,4,1,16,48,8,19
9794,4,2,46,128,17,40
