id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18
11959,5,2,47,141,29,49,5,25
11960,5,3,57,139,38,50,6,27
11961,5,1,25,68,8,39,3,7
11962,5,3,48,112,28,44,5,20
11963,5,4,132,276,50,122,13,56
11964,5,3,60,158,29,54,7,28
11965,5,3,44,117,25,50,5,15
11966,5,1,41,101,19,31,5,25
11967,5,2,18,43,6,17,1,5
11968,5,2,41,123,18,42,8,17
11969,5,2,38,90,17,44,3,16
11970,5,4,65,196,28,88,8,21
11971,5,1,16,38,5,11,2,7
11972,5,3,50,133,15,70,8,21
11973,5,2,54,154,28,53,9,28
11974,5,2,51,114,18,58,4,17
11975,5,4,46,112,24,44,6,17
11976,5,1,15,38,8,15,2,6
11977,5,1,10,29,4,13,1,3
11978,5,3,68,181,31,67,8,32
11979,5,4,86,210,40,94,7,36
11980,5,4,118,239,57,91,10,35
11981,5,2,43,119,16,56,5,12
11982,5,2,38,101,18,41,4,15
11983,5,1,20,46,8,16,2,5
11984,5,2,30,82,16,29,4,9
11985,5,4,71,170,32,69,8,26
11986,5,4,106,243,42,108,10,35
11987,5,2,45,115,17,47,5,21
11988,5,3,63,134,32,53,7,22
11989,5,3,88,212,42,111,9,28
11990,5,4,72,167,32,66,6,33
11991,5,3,66,147,26,58,7,31
11992,5,2,26,81,9,33,3,18
11993,5,1,13,33,6,17,2,5
11994,5,2,47,99,28,40,6,15
11995,5,1,16,46,7,19,1,9
11996,5,2,61,133,29,50,5,26
11997,5,4,83,186,36,72,7,41
11998,5,1,6,20,1,6,1,3
11999,5,3,18,51,5,19,2,7
12000,5,2,57,141,32,42,5,20
12001,5,2,32,84,11,27,4,16
12002,5,1,18,52,4,18,2,10
12003,5,3,70,193,32,87,6,35
12004,5,2,44,111,12,52,7,17
12005,5,3,45,139,13,75,7,16
12006,5,1,38,103,11,33,5,8
12007,5,3,42,112,17,51,5,19
12008,5,3,53,134,14,60,6,22
12009,5,2,24,63,18,24,4,7
12010,5,2,48,116,29,51,4,14
12011,5,3,62,168,26,64,9,26
12012,5,2,51,143,22,65,6,31
12013,5,1,24,64,13,24,2,12
12014,5,3,66,152,39,59,7,24
12015,5,2,36,97,16,35,5,20
12016,5,3,53,155,27,66,6,19
12017,5,1,22,63,9,31,3,11
12018,5,4,100,246,35,93,10,34
12019,5,2,32,129,15,40,4,22
12020,5,3,62,154,37,63,9,24
12021,5,3,44,107,24,46,5,16
12022,5,2,43,110,16,49,6,16
12023,5,1,20,61,5,27,2,6
12024,5,3,76,141,46,45,5,28
12025,5,2,38,109,14,46,5,16
12026,5,2,65,149,44,55,5,29
12027,5,2,35,102,15,35,4,19
12028,5,4,86,212,50,76,8,32
12029,5,2,39,117,15,48,4,15
12030,5,3,51,119,29,51,5,24
12031,5,4,60,158,36,64,8,26
12032,5,1,38,88,12,38,3,15
12033,5,3,69,148,34,67,8,29
12034,5,3,54,164,21,60,5,33
12035,5,2,30,68,16,22,5,12
12036,5,1,41,98,18,41,4,17
12037,5,3,51,120,23,54,5,22
12038,5,2,48,120,27,45,4,24
12039,5,2,36,88,16,26,4,20
12040,5,1,30,85,10,27,4,10
12041,5,1,26,58,14,12,1,15
12042,5,3,41,96,14,37,4,13
12043,5,1,24,56,12,17,1,11
12044,5,3,56,149,23,58,7,20
12045,5,2,38,86,13,36,4,15
12046,5,1,18,58,9,22,2,9
12047,5,2,102,244,62,92,12,52
12048,5,2,35,74,17,30,3,15
12049,5,4,88,193,50,83,9,41
12050,5,0,6,20,1,7,1,5
12051,5,2,43,106,27,39,5,15
12052,5,4,52,147,23,57,6,23
12053,5,0,3,19,0,5,1,1
12054,5,3,68,158,42,51,7,26
12055,5,2,31,77,14,21,5,15
12056,5,3,60,163,21,56,7,36
12057,5,1,32,78,15,31,3,14
12058,5,3,62,181,38,70,8,33
12059,5,2,32,101,13,36,5,10
12060,5,3,59,162,26,51,7,30
12061,5,2,40,89,17,33,3,19
12062,5,3,49,133,22,42,5,22
12063,5,2,61,127,21,51,7,16
12064,5,3,66,164,16,65,4,30
12065,5,2,52,120,18,35,5,25
12066,5,0,2,8,1,2,0,2
12067,5,2,34,77,18,21,4,13
12068,5,3,67,157,46,60,6,19
12069,5,4,108,275,62,104,10,40
12070,5,2,39,97,21,34,4,18
12071,5,3,63,159,43,68,8,28
12072,5,4,93,217,46,85,10,42
12073,5,2,11,42,2,15,1,7
12074,5,2,18,54,8,23,3,11
12075,5,3,51,126,16,46,6,18
12076,5,2,33,100,18,43,5,12
12077,5,3,55,141,25,52,6,30
12078,5,1,19,54,5,20,2,7
12079,5,3,65,163,41,72,7,19
12080,5,4,66,155,24,53,6,32
12081,5,4,105,240,49,83,11,54
12082,5,3,73,183,45,83,5,19
12083,5,1,16,39,7,12,2,6
12084,5,3,65,135,24,56,5,25
12085,5,3,64,149,34,60,6,23
12086,5,3,94,184,46,75,8,34
12087,5,1,15,47,9,19,1,10
12088,5,2,52,121,20,42,5,16
12089,5,1,19,61,3,24,3,9
12090,5,4,83,174,38,61,10,34
12091,5,3,56,137,30,52,6,20
12092,5,1,44,117,11,37,1,23
12093,5,2,35,102,16,45,4,11
12094,5,2,26,84,10,32,3,14
12095,5,1,19,53,5,22,3,11
12096,5,1,16,44,4,12,3,7
12097,5,1,23,70,9,24,4,11
12098,5,1,20,61,9,23,3,11
12099,5,3,53,137,23,64,6,23
12100,5,4,73,180,37,72,9,30
12101,5,4,67,167,32,57,7,34
12102,5,4,57,179,26,74,7,27
12103,5,3,46,112,22,39,6,21
12104,5,2,48,116,23,44,5,21
12105,5,3,59,138,28,73,5,37
12106,5,3,60,158,21,65,6,24
12107,5,2,30,92,17,37,5,14
12108,5,3,51,135,22,48,7,24
12109,5,3,56,126,36,44,7,22
12110,5,4,80,188,35,79,8,28
12111,5,1,19,64,7,22,3,11
12112,5,4,41,114,13,51,4,12
12113,5,1,22,59,11,21,1,12
12114,5,2,31,85,20,20,4,19
12115,5,1,14,47,5,21,3,2
12116,5,3,61,133,37,51,8,17
12117,5,2,23,65,17,20,4,11
12118,5,2,28,86,5,26,4,13
12119,5,2,37,104,16,35,5,22
12120,5,3,64,146,32,61,9,28
12121,5,1,18,69,7,18,2,8
12122,5,2,38,81,18,33,5,9
12123,5,2,49,130,29,44,5,18
12124,5,2,50,113,24,41,5,20
12125,5,4,75,160,39,65,8,29
12126,5,4,96,206,60,82,12,23
12127,5,4,66,179,31,59,7,37
12128,5,4,65,169,25,77,8,29
12129,5,2,17,45,8,18,1,7
12130,5,2,23,52,13,20,1,14
12131,5,3,62,160,24,66,7,21
12132,5,3,59,153,38,49,8,33
12133,5,3,71,171,25,68,6,25
12134,5,2,49,130,24,48,4,24
12135,5,1,28,80,8,37,3,13
12136,5,1,19,44,7,16,1,10
12137,5,2,25,79,9,35,3,14
12138,5,2,13,34,6,10,2,5
12139,5,4,54,147,30,63,7,28
12140,5,2,46,112,25,47,4,14
12141,5,3,52,117,23,44,5,22
12142,5,3,50,137,19,49,8,31
12143,5,1,9,23,7,8,1,6
12144,5,4,75,199,41,83,7,34
12145,5,1,5,9,2,3,0,1
12146,5,2,33,80,20,30,2,13
12147,5,3,45,148,17,54,2,29
12148,5,3,88,201,51,73,9,35
12149,5,1,11,33,3,13,1,7
12150,5,3,39,143,25,53,8,25
12151,5,3,56,152,28,57,10,27
12152,5,3,54,154,27,64,10,31
12153,5,1,18,36,11,15,2,4
12154,5,4,87,191,42,87,7,25
12155,5,3,58,143,25,66,6,28
12156,5,4,101,194,49,79,10,29
12157,5,3,54,158,25,61,6,19
12158,5,3,43,129,27,45,6,18
12159,5,3,43,114,19,48,5,16
12160,5,3,53,127,24,49,5,20
12161,5,2,37,76,12,23,5,14
12162,5,4,106,224,50,83,12,43
12163,5,2,21,71,7,36,4,10
12164,5,3,49,132,23,45,8,26
12165,5,2,26,78,9,34,1,12
12166,5,2,47,111,15,47,5,19
12167,5,1,25,67,12,15,4,11
12168,5,2,70,173,29,75,9,31
12169,5,1,15,46,11,18,3,8
12170,5,4,89,205,47,79,10,41
12171,5,2,30,84,8,26,4,9
12172,5,1,20,44,13,13,2,10
12173,5,2,53,149,25,57,8,23
12174,5,2,60,158,22,61,7,35
12175,5,2,44,129,22,53,7,20
12176,5,1,23,52,11,20,2,9
12177,5,2,35,82,16,33,3,17
12178,5,2,37,109,20,35,4,26
12179,5,4,67,173,24,61,6,40
12180,5,2,37,84,13,38,5,10
12181,5,3,35,85,16,32,4,18
12182,5,2,18,54,7,15,2,9
12183,5,1,19,45,3,18,2,14
12184,5,3,68,159,34,61,6,29
12185,5,3,54,160,18,64,7,23
12186,5,2,40,111,16,42,4,21
12187,5,2,40,106,22,32,5,16
12188,5,4,83,196,47,75,11,29
12189,5,1,12,41,3,17,3,6
12190,5,1,43,106,23,28,4,12
12191,5,3,41,136,21,54,6,19
12192,5,1,15,51,9,14,3,7
12193,5,2,34,100,15,43,6,13
12194,5,2,41,97,13,41,3,17
12195,5,2,13,40,4,12,1,6
12196,5,2,52,129,25,54,8,17
12197,5,2,33,88,17,34,5,14
12198,5,2,30,88,14,32,5,18
12199,5,2,31,80,11,23,3,18
12200,5,4,120,281,65,109,12,60
12201,5,3,51,127,25,48,6,16
12202,5,1,19,47,9,21,3,12
12203,5,2,57,130,25,47,7,18
12204,5,3,74,160,19,84,7,26
12205,5,3,56,133,26,55,7,20
12206,5,3,77,163,41,52,7,25
12207,5,4,87,187,48,68,10,23
12208,5,2,28,70,12,25,3,11
12209,5,2,13,31,6,13,2,4
12210,5,3,65,181,16,73,9,41
12211,5,3,61,139,37,62,6,23
12212,5,4,91,207,54,72,9,46
12213,5,4,48,134,25,52,8,25
12214,5,1,14,38,6,12,2,11
12215,5,1,23,78,11,36,5,15
12216,5,4,63,170,30,80,9,24
12217,5,2,45,118,23,44,7,16
12218,5,2,12,38,4,12,1,5
12219,5,4,72,166,29,63,7,26
12220,5,2,41,116,18,46,6,22
12221,5,3,37,106,18,38,3,22
12222,5,1,19,59,6,29,2,9
12223,5,2,56,125,26,41,7,20
12224,5,3,58,137,30,53,7,23
12225,5,3,84,184,48,74,7,37
12226,5,4,103,257,49,106,8,40
12227,5,1,4,20,3,9,1,1
12228,5,3,61,129,21,57,6,32
12229,5,3,62,141,29,56,6,20
12230,5,3,50,116,19,46,5,21
12231,5,4,91,213,61,79,12,38
12232,5,3,53,130,33,39,5,29
12233,5,3,73,158,23,59,8,39
12234,5,1,21,71,3,21,2,17
12235,5,3,57,157,20,66,6,23
12236,5,3,56,117,23,56,5,23
12237,5,2,27,62,9,23,2,16
12238,5,1,22,66,8,20,3,10
12239,5,2,44,125,22,45,4,23
12240,5,4,80,179,43,78,9,22
12241,5,4,68,176,34,66,9,24
12242,5,4,107,241,71,103,9,45
12243,5,3,68,166,43,55,9,30
12244,5,4,80,201,27,85,10,35
12245,5,1,45,114,22,43,4,22
12246,5,2,47,122,22,42,7,28
12247,5,3,61,168,29,61,8,29
12248,5,3,80,218,43,95,9,42
12249,5,1,6,24,2,9,1,3
12250,5,2,31,76,10,16,3,7
12251,5,3,59,200,21,74,6,36
12252,5,3,70,157,34,64,8,27
12253,5,3,43,104,23,43,3,25
12254,5,1,19,49,9,18,0,9
12255,5,2,48,133,23,51,5,18
12256,5,4,86,199,48,76,5,35
12257,5,3,34,80,14,36,4,15
12258,5,1,8,34,3,11,1,9
12259,5,2,30,75,11,21,4,10
12260,5,2,30,81,17,23,2,12
12261,5,3,59,149,35,55,5,26
12262,5,2,32,95,19,30,4,11
12263,5,4,107,250,50,104,12,38
12264,5,2,49,137,18,40,4,17
12265,5,2,36,101,13,43,4,15
12266,5,2,51,124,27,42,6,29
12267,5,2,32,85,13,34,4,12
12268,5,2,37,96,20,39,5,11
12269,5,4,103,232,56,91,10,51
12270,5,4,135,307,65,104,14,57
12271,5,1,14,44,4,21,2,6
12272,5,3,75,191,42,71,9,34
12273,5,4,70,201,35,65,8,35
12274,5,1,31,81,13,20,5,10
12275,5,1,22,72,11,22,3,11
12276,5,4,72,166,42,69,9,32
12277,5,2,23,79,9,27,4,17
12278,5,3,56,182,20,84,9,22
12279,5,2,17,53,8,18,2,7
12280,5,2,45,121,13,48,6,17
12281,5,3,50,139,23,58,7,21
12282,5,3,70,171,28,60,6,29
12283,5,2,40,94,19,36,5,17
12284,5,2,47,112,21,54,6,24
12285,5,2,33,82,14,31,3,13
12286,5,1,11,29,3,10,1,6
12287,5,3,46,116,27,49,6,22
12288,5,2,29,74,16,23,5,13
12289,5,1,13,40,5,15,2,8
12290,5,3,56,159,26,71,7,35
12291,5,3,61,138,22,40,8,26
12292,5,2,25,71,8,28,2,12
12293,5,3,56,169,24,72,6,29
12294,5,0,23,87,7,34,3,13
12295,5,3,59,154,20,60,7,37
12296,5,4,70,193,33,73,7,28
12297,5,3,101,218,61,91,8,38
12298,5,2,38,92,13,43,2,16
12299,5,4,114,263,62,109,12,64
12300,5,2,41,103,20,38,5,19
12301,5,1,36,94,17,37,5,17
12302,5,2,49,117,31,37,4,20
12303,5,3,45,116,26,45,5,20
12304,5,1,16,69,11,23,3,11
12305,5,3,53,147,28,50,7,20
12306,5,2,20,51,9,20,2,7
12307,5,1,76,211,20,71,11,31
12308,5,2,36,94,21,43,5,16
12309,5,3,89,198,42,75,10,31
12310,5,3,69,195,27,82,10,37
12311,5,2,9,28,6,8,1,5
12312,5,3,68,180,25,56,6,28
12313,5,3,63,173,31,74,10,21
12314,5,2,33,78,22,34,3,9
12315,5,3,49,126,17,53,6,17
12316,5,2,28,80,14,36,4,6
12317,5,1,46,125,18,47,5,24
12318,5,4,51,154,19,58,8,30
12319,5,2,33,81,10,30,3,19
12320,5,2,26,85,11,34,4,10
12321,5,3,79,179,37,62,10,24
12322,5,1,24,69,12,23,2,15
12323,5,3,42,103,18,34,6,21
12324,5,3,50,124,26,46,5,15
12325,5,1,22,55,9,21,4,10
12326,5,3,59,173,28,63,3,22
12327,5,3,54,149,27,40,5,25
12328,5,2,52,119,30,42,5,18
12329,5,2,37,99,18,47,5,18
12330,5,2,38,105,22,49,4,15
12331,5,1,23,64,9,21,2,12
12332,5,1,29,122,12,43,5,17
12333,5,2,23,61,11,21,4,14
12334,5,3,73,177,34,77,7,25
12335,5,2,38,116,16,33,4,19
12336,5,1,15,47,6,17,2,4
12337,5,2,27,96,12,38,2,12
12338,5,2,40,101,18,35,6,15
12339,5,3,34,91,13,38,5,11
12340,5,4,114,294,51,121,13,53
12341,5,2,26,75,7,30,2,14
12342,5,1,25,71,12,29,3,9
12343,5,4,118,262,66,111,15,46
12344,5,1,14,41,6,17,1,9
12345,5,0,13,38,3,12,2,5
12346,5,2,20,52,5,21,2,8
12347,5,4,81,177,39,70,7,33
12348,5,3,69,172,41,57,7,29
12349,5,2,38,113,14,42,6,11
12350,5,3,80,176,55,64,6,39
12351,5,3,42,120,22,55,5,23
12352,5,3,92,233,54,91,9,45
12353,5,3,58,142,35,47,7,26
12354,5,2,31,89,14,36,3,20
12355,5,4,92,219,47,98,10,32
12356,5,1,5,12,3,4,1,3
12357,5,3,54,128,31,52,6,19
12358,5,1,18,53,11,16,3,11
12359,5,3,77,192,36,61,9,34
12360,5,4,62,149,35,65,8,27
12361,5,2,32,86,20,25,3,18
12362,5,0,14,48,3,20,3,7
12363,5,3,43,129,19,52,6,22
12364,5,4,79,227,34,91,11,29
12365,5,4,79,198,44,81,8,39
12366,5,3,102,231,43,88,12,47
12367,5,4,75,178,32,63,9,31
12368,5,3,75,204,30,82,12,39
12369,5,2,35,106,13,42,5,18
12370,5,3,60,141,24,54,7,27
12371,5,3,81,172,32,67,6,41
12372,5,3,69,142,30,60,4,20
12373,5,4,72,194,41,73,10,35
12374,5,3,55,147,23,66,7,17
12375,5,2,25,64,10,25,4,11
12376,5,3,63,177,24,79,9,30
12377,5,2,22,69,6,38,2,9
12378,5,1,29,83,13,30,5,18
12379,5,2,38,96,15,27,4,11
12380,5,1,19,63,11,21,4,15
12381,5,2,44,100,21,45,6,7
12382,5,2,22,67,9,19,1,12
12383,5,3,50,137,24,61,5,16
12384,5,3,56,145,26,58,4,19
12385,5,2,18,57,8,22,2,9
12386,5,2,25,84,13,40,4,8
12387,5,4,75,178,35,65,7,26
12388,5,4,93,229,53,93,8,49
12389,5,2,28,81,11,34,4,11
12390,5,2,54,119,33,45,5,25
12391,5,2,34,113,12,49,5,13
12392,5,2,25,98,15,33,4,17
12393,5,4,74,190,41,73,10,36
12394,5,2,29,89,10,31,5,17
12395,5,3,51,146,19,43,7,23
12396,5,2,23,57,8,18,4,7
12397,5,2,32,84,11,32,4,13
12398,5,2,58,131,33,42,8,16
12399,5,2,58,132,19,48,7,20
12400,5,2,32,88,17,30,4,13
12401,5,1,25,68,9,21,3,15
12402,5,2,55,140,23,77,6,10
12403,5,4,75,198,39,83,9,42
12404,5,4,65,140,38,45,9,22
12405,5,4,106,271,61,108,10,52
12406,5,3,68,145,33,53,7,29
12407,5,2,34,110,16,50,6,17
12408,5,3,58,127,26,52,8,26
12409,5,2,28,77,8,27,2,11
12410,5,1,21,49,10,16,3,13
12411,5,3,47,115,22,38,5,24
12412,5,2,23,64,12,23,3,8
12413,5,2,51,140,19,58,5,18
12414,5,0,6,22,2,8,1,6
12415,5,3,85,190,32,81,7,48
12416,5,2,33,87,20,38,4,17
12417,5,3,68,160,38,56,6,31
12418,5,2,37,106,23,29,5,22
12419,5,2,41,112,20,42,5,20
12420,5,4,72,197,35,73,8,29
12421,5,2,19,55,8,16,3,7
12422,5,4,77,203,40,83,10,33
12423,5,3,64,164,36,67,6,23
12424,5,4,95,212,43,84,9,22
12425,5,3,66,186,34,66,10,38
12426,5,2,19,61,11,23,2,9
12427,5,2,33,97,17,36,5,21
12428,5,2,25,84,14,42,5,12
12429,5,3,60,144,32,52,6,23
12430,5,3,42,109,27,39,6,15
12431,5,2,26,80,8,34,2,10
12432,5,3,41,102,27,44,5,16
12433,5,2,30,67,11,24,3,12
12434,5,2,30,90,18,35,3,16
12435,5,0,7,19,1,7,1,2
12436,5,2,43,104,21,41,4,16
12437,5,2,39,111,16,42,4,12
12438,5,2,42,103,23,43,5,12
12439,5,3,65,168,28,67,7,31
12440,5,4,73,170,35,68,9,32
12441,5,2,16,71,5,24,1,14
12442,5,2,32,87,19,35,3,11
12443,5,1,13,38,5,8,1,5
12444,5,3,44,117,22,39,7,18
12445,5,1,29,94,10,39,4,10
12446,5,4,73,195,48,66,9,38
12447,5,4,86,219,38,91,8,28
12448,5,4,75,170,31,73,10,35
12449,5,3,60,149,24,68,8,30
12450,5,3,41,115,19,52,5,21
12451,5,1,16,57,11,19,3,7
12452,5,2,59,154,31,53,7,25
12453,5,1,46,119,15,60,7,9
12454,5,4,83,208,35,81,8,34
12455,5,2,19,65,9,24,2,15
12456,5,2,40,89,17,34,4,12
12457,5,3,45,137,26,52,6,26
12458,5,3,40,104,21,36,5,17
12459,5,3,51,137,31,42,6,21
12460,5,2,38,112,14,37,5,11
12461,5,1,14,39,4,12,1,7
12462,5,4,79,183,41,70,8,30
12463,5,2,50,130,23,50,6,27
12464,5,2,27,86,8,35,5,11
12465,5,1,16,43,8,14,2,6
12466,5,3,65,135,31,50,6,22
12467,5,3,40,98,20,32,5,25
12468,5,3,63,163,39,55,6,22
12469,5,1,12,36,5,13,2,5
12470,5,4,96,213,56,89,9,29
12471,5,2,35,95,12,40,6,13
12472,5,1,61,147,28,50,7,17
12473,5,2,38,103,12,41,4,18
12474,5,2,17,50,9,21,2,10
12475,5,1,12,32,4,7,2,5
12476,5,2,40,99,17,34,5,14
12477,5,2,41,113,21,44,4,27
12478,5,4,97,217,40,87,9,38
12479,5,4,70,171,39,70,7,28
12480,5,1,39,130,18,53,6,18
12481,5,3,57,139,33,43,7,28
12482,5,4,87,215,48,76,10,47
12483,5,3,69,175,29,70,9,41
12484,5,2,55,153,21,58,6,21
12485,5,2,46,133,15,44,6,22
12486,5,1,33,81,11,25,4,9
12487,5,2,60,141,18,65,8,22
12488,5,2,28,66,15,28,3,13
12489,5,4,58,189,27,78,10,22
12490,5,2,37,105,16,53,5,21
12491,5,2,33,77,21,38,5,13
12492,5,2,32,98,16,32,5,18
12493,5,2,50,128,23,50,7,27
12494,5,3,51,123,23,42,7,20
12495,5,2,48,149,17,55,9,22
12496,5,1,15,45,7,18,2,7
12497,5,4,68,167,26,72,7,27
12498,5,4,135,292,70,112,14,56
12499,5,2,28,70,16,24,3,19
12500,5,3,51,126,26,46,7,23
12501,5,4,77,185,44,68,8,32
12502,5,2,22,56,11,18,2,10
12503,5,2,57,136,29,49,7,20
12504,5,2,48,128,26,49,6,20
12505,5,4,82,212,34,89,9,46
12506,5,1,7,17,1,5,1,4
12507,5,2,47,101,21,46,6,9
12508,5,2,47,129,17,43,4,21
12509,5,3,64,148,38,58,8,26
12510,5,2,35,100,18,44,3,11
12511,5,2,45,117,19,55,5,16
12512,5,3,59,150,31,55,7,31
12513,5,4,100,242,50,88,11,45
12514,5,4,70,162,30,60,7,31
12515,5,2,38,90,16,38,4,19
12516,5,4,90,193,49,73,9,34
12517,5,4,59,169,24,70,8,20
12518,5,3,32,107,14,43,5,16
12519,5,2,34,89,16,38,3,18
12520,5,3,74,180,21,64,8,26
12521,5,1,3,9,0,2,0,2
12522,5,3,61,169,36,61,5,26
12523,5,3,55,131,24,54,5,23
12524,5,2,20,76,9,25,3,14
12525,5,3,56,151,22,58,9,29
12526,5,0,6,22,0,10,1,7
12527,5,1,20,65,10,20,4,10
12528,5,2,35,85,14,30,4,16
12529,5,4,99,259,46,117,14,44
12530,5,4,102,234,54,97,10,28
12531,5,4,100,244,46,85,13,51
12532,5,3,40,112,19,42,5,18
12533,5,2,31,82,16,28,2,17
12534,5,2,38,103,16,49,5,18
12535,5,4,69,178,39,70,8,30
12536,5,3,67,141,40,52,6,27
12537,5,3,70,159,43,60,5,35
12538,5,4,95,212,41,83,9,37
12539,5,2,31,79,16,27,3,12
12540,5,2,33,91,18,29,3,19
12541,5,2,44,105,16,52,5,23
12542,5,1,19,43,7,9,2,10
12543,5,2,38,101,12,28,3,24
12544,5,3,46,137,19,63,8,14
12545,5,3,36,137,13,49,4,19
12546,5,1,28,93,13,41,4,23
12547,5,1,28,61,15,29,3,9
12548,5,2,38,84,12,31,3,14
12549,5,2,48,139,13,50,6,19
12550,5,2,39,92,28,37,5,17
12551,5,2,27,85,10,27,4,14
12552,5,1,12,35,1,8,2,7
12553,5,4,90,218,37,94,10,41
12554,5,1,28,89,16,36,2,15
12555,5,3,69,184,36,70,8,31
12556,5,3,69,140,27,34,7,22
12557,5,3,53,144,23,50,8,28
12558,5,1,21,62,7,21,2,15
