id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15
14930,6,4,70,154,37,75,8,18,17,19,11
14931,6,2,38,85,15,36,4,11,13,11,3
14932,6,3,76,177,39,77,10,26,22,24,10
14933,6,4,63,170,35,66,6,16,18,22,20
14934,6,4,93,215,53,88,11,29,17,36,16
14935,6,3,54,109,27,49,5,17,12,12,9
14936,6,3,58,117,30,52,7,16,14,21,12
14937,6,1,54,140,30,48,8,21,17,19,12
14938,6,3,72,177,38,69,8,29,23,30,8
14939,6,0,20,55,11,16,2,11,8,5,2
14940,6,3,72,187,36,73,8,32,19,35,13
14941,6,3,95,243,47,100,12,33,37,40,13
14942,6,3,83,208,47,74,9,26,25,33,21
14943,6,3,96,204,54,91,10,24,28,29,11
14944,6,4,80,204,46,90,8,31,21,30,11
14945,6,2,37,75,17,39,3,13,11,13,3
14946,6,3,65,144,33,54,6,24,20,21,9
14947,6,3,103,215,56,87,9,35,31,32,17
14948,6,2,53,137,32,55,5,25,18,20,11
14949,6,1,22,63,12,18,2,9,6,15,2
14950,6,3,85,200,41,89,9,24,29,33,19
14951,6,0,60,134,27,54,6,26,19,14,7
14952,6,2,28,67,13,24,2,9,7,9,2
14953,6,3,71,186,36,75,6,29,33,25,19
14954,6,2,62,116,37,41,4,20,12,19,6
14955,6,3,52,118,31,41,5,19,21,20,5
14956,6,4,155,314,93,134,13,44,36,49,25
14957,6,0,11,38,5,16,1,5,4,7,3
14958,6,2,30,65,17,30,3,8,8,9,4
14959,6,3,78,157,34,67,9,16,19,22,14
14960,6,3,67,170,26,70,9,26,19,22,8
14961,6,3,60,141,31,60,7,14,17,20,8
14962,6,2,74,172,35,68,9,29,18,24,8
14963,6,4,80,177,45,77,8,17,23,23,13
14964,6,2,58,132,28,64,7,16,16,16,9
14965,6,2,41,91,22,35,5,19,12,14,7
14966,6,3,61,155,33,65,6,23,24,23,8
14967,6,4,94,222,51,87,10,30,33,26,18
14968,6,3,65,168,36,58,5,22,21,26,11
14969,6,2,35,85,18,32,4,12,11,11,6
14970,6,3,70,155,40,58,8,15,20,15,16
14971,6,3,73,177,38,72,8,29,26,22,15
14972,6,4,80,201,40,93,8,31,28,28,17
14973,6,1,46,106,24,46,7,13,9,14,6
14974,6,3,57,115,29,52,7,20,12,21,6
14975,6,3,67,130,35,56,5,25,15,19,6
14976,6,3,70,153,37,60,7,17,18,17,15
14977,6,3,66,149,37,60,7,22,17,23,12
14978,6,4,89,231,51,91,12,34,26,30,17
14979,6,1,25,57,15,21,4,9,5,11,2
14980,6,3,55,131,28,50,6,20,19,19,7
14981,6,3,54,144,31,53,8,29,19,27,9
14982,6,4,73,150,41,61,7,19,26,17,16
14983,6,2,35,87,19,46,4,13,9,12,8
14984,6,3,48,121,29,51,6,16,15,19,12
14985,6,0,67,176,34,68,8,27,21,26,9
14986,6,3,66,141,33,60,6,26,14,22,14
14987,6,4,90,199,52,86,10,36,32,36,7
14988,6,3,83,199,46,72,10,34,27,33,11
14989,6,3,59,129,32,48,5,17,12,20,7
14990,6,4,91,198,45,84,11,32,21,24,15
14991,6,3,71,177,31,69,7,26,18,27,11
14992,6,3,45,95,19,39,5,12,9,17,7
14993,6,2,52,107,29,44,2,15,12,19,2
14994,6,3,120,267,67,109,16,49,25,43,17
14995,6,4,93,253,48,111,10,39,28,40,13
14996,6,2,52,123,24,52,7,18,12,15,6
14997,6,1,27,77,11,29,3,9,7,8,3
14998,6,3,82,164,51,71,8,32,20,27,10
14999,6,4,85,184,50,69,7,28,25,29,16
15000,6,4,127,264,60,105,9,45,39,41,21
15001,6,3,74,175,48,61,8,30,26,29,14
15002,6,3,49,129,22,48,6,22,15,22,4
15003,6,1,45,119,25,47,5,15,16,18,8
15004,6,4,116,268,58,126,11,42,28,39,17
15005,6,3,54,119,28,52,6,22,16,18,7
15006,6,3,70,175,30,73,7,29,19,21,11
15007,6,3,80,176,39,65,7,27,18,25,10
15008,6,3,89,193,41,85,7,27,26,29,17
15009,6,4,102,237,61,104,12,38,34,35,13
15010,6,1,18,30,12,15,1,1,3,3,2
15011,6,3,94,215,46,82,12,38,22,28,20
15012,6,3,62,138,31,60,6,17,17,23,9
15013,6,2,19,54,10,21,3,10,7,11,2
15014,6,2,45,112,27,46,5,20,14,19,4
15015,6,3,53,124,29,54,6,26,15,19,7
15016,6,2,18,45,7,16,1,4,6,12,3
15017,6,0,2,6,2,2,0,1,0,1,2
15018,6,2,34,90,20,34,4,15,12,15,10
15019,6,3,118,248,67,100,9,31,38,36,19
15020,6,2,42,93,19,43,5,14,9,9,10
15021,6,3,70,176,44,68,9,24,27,30,14
15022,6,3,84,187,39,84,8,25,25,24,14
15023,6,3,66,126,35,51,6,21,14,18,17
15024,6,3,49,123,28,54,6,22,12,17,8
15025,6,1,28,78,14,34,2,16,6,12,3
15026,6,3,78,188,33,74,8,23,18,29,17
15027,6,3,64,141,34,61,6,27,18,23,9
15028,6,2,34,89,18,40,4,9,12,10,5
15029,6,4,86,195,44,81,9,37,17,31,15
15030,6,4,71,174,36,78,10,18,22,22,14
15031,6,3,94,222,48,94,8,36,26,35,6
15032,6,4,84,168,37,72,6,31,21,28,10
15033,6,4,87,186,48,80,7,36,23,30,17
15034,6,4,106,254,54,100,12,35,34,30,21
15035,6,2,61,151,31,57,7,24,15,22,8
15036,6,3,65,163,38,56,5,28,21,24,14
15037,6,2,51,122,29,55,4,18,12,21,8
15038,6,3,60,134,31,61,7,24,17,21,11
15039,6,2,55,142,32,54,5,20,22,22,7
15040,6,2,62,157,23,69,6,23,17,20,7
15041,6,2,39,98,16,46,5,11,13,11,4
15042,6,4,90,227,53,96,9,37,33,41,19
15043,6,3,70,134,35,52,7,16,12,16,13
15044,6,3,72,160,40,67,7,18,18,25,13
15045,6,3,55,116,29,42,6,15,18,22,6
15046,6,4,99,214,48,94,11,22,19,24,19
15047,6,3,76,186,38,75,8,37,22,26,12
15048,6,2,57,137,31,56,8,20,17,20,5
15049,6,3,80,175,37,71,10,22,19,24,11
15050,6,3,68,187,37,60,7,42,31,36,6
15051,6,3,61,150,32,61,7,28,18,28,9
15052,6,3,86,184,45,77,7,31,18,21,13
15053,6,3,90,212,50,85,10,31,28,25,15
15054,6,2,32,83,14,36,5,13,13,8,7
15055,6,3,60,118,32,44,5,20,15,17,10
15056,6,2,44,107,22,38,5,10,11,13,12
15057,6,1,19,59,9,22,3,6,5,5,5
15058,6,4,83,179,50,78,9,25,26,26,12
15059,6,3,58,144,35,51,5,19,21,25,9
15060,6,3,78,179,45,77,8,19,24,21,16
15061,6,3,51,123,26,39,7,19,19,22,6
15062,6,4,84,195,52,81,8,24,23,30,26
15063,6,4,105,242,54,107,12,39,32,36,22
15064,6,2,56,132,29,50,6,12,21,15,8
15065,6,3,46,119,29,51,6,15,14,19,9
15066,6,3,59,134,33,56,7,31,20,23,9
15067,6,2,35,76,20,30,5,13,8,10,6
15068,6,4,113,243,69,102,11,34,30,37,21
15069,6,4,111,241,60,114,12,30,27,37,16
15070,6,3,56,134,25,55,5,23,15,19,9
15071,6,3,43,128,26,53,6,18,17,18,13
15072,6,3,55,112,26,42,6,18,13,16,8
15073,6,4,97,214,58,90,11,28,23,32,21
15074,6,3,92,223,50,92,10,35,35,37,15
15075,6,1,33,87,13,40,4,12,6,12,8
15076,6,3,74,174,39,71,9,27,21,28,12
15077,6,2,48,113,27,35,5,20,13,17,6
15078,6,2,31,66,14,32,4,10,8,12,2
15079,6,3,68,150,37,61,8,17,20,20,16
15080,6,3,55,113,31,49,6,17,14,13,9
15081,6,4,82,170,45,69,8,35,23,27,17
15082,6,1,80,162,47,68,5,29,16,27,10
15083,6,3,98,225,57,94,11,32,32,27,16
15084,6,2,42,104,21,40,5,23,7,19,4
15085,6,4,124,270,63,117,11,40,32,36,27
15086,6,2,16,62,9,22,3,7,8,10,5
15087,6,3,48,130,23,52,5,17,16,18,4
15088,6,3,68,150,35,58,8,19,19,25,8
15089,6,4,104,215,54,104,12,22,22,34,23
15090,6,2,57,138,31,44,5,23,18,21,8
15091,6,2,60,135,34,57,6,22,10,21,10
15092,6,3,73,167,37,75,6,30,22,23,13
15093,6,3,55,149,30,57,7,22,25,21,13
15094,6,4,99,222,54,98,12,24,31,35,13
15095,6,0,34,73,20,29,4,9,10,9,1
15096,6,1,18,48,6,20,3,9,5,12,1
15097,6,4,98,239,50,95,11,26,30,36,20
15098,6,2,59,117,35,59,6,13,15,12,9
15099,6,3,84,167,45,85,7,26,27,19,10
15100,6,3,65,136,34,66,7,14,21,17,13
15101,6,4,83,176,42,80,7,30,25,22,20
15102,6,3,73,182,36,78,7,31,29,25,13
15103,6,4,83,187,42,69,9,29,18,25,23
15104,6,3,50,120,31,45,6,20,18,11,14
15105,6,3,85,203,35,79,12,41,23,28,16
15106,6,1,82,182,45,71,7,22,22,23,10
15107,6,3,61,140,28,64,7,19,18,21,11
15108,6,3,70,162,33,65,5,17,20,24,17
15109,6,2,62,146,37,67,7,29,19,27,4
15110,6,2,50,118,25,37,6,14,11,14,11
15111,6,3,67,146,35,66,8,18,19,18,16
15112,6,1,32,79,19,36,4,13,6,11,1
15113,6,0,6,19,3,8,1,4,1,4,1
15114,6,2,28,75,16,38,3,16,11,17,1
15115,6,3,67,140,39,60,7,20,20,22,6
15116,6,3,57,121,33,46,6,16,16,19,6
15117,6,1,41,94,19,40,5,18,10,18,8
15118,6,1,52,108,25,40,6,17,13,18,7
15119,6,2,49,117,27,45,5,21,9,23,6
15120,6,2,37,103,22,41,5,16,15,10,10
15121,6,4,76,169,38,71,5,23,24,22,17
15122,6,3,55,135,32,61,6,23,18,22,5
15123,6,3,76,159,42,65,7,21,20,17,12
15124,6,3,72,165,34,66,8,21,19,18,18
15125,6,3,67,151,36,63,7,23,19,21,15
15126,6,1,14,31,6,11,2,5,2,7,0
15127,6,4,89,225,58,83,10,37,26,28,20
15128,6,3,65,148,27,67,8,31,20,26,4
15129,6,2,42,99,27,43,3,11,8,18,3
15130,6,3,60,142,35,59,6,15,18,19,16
15131,6,2,56,119,32,54,5,14,19,12,11
15132,6,3,59,154,34,62,8,26,14,24,9
15133,6,2,64,143,35,56,7,30,17,27,7
15134,6,2,21,60,11,27,3,11,9,7,3
15135,6,3,52,132,29,42,6,24,14,21,6
15136,6,3,72,154,39,66,6,20,25,21,10
15137,6,2,101,252,53,106,12,43,31,44,17
15138,6,3,74,201,43,87,8,34,24,33,18
15139,6,4,89,216,45,91,5,31,32,34,15
15140,6,2,27,55,11,23,2,4,8,7,3
15141,6,1,11,21,7,7,1,5,3,5,2
15142,6,2,62,179,32,79,7,16,23,24,17
15143,6,2,34,89,14,38,3,7,11,13,10
15144,6,3,65,152,36,64,9,21,15,19,4
15145,6,3,82,185,40,65,10,29,22,30,17
15146,6,3,36,108,17,44,5,6,17,9,6
15147,6,3,70,152,41,63,7,33,15,28,10
15148,6,2,45,121,24,45,5,20,13,14,12
15149,6,2,34,83,12,39,3,11,14,10,6
15150,6,3,63,143,40,55,6,28,16,21,8
15151,6,4,142,303,90,119,14,49,38,48,22
15152,6,2,64,171,34,68,7,29,22,22,14
15153,6,2,67,168,32,59,11,34,20,19,8
15154,6,2,74,169,41,73,7,30,18,29,11
15155,6,4,71,183,39,75,7,22,15,28,13
15156,6,3,60,124,24,52,4,22,18,18,8
15157,6,3,99,256,43,110,10,33,26,35,18
15158,6,4,85,191,49,75,9,23,26,29,16
15159,6,3,101,230,52,104,10,33,29,31,18
15160,6,3,66,147,33,65,5,32,23,26,9
15161,6,4,86,187,47,72,8,22,26,23,18
15162,6,2,67,178,35,70,7,29,30,31,12
15163,6,3,59,111,27,47,6,14,14,14,11
15164,6,3,72,166,37,76,9,27,24,24,11
15165,6,3,53,108,28,43,6,13,17,17,9
15166,6,4,100,213,46,85,10,32,29,31,18
15167,6,3,82,189,55,82,8,39,25,29,15
15168,6,4,93,227,56,86,10,37,27,43,17
15169,6,4,112,270,63,110,13,45,35,45,25
15170,6,3,56,129,31,49,6,23,18,21,7
15171,6,2,67,147,31,62,6,21,17,17,5
15172,6,2,88,199,45,73,9,28,22,25,14
15173,6,4,92,202,55,90,8,31,31,30,8
15174,6,3,86,177,48,69,11,22,22,27,13
15175,6,2,82,195,51,81,9,45,24,28,6
15176,6,4,109,236,58,98,10,30,25,34,14
15177,6,1,70,166,37,70,8,28,14,27,13
15178,6,2,40,99,26,40,4,22,13,17,6
15179,6,4,81,197,46,78,8,32,24,31,16
15180,6,4,76,223,38,88,10,38,27,34,14
15181,6,4,94,212,52,81,8,45,28,35,13
15182,6,4,102,217,60,101,11,26,31,24,24
15183,6,2,45,105,21,43,6,15,14,12,7
15184,6,3,63,154,35,58,8,19,21,17,15
15185,6,1,27,81,13,28,5,12,8,19,0
15186,6,4,79,189,47,76,10,32,22,32,18
15187,6,3,62,133,41,45,5,22,19,23,15
15188,6,1,27,71,13,22,1,14,15,14,4
15189,6,4,90,200,49,75,10,22,25,30,14
15190,6,4,82,197,40,80,10,24,18,27,25
15191,6,3,72,163,46,61,5,24,22,27,14
15192,6,2,57,150,34,60,6,14,21,22,15
15193,6,1,22,54,7,23,3,4,8,9,1
15194,6,2,37,81,21,38,4,16,9,13,5
15195,6,1,36,91,17,31,3,21,14,14,3
15196,6,3,58,134,32,55,7,18,15,16,14
15197,6,3,72,149,38,63,6,14,25,21,8
15198,6,3,66,161,29,67,6,20,26,21,16
15199,6,3,79,171,45,70,7,31,27,26,13
15200,6,4,66,173,33,73,8,29,21,27,13
15201,6,3,21,77,12,24,3,10,8,13,3
15202,6,3,44,98,29,35,6,18,13,12,7
15203,6,4,103,284,60,115,14,42,32,46,19
15204,6,2,35,102,21,32,4,16,14,13,3
15205,6,3,83,168,49,75,8,30,22,23,12
15206,6,2,38,90,18,43,4,5,12,12,6
15207,6,2,44,100,22,49,4,12,15,14,5
15208,6,3,79,172,33,69,7,29,23,29,13
15209,6,3,65,148,39,64,7,24,18,22,10
15210,6,3,46,122,19,45,6,14,17,13,13
15211,6,2,74,181,53,60,8,30,26,27,20
15212,6,2,32,75,17,23,4,11,8,11,4
15213,6,3,65,125,42,60,4,24,16,19,10
15214,6,1,48,108,29,46,5,15,12,20,4
15215,6,4,89,213,49,91,10,36,29,32,18
15216,6,3,53,106,32,34,4,18,15,15,12
15217,6,2,23,65,9,33,4,6,8,10,5
15218,6,2,38,95,23,42,4,14,8,15,5
15219,6,3,56,136,23,47,5,17,20,24,8
15220,6,3,89,175,39,72,8,26,21,26,13
15221,6,2,34,89,14,38,5,19,7,14,10
15222,6,4,97,227,56,90,9,29,27,31,17
15223,6,3,80,187,41,72,7,20,22,26,10
15224,6,2,46,122,29,44,6,17,16,20,10
15225,6,4,94,210,47,83,12,43,23,35,18
15226,6,4,88,179,48,79,8,27,25,22,13
15227,6,3,69,165,35,71,7,24,19,24,5
15228,6,4,100,225,49,103,11,30,31,34,17
15229,6,2,41,97,18,41,3,19,9,13,5
15230,6,4,72,151,39,60,8,23,19,15,13
15231,6,4,57,168,32,67,7,32,22,32,10
15232,6,1,66,159,37,65,5,27,20,30,4
15233,6,3,97,196,56,72,7,29,19,33,19
15234,6,4,92,225,47,101,8,27,25,32,19
15235,6,2,54,114,26,35,5,12,14,16,9
15236,6,3,60,138,29,51,7,22,20,22,9
15237,6,2,54,126,28,38,6,18,17,17,10
15238,6,1,13,36,8,14,1,6,4,6,2
15239,6,4,89,186,49,75,9,27,24,23,15
15240,6,1,26,65,16,29,2,12,9,9,1
15241,6,3,72,171,50,68,7,24,25,27,16
15242,6,4,94,216,53,83,9,24,24,29,19
15243,6,3,69,170,39,80,7,28,24,24,13
15244,6,3,72,149,33,62,5,17,20,16,14
15245,6,1,26,56,15,23,2,11,5,11,5
15246,6,4,92,187,47,78,7,29,25,24,6
15247,6,3,66,140,35,63,4,20,20,18,12
15248,6,3,70,185,37,87,8,32,30,27,10
15249,6,3,89,239,51,99,9,45,38,38,16
15250,6,3,77,172,36,77,9,18,22,17,13
15251,6,3,46,129,27,62,5,12,13,16,11
15252,6,2,62,128,31,57,6,17,17,17,16
15253,6,3,69,148,32,66,7,20,19,18,12
15254,6,2,27,63,15,23,1,10,12,4,7
15255,6,2,39,102,20,40,4,11,13,16,11
15256,6,2,108,240,60,94,10,36,30,43,12
15257,6,3,60,143,30,64,8,20,18,18,14
15258,6,1,28,58,13,23,3,8,5,7,4
15259,6,2,96,210,60,73,8,38,23,40,10
15260,6,2,41,93,18,37,5,16,11,15,6
15261,6,3,60,144,33,62,6,23,18,26,5
15262,6,1,54,151,24,61,3,15,19,14,13
15263,6,3,56,135,27,59,5,25,13,22,6
15264,6,4,70,158,36,68,7,20,20,22,12
15265,6,3,95,232,45,86,8,41,34,31,10
15266,6,3,49,119,33,41,7,16,11,19,15
15267,6,4,111,218,61,83,9,41,25,37,29
15268,6,0,14,40,9,16,1,8,4,8,2
15269,6,2,28,69,13,34,4,12,6,13,4
15270,6,2,55,123,33,45,3,24,19,16,8
15271,6,2,39,88,22,37,4,12,13,12,5
15272,6,3,59,123,26,52,5,17,16,21,13
15273,6,4,106,228,56,99,9,29,32,29,18
15274,6,3,58,133,29,58,7,19,22,18,9
15275,6,2,51,129,30,53,6,17,20,20,6
15276,6,3,99,228,43,100,12,20,34,23,21
15277,6,4,82,195,51,95,9,26,26,28,20
15278,6,2,32,71,16,26,5,9,6,11,8
15279,6,2,63,135,38,53,5,16,21,18,3
15280,6,2,53,151,25,57,7,30,19,17,7
15281,6,3,61,144,31,51,7,18,18,23,12
15282,6,4,83,185,41,69,10,33,28,27,12
15283,6,2,56,132,35,46,5,26,17,26,6
15284,6,3,87,178,46,85,7,27,22,29,11
15285,6,3,115,237,57,97,10,34,24,39,13
15286,6,3,54,112,23,46,6,18,15,14,11
15287,6,3,60,136,29,47,7,28,15,15,9
15288,6,1,26,62,14,24,2,9,11,14,4
15289,6,4,74,157,42,66,9,23,22,20,10
15290,6,2,37,93,20,34,4,11,14,15,1
15291,6,3,97,207,50,81,7,31,33,27,17
15292,6,1,35,76,10,25,4,5,9,14,3
15293,6,2,59,125,29,52,5,18,15,24,7
15294,6,3,53,137,28,51,5,17,22,17,11
15295,6,3,69,162,40,64,7,28,23,23,11
15296,6,3,98,206,49,80,10,27,28,27,15
15297,6,2,37,90,23,27,6,10,13,14,7
15298,6,2,47,115,25,51,5,17,9,16,5
15299,6,1,30,91,15,33,4,11,12,11,3
15300,6,4,126,237,82,99,10,46,32,32,23
15301,6,4,78,175,41,78,4,27,23,25,11
15302,6,4,88,191,49,79,8,31,29,25,17
15303,6,4,88,177,54,73,7,24,12,26,15
15304,6,1,45,121,27,53,7,9,10,22,3
15305,6,3,68,160,31,74,7,23,16,18,13
15306,6,3,78,183,39,77,10,23,21,21,11
15307,6,3,49,134,20,58,6,27,14,21,12
15308,6,3,119,270,72,87,12,46,35,38,22
15309,6,4,64,134,34,57,7,15,13,17,17
15310,6,3,73,190,42,76,9,26,26,28,13
15311,6,3,52,117,22,50,6,17,10,17,5
15312,6,3,72,164,42,63,7,25,20,26,15
15313,6,4,68,160,40,67,8,30,17,26,27
15314,6,3,52,128,17,52,8,9,14,16,15
15315,6,4,91,221,47,103,10,37,26,33,12
15316,6,3,53,129,35,50,6,17,17,18,13
15317,6,1,62,144,29,55,8,17,16,20,13
15318,6,4,141,321,72,119,12,47,40,43,21
15319,6,1,13,37,5,14,2,7,3,7,0
15320,6,4,95,224,44,98,10,41,29,39,19
15321,6,4,103,241,48,113,10,38,33,32,13
15322,6,2,81,187,52,72,8,33,28,31,7
15323,6,3,76,162,37,71,7,31,18,28,11
15324,6,2,46,106,20,43,5,20,11,16,9
15325,6,2,48,111,24,49,5,17,14,18,7
15326,6,3,80,198,37,85,8,35,23,27,17
15327,6,4,80,212,40,86,9,30,25,29,13
15328,6,2,51,139,25,58,4,26,10,19,7
15329,6,4,74,170,37,68,6,29,16,29,14
15330,6,4,92,213,43,102,9,35,25,31,18
15331,6,4,91,217,46,83,10,26,30,30,20
15332,6,3,57,135,32,59,5,19,18,17,12
15333,6,3,85,192,49,73,8,35,24,35,8
15334,6,3,90,203,58,88,10,22,28,24,15
15335,6,4,72,153,38,71,7,19,16,24,13
15336,6,4,60,148,32,65,5,17,21,23,8
15337,6,3,87,185,46,69,9,15,24,21,14
15338,6,2,30,86,14,34,4,13,11,14,8
15339,6,3,52,114,26,49,7,15,9,18,16
15340,6,3,64,135,31,56,4,16,9,19,11
15341,6,4,84,173,47,72,7,39,21,34,19
15342,6,3,55,154,32,68,8,30,18,24,9
15343,6,1,25,54,11,22,2,10,6,5,4
15344,6,3,91,200,49,77,7,28,21,28,16
15345,6,3,67,157,33,71,8,23,20,17,15
15346,6,3,64,136,41,54,6,21,19,23,8
15347,6,2,52,141,29,71,6,28,18,15,9
15348,6,3,71,176,32,76,9,29,21,24,15
15349,6,3,66,147,30,72,8,23,15,21,7
15350,6,3,44,95,22,40,5,18,6,18,4
15351,6,3,87,183,52,72,9,21,25,22,13
15352,6,3,63,130,38,54,5,17,17,20,13
15353,6,3,88,197,50,91,10,25,22,32,15
15354,6,4,81,208,44,75,8,32,27,29,16
15355,6,3,48,127,29,57,4,15,16,15,9
15356,6,3,62,150,30,66,8,22,15,24,13
15357,6,2,58,139,34,61,7,27,20,19,9
15358,6,4,71,165,37,65,7,27,22,26,14
15359,6,2,60,131,32,61,6,19,16,16,6
15360,6,3,83,192,45,78,9,26,22,32,9
15361,6,3,61,132,34,50,7,21,17,24,12
15362,6,2,37,80,19,36,4,15,7,12,3
15363,6,0,25,59,12,29,3,9,7,8,3
15364,6,3,63,130,33,47,7,24,8,12,12
15365,6,3,72,162,47,69,7,23,15,21,13
15366,6,2,65,132,30,59,7,24,13,18,11
15367,6,3,60,160,31,69,7,30,22,28,7
15368,6,2,69,169,36,60,6,21,25,22,4
15369,6,3,78,164,51,63,7,30,20,28,10
15370,6,3,54,133,28,54,7,16,13,18,9
15371,6,2,15,41,9,20,2,2,7,3,4
15372,6,4,92,213,56,80,11,41,26,29,16
15373,6,4,108,240,63,104,8,38,32,32,18
15374,6,1,60,141,36,56,6,20,19,22,10
15375,6,4,68,151,41,57,7,18,22,16,10
15376,6,4,78,185,42,71,8,27,26,27,14
15377,6,2,37,83,17,36,4,15,7,12,9
15378,6,2,53,121,30,55,7,23,14,16,11
15379,6,3,83,187,45,80,9,30,19,29,14
15380,6,3,60,133,32,61,7,23,21,15,12
15381,6,0,43,113,21,50,4,10,15,7,10
15382,6,4,104,240,60,101,12,33,40,33,27
15383,6,3,87,176,52,70,8,19,23,27,12
15384,6,3,69,173,36,78,9,28,17,29,16
15385,6,3,74,185,35,75,8,26,22,28,14
15386,6,1,9,16,3,6,1,3,4,1,0
15387,6,3,57,132,32,48,5,16,13,15,12
15388,6,3,61,137,26,63,6,27,12,20,9
