id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32,pos_35,maturity_score,pos_11,pos_33,pos_9,pos_16,pos_13,pos_25,pos_3
20727,8,31,143,439,52,169,17,73,54,52,22,8,19,11,19,26,16,10,4,4,6,12,28,31,25,20,18,10.2320691088,5,14,7,1,1.92495003722,3.99316628702,39.9316628702,2,3,5.13319526627,3,0,0,3,5,0,1
20728,8,44,321,816,164,286,30,118,92,83,70,71,33,26,59,42,6,22,14,53,22,25,76,70,64,22,100,18.8161393194,12,18,7,44,2.90159801166,4.63235294118,46.3235294118,1,9,5.0577972028,1,3,4,5,11,3,1
20732,8,31,182,818,53,318,17,137,61,48,58,10,17,16,73,22,26,15,10,1,24,12,31,73,47,70,3,24.0229388165,13,39,21,0,1.6496271995,3.6271393643,36.271393643,7,6,5.00311320755,6,1,0,2,3,1,1
20733,8,36,183,559,71,227,27,79,57,36,45,30,31,14,40,16,18,15,1,16,23,12,32,63,26,30,16,13.0919938069,5,26,9,1,2.23827627323,4.1717352415,41.717352415,2,14,4.86237885463,2,0,0,1,3,1,0
20734,8,43,317,763,135,284,37,97,86,60,74,55,46,15,56,23,31,15,7,19,18,24,84,90,52,14,111,13.2927356094,5,30,9,8,2.4673985302,4.54652686763,45.4652686763,0,16,5.15707746479,3,5,5,2,9,0,2
20735,8,20,43,131,19,57,6,22,18,9,8,12,11,2,6,11,5,4,3,7,1,3,6,7,6,2,0,2.39333896581,1,9,3,3,2.90965953579,4.46564885496,44.6564885496,1,2,5.38403508772,1,1,0,1,0,0,3
20736,8,45,256,711,101,292,30,92,79,47,64,29,37,19,54,20,28,24,11,8,12,13,39,75,51,27,36,18.5055524206,11,26,17,3,2.18284731679,4.17580872011,41.7580872011,1,11,5.2448630137,5,5,1,1,2,0,3
20737,8,40,168,528,70,228,23,59,55,35,33,11,31,10,52,17,18,18,6,2,15,13,13,71,29,15,14,13.086091149,5,20,13,2,1.99420917163,3.98106060606,39.8106060606,1,8,4.91289473684,6,3,0,1,4,0,1
20739,8,30,209,735,55,270,36,93,72,53,44,23,56,12,54,42,45,18,3,9,42,9,21,100,18,29,11,19.1577739203,5,29,14,3,1.9412175666,3.80816326531,38.0816326531,3,9,4.9797037037,6,1,4,3,3,1,3
20741,8,35,116,280,37,112,9,50,23,22,20,5,30,1,12,10,13,3,3,1,34,10,7,27,2,8,12,7.34655904783,0,10,1,1,1.99584822525,4.22857142857,42.2857142857,2,3,5.14053571429,3,1,0,1,1,3,1
20742,8,40,198,630,88,221,26,93,72,69,34,20,28,19,48,20,31,22,11,2,11,21,23,52,47,15,31,14.6483319346,11,12,8,0,2.00096438757,3.96984126984,39.6984126984,2,9,5.17963800905,4,1,0,0,9,0,1
20743,8,42,312,848,122,320,33,142,111,79,58,42,38,20,57,24,30,20,9,21,14,18,68,59,98,20,85,21.7045792184,12,15,8,5,2.28733726017,4.22405660377,42.2405660377,7,6,5.64675,7,1,4,0,13,0,1
20745,8,34,201,478,88,154,16,85,62,38,51,36,30,12,44,14,5,12,6,13,2,29,103,35,44,14,80,13.4798877015,7,15,5,3,2.46339124955,4.45606694561,44.5606694561,2,7,5.07902597403,0,0,0,0,0,2,0
20746,8,33,253,844,67,294,27,86,90,47,54,15,35,21,87,12,42,37,13,4,10,15,50,130,67,27,9,32.7873161773,15,33,19,2,1.87818493916,3.75118483412,37.5118483412,2,12,5.03289115646,6,0,0,2,6,1,2
20747,8,38,125,356,53,136,18,48,48,30,15,11,23,6,25,10,8,16,5,1,8,9,6,37,26,16,3,9.45314909919,1,10,4,0,2.14720750724,4.1095505618,41.095505618,0,0,5.31992647059,5,4,0,3,5,1,1
20748,8,36,220,688,78,264,33,98,67,57,43,19,39,16,44,12,39,24,12,5,6,7,39,71,72,23,24,19.2595945113,4,29,7,1,2.06076192239,3.92877906977,39.2877906977,2,12,5.02859848485,5,7,0,2,5,0,1
20751,8,45,198,614,70,228,31,70,73,37,32,14,42,11,42,17,22,22,16,5,6,18,9,92,70,33,3,16.938773053,2,4,9,2,2.03851321576,3.87459283388,38.7459283388,2,2,5.11635964912,4,3,0,3,10,1,2
20754,8,31,260,829,101,308,35,111,100,59,49,31,41,20,41,21,27,44,4,6,36,32,14,106,37,29,6,20.1857417907,12,29,10,1,2.03435754732,3.94813027744,39.4813027744,6,9,5.1099025974,5,1,1,3,8,4,2
20755,8,30,78,226,33,101,9,36,24,22,11,9,14,5,15,4,9,3,7,5,4,8,14,21,8,4,15,4.2304649711,2,11,7,2,2.26335433844,4.25221238938,42.5221238938,0,3,5.0295049505,1,1,0,8,1,3,1
20756,8,34,220,737,89,302,19,101,72,67,54,25,20,17,58,27,46,28,15,6,10,14,10,63,17,29,3,18.0792523393,13,37,19,1,2.03175922369,3.95115332429,39.5115332429,1,4,5.32410596026,2,7,0,3,4,1,4
20757,8,33,230,727,98,319,26,71,98,74,51,23,37,16,46,33,33,22,16,13,7,19,49,63,73,15,60,10.8082240489,13,12,14,11,2.01134519422,4.19257221458,41.9257221458,1,14,4.81094043887,4,3,0,4,6,0,0
20758,8,40,293,849,116,307,39,71,92,52,56,35,61,12,71,19,28,30,10,14,10,30,56,151,96,22,52,25.5879484869,5,33,14,1,2.22284326481,4.0023557126,40.023557126,2,8,4.85107491857,5,0,2,0,3,1,2
20759,8,47,251,734,109,252,31,97,76,52,56,20,59,12,60,18,33,14,9,6,2,16,37,110,94,36,30,22.7349008409,4,13,6,3,2.13268942729,4.00817438692,40.0817438692,3,3,5.19321428571,5,1,1,2,8,2,0
20760,8,30,326,835,131,321,42,112,103,61,60,32,53,14,50,34,10,27,5,3,6,29,66,103,89,27,89,21.8651365323,6,12,8,0,2.14497261928,4.20718562874,42.0718562874,3,1,5.27632398754,8,3,0,3,9,0,3
20761,8,40,295,847,109,343,38,108,84,80,56,29,60,15,54,29,36,34,14,9,18,33,22,106,60,19,22,19.1292653149,5,28,12,2,2.12394986421,4.09445100354,40.9445100354,2,11,4.98772594752,7,4,0,2,7,2,3
20762,8,32,141,455,61,159,16,73,42,39,33,20,21,10,45,15,15,14,4,2,14,11,18,42,32,13,9,12.1661254821,7,14,6,0,2.09198823483,4.01538461538,40.1538461538,2,6,4.76295597484,3,3,0,2,4,0,1
20763,8,40,273,844,90,299,32,126,104,72,54,28,52,19,55,24,34,0,18,5,8,22,58,100,88,22,87,27.1585018172,8,20,10,3,1.98562739491,3.96090047393,39.6090047393,2,6,5.24173913043,7,2,1,1,9,2,2
20764,8,30,85,305,31,101,7,49,29,30,17,10,8,6,25,4,23,7,5,1,5,7,11,35,31,6,10,12.1163876008,4,3,1,1,2.10330689956,3.72459016393,37.2459016393,2,4,4.94336633663,2,1,0,2,4,2,0
20766,8,45,336,832,145,322,39,97,99,67,74,52,55,14,70,37,45,22,9,21,7,20,63,78,87,18,86,15.0432289724,6,9,6,8,2.30241582102,4.42427884615,44.2427884615,1,2,5.40183229814,9,2,2,4,9,3,2
20767,8,45,252,653,80,265,35,101,77,42,38,14,61,5,51,14,21,22,14,6,9,15,56,79,73,8,59,15.255818602,0,19,5,1,2.05047222459,4.15007656968,41.5007656968,1,8,5.1541509434,2,2,3,1,6,0,5
20768,8,45,339,844,104,338,38,122,115,67,42,31,51,16,77,28,4,30,26,6,9,19,78,63,70,38,99,21.7952931792,12,14,18,0,2.01652328808,4.23104265403,42.3104265403,4,2,5.21553254438,11,0,3,2,2,1,3
20769,8,50,322,832,146,323,28,109,78,70,75,38,81,11,69,35,12,26,17,11,21,26,71,90,57,12,84,18.1926488095,7,40,7,7,2.25747137033,4.38461538462,43.8461538462,5,11,5.41470588235,14,5,2,1,9,3,1
20770,8,39,156,442,60,168,17,61,57,40,21,24,32,8,44,15,14,19,3,11,8,12,6,43,31,6,6,10.6356021117,5,17,5,1,2.28725909335,4.11538461538,41.1538461538,2,4,5.48386904762,9,1,2,0,1,2,1
20771,8,33,130,359,65,133,19,43,38,26,28,13,28,5,30,8,8,6,5,6,4,10,25,49,53,9,25,10.5028251066,1,5,4,4,2.4039993547,4.19777158774,41.9777158774,2,4,5.1122556391,4,1,2,0,5,0,1
20772,8,33,197,545,65,184,20,91,55,34,55,12,25,13,25,10,16,0,3,8,9,15,105,62,66,21,140,13.9083469852,10,11,2,4,1.9866034738,4.08623853211,40.8623853211,2,8,4.77288043478,4,3,1,1,9,1,0
20773,8,34,158,477,44,185,21,65,62,34,21,6,45,6,37,13,18,11,3,3,8,11,25,68,43,9,33,9.80223897284,0,10,10,2,1.86658634979,3.87421383648,38.7421383648,2,2,4.93124324324,4,2,0,1,4,2,1
20774,8,40,131,550,54,186,25,67,64,58,23,6,31,12,46,5,27,27,5,1,2,21,22,69,68,5,30,15.0947139392,5,5,4,0,1.73415185687,3.63818181818,36.3818181818,0,6,4.87817204301,6,0,0,1,2,0,0
20775,8,33,97,319,42,119,12,49,46,25,19,15,13,9,24,7,15,5,4,4,0,12,26,26,38,13,18,6.921967027,4,6,5,3,2.11551522442,4.09404388715,40.9404388715,0,2,4.99773109244,4,0,1,0,6,3,0
20776,8,33,210,657,77,216,27,71,79,47,47,23,31,16,50,14,26,28,3,11,24,18,39,84,49,19,33,25.6577995324,9,21,7,6,2.10868031011,3.98934550989,39.8934550989,3,7,5.02347222222,5,5,2,3,8,1,0
20777,8,40,199,487,77,189,24,70,43,37,44,11,37,5,30,14,2,10,4,1,17,17,52,54,38,22,78,13.0946156769,1,14,9,0,2.01709135232,4.18480492813,41.8480492813,0,5,4.94920634921,3,0,0,1,1,1,0
20778,8,36,214,601,81,247,24,88,50,66,41,17,28,13,44,31,25,14,10,4,11,20,34,45,41,19,50,17.0778585177,9,20,10,0,2.0715019563,4.08485856905,40.8485856905,1,5,5.34056680162,4,7,0,0,3,2,1
20779,8,37,199,650,74,262,32,85,76,56,54,18,34,19,43,30,28,20,13,9,16,10,22,78,34,23,14,17.8839596287,4,27,11,1,2.09749846775,3.90615384615,39.0615384615,1,5,5.10385496183,3,4,0,2,3,1,1
20781,8,40,234,751,98,257,32,113,94,59,53,29,47,14,38,23,30,24,5,10,31,18,44,95,18,35,39,18.5136881165,9,49,7,5,2.15375269889,3.99600532623,39.9600532623,2,15,4.98046692607,5,2,0,1,5,2,0
20783,8,33,215,579,90,231,32,93,72,67,37,21,44,6,22,25,18,17,8,7,2,19,21,53,65,10,36,12.8219060243,1,5,4,2,2.17703203436,4.16407599309,41.6407599309,2,2,5.2819047619,6,2,0,1,7,2,5
20784,8,37,192,622,67,265,28,78,76,58,41,18,39,12,38,24,24,13,8,4,17,23,5,69,10,20,2,18.0273584532,6,43,9,1,2.05378701971,3.90514469453,39.0514469453,2,10,5.25483018868,3,2,1,3,5,5,1
20785,8,42,162,491,52,197,24,81,49,45,42,14,30,12,33,21,20,11,8,4,9,7,21,51,36,17,24,10.0601531588,2,13,6,1,1.95000482254,4.08757637475,40.8757637475,1,2,5.15197969543,5,1,1,2,4,3,0
20787,8,40,146,368,55,152,18,43,40,21,39,7,28,6,28,16,11,12,4,2,28,14,15,48,3,15,13,10.2374780945,3,21,4,0,2.07634752628,4.16304347826,41.6304347826,1,6,5.23730263158,1,2,2,1,3,1,0
20790,8,40,207,565,85,206,29,69,52,36,56,26,32,11,39,23,30,25,8,5,14,14,29,45,50,19,26,13.7781213099,4,12,6,2,2.1649962904,4.18053097345,41.8053097345,6,4,5.26645631068,4,5,1,0,4,2,3
20791,8,38,116,325,55,131,13,57,41,35,16,20,23,5,15,10,11,6,6,4,10,12,7,30,17,8,14,8.15893238226,2,12,4,1,2.3394303736,4.30769230769,43.0769230769,3,3,5.09030534351,1,0,1,0,1,2,1
20792,8,31,105,285,38,113,11,60,29,19,14,10,30,1,10,8,12,5,3,1,12,3,9,33,18,20,6,10.0029480439,0,6,9,0,2.08099522863,4.02105263158,40.2105263158,2,2,4.96778761062,1,3,1,0,1,0,1
20793,8,42,280,792,111,328,38,118,79,53,40,39,57,13,54,31,41,21,22,9,4,19,19,77,87,47,27,32.4755958193,2,14,8,2,2.20054683307,4.13131313131,41.3131313131,4,4,5.4306097561,2,2,1,4,7,3,5
20794,8,40,211,637,81,284,26,73,76,49,45,18,33,14,55,27,20,13,8,4,18,22,9,80,22,24,1,15.9423364062,9,30,15,0,2.02308878793,4.08791208791,40.8791208791,5,10,5.13507042254,1,1,0,4,2,1,5
20795,8,35,203,607,89,231,32,70,61,32,39,16,38,13,52,13,21,30,6,4,3,24,25,83,63,25,20,15.0453844225,1,9,9,1,2.04907017141,4.0313014827,40.313014827,2,5,4.92207792208,3,8,0,2,4,2,1
20796,8,35,345,846,110,303,36,139,80,72,77,26,71,9,48,32,34,24,11,6,11,28,106,51,88,13,153,18.7866396463,3,15,5,2,2.00302099536,4.26359338061,42.6359338061,1,5,5.15587458746,3,2,1,5,10,2,1
20797,8,33,86,234,47,86,12,29,31,22,10,9,14,7,23,10,14,5,1,2,11,4,9,18,13,5,6,4.86506323436,2,5,1,0,2.21973054617,4.26923076923,42.6923076923,0,2,5.16872093023,8,1,0,3,2,1,2
20800,8,33,247,564,132,206,23,74,68,40,60,28,54,7,22,8,18,22,8,10,17,13,103,41,49,13,129,9.2844756769,4,8,15,3,2.29510635822,4.54964539007,45.4964539007,5,6,5.3995631068,4,3,4,3,1,1,0
20802,8,30,233,830,86,310,27,97,101,51,33,22,30,25,81,15,40,28,7,11,39,18,39,121,45,24,27,22.0861264307,18,30,19,0,1.98568020212,3.8686746988,38.686746988,1,15,5.29903225806,2,8,0,1,15,0,1
20803,8,37,141,405,49,150,15,50,46,28,38,10,19,8,24,20,12,8,7,4,12,16,11,45,15,11,13,11.0573116141,5,17,8,0,2.00512117838,4.04197530864,40.4197530864,4,6,5.1512,0,1,1,0,2,3,1
20804,8,40,125,424,71,156,18,69,45,21,22,17,19,7,29,8,15,13,4,2,8,19,17,52,41,32,10,14.6525710683,4,11,4,0,2.17993676839,3.95518867925,39.5518867925,3,6,4.98769230769,0,1,0,1,6,0,0
20805,8,40,309,844,113,310,38,76,78,64,70,21,42,20,99,35,52,20,20,4,15,18,35,114,64,16,25,19.2575728518,9,43,7,0,2.02815734522,4.10545023697,41.0545023697,5,10,5.06590322581,2,6,1,1,5,0,0
20806,8,35,199,573,95,229,27,80,63,43,52,20,34,12,38,26,31,10,2,9,6,20,29,58,63,21,32,14.6792146258,4,16,4,2,2.23940707415,4.15881326353,41.5881326353,3,1,4.99113537118,4,3,0,0,3,2,4
20807,8,35,155,466,68,154,19,74,54,32,19,17,32,11,25,4,16,25,8,6,4,11,59,55,53,4,79,12.9484953092,3,4,5,5,2.22883904218,4.00429184549,40.0429184549,0,7,5.06266233766,0,0,1,0,2,0,2
20808,8,31,185,589,66,247,22,73,59,40,24,19,46,12,55,22,38,9,7,2,14,16,30,83,37,14,14,16.5071411103,6,36,5,2,1.9931595945,3.95755517827,39.5755517827,1,11,5.07113360324,10,3,1,2,4,1,0
20809,8,40,266,836,99,320,42,128,89,62,62,21,58,16,68,23,13,29,13,3,27,29,40,91,54,25,41,26.9685954873,3,29,7,0,2.03099073337,3.89234449761,38.9234449761,3,6,5.1766875,7,1,4,0,11,6,1
20812,8,40,298,848,106,296,45,97,91,74,62,36,67,10,70,29,23,34,14,12,9,19,82,89,93,23,99,20.4987768521,2,11,9,1,2.13096075524,4.08254716981,40.8254716981,5,4,5.26625,8,4,1,2,10,2,0
20813,8,36,170,460,61,185,23,52,62,31,33,19,25,12,28,25,19,11,10,3,20,17,20,53,2,6,4,10.7558156972,3,29,13,1,2.0911501549,4.19130434783,41.9130434783,3,4,5.08232432432,6,4,0,2,2,0,0
20814,8,32,331,835,125,311,35,120,90,60,59,33,76,8,62,38,30,15,7,6,20,33,49,84,78,30,62,20.4808221376,2,15,13,6,2.15691204308,4.23473053892,42.3473053892,0,4,5.14289389068,5,2,1,1,12,0,3
20815,8,31,273,752,112,303,29,85,81,59,49,33,33,20,55,55,43,24,2,11,29,9,30,76,3,7,8,14.092847521,12,51,27,6,2.24161057572,4.29255319149,42.9255319149,5,20,5.41821782178,2,6,0,4,0,2,0
20817,8,30,80,259,21,92,11,26,23,21,18,1,19,4,19,9,11,10,1,0,6,12,18,38,23,5,15,6.42558175337,3,10,2,0,1.70236821104,3.70656370656,37.0656370656,1,7,4.79326086957,1,0,1,1,5,0,2
20818,8,32,272,840,115,370,21,142,100,99,52,31,24,18,36,23,37,19,22,9,18,27,35,67,44,21,41,21.839387796,14,23,19,3,2.06879763678,4.12023809524,41.2023809524,7,12,5.26216216216,10,4,7,1,11,1,0
20819,8,30,104,333,39,124,14,39,25,18,21,8,19,5,16,20,18,11,5,1,7,11,5,45,5,12,1,10.3101581115,5,32,6,0,2.04221608802,3.77177177177,37.7177177177,1,11,4.95669354839,0,1,0,3,0,0,0
20821,8,55,375,833,167,343,44,151,99,79,70,55,62,12,37,42,22,28,19,12,7,22,51,69,77,23,74,15.649584303,2,12,4,1,2.34108455339,4.51980792317,45.1980792317,5,1,5.54416909621,3,2,2,0,5,0,1
20822,8,45,251,742,103,283,37,82,77,53,44,34,47,17,76,36,34,23,13,8,22,23,32,86,27,30,23,17.1940411904,4,32,21,3,2.15591884715,4.10916442049,41.0916442049,2,12,5.06070671378,6,2,1,4,8,2,2
20823,8,41,320,772,160,307,31,128,82,70,60,50,43,21,48,29,37,19,13,12,10,35,47,59,79,35,42,14.7739790635,11,9,4,2,2.37009807925,4.50388601036,45.0388601036,4,8,5.59739413681,6,6,1,0,7,0,1
20824,8,45,243,543,141,228,27,77,49,46,41,43,48,2,36,41,12,20,5,14,38,20,29,31,5,11,37,10.103925365,1,17,11,8,2.60087507993,4.74033149171,47.4033149171,4,8,5.74710526316,9,1,7,3,2,2,5
20825,8,33,145,513,44,213,23,68,59,37,31,21,32,8,45,7,22,18,7,6,19,7,6,56,5,17,12,12.4568531944,4,25,20,0,2.00642205711,3.86159844055,38.6159844055,2,6,5.25690140845,5,6,2,1,5,1,1
20826,8,60,250,658,117,254,28,105,74,54,44,33,81,7,50,27,24,8,12,11,7,20,57,74,77,18,50,64.0758569096,1,5,4,6,2.34568768606,4.31914893617,43.1914893617,0,8,5.50212598425,2,2,3,0,4,0,0
20827,8,45,222,605,66,223,22,102,55,47,44,14,48,10,44,10,1,14,11,6,8,17,75,65,75,20,99,17.0914331104,6,10,7,3,1.99953746499,4.04297520661,40.4297520661,0,8,5.23278026906,2,0,0,2,2,3,2
20828,8,28,66,250,23,93,11,48,29,21,14,5,13,7,9,10,14,5,6,1,0,3,8,21,36,14,9,10.4561352179,4,3,1,0,1.85550737819,3.692,36.92,0,0,4.82301075269,1,2,0,0,3,0,2
20829,8,49,272,582,117,211,26,84,55,48,69,36,44,9,41,35,23,14,7,10,5,15,64,57,59,8,70,12.0159613132,2,5,3,4,2.37295250371,4.61683848797,46.1683848797,0,5,5.82317535545,1,1,1,2,3,1,0
20830,8,33,203,622,80,227,28,82,72,43,27,12,38,14,49,22,34,20,8,1,4,13,31,82,43,16,29,14.4769126862,6,17,18,0,1.9448756731,3.90996784566,39.0996784566,2,10,5.00603524229,5,4,1,1,6,1,0
20831,8,29,74,294,27,104,9,31,44,18,11,1,10,8,21,4,13,6,2,0,0,11,6,47,46,10,7,6.26997880626,5,2,2,0,1.64448332803,3.75510204082,37.5510204082,0,9,5.12759615385,3,0,0,0,5,0,0
20832,8,36,252,779,94,275,29,107,78,47,47,21,43,16,47,20,39,19,11,11,35,26,39,88,53,36,48,22.7258441169,8,33,7,6,2.08426790706,3.96020539153,39.6020539153,7,23,4.93272727273,7,1,1,0,8,1,2
20833,8,40,241,641,90,244,33,81,51,62,30,21,47,8,54,17,26,24,6,10,7,30,39,84,61,20,36,19.4531623745,4,14,13,4,2.18557331019,4.08736349454,40.8736349454,0,5,4.9468442623,7,0,1,0,9,0,3
20835,8,40,220,638,81,246,27,83,84,65,36,27,35,15,52,32,44,19,12,5,14,11,25,58,47,9,27,15.4413132242,7,11,6,1,2.04421591771,4.08934169279,40.8934169279,5,3,5.01711382114,4,0,0,0,11,0,5
20836,8,40,192,519,90,175,30,64,57,43,46,24,32,8,39,14,31,0,16,10,18,8,44,59,39,12,49,10.5117266516,0,19,4,1,2.26876747431,4.29672447013,42.9672447013,2,8,5.19388571429,4,2,6,0,5,0,1
20838,8,27,87,279,23,131,12,50,30,18,9,4,20,5,19,7,5,4,2,0,3,5,8,35,22,13,5,8.33125877695,2,6,8,0,1.76430926699,3.87096774194,38.7096774194,0,7,4.81030534351,9,1,0,2,2,0,1
20839,8,24,35,175,10,61,2,32,19,17,6,0,3,2,16,2,13,5,2,0,2,2,10,17,23,4,4,4.28776290339,2,2,1,0,1.50001642027,3.46285714286,34.6285714286,0,0,5.72442622951,2,1,0,0,0,0,1
20840,8,32,108,317,49,135,14,53,41,29,10,10,23,7,24,9,15,9,6,3,11,9,5,26,18,7,9,7.25499345702,3,5,9,2,2.21618867278,4.14826498423,41.4826498423,1,3,5.52407407407,4,1,0,1,3,0,2
20841,8,33,194,658,79,256,30,93,87,59,39,17,35,18,50,17,30,22,7,1,13,12,15,58,37,19,20,16.6164265855,5,32,10,0,1.95025706295,3.88905775076,38.8905775076,6,7,5.3261328125,9,3,1,0,4,0,2
20842,8,40,337,849,113,343,34,122,96,66,75,26,41,21,58,29,42,24,24,4,6,20,65,77,84,31,66,24.4094222276,11,17,20,2,2.08613707818,4.18963486455,41.8963486455,2,4,4.97381924198,1,4,2,3,10,1,0
20844,8,30,323,828,90,288,33,101,68,56,67,26,46,21,80,36,39,22,7,6,34,21,108,62,41,11,135,15.3689176045,11,29,31,2,1.94447394378,4.21739130435,42.1739130435,11,11,5.35840277778,7,7,4,3,7,3,3
20846,8,34,198,559,80,224,28,62,52,32,47,16,37,11,43,23,29,25,7,4,12,21,13,74,36,11,8,14.0133406059,3,20,9,2,2.09107157328,4.11270125224,41.1270125224,0,5,5.11379464286,4,3,0,3,5,0,1
20847,8,35,187,538,77,180,28,68,62,50,44,9,36,9,40,19,27,22,17,1,2,17,19,50,58,25,12,15.3477653721,2,4,6,1,2.06766996419,3.98141263941,39.8141263941,0,1,5.60827777778,1,1,1,1,3,1,0
20848,8,30,266,848,107,322,41,119,78,60,47,32,48,20,68,18,39,32,5,7,7,33,30,108,78,27,27,24.871037888,9,23,5,0,2.1137641484,3.9445754717,39.445754717,1,10,4.94201863354,2,4,1,12,9,6,4
20849,8,44,276,848,112,336,28,78,104,65,75,30,31,25,67,21,46,25,5,8,29,28,15,105,27,20,21,19.5577515757,18,34,15,2,2.11084721633,4.0070754717,40.070754717,3,11,5.25830357143,10,4,0,3,10,0,2
20850,8,31,84,236,33,98,9,48,26,28,16,7,15,5,9,6,7,4,2,1,11,4,13,18,3,6,8,5.73127961019,2,9,11,0,2.08486985051,4.08050847458,40.8050847458,0,3,5.48642857143,1,1,0,0,1,0,0
20851,8,32,145,451,53,190,21,42,64,45,29,13,30,9,36,12,11,10,9,10,3,20,26,57,38,12,39,12.0131070665,1,13,5,9,2.19899190772,4.06651884701,40.6651884701,0,7,4.94684210526,3,1,1,3,4,0,0
20852,8,40,188,526,95,215,27,74,55,47,40,27,36,8,31,22,27,13,9,9,17,20,18,45,37,20,18,13.1535048066,4,14,7,1,2.29353767054,4.26996197719,42.6996197719,0,5,5.38674418605,6,3,0,3,4,1,1
20853,8,32,156,518,62,170,21,62,53,49,38,14,25,10,32,19,24,17,9,2,9,15,40,69,47,12,25,13.7620214756,8,23,1,1,1.9881203235,3.88803088803,38.8803088803,1,4,4.89282352941,4,1,0,1,10,1,0
20856,8,40,159,380,70,129,22,54,38,36,28,25,25,6,19,21,12,15,9,13,8,6,29,39,25,7,37,7.78764956937,1,6,5,10,2.57325799607,4.43947368421,44.3947368421,2,5,5.30658914729,8,2,0,1,2,0,0
20857,8,36,224,577,70,204,26,94,50,50,46,12,33,14,30,9,14,19,3,3,14,18,89,53,52,11,130,12.2852827677,4,13,8,0,1.92676083808,4.14211438475,41.4211438475,1,1,4.93397058824,5,3,0,0,8,0,0
20859,8,43,270,847,108,302,46,103,78,63,29,24,58,13,71,24,33,27,7,11,8,30,32,129,115,33,31,27.8643314321,1,9,12,6,2.16278102336,3.89846517119,38.9846517119,3,12,5.13817880795,8,0,0,1,7,1,3
20860,8,36,195,504,99,208,23,53,60,49,41,34,27,12,32,24,17,12,12,11,10,18,9,53,36,17,5,12.6444684915,6,17,7,0,2.42109863026,4.44444444444,44.4444444444,0,11,5.26735576923,4,2,0,3,1,4,0
20861,8,40,185,512,73,220,24,69,60,42,42,25,33,12,35,16,18,21,16,11,12,14,30,47,29,8,35,10.8486370131,8,14,12,8,2.31125839361,4.2734375,42.734375,4,1,5.20690909091,6,7,1,2,1,0,0
