id,set,human_score,char_4,word_count
6080,3,2,44,117
6081,3,2,20,41
6082,3,1,27,71
6083,3,1,11,33
6084,3,3,48,107
6085,3,3,87,215
6086,3,1,27,84
6087,3,2,30,78
6088,3,2,49,122
6089,3,3,62,161
6090,3,1,29,87
6091,3,3,62,132
6092,3,1,13,47
6093,3,1,14,37
6094,3,1,42,124
6095,3,3,100,234
6096,3,2,53,110
6097,3,1,12,41
6098,3,3,51,132
6099,3,1,20,53
6100,3,2,70,175
6101,3,2,47,111
6102,3,2,51,139
6103,3,2,55,153
6104,3,1,19,38
6105,3,3,101,232
6106,3,1,35,80
6107,3,2,58,143
6108,3,1,26,66
6109,3,2,30,133
6110,3,2,43,108
6111,3,2,47,112
6112,3,1,24,83
6113,3,3,58,154
6114,3,1,11,28
6115,3,2,21,51
6116,3,2,49,154
6117,3,1,48,125
6118,3,3,62,161
6119,3,1,31,76
6120,3,2,39,110
6121,3,3,57,146
6122,3,2,46,104
6123,3,3,56,145
6124,3,3,59,140
6125,3,2,23,67
6126,3,1,29,91
6127,3,3,62,187
6128,3,3,64,156
6129,3,2,41,105
6130,3,1,34,88
6131,3,1,25,60
6132,3,3,42,130
6133,3,1,19,53
6134,3,2,57,155
6135,3,2,41,99
6136,3,1,24,74
6137,3,2,58,141
6138,3,2,50,127
6139,3,2,42,106
6140,3,1,50,126
6141,3,2,37,91
6142,3,2,58,149
6143,3,3,59,164
6144,3,3,69,182
6145,3,3,72,170
6146,3,2,57,159
6147,3,2,20,67
6148,3,2,17,62
6149,3,2,46,119
6150,3,2,43,114
6151,3,2,45,121
6152,3,2,47,124
6153,3,2,26,91
6154,3,1,7,20
6155,3,1,34,85
6156,3,2,49,122
6157,3,3,78,208
6158,3,3,74,184
6159,3,2,47,138
6160,3,2,49,113
6161,3,2,39,99
6162,3,2,51,174
6163,3,1,15,50
6164,3,2,38,107
6165,3,3,75,183
6166,3,1,10,29
6167,3,3,14,44
6168,3,2,36,115
6169,3,2,70,174
6170,3,1,44,149
6171,3,3,72,152
6172,3,2,56,131
6173,3,1,21,50
6174,3,2,22,89
6175,3,1,35,80
6176,3,1,27,99
6177,3,2,71,190
6178,3,3,49,105
6179,3,2,8,27
6180,3,3,100,225
6181,3,3,49,129
6182,3,3,67,171
6183,3,3,66,136
6184,3,1,31,70
6185,3,2,30,102
6186,3,2,16,64
6187,3,1,11,40
6188,3,0,6,17
6189,3,1,26,67
6190,3,2,69,203
6191,3,2,56,142
6192,3,3,74,168
6193,3,1,28,74
6194,3,3,77,200
6195,3,3,57,126
6196,3,1,25,90
6197,3,2,54,131
6198,3,3,66,194
6199,3,2,18,48
6200,3,0,68,175
6201,3,2,14,38
6202,3,1,19,44
6203,3,3,64,180
6204,3,1,82,197
6205,3,2,20,44
6206,3,0,25,62
6207,3,0,12,27
6208,3,3,51,163
6209,3,2,22,92
6210,3,2,48,121
6211,3,1,39,80
6212,3,2,56,128
6213,3,1,23,51
6214,3,1,27,85
6215,3,1,24,58
6216,3,2,66,163
6217,3,1,18,42
6218,3,2,41,108
6219,3,2,63,146
6220,3,2,55,161
6221,3,2,41,123
6222,3,2,32,90
6223,3,3,70,181
6224,3,2,16,49
6225,3,3,45,142
6226,3,3,36,92
6227,3,1,30,69
6228,3,3,83,185
6229,3,1,12,36
6230,3,1,16,36
6231,3,2,37,102
6232,3,1,57,125
6233,3,2,7,20
6234,3,1,23,86
6235,3,1,12,31
6236,3,2,46,127
6237,3,2,58,163
6238,3,0,10,29
6239,3,2,71,160
6240,3,3,55,129
6241,3,1,22,53
6242,3,1,7,16
6243,3,2,61,137
6244,3,1,37,96
6245,3,3,67,166
6246,3,1,57,157
6247,3,3,54,141
6248,3,1,31,71
6249,3,3,83,201
6250,3,3,82,196
6251,3,1,26,68
6252,3,1,21,62
6253,3,3,57,168
6254,3,3,70,183
6255,3,1,18,51
6256,3,1,13,39
6257,3,1,12,25
6258,3,1,8,30
6259,3,3,28,73
6260,3,2,33,77
6261,3,1,34,77
6262,3,3,70,164
6263,3,3,76,197
6264,3,3,119,235
6265,3,2,30,95
6266,3,1,12,44
6267,3,3,77,191
6268,3,3,93,193
6269,3,1,16,45
6270,3,3,67,173
6271,3,2,31,72
6272,3,2,55,132
6273,3,1,32,95
6274,3,1,33,85
6275,3,1,11,36
6276,3,3,70,158
6277,3,1,10,28
6278,3,1,34,71
6279,3,2,49,116
6280,3,3,30,72
6281,3,1,76,200
6282,3,3,79,194
6283,3,1,16,47
6284,3,3,75,177
6285,3,2,48,121
6286,3,3,74,188
6287,3,3,68,143
6288,3,2,36,81
6289,3,2,27,71
6290,3,1,25,65
6291,3,2,28,96
6292,3,3,83,192
6293,3,2,51,129
6294,3,1,53,166
6295,3,2,14,44
6296,3,0,18,51
6297,3,1,31,81
6298,3,1,12,59
6299,3,2,49,114
6300,3,3,67,153
6301,3,3,89,214
6302,3,2,30,94
6303,3,1,16,53
6304,3,1,22,61
6305,3,3,53,147
6306,3,1,20,63
6307,3,2,51,138
6308,3,3,77,200
6309,3,1,16,45
6310,3,3,67,178
6311,3,2,31,79
6312,3,2,42,133
6313,3,3,69,172
6314,3,1,19,52
6315,3,2,30,73
6316,3,1,45,128
6317,3,2,71,205
6318,3,1,27,68
6319,3,1,36,125
6320,3,1,28,64
6321,3,1,24,63
6322,3,2,31,71
6323,3,1,24,60
6324,3,1,8,23
6325,3,2,30,77
6326,3,1,13,38
6327,3,2,45,176
6328,3,2,47,114
6329,3,2,34,113
6330,3,3,65,148
6331,3,3,75,184
6332,3,3,7,21
6333,3,3,40,121
6334,3,2,41,112
6335,3,3,67,128
6336,3,3,70,166
6337,3,2,41,95
6338,3,2,79,180
6339,3,2,33,93
6340,3,3,65,153
6341,3,2,41,111
6342,3,1,22,54
6343,3,1,67,142
6344,3,2,39,95
6345,3,2,38,107
6346,3,2,38,93
6347,3,3,39,87
6348,3,1,40,85
6349,3,3,60,151
6350,3,2,45,131
6351,3,3,57,119
6352,3,2,60,143
6353,3,3,51,163
6354,3,1,22,63
6355,3,2,43,120
6356,3,1,15,48
6357,3,2,14,30
6358,3,2,24,58
6359,3,1,12,24
6360,3,2,49,143
6361,3,2,43,123
6362,3,1,35,99
6363,3,3,77,196
6364,3,3,47,147
6365,3,2,25,78
6366,3,3,104,254
6367,3,2,34,83
6368,3,1,16,67
6369,3,1,25,64
6370,3,0,13,33
6371,3,3,58,188
6372,3,2,27,75
6373,3,2,26,58
6374,3,2,42,155
6375,3,1,24,65
6376,3,2,40,104
6377,3,3,92,218
6378,3,3,68,177
6379,3,3,78,166
6380,3,1,32,88
6381,3,3,57,162
6382,3,1,18,43
6383,3,2,36,101
6384,3,3,59,159
6385,3,2,33,93
6386,3,2,62,184
6387,3,3,64,151
6388,3,3,69,174
6389,3,2,62,132
6390,3,2,37,90
6391,3,1,24,59
6392,3,3,68,187
6393,3,1,21,65
6394,3,1,4,10
6395,3,2,28,87
6396,3,3,77,184
6397,3,2,42,92
6398,3,2,34,93
6399,3,2,28,59
6400,3,2,30,89
6401,3,2,24,63
6402,3,2,28,70
6403,3,0,9,28
6404,3,1,48,102
6405,3,3,26,102
6406,3,2,64,141
6407,3,2,35,76
6408,3,3,76,219
6409,3,2,29,66
6410,3,3,87,233
6411,3,1,7,31
6412,3,1,41,188
6413,3,2,30,74
6414,3,1,21,68
6415,3,2,45,100
6416,3,1,11,36
6417,3,3,101,272
6418,3,2,66,137
6419,3,3,86,207
6420,3,1,13,56
6421,3,1,18,57
6422,3,1,8,20
6423,3,3,37,115
6424,3,2,59,129
6425,3,2,20,59
6426,3,2,35,89
6427,3,1,38,88
6428,3,2,28,62
6429,3,1,33,79
6430,3,1,28,65
6431,3,1,22,60
6432,3,3,53,173
6433,3,2,50,130
6434,3,2,53,122
6435,3,1,15,43
6436,3,2,29,78
6437,3,2,24,67
6438,3,1,35,81
6439,3,1,36,101
6440,3,1,19,67
6441,3,3,76,171
6442,3,1,20,56
6443,3,2,54,148
6444,3,3,56,140
6445,3,3,74,165
6446,3,3,35,135
6447,3,2,39,103
6448,3,2,45,116
6449,3,0,2,10
6450,3,2,39,112
6451,3,1,17,47
6452,3,1,24,65
6453,3,1,33,117
6454,3,2,10,27
6455,3,3,84,193
6456,3,1,10,41
6457,3,2,54,137
6458,3,1,24,76
6459,3,2,26,71
6460,3,2,55,168
6461,3,2,24,66
6462,3,3,24,73
6463,3,3,40,104
6464,3,1,12,64
6465,3,2,32,80
6466,3,2,34,126
6467,3,1,24,81
6468,3,2,28,76
6469,3,1,29,81
6470,3,2,45,112
6471,3,1,24,74
6472,3,3,96,188
6473,3,2,23,60
6474,3,2,75,177
6475,3,1,13,51
6476,3,3,57,176
6477,3,2,32,83
6478,3,3,81,198
6479,3,0,13,28
6480,3,2,61,177
6481,3,1,8,34
6482,3,1,13,37
6483,3,3,105,275
6484,3,3,59,179
6485,3,3,96,253
6486,3,2,32,87
6487,3,3,61,148
6488,3,1,26,75
6489,3,2,34,101
6490,3,1,19,45
6491,3,3,82,194
6492,3,2,38,85
6493,3,2,41,102
6494,3,3,26,64
6495,3,2,32,69
6496,3,1,30,71
6497,3,2,39,101
6498,3,2,28,77
6499,3,1,22,59
6500,3,2,26,74
6501,3,1,19,64
6502,3,2,43,107
6503,3,2,27,70
6504,3,1,31,104
6505,3,3,52,133
6506,3,1,12,44
6507,3,3,69,191
6508,3,2,40,106
6509,3,1,22,69
6510,3,2,26,66
6511,3,2,34,97
6512,3,3,71,194
6513,3,2,31,72
6514,3,1,20,57
6515,3,1,27,81
6516,3,3,94,248
6517,3,1,18,57
6518,3,1,20,58
6519,3,2,53,181
6520,3,2,69,159
6521,3,2,33,96
6522,3,2,24,86
6523,3,2,40,95
6524,3,2,37,77
6525,3,2,27,66
6526,3,1,18,49
6527,3,2,34,97
6528,3,2,23,65
6529,3,2,43,151
6530,3,3,94,299
6531,3,1,22,41
6532,3,3,66,160
6533,3,2,33,96
6534,3,1,27,65
6535,3,2,57,174
6536,3,2,60,150
6537,3,1,18,52
6538,3,0,19,74
6539,3,1,11,35
6540,3,2,19,54
6541,3,2,50,135
6542,3,2,66,143
6543,3,3,53,157
6544,3,2,34,78
6545,3,1,19,42
6546,3,1,32,57
6547,3,2,17,38
6548,3,1,15,57
6549,3,1,80,195
6550,3,1,9,34
6551,3,2,53,122
6552,3,1,28,53
6553,3,2,61,147
6554,3,3,66,148
6555,3,1,21,54
6556,3,1,17,70
6557,3,1,33,96
6558,3,1,23,64
6559,3,2,25,71
6560,3,1,35,70
6561,3,2,69,184
6562,3,1,28,81
6563,3,3,70,184
6564,3,3,79,196
6565,3,1,62,149
6566,3,3,52,128
6567,3,1,48,116
6568,3,1,18,52
6569,3,1,26,76
6570,3,2,39,109
6571,3,2,63,163
6572,3,3,51,143
6573,3,1,17,56
6575,3,3,84,204
6576,3,2,32,99
6577,3,1,24,70
6578,3,3,45,92
6579,3,2,58,145
6580,3,2,56,147
6581,3,1,32,64
6582,3,2,53,145
6583,3,2,41,77
6584,3,3,64,154
6585,3,0,13,31
6586,3,2,36,132
6587,3,1,36,91
6588,3,0,11,32
6589,3,1,35,77
6590,3,2,31,75
6591,3,1,35,96
6592,3,3,56,139
6593,3,2,35,96
6594,3,1,36,80
6595,3,1,23,76
6596,3,2,48,131
6597,3,3,74,157
6598,3,1,10,28
6599,3,3,47,110
6600,3,3,42,125
6601,3,2,43,113
6602,3,1,24,71
6603,3,1,19,65
6604,3,2,15,41
6605,3,1,18,38
6606,3,2,25,69
6607,3,2,30,82
6608,3,2,26,69
6609,3,2,35,75
6610,3,1,18,46
6611,3,1,20,56
6612,3,1,15,37
6613,3,1,18,53
6614,3,1,8,29
6615,3,3,39,98
6616,3,0,9,28
6617,3,2,34,114
6618,3,2,31,63
6619,3,3,58,167
6620,3,1,22,58
6621,3,1,22,65
6622,3,1,26,56
6623,3,2,59,157
6624,3,1,28,94
6625,3,2,26,79
6626,3,2,30,77
6627,3,2,48,126
6628,3,1,14,41
6629,3,1,24,61
6630,3,1,17,36
6631,3,2,49,123
6632,3,2,24,76
6633,3,3,75,178
6634,3,1,19,64
6635,3,2,29,90
6636,3,3,72,152
6637,3,3,68,164
6638,3,2,39,98
6639,3,2,38,98
6640,3,1,22,68
6641,3,1,16,68
6642,3,1,23,77
6643,3,2,51,144
6644,3,1,37,81
6645,3,3,64,157
6646,3,3,61,155
6647,3,1,10,54
6648,3,2,47,109
6649,3,1,8,30
6650,3,1,24,76
6651,3,3,58,172
6652,3,1,48,129
6653,3,1,47,121
6654,3,1,52,146
6655,3,3,54,174
6656,3,0,17,69
6657,3,3,75,184
6658,3,2,33,90
6659,3,2,49,108
6660,3,1,82,201
6661,3,3,53,157
6662,3,2,55,125
6663,3,2,28,87
6664,3,2,40,99
6665,3,2,41,100
6666,3,2,42,112
6667,3,1,19,66
6668,3,1,15,50
6669,3,3,48,103
6670,3,1,15,29
6671,3,1,13,47
6672,3,3,72,167
6673,3,0,16,38
6674,3,0,20,43
6675,3,2,41,93
6676,3,2,41,119
6677,3,3,62,170
6678,3,2,45,107
6679,3,2,54,141
6680,3,3,80,192
6681,3,2,56,125
6682,3,3,73,180
6683,3,1,42,128
6684,3,1,40,87
6685,3,2,31,77
6686,3,3,18,80
6687,3,2,46,135
6688,3,1,17,44
6689,3,1,20,44
6690,3,3,59,109
6691,3,1,33,77
6692,3,2,49,117
6693,3,2,51,126
6694,3,3,70,159
6695,3,1,16,80
6696,3,3,93,201
6697,3,2,31,103
6698,3,2,32,80
6699,3,3,47,139
6700,3,2,37,102
6701,3,3,75,170
6702,3,1,9,24
6703,3,1,29,60
6704,3,2,56,115
6705,3,3,105,230
6706,3,2,53,130
6707,3,3,67,134
6708,3,1,10,26
6709,3,2,45,136
6710,3,2,5,17
6711,3,2,37,87
6712,3,3,50,141
6713,3,2,35,87
6714,3,2,52,105
6715,3,2,4,12
6716,3,3,80,202
6717,3,2,63,143
6718,3,1,42,89
6719,3,1,15,45
6720,3,1,16,36
6721,3,2,46,145
6722,3,1,21,59
6723,3,1,20,85
6724,3,1,45,88
6725,3,1,16,51
6726,3,3,50,111
6727,3,3,68,159
6728,3,2,38,105
6729,3,1,30,86
6730,3,2,26,111
6731,3,1,6,27
6732,3,2,66,168
6733,3,3,81,206
6734,3,0,20,36
6735,3,3,59,154
6736,3,2,32,92
6737,3,1,26,69
6738,3,1,33,80
6739,3,1,35,139
6740,3,3,58,145
6741,3,3,70,197
6742,3,2,48,125
6743,3,1,20,66
6744,3,2,79,202
6745,3,2,39,99
6746,3,1,16,34
6747,3,2,41,103
6748,3,3,60,158
6749,3,2,38,93
6750,3,1,14,37
6751,3,3,87,216
6752,3,2,59,161
6753,3,1,15,56
6754,3,1,24,61
6755,3,3,42,95
6756,3,1,26,91
6757,3,2,61,142
6758,3,3,55,130
6759,3,1,16,50
6760,3,3,64,165
6761,3,1,28,91
6762,3,3,85,187
6763,3,2,42,109
6764,3,3,57,132
6765,3,3,56,121
6766,3,1,18,50
6767,3,2,47,128
6768,3,1,10,50
6769,3,1,54,120
6770,3,2,58,155
6771,3,2,67,134
6772,3,1,54,137
6773,3,1,27,87
6774,3,1,31,71
6775,3,2,37,110
6776,3,1,25,56
6777,3,1,24,79
6778,3,1,36,79
6779,3,3,69,176
6780,3,3,59,164
6781,3,2,77,199
6782,3,0,21,62
6783,3,2,47,121
6784,3,1,21,66
6785,3,1,20,54
6786,3,1,77,191
6787,3,2,36,99
6788,3,1,30,77
6789,3,3,44,140
6790,3,2,45,95
6791,3,2,53,155
6792,3,2,42,112
6793,3,1,19,47
6794,3,3,25,69
6795,3,1,24,62
6796,3,1,18,36
6797,3,2,26,64
6798,3,3,71,178
6799,3,3,16,50
6800,3,3,56,146
6801,3,1,12,43
6802,3,2,46,126
6803,3,2,33,90
6804,3,3,76,158
6805,3,3,79,207
6806,3,2,42,114
6807,3,1,26,84
6808,3,1,52,128
6809,3,3,60,145
6810,3,3,63,141
6811,3,3,83,212
6812,3,1,14,63
6813,3,1,35,87
6814,3,2,40,99
6815,3,2,59,169
6816,3,3,62,160
6817,3,1,29,86
6818,3,3,66,160
6819,3,1,15,52
6820,3,1,21,62
6821,3,1,9,35
6822,3,3,81,206
6823,3,1,23,58
6824,3,1,16,47
6825,3,3,50,135
6826,3,2,43,117
6827,3,2,33,85
6828,3,1,19,60
6829,3,1,19,67
6830,3,2,59,122
6831,3,3,75,204
6832,3,2,35,83
6833,3,1,25,78
6834,3,1,22,63
6835,3,1,11,39
6836,3,2,37,130
6837,3,1,42,104
6838,3,2,76,177
6839,3,1,22,85
6840,3,2,42,141
6841,3,1,23,52
6842,3,1,30,63
6843,3,1,50,126
6844,3,1,49,120
6845,3,3,74,207
6846,3,1,28,71
6847,3,1,34,117
6848,3,2,41,108
6849,3,3,81,184
6850,3,2,35,82
6851,3,2,30,110
6852,3,3,62,167
6853,3,3,57,156
6854,3,2,66,144
6855,3,2,30,78
6856,3,1,20,69
6857,3,2,71,160
6858,3,3,50,114
6859,3,2,30,94
6860,3,2,48,171
6861,3,1,24,63
6862,3,2,19,56
6863,3,3,61,167
6864,3,0,8,20
6865,3,2,19,58
6866,3,2,59,133
6867,3,2,28,73
6868,3,2,54,131
6869,3,1,42,139
6870,3,2,40,101
6871,3,2,53,148
6872,3,3,91,239
6873,3,2,53,132
6874,3,2,26,69
6875,3,1,20,66
6876,3,2,39,108
6877,3,2,80,172
6878,3,2,37,108
6879,3,3,31,122
6880,3,2,50,147
6881,3,2,40,112
6882,3,2,34,85
6883,3,1,27,64
6884,3,2,38,96
6885,3,1,11,39
6886,3,2,81,166
6887,3,1,25,48
6888,3,2,67,193
6889,3,2,52,116
6890,3,2,25,68
6891,3,1,29,72
6892,3,1,35,79
6893,3,2,28,80
6894,3,2,56,130
6895,3,2,44,121
6896,3,3,43,115
6897,3,2,53,137
6898,3,3,82,204
6899,3,3,63,154
6900,3,2,38,93
6901,3,2,41,100
6902,3,1,31,64
6903,3,2,66,184
6904,3,3,97,207
6905,3,1,19,53
6907,3,1,14,35
6908,3,2,28,122
6909,3,1,23,58
6910,3,2,61,144
6911,3,1,33,85
6912,3,2,44,136
6913,3,2,41,119
6914,3,1,12,46
6915,3,3,80,186
6916,3,1,18,56
6917,3,3,53,122
6918,3,1,34,78
6919,3,3,75,178
6920,3,2,51,160
6921,3,3,74,175
6922,3,1,22,60
6923,3,3,39,119
6924,3,2,55,145
6925,3,1,20,68
6926,3,3,101,222
6927,3,1,34,84
6928,3,0,18,58
6929,3,2,38,113
6930,3,2,77,188
6931,3,3,74,161
6932,3,2,49,107
6933,3,3,50,147
6934,3,1,21,68
6935,3,2,31,87
6936,3,2,43,113
6937,3,2,52,131
6938,3,2,43,99
6939,3,2,30,92
6940,3,3,70,154
6941,3,2,46,130
6942,3,2,19,86
6943,3,1,36,99
6944,3,3,70,164
6945,3,2,39,119
6946,3,3,61,130
6947,3,1,16,66
6948,3,1,12,22
6949,3,3,57,135
6950,3,1,33,86
6951,3,0,6,22
6952,3,1,25,72
6953,3,1,30,75
6954,3,1,6,10
6955,3,2,28,101
6956,3,2,15,31
6957,3,3,62,138
6958,3,3,45,118
6959,3,2,58,146
6960,3,2,45,115
6961,3,3,69,180
6962,3,1,13,43
6963,3,2,33,95
6964,3,2,29,87
6965,3,3,68,161
6966,3,1,15,49
6967,3,3,71,170
6968,3,3,81,175
6969,3,2,49,149
6970,3,2,47,140
6971,3,2,54,122
6972,3,2,46,133
6973,3,1,20,56
6974,3,1,73,180
6975,3,2,31,86
6976,3,1,16,49
6977,3,1,15,41
6978,3,1,10,29
6979,3,3,70,166
6980,3,1,29,55
6981,3,2,56,133
6982,3,3,58,138
6983,3,1,22,54
6984,3,1,64,184
6985,3,1,33,71
6986,3,3,46,108
6987,3,1,7,18
6988,3,2,63,163
6989,3,3,56,151
6990,3,1,26,77
6991,3,1,42,105
6992,3,2,41,78
6993,3,1,19,48
6994,3,1,33,73
6995,3,1,43,112
6996,3,2,24,117
6997,3,2,35,83
6998,3,1,7,36
6999,3,1,18,57
7000,3,2,46,105
7001,3,2,42,133
7002,3,2,43,112
7003,3,3,80,180
7004,3,2,36,83
7005,3,1,13,37
7006,3,1,23,58
7007,3,2,51,144
7008,3,1,46,110
7009,3,1,18,39
7010,3,1,34,78
7011,3,1,25,54
7012,3,1,21,45
7013,3,1,29,66
7014,3,1,28,97
7015,3,2,21,71
7016,3,1,28,58
7017,3,2,44,139
7018,3,2,41,99
7019,3,2,30,86
7020,3,3,73,207
7021,3,3,51,117
7022,3,2,46,133
7023,3,1,37,99
7024,3,0,4,16
7025,3,2,41,107
7026,3,3,53,141
7027,3,3,46,154
7028,3,3,55,145
7029,3,2,71,195
7030,3,1,29,75
7031,3,1,41,139
7032,3,2,51,143
7033,3,3,56,142
7034,3,3,73,163
7035,3,2,32,92
7036,3,3,96,220
7037,3,1,9,23
7038,3,2,23,68
7039,3,1,26,69
7040,3,3,96,203
7041,3,2,76,175
7042,3,2,30,75
7043,3,2,46,113
7044,3,1,15,48
7045,3,1,22,44
7046,3,1,8,15
7047,3,2,36,115
7048,3,1,12,30
7049,3,2,46,122
7050,3,3,57,117
7051,3,1,21,48
7052,3,1,30,87
7053,3,3,73,169
7054,3,3,79,221
7055,3,1,20,81
7056,3,3,48,113
7057,3,2,60,160
7058,3,1,23,61
7059,3,3,43,120
7060,3,1,27,75
7061,3,2,34,86
7062,3,1,23,65
7063,3,2,53,127
7064,3,1,29,89
7065,3,3,58,143
7066,3,2,58,151
7067,3,1,28,70
7068,3,2,28,83
7069,3,2,60,149
7070,3,1,34,85
7071,3,1,18,54
7072,3,2,53,110
7073,3,2,55,143
7074,3,1,20,72
7075,3,3,54,148
7076,3,2,52,118
7077,3,2,11,29
7078,3,1,23,67
7079,3,3,57,150
7080,3,2,56,158
7081,3,2,26,79
7082,3,3,75,183
7083,3,1,38,98
7084,3,1,30,62
7085,3,3,56,170
7086,3,1,25,72
7087,3,3,24,73
7088,3,2,36,129
7089,3,1,69,175
7090,3,1,17,53
7091,3,1,16,35
7092,3,1,27,56
7093,3,1,26,91
7094,3,1,26,70
7095,3,2,28,85
7096,3,2,62,139
7097,3,2,20,58
7098,3,2,10,31
7099,3,2,75,169
7100,3,1,17,46
7101,3,1,21,63
7102,3,1,33,94
7103,3,2,40,147
7104,3,1,36,79
7105,3,1,30,78
7106,3,2,28,95
7107,3,3,78,169
7108,3,1,29,72
7109,3,1,46,167
7110,3,2,34,96
7111,3,3,68,142
7112,3,1,8,15
7113,3,2,52,123
7114,3,1,18,41
7115,3,3,70,175
7116,3,3,36,97
7117,3,1,22,71
7118,3,1,27,60
7119,3,1,5,18
7120,3,3,36,98
7121,3,2,17,51
7122,3,2,33,101
7123,3,1,8,15
7124,3,3,46,118
7125,3,3,79,182
7126,3,3,46,119
7127,3,2,33,80
7128,3,2,63,175
7129,3,3,80,230
7130,3,3,60,150
7131,3,3,61,168
7132,3,1,18,54
7133,3,2,52,123
7134,3,1,22,79
7135,3,1,30,69
7136,3,2,58,130
7137,3,0,18,81
7138,3,1,24,67
7139,3,3,79,204
7140,3,2,33,97
7141,3,1,20,45
7142,3,2,42,89
7143,3,2,16,38
7144,3,3,48,168
7145,3,1,18,54
7146,3,2,49,123
7147,3,3,78,170
7148,3,1,35,100
7149,3,3,63,170
7150,3,1,13,36
7151,3,3,87,261
7152,3,1,36,110
7153,3,3,110,255
7154,3,3,52,118
7155,3,3,46,145
7156,3,1,18,46
7157,3,2,32,93
7158,3,2,34,81
7159,3,3,62,147
7160,3,1,68,170
7161,3,3,12,25
7162,3,2,48,109
7163,3,2,30,84
7164,3,2,55,154
7165,3,3,60,151
7166,3,2,43,105
7167,3,3,61,177
7168,3,1,30,81
7169,3,2,40,113
7170,3,1,36,76
7171,3,2,52,120
7172,3,2,26,78
7173,3,3,68,161
7174,3,3,57,141
7175,3,2,28,72
7176,3,1,34,81
7177,3,2,44,125
7178,3,1,35,88
7179,3,1,45,111
7180,3,1,21,56
7181,3,3,79,211
7182,3,1,54,138
7183,3,3,109,257
7184,3,2,53,155
7185,3,3,66,171
7186,3,2,80,213
7187,3,3,64,151
7188,3,3,72,156
7189,3,1,31,66
7190,3,1,60,176
7191,3,1,35,73
7192,3,0,13,36
7193,3,1,39,85
7194,3,1,17,68
7195,3,1,16,43
7196,3,2,29,92
7197,3,3,70,192
7198,3,2,43,100
7199,3,1,19,49
7200,3,2,50,117
7201,3,1,21,41
7202,3,2,68,183
7203,3,1,12,36
7204,3,3,80,177
7205,3,1,18,60
7206,3,1,32,92
7207,3,1,29,83
7208,3,1,19,53
7209,3,3,59,185
7210,3,2,44,102
7211,3,3,32,86
7212,3,3,110,227
7213,3,1,33,108
7214,3,2,32,110
7215,3,2,68,194
7216,3,2,45,122
7217,3,3,73,170
7218,3,3,58,160
7219,3,2,39,104
7220,3,1,16,51
7221,3,1,22,74
7222,3,3,51,121
7223,3,1,5,10
7224,3,3,55,151
7225,3,1,29,82
7226,3,2,30,95
7227,3,1,23,70
7228,3,2,30,104
7229,3,3,88,213
7230,3,1,23,60
7231,3,3,93,237
7232,3,1,10,22
7233,3,1,16,51
7234,3,1,25,67
7235,3,2,30,85
7236,3,1,14,33
7237,3,1,18,86
7238,3,1,28,82
7239,3,2,36,97
7240,3,1,76,170
7241,3,2,33,72
7242,3,2,44,116
7243,3,2,60,135
7244,3,3,76,205
7245,3,2,35,96
7246,3,3,56,143
7247,3,1,33,88
7248,3,3,72,194
7249,3,2,42,125
