id,set,human_score,char_4,word_count,char_6
3066,2,1,25,71,13
3067,2,4,169,423,84
3068,2,2,89,240,33
3069,2,4,195,624,75
3070,2,3,107,281,62
3071,2,4,133,292,67
3072,2,4,235,699,79
3073,2,4,444,1066,231
3074,2,4,245,593,122
3075,2,4,272,623,119
3076,2,3,116,336,56
3077,2,5,249,600,127
3078,2,3,122,450,48
3079,2,3,127,424,38
3080,2,4,197,455,82
3081,2,4,125,324,44
3082,2,3,105,239,47
3083,2,3,122,313,57
3084,2,3,162,472,79
3085,2,3,65,182,27
3086,2,2,51,119,8
3087,2,2,68,153,33
3088,2,3,140,335,57
3089,2,3,134,306,66
3090,2,3,128,363,43
3091,2,2,52,175,26
3092,2,3,44,178,8
3093,2,3,100,248,35
3094,2,4,97,349,37
3095,2,2,50,151,15
3096,2,1,43,140,8
3097,2,3,164,445,42
3098,2,3,83,201,32
3099,2,4,228,596,115
3100,2,3,115,359,55
3101,2,3,89,194,37
3102,2,3,113,255,53
3103,2,3,97,299,46
3104,2,5,254,639,119
3105,2,3,77,206,38
3106,2,4,280,585,127
3107,2,3,188,443,88
3108,2,3,112,267,61
3109,2,3,150,424,64
3110,2,3,96,213,52
3111,2,3,125,320,43
3112,2,3,110,235,61
3113,2,3,107,266,46
3114,2,4,187,512,70
3115,2,4,150,395,56
3116,2,3,90,252,35
3117,2,3,119,310,42
3118,2,2,47,145,20
3119,2,4,233,506,121
3120,2,3,178,406,76
3121,2,4,179,405,90
3122,2,4,146,408,61
3123,2,4,117,269,54
3124,2,4,107,350,48
3125,2,4,238,649,77
3126,2,4,212,483,106
3127,2,3,147,408,71
3128,2,4,139,391,56
3129,2,4,319,914,130
3130,2,4,221,454,112
3131,2,4,117,287,52
3132,2,3,155,377,65
3133,2,4,180,441,74
3134,2,4,170,468,71
3135,2,3,83,291,31
3136,2,4,149,419,59
3137,2,3,129,320,58
3138,2,4,127,329,61
3139,2,3,103,356,41
3140,2,4,161,408,62
3141,2,3,168,441,64
3142,2,4,158,464,67
3143,2,3,133,341,47
3144,2,4,134,290,80
3145,2,4,209,539,94
3146,2,3,81,210,29
3147,2,2,37,95,11
3148,2,3,72,193,34
3149,2,3,142,419,56
3150,2,4,242,571,107
3151,2,3,158,371,70
3152,2,4,134,316,72
3153,2,4,281,724,117
3154,2,3,72,188,45
3155,2,3,63,195,30
3156,2,4,117,299,48
3157,2,4,192,473,80
3158,2,2,63,181,28
3159,2,1,55,178,24
3160,2,3,117,423,44
3161,2,3,164,380,84
3162,2,4,195,434,94
3163,2,5,151,357,69
3164,2,3,99,287,36
3165,2,4,86,270,41
3166,2,4,216,487,110
3167,2,3,91,234,24
3168,2,4,124,301,53
3169,2,3,165,366,97
3170,2,3,98,351,15
3171,2,5,232,544,98
3172,2,4,228,565,95
3173,2,3,175,488,65
3174,2,3,87,275,32
3175,2,4,240,597,97
3176,2,4,209,526,79
3177,2,1,55,173,9
3178,2,4,129,324,47
3179,2,4,121,384,59
3180,2,3,226,660,102
3181,2,4,249,594,93
3182,2,2,80,170,26
3183,2,3,136,326,63
3184,2,3,164,377,71
3185,2,4,134,353,67
3186,2,2,96,300,19
3187,2,3,112,284,58
3188,2,3,127,403,45
3189,2,4,206,531,94
3190,2,4,131,366,35
3191,2,4,202,593,92
3192,2,3,67,191,31
3193,2,3,163,380,72
3194,2,3,139,433,54
3195,2,4,144,307,77
3196,2,4,185,564,66
3197,2,3,92,229,37
3198,2,2,76,238,24
3199,2,4,129,348,54
3200,2,4,226,583,103
3201,2,4,125,331,65
3202,2,5,217,557,89
3203,2,4,164,366,76
3204,2,3,163,344,87
3205,2,3,112,312,55
3206,2,4,331,948,110
3207,2,3,136,285,52
3208,2,4,163,387,81
3209,2,3,73,226,22
3210,2,4,175,431,76
3211,2,3,99,297,45
3212,2,4,255,667,84
3213,2,4,144,467,52
3214,2,4,297,656,145
3215,2,3,69,183,44
3216,2,4,200,522,86
3217,2,4,257,629,119
3218,2,3,119,313,64
3219,2,4,293,679,152
3220,2,3,137,464,54
3221,2,3,220,638,79
3222,2,3,55,162,23
3223,2,3,141,320,56
3224,2,3,163,439,83
3225,2,4,90,241,39
3226,2,4,124,340,50
3227,2,3,146,451,48
3228,2,4,277,684,120
3229,2,4,146,410,54
3230,2,2,33,118,10
3231,2,4,257,753,75
3232,2,3,66,193,37
3233,2,3,137,351,70
3234,2,3,134,318,63
3235,2,4,246,644,96
3236,2,4,210,516,79
3237,2,2,30,93,15
3238,2,2,96,248,37
3239,2,4,173,505,63
3240,2,2,88,255,22
3241,2,1,15,40,3
3242,2,4,131,387,59
3243,2,4,251,641,103
3244,2,2,60,136,19
3245,2,2,24,67,9
3246,2,3,75,270,34
3247,2,4,184,540,77
3248,2,4,136,392,45
3249,2,3,238,653,109
3250,2,2,37,113,14
3251,2,3,103,284,33
3252,2,4,140,393,61
3253,2,4,165,463,75
3254,2,5,198,508,98
3255,2,3,161,510,83
3256,2,3,96,247,36
3257,2,1,25,94,10
3258,2,4,204,621,103
3259,2,2,35,111,8
3260,2,4,175,481,62
3261,2,4,209,573,88
3262,2,4,111,325,36
3263,2,4,232,568,90
3264,2,2,55,160,29
3265,2,4,209,535,66
3266,2,4,320,734,161
3267,2,3,126,335,43
3268,2,3,169,423,65
3269,2,4,180,482,85
3270,2,3,167,454,60
3271,2,4,256,645,106
3272,2,2,63,144,20
3273,2,4,229,676,86
3274,2,4,132,384,62
3275,2,3,139,305,62
3276,2,3,149,481,53
3277,2,5,289,724,158
3278,2,4,244,601,96
3279,2,4,204,477,82
3280,2,3,61,148,28
3281,2,4,267,661,113
3282,2,4,208,564,79
3283,2,3,147,478,57
3284,2,4,85,253,39
3285,2,4,125,331,51
3286,2,3,157,585,47
3287,2,3,170,397,69
3288,2,4,195,452,99
3289,2,3,111,279,56
3290,2,4,126,446,43
3291,2,5,246,704,100
3292,2,4,255,654,137
3293,2,4,136,365,66
3294,2,4,152,387,72
3295,2,3,127,296,48
3296,2,4,146,416,42
3297,2,3,96,270,31
3298,2,4,251,598,100
3299,2,4,210,556,98
3300,2,4,157,461,79
3301,2,3,102,296,30
3302,2,4,168,457,73
3303,2,3,128,301,43
3304,2,3,113,292,61
3305,2,3,114,336,26
3306,2,5,217,495,105
3307,2,3,120,524,35
3308,2,4,176,414,73
3309,2,4,155,439,81
3310,2,6,309,767,162
3311,2,4,225,579,97
3312,2,4,193,515,88
3313,2,3,103,312,36
3314,2,3,150,389,44
3315,2,4,187,470,75
3316,2,3,239,612,100
3317,2,3,145,432,56
3318,2,3,109,294,38
3319,2,3,107,258,49
3320,2,4,136,389,63
3321,2,4,197,504,92
3322,2,3,98,259,46
3323,2,4,188,488,88
3324,2,3,65,186,17
3325,2,4,205,537,93
3326,2,3,108,319,40
3327,2,3,150,386,55
3328,2,3,143,330,82
3329,2,3,56,179,17
3330,2,3,117,279,45
3331,2,4,285,677,135
3332,2,3,86,222,47
3333,2,3,92,204,45
3334,2,4,190,494,65
3335,2,4,108,290,47
3336,2,3,74,203,25
3337,2,4,181,443,73
3338,2,3,104,299,62
3339,2,4,150,460,59
3340,2,4,214,593,84
3341,2,3,138,410,55
3342,2,4,202,486,84
3343,2,5,346,982,135
3344,2,3,258,535,123
3345,2,3,98,287,42
3346,2,2,57,149,27
3347,2,4,163,431,79
3348,2,4,131,321,58
3349,2,3,135,287,60
3350,2,3,82,291,23
3351,2,4,143,375,73
3352,2,2,60,139,32
3353,2,2,129,376,52
3354,2,3,57,196,23
3355,2,3,129,348,53
3356,2,3,128,363,49
3357,2,3,151,430,61
3358,2,3,147,391,50
3359,2,2,52,201,17
3360,2,4,103,267,35
3361,2,4,199,437,108
3362,2,4,132,320,71
3363,2,2,94,279,36
3364,2,4,143,347,73
3365,2,3,118,343,56
3366,2,4,146,414,72
3367,2,4,256,616,141
3368,2,4,147,374,70
3369,2,3,115,275,37
3370,2,4,180,499,82
3371,2,3,97,271,40
3372,2,3,130,301,51
3373,2,3,105,255,45
3374,2,4,142,324,75
3375,2,3,125,290,47
3376,2,4,191,453,83
3377,2,2,97,301,39
3378,2,3,80,244,34
3379,2,1,158,401,59
3380,2,3,144,377,68
3381,2,3,112,308,51
3382,2,4,79,195,28
3383,2,5,192,455,102
3384,2,4,190,518,89
3385,2,4,223,548,93
3386,2,4,202,497,96
3387,2,3,134,396,44
3388,2,3,81,195,26
3389,2,3,113,368,28
3390,2,3,130,412,46
3391,2,4,213,539,104
3392,2,3,87,220,35
3393,2,3,69,164,36
3394,2,3,201,448,107
3395,2,3,74,209,36
3396,2,3,163,409,43
3397,2,4,242,514,132
3398,2,4,202,586,106
3399,2,4,176,539,78
3400,2,3,192,549,87
3401,2,3,94,271,37
3402,2,4,153,401,74
3403,2,3,153,374,78
3404,2,4,117,343,55
3405,2,3,196,537,91
3406,2,4,173,454,85
3407,2,4,172,451,90
3408,2,3,157,415,52
3409,2,3,235,656,100
3410,2,3,94,224,45
3411,2,4,119,280,55
3412,2,4,179,483,73
3413,2,3,86,263,42
3414,2,4,161,429,72
3415,2,3,94,308,45
3416,2,3,95,268,31
3417,2,3,140,425,68
3418,2,5,331,757,116
3419,2,2,185,424,57
3420,2,4,202,532,90
3421,2,4,190,425,96
3422,2,2,62,225,19
3423,2,2,42,109,21
3424,2,4,224,534,97
3425,2,4,124,330,69
3426,2,1,24,67,7
3427,2,4,82,266,44
3428,2,6,206,508,104
3429,2,2,88,359,30
3430,2,3,102,289,47
3431,2,3,122,312,59
3432,2,4,124,403,23
3433,2,3,107,349,44
3434,2,2,54,156,27
3435,2,2,92,271,22
3436,2,4,122,314,48
3437,2,3,62,148,34
3438,2,3,116,330,35
3439,2,3,87,240,34
3440,2,4,225,534,96
3441,2,2,120,314,56
3442,2,4,121,337,38
3443,2,4,225,542,93
3444,2,4,142,359,53
3445,2,4,152,372,73
3446,2,4,163,437,86
3447,2,4,228,555,91
3448,2,3,169,382,90
3449,2,4,195,488,78
3450,2,3,116,302,44
3451,2,4,126,314,66
3452,2,3,151,427,45
3453,2,4,149,378,61
3454,2,2,57,127,25
3455,2,3,156,353,79
3456,2,3,110,298,60
3457,2,3,126,266,60
3458,2,4,152,488,45
3459,2,3,116,373,47
3460,2,4,215,495,101
3461,2,3,75,190,29
3462,2,3,109,344,43
3463,2,3,83,177,44
3464,2,4,215,545,85
3465,2,3,80,189,31
3466,2,3,97,246,47
3467,2,4,204,510,105
3468,2,4,160,369,83
3469,2,4,198,486,81
3470,2,4,207,563,77
3471,2,3,123,354,44
3472,2,3,85,216,35
3473,2,2,22,37,9
3474,2,4,215,484,85
3475,2,2,75,186,35
3476,2,3,185,436,105
3477,2,3,150,409,54
3478,2,2,142,401,55
3479,2,3,73,176,41
3480,2,3,112,292,49
3481,2,4,103,266,41
3482,2,3,121,271,50
3483,2,4,173,466,84
3484,2,3,91,237,35
3485,2,4,211,499,110
3486,2,1,35,108,22
3487,2,4,198,493,94
3488,2,3,147,356,57
3489,2,3,88,196,54
3490,2,4,129,324,62
3491,2,2,40,109,15
3492,2,4,210,694,82
3493,2,2,33,86,8
3494,2,2,108,287,31
3495,2,4,125,309,46
3496,2,4,128,370,67
3497,2,3,139,372,40
3498,2,4,129,361,45
3499,2,2,180,440,90
3500,2,2,54,179,21
3501,2,4,161,417,75
3502,2,3,121,342,50
3503,2,3,78,188,52
3504,2,4,99,355,28
3505,2,3,65,196,26
3506,2,4,134,359,68
3507,2,4,139,356,58
3508,2,3,148,367,63
3509,2,5,261,593,109
3510,2,3,104,281,35
3511,2,3,115,366,46
3512,2,4,175,450,75
3513,2,3,117,308,44
3514,2,4,153,400,73
3515,2,3,122,273,53
3516,2,4,208,540,81
3517,2,2,43,92,20
3518,2,4,154,369,72
3519,2,4,160,534,69
3520,2,4,223,535,138
3521,2,4,124,324,68
3522,2,3,123,277,55
3523,2,4,211,544,86
3524,2,4,133,322,53
3525,2,3,172,420,77
3526,2,3,93,309,30
3527,2,4,147,420,48
3528,2,4,216,496,90
3529,2,4,205,476,93
3530,2,4,181,433,82
3531,2,4,241,592,112
3532,2,3,106,255,57
3533,2,4,135,312,62
3534,2,3,142,425,58
3535,2,3,108,424,34
3536,2,3,91,250,51
3537,2,4,255,555,137
3538,2,3,134,381,63
3539,2,4,356,874,161
3540,2,3,150,414,68
3541,2,4,148,422,37
3542,2,4,181,478,64
3543,2,3,68,229,19
3544,2,4,129,314,75
3545,2,4,193,575,68
3546,2,4,317,776,165
3547,2,4,141,354,45
3548,2,3,134,357,68
3549,2,4,127,331,55
3550,2,4,202,558,72
3551,2,3,232,731,102
3552,2,3,125,341,46
3553,2,3,100,259,49
3554,2,3,113,349,63
3555,2,4,200,546,86
3556,2,1,21,72,8
3557,2,3,147,322,77
3558,2,3,105,310,46
3559,2,3,220,709,50
3560,2,3,150,424,56
3561,2,3,105,256,55
3562,2,3,118,291,54
3563,2,3,148,403,59
3564,2,4,138,348,62
3565,2,4,155,414,71
3566,2,4,148,365,46
3567,2,4,185,432,63
3568,2,5,131,339,60
3569,2,3,156,384,77
3570,2,5,229,537,107
3571,2,4,126,349,44
3572,2,2,80,296,22
3573,2,4,190,465,92
3574,2,4,146,304,76
3575,2,3,326,974,106
3576,2,3,87,234,35
3577,2,4,167,378,61
3578,2,4,141,368,63
3579,2,4,207,534,88
3580,2,3,101,263,31
3581,2,3,134,428,48
3582,2,3,65,171,30
3583,2,3,95,285,40
3584,2,4,102,234,39
3585,2,3,76,340,25
3586,2,3,104,327,34
3587,2,3,55,171,17
3588,2,2,69,241,12
3589,2,4,205,549,105
3590,2,2,176,528,66
3591,2,3,217,471,97
3592,2,3,116,279,49
3593,2,4,152,394,72
3594,2,4,303,724,106
3595,2,4,192,457,69
3596,2,4,219,705,70
3597,2,2,50,159,12
3598,2,3,116,302,57
3599,2,3,111,353,45
3600,2,4,108,362,36
3601,2,4,234,549,117
3602,2,3,78,271,37
3603,2,2,57,231,20
3604,2,3,74,236,16
3605,2,3,251,748,118
3606,2,4,129,378,41
3607,2,4,289,583,146
3608,2,4,163,442,64
3609,2,4,219,557,71
3610,2,3,81,213,37
3611,2,2,40,143,12
3612,2,4,131,316,65
3613,2,4,165,419,78
3614,2,4,182,518,83
3615,2,4,138,376,56
3616,2,4,128,349,44
3617,2,3,99,246,34
3618,2,4,107,409,37
3619,2,4,177,432,92
3620,2,4,232,580,78
3621,2,4,149,413,73
3622,2,5,186,565,42
3623,2,3,73,190,33
3624,2,4,144,344,72
3625,2,3,100,293,34
3626,2,5,234,511,103
3627,2,4,164,381,68
3628,2,4,212,605,100
3629,2,4,126,335,68
3630,2,3,127,261,47
3631,2,3,126,304,52
3632,2,3,55,181,15
3633,2,3,97,248,51
3634,2,3,78,206,33
3635,2,3,93,260,49
3636,2,4,197,595,58
3637,2,4,175,471,57
3638,2,4,129,286,67
3639,2,3,99,263,34
3640,2,4,267,635,117
3641,2,2,60,165,24
3642,2,3,164,378,78
3643,2,2,57,142,24
3644,2,4,112,320,43
3645,2,3,97,268,44
3646,2,4,156,411,64
3647,2,4,209,476,85
3648,2,5,223,494,119
3649,2,4,157,491,39
3650,2,4,153,373,95
3651,2,4,168,415,70
3652,2,4,223,628,77
3653,2,4,295,886,87
3654,2,4,149,378,73
3655,2,3,108,281,59
3656,2,2,19,69,6
3657,2,4,177,390,97
3658,2,5,203,614,61
3659,2,3,53,153,15
3660,2,3,138,363,53
3661,2,4,211,511,118
3662,2,4,206,544,82
3663,2,2,58,116,27
3664,2,4,160,376,77
3665,2,3,111,291,44
3666,2,3,134,340,55
3667,2,2,119,299,36
3668,2,4,150,453,77
3669,2,4,107,244,48
3670,2,1,9,62,1
3671,2,3,140,434,68
3672,2,3,117,354,44
3673,2,3,59,241,21
3674,2,4,171,395,82
3675,2,3,139,375,61
3676,2,4,238,540,125
3677,2,4,200,493,88
3678,2,4,99,312,40
3679,2,3,121,406,48
3680,2,3,103,249,49
3681,2,3,126,364,32
3682,2,4,180,399,86
3683,2,4,171,472,52
3684,2,3,71,219,21
3685,2,2,71,180,22
3686,2,3,86,295,22
3687,2,4,221,505,79
3688,2,4,157,408,53
3689,2,4,169,508,68
3690,2,3,108,332,34
3691,2,4,190,387,100
3692,2,4,161,384,75
3693,2,3,146,392,65
3694,2,3,179,398,80
3695,2,3,112,282,54
3696,2,4,134,375,52
3697,2,4,275,808,114
3698,2,4,188,494,80
3699,2,2,44,104,15
3700,2,4,159,404,79
3701,2,3,134,351,48
3702,2,3,107,273,49
3703,2,3,111,295,38
3704,2,4,108,234,64
3705,2,2,58,248,17
3706,2,3,99,273,40
3707,2,5,194,461,74
3708,2,4,175,437,70
3709,2,3,142,383,51
3710,2,2,78,240,25
3711,2,3,116,291,49
3712,2,3,115,300,43
3713,2,4,195,485,90
3714,2,2,47,107,23
3715,2,4,93,304,35
3716,2,3,168,353,55
3717,2,3,89,311,34
3718,2,3,120,301,36
3719,2,4,250,748,78
3720,2,3,132,423,53
3721,2,4,176,428,83
3722,2,5,218,564,92
3723,2,5,261,601,137
3724,2,2,96,270,36
3725,2,3,86,279,31
3726,2,4,119,287,42
3727,2,3,84,276,39
3728,2,4,150,402,81
3729,2,3,87,296,38
3730,2,3,109,318,37
3731,2,3,68,191,17
3732,2,3,130,328,57
3733,2,3,133,289,58
3734,2,2,42,153,13
3735,2,3,126,321,62
3736,2,4,241,535,80
3737,2,4,152,439,56
3738,2,3,99,324,35
3739,2,2,99,227,31
3740,2,4,218,595,85
3741,2,2,31,81,12
3742,2,4,201,476,88
3743,2,3,121,305,45
3744,2,3,104,292,29
3745,2,2,80,210,28
3746,2,4,221,572,79
3747,2,4,104,281,48
3748,2,4,156,337,70
3749,2,3,150,323,65
3750,2,4,163,371,92
3751,2,4,281,676,155
3752,2,4,113,300,40
3753,2,3,144,346,75
3754,2,3,99,270,40
3755,2,4,191,530,91
3756,2,4,187,536,53
3757,2,3,134,440,41
3758,2,3,81,246,40
3759,2,2,82,210,39
3760,2,4,94,332,33
3761,2,4,308,857,125
3762,2,2,57,141,26
3763,2,4,194,507,81
3764,2,3,120,405,52
3765,2,4,147,385,67
3766,2,3,87,185,40
3767,2,4,174,382,87
3768,2,4,301,784,130
3769,2,3,91,284,46
3770,2,4,168,377,105
3771,2,4,146,375,60
3772,2,3,92,277,30
3773,2,3,128,364,43
3774,2,3,128,333,56
3775,2,4,148,436,72
3776,2,4,145,446,60
3777,2,4,152,369,73
3778,2,3,138,396,52
3779,2,2,31,152,11
3780,2,4,209,550,87
3781,2,4,152,398,66
3782,2,3,118,346,22
3783,2,4,161,453,53
3784,2,5,265,697,135
3785,2,2,45,106,15
3786,2,4,101,280,38
3787,2,3,106,301,35
3788,2,4,184,394,77
3789,2,3,101,249,58
3790,2,3,90,246,39
3791,2,4,164,449,51
3792,2,3,115,257,43
3793,2,5,291,612,163
3794,2,3,166,430,71
3795,2,4,160,482,53
3796,2,4,164,399,68
3797,2,3,149,377,66
3798,2,4,219,646,93
3799,2,3,84,224,39
3800,2,3,112,409,23
3801,2,2,40,91,21
3802,2,4,206,455,77
3803,2,3,65,174,30
3804,2,4,130,350,65
3805,2,3,52,109,27
3806,2,3,168,371,95
3807,2,4,125,264,67
3808,2,3,87,220,49
3809,2,5,248,533,121
3810,2,3,98,281,30
3811,2,3,126,306,59
3812,2,3,110,321,47
3813,2,2,107,286,46
3814,2,3,106,405,33
3815,2,4,130,347,55
3816,2,3,121,300,43
3817,2,3,36,152,10
3818,2,4,118,268,64
3819,2,4,242,847,57
3820,2,3,143,345,61
3821,2,3,117,320,57
3822,2,3,131,285,76
3823,2,3,65,183,36
3824,2,4,182,526,73
3825,2,4,118,307,67
3826,2,4,203,564,81
3827,2,4,184,465,88
3828,2,3,82,264,22
3829,2,3,140,355,83
3830,2,4,122,362,53
3831,2,3,94,215,58
3832,2,4,140,450,55
3833,2,4,187,489,66
3834,2,3,112,391,33
3835,2,4,122,330,59
3836,2,4,207,531,100
3837,2,3,83,197,45
3838,2,3,76,215,39
3839,2,3,98,329,36
3840,2,4,272,733,118
3841,2,3,64,196,20
3842,2,3,147,402,44
3843,2,3,156,448,47
3844,2,4,170,444,74
3845,2,2,26,85,9
3846,2,4,164,445,55
3847,2,4,240,693,80
3848,2,4,138,381,70
3849,2,4,186,467,85
3850,2,3,72,263,20
3851,2,3,151,403,56
3852,2,3,141,362,57
3853,2,4,84,259,37
3854,2,3,134,325,42
3855,2,3,97,273,55
3856,2,4,134,349,49
3857,2,3,180,536,76
3858,2,3,139,335,69
3859,2,3,198,517,75
3860,2,3,141,429,49
3861,2,3,71,235,35
3862,2,5,277,600,146
3863,2,3,141,369,53
3864,2,4,150,367,70
3865,2,4,121,336,53
3866,2,4,74,235,36
3867,2,3,93,239,46
3868,2,4,146,405,67
3869,2,3,178,404,94
3870,2,3,113,301,54
3871,2,4,185,402,95
3872,2,4,136,527,41
3873,2,5,352,877,169
3874,2,3,94,249,29
3875,2,5,287,615,159
3876,2,4,224,544,93
3877,2,4,166,389,59
3878,2,3,110,361,36
3879,2,1,15,46,5
3880,2,3,68,187,32
3881,2,5,136,338,68
3882,2,3,43,154,15
3883,2,1,15,48,7
3884,2,3,98,379,33
3885,2,3,143,351,46
3886,2,3,134,379,59
3887,2,4,100,254,46
3888,2,5,173,417,65
3889,2,4,170,480,85
3890,2,3,157,407,97
3891,2,3,98,242,37
3892,2,3,142,340,70
3893,2,4,196,479,83
3894,2,3,143,388,63
3895,2,4,86,287,38
3896,2,4,213,558,78
3897,2,4,90,322,40
3898,2,3,188,419,63
3899,2,4,159,432,49
3900,2,3,132,355,34
3901,2,3,142,331,71
3902,2,4,211,479,92
3903,2,2,24,47,12
3904,2,4,169,432,73
3905,2,3,119,309,38
3906,2,4,288,616,153
3907,2,4,129,318,72
3908,2,5,254,606,95
3909,2,4,173,452,71
3910,2,3,125,366,36
3911,2,3,146,476,52
3912,2,3,140,342,64
3913,2,3,123,280,53
3914,2,3,127,294,58
3915,2,3,168,397,64
3916,2,4,122,357,36
3917,2,3,118,360,47
3918,2,4,218,503,108
3919,2,4,215,512,93
3920,2,4,231,560,113
3921,2,3,158,437,54
3922,2,3,183,456,88
3923,2,4,178,439,73
3924,2,3,194,485,68
3925,2,5,189,579,78
3926,2,3,120,441,41
3927,2,3,135,310,53
3928,2,3,97,335,35
3929,2,3,98,319,33
3930,2,3,178,478,88
3931,2,4,162,374,74
3932,2,4,206,521,105
3933,2,3,121,378,55
3934,2,4,185,392,70
3935,2,3,159,365,66
3936,2,3,109,359,36
3937,2,5,196,493,82
3938,2,3,131,400,45
3939,2,4,154,437,72
3940,2,4,118,350,55
3941,2,2,90,253,29
3942,2,3,160,508,40
3943,2,4,119,455,47
3944,2,4,147,414,66
3945,2,3,141,368,60
3946,2,4,134,301,58
3947,2,3,111,493,25
3948,2,3,114,240,45
3949,2,4,177,456,82
3950,2,3,105,270,36
3951,2,5,368,831,188
3952,2,2,60,173,21
3953,2,4,158,436,77
3954,2,4,161,423,60
3955,2,4,176,445,66
3956,2,4,260,612,125
3957,2,2,79,196,25
3958,2,3,174,452,53
3959,2,3,188,537,66
3960,2,4,123,364,45
3961,2,4,254,581,112
3962,2,4,228,570,104
3963,2,4,177,407,85
3964,2,3,107,231,52
3965,2,4,267,647,114
3966,2,3,40,195,18
3967,2,3,93,267,34
3968,2,3,138,413,50
3969,2,3,154,452,54
3970,2,4,249,624,98
3971,2,3,86,206,42
3972,2,4,90,206,37
3973,2,3,54,180,28
3974,2,2,17,50,9
3975,2,4,142,381,59
3976,2,4,95,338,47
3977,2,4,176,494,77
3978,2,4,195,471,105
3979,2,3,86,236,38
3980,2,3,92,238,28
3981,2,4,267,655,130
3982,2,4,193,474,79
3983,2,5,293,591,154
3984,2,4,189,511,73
3985,2,3,77,217,25
3986,2,3,269,610,103
3987,2,3,96,239,28
3988,2,4,153,370,67
3989,2,4,120,313,51
3990,2,4,166,451,74
3991,2,4,150,465,57
3992,2,4,199,463,74
3993,2,3,82,210,31
3994,2,4,195,506,93
3995,2,3,123,302,61
3996,2,4,200,461,79
3997,2,3,102,204,45
3998,2,4,112,318,52
3999,2,4,187,460,98
4000,2,2,76,307,18
4001,2,4,136,438,57
4002,2,3,122,408,45
4003,2,4,143,352,60
4004,2,2,41,113,15
4005,2,4,153,470,58
4006,2,3,97,256,46
4007,2,3,116,379,29
4008,2,2,23,49,7
4009,2,1,24,53,5
4010,2,4,266,508,141
4011,2,3,120,261,58
4012,2,4,116,273,58
4013,2,3,149,344,71
4014,2,4,183,517,78
4015,2,4,253,674,95
4016,2,4,162,395,74
4017,2,3,130,326,49
4018,2,4,195,446,95
4019,2,3,187,450,83
4020,2,3,121,380,46
4021,2,4,149,398,67
4022,2,4,226,453,124
4023,2,4,131,367,44
4024,2,1,11,39,4
4025,2,4,174,450,72
4026,2,5,291,670,146
4027,2,4,92,230,30
4028,2,5,189,491,91
4029,2,3,137,425,47
4030,2,3,103,351,45
4031,2,3,75,209,25
4032,2,3,134,329,63
4033,2,5,205,465,82
4034,2,3,127,343,42
4035,2,3,173,386,90
4036,2,4,154,498,46
4037,2,3,214,531,88
4038,2,4,241,652,104
4039,2,4,132,352,59
4040,2,3,212,531,97
4041,2,3,181,486,45
4042,2,3,134,331,54
4043,2,3,115,349,39
4044,2,5,234,642,111
4045,2,3,112,324,64
4046,2,4,293,746,159
4047,2,3,87,196,44
4048,2,3,97,245,44
4049,2,4,217,584,83
4050,2,2,139,402,28
