id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10
3115,2,4,150,395,56,165,13
3116,2,3,90,252,35,88,13
3117,2,3,119,310,42,124,12
3118,2,2,47,145,20,48,7
3119,2,4,233,506,121,222,21
3120,2,3,178,406,76,152,20
3121,2,4,179,405,90,180,15
3122,2,4,146,408,61,145,15
3123,2,4,117,269,54,95,13
3124,2,4,107,350,48,138,14
3125,2,4,238,649,77,311,27
3126,2,4,212,483,106,191,19
3127,2,3,147,408,71,156,18
3128,2,4,139,391,56,166,17
3129,2,4,319,914,130,347,24
3130,2,4,221,454,112,196,19
3131,2,4,117,287,52,125,10
3132,2,3,155,377,65,129,17
3133,2,4,180,441,74,189,22
3134,2,4,170,468,71,180,23
3135,2,3,83,291,31,113,10
3136,2,4,149,419,59,183,18
3137,2,3,129,320,58,137,14
3138,2,4,127,329,61,135,17
3139,2,3,103,356,41,157,13
3140,2,4,161,408,62,185,14
3141,2,3,168,441,64,172,22
3142,2,4,158,464,67,216,15
3143,2,3,133,341,47,132,13
3144,2,4,134,290,80,101,15
3145,2,4,209,539,94,241,31
3146,2,3,81,210,29,86,9
3147,2,2,37,95,11,35,4
3148,2,3,72,193,34,82,7
3149,2,3,142,419,56,178,15
3150,2,4,242,571,107,241,24
3151,2,3,158,371,70,159,15
3152,2,4,134,316,72,106,16
3153,2,4,281,724,117,323,30
3154,2,3,72,188,45,71,6
3155,2,3,63,195,30,85,9
3156,2,4,117,299,48,122,13
3157,2,4,192,473,80,203,21
3158,2,2,63,181,28,67,7
3159,2,1,55,178,24,69,7
3160,2,3,117,423,44,169,20
3161,2,3,164,380,84,156,17
3162,2,4,195,434,94,211,22
3163,2,5,151,357,69,143,18
3164,2,3,99,287,36,112,11
3165,2,4,86,270,41,113,11
3166,2,4,216,487,110,231,20
3167,2,3,91,234,24,111,8
3168,2,4,124,301,53,126,15
3169,2,3,165,366,97,137,17
3170,2,3,98,351,15,127,14
3171,2,5,232,544,98,238,23
3172,2,4,228,565,95,212,20
3173,2,3,175,488,65,166,22
3174,2,3,87,275,32,104,9
3175,2,4,240,597,97,247,24
3176,2,4,209,526,79,226,19
3177,2,1,55,173,9,58,4
3178,2,4,129,324,47,149,16
3179,2,4,121,384,59,161,19
3180,2,3,226,660,102,226,28
3181,2,4,249,594,93,260,27
3182,2,2,80,170,26,67,6
3183,2,3,136,326,63,134,12
3184,2,3,164,377,71,174,15
3185,2,4,134,353,67,134,15
3186,2,2,96,300,19,139,12
3187,2,3,112,284,58,99,14
3188,2,3,127,403,45,174,11
3189,2,4,206,531,94,257,27
3190,2,4,131,366,35,148,18
3191,2,4,202,593,92,209,24
3192,2,3,67,191,31,67,10
3193,2,3,163,380,72,153,19
3194,2,3,139,433,54,155,13
3195,2,4,144,307,77,125,12
3196,2,4,185,564,66,213,15
3197,2,3,92,229,37,103,9
3198,2,2,76,238,24,93,10
3199,2,4,129,348,54,139,15
3200,2,4,226,583,103,231,20
3201,2,4,125,331,65,118,19
3202,2,5,217,557,89,203,30
3203,2,4,164,366,76,162,17
3204,2,3,163,344,87,115,13
3205,2,3,112,312,55,107,12
3206,2,4,331,948,110,429,37
3207,2,3,136,285,52,116,10
3208,2,4,163,387,81,155,16
3209,2,3,73,226,22,95,7
3210,2,4,175,431,76,172,17
3211,2,3,99,297,45,100,11
3212,2,4,255,667,84,305,29
3213,2,4,144,467,52,210,24
3214,2,4,297,656,145,250,23
3215,2,3,69,183,44,56,6
3216,2,4,200,522,86,244,17
3217,2,4,257,629,119,259,28
3218,2,3,119,313,64,118,11
3219,2,4,293,679,152,247,31
3220,2,3,137,464,54,204,19
3221,2,3,220,638,79,225,26
3222,2,3,55,162,23,63,6
3223,2,3,141,320,56,125,17
3224,2,3,163,439,83,175,16
3225,2,4,90,241,39,107,11
3226,2,4,124,340,50,125,13
3227,2,3,146,451,48,208,17
3228,2,4,277,684,120,308,30
3229,2,4,146,410,54,171,11
3230,2,2,33,118,10,43,4
3231,2,4,257,753,75,311,39
3232,2,3,66,193,37,79,9
3233,2,3,137,351,70,147,18
3234,2,3,134,318,63,132,13
3235,2,4,246,644,96,255,32
3236,2,4,210,516,79,218,23
3237,2,2,30,93,15,30,5
3238,2,2,96,248,37,106,11
3239,2,4,173,505,63,203,18
3240,2,2,88,255,22,109,11
3241,2,1,15,40,3,17,2
3242,2,4,131,387,59,154,15
3243,2,4,251,641,103,270,18
3244,2,2,60,136,19,74,8
3245,2,2,24,67,9,27,4
3246,2,3,75,270,34,87,11
3247,2,4,184,540,77,230,23
3248,2,4,136,392,45,118,15
3249,2,3,238,653,109,257,29
3250,2,2,37,113,14,52,6
3251,2,3,103,284,33,120,9
3252,2,4,140,393,61,202,17
3253,2,4,165,463,75,185,22
3254,2,5,198,508,98,182,17
3255,2,3,161,510,83,195,21
3256,2,3,96,247,36,92,12
3257,2,1,25,94,10,31,5
3258,2,4,204,621,103,231,21
3259,2,2,35,111,8,50,4
3260,2,4,175,481,62,186,19
3261,2,4,209,573,88,232,19
3262,2,4,111,325,36,152,18
3263,2,4,232,568,90,224,23
3264,2,2,55,160,29,64,5
3265,2,4,209,535,66,234,18
3266,2,4,320,734,161,295,27
3267,2,3,126,335,43,132,16
3268,2,3,169,423,65,186,21
3269,2,4,180,482,85,181,16
3270,2,3,167,454,60,187,20
3271,2,4,256,645,106,256,14
3272,2,2,63,144,20,66,6
3273,2,4,229,676,86,318,26
3274,2,4,132,384,62,140,16
3275,2,3,139,305,62,109,17
3276,2,3,149,481,53,213,20
3277,2,5,289,724,158,258,32
3278,2,4,244,601,96,294,39
3279,2,4,204,477,82,180,23
3280,2,3,61,148,28,63,6
3281,2,4,267,661,113,280,26
3282,2,4,208,564,79,238,25
3283,2,3,147,478,57,196,23
3284,2,4,85,253,39,93,10
3285,2,4,125,331,51,133,16
3286,2,3,157,585,47,222,25
3287,2,3,170,397,69,177,19
3288,2,4,195,452,99,173,17
3289,2,3,111,279,56,98,14
3290,2,4,126,446,43,140,21
3291,2,5,246,704,100,274,31
3292,2,4,255,654,137,272,34
3293,2,4,136,365,66,154,16
3294,2,4,152,387,72,146,19
3295,2,3,127,296,48,133,10
3296,2,4,146,416,42,159,21
3297,2,3,96,270,31,95,12
3298,2,4,251,598,100,223,26
3299,2,4,210,556,98,216,24
3300,2,4,157,461,79,162,17
3301,2,3,102,296,30,124,17
3302,2,4,168,457,73,167,19
3303,2,3,128,301,43,141,14
3304,2,3,113,292,61,107,13
3305,2,3,114,336,26,135,15
3306,2,5,217,495,105,186,24
3307,2,3,120,524,35,236,19
3308,2,4,176,414,73,171,19
3309,2,4,155,439,81,196,19
3310,2,6,309,767,162,307,33
3311,2,4,225,579,97,233,30
3312,2,4,193,515,88,227,23
3313,2,3,103,312,36,131,12
3314,2,3,150,389,44,184,20
3315,2,4,187,470,75,204,24
3316,2,3,239,612,100,257,20
3317,2,3,145,432,56,185,18
3318,2,3,109,294,38,111,12
3319,2,3,107,258,49,110,13
3320,2,4,136,389,63,162,15
3321,2,4,197,504,92,204,21
3322,2,3,98,259,46,110,14
3323,2,4,188,488,88,188,19
3324,2,3,65,186,17,93,9
3325,2,4,205,537,93,220,19
3326,2,3,108,319,40,137,14
3327,2,3,150,386,55,186,15
3328,2,3,143,330,82,128,17
3329,2,3,56,179,17,77,8
3330,2,3,117,279,45,134,13
3331,2,4,285,677,135,290,30
3332,2,3,86,222,47,88,8
3333,2,3,92,204,45,73,9
3334,2,4,190,494,65,191,25
3335,2,4,108,290,47,93,13
3336,2,3,74,203,25,93,10
3337,2,4,181,443,73,200,20
3338,2,3,104,299,62,124,15
3339,2,4,150,460,59,184,16
3340,2,4,214,593,84,246,28
3341,2,3,138,410,55,167,16
3342,2,4,202,486,84,208,26
3343,2,5,346,982,135,415,42
3344,2,3,258,535,123,235,27
3345,2,3,98,287,42,104,8
3346,2,2,57,149,27,55,7
3347,2,4,163,431,79,166,18
3348,2,4,131,321,58,134,7
3349,2,3,135,287,60,136,17
3350,2,3,82,291,23,122,13
3351,2,4,143,375,73,154,18
3352,2,2,60,139,32,67,5
3353,2,2,129,376,52,160,16
3354,2,3,57,196,23,74,11
3355,2,3,129,348,53,133,19
3356,2,3,128,363,49,150,15
3357,2,3,151,430,61,169,17
3358,2,3,147,391,50,152,13
3359,2,2,52,201,17,70,7
3360,2,4,103,267,35,115,11
3361,2,4,199,437,108,153,19
3362,2,4,132,320,71,121,16
3363,2,2,94,279,36,111,10
3364,2,4,143,347,73,137,15
3365,2,3,118,343,56,133,13
3366,2,4,146,414,72,146,15
3367,2,4,256,616,141,242,21
3368,2,4,147,374,70,164,20
3369,2,3,115,275,37,112,6
3370,2,4,180,499,82,184,24
3371,2,3,97,271,40,90,11
3372,2,3,130,301,51,149,11
3373,2,3,105,255,45,109,11
3374,2,4,142,324,75,133,14
3375,2,3,125,290,47,118,11
3376,2,4,191,453,83,162,16
3377,2,2,97,301,39,116,13
3378,2,3,80,244,34,101,10
3379,2,1,158,401,59,177,22
3380,2,3,144,377,68,147,16
3381,2,3,112,308,51,118,14
3382,2,4,79,195,28,72,12
3383,2,5,192,455,102,165,19
3384,2,4,190,518,89,212,25
3385,2,4,223,548,93,244,25
3386,2,4,202,497,96,194,18
3387,2,3,134,396,44,172,19
3388,2,3,81,195,26,79,8
3389,2,3,113,368,28,142,20
3390,2,3,130,412,46,163,10
3391,2,4,213,539,104,223,24
3392,2,3,87,220,35,78,11
3393,2,3,69,164,36,68,9
3394,2,3,201,448,107,192,23
3395,2,3,74,209,36,91,10
3396,2,3,163,409,43,181,12
3397,2,4,242,514,132,207,24
3398,2,4,202,586,106,227,25
3399,2,4,176,539,78,230,22
3400,2,3,192,549,87,189,25
3401,2,3,94,271,37,93,13
3402,2,4,153,401,74,158,18
3403,2,3,153,374,78,176,15
3404,2,4,117,343,55,123,18
3405,2,3,196,537,91,205,23
3406,2,4,173,454,85,202,24
3407,2,4,172,451,90,172,21
3408,2,3,157,415,52,203,13
3409,2,3,235,656,100,270,21
3410,2,3,94,224,45,83,10
3411,2,4,119,280,55,133,14
3412,2,4,179,483,73,211,25
3413,2,3,86,263,42,107,13
3414,2,4,161,429,72,155,19
3415,2,3,94,308,45,120,9
3416,2,3,95,268,31,122,8
3417,2,3,140,425,68,142,15
3418,2,5,331,757,116,328,31
3419,2,2,185,424,57,167,11
3420,2,4,202,532,90,202,23
3421,2,4,190,425,96,168,17
3422,2,2,62,225,19,83,13
3423,2,2,42,109,21,50,5
3424,2,4,224,534,97,198,19
3425,2,4,124,330,69,134,13
3426,2,1,24,67,7,29,4
3427,2,4,82,266,44,101,12
3428,2,6,206,508,104,221,21
3429,2,2,88,359,30,128,17
3430,2,3,102,289,47,113,11
3431,2,3,122,312,59,119,18
3432,2,4,124,403,23,162,16
3433,2,3,107,349,44,124,10
3434,2,2,54,156,27,54,5
3435,2,2,92,271,22,108,16
3436,2,4,122,314,48,143,15
3437,2,3,62,148,34,58,7
3438,2,3,116,330,35,143,7
3439,2,3,87,240,34,105,11
3440,2,4,225,534,96,196,27
3441,2,2,120,314,56,107,12
3442,2,4,121,337,38,153,17
3443,2,4,225,542,93,208,29
3444,2,4,142,359,53,153,13
3445,2,4,152,372,73,154,14
3446,2,4,163,437,86,166,16
3447,2,4,228,555,91,186,26
3448,2,3,169,382,90,167,17
3449,2,4,195,488,78,199,24
3450,2,3,116,302,44,110,12
3451,2,4,126,314,66,109,14
3452,2,3,151,427,45,202,17
3453,2,4,149,378,61,184,14
3454,2,2,57,127,25,56,7
3455,2,3,156,353,79,110,17
3456,2,3,110,298,60,117,16
3457,2,3,126,266,60,119,11
3458,2,4,152,488,45,189,16
3459,2,3,116,373,47,141,18
3460,2,4,215,495,101,187,25
3461,2,3,75,190,29,70,9
3462,2,3,109,344,43,152,15
3463,2,3,83,177,44,74,10
3464,2,4,215,545,85,231,24
3465,2,3,80,189,31,69,10
3466,2,3,97,246,47,90,10
3467,2,4,204,510,105,212,21
3468,2,4,160,369,83,130,15
3469,2,4,198,486,81,209,20
3470,2,4,207,563,77,243,26
3471,2,3,123,354,44,149,11
3472,2,3,85,216,35,87,10
3473,2,2,22,37,9,16,3
3474,2,4,215,484,85,208,21
3475,2,2,75,186,35,76,8
3476,2,3,185,436,105,173,18
3477,2,3,150,409,54,165,10
3478,2,2,142,401,55,155,20
3479,2,3,73,176,41,57,10
3480,2,3,112,292,49,105,12
3481,2,4,103,266,41,125,11
3482,2,3,121,271,50,138,11
3483,2,4,173,466,84,202,22
3484,2,3,91,237,35,111,9
3485,2,4,211,499,110,192,22
3486,2,1,35,108,22,36,4
3487,2,4,198,493,94,201,17
3488,2,3,147,356,57,161,15
3489,2,3,88,196,54,68,6
3490,2,4,129,324,62,132,12
3491,2,2,40,109,15,45,5
3492,2,4,210,694,82,299,23
3493,2,2,33,86,8,44,4
3494,2,2,108,287,31,104,12
3495,2,4,125,309,46,129,14
3496,2,4,128,370,67,147,14
3497,2,3,139,372,40,141,19
3498,2,4,129,361,45,155,13
3499,2,2,180,440,90,144,8
3500,2,2,54,179,21,81,9
3501,2,4,161,417,75,147,19
3502,2,3,121,342,50,119,15
3503,2,3,78,188,52,68,8
3504,2,4,99,355,28,130,14
3505,2,3,65,196,26,72,9
3506,2,4,134,359,68,146,19
3507,2,4,139,356,58,155,19
3508,2,3,148,367,63,136,14
3509,2,5,261,593,109,261,26
3510,2,3,104,281,35,91,7
3511,2,3,115,366,46,122,14
3512,2,4,175,450,75,205,15
3513,2,3,117,308,44,137,15
3514,2,4,153,400,73,148,7
3515,2,3,122,273,53,119,11
3516,2,4,208,540,81,255,25
3517,2,2,43,92,20,39,4
3518,2,4,154,369,72,144,18
3519,2,4,160,534,69,215,27
3520,2,4,223,535,138,216,8
3521,2,4,124,324,68,119,16
3522,2,3,123,277,55,113,13
3523,2,4,211,544,86,214,19
3524,2,4,133,322,53,137,13
3525,2,3,172,420,77,182,14
3526,2,3,93,309,30,131,12
3527,2,4,147,420,48,171,15
3528,2,4,216,496,90,254,22
3529,2,4,205,476,93,188,24
3530,2,4,181,433,82,179,15
3531,2,4,241,592,112,238,22
3532,2,3,106,255,57,96,11
3533,2,4,135,312,62,129,13
3534,2,3,142,425,58,203,14
3535,2,3,108,424,34,162,20
3536,2,3,91,250,51,100,14
3537,2,4,255,555,137,235,29
3538,2,3,134,381,63,156,16
3539,2,4,356,874,161,349,35
3540,2,3,150,414,68,171,15
3541,2,4,148,422,37,183,22
3542,2,4,181,478,64,204,20
3543,2,3,68,229,19,102,7
3544,2,4,129,314,75,117,17
3545,2,4,193,575,68,260,23
3546,2,4,317,776,165,332,36
3547,2,4,141,354,45,148,19
3548,2,3,134,357,68,146,17
3549,2,4,127,331,55,115,13
3550,2,4,202,558,72,237,25
3551,2,3,232,731,102,303,26
3552,2,3,125,341,46,126,14
3553,2,3,100,259,49,113,12
3554,2,3,113,349,63,125,17
3555,2,4,200,546,86,196,18
3556,2,1,21,72,8,30,4
3557,2,3,147,322,77,129,14
3558,2,3,105,310,46,136,10
3559,2,3,220,709,50,313,28
3560,2,3,150,424,56,196,18
3561,2,3,105,256,55,105,11
3562,2,3,118,291,54,113,15
3563,2,3,148,403,59,148,23
3564,2,4,138,348,62,156,16
3565,2,4,155,414,71,163,16
3566,2,4,148,365,46,167,15
3567,2,4,185,432,63,199,23
3568,2,5,131,339,60,156,15
3569,2,3,156,384,77,167,16
3570,2,5,229,537,107,215,26
3571,2,4,126,349,44,131,15
3572,2,2,80,296,22,143,1
3573,2,4,190,465,92,170,20
3574,2,4,146,304,76,110,14
3575,2,3,326,974,106,421,31
3576,2,3,87,234,35,96,10
3577,2,4,167,378,61,177,15
3578,2,4,141,368,63,132,15
3579,2,4,207,534,88,175,23
3580,2,3,101,263,31,138,14
3581,2,3,134,428,48,168,19
3582,2,3,65,171,30,61,6
3583,2,3,95,285,40,112,12
3584,2,4,102,234,39,97,11
3585,2,3,76,340,25,143,17
3586,2,3,104,327,34,139,7
3587,2,3,55,171,17,79,3
3588,2,2,69,241,12,81,13
3589,2,4,205,549,105,216,23
3590,2,2,176,528,66,190,18
3591,2,3,217,471,97,166,20
3592,2,3,116,279,49,118,13
3593,2,4,152,394,72,142,16
3594,2,4,303,724,106,287,25
3595,2,4,192,457,69,188,21
3596,2,4,219,705,70,304,26
3597,2,2,50,159,12,63,10
3598,2,3,116,302,57,116,15
3599,2,3,111,353,45,109,10
3600,2,4,108,362,36,173,17
3601,2,4,234,549,117,240,23
3602,2,3,78,271,37,97,8
3603,2,2,57,231,20,74,12
3604,2,3,74,236,16,103,6
3605,2,3,251,748,118,283,25
3606,2,4,129,378,41,166,19
3607,2,4,289,583,146,256,24
3608,2,4,163,442,64,156,14
3609,2,4,219,557,71,218,25
3610,2,3,81,213,37,84,9
3611,2,2,40,143,12,61,5
3612,2,4,131,316,65,117,14
3613,2,4,165,419,78,164,17
3614,2,4,182,518,83,252,16
3615,2,4,138,376,56,169,22
3616,2,4,128,349,44,130,12
3617,2,3,99,246,34,93,11
3618,2,4,107,409,37,115,18
3619,2,4,177,432,92,165,23
3620,2,4,232,580,78,252,27
3621,2,4,149,413,73,150,20
3622,2,5,186,565,42,243,14
3623,2,3,73,190,33,82,9
3624,2,4,144,344,72,115,17
3625,2,3,100,293,34,109,13
3626,2,5,234,511,103,204,20
3627,2,4,164,381,68,164,13
3628,2,4,212,605,100,215,25
3629,2,4,126,335,68,119,12
3630,2,3,127,261,47,105,12
3631,2,3,126,304,52,134,12
3632,2,3,55,181,15,75,11
3633,2,3,97,248,51,86,10
3634,2,3,78,206,33,57,7
3635,2,3,93,260,49,86,8
3636,2,4,197,595,58,236,23
3637,2,4,175,471,57,206,17
3638,2,4,129,286,67,105,16
3639,2,3,99,263,34,103,11
3640,2,4,267,635,117,275,32
3641,2,2,60,165,24,62,6
3642,2,3,164,378,78,151,13
3643,2,2,57,142,24,57,8
3644,2,4,112,320,43,145,16
3645,2,3,97,268,44,99,6
3646,2,4,156,411,64,191,18
3647,2,4,209,476,85,191,23
3648,2,5,223,494,119,199,17
3649,2,4,157,491,39,221,21
3650,2,4,153,373,95,129,16
3651,2,4,168,415,70,204,21
3652,2,4,223,628,77,227,32
3653,2,4,295,886,87,355,47
3654,2,4,149,378,73,180,19
3655,2,3,108,281,59,99,13
3656,2,2,19,69,6,19,4
3657,2,4,177,390,97,142,20
3658,2,5,203,614,61,258,23
3659,2,3,53,153,15,66,7
3660,2,3,138,363,53,153,12
3661,2,4,211,511,118,202,14
3662,2,4,206,544,82,252,26
3663,2,2,58,116,27,44,4
3664,2,4,160,376,77,142,17
3665,2,3,111,291,44,127,13
3666,2,3,134,340,55,140,11
3667,2,2,119,299,36,105,11
3668,2,4,150,453,77,182,17
3669,2,4,107,244,48,96,9
3670,2,1,9,62,1,13,3
3671,2,3,140,434,68,180,17
3672,2,3,117,354,44,158,9
3673,2,3,59,241,21,86,6
3674,2,4,171,395,82,167,16
3675,2,3,139,375,61,171,16
3676,2,4,238,540,125,229,25
3677,2,4,200,493,88,204,19
3678,2,4,99,312,40,135,11
3679,2,3,121,406,48,143,15
3680,2,3,103,249,49,102,10
3681,2,3,126,364,32,170,18
3682,2,4,180,399,86,147,21
3683,2,4,171,472,52,225,27
3684,2,3,71,219,21,109,8
3685,2,2,71,180,22,66,9
3686,2,3,86,295,22,101,16
3687,2,4,221,505,79,212,24
3688,2,4,157,408,53,201,19
3689,2,4,169,508,68,220,21
3690,2,3,108,332,34,120,9
3691,2,4,190,387,100,180,18
3692,2,4,161,384,75,182,19
3693,2,3,146,392,65,146,14
3694,2,3,179,398,80,161,18
3695,2,3,112,282,54,92,15
3696,2,4,134,375,52,152,14
3697,2,4,275,808,114,347,32
3698,2,4,188,494,80,212,27
3699,2,2,44,104,15,43,4
3700,2,4,159,404,79,158,16
3701,2,3,134,351,48,140,16
3702,2,3,107,273,49,128,11
3703,2,3,111,295,38,111,12
3704,2,4,108,234,64,99,8
3705,2,2,58,248,17,108,7
3706,2,3,99,273,40,95,12
3707,2,5,194,461,74,177,22
3708,2,4,175,437,70,193,19
3709,2,3,142,383,51,153,16
3710,2,2,78,240,25,78,11
3711,2,3,116,291,49,115,11
3712,2,3,115,300,43,138,18
3713,2,4,195,485,90,223,22
3714,2,2,47,107,23,41,7
3715,2,4,93,304,35,127,5
3716,2,3,168,353,55,143,12
3717,2,3,89,311,34,117,14
3718,2,3,120,301,36,131,12
3719,2,4,250,748,78,328,32
3720,2,3,132,423,53,170,20
3721,2,4,176,428,83,158,20
3722,2,5,218,564,92,233,21
3723,2,5,261,601,137,254,23
3724,2,2,96,270,36,96,12
3725,2,3,86,279,31,106,12
3726,2,4,119,287,42,141,14
3727,2,3,84,276,39,105,12
3728,2,4,150,402,81,135,18
3729,2,3,87,296,38,114,13
3730,2,3,109,318,37,138,14
3731,2,3,68,191,17,69,6
3732,2,3,130,328,57,114,17
3733,2,3,133,289,58,122,14
3734,2,2,42,153,13,49,6
3735,2,3,126,321,62,124,16
3736,2,4,241,535,80,232,18
3737,2,4,152,439,56,181,18
3738,2,3,99,324,35,141,9
3739,2,2,99,227,31,104,11
3740,2,4,218,595,85,226,24
3741,2,2,31,81,12,37,4
3742,2,4,201,476,88,192,20
3743,2,3,121,305,45,128,16
3744,2,3,104,292,29,137,11
3745,2,2,80,210,28,86,5
3746,2,4,221,572,79,243,26
3747,2,4,104,281,48,92,13
3748,2,4,156,337,70,163,18
3749,2,3,150,323,65,140,14
3750,2,4,163,371,92,147,17
3751,2,4,281,676,155,266,31
3752,2,4,113,300,40,117,15
3753,2,3,144,346,75,104,18
3754,2,3,99,270,40,118,8
3755,2,4,191,530,91,197,19
3756,2,4,187,536,53,220,24
3757,2,3,134,440,41,185,7
3758,2,3,81,246,40,104,13
3759,2,2,82,210,39,81,7
3760,2,4,94,332,33,123,14
3761,2,4,308,857,125,359,36
3762,2,2,57,141,26,52,7
3763,2,4,194,507,81,195,24
3764,2,3,120,405,52,162,22
3765,2,4,147,385,67,164,18
3766,2,3,87,185,40,82,9
3767,2,4,174,382,87,146,15
3768,2,4,301,784,130,274,39
3769,2,3,91,284,46,113,16
3770,2,4,168,377,105,166,15
3771,2,4,146,375,60,138,18
3772,2,3,92,277,30,110,10
3773,2,3,128,364,43,151,20
3774,2,3,128,333,56,137,15
3775,2,4,148,436,72,152,21
3776,2,4,145,446,60,186,20
3777,2,4,152,369,73,149,20
3778,2,3,138,396,52,160,16
3779,2,2,31,152,11,57,7
3780,2,4,209,550,87,204,25
3781,2,4,152,398,66,168,17
3782,2,3,118,346,22,161,17
3783,2,4,161,453,53,180,15
3784,2,5,265,697,135,253,29
3785,2,2,45,106,15,32,5
3786,2,4,101,280,38,111,14
3787,2,3,106,301,35,133,12
3788,2,4,184,394,77,169,17
3789,2,3,101,249,58,87,10
3790,2,3,90,246,39,97,7
3791,2,4,164,449,51,178,16
3792,2,3,115,257,43,122,14
3793,2,5,291,612,163,222,26
3794,2,3,166,430,71,161,19
3795,2,4,160,482,53,210,23
3796,2,4,164,399,68,195,20
