id,set,human_score,char_4,word_count,char_6
205,1,10,233,560,113
206,1,10,152,363,80
207,1,8,113,280,50
208,1,6,75,150,37
209,1,6,52,164,22
210,1,9,169,377,89
211,1,6,44,190,28
212,1,7,83,269,27
213,1,8,82,315,24
214,1,8,126,305,65
215,1,10,252,553,136
216,1,8,141,400,63
217,1,10,179,523,89
218,1,8,114,339,42
219,1,9,143,387,63
220,1,10,183,431,101
221,1,6,84,206,31
222,1,9,205,437,103
223,1,8,154,425,64
224,1,8,144,341,50
225,1,12,177,531,89
226,1,8,102,248,38
227,1,9,164,362,63
228,1,8,128,292,55
229,1,8,89,275,30
230,1,9,172,453,73
231,1,8,108,274,47
232,1,12,221,531,113
233,1,7,85,193,48
234,1,8,157,407,71
235,1,7,95,298,48
236,1,6,51,201,17
237,1,8,127,316,59
238,1,9,116,321,53
239,1,9,175,438,89
240,1,8,95,254,50
241,1,9,100,246,33
242,1,9,152,431,73
243,1,11,189,632,65
244,1,7,104,349,42
245,1,7,54,167,29
246,1,11,250,646,110
247,1,8,156,402,67
248,1,9,154,484,61
249,1,9,134,336,67
250,1,10,140,309,61
251,1,9,195,556,82
252,1,9,155,407,61
253,1,6,82,220,36
254,1,10,190,574,80
255,1,8,97,326,49
256,1,8,100,283,40
257,1,8,151,430,64
258,1,11,190,524,108
259,1,9,154,430,81
260,1,7,106,311,48
261,1,9,174,444,85
262,1,8,76,293,34
263,1,10,236,524,100
264,1,8,128,369,67
265,1,11,154,399,65
266,1,11,162,396,104
267,1,10,199,450,110
268,1,8,98,263,51
269,1,9,143,398,68
270,1,8,116,390,34
271,1,8,104,320,56
272,1,10,205,513,88
273,1,8,126,295,44
274,1,9,133,385,70
275,1,11,167,392,89
276,1,8,87,264,54
277,1,9,152,418,71
278,1,8,120,301,68
279,1,10,190,435,101
280,1,10,154,398,70
281,1,7,87,222,47
282,1,8,130,313,72
283,1,6,62,223,25
284,1,8,108,306,49
285,1,11,197,550,96
286,1,4,28,62,7
287,1,12,227,550,113
288,1,8,125,343,57
289,1,10,151,400,84
290,1,11,227,537,116
291,1,11,191,437,104
292,1,11,204,521,117
293,1,8,93,227,44
294,1,10,162,462,64
295,1,10,137,345,67
296,1,10,168,504,82
297,1,9,209,466,102
298,1,8,133,377,60
299,1,8,118,330,48
300,1,8,186,485,85
301,1,9,141,355,53
302,1,10,248,573,143
303,1,10,164,442,70
304,1,9,211,529,87
305,1,10,158,482,81
306,1,8,161,450,70
307,1,9,128,335,58
308,1,6,35,127,14
309,1,9,161,398,59
310,1,10,159,365,83
311,1,9,118,353,52
312,1,7,75,233,26
314,1,9,143,360,66
315,1,10,174,418,89
316,1,9,228,537,110
317,1,10,208,492,126
318,1,8,141,397,65
319,1,9,158,367,85
320,1,8,120,323,49
321,1,12,210,533,101
322,1,8,121,321,52
323,1,10,145,413,50
324,1,8,137,329,71
325,1,9,120,393,74
326,1,10,303,652,175
327,1,6,117,400,35
328,1,8,123,343,52
329,1,8,109,347,45
330,1,11,267,643,134
331,1,10,172,467,84
332,1,8,111,286,51
333,1,9,152,378,61
334,1,10,244,706,122
335,1,9,126,344,63
336,1,11,217,529,108
337,1,10,129,281,73
338,1,8,70,214,34
339,1,11,204,526,111
340,1,9,141,347,83
341,1,8,100,277,56
342,1,9,192,456,88
343,1,9,148,360,79
345,1,10,154,426,72
346,1,12,258,678,113
347,1,7,76,259,31
348,1,8,106,321,41
349,1,8,80,266,28
350,1,8,153,404,66
351,1,9,149,354,66
352,1,7,93,221,33
353,1,5,30,127,17
354,1,8,115,254,59
355,1,6,48,218,26
356,1,8,108,271,55
357,1,8,106,255,50
358,1,7,80,195,44
359,1,2,4,8,1
360,1,6,56,180,33
361,1,10,200,541,96
362,1,10,173,470,84
363,1,8,102,262,45
364,1,11,260,592,161
365,1,9,176,427,92
366,1,8,119,363,48
367,1,8,143,342,67
368,1,9,130,307,62
369,1,8,91,236,43
370,1,10,248,607,137
371,1,8,123,319,51
372,1,10,194,454,100
373,1,8,119,271,61
374,1,7,144,405,77
375,1,4,41,159,15
376,1,8,182,452,80
377,1,10,191,456,104
378,1,11,171,467,80
379,1,9,153,465,71
380,1,10,117,307,61
381,1,10,182,470,83
382,1,7,95,245,43
383,1,11,193,489,95
384,1,8,84,247,32
385,1,11,288,617,149
386,1,10,132,441,66
387,1,8,141,315,73
388,1,7,96,273,40
389,1,8,112,302,60
390,1,10,138,420,59
391,1,12,189,532,88
392,1,8,144,381,61
393,1,8,118,306,56
394,1,7,52,164,19
395,1,6,48,169,23
396,1,7,119,353,53
397,1,10,207,550,102
398,1,10,168,416,82
399,1,8,161,421,78
400,1,8,148,348,69
401,1,6,59,158,19
402,1,8,122,289,59
403,1,8,176,482,80
404,1,8,135,377,56
405,1,9,303,700,145
406,1,8,184,427,99
407,1,8,131,375,54
408,1,8,146,305,70
409,1,8,170,344,68
410,1,8,109,329,43
411,1,12,226,498,129
412,1,10,189,446,75
413,1,9,144,392,69
414,1,8,108,347,52
415,1,7,104,340,51
416,1,6,57,166,26
417,1,8,75,256,39
418,1,12,275,596,161
419,1,6,81,218,26
420,1,8,100,258,50
421,1,6,67,212,35
422,1,7,90,332,34
423,1,9,189,506,90
424,1,9,207,464,89
425,1,10,149,466,63
426,1,9,178,439,84
427,1,11,204,503,120
428,1,8,119,327,61
429,1,9,144,387,72
430,1,8,188,568,75
431,1,11,218,482,112
432,1,8,125,284,59
433,1,11,192,474,69
434,1,7,100,344,34
435,1,11,190,619,77
436,1,8,176,392,89
437,1,8,132,335,69
438,1,8,130,305,59
439,1,10,161,441,74
440,1,8,110,309,51
441,1,8,166,399,79
442,1,10,167,408,104
443,1,8,116,285,53
444,1,8,174,334,80
445,1,8,75,237,41
446,1,10,204,455,112
447,1,11,217,514,106
448,1,9,179,419,84
449,1,2,8,23,2
450,1,7,93,284,45
451,1,8,106,369,54
452,1,7,75,203,35
453,1,9,180,413,83
454,1,8,148,464,67
455,1,4,34,90,15
456,1,7,124,346,44
457,1,10,195,489,110
458,1,9,104,275,53
459,1,8,94,290,40
460,1,8,169,466,83
461,1,8,103,346,57
462,1,8,125,357,58
463,1,8,162,430,81
464,1,7,99,266,30
465,1,8,109,302,61
466,1,9,126,334,54
467,1,8,137,320,86
468,1,8,76,187,43
469,1,9,170,373,81
470,1,8,142,339,67
471,1,8,104,259,48
472,1,12,217,510,105
473,1,7,83,278,20
474,1,6,32,128,15
475,1,9,195,461,88
476,1,8,115,362,48
477,1,6,81,180,44
478,1,8,157,374,64
479,1,10,185,459,88
480,1,8,131,311,53
481,1,10,201,467,121
482,1,9,145,390,76
483,1,9,139,403,65
484,1,7,95,207,49
485,1,10,178,485,77
486,1,9,190,497,83
487,1,8,102,309,49
488,1,8,116,324,54
489,1,9,214,522,97
490,1,8,204,531,76
491,1,8,111,367,40
492,1,7,108,307,42
493,1,8,94,276,48
494,1,9,163,413,84
495,1,8,125,305,47
496,1,9,115,316,57
497,1,9,220,647,99
498,1,12,240,533,105
499,1,9,135,406,67
500,1,10,163,405,83
501,1,8,121,352,47
502,1,7,53,129,24
503,1,8,92,235,42
504,1,10,194,491,111
505,1,10,130,405,54
506,1,7,81,278,32
507,1,10,257,620,125
508,1,9,146,304,86
509,1,11,177,404,89
510,1,7,104,256,64
511,1,8,77,259,35
512,1,8,84,302,29
513,1,8,144,390,76
514,1,8,86,221,36
515,1,8,101,304,23
516,1,8,180,444,95
517,1,8,107,386,50
518,1,8,137,318,62
519,1,12,225,507,98
520,1,6,88,273,28
521,1,7,84,239,41
522,1,9,184,428,105
523,1,10,184,481,73
524,1,8,116,382,55
525,1,9,102,344,55
526,1,7,82,286,45
527,1,8,103,243,58
528,1,6,63,192,32
529,1,7,92,229,40
530,1,10,181,408,82
531,1,10,140,402,70
532,1,8,151,387,65
533,1,8,169,442,85
534,1,11,339,739,192
535,1,8,107,356,60
536,1,8,157,331,74
537,1,8,107,331,44
538,1,8,85,328,41
539,1,9,140,376,47
540,1,8,128,347,57
541,1,8,136,417,64
542,1,10,209,526,97
543,1,8,100,300,49
544,1,8,156,338,84
545,1,2,6,16,4
546,1,6,59,158,25
547,1,8,146,372,81
548,1,8,141,384,74
549,1,8,141,333,86
550,1,10,231,594,121
551,1,8,168,379,73
552,1,6,78,200,28
553,1,8,151,412,74
554,1,8,140,415,69
555,1,11,209,526,103
556,1,10,185,529,95
557,1,10,182,548,72
558,1,10,208,467,115
559,1,12,228,504,125
560,1,8,121,369,54
561,1,8,124,332,58
562,1,10,190,478,89
563,1,7,69,183,34
564,1,8,199,418,89
565,1,9,158,466,74
566,1,8,106,265,56
567,1,8,86,255,39
568,1,8,147,420,73
569,1,8,113,318,48
570,1,8,153,486,66
571,1,9,159,365,77
572,1,11,254,556,138
573,1,10,256,585,127
574,1,8,76,256,42
575,1,10,188,414,97
576,1,8,126,367,67
577,1,6,43,148,17
578,1,9,95,260,41
579,1,8,120,351,55
580,1,8,147,477,56
581,1,8,143,379,81
582,1,11,174,387,90
583,1,9,148,491,60
584,1,9,171,528,63
585,1,11,283,628,146
586,1,8,114,297,35
587,1,9,116,402,52
588,1,10,189,524,98
589,1,5,39,101,18
590,1,6,37,148,21
591,1,8,135,377,45
592,1,8,102,235,55
593,1,10,126,368,51
594,1,7,89,196,38
595,1,8,133,270,78
596,1,6,63,170,28
597,1,8,192,462,74
598,1,8,95,345,39
599,1,8,173,417,96
600,1,6,51,213,17
601,1,8,81,213,37
602,1,8,108,242,63
603,1,11,291,696,111
604,1,9,142,305,79
605,1,6,66,194,19
606,1,8,159,460,64
607,1,9,160,438,71
608,1,7,147,373,56
609,1,7,82,260,39
610,1,7,87,259,36
611,1,9,143,402,59
612,1,10,181,437,80
613,1,8,118,345,62
614,1,6,106,268,37
615,1,9,167,419,95
616,1,8,124,329,44
617,1,9,171,431,91
618,1,8,148,438,77
619,1,11,255,563,147
620,1,7,69,191,28
621,1,8,46,190,20
622,1,8,109,266,50
623,1,6,56,187,23
624,1,8,94,293,45
625,1,11,158,452,69
626,1,7,99,250,38
627,1,8,111,259,38
628,1,11,131,287,66
629,1,11,192,431,107
630,1,8,142,383,63
631,1,6,68,181,26
632,1,10,151,411,79
633,1,8,126,391,63
634,1,5,34,178,17
635,1,10,168,451,74
636,1,9,134,320,87
637,1,8,159,348,69
638,1,8,110,297,52
639,1,6,61,208,29
640,1,7,93,311,44
641,1,7,92,237,42
642,1,8,169,451,79
643,1,10,199,532,113
644,1,8,148,322,86
645,1,8,125,371,50
646,1,9,114,306,57
647,1,11,131,295,68
648,1,6,95,181,24
649,1,8,105,276,34
650,1,10,191,453,99
651,1,8,99,319,42
652,1,9,97,225,36
653,1,8,110,302,54
654,1,10,185,450,102
655,1,7,80,214,44
656,1,9,142,429,52
657,1,9,142,394,53
658,1,8,113,343,59
659,1,10,171,404,78
660,1,11,190,455,94
661,1,8,98,264,48
662,1,6,58,197,31
663,1,8,122,385,63
664,1,9,153,442,70
665,1,7,61,244,21
666,1,8,169,420,78
667,1,9,122,367,53
668,1,10,169,397,92
669,1,8,165,451,58
670,1,8,137,383,62
671,1,8,91,256,58
672,1,9,166,425,74
673,1,6,53,121,25
674,1,8,92,222,49
675,1,8,124,425,46
676,1,8,73,241,37
677,1,8,85,278,46
678,1,8,196,561,73
679,1,8,109,333,54
680,1,9,166,486,73
681,1,8,126,357,45
682,1,11,194,517,85
683,1,10,169,516,75
684,1,8,144,317,76
685,1,8,148,321,97
686,1,9,147,403,63
687,1,8,102,328,34
688,1,9,110,286,62
689,1,8,141,397,61
690,1,9,131,365,54
691,1,6,66,175,23
692,1,6,44,171,29
693,1,8,107,324,60
694,1,8,134,327,78
695,1,9,160,375,66
696,1,8,83,258,46
697,1,8,138,342,61
698,1,6,60,237,26
699,1,12,278,774,158
700,1,8,86,275,27
701,1,8,130,344,59
702,1,6,55,162,32
703,1,8,159,385,60
704,1,7,70,233,25
705,1,8,144,445,79
706,1,10,180,423,90
707,1,8,107,337,28
708,1,9,128,360,58
709,1,10,232,539,111
710,1,11,135,404,71
711,1,10,161,443,65
712,1,9,170,388,60
713,1,10,126,336,49
714,1,9,182,404,76
715,1,8,42,161,22
716,1,9,111,331,46
717,1,8,104,258,49
718,1,10,196,471,101
719,1,7,103,261,53
720,1,10,210,561,112
721,1,9,156,389,83
722,1,10,241,576,135
723,1,10,215,544,106
724,1,8,108,240,50
725,1,6,77,174,23
726,1,10,113,351,55
727,1,6,55,155,28
728,1,8,120,341,53
729,1,7,72,202,39
730,1,10,201,536,105
731,1,8,158,503,80
732,1,9,96,313,46
733,1,8,49,119,28
734,1,10,185,465,89
735,1,9,182,456,94
736,1,10,136,400,60
737,1,8,143,400,61
738,1,6,102,244,46
739,1,9,120,335,64
740,1,8,177,473,80
741,1,8,140,307,78
742,1,10,196,566,59
743,1,10,166,449,89
744,1,9,136,320,62
745,1,9,156,463,78
746,1,8,118,336,48
747,1,8,92,215,41
748,1,8,146,412,77
749,1,10,157,456,79
750,1,8,130,351,48
751,1,8,112,343,49
752,1,7,70,209,33
753,1,8,105,276,54
754,1,9,155,366,79
755,1,9,205,518,110
756,1,8,122,314,49
757,1,9,171,383,85
758,1,8,135,355,50
759,1,10,166,369,102
760,1,9,126,362,48
761,1,8,119,272,58
762,1,10,157,452,99
763,1,8,101,224,51
764,1,9,201,573,94
765,1,7,95,246,31
766,1,8,89,251,36
767,1,8,115,352,46
768,1,8,154,439,68
769,1,10,229,536,123
770,1,8,107,325,52
771,1,9,136,448,67
772,1,10,209,503,90
773,1,8,159,425,63
774,1,8,163,388,85
775,1,7,89,216,31
776,1,7,80,188,43
777,1,10,202,520,110
778,1,9,157,430,82
779,1,8,130,312,54
780,1,9,165,477,80
781,1,10,182,513,86
782,1,11,192,481,100
783,1,7,102,283,43
784,1,10,224,552,133
785,1,8,199,455,81
786,1,8,108,286,67
787,1,8,161,360,69
788,1,8,117,364,41
789,1,7,87,224,31
790,1,9,150,417,68
791,1,8,115,294,57
792,1,8,126,332,58
793,1,11,205,498,108
794,1,8,118,404,56
795,1,8,124,386,59
796,1,8,126,309,75
797,1,10,154,505,76
798,1,9,195,669,85
799,1,8,130,284,47
800,1,10,145,415,74
801,1,9,189,488,60
802,1,8,108,325,60
803,1,6,99,265,38
804,1,8,61,196,34
805,1,9,160,419,72
806,1,6,84,203,38
807,1,11,167,440,64
808,1,7,92,208,37
809,1,9,151,353,73
810,1,8,115,304,65
811,1,8,136,330,63
812,1,8,104,243,53
813,1,8,114,306,40
814,1,8,140,373,59
815,1,10,152,382,78
816,1,9,175,365,90
817,1,12,238,620,104
818,1,8,99,242,52
819,1,8,97,294,39
820,1,5,62,173,20
821,1,9,134,327,59
822,1,8,108,354,47
823,1,8,124,331,51
824,1,9,146,485,61
825,1,6,83,227,14
826,1,10,165,332,94
827,1,6,48,117,21
828,1,9,228,586,122
829,1,8,140,366,66
830,1,10,161,377,72
831,1,8,121,340,46
832,1,2,8,20,2
833,1,9,189,519,105
834,1,10,219,497,93
835,1,10,173,538,74
836,1,8,106,333,32
837,1,8,129,457,39
838,1,5,33,98,14
839,1,10,199,478,104
840,1,8,152,347,74
841,1,7,46,180,22
842,1,8,161,385,65
843,1,8,102,324,43
844,1,8,126,297,42
845,1,10,164,399,63
846,1,8,102,314,39
847,1,12,252,623,111
848,1,6,87,227,24
849,1,7,92,202,44
850,1,10,173,408,92
851,1,9,186,452,94
852,1,10,191,473,102
853,1,9,145,464,62
854,1,8,136,424,57
855,1,8,113,259,65
856,1,10,142,419,67
857,1,8,61,186,28
858,1,9,165,424,84
859,1,12,217,526,126
860,1,8,133,296,59
861,1,8,110,272,68
862,1,8,131,398,61
863,1,10,255,665,102
864,1,10,162,422,75
865,1,8,90,332,35
866,1,7,87,231,49
867,1,8,90,344,45
868,1,12,204,481,102
869,1,6,42,145,24
870,1,9,137,410,76
871,1,10,187,478,89
872,1,8,118,266,66
873,1,9,115,336,54
874,1,12,224,525,122
875,1,11,263,635,141
876,1,8,107,301,50
877,1,11,191,490,103
878,1,9,159,364,88
879,1,8,157,387,85
880,1,10,161,398,63
881,1,8,142,270,71
882,1,9,127,381,52
883,1,9,169,424,63
884,1,8,98,312,45
885,1,7,141,412,61
886,1,11,202,474,104
887,1,9,145,343,81
888,1,10,200,494,93
889,1,8,121,311,56
890,1,8,129,349,57
891,1,9,205,468,111
892,1,10,199,463,95
893,1,4,44,136,28
894,1,10,125,300,56
895,1,10,226,525,113
896,1,8,98,240,46
897,1,9,204,528,98
898,1,8,149,358,55
899,1,8,128,367,60
900,1,10,147,346,83
901,1,8,140,337,52
902,1,10,149,488,64
903,1,8,123,325,47
904,1,8,119,349,52
905,1,6,78,184,29
906,1,11,194,490,95
907,1,9,133,353,72
908,1,10,231,507,98
909,1,10,189,453,83
910,1,8,148,416,77
911,1,8,74,216,28
912,1,10,232,542,112
913,1,10,261,581,125
914,1,9,151,379,63
915,1,10,205,503,95
916,1,11,236,529,127
917,1,6,102,191,51
918,1,10,244,669,111
919,1,11,133,392,66
920,1,8,175,422,76
921,1,8,95,254,50
922,1,8,133,336,74
923,1,6,80,201,47
924,1,8,152,434,69
925,1,7,79,231,42
926,1,7,89,215,33
927,1,7,96,257,46
928,1,10,157,352,84
929,1,10,143,419,74
930,1,8,93,267,45
931,1,8,111,285,53
932,1,12,211,609,108
933,1,8,94,234,51
934,1,8,138,350,73
935,1,9,174,475,86
936,1,7,74,222,30
937,1,11,201,486,99
938,1,11,201,472,105
939,1,6,53,185,27
940,1,8,122,384,65
941,1,12,216,421,135
942,1,9,187,448,104
943,1,9,127,365,60
944,1,8,80,261,25
945,1,8,92,270,43
946,1,8,187,420,53
947,1,10,160,435,92
948,1,9,172,441,96
949,1,8,114,352,60
950,1,10,184,448,86
951,1,7,142,457,57
952,1,8,174,411,73
953,1,12,190,417,110
954,1,10,210,497,109
955,1,8,127,336,52
956,1,9,158,369,70
957,1,9,135,401,62
958,1,8,82,269,56
959,1,9,166,391,92
960,1,7,72,224,31
961,1,8,121,367,62
962,1,9,143,420,57
963,1,8,98,277,42
964,1,11,202,518,90
965,1,7,108,341,41
966,1,7,88,228,45
967,1,11,204,427,111
968,1,9,129,339,70
969,1,8,113,267,57
970,1,11,247,632,127
971,1,9,137,335,70
972,1,8,154,489,66
973,1,6,77,230,28
974,1,2,12,53,7
975,1,8,96,260,49
976,1,8,117,336,44
977,1,7,88,252,31
978,1,8,111,247,41
979,1,10,192,483,94
980,1,10,169,491,81
981,1,8,119,303,60
982,1,8,114,300,56
983,1,8,214,599,74
984,1,8,110,311,52
985,1,9,140,401,85
986,1,11,222,587,101
987,1,8,130,331,62
988,1,8,122,301,59
989,1,9,156,379,95
990,1,8,111,322,48
991,1,6,72,160,31
992,1,5,26,104,17
993,1,9,117,296,51
994,1,9,141,395,75
995,1,4,45,126,11
996,1,7,122,341,66
997,1,10,188,454,76
998,1,9,205,478,120
999,1,12,243,586,135
1000,1,12,324,728,191
1001,1,8,103,333,50
1002,1,8,106,341,52
1003,1,9,158,368,71
1004,1,6,63,168,34
1005,1,9,118,248,45
1006,1,8,178,435,102
1007,1,10,137,368,87
1008,1,10,171,503,67
1009,1,8,147,428,62
1010,1,8,109,265,36
1011,1,8,167,409,82
1012,1,9,147,356,79
1013,1,7,98,338,33
1014,1,8,135,341,62
1015,1,10,156,504,46
1016,1,8,94,273,40
1017,1,8,121,357,54
1018,1,10,234,498,132
1019,1,10,142,375,64
1020,1,8,98,262,26
1021,1,9,165,439,76
1022,1,11,277,612,129
1023,1,8,66,276,24
1024,1,9,148,422,63
1025,1,8,136,332,66
1026,1,10,148,416,65
1027,1,8,122,350,43
1028,1,10,243,559,115
1029,1,10,177,455,96
1030,1,8,69,197,41
1031,1,9,168,459,61
1032,1,8,169,436,91
1033,1,10,199,455,108
1034,1,8,151,448,63
1035,1,8,97,215,54
1036,1,9,152,357,68
1037,1,8,97,241,24
1038,1,11,231,558,98
1039,1,8,127,377,51
1040,1,6,45,140,24
1041,1,6,94,324,29
1042,1,8,142,339,72
1043,1,9,205,569,99
1044,1,7,92,259,38
1045,1,9,121,349,59
1046,1,9,117,332,62
1047,1,11,215,456,114
1048,1,10,180,508,86
1049,1,10,212,567,90
1050,1,11,223,538,127
1051,1,7,107,298,42
1052,1,9,146,393,84
1053,1,9,134,395,63
1054,1,8,96,257,47
1055,1,8,103,368,37
1056,1,6,78,201,36
1057,1,10,204,504,73
1058,1,8,126,360,68
1059,1,8,92,245,35
1060,1,8,97,269,51
1061,1,8,143,393,28
1062,1,10,110,348,57
1063,1,10,160,459,72
1064,1,9,203,451,109
1065,1,7,88,204,32
1066,1,9,176,464,77
1067,1,9,132,344,61
1068,1,9,155,525,56
1069,1,10,200,408,111
1070,1,7,78,259,28
1071,1,8,103,251,43
1072,1,8,119,322,40
1073,1,8,127,354,69
1074,1,8,127,388,56
1075,1,8,120,326,55
1076,1,10,215,510,113
1077,1,8,128,393,53
1078,1,12,297,677,150
1079,1,8,89,295,30
1080,1,8,160,342,57
1081,1,7,90,195,42
1082,1,9,113,327,49
1083,1,7,74,266,27
1084,1,9,134,336,74
1085,1,10,132,341,52
1086,1,8,128,411,59
1087,1,11,222,513,108
1088,1,8,136,404,50
1089,1,8,118,356,54
1090,1,6,70,235,35
1091,1,10,178,544,102
1092,1,10,155,434,68
1093,1,8,99,240,55
1094,1,8,135,270,76
1095,1,8,112,271,47
1096,1,4,28,120,10
1097,1,10,132,401,51
1098,1,9,149,368,53
1099,1,8,98,331,38
1100,1,9,104,280,55
1101,1,8,72,196,41
1102,1,8,108,302,43
1103,1,6,67,175,30
1104,1,10,287,699,140
1105,1,9,147,369,79
1106,1,9,180,476,102
1107,1,4,29,75,19
1108,1,9,148,442,66
1109,1,8,111,272,56
1110,1,8,87,269,40
1111,1,11,202,551,94
1112,1,8,93,299,47
1113,1,10,185,558,86
1114,1,10,155,418,61
1115,1,9,152,344,90
1116,1,8,102,290,41
1117,1,7,115,329,48
1118,1,8,115,350,54
1119,1,9,133,326,81
1120,1,8,124,392,61
1121,1,2,9,27,3
1122,1,10,181,473,99
1123,1,6,82,332,36
1124,1,9,184,409,85
1125,1,8,141,382,62
1126,1,10,124,402,65
1127,1,8,117,294,54
1128,1,8,69,359,33
1129,1,8,137,323,68
1130,1,6,46,231,15
1132,1,8,121,333,62
1133,1,12,201,537,94
1134,1,6,71,210,33
1135,1,11,281,641,154
1136,1,8,109,316,47
1137,1,8,142,371,65
1138,1,8,95,270,46
1139,1,10,228,459,98
1140,1,9,135,339,67
1141,1,6,87,241,30
1142,1,8,128,378,49
1143,1,8,178,387,79
1144,1,11,202,535,81
1145,1,9,129,333,69
1146,1,8,135,392,60
1147,1,9,171,395,89
1148,1,9,153,401,80
1149,1,10,178,401,97
1150,1,8,129,283,70
1151,1,10,161,481,80
1152,1,8,155,383,65
1153,1,9,137,392,68
1154,1,8,75,196,43
