id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18
572,1,11,254,556,138,215,25,78
573,1,10,256,585,127,213,29,86
574,1,8,76,256,42,83,9,32
575,1,10,188,414,97,163,20,60
576,1,8,126,367,67,149,12,52
577,1,6,43,148,17,54,6,16
578,1,9,95,260,41,85,11,36
579,1,8,120,351,55,127,15,54
580,1,8,147,477,56,164,19,67
581,1,8,143,379,81,122,20,73
582,1,11,174,387,90,168,18,58
583,1,9,148,491,60,142,20,59
584,1,9,171,528,63,194,12,68
585,1,11,283,628,146,215,23,75
586,1,8,114,297,35,107,14,53
587,1,9,116,402,52,138,16,59
588,1,10,189,524,98,184,21,94
589,1,5,39,101,18,34,5,13
590,1,6,37,148,21,55,7,17
591,1,8,135,377,45,144,19,43
592,1,8,102,235,55,88,9,39
593,1,10,126,368,51,129,16,62
594,1,7,89,196,38,80,8,29
595,1,8,133,270,78,131,13,31
596,1,6,63,170,28,69,5,20
597,1,8,192,462,74,181,14,66
598,1,8,95,345,39,119,12,60
599,1,8,173,417,96,155,21,67
600,1,6,51,213,17,77,3,38
601,1,8,81,213,37,83,9,26
602,1,8,108,242,63,65,8,45
603,1,11,291,696,111,265,24,106
604,1,9,142,305,79,112,17,52
605,1,6,66,194,19,55,3,24
606,1,8,159,460,64,171,19,49
607,1,9,160,438,71,194,22,57
608,1,7,147,373,56,150,14,57
609,1,7,82,260,39,96,8,40
610,1,7,87,259,36,84,12,52
611,1,9,143,402,59,155,12,47
612,1,10,181,437,80,157,22,83
613,1,8,118,345,62,119,17,44
614,1,6,106,268,37,83,13,39
615,1,9,167,419,95,136,18,50
616,1,8,124,329,44,111,9,35
617,1,9,171,431,91,169,19,57
618,1,8,148,438,77,141,22,57
619,1,11,255,563,147,193,23,106
620,1,7,69,191,28,70,7,27
621,1,8,46,190,20,69,3,18
622,1,8,109,266,50,122,11,49
623,1,6,56,187,23,76,7,24
624,1,8,94,293,45,106,12,34
625,1,11,158,452,69,156,6,82
626,1,7,99,250,38,101,9,31
627,1,8,111,259,38,124,7,39
628,1,11,131,287,66,102,14,41
629,1,11,192,431,107,178,22,60
630,1,8,142,383,63,141,19,45
631,1,6,68,181,26,65,11,14
632,1,10,151,411,79,163,17,47
633,1,8,126,391,63,149,17,63
634,1,5,34,178,17,69,3,25
635,1,10,168,451,74,148,17,57
636,1,9,134,320,87,90,15,42
637,1,8,159,348,69,113,17,50
638,1,8,110,297,52,124,13,47
639,1,6,61,208,29,70,7,35
640,1,7,93,311,44,94,12,47
641,1,7,92,237,42,100,11,36
642,1,8,169,451,79,168,15,68
643,1,10,199,532,113,230,23,99
644,1,8,148,322,86,105,14,52
645,1,8,125,371,50,144,15,60
646,1,9,114,306,57,111,12,44
647,1,11,131,295,68,118,13,36
648,1,6,95,181,24,58,5,34
649,1,8,105,276,34,106,15,27
650,1,10,191,453,99,169,19,86
651,1,8,99,319,42,104,15,41
652,1,9,97,225,36,88,11,25
653,1,8,110,302,54,96,15,44
654,1,10,185,450,102,166,24,69
655,1,7,80,214,44,87,4,32
656,1,9,142,429,52,162,15,61
657,1,9,142,394,53,150,17,51
658,1,8,113,343,59,112,13,40
659,1,10,171,404,78,166,16,56
660,1,11,190,455,94,193,23,65
661,1,8,98,264,48,111,10,42
662,1,6,58,197,31,58,9,24
663,1,8,122,385,63,133,17,59
664,1,9,153,442,70,150,20,63
665,1,7,61,244,21,72,11,37
666,1,8,169,420,78,167,19,62
667,1,9,122,367,53,132,13,54
668,1,10,169,397,92,178,15,69
669,1,8,165,451,58,145,22,54
670,1,8,137,383,62,129,16,60
671,1,8,91,256,58,95,8,31
672,1,9,166,425,74,165,19,57
673,1,6,53,121,25,53,4,20
674,1,8,92,222,49,88,10,30
675,1,8,124,425,46,166,12,59
676,1,8,73,241,37,91,10,29
677,1,8,85,278,46,94,11,46
678,1,8,196,561,73,215,22,73
679,1,8,109,333,54,146,16,42
680,1,9,166,486,73,180,15,64
681,1,8,126,357,45,140,18,34
682,1,11,194,517,85,171,21,74
683,1,10,169,516,75,193,22,84
684,1,8,144,317,76,102,13,46
685,1,8,148,321,97,113,17,67
686,1,9,147,403,63,154,20,58
687,1,8,102,328,34,137,15,28
688,1,9,110,286,62,89,13,45
689,1,8,141,397,61,172,16,59
690,1,9,131,365,54,141,15,52
691,1,6,66,175,23,84,5,21
692,1,6,44,171,29,49,2,29
693,1,8,107,324,60,135,10,36
694,1,8,134,327,78,105,15,47
695,1,9,160,375,66,160,19,53
696,1,8,83,258,46,100,12,42
697,1,8,138,342,61,126,19,60
698,1,6,60,237,26,85,6,28
699,1,12,278,774,158,288,30,108
700,1,8,86,275,27,92,11,44
701,1,8,130,344,59,134,12,39
702,1,6,55,162,32,59,6,21
703,1,8,159,385,60,142,11,63
704,1,7,70,233,25,81,9,32
705,1,8,144,445,79,169,19,59
706,1,10,180,423,90,139,21,55
707,1,8,107,337,28,122,10,52
708,1,9,128,360,58,119,19,43
709,1,10,232,539,111,162,20,78
710,1,11,135,404,71,145,13,65
711,1,10,161,443,65,195,10,68
712,1,9,170,388,60,158,18,63
713,1,10,126,336,49,135,15,48
714,1,9,182,404,76,149,19,70
715,1,8,42,161,22,46,6,27
716,1,9,111,331,46,131,12,41
717,1,8,104,258,49,101,9,31
718,1,10,196,471,101,155,13,73
719,1,7,103,261,53,85,11,33
720,1,10,210,561,112,230,22,71
721,1,9,156,389,83,139,17,52
722,1,10,241,576,135,243,26,78
723,1,10,215,544,106,200,27,92
724,1,8,108,240,50,82,12,35
725,1,6,77,174,23,55,6,21
726,1,10,113,351,55,142,16,40
727,1,6,55,155,28,62,5,17
728,1,8,120,341,53,133,16,57
729,1,7,72,202,39,87,8,29
730,1,10,201,536,105,195,24,95
731,1,8,158,503,80,188,20,76
732,1,9,96,313,46,99,15,41
733,1,8,49,119,28,38,4,19
734,1,10,185,465,89,172,21,63
735,1,9,182,456,94,173,20,53
736,1,10,136,400,60,151,17,46
737,1,8,143,400,61,145,16,58
738,1,6,102,244,46,109,9,36
739,1,9,120,335,64,123,18,41
740,1,8,177,473,80,178,16,70
741,1,8,140,307,78,123,15,56
742,1,10,196,566,59,190,23,83
743,1,10,166,449,89,174,19,70
744,1,9,136,320,62,112,17,44
745,1,9,156,463,78,192,13,63
746,1,8,118,336,48,125,20,42
747,1,8,92,215,41,93,9,35
748,1,8,146,412,77,156,16,58
749,1,10,157,456,79,185,22,68
750,1,8,130,351,48,128,11,61
751,1,8,112,343,49,112,15,52
752,1,7,70,209,33,79,10,31
753,1,8,105,276,54,121,8,40
754,1,9,155,366,79,159,17,67
755,1,9,205,518,110,185,23,89
756,1,8,122,314,49,123,11,41
757,1,9,171,383,85,129,17,66
758,1,8,135,355,50,113,18,56
759,1,10,166,369,102,136,17,51
760,1,9,126,362,48,125,18,58
761,1,8,119,272,58,84,12,51
762,1,10,157,452,99,163,21,69
763,1,8,101,224,51,103,9,34
764,1,9,201,573,94,177,24,71
765,1,7,95,246,31,96,10,34
766,1,8,89,251,36,85,8,36
767,1,8,115,352,46,92,15,59
768,1,8,154,439,68,176,17,77
769,1,10,229,536,123,222,25,94
770,1,8,107,325,52,119,17,44
771,1,9,136,448,67,152,15,80
772,1,10,209,503,90,194,24,76
773,1,8,159,425,63,165,21,70
774,1,8,163,388,85,147,17,62
775,1,7,89,216,31,91,5,38
776,1,7,80,188,43,84,6,26
