id,set,human_score,char_4,word_count
300,1,8,186,485
301,1,9,141,355
302,1,10,248,573
303,1,10,164,442
304,1,9,211,529
305,1,10,158,482
306,1,8,161,450
307,1,9,128,335
308,1,6,35,127
309,1,9,161,398
310,1,10,159,365
311,1,9,118,353
312,1,7,75,233
314,1,9,143,360
315,1,10,174,418
316,1,9,228,537
317,1,10,208,492
318,1,8,141,397
319,1,9,158,367
320,1,8,120,323
321,1,12,210,533
322,1,8,121,321
323,1,10,145,413
324,1,8,137,329
325,1,9,120,393
326,1,10,303,652
327,1,6,117,400
328,1,8,123,343
329,1,8,109,347
330,1,11,267,643
331,1,10,172,467
332,1,8,111,286
333,1,9,152,378
334,1,10,244,706
335,1,9,126,344
336,1,11,217,529
337,1,10,129,281
338,1,8,70,214
339,1,11,204,526
340,1,9,141,347
341,1,8,100,277
342,1,9,192,456
343,1,9,148,360
345,1,10,154,426
346,1,12,258,678
347,1,7,76,259
348,1,8,106,321
349,1,8,80,266
350,1,8,153,404
351,1,9,149,354
352,1,7,93,221
353,1,5,30,127
354,1,8,115,254
355,1,6,48,218
356,1,8,108,271
357,1,8,106,255
358,1,7,80,195
359,1,2,4,8
360,1,6,56,180
361,1,10,200,541
362,1,10,173,470
363,1,8,102,262
364,1,11,260,592
365,1,9,176,427
366,1,8,119,363
367,1,8,143,342
368,1,9,130,307
369,1,8,91,236
370,1,10,248,607
371,1,8,123,319
372,1,10,194,454
373,1,8,119,271
374,1,7,144,405
375,1,4,41,159
376,1,8,182,452
377,1,10,191,456
378,1,11,171,467
379,1,9,153,465
380,1,10,117,307
381,1,10,182,470
382,1,7,95,245
383,1,11,193,489
384,1,8,84,247
385,1,11,288,617
386,1,10,132,441
387,1,8,141,315
388,1,7,96,273
389,1,8,112,302
390,1,10,138,420
391,1,12,189,532
392,1,8,144,381
393,1,8,118,306
394,1,7,52,164
395,1,6,48,169
396,1,7,119,353
397,1,10,207,550
398,1,10,168,416
399,1,8,161,421
400,1,8,148,348
401,1,6,59,158
402,1,8,122,289
403,1,8,176,482
404,1,8,135,377
405,1,9,303,700
406,1,8,184,427
407,1,8,131,375
408,1,8,146,305
409,1,8,170,344
410,1,8,109,329
411,1,12,226,498
412,1,10,189,446
413,1,9,144,392
414,1,8,108,347
415,1,7,104,340
416,1,6,57,166
417,1,8,75,256
418,1,12,275,596
419,1,6,81,218
420,1,8,100,258
421,1,6,67,212
422,1,7,90,332
423,1,9,189,506
424,1,9,207,464
425,1,10,149,466
426,1,9,178,439
427,1,11,204,503
428,1,8,119,327
429,1,9,144,387
430,1,8,188,568
431,1,11,218,482
432,1,8,125,284
433,1,11,192,474
434,1,7,100,344
435,1,11,190,619
436,1,8,176,392
437,1,8,132,335
438,1,8,130,305
439,1,10,161,441
440,1,8,110,309
441,1,8,166,399
442,1,10,167,408
443,1,8,116,285
444,1,8,174,334
445,1,8,75,237
446,1,10,204,455
447,1,11,217,514
448,1,9,179,419
449,1,2,8,23
450,1,7,93,284
451,1,8,106,369
452,1,7,75,203
453,1,9,180,413
454,1,8,148,464
455,1,4,34,90
456,1,7,124,346
457,1,10,195,489
458,1,9,104,275
459,1,8,94,290
460,1,8,169,466
461,1,8,103,346
462,1,8,125,357
463,1,8,162,430
464,1,7,99,266
465,1,8,109,302
466,1,9,126,334
467,1,8,137,320
468,1,8,76,187
469,1,9,170,373
470,1,8,142,339
471,1,8,104,259
472,1,12,217,510
473,1,7,83,278
474,1,6,32,128
475,1,9,195,461
476,1,8,115,362
477,1,6,81,180
478,1,8,157,374
479,1,10,185,459
480,1,8,131,311
481,1,10,201,467
482,1,9,145,390
483,1,9,139,403
484,1,7,95,207
485,1,10,178,485
486,1,9,190,497
487,1,8,102,309
488,1,8,116,324
489,1,9,214,522
490,1,8,204,531
491,1,8,111,367
492,1,7,108,307
493,1,8,94,276
494,1,9,163,413
495,1,8,125,305
496,1,9,115,316
497,1,9,220,647
498,1,12,240,533
499,1,9,135,406
500,1,10,163,405
501,1,8,121,352
502,1,7,53,129
503,1,8,92,235
504,1,10,194,491
505,1,10,130,405
506,1,7,81,278
507,1,10,257,620
508,1,9,146,304
509,1,11,177,404
510,1,7,104,256
511,1,8,77,259
512,1,8,84,302
513,1,8,144,390
514,1,8,86,221
515,1,8,101,304
516,1,8,180,444
517,1,8,107,386
518,1,8,137,318
519,1,12,225,507
520,1,6,88,273
521,1,7,84,239
522,1,9,184,428
523,1,10,184,481
524,1,8,116,382
525,1,9,102,344
526,1,7,82,286
527,1,8,103,243
528,1,6,63,192
529,1,7,92,229
530,1,10,181,408
531,1,10,140,402
532,1,8,151,387
533,1,8,169,442
534,1,11,339,739
535,1,8,107,356
536,1,8,157,331
537,1,8,107,331
538,1,8,85,328
539,1,9,140,376
540,1,8,128,347
541,1,8,136,417
542,1,10,209,526
543,1,8,100,300
544,1,8,156,338
545,1,2,6,16
546,1,6,59,158
547,1,8,146,372
548,1,8,141,384
549,1,8,141,333
550,1,10,231,594
551,1,8,168,379
552,1,6,78,200
553,1,8,151,412
554,1,8,140,415
555,1,11,209,526
556,1,10,185,529
557,1,10,182,548
558,1,10,208,467
559,1,12,228,504
560,1,8,121,369
561,1,8,124,332
562,1,10,190,478
563,1,7,69,183
564,1,8,199,418
565,1,9,158,466
566,1,8,106,265
567,1,8,86,255
568,1,8,147,420
569,1,8,113,318
570,1,8,153,486
571,1,9,159,365
572,1,11,254,556
573,1,10,256,585
574,1,8,76,256
575,1,10,188,414
576,1,8,126,367
577,1,6,43,148
578,1,9,95,260
579,1,8,120,351
580,1,8,147,477
581,1,8,143,379
582,1,11,174,387
583,1,9,148,491
584,1,9,171,528
585,1,11,283,628
586,1,8,114,297
587,1,9,116,402
588,1,10,189,524
589,1,5,39,101
590,1,6,37,148
591,1,8,135,377
592,1,8,102,235
593,1,10,126,368
594,1,7,89,196
595,1,8,133,270
596,1,6,63,170
597,1,8,192,462
598,1,8,95,345
599,1,8,173,417
600,1,6,51,213
601,1,8,81,213
602,1,8,108,242
603,1,11,291,696
604,1,9,142,305
605,1,6,66,194
606,1,8,159,460
607,1,9,160,438
608,1,7,147,373
609,1,7,82,260
610,1,7,87,259
611,1,9,143,402
612,1,10,181,437
613,1,8,118,345
614,1,6,106,268
615,1,9,167,419
616,1,8,124,329
617,1,9,171,431
618,1,8,148,438
619,1,11,255,563
620,1,7,69,191
621,1,8,46,190
622,1,8,109,266
623,1,6,56,187
624,1,8,94,293
625,1,11,158,452
626,1,7,99,250
627,1,8,111,259
628,1,11,131,287
629,1,11,192,431
630,1,8,142,383
631,1,6,68,181
632,1,10,151,411
633,1,8,126,391
634,1,5,34,178
635,1,10,168,451
636,1,9,134,320
637,1,8,159,348
638,1,8,110,297
639,1,6,61,208
640,1,7,93,311
641,1,7,92,237
642,1,8,169,451
643,1,10,199,532
644,1,8,148,322
645,1,8,125,371
646,1,9,114,306
647,1,11,131,295
648,1,6,95,181
649,1,8,105,276
650,1,10,191,453
651,1,8,99,319
652,1,9,97,225
653,1,8,110,302
654,1,10,185,450
655,1,7,80,214
656,1,9,142,429
657,1,9,142,394
658,1,8,113,343
659,1,10,171,404
660,1,11,190,455
661,1,8,98,264
662,1,6,58,197
663,1,8,122,385
664,1,9,153,442
665,1,7,61,244
666,1,8,169,420
667,1,9,122,367
668,1,10,169,397
669,1,8,165,451
670,1,8,137,383
671,1,8,91,256
672,1,9,166,425
673,1,6,53,121
674,1,8,92,222
675,1,8,124,425
676,1,8,73,241
677,1,8,85,278
678,1,8,196,561
679,1,8,109,333
680,1,9,166,486
681,1,8,126,357
682,1,11,194,517
683,1,10,169,516
684,1,8,144,317
685,1,8,148,321
686,1,9,147,403
687,1,8,102,328
688,1,9,110,286
689,1,8,141,397
690,1,9,131,365
691,1,6,66,175
692,1,6,44,171
693,1,8,107,324
694,1,8,134,327
695,1,9,160,375
696,1,8,83,258
697,1,8,138,342
698,1,6,60,237
699,1,12,278,774
700,1,8,86,275
701,1,8,130,344
702,1,6,55,162
703,1,8,159,385
704,1,7,70,233
705,1,8,144,445
706,1,10,180,423
707,1,8,107,337
708,1,9,128,360
709,1,10,232,539
710,1,11,135,404
711,1,10,161,443
712,1,9,170,388
713,1,10,126,336
714,1,9,182,404
715,1,8,42,161
716,1,9,111,331
717,1,8,104,258
718,1,10,196,471
719,1,7,103,261
720,1,10,210,561
721,1,9,156,389
722,1,10,241,576
723,1,10,215,544
724,1,8,108,240
725,1,6,77,174
726,1,10,113,351
727,1,6,55,155
728,1,8,120,341
729,1,7,72,202
730,1,10,201,536
731,1,8,158,503
732,1,9,96,313
733,1,8,49,119
734,1,10,185,465
735,1,9,182,456
736,1,10,136,400
737,1,8,143,400
738,1,6,102,244
739,1,9,120,335
740,1,8,177,473
741,1,8,140,307
742,1,10,196,566
743,1,10,166,449
744,1,9,136,320
745,1,9,156,463
746,1,8,118,336
747,1,8,92,215
748,1,8,146,412
749,1,10,157,456
750,1,8,130,351
751,1,8,112,343
752,1,7,70,209
753,1,8,105,276
754,1,9,155,366
755,1,9,205,518
756,1,8,122,314
757,1,9,171,383
758,1,8,135,355
759,1,10,166,369
760,1,9,126,362
761,1,8,119,272
762,1,10,157,452
763,1,8,101,224
764,1,9,201,573
765,1,7,95,246
766,1,8,89,251
767,1,8,115,352
768,1,8,154,439
769,1,10,229,536
770,1,8,107,325
771,1,9,136,448
772,1,10,209,503
773,1,8,159,425
774,1,8,163,388
775,1,7,89,216
776,1,7,80,188
777,1,10,202,520
778,1,9,157,430
779,1,8,130,312
780,1,9,165,477
781,1,10,182,513
782,1,11,192,481
783,1,7,102,283
784,1,10,224,552
785,1,8,199,455
786,1,8,108,286
787,1,8,161,360
788,1,8,117,364
789,1,7,87,224
790,1,9,150,417
791,1,8,115,294
792,1,8,126,332
793,1,11,205,498
794,1,8,118,404
795,1,8,124,386
796,1,8,126,309
797,1,10,154,505
798,1,9,195,669
799,1,8,130,284
800,1,10,145,415
801,1,9,189,488
802,1,8,108,325
803,1,6,99,265
804,1,8,61,196
805,1,9,160,419
806,1,6,84,203
807,1,11,167,440
808,1,7,92,208
809,1,9,151,353
810,1,8,115,304
811,1,8,136,330
812,1,8,104,243
813,1,8,114,306
814,1,8,140,373
815,1,10,152,382
816,1,9,175,365
817,1,12,238,620
818,1,8,99,242
819,1,8,97,294
820,1,5,62,173
821,1,9,134,327
822,1,8,108,354
823,1,8,124,331
824,1,9,146,485
825,1,6,83,227
826,1,10,165,332
827,1,6,48,117
828,1,9,228,586
829,1,8,140,366
830,1,10,161,377
831,1,8,121,340
832,1,2,8,20
833,1,9,189,519
834,1,10,219,497
835,1,10,173,538
836,1,8,106,333
837,1,8,129,457
838,1,5,33,98
839,1,10,199,478
840,1,8,152,347
841,1,7,46,180
842,1,8,161,385
843,1,8,102,324
844,1,8,126,297
845,1,10,164,399
846,1,8,102,314
847,1,12,252,623
848,1,6,87,227
849,1,7,92,202
850,1,10,173,408
851,1,9,186,452
852,1,10,191,473
853,1,9,145,464
854,1,8,136,424
855,1,8,113,259
856,1,10,142,419
857,1,8,61,186
858,1,9,165,424
859,1,12,217,526
860,1,8,133,296
861,1,8,110,272
862,1,8,131,398
863,1,10,255,665
864,1,10,162,422
865,1,8,90,332
866,1,7,87,231
867,1,8,90,344
868,1,12,204,481
869,1,6,42,145
870,1,9,137,410
871,1,10,187,478
872,1,8,118,266
873,1,9,115,336
874,1,12,224,525
875,1,11,263,635
876,1,8,107,301
877,1,11,191,490
878,1,9,159,364
879,1,8,157,387
880,1,10,161,398
881,1,8,142,270
882,1,9,127,381
883,1,9,169,424
884,1,8,98,312
885,1,7,141,412
886,1,11,202,474
887,1,9,145,343
888,1,10,200,494
889,1,8,121,311
890,1,8,129,349
891,1,9,205,468
892,1,10,199,463
893,1,4,44,136
894,1,10,125,300
895,1,10,226,525
896,1,8,98,240
897,1,9,204,528
898,1,8,149,358
899,1,8,128,367
900,1,10,147,346
901,1,8,140,337
902,1,10,149,488
903,1,8,123,325
904,1,8,119,349
905,1,6,78,184
906,1,11,194,490
907,1,9,133,353
908,1,10,231,507
909,1,10,189,453
910,1,8,148,416
911,1,8,74,216
912,1,10,232,542
913,1,10,261,581
914,1,9,151,379
915,1,10,205,503
916,1,11,236,529
917,1,6,102,191
918,1,10,244,669
919,1,11,133,392
920,1,8,175,422
921,1,8,95,254
922,1,8,133,336
923,1,6,80,201
924,1,8,152,434
925,1,7,79,231
926,1,7,89,215
927,1,7,96,257
928,1,10,157,352
929,1,10,143,419
930,1,8,93,267
931,1,8,111,285
932,1,12,211,609
933,1,8,94,234
934,1,8,138,350
935,1,9,174,475
936,1,7,74,222
937,1,11,201,486
938,1,11,201,472
939,1,6,53,185
940,1,8,122,384
941,1,12,216,421
942,1,9,187,448
943,1,9,127,365
944,1,8,80,261
945,1,8,92,270
946,1,8,187,420
947,1,10,160,435
948,1,9,172,441
949,1,8,114,352
950,1,10,184,448
951,1,7,142,457
952,1,8,174,411
953,1,12,190,417
954,1,10,210,497
955,1,8,127,336
956,1,9,158,369
957,1,9,135,401
958,1,8,82,269
959,1,9,166,391
960,1,7,72,224
961,1,8,121,367
962,1,9,143,420
963,1,8,98,277
964,1,11,202,518
965,1,7,108,341
966,1,7,88,228
967,1,11,204,427
968,1,9,129,339
969,1,8,113,267
970,1,11,247,632
971,1,9,137,335
972,1,8,154,489
973,1,6,77,230
974,1,2,12,53
975,1,8,96,260
976,1,8,117,336
977,1,7,88,252
978,1,8,111,247
979,1,10,192,483
980,1,10,169,491
981,1,8,119,303
982,1,8,114,300
983,1,8,214,599
984,1,8,110,311
985,1,9,140,401
986,1,11,222,587
987,1,8,130,331
988,1,8,122,301
989,1,9,156,379
990,1,8,111,322
991,1,6,72,160
992,1,5,26,104
993,1,9,117,296
994,1,9,141,395
995,1,4,45,126
996,1,7,122,341
997,1,10,188,454
998,1,9,205,478
999,1,12,243,586
1000,1,12,324,728
1001,1,8,103,333
1002,1,8,106,341
1003,1,9,158,368
1004,1,6,63,168
1005,1,9,118,248
1006,1,8,178,435
1007,1,10,137,368
1008,1,10,171,503
1009,1,8,147,428
1010,1,8,109,265
1011,1,8,167,409
1012,1,9,147,356
1013,1,7,98,338
1014,1,8,135,341
1015,1,10,156,504
1016,1,8,94,273
1017,1,8,121,357
1018,1,10,234,498
1019,1,10,142,375
1020,1,8,98,262
1021,1,9,165,439
1022,1,11,277,612
1023,1,8,66,276
1024,1,9,148,422
1025,1,8,136,332
1026,1,10,148,416
1027,1,8,122,350
1028,1,10,243,559
1029,1,10,177,455
1030,1,8,69,197
1031,1,9,168,459
1032,1,8,169,436
1033,1,10,199,455
1034,1,8,151,448
1035,1,8,97,215
1036,1,9,152,357
1037,1,8,97,241
1038,1,11,231,558
1039,1,8,127,377
1040,1,6,45,140
1041,1,6,94,324
1042,1,8,142,339
1043,1,9,205,569
1044,1,7,92,259
1045,1,9,121,349
1046,1,9,117,332
1047,1,11,215,456
1048,1,10,180,508
1049,1,10,212,567
1050,1,11,223,538
1051,1,7,107,298
1052,1,9,146,393
1053,1,9,134,395
1054,1,8,96,257
1055,1,8,103,368
1056,1,6,78,201
1057,1,10,204,504
1058,1,8,126,360
1059,1,8,92,245
1060,1,8,97,269
1061,1,8,143,393
1062,1,10,110,348
1063,1,10,160,459
1064,1,9,203,451
1065,1,7,88,204
1066,1,9,176,464
1067,1,9,132,344
1068,1,9,155,525
1069,1,10,200,408
1070,1,7,78,259
1071,1,8,103,251
1072,1,8,119,322
1073,1,8,127,354
1074,1,8,127,388
1075,1,8,120,326
1076,1,10,215,510
1077,1,8,128,393
1078,1,12,297,677
1079,1,8,89,295
1080,1,8,160,342
1081,1,7,90,195
1082,1,9,113,327
1083,1,7,74,266
1084,1,9,134,336
1085,1,10,132,341
1086,1,8,128,411
1087,1,11,222,513
1088,1,8,136,404
1089,1,8,118,356
1090,1,6,70,235
1091,1,10,178,544
1092,1,10,155,434
1093,1,8,99,240
1094,1,8,135,270
1095,1,8,112,271
1096,1,4,28,120
1097,1,10,132,401
1098,1,9,149,368
1099,1,8,98,331
1100,1,9,104,280
1101,1,8,72,196
1102,1,8,108,302
1103,1,6,67,175
1104,1,10,287,699
1105,1,9,147,369
1106,1,9,180,476
1107,1,4,29,75
1108,1,9,148,442
1109,1,8,111,272
1110,1,8,87,269
1111,1,11,202,551
1112,1,8,93,299
1113,1,10,185,558
1114,1,10,155,418
1115,1,9,152,344
1116,1,8,102,290
1117,1,7,115,329
1118,1,8,115,350
1119,1,9,133,326
1120,1,8,124,392
1121,1,2,9,27
1122,1,10,181,473
1123,1,6,82,332
1124,1,9,184,409
1125,1,8,141,382
1126,1,10,124,402
1127,1,8,117,294
1128,1,8,69,359
1129,1,8,137,323
1130,1,6,46,231
1132,1,8,121,333
1133,1,12,201,537
1134,1,6,71,210
1135,1,11,281,641
1136,1,8,109,316
1137,1,8,142,371
1138,1,8,95,270
1139,1,10,228,459
1140,1,9,135,339
1141,1,6,87,241
1142,1,8,128,378
1143,1,8,178,387
1144,1,11,202,535
1145,1,9,129,333
1146,1,8,135,392
1147,1,9,171,395
1148,1,9,153,401
1149,1,10,178,401
1150,1,8,129,283
1151,1,10,161,481
1152,1,8,155,383
1153,1,9,137,392
1154,1,8,75,196
1155,1,8,126,331
1156,1,10,241,591
1157,1,6,94,233
1158,1,9,216,573
1159,1,12,181,412
1160,1,8,143,435
1161,1,8,114,329
1162,1,8,117,329
1163,1,10,250,526
1164,1,9,178,371
1165,1,8,104,324
1166,1,9,148,396
1167,1,10,165,441
1168,1,8,162,383
1169,1,10,187,417
1170,1,12,310,640
1171,1,12,293,781
1172,1,7,84,251
1173,1,8,129,336
1174,1,10,134,318
1175,1,9,223,521
1176,1,8,189,433
1177,1,6,68,197
1178,1,9,162,425
1179,1,8,112,365
1180,1,8,146,403
1181,1,10,131,340
1182,1,7,107,259
1183,1,8,79,270
1184,1,10,139,347
1185,1,8,127,304
1186,1,9,150,432
1187,1,10,151,354
1188,1,8,159,413
1189,1,9,114,296
1190,1,9,152,476
1191,1,8,168,436
1192,1,8,113,350
1193,1,10,196,503
1194,1,10,187,422
1195,1,11,172,396
1196,1,8,101,298
1197,1,8,154,511
1198,1,7,76,210
1199,1,8,116,292
1200,1,9,195,510
1201,1,12,223,460
1202,1,8,110,397
1203,1,8,134,397
1204,1,9,180,470
1205,1,8,133,325
1206,1,11,211,445
1207,1,8,189,449
1208,1,7,50,241
1209,1,8,126,310
1210,1,8,149,417
1211,1,9,161,408
1212,1,9,180,426
1213,1,8,153,363
1214,1,10,189,481
1215,1,8,152,471
1216,1,9,133,351
1217,1,4,24,100
1218,1,9,181,469
1219,1,8,109,327
1220,1,10,175,436
1221,1,10,194,507
1222,1,6,68,170
1223,1,9,175,434
1224,1,9,163,463
1225,1,8,114,376
1226,1,8,170,442
1227,1,8,69,176
1228,1,8,85,254
1229,1,8,149,435
1230,1,10,156,478
1231,1,6,62,174
1232,1,10,162,359
1233,1,9,205,462
1234,1,8,145,418
1236,1,10,133,331
1237,1,11,222,509
1238,1,10,133,317
1239,1,11,174,521
1240,1,10,161,437
1241,1,9,109,346
1242,1,8,81,260
1243,1,9,107,311
1244,1,8,186,531
1245,1,10,147,375
1246,1,7,120,293
1247,1,8,86,234
1248,1,8,164,396
1249,1,10,223,641
1250,1,12,315,766
1251,1,8,141,446
1252,1,11,141,395
1253,1,4,34,94
1254,1,8,141,384
1255,1,11,217,592
1256,1,8,140,417
1257,1,9,159,470
1258,1,12,184,500
1259,1,10,139,385
1260,1,8,125,303
1261,1,9,159,385
1262,1,8,138,395
1263,1,9,125,355
1264,1,9,159,357
1265,1,10,144,378
1266,1,8,102,302
1267,1,8,124,332
1268,1,8,115,310
1269,1,11,183,408
1270,1,10,106,273
1271,1,8,134,313
1272,1,9,130,403
1273,1,10,155,451
1274,1,6,46,139
1275,1,7,121,367
1276,1,8,98,320
1277,1,7,113,255
1278,1,8,81,259
1279,1,9,136,347
1280,1,6,74,237
1281,1,8,103,256
1282,1,10,194,483
1283,1,10,143,350
1284,1,8,143,384
1285,1,8,103,291
1286,1,8,78,203
1287,1,10,144,367
1288,1,10,193,523
1289,1,7,95,279
1290,1,8,153,350
1291,1,8,104,311
1292,1,8,105,319
1293,1,7,91,258
1294,1,9,185,547
1295,1,4,29,76
1296,1,9,169,461
1297,1,8,118,269
1298,1,7,91,248
1299,1,11,205,493
1300,1,7,112,338
1301,1,8,125,281
1302,1,10,138,372
1303,1,7,102,321
1304,1,11,240,487
1305,1,11,171,442
1306,1,8,147,373
1307,1,9,132,368
1308,1,9,139,389
1309,1,8,141,495
1310,1,7,103,292
1311,1,10,173,397
1312,1,9,143,397
1313,1,8,104,291
1314,1,10,238,574
1315,1,9,236,575
1316,1,9,122,314
1317,1,8,133,382
1318,1,8,114,385
1319,1,9,143,428
1320,1,11,235,605
1321,1,9,241,583
1322,1,9,121,348
1323,1,8,101,279
1324,1,8,140,381
1325,1,10,209,523
1326,1,8,128,409
1327,1,11,192,523
1328,1,8,149,449
1329,1,7,129,269
1330,1,8,152,436
1331,1,9,227,578
1332,1,9,135,376
1333,1,8,135,349
1334,1,8,76,230
1335,1,7,76,196
1336,1,10,211,602
1337,1,8,54,172
1338,1,9,231,541
1339,1,8,129,339
1340,1,8,133,330
1341,1,10,215,531
1342,1,8,122,316
1343,1,8,143,320
1344,1,8,140,357
1345,1,8,170,395
1346,1,8,101,281
1347,1,8,85,222
1348,1,7,64,195
1349,1,11,183,471
1350,1,10,192,496
1351,1,9,135,363
1352,1,8,156,331
1353,1,10,159,406
1354,1,8,110,260
1355,1,8,129,381
1356,1,8,107,275
1357,1,8,153,390
1358,1,11,194,473
1359,1,11,208,449
1360,1,8,172,365
1361,1,10,197,452
1362,1,9,183,412
1363,1,8,148,388
1364,1,9,182,440
1365,1,8,90,293
