id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2
11909,5,2,35,74,14,29,4,16,13,10
11910,5,1,23,67,10,27,3,14,7,9
11911,5,3,52,131,22,45,8,15,11,9
11912,5,2,18,50,9,12,3,11,8,7
11913,5,2,37,109,16,43,6,12,15,15
11914,5,1,24,64,11,16,4,8,6,7
11915,5,2,36,101,15,37,4,20,15,19
11916,5,3,69,161,28,70,6,29,20,23
11917,5,2,43,126,17,53,5,17,14,16
11918,5,2,20,55,15,21,3,12,10,8
11919,5,1,24,68,10,24,3,9,7,8
11920,5,3,54,128,27,46,7,26,16,12
11921,5,3,33,107,15,45,5,11,12,7
11922,5,2,32,93,8,35,5,20,12,8
11923,5,2,60,139,27,42,6,26,14,20
11924,5,2,44,104,22,43,4,19,16,14
11925,5,2,37,101,16,42,4,19,15,15
11926,5,1,38,94,20,36,4,16,13,8
11927,5,2,21,62,5,20,4,15,6,10
11928,5,3,71,170,40,62,8,35,20,19
11929,5,2,54,129,31,43,6,22,14,12
11930,5,2,29,67,16,26,3,15,12,15
11931,5,3,36,106,18,32,5,18,11,9
11932,5,4,103,280,44,111,13,55,28,36
11933,5,3,60,147,29,60,7,22,18,16
11934,5,3,45,139,17,41,7,14,14,8
11935,5,1,11,21,4,7,1,4,2,2
11936,5,2,60,143,32,55,7,30,19,15
11937,5,4,120,307,61,115,10,51,45,41
11938,5,3,66,156,31,68,5,21,16,12
11939,5,3,61,159,20,69,9,33,23,17
11940,5,2,47,108,10,47,5,25,11,14
11941,5,3,52,130,12,65,6,23,15,14
11942,5,3,67,156,30,66,5,29,11,19
11943,5,3,57,120,24,50,7,26,15,16
11944,5,2,22,65,11,26,2,10,8,9
11945,5,4,96,214,49,74,9,39,33,23
11946,5,3,60,151,37,51,4,32,16,28
11947,5,2,44,120,21,41,7,22,9,12
11948,5,2,27,72,15,29,3,8,9,8
11949,5,3,58,132,28,61,6,14,14,16
11950,5,1,20,45,6,12,3,8,6,11
11951,5,3,54,142,25,46,7,23,17,13
11952,5,1,16,46,9,19,2,7,6,5
11953,5,1,16,54,3,15,2,7,3,4
11954,5,4,102,286,47,112,12,41,42,28
11955,5,1,9,33,4,17,2,3,3,0
11956,5,2,54,130,21,58,6,20,9,14
11957,5,4,59,146,30,61,7,27,19,15
11958,5,2,24,50,11,25,3,5,6,5
11959,5,2,47,141,29,49,5,25,21,11
11960,5,3,57,139,38,50,6,27,14,11
11961,5,1,25,68,8,39,3,7,11,5
11962,5,3,48,112,28,44,5,20,15,7
11963,5,4,132,276,50,122,13,56,34,41
11964,5,3,60,158,29,54,7,28,21,19
11965,5,3,44,117,25,50,5,15,19,7
11966,5,1,41,101,19,31,5,25,15,15
11967,5,2,18,43,6,17,1,5,4,5
11968,5,2,41,123,18,42,8,17,21,10
11969,5,2,38,90,17,44,3,16,14,12
11970,5,4,65,196,28,88,8,21,21,15
11971,5,1,16,38,5,11,2,7,7,2
11972,5,3,50,133,15,70,8,21,16,16
11973,5,2,54,154,28,53,9,28,19,21
11974,5,2,51,114,18,58,4,17,17,11
11975,5,4,46,112,24,44,6,17,13,8
11976,5,1,15,38,8,15,2,6,8,5
11977,5,1,10,29,4,13,1,3,6,3
11978,5,3,68,181,31,67,8,32,24,22
11979,5,4,86,210,40,94,7,36,25,25
11980,5,4,118,239,57,91,10,35,25,14
11981,5,2,43,119,16,56,5,12,12,9
11982,5,2,38,101,18,41,4,15,14,11
11983,5,1,20,46,8,16,2,5,3,5
11984,5,2,30,82,16,29,4,9,10,3
11985,5,4,71,170,32,69,8,26,25,16
11986,5,4,106,243,42,108,10,35,26,38
11987,5,2,45,115,17,47,5,21,14,13
11988,5,3,63,134,32,53,7,22,19,18
11989,5,3,88,212,42,111,9,28,21,17
11990,5,4,72,167,32,66,6,33,20,24
11991,5,3,66,147,26,58,7,31,14,9
11992,5,2,26,81,9,33,3,18,15,11
11993,5,1,13,33,6,17,2,5,4,2
11994,5,2,47,99,28,40,6,15,10,6
11995,5,1,16,46,7,19,1,9,6,5
11996,5,2,61,133,29,50,5,26,16,16
11997,5,4,83,186,36,72,7,41,26,24
11998,5,1,6,20,1,6,1,3,2,5
11999,5,3,18,51,5,19,2,7,6,5
12000,5,2,57,141,32,42,5,20,19,22
12001,5,2,32,84,11,27,4,16,10,9
12002,5,1,18,52,4,18,2,10,5,7
12003,5,3,70,193,32,87,6,35,22,26
12004,5,2,44,111,12,52,7,17,14,16
12005,5,3,45,139,13,75,7,16,18,16
12006,5,1,38,103,11,33,5,8,14,9
12007,5,3,42,112,17,51,5,19,16,10
12008,5,3,53,134,14,60,6,22,16,19
12009,5,2,24,63,18,24,4,7,8,7
12010,5,2,48,116,29,51,4,14,11,10
12011,5,3,62,168,26,64,9,26,14,14
12012,5,2,51,143,22,65,6,31,17,25
12013,5,1,24,64,13,24,2,12,11,5
12014,5,3,66,152,39,59,7,24,22,15
12015,5,2,36,97,16,35,5,20,7,12
12016,5,3,53,155,27,66,6,19,22,11
12017,5,1,22,63,9,31,3,11,8,8
12018,5,4,100,246,35,93,10,34,27,36
12019,5,2,32,129,15,40,4,22,17,13
12020,5,3,62,154,37,63,9,24,18,16
12021,5,3,44,107,24,46,5,16,14,9
12022,5,2,43,110,16,49,6,16,15,13
12023,5,1,20,61,5,27,2,6,7,9
12024,5,3,76,141,46,45,5,28,18,19
12025,5,2,38,109,14,46,5,16,12,15
12026,5,2,65,149,44,55,5,29,19,13
12027,5,2,35,102,15,35,4,19,14,9
12028,5,4,86,212,50,76,8,32,29,24
12029,5,2,39,117,15,48,4,15,13,7
12030,5,3,51,119,29,51,5,24,18,10
12031,5,4,60,158,36,64,8,26,22,14
12032,5,1,38,88,12,38,3,15,14,8
12033,5,3,69,148,34,67,8,29,15,22
12034,5,3,54,164,21,60,5,33,18,20
12035,5,2,30,68,16,22,5,12,12,11
12036,5,1,41,98,18,41,4,17,17,13
12037,5,3,51,120,23,54,5,22,16,13
12038,5,2,48,120,27,45,4,24,15,16
12039,5,2,36,88,16,26,4,20,11,13
12040,5,1,30,85,10,27,4,10,11,7
12041,5,1,26,58,14,12,1,15,9,6
12042,5,3,41,96,14,37,4,13,14,12
12043,5,1,24,56,12,17,1,11,6,8
12044,5,3,56,149,23,58,7,20,18,17
12045,5,2,38,86,13,36,4,15,8,11
12046,5,1,18,58,9,22,2,9,9,8
12047,5,2,102,244,62,92,12,52,34,38
12048,5,2,35,74,17,30,3,15,9,6
12049,5,4,88,193,50,83,9,41,31,16
12050,5,0,6,20,1,7,1,5,2,4
12051,5,2,43,106,27,39,5,15,11,13
12052,5,4,52,147,23,57,6,23,20,13
12053,5,0,3,19,0,5,1,1,1,1
12054,5,3,68,158,42,51,7,26,21,13
12055,5,2,31,77,14,21,5,15,11,9
12056,5,3,60,163,21,56,7,36,19,23
12057,5,1,32,78,15,31,3,14,10,15
12058,5,3,62,181,38,70,8,33,27,19
12059,5,2,32,101,13,36,5,10,14,12
12060,5,3,59,162,26,51,7,30,26,27
12061,5,2,40,89,17,33,3,19,8,15
12062,5,3,49,133,22,42,5,22,16,14
12063,5,2,61,127,21,51,7,16,12,12
12064,5,3,66,164,16,65,4,30,19,16
12065,5,2,52,120,18,35,5,25,14,19
12066,5,0,2,8,1,2,0,2,2,3
12067,5,2,34,77,18,21,4,13,7,5
12068,5,3,67,157,46,60,6,19,18,9
12069,5,4,108,275,62,104,10,40,33,33
12070,5,2,39,97,21,34,4,18,12,13
12071,5,3,63,159,43,68,8,28,22,13
12072,5,4,93,217,46,85,10,42,26,25
12073,5,2,11,42,2,15,1,7,4,5
12074,5,2,18,54,8,23,3,11,7,5
12075,5,3,51,126,16,46,6,18,8,11
12076,5,2,33,100,18,43,5,12,11,9
12077,5,3,55,141,25,52,6,30,13,16
12078,5,1,19,54,5,20,2,7,7,8
12079,5,3,65,163,41,72,7,19,18,13
12080,5,4,66,155,24,53,6,32,15,20
12081,5,4,105,240,49,83,11,54,27,29
12082,5,3,73,183,45,83,5,19,13,13
12083,5,1,16,39,7,12,2,6,4,5
12084,5,3,65,135,24,56,5,25,15,18
12085,5,3,64,149,34,60,6,23,19,14
12086,5,3,94,184,46,75,8,34,22,27
12087,5,1,15,47,9,19,1,10,5,9
12088,5,2,52,121,20,42,5,16,17,11
12089,5,1,19,61,3,24,3,9,6,8
12090,5,4,83,174,38,61,10,34,18,12
12091,5,3,56,137,30,52,6,20,18,12
12092,5,1,44,117,11,37,1,23,8,13
12093,5,2,35,102,16,45,4,11,12,9
12094,5,2,26,84,10,32,3,14,12,10
12095,5,1,19,53,5,22,3,11,8,2
12096,5,1,16,44,4,12,3,7,6,9
12097,5,1,23,70,9,24,4,11,6,7
12098,5,1,20,61,9,23,3,11,8,10
12099,5,3,53,137,23,64,6,23,15,20
12100,5,4,73,180,37,72,9,30,20,20
12101,5,4,67,167,32,57,7,34,28,23
12102,5,4,57,179,26,74,7,27,26,20
12103,5,3,46,112,22,39,6,21,12,11
12104,5,2,48,116,23,44,5,21,13,17
12105,5,3,59,138,28,73,5,37,14,28
12106,5,3,60,158,21,65,6,24,18,22
12107,5,2,30,92,17,37,5,14,12,9
12108,5,3,51,135,22,48,7,24,18,18
12109,5,3,56,126,36,44,7,22,14,19
12110,5,4,80,188,35,79,8,28,19,23
12111,5,1,19,64,7,22,3,11,9,12
12112,5,4,41,114,13,51,4,12,12,9
12113,5,1,22,59,11,21,1,12,9,8
12114,5,2,31,85,20,20,4,19,11,11
12115,5,1,14,47,5,21,3,2,4,2
12116,5,3,61,133,37,51,8,17,16,8
12117,5,2,23,65,17,20,4,11,7,4
12118,5,2,28,86,5,26,4,13,8,13
12119,5,2,37,104,16,35,5,22,11,17
12120,5,3,64,146,32,61,9,28,24,12
12121,5,1,18,69,7,18,2,8,6,10
12122,5,2,38,81,18,33,5,9,16,6
12123,5,2,49,130,29,44,5,18,15,12
12124,5,2,50,113,24,41,5,20,11,12
12125,5,4,75,160,39,65,8,29,17,13
12126,5,4,96,206,60,82,12,23,26,18
12127,5,4,66,179,31,59,7,37,27,14
12128,5,4,65,169,25,77,8,29,21,21
12129,5,2,17,45,8,18,1,7,6,5
12130,5,2,23,52,13,20,1,14,5,9
12131,5,3,62,160,24,66,7,21,14,14
12132,5,3,59,153,38,49,8,33,21,18
12133,5,3,71,171,25,68,6,25,22,22
12134,5,2,49,130,24,48,4,24,23,19
12135,5,1,28,80,8,37,3,13,9,10
12136,5,1,19,44,7,16,1,10,6,4
12137,5,2,25,79,9,35,3,14,10,7
12138,5,2,13,34,6,10,2,5,4,4
12139,5,4,54,147,30,63,7,28,20,10
12140,5,2,46,112,25,47,4,14,8,10
12141,5,3,52,117,23,44,5,22,19,12
12142,5,3,50,137,19,49,8,31,16,21
12143,5,1,9,23,7,8,1,6,4,3
12144,5,4,75,199,41,83,7,34,20,23
12145,5,1,5,9,2,3,0,1,1,0
12146,5,2,33,80,20,30,2,13,10,11
12147,5,3,45,148,17,54,2,29,21,23
12148,5,3,88,201,51,73,9,35,26,20
12149,5,1,11,33,3,13,1,7,4,5
12150,5,3,39,143,25,53,8,25,16,16
12151,5,3,56,152,28,57,10,27,17,22
12152,5,3,54,154,27,64,10,31,17,15
12153,5,1,18,36,11,15,2,4,5,3
12154,5,4,87,191,42,87,7,25,27,25
12155,5,3,58,143,25,66,6,28,23,25
12156,5,4,101,194,49,79,10,29,21,16
12157,5,3,54,158,25,61,6,19,26,18
12158,5,3,43,129,27,45,6,18,11,7
12159,5,3,43,114,19,48,5,16,12,6
12160,5,3,53,127,24,49,5,20,25,19
12161,5,2,37,76,12,23,5,14,14,11
12162,5,4,106,224,50,83,12,43,28,29
12163,5,2,21,71,7,36,4,10,10,8
12164,5,3,49,132,23,45,8,26,15,19
12165,5,2,26,78,9,34,1,12,10,10
12166,5,2,47,111,15,47,5,19,15,12
12167,5,1,25,67,12,15,4,11,9,9
12168,5,2,70,173,29,75,9,31,22,20
12169,5,1,15,46,11,18,3,8,5,6
12170,5,4,89,205,47,79,10,41,32,20
12171,5,2,30,84,8,26,4,9,8,9
12172,5,1,20,44,13,13,2,10,8,5
12173,5,2,53,149,25,57,8,23,22,20
12174,5,2,60,158,22,61,7,35,20,14
12175,5,2,44,129,22,53,7,20,11,12
12176,5,1,23,52,11,20,2,9,4,5
12177,5,2,35,82,16,33,3,17,9,11
12178,5,2,37,109,20,35,4,26,14,12
12179,5,4,67,173,24,61,6,40,17,28
12180,5,2,37,84,13,38,5,10,8,3
12181,5,3,35,85,16,32,4,18,10,12
12182,5,2,18,54,7,15,2,9,9,2
12183,5,1,19,45,3,18,2,14,4,12
12184,5,3,68,159,34,61,6,29,23,20
12185,5,3,54,160,18,64,7,23,26,16
12186,5,2,40,111,16,42,4,21,20,15
12187,5,2,40,106,22,32,5,16,17,9
12188,5,4,83,196,47,75,11,29,23,16
12189,5,1,12,41,3,17,3,6,6,3
12190,5,1,43,106,23,28,4,12,13,10
12191,5,3,41,136,21,54,6,19,15,9
12192,5,1,15,51,9,14,3,7,7,5
12193,5,2,34,100,15,43,6,13,11,10
12194,5,2,41,97,13,41,3,17,14,11
12195,5,2,13,40,4,12,1,6,2,5
12196,5,2,52,129,25,54,8,17,12,19
12197,5,2,33,88,17,34,5,14,9,8
12198,5,2,30,88,14,32,5,18,15,16
12199,5,2,31,80,11,23,3,18,10,16
12200,5,4,120,281,65,109,12,60,37,27
12201,5,3,51,127,25,48,6,16,11,9
12202,5,1,19,47,9,21,3,12,6,7
12203,5,2,57,130,25,47,7,18,12,16
12204,5,3,74,160,19,84,7,26,11,21
12205,5,3,56,133,26,55,7,20,12,15
12206,5,3,77,163,41,52,7,25,26,17
12207,5,4,87,187,48,68,10,23,21,12
12208,5,2,28,70,12,25,3,11,6,7
12209,5,2,13,31,6,13,2,4,1,3
12210,5,3,65,181,16,73,9,41,20,21
12211,5,3,61,139,37,62,6,23,21,12
12212,5,4,91,207,54,72,9,46,22,23
12213,5,4,48,134,25,52,8,25,12,15
12214,5,1,14,38,6,12,2,11,4,6
12215,5,1,23,78,11,36,5,15,10,7
12216,5,4,63,170,30,80,9,24,18,18
12217,5,2,45,118,23,44,7,16,12,10
12218,5,2,12,38,4,12,1,5,3,5
12219,5,4,72,166,29,63,7,26,25,11
12220,5,2,41,116,18,46,6,22,16,8
12221,5,3,37,106,18,38,3,22,10,12
12222,5,1,19,59,6,29,2,9,5,7
12223,5,2,56,125,26,41,7,20,15,12
12224,5,3,58,137,30,53,7,23,17,20
12225,5,3,84,184,48,74,7,37,23,31
12226,5,4,103,257,49,106,8,40,27,19
12227,5,1,4,20,3,9,1,1,1,1
12228,5,3,61,129,21,57,6,32,15,24
12229,5,3,62,141,29,56,6,20,15,18
12230,5,3,50,116,19,46,5,21,15,11
12231,5,4,91,213,61,79,12,38,25,24
12232,5,3,53,130,33,39,5,29,16,16
12233,5,3,73,158,23,59,8,39,21,26
12234,5,1,21,71,3,21,2,17,10,8
12235,5,3,57,157,20,66,6,23,19,12
12236,5,3,56,117,23,56,5,23,15,18
12237,5,2,27,62,9,23,2,16,9,9
12238,5,1,22,66,8,20,3,10,12,7
12239,5,2,44,125,22,45,4,23,10,12
12240,5,4,80,179,43,78,9,22,15,17
12241,5,4,68,176,34,66,9,24,16,17
12242,5,4,107,241,71,103,9,45,30,25
12243,5,3,68,166,43,55,9,30,18,15
12244,5,4,80,201,27,85,10,35,28,28
12245,5,1,45,114,22,43,4,22,18,17
12246,5,2,47,122,22,42,7,28,17,13
12247,5,3,61,168,29,61,8,29,23,14
12248,5,3,80,218,43,95,9,42,27,33
12249,5,1,6,24,2,9,1,3,2,1
12250,5,2,31,76,10,16,3,7,12,6
12251,5,3,59,200,21,74,6,36,25,22
12252,5,3,70,157,34,64,8,27,22,23
12253,5,3,43,104,23,43,3,25,12,8
12254,5,1,19,49,9,18,0,9,5,5
12255,5,2,48,133,23,51,5,18,18,18
12256,5,4,86,199,48,76,5,35,24,22
12257,5,3,34,80,14,36,4,15,8,11
12258,5,1,8,34,3,11,1,9,4,6
12259,5,2,30,75,11,21,4,10,11,11
12260,5,2,30,81,17,23,2,12,10,7
12261,5,3,59,149,35,55,5,26,18,17
12262,5,2,32,95,19,30,4,11,16,5
12263,5,4,107,250,50,104,12,38,22,33
12264,5,2,49,137,18,40,4,17,15,17
12265,5,2,36,101,13,43,4,15,14,12
12266,5,2,51,124,27,42,6,29,17,22
12267,5,2,32,85,13,34,4,12,10,9
12268,5,2,37,96,20,39,5,11,14,11
12269,5,4,103,232,56,91,10,51,32,27
12270,5,4,135,307,65,104,14,57,31,30
12271,5,1,14,44,4,21,2,6,8,5
12272,5,3,75,191,42,71,9,34,21,27
12273,5,4,70,201,35,65,8,35,27,31
12274,5,1,31,81,13,20,5,10,8,9
12275,5,1,22,72,11,22,3,11,9,8
12276,5,4,72,166,42,69,9,32,20,24
12277,5,2,23,79,9,27,4,17,11,8
12278,5,3,56,182,20,84,9,22,19,14
12279,5,2,17,53,8,18,2,7,6,4
12280,5,2,45,121,13,48,6,17,15,14
12281,5,3,50,139,23,58,7,21,19,13
12282,5,3,70,171,28,60,6,29,19,14
12283,5,2,40,94,19,36,5,17,10,13
12284,5,2,47,112,21,54,6,24,11,13
12285,5,2,33,82,14,31,3,13,9,8
12286,5,1,11,29,3,10,1,6,3,3
12287,5,3,46,116,27,49,6,22,13,15
12288,5,2,29,74,16,23,5,13,8,7
12289,5,1,13,40,5,15,2,8,6,6
12290,5,3,56,159,26,71,7,35,18,20
12291,5,3,61,138,22,40,8,26,14,24
12292,5,2,25,71,8,28,2,12,8,13
12293,5,3,56,169,24,72,6,29,12,23
12294,5,0,23,87,7,34,3,13,9,5
12295,5,3,59,154,20,60,7,37,15,21
12296,5,4,70,193,33,73,7,28,27,29
12297,5,3,101,218,61,91,8,38,25,18
12298,5,2,38,92,13,43,2,16,14,13
12299,5,4,114,263,62,109,12,64,36,30
12300,5,2,41,103,20,38,5,19,12,13
12301,5,1,36,94,17,37,5,17,15,10
12302,5,2,49,117,31,37,4,20,16,11
12303,5,3,45,116,26,45,5,20,20,17
12304,5,1,16,69,11,23,3,11,4,10
12305,5,3,53,147,28,50,7,20,15,12
12306,5,2,20,51,9,20,2,7,6,9
12307,5,1,76,211,20,71,11,31,25,22
12308,5,2,36,94,21,43,5,16,8,10
12309,5,3,89,198,42,75,10,31,29,24
12310,5,3,69,195,27,82,10,37,17,27
12311,5,2,9,28,6,8,1,5,3,3
12312,5,3,68,180,25,56,6,28,21,21
12313,5,3,63,173,31,74,10,21,18,17
12314,5,2,33,78,22,34,3,9,9,3
12315,5,3,49,126,17,53,6,17,11,15
12316,5,2,28,80,14,36,4,6,7,4
12317,5,1,46,125,18,47,5,24,18,14
12318,5,4,51,154,19,58,8,30,23,19
12319,5,2,33,81,10,30,3,19,12,11
12320,5,2,26,85,11,34,4,10,9,9
12321,5,3,79,179,37,62,10,24,18,11
12322,5,1,24,69,12,23,2,15,11,15
12323,5,3,42,103,18,34,6,21,8,14
12324,5,3,50,124,26,46,5,15,14,17
12325,5,1,22,55,9,21,4,10,9,7
12326,5,3,59,173,28,63,3,22,25,11
12327,5,3,54,149,27,40,5,25,19,17
12328,5,2,52,119,30,42,5,18,15,18
12329,5,2,37,99,18,47,5,18,13,11
12330,5,2,38,105,22,49,4,15,12,14
12331,5,1,23,64,9,21,2,12,8,8
12332,5,1,29,122,12,43,5,17,15,20
12333,5,2,23,61,11,21,4,14,8,10
12334,5,3,73,177,34,77,7,25,19,16
12335,5,2,38,116,16,33,4,19,14,9
12336,5,1,15,47,6,17,2,4,3,6
12337,5,2,27,96,12,38,2,12,9,8
12338,5,2,40,101,18,35,6,15,12,11
12339,5,3,34,91,13,38,5,11,7,7
12340,5,4,114,294,51,121,13,53,31,31
12341,5,2,26,75,7,30,2,14,9,10
12342,5,1,25,71,12,29,3,9,10,9
12343,5,4,118,262,66,111,15,46,36,36
12344,5,1,14,41,6,17,1,9,7,8
12345,5,0,13,38,3,12,2,5,1,7
12346,5,2,20,52,5,21,2,8,5,10
12347,5,4,81,177,39,70,7,33,26,12
12348,5,3,69,172,41,57,7,29,22,18
12349,5,2,38,113,14,42,6,11,17,8
12350,5,3,80,176,55,64,6,39,20,20
12351,5,3,42,120,22,55,5,23,18,19
12352,5,3,92,233,54,91,9,45,29,29
12353,5,3,58,142,35,47,7,26,18,10
12354,5,2,31,89,14,36,3,20,15,13
12355,5,4,92,219,47,98,10,32,20,23
12356,5,1,5,12,3,4,1,3,2,2
12357,5,3,54,128,31,52,6,19,16,11
12358,5,1,18,53,11,16,3,11,11,8
12359,5,3,77,192,36,61,9,34,24,24
12360,5,4,62,149,35,65,8,27,20,16
12361,5,2,32,86,20,25,3,18,12,11
12362,5,0,14,48,3,20,3,7,3,3
12363,5,3,43,129,19,52,6,22,18,18
12364,5,4,79,227,34,91,11,29,33,25
12365,5,4,79,198,44,81,8,39,29,26
12366,5,3,102,231,43,88,12,47,29,32
12367,5,4,75,178,32,63,9,31,27,14
12368,5,3,75,204,30,82,12,39,23,21
12369,5,2,35,106,13,42,5,18,17,14
12370,5,3,60,141,24,54,7,27,15,22
12371,5,3,81,172,32,67,6,41,24,28
12372,5,3,69,142,30,60,4,20,13,11
12373,5,4,72,194,41,73,10,35,27,19
12374,5,3,55,147,23,66,7,17,18,18
12375,5,2,25,64,10,25,4,11,9,9
12376,5,3,63,177,24,79,9,30,21,21
12377,5,2,22,69,6,38,2,9,5,7
12378,5,1,29,83,13,30,5,18,7,8
12379,5,2,38,96,15,27,4,11,12,9
12380,5,1,19,63,11,21,4,15,12,10
12381,5,2,44,100,21,45,6,7,12,11
12382,5,2,22,67,9,19,1,12,13,7
12383,5,3,50,137,24,61,5,16,15,16
12384,5,3,56,145,26,58,4,19,14,17
12385,5,2,18,57,8,22,2,9,7,3
12386,5,2,25,84,13,40,4,8,17,8
12387,5,4,75,178,35,65,7,26,17,23
12388,5,4,93,229,53,93,8,49,33,27
12389,5,2,28,81,11,34,4,11,10,9
12390,5,2,54,119,33,45,5,25,18,12
12391,5,2,34,113,12,49,5,13,18,19
12392,5,2,25,98,15,33,4,17,12,11
12393,5,4,74,190,41,73,10,36,35,17
12394,5,2,29,89,10,31,5,17,17,17
12395,5,3,51,146,19,43,7,23,16,13
12396,5,2,23,57,8,18,4,7,6,7
12397,5,2,32,84,11,32,4,13,11,8
12398,5,2,58,131,33,42,8,16,15,16
12399,5,2,58,132,19,48,7,20,13,16
12400,5,2,32,88,17,30,4,13,7,6
12401,5,1,25,68,9,21,3,15,8,9
12402,5,2,55,140,23,77,6,10,17,15
12403,5,4,75,198,39,83,9,42,29,25
12404,5,4,65,140,38,45,9,22,19,8
12405,5,4,106,271,61,108,10,52,45,32
12406,5,3,68,145,33,53,7,29,11,13
12407,5,2,34,110,16,50,6,17,11,18
12408,5,3,58,127,26,52,8,26,15,16
12409,5,2,28,77,8,27,2,11,8,6
12410,5,1,21,49,10,16,3,13,4,7
12411,5,3,47,115,22,38,5,24,14,15
12412,5,2,23,64,12,23,3,8,9,6
12413,5,2,51,140,19,58,5,18,18,8
12414,5,0,6,22,2,8,1,6,5,4
12415,5,3,85,190,32,81,7,48,27,27
12416,5,2,33,87,20,38,4,17,11,15
12417,5,3,68,160,38,56,6,31,25,15
12418,5,2,37,106,23,29,5,22,16,11
12419,5,2,41,112,20,42,5,20,11,13
12420,5,4,72,197,35,73,8,29,29,22
12421,5,2,19,55,8,16,3,7,5,8
12422,5,4,77,203,40,83,10,33,24,23
12423,5,3,64,164,36,67,6,23,21,30
12424,5,4,95,212,43,84,9,22,24,17
12425,5,3,66,186,34,66,10,38,23,25
12426,5,2,19,61,11,23,2,9,6,12
12427,5,2,33,97,17,36,5,21,14,8
12428,5,2,25,84,14,42,5,12,12,8
12429,5,3,60,144,32,52,6,23,16,21
12430,5,3,42,109,27,39,6,15,19,10
