id,set,human_score,word_count
11942,5,3,156
11943,5,3,120
11944,5,2,65
11945,5,4,214
11946,5,3,151
11947,5,2,120
11948,5,2,72
11949,5,3,132
11950,5,1,45
11951,5,3,142
11952,5,1,46
11953,5,1,54
11954,5,4,286
11955,5,1,33
11956,5,2,130
11957,5,4,146
11958,5,2,50
11959,5,2,141
11960,5,3,139
11961,5,1,68
11962,5,3,112
11963,5,4,276
11964,5,3,158
11965,5,3,117
11966,5,1,101
11967,5,2,43
11968,5,2,123
11969,5,2,90
11970,5,4,196
11971,5,1,38
11972,5,3,133
11973,5,2,154
11974,5,2,114
11975,5,4,112
11976,5,1,38
11977,5,1,29
11978,5,3,181
11979,5,4,210
11980,5,4,239
11981,5,2,119
11982,5,2,101
11983,5,1,46
11984,5,2,82
11985,5,4,170
11986,5,4,243
11987,5,2,115
11988,5,3,134
11989,5,3,212
11990,5,4,167
11991,5,3,147
11992,5,2,81
11993,5,1,33
11994,5,2,99
11995,5,1,46
11996,5,2,133
11997,5,4,186
11998,5,1,20
11999,5,3,51
12000,5,2,141
12001,5,2,84
12002,5,1,52
12003,5,3,193
12004,5,2,111
12005,5,3,139
12006,5,1,103
12007,5,3,112
12008,5,3,134
12009,5,2,63
12010,5,2,116
12011,5,3,168
12012,5,2,143
12013,5,1,64
12014,5,3,152
12015,5,2,97
12016,5,3,155
12017,5,1,63
12018,5,4,246
12019,5,2,129
12020,5,3,154
12021,5,3,107
12022,5,2,110
12023,5,1,61
12024,5,3,141
12025,5,2,109
12026,5,2,149
12027,5,2,102
12028,5,4,212
12029,5,2,117
12030,5,3,119
12031,5,4,158
12032,5,1,88
12033,5,3,148
12034,5,3,164
12035,5,2,68
12036,5,1,98
12037,5,3,120
12038,5,2,120
12039,5,2,88
12040,5,1,85
12041,5,1,58
12042,5,3,96
12043,5,1,56
12044,5,3,149
12045,5,2,86
12046,5,1,58
12047,5,2,244
12048,5,2,74
12049,5,4,193
12050,5,0,20
12051,5,2,106
12052,5,4,147
12053,5,0,19
12054,5,3,158
12055,5,2,77
12056,5,3,163
12057,5,1,78
12058,5,3,181
12059,5,2,101
12060,5,3,162
12061,5,2,89
12062,5,3,133
12063,5,2,127
12064,5,3,164
12065,5,2,120
12066,5,0,8
12067,5,2,77
12068,5,3,157
12069,5,4,275
12070,5,2,97
12071,5,3,159
12072,5,4,217
12073,5,2,42
12074,5,2,54
12075,5,3,126
12076,5,2,100
12077,5,3,141
12078,5,1,54
12079,5,3,163
12080,5,4,155
12081,5,4,240
12082,5,3,183
12083,5,1,39
12084,5,3,135
12085,5,3,149
12086,5,3,184
12087,5,1,47
12088,5,2,121
12089,5,1,61
12090,5,4,174
12091,5,3,137
12092,5,1,117
12093,5,2,102
12094,5,2,84
12095,5,1,53
12096,5,1,44
12097,5,1,70
12098,5,1,61
12099,5,3,137
12100,5,4,180
12101,5,4,167
12102,5,4,179
12103,5,3,112
12104,5,2,116
12105,5,3,138
12106,5,3,158
12107,5,2,92
12108,5,3,135
12109,5,3,126
12110,5,4,188
12111,5,1,64
12112,5,4,114
12113,5,1,59
12114,5,2,85
12115,5,1,47
12116,5,3,133
12117,5,2,65
12118,5,2,86
12119,5,2,104
12120,5,3,146
12121,5,1,69
12122,5,2,81
12123,5,2,130
12124,5,2,113
12125,5,4,160
12126,5,4,206
12127,5,4,179
12128,5,4,169
12129,5,2,45
12130,5,2,52
12131,5,3,160
12132,5,3,153
12133,5,3,171
12134,5,2,130
12135,5,1,80
12136,5,1,44
12137,5,2,79
12138,5,2,34
12139,5,4,147
12140,5,2,112
12141,5,3,117
12142,5,3,137
12143,5,1,23
12144,5,4,199
12145,5,1,9
12146,5,2,80
12147,5,3,148
12148,5,3,201
12149,5,1,33
12150,5,3,143
12151,5,3,152
12152,5,3,154
12153,5,1,36
12154,5,4,191
12155,5,3,143
12156,5,4,194
12157,5,3,158
12158,5,3,129
12159,5,3,114
12160,5,3,127
12161,5,2,76
12162,5,4,224
12163,5,2,71
12164,5,3,132
12165,5,2,78
12166,5,2,111
12167,5,1,67
12168,5,2,173
12169,5,1,46
12170,5,4,205
12171,5,2,84
12172,5,1,44
12173,5,2,149
12174,5,2,158
12175,5,2,129
12176,5,1,52
12177,5,2,82
12178,5,2,109
12179,5,4,173
12180,5,2,84
12181,5,3,85
12182,5,2,54
12183,5,1,45
12184,5,3,159
12185,5,3,160
12186,5,2,111
12187,5,2,106
12188,5,4,196
12189,5,1,41
12190,5,1,106
12191,5,3,136
12192,5,1,51
12193,5,2,100
12194,5,2,97
12195,5,2,40
12196,5,2,129
12197,5,2,88
12198,5,2,88
12199,5,2,80
12200,5,4,281
12201,5,3,127
12202,5,1,47
12203,5,2,130
12204,5,3,160
12205,5,3,133
12206,5,3,163
12207,5,4,187
12208,5,2,70
12209,5,2,31
12210,5,3,181
12211,5,3,139
12212,5,4,207
12213,5,4,134
12214,5,1,38
12215,5,1,78
12216,5,4,170
12217,5,2,118
12218,5,2,38
12219,5,4,166
12220,5,2,116
12221,5,3,106
12222,5,1,59
12223,5,2,125
12224,5,3,137
12225,5,3,184
12226,5,4,257
12227,5,1,20
12228,5,3,129
12229,5,3,141
12230,5,3,116
12231,5,4,213
12232,5,3,130
12233,5,3,158
12234,5,1,71
12235,5,3,157
12236,5,3,117
12237,5,2,62
12238,5,1,66
12239,5,2,125
12240,5,4,179
12241,5,4,176
12242,5,4,241
12243,5,3,166
12244,5,4,201
12245,5,1,114
12246,5,2,122
12247,5,3,168
12248,5,3,218
12249,5,1,24
12250,5,2,76
12251,5,3,200
12252,5,3,157
12253,5,3,104
12254,5,1,49
12255,5,2,133
12256,5,4,199
12257,5,3,80
12258,5,1,34
12259,5,2,75
12260,5,2,81
12261,5,3,149
12262,5,2,95
12263,5,4,250
12264,5,2,137
12265,5,2,101
12266,5,2,124
12267,5,2,85
12268,5,2,96
12269,5,4,232
12270,5,4,307
12271,5,1,44
12272,5,3,191
12273,5,4,201
12274,5,1,81
12275,5,1,72
12276,5,4,166
12277,5,2,79
12278,5,3,182
12279,5,2,53
12280,5,2,121
12281,5,3,139
12282,5,3,171
12283,5,2,94
12284,5,2,112
12285,5,2,82
12286,5,1,29
12287,5,3,116
12288,5,2,74
12289,5,1,40
12290,5,3,159
12291,5,3,138
12292,5,2,71
12293,5,3,169
12294,5,0,87
12295,5,3,154
12296,5,4,193
12297,5,3,218
12298,5,2,92
12299,5,4,263
12300,5,2,103
12301,5,1,94
12302,5,2,117
12303,5,3,116
12304,5,1,69
12305,5,3,147
12306,5,2,51
12307,5,1,211
12308,5,2,94
12309,5,3,198
12310,5,3,195
12311,5,2,28
12312,5,3,180
12313,5,3,173
12314,5,2,78
12315,5,3,126
12316,5,2,80
12317,5,1,125
12318,5,4,154
12319,5,2,81
12320,5,2,85
12321,5,3,179
12322,5,1,69
12323,5,3,103
12324,5,3,124
12325,5,1,55
12326,5,3,173
12327,5,3,149
12328,5,2,119
12329,5,2,99
12330,5,2,105
12331,5,1,64
12332,5,1,122
12333,5,2,61
12334,5,3,177
12335,5,2,116
12336,5,1,47
12337,5,2,96
12338,5,2,101
12339,5,3,91
12340,5,4,294
12341,5,2,75
12342,5,1,71
12343,5,4,262
12344,5,1,41
12345,5,0,38
12346,5,2,52
12347,5,4,177
12348,5,3,172
12349,5,2,113
12350,5,3,176
12351,5,3,120
12352,5,3,233
12353,5,3,142
12354,5,2,89
12355,5,4,219
12356,5,1,12
12357,5,3,128
12358,5,1,53
12359,5,3,192
12360,5,4,149
12361,5,2,86
12362,5,0,48
12363,5,3,129
12364,5,4,227
12365,5,4,198
12366,5,3,231
12367,5,4,178
12368,5,3,204
12369,5,2,106
12370,5,3,141
12371,5,3,172
12372,5,3,142
12373,5,4,194
12374,5,3,147
12375,5,2,64
12376,5,3,177
12377,5,2,69
12378,5,1,83
12379,5,2,96
12380,5,1,63
12381,5,2,100
12382,5,2,67
12383,5,3,137
12384,5,3,145
12385,5,2,57
12386,5,2,84
12387,5,4,178
12388,5,4,229
12389,5,2,81
12390,5,2,119
12391,5,2,113
12392,5,2,98
12393,5,4,190
12394,5,2,89
12395,5,3,146
12396,5,2,57
12397,5,2,84
12398,5,2,131
12399,5,2,132
12400,5,2,88
12401,5,1,68
12402,5,2,140
12403,5,4,198
12404,5,4,140
12405,5,4,271
12406,5,3,145
12407,5,2,110
12408,5,3,127
12409,5,2,77
12410,5,1,49
12411,5,3,115
12412,5,2,64
12413,5,2,140
12414,5,0,22
12415,5,3,190
12416,5,2,87
12417,5,3,160
12418,5,2,106
12419,5,2,112
12420,5,4,197
12421,5,2,55
12422,5,4,203
12423,5,3,164
12424,5,4,212
12425,5,3,186
12426,5,2,61
12427,5,2,97
12428,5,2,84
12429,5,3,144
12430,5,3,109
12431,5,2,80
12432,5,3,102
12433,5,2,67
12434,5,2,90
12435,5,0,19
12436,5,2,104
12437,5,2,111
12438,5,2,103
12439,5,3,168
12440,5,4,170
12441,5,2,71
12442,5,2,87
12443,5,1,38
12444,5,3,117
12445,5,1,94
12446,5,4,195
12447,5,4,219
12448,5,4,170
12449,5,3,149
12450,5,3,115
12451,5,1,57
12452,5,2,154
12453,5,1,119
12454,5,4,208
12455,5,2,65
12456,5,2,89
12457,5,3,137
12458,5,3,104
12459,5,3,137
12460,5,2,112
12461,5,1,39
12462,5,4,183
12463,5,2,130
12464,5,2,86
12465,5,1,43
12466,5,3,135
12467,5,3,98
12468,5,3,163
12469,5,1,36
12470,5,4,213
12471,5,2,95
12472,5,1,147
12473,5,2,103
12474,5,2,50
12475,5,1,32
12476,5,2,99
12477,5,2,113
12478,5,4,217
12479,5,4,171
12480,5,1,130
12481,5,3,139
12482,5,4,215
12483,5,3,175
12484,5,2,153
12485,5,2,133
12486,5,1,81
12487,5,2,141
12488,5,2,66
12489,5,4,189
12490,5,2,105
12491,5,2,77
12492,5,2,98
12493,5,2,128
12494,5,3,123
12495,5,2,149
12496,5,1,45
12497,5,4,167
12498,5,4,292
12499,5,2,70
12500,5,3,126
12501,5,4,185
12502,5,2,56
12503,5,2,136
12504,5,2,128
12505,5,4,212
12506,5,1,17
12507,5,2,101
12508,5,2,129
12509,5,3,148
12510,5,2,100
12511,5,2,117
12512,5,3,150
12513,5,4,242
12514,5,4,162
12515,5,2,90
12516,5,4,193
12517,5,4,169
12518,5,3,107
12519,5,2,89
12520,5,3,180
12521,5,1,9
12522,5,3,169
12523,5,3,131
12524,5,2,76
12525,5,3,151
12526,5,0,22
12527,5,1,65
12528,5,2,85
12529,5,4,259
12530,5,4,234
12531,5,4,244
12532,5,3,112
12533,5,2,82
12534,5,2,103
12535,5,4,178
12536,5,3,141
12537,5,3,159
12538,5,4,212
12539,5,2,79
12540,5,2,91
12541,5,2,105
12542,5,1,43
12543,5,2,101
12544,5,3,137
12545,5,3,137
12546,5,1,93
12547,5,1,61
12548,5,2,84
12549,5,2,139
12550,5,2,92
12551,5,2,85
12552,5,1,35
12553,5,4,218
12554,5,1,89
12555,5,3,184
12556,5,3,140
12557,5,3,144
12558,5,1,62
12559,5,1,70
12560,5,2,113
12561,5,1,45
12562,5,1,45
12563,5,2,39
12564,5,3,190
12565,5,2,162
12566,5,1,72
12567,5,2,104
12568,5,2,72
12569,5,2,114
12570,5,2,121
12571,5,2,179
12572,5,1,33
12573,5,3,194
12574,5,4,183
12575,5,2,126
12576,5,3,203
12577,5,1,80
12578,5,1,49
12579,5,3,139
12580,5,1,143
12581,5,4,278
12582,5,2,152
12583,5,3,175
12584,5,3,152
12585,5,2,70
12586,5,2,136
12587,5,3,104
12588,5,1,198
12589,5,3,120
12590,5,3,133
12591,5,2,227
12592,5,1,59
12593,5,1,61
12594,5,3,153
12595,5,1,68
12596,5,2,143
12597,5,3,143
12598,5,1,50
12599,5,2,69
12600,5,2,127
12601,5,1,78
12602,5,1,77
12603,5,1,49
12604,5,1,44
12605,5,3,161
12606,5,1,56
12607,5,3,89
12608,5,4,279
12609,5,4,254
12610,5,2,115
12611,5,2,112
12612,5,3,196
12613,5,3,189
12614,5,2,115
12615,5,2,79
12616,5,2,109
12617,5,2,114
12618,5,3,151
12619,5,4,183
12620,5,4,212
12621,5,1,68
12622,5,3,133
12623,5,2,88
12624,5,2,110
12625,5,1,94
12626,5,3,139
12627,5,2,110
12628,5,2,84
12629,5,1,64
12630,5,1,80
12631,5,3,165
12632,5,3,164
12633,5,3,148
12634,5,2,60
12635,5,1,86
12636,5,1,67
12637,5,4,213
12638,5,3,187
12639,5,3,108
12640,5,1,42
12641,5,2,69
12642,5,1,42
12643,5,2,70
12644,5,3,140
12645,5,3,121
12646,5,2,142
12647,5,2,103
12648,5,2,65
12649,5,3,169
12650,5,3,148
12651,5,2,80
12652,5,1,45
12653,5,2,99
12654,5,2,92
12655,5,2,155
12656,5,3,103
12657,5,2,112
12658,5,2,87
12659,5,2,81
12660,5,3,95
12661,5,2,84
12662,5,2,78
12663,5,1,32
12664,5,1,32
12665,5,3,140
12666,5,2,91
12667,5,3,107
12668,5,2,73
12669,5,4,180
12670,5,2,116
12671,5,4,236
12672,5,3,165
12673,5,4,169
12674,5,4,242
12675,5,3,137
12676,5,2,100
12677,5,1,36
12678,5,2,78
12679,5,2,149
12680,5,3,153
12681,5,1,37
12682,5,2,60
12683,5,4,172
12684,5,2,69
12685,5,2,96
12686,5,4,165
12687,5,1,40
12688,5,2,44
12689,5,1,113
12690,5,3,151
12691,5,1,84
12692,5,3,210
12693,5,4,231
12694,5,3,197
12695,5,3,104
12696,5,3,186
12697,5,3,137
12698,5,3,153
12699,5,4,239
12700,5,4,216
12701,5,2,98
12702,5,2,88
12703,5,2,105
12704,5,3,156
12705,5,2,122
12706,5,4,214
12707,5,2,79
12708,5,1,90
12709,5,3,186
12710,5,4,194
12711,5,2,45
12712,5,2,80
12713,5,2,120
12714,5,1,38
12715,5,3,164
12716,5,2,98
12717,5,1,66
12718,5,1,41
12719,5,2,79
12720,5,2,87
12721,5,2,80
12722,5,2,122
12723,5,2,73
12724,5,3,151
12725,5,4,178
12726,5,1,22
12727,5,3,149
12728,5,3,111
12729,5,4,240
12730,5,2,99
12731,5,1,32
12732,5,2,67
12733,5,2,66
12734,5,1,47
12735,5,3,158
12736,5,4,273
12737,5,1,59
12738,5,3,184
12739,5,2,88
12740,5,2,132
12741,5,4,204
12742,5,3,104
12743,5,3,135
12744,5,2,147
12745,5,3,116
12746,5,1,154
12747,5,3,126
12748,5,3,98
12749,5,4,182
12750,5,2,98
12751,5,2,141
12752,5,1,76
12753,5,3,183
12754,5,1,27
12755,5,3,147
12756,5,2,108
12757,5,2,52
12758,5,1,25
12759,5,2,176
12760,5,3,152
12761,5,3,121
12762,5,2,118
12763,5,2,81
12764,5,3,156
12765,5,3,86
12766,5,3,187
12767,5,2,43
12768,5,2,96
12769,5,2,100
12770,5,3,153
12771,5,1,70
12772,5,1,61
12773,5,2,93
12774,5,2,56
12775,5,2,129
12776,5,2,79
12777,5,3,116
12778,5,4,163
12779,5,4,174
12780,5,3,127
12781,5,2,126
12782,5,3,109
12783,5,1,55
12784,5,4,167
12785,5,3,148
12786,5,3,109
12787,5,2,150
12788,5,1,20
12789,5,1,134
12790,5,2,59
12791,5,2,97
12792,5,1,63
12793,5,3,166
12794,5,2,87
12795,5,1,59
12796,5,1,93
12797,5,3,137
12798,5,3,127
12799,5,2,62
12800,5,4,232
12801,5,2,83
12802,5,2,93
12803,5,3,156
12804,5,2,119
12805,5,3,131
12806,5,4,223
12807,5,4,201
12808,5,1,36
12809,5,2,50
12810,5,4,241
12811,5,1,70
12812,5,3,146
12813,5,3,151
12814,5,3,176
12815,5,2,108
12816,5,2,108
12817,5,4,217
12818,5,3,171
12819,5,3,201
12820,5,1,45
12821,5,1,76
12822,5,4,154
12823,5,3,87
12824,5,2,156
12825,5,2,122
12826,5,2,77
12827,5,2,93
12828,5,1,67
12829,5,2,61
12830,5,3,141
12831,5,4,242
12832,5,3,144
12833,5,2,98
12834,5,3,209
12835,5,2,105
12836,5,1,47
12837,5,2,136
12838,5,3,133
12839,5,3,148
12840,5,4,218
12841,5,4,218
12842,5,1,66
12843,5,2,107
12844,5,3,185
12845,5,0,64
12846,5,3,192
12847,5,3,113
12848,5,3,145
12849,5,2,55
12850,5,2,53
12851,5,3,82
12852,5,3,127
12853,5,2,72
12854,5,1,123
12855,5,3,102
12856,5,4,152
12857,5,2,171
12858,5,2,94
12859,5,3,82
12860,5,2,87
12861,5,2,139
12862,5,2,90
12863,5,4,210
12864,5,2,110
12865,5,3,147
12866,5,3,183
12867,5,3,157
12868,5,1,37
12869,5,3,177
12870,5,1,53
12871,5,2,75
12872,5,3,204
12873,5,2,64
12874,5,3,131
12875,5,2,140
12876,5,1,65
12877,5,2,111
12878,5,3,112
12879,5,3,152
12880,5,0,40
12881,5,4,164
12882,5,3,170
12883,5,2,114
12884,5,2,91
12885,5,1,90
12886,5,2,143
12887,5,2,124
12888,5,2,64
12889,5,2,93
12890,5,2,75
12891,5,4,320
12892,5,3,102
12893,5,3,148
12894,5,2,135
12895,5,2,121
12896,5,2,110
12897,5,2,64
12898,5,2,104
12899,5,2,132
12900,5,2,61
12901,5,1,39
12902,5,1,58
12903,5,2,99
12904,5,1,131
12905,5,3,155
12906,5,0,13
12907,5,3,126
12908,5,3,154
12909,5,4,326
12910,5,3,170
12911,5,4,202
12912,5,2,50
12913,5,2,77
12914,5,1,59
12915,5,3,173
12916,5,3,131
12917,5,4,278
12918,5,3,131
12919,5,4,255
12920,5,3,164
12921,5,1,211
12922,5,1,62
12923,5,2,91
12924,5,4,197
12925,5,3,96
12926,5,2,66
12927,5,1,59
12928,5,2,100
12929,5,2,100
12930,5,3,118
12931,5,3,141
12932,5,1,57
12933,5,1,21
12934,5,2,86
12935,5,3,145
12936,5,2,91
12937,5,4,171
12938,5,3,210
12939,5,0,23
12940,5,2,40
12941,5,4,173
12942,5,0,7
12943,5,3,150
12944,5,1,27
12945,5,2,119
12946,5,2,125
12947,5,2,79
12948,5,2,153
12949,5,2,90
12950,5,1,68
12951,5,3,146
12952,5,2,57
12953,5,1,35
12954,5,3,170
12955,5,2,142
12956,5,2,93
12957,5,3,208
12958,5,4,189
12959,5,3,169
12960,5,2,72
12961,5,3,122
12962,5,2,52
12963,5,3,135
12964,5,3,138
12965,5,3,164
12966,5,3,159
12967,5,1,81
12968,5,4,234
12969,5,1,96
12970,5,3,186
12971,5,2,105
12972,5,4,236
12973,5,3,130
12974,5,2,63
12975,5,3,177
12976,5,1,28
12977,5,2,120
12978,5,2,120
12979,5,2,84
12980,5,4,249
12981,5,4,294
12982,5,2,115
12983,5,2,100
12984,5,3,153
12985,5,4,252
12986,5,3,128
12987,5,4,225
12988,5,2,137
12989,5,4,272
12990,5,3,124
12991,5,4,208
12992,5,4,244
12993,5,3,134
12994,5,2,122
12995,5,2,79
12996,5,2,88
12997,5,2,150
12998,5,2,169
12999,5,2,108
13000,5,3,163
13001,5,1,40
13002,5,2,56
13003,5,2,84
13004,5,4,166
13005,5,1,33
13006,5,0,53
13007,5,2,156
13008,5,3,108
13009,5,3,140
13010,5,1,48
13011,5,1,44
13012,5,3,151
13013,5,3,160
13014,5,2,104
13015,5,2,93
13016,5,3,188
13017,5,0,41
13018,5,4,228
13019,5,4,197
13020,5,3,146
13021,5,3,173
13022,5,4,198
13023,5,2,121
13024,5,3,155
13025,5,2,56
13026,5,2,75
13027,5,3,162
13028,5,3,126
13029,5,2,66
13030,5,3,144
13031,5,2,37
13032,5,1,76
13033,5,1,82
13034,5,2,80
13035,5,3,214
13036,5,2,145
13037,5,3,129
13038,5,3,176
13039,5,2,88
13040,5,2,68
13041,5,4,196
13042,5,1,52
13043,5,4,167
13044,5,2,82
13045,5,3,118
13046,5,3,153
13047,5,4,249
13048,5,2,144
13049,5,2,73
13050,5,3,163
13051,5,4,269
13052,5,2,198
13053,5,2,127
13054,5,3,151
13055,5,2,100
13056,5,4,174
13057,5,4,157
13058,5,2,99
13059,5,2,88
13060,5,2,91
13061,5,1,45
13062,5,2,73
13063,5,1,52
13064,5,2,112
13065,5,1,48
13066,5,0,26
13067,5,1,46
13068,5,2,119
13069,5,2,78
13070,5,2,103
13071,5,4,162
13072,5,2,80
13073,5,3,123
13074,5,3,156
13075,5,3,129
13076,5,2,220
13077,5,1,19
13078,5,3,216
13079,5,4,412
13080,5,4,213
13081,5,4,236
13082,5,1,18
13083,5,4,200
13084,5,2,126
13085,5,2,116
13086,5,3,125
13087,5,2,112
13088,5,1,88
13089,5,3,153
13090,5,4,241
13091,5,2,128
13092,5,1,27
13093,5,4,416
13094,5,2,55
13095,5,1,106
13096,5,2,68
13097,5,1,54
13098,5,0,21
13099,5,4,199
13100,5,2,103
13101,5,1,82
13102,5,2,83
13103,5,3,100
13104,5,2,120
13105,5,2,100
13106,5,3,143
13107,5,3,99
13108,5,2,115
13109,5,1,64
13110,5,3,145
13111,5,2,149
13112,5,3,147
13113,5,2,107
13114,5,2,82
13115,5,3,184
13116,5,2,48
13117,5,1,58
13118,5,2,118
13119,5,1,79
13120,5,1,19
13121,5,4,134
13122,5,2,61
13123,5,4,170
13124,5,3,150
13125,5,2,140
13126,5,2,92
13127,5,2,59
13128,5,3,129
13129,5,4,180
13130,5,2,59
13131,5,2,75
13132,5,3,145
13133,5,2,101
13134,5,2,100
13135,5,1,36
13136,5,2,105
13137,5,2,133
13138,5,4,235
13139,5,3,173
13140,5,1,69
13141,5,4,223
13142,5,1,29
13143,5,3,134
13144,5,4,224
13145,5,4,208
13146,5,3,150
13147,5,4,297
13148,5,2,96
13149,5,3,206
13150,5,3,121
13151,5,2,129
13152,5,2,47
13153,5,4,181
13154,5,1,42
13155,5,3,186
13156,5,3,150
13157,5,1,10
13158,5,3,179
13159,5,2,44
13160,5,3,219
13161,5,2,109
13162,5,1,9
13163,5,4,150
13164,5,1,63
13165,5,2,44
13166,5,3,166
13167,5,1,77
13168,5,2,48
13169,5,4,269
13170,5,3,149
13171,5,2,61
13172,5,3,223
13173,5,2,61
13174,5,1,33
13175,5,3,169
13176,5,2,91
13177,5,3,145
13178,5,3,177
13179,5,3,144
13180,5,3,125
13181,5,3,106
13182,5,2,91
13183,5,3,142
13184,5,2,122
13185,5,1,32
13186,5,2,120
13187,5,4,189
13188,5,2,56
13189,5,3,134
13190,5,2,114
13191,5,4,186
13192,5,2,72
13193,5,2,81
13194,5,4,185
13195,5,3,130
13196,5,4,231
13197,5,3,135
13198,5,2,91
13199,5,3,180
13200,5,3,134
13201,5,1,40
13202,5,1,32
13203,5,4,221
13204,5,3,90
13205,5,2,71
13206,5,4,176
13207,5,3,115
13208,5,3,145
13209,5,2,61
13210,5,3,134
13211,5,3,192
13212,5,3,137
13213,5,4,212
13214,5,0,75
13215,5,4,166
13216,5,2,66
13217,5,3,170
13218,5,2,146
13219,5,3,137
13220,5,1,62
13221,5,3,178
13222,5,2,88
13223,5,2,72
13224,5,2,55
13225,5,2,71
13226,5,3,137
13227,5,3,143
13228,5,2,71
13229,5,1,92
13230,5,1,104
13231,5,2,102
13232,5,4,160
13233,5,2,67
13234,5,3,122
13235,5,1,66
13236,5,3,136
13237,5,3,195
13238,5,1,34
13239,5,1,84
13240,5,3,138
13241,5,3,99
13242,5,2,141
13243,5,3,165
13244,5,1,131
13245,5,1,22
13246,5,3,180
13247,5,1,46
13248,5,3,217
13249,5,1,74
13250,5,4,184
13251,5,3,109
13252,5,2,78
13253,5,2,105
13254,5,2,123
13255,5,4,175
13256,5,2,79
13257,5,2,73
13258,5,1,53
13259,5,3,147
13260,5,4,165
13261,5,1,56
13262,5,2,66
13263,5,4,193
13264,5,3,140
13265,5,1,52
13266,5,2,128
13267,5,3,102
13268,5,4,268
13269,5,3,121
13270,5,2,79
13271,5,4,170
13272,5,2,116
13273,5,2,100
13274,5,1,76
13275,5,3,170
13276,5,3,145
13277,5,2,63
13278,5,2,75
13279,5,3,164
13280,5,3,206
13281,5,3,132
13282,5,3,129
13283,5,2,92
13284,5,2,96
13285,5,4,197
13286,5,3,148
13287,5,1,28
13288,5,2,92
13289,5,2,55
13290,5,3,130
13291,5,3,126
13292,5,3,141
13293,5,1,36
13294,5,3,133
13295,5,3,155
13296,5,0,44
13297,5,2,120
13298,5,2,68
13299,5,2,99
13300,5,3,136
13301,5,2,92
13302,5,3,103
13303,5,2,60
13304,5,3,137
13305,5,2,97
13306,5,4,162
13307,5,2,159
13308,5,1,55
13309,5,2,86
13310,5,2,44
13311,5,2,74
13312,5,2,101
13313,5,4,251
13314,5,3,152
13315,5,3,102
13316,5,2,93
13317,5,2,105
13318,5,2,136
13319,5,3,164
13320,5,1,32
13321,5,2,83
13322,5,2,135
13323,5,3,143
13324,5,2,84
13325,5,3,164
13326,5,1,33
13327,5,4,246
13328,5,2,86
13329,5,3,128
13330,5,4,257
13331,5,3,98
13332,5,1,65
13333,5,2,113
13334,5,4,228
13335,5,2,89
13336,5,1,78
13337,5,3,122
13338,5,2,69
13339,5,3,180
13340,5,0,56
13341,5,3,105
13342,5,3,159
13343,5,2,100
13344,5,3,139
13345,5,4,177
13346,5,3,156
13347,5,3,166
13348,5,3,102
13349,5,2,86
13350,5,1,177
13351,5,2,96
13352,5,1,66
13353,5,1,67
13354,5,3,136
13355,5,3,211
13356,5,2,132
13357,5,2,160
13358,5,2,70
13359,5,2,99
13360,5,2,117
13361,5,3,168
13362,5,2,99
13363,5,2,106
13364,5,3,142
13365,5,2,69
13366,5,1,41
13367,5,2,48
13368,5,2,79
13369,5,2,92
13370,5,1,40
13371,5,4,169
13372,5,2,137
13373,5,3,126
13374,5,3,209
13375,5,2,45
13376,5,4,219
13377,5,2,96
13378,5,3,198
