id,set,human_score,word_count
3366,2,4,414
3367,2,4,616
3368,2,4,374
3369,2,3,275
3370,2,4,499
3371,2,3,271
3372,2,3,301
3373,2,3,255
3374,2,4,324
3375,2,3,290
3376,2,4,453
3377,2,2,301
3378,2,3,244
3379,2,1,401
3380,2,3,377
3381,2,3,308
3382,2,4,195
3383,2,5,455
3384,2,4,518
3385,2,4,548
3386,2,4,497
3387,2,3,396
3388,2,3,195
3389,2,3,368
3390,2,3,412
3391,2,4,539
3392,2,3,220
3393,2,3,164
3394,2,3,448
3395,2,3,209
3396,2,3,409
3397,2,4,514
3398,2,4,586
3399,2,4,539
3400,2,3,549
3401,2,3,271
3402,2,4,401
3403,2,3,374
3404,2,4,343
3405,2,3,537
3406,2,4,454
3407,2,4,451
3408,2,3,415
3409,2,3,656
3410,2,3,224
3411,2,4,280
3412,2,4,483
3413,2,3,263
3414,2,4,429
3415,2,3,308
3416,2,3,268
3417,2,3,425
3418,2,5,757
3419,2,2,424
3420,2,4,532
3421,2,4,425
3422,2,2,225
3423,2,2,109
3424,2,4,534
3425,2,4,330
3426,2,1,67
3427,2,4,266
3428,2,6,508
3429,2,2,359
3430,2,3,289
3431,2,3,312
3432,2,4,403
3433,2,3,349
3434,2,2,156
3435,2,2,271
3436,2,4,314
3437,2,3,148
3438,2,3,330
3439,2,3,240
3440,2,4,534
3441,2,2,314
3442,2,4,337
3443,2,4,542
3444,2,4,359
3445,2,4,372
3446,2,4,437
3447,2,4,555
3448,2,3,382
3449,2,4,488
3450,2,3,302
3451,2,4,314
3452,2,3,427
3453,2,4,378
3454,2,2,127
3455,2,3,353
3456,2,3,298
3457,2,3,266
3458,2,4,488
3459,2,3,373
3460,2,4,495
3461,2,3,190
3462,2,3,344
3463,2,3,177
3464,2,4,545
3465,2,3,189
3466,2,3,246
3467,2,4,510
3468,2,4,369
3469,2,4,486
3470,2,4,563
3471,2,3,354
3472,2,3,216
3473,2,2,37
3474,2,4,484
3475,2,2,186
3476,2,3,436
3477,2,3,409
3478,2,2,401
3479,2,3,176
3480,2,3,292
3481,2,4,266
3482,2,3,271
3483,2,4,466
3484,2,3,237
3485,2,4,499
3486,2,1,108
3487,2,4,493
3488,2,3,356
3489,2,3,196
3490,2,4,324
3491,2,2,109
3492,2,4,694
3493,2,2,86
3494,2,2,287
3495,2,4,309
3496,2,4,370
3497,2,3,372
3498,2,4,361
3499,2,2,440
3500,2,2,179
3501,2,4,417
3502,2,3,342
3503,2,3,188
3504,2,4,355
3505,2,3,196
3506,2,4,359
3507,2,4,356
3508,2,3,367
3509,2,5,593
3510,2,3,281
3511,2,3,366
3512,2,4,450
3513,2,3,308
3514,2,4,400
3515,2,3,273
3516,2,4,540
3517,2,2,92
3518,2,4,369
3519,2,4,534
3520,2,4,535
3521,2,4,324
3522,2,3,277
3523,2,4,544
3524,2,4,322
3525,2,3,420
3526,2,3,309
3527,2,4,420
3528,2,4,496
3529,2,4,476
3530,2,4,433
3531,2,4,592
3532,2,3,255
3533,2,4,312
3534,2,3,425
3535,2,3,424
3536,2,3,250
3537,2,4,555
3538,2,3,381
3539,2,4,874
3540,2,3,414
3541,2,4,422
3542,2,4,478
3543,2,3,229
3544,2,4,314
3545,2,4,575
3546,2,4,776
3547,2,4,354
3548,2,3,357
3549,2,4,331
3550,2,4,558
3551,2,3,731
3552,2,3,341
3553,2,3,259
3554,2,3,349
3555,2,4,546
3556,2,1,72
3557,2,3,322
3558,2,3,310
3559,2,3,709
3560,2,3,424
3561,2,3,256
3562,2,3,291
3563,2,3,403
3564,2,4,348
3565,2,4,414
3566,2,4,365
3567,2,4,432
3568,2,5,339
3569,2,3,384
3570,2,5,537
3571,2,4,349
3572,2,2,296
3573,2,4,465
3574,2,4,304
3575,2,3,974
3576,2,3,234
3577,2,4,378
3578,2,4,368
3579,2,4,534
3580,2,3,263
3581,2,3,428
3582,2,3,171
3583,2,3,285
3584,2,4,234
3585,2,3,340
3586,2,3,327
3587,2,3,171
3588,2,2,241
3589,2,4,549
3590,2,2,528
3591,2,3,471
3592,2,3,279
3593,2,4,394
3594,2,4,724
3595,2,4,457
3596,2,4,705
3597,2,2,159
3598,2,3,302
3599,2,3,353
3600,2,4,362
3601,2,4,549
3602,2,3,271
3603,2,2,231
3604,2,3,236
3605,2,3,748
3606,2,4,378
3607,2,4,583
3608,2,4,442
3609,2,4,557
3610,2,3,213
3611,2,2,143
3612,2,4,316
3613,2,4,419
3614,2,4,518
3615,2,4,376
3616,2,4,349
3617,2,3,246
3618,2,4,409
3619,2,4,432
3620,2,4,580
3621,2,4,413
3622,2,5,565
3623,2,3,190
3624,2,4,344
3625,2,3,293
3626,2,5,511
3627,2,4,381
3628,2,4,605
3629,2,4,335
3630,2,3,261
3631,2,3,304
3632,2,3,181
3633,2,3,248
3634,2,3,206
3635,2,3,260
3636,2,4,595
3637,2,4,471
3638,2,4,286
3639,2,3,263
3640,2,4,635
3641,2,2,165
3642,2,3,378
3643,2,2,142
3644,2,4,320
3645,2,3,268
3646,2,4,411
3647,2,4,476
3648,2,5,494
3649,2,4,491
3650,2,4,373
3651,2,4,415
3652,2,4,628
3653,2,4,886
3654,2,4,378
3655,2,3,281
3656,2,2,69
3657,2,4,390
3658,2,5,614
3659,2,3,153
3660,2,3,363
3661,2,4,511
3662,2,4,544
3663,2,2,116
3664,2,4,376
3665,2,3,291
3666,2,3,340
3667,2,2,299
3668,2,4,453
3669,2,4,244
3670,2,1,62
3671,2,3,434
3672,2,3,354
3673,2,3,241
3674,2,4,395
3675,2,3,375
3676,2,4,540
3677,2,4,493
3678,2,4,312
3679,2,3,406
3680,2,3,249
3681,2,3,364
3682,2,4,399
3683,2,4,472
3684,2,3,219
3685,2,2,180
3686,2,3,295
3687,2,4,505
3688,2,4,408
3689,2,4,508
3690,2,3,332
3691,2,4,387
3692,2,4,384
3693,2,3,392
3694,2,3,398
3695,2,3,282
3696,2,4,375
3697,2,4,808
3698,2,4,494
3699,2,2,104
3700,2,4,404
3701,2,3,351
3702,2,3,273
3703,2,3,295
3704,2,4,234
3705,2,2,248
3706,2,3,273
3707,2,5,461
3708,2,4,437
3709,2,3,383
3710,2,2,240
3711,2,3,291
3712,2,3,300
3713,2,4,485
3714,2,2,107
3715,2,4,304
3716,2,3,353
3717,2,3,311
3718,2,3,301
3719,2,4,748
3720,2,3,423
3721,2,4,428
3722,2,5,564
3723,2,5,601
3724,2,2,270
3725,2,3,279
3726,2,4,287
3727,2,3,276
3728,2,4,402
3729,2,3,296
3730,2,3,318
3731,2,3,191
3732,2,3,328
3733,2,3,289
3734,2,2,153
3735,2,3,321
3736,2,4,535
3737,2,4,439
3738,2,3,324
3739,2,2,227
3740,2,4,595
3741,2,2,81
3742,2,4,476
3743,2,3,305
3744,2,3,292
3745,2,2,210
3746,2,4,572
3747,2,4,281
3748,2,4,337
3749,2,3,323
3750,2,4,371
3751,2,4,676
3752,2,4,300
3753,2,3,346
3754,2,3,270
3755,2,4,530
3756,2,4,536
3757,2,3,440
3758,2,3,246
3759,2,2,210
3760,2,4,332
3761,2,4,857
3762,2,2,141
3763,2,4,507
3764,2,3,405
3765,2,4,385
3766,2,3,185
3767,2,4,382
3768,2,4,784
3769,2,3,284
3770,2,4,377
3771,2,4,375
3772,2,3,277
3773,2,3,364
3774,2,3,333
3775,2,4,436
3776,2,4,446
3777,2,4,369
3778,2,3,396
3779,2,2,152
3780,2,4,550
3781,2,4,398
3782,2,3,346
3783,2,4,453
3784,2,5,697
3785,2,2,106
3786,2,4,280
3787,2,3,301
3788,2,4,394
3789,2,3,249
3790,2,3,246
3791,2,4,449
3792,2,3,257
3793,2,5,612
3794,2,3,430
3795,2,4,482
3796,2,4,399
3797,2,3,377
3798,2,4,646
3799,2,3,224
3800,2,3,409
3801,2,2,91
3802,2,4,455
3803,2,3,174
3804,2,4,350
3805,2,3,109
3806,2,3,371
3807,2,4,264
3808,2,3,220
3809,2,5,533
3810,2,3,281
3811,2,3,306
3812,2,3,321
3813,2,2,286
3814,2,3,405
3815,2,4,347
3816,2,3,300
3817,2,3,152
3818,2,4,268
3819,2,4,847
3820,2,3,345
3821,2,3,320
3822,2,3,285
3823,2,3,183
3824,2,4,526
3825,2,4,307
3826,2,4,564
3827,2,4,465
3828,2,3,264
3829,2,3,355
3830,2,4,362
3831,2,3,215
3832,2,4,450
3833,2,4,489
3834,2,3,391
3835,2,4,330
3836,2,4,531
3837,2,3,197
3838,2,3,215
3839,2,3,329
3840,2,4,733
3841,2,3,196
3842,2,3,402
3843,2,3,448
3844,2,4,444
3845,2,2,85
3846,2,4,445
3847,2,4,693
3848,2,4,381
3849,2,4,467
3850,2,3,263
3851,2,3,403
3852,2,3,362
3853,2,4,259
3854,2,3,325
3855,2,3,273
3856,2,4,349
3857,2,3,536
3858,2,3,335
3859,2,3,517
3860,2,3,429
3861,2,3,235
3862,2,5,600
3863,2,3,369
3864,2,4,367
3865,2,4,336
3866,2,4,235
3867,2,3,239
3868,2,4,405
3869,2,3,404
3870,2,3,301
3871,2,4,402
3872,2,4,527
3873,2,5,877
3874,2,3,249
3875,2,5,615
3876,2,4,544
3877,2,4,389
3878,2,3,361
3879,2,1,46
3880,2,3,187
3881,2,5,338
3882,2,3,154
3883,2,1,48
3884,2,3,379
3885,2,3,351
3886,2,3,379
3887,2,4,254
3888,2,5,417
3889,2,4,480
3890,2,3,407
3891,2,3,242
3892,2,3,340
3893,2,4,479
3894,2,3,388
3895,2,4,287
3896,2,4,558
3897,2,4,322
3898,2,3,419
3899,2,4,432
3900,2,3,355
3901,2,3,331
3902,2,4,479
3903,2,2,47
3904,2,4,432
3905,2,3,309
3906,2,4,616
3907,2,4,318
3908,2,5,606
3909,2,4,452
3910,2,3,366
3911,2,3,476
3912,2,3,342
3913,2,3,280
3914,2,3,294
3915,2,3,397
3916,2,4,357
3917,2,3,360
3918,2,4,503
3919,2,4,512
3920,2,4,560
3921,2,3,437
3922,2,3,456
3923,2,4,439
3924,2,3,485
3925,2,5,579
3926,2,3,441
3927,2,3,310
3928,2,3,335
3929,2,3,319
3930,2,3,478
3931,2,4,374
3932,2,4,521
3933,2,3,378
3934,2,4,392
3935,2,3,365
3936,2,3,359
3937,2,5,493
3938,2,3,400
3939,2,4,437
3940,2,4,350
3941,2,2,253
3942,2,3,508
3943,2,4,455
3944,2,4,414
3945,2,3,368
3946,2,4,301
3947,2,3,493
3948,2,3,240
3949,2,4,456
3950,2,3,270
3951,2,5,831
3952,2,2,173
3953,2,4,436
3954,2,4,423
3955,2,4,445
3956,2,4,612
3957,2,2,196
3958,2,3,452
3959,2,3,537
3960,2,4,364
3961,2,4,581
3962,2,4,570
3963,2,4,407
3964,2,3,231
3965,2,4,647
3966,2,3,195
3967,2,3,267
3968,2,3,413
3969,2,3,452
3970,2,4,624
3971,2,3,206
3972,2,4,206
3973,2,3,180
3974,2,2,50
3975,2,4,381
3976,2,4,338
3977,2,4,494
3978,2,4,471
3979,2,3,236
3980,2,3,238
3981,2,4,655
3982,2,4,474
3983,2,5,591
3984,2,4,511
3985,2,3,217
3986,2,3,610
3987,2,3,239
3988,2,4,370
3989,2,4,313
3990,2,4,451
3991,2,4,465
3992,2,4,463
3993,2,3,210
3994,2,4,506
3995,2,3,302
3996,2,4,461
3997,2,3,204
3998,2,4,318
3999,2,4,460
4000,2,2,307
4001,2,4,438
4002,2,3,408
4003,2,4,352
4004,2,2,113
4005,2,4,470
4006,2,3,256
4007,2,3,379
4008,2,2,49
4009,2,1,53
4010,2,4,508
4011,2,3,261
4012,2,4,273
4013,2,3,344
4014,2,4,517
4015,2,4,674
4016,2,4,395
4017,2,3,326
4018,2,4,446
4019,2,3,450
4020,2,3,380
4021,2,4,398
4022,2,4,453
4023,2,4,367
4024,2,1,39
4025,2,4,450
4026,2,5,670
4027,2,4,230
4028,2,5,491
4029,2,3,425
4030,2,3,351
4031,2,3,209
4032,2,3,329
4033,2,5,465
4034,2,3,343
4035,2,3,386
4036,2,4,498
4037,2,3,531
4038,2,4,652
4039,2,4,352
4040,2,3,531
4041,2,3,486
4042,2,3,331
4043,2,3,349
4044,2,5,642
4045,2,3,324
4046,2,4,746
4047,2,3,196
4048,2,3,245
4049,2,4,584
4050,2,2,402
4051,2,3,400
4052,2,3,456
4053,2,4,323
4054,2,3,245
4055,2,4,487
4056,2,3,325
4057,2,3,570
4058,2,4,357
4059,2,4,361
4060,2,5,711
4061,2,6,517
4062,2,4,469
4063,2,3,427
4064,2,3,258
4065,2,3,247
4066,2,3,406
4067,2,4,407
4068,2,3,331
4069,2,4,436
4070,2,4,401
4071,2,4,312
4072,2,4,545
4073,2,4,607
4074,2,4,481
4075,2,3,469
4076,2,3,524
4077,2,3,212
4078,2,4,551
4079,2,4,512
4080,2,4,482
4081,2,4,436
4082,2,4,423
4083,2,4,449
4084,2,4,480
4085,2,3,235
4086,2,3,292
4087,2,4,341
4088,2,4,496
4089,2,4,420
4090,2,3,361
4091,2,3,325
4092,2,4,459
4093,2,4,568
4094,2,4,572
4095,2,4,682
4096,2,3,612
4097,2,2,330
4098,2,3,241
4099,2,4,388
4100,2,3,284
4101,2,4,556
4102,2,4,224
4103,2,4,343
4104,2,3,274
4105,2,3,338
4106,2,3,355
4107,2,3,424
4108,2,6,644
4109,2,4,392
4110,2,3,233
4111,2,4,661
4112,2,2,97
4113,2,3,286
4114,2,4,417
4115,2,2,90
4116,2,4,324
4117,2,4,464
4118,2,3,289
4119,2,3,216
4120,2,2,248
4121,2,3,248
4122,2,3,148
4123,2,4,390
4124,2,2,126
4125,2,4,554
4126,2,4,493
4127,2,4,473
4128,2,4,490
4129,2,4,420
4130,2,4,807
4131,2,3,436
4132,2,3,253
4133,2,4,620
4134,2,4,558
4135,2,2,373
4136,2,2,141
4137,2,4,827
4138,2,4,508
4139,2,4,406
4140,2,2,171
4141,2,5,601
4142,2,4,307
4143,2,3,381
4144,2,4,458
4145,2,4,596
4146,2,3,392
4147,2,4,271
4148,2,4,441
4149,2,3,388
4150,2,3,283
4151,2,3,219
4152,2,3,243
4153,2,3,266
4154,2,4,372
4155,2,3,221
4156,2,3,256
4157,2,4,287
4158,2,4,462
4159,2,3,204
4160,2,3,451
4161,2,3,237
4162,2,5,524
4163,2,3,174
4164,2,3,340
4165,2,5,568
4166,2,3,371
4167,2,3,216
4168,2,4,280
4169,2,4,478
4170,2,3,318
4171,2,4,557
4172,2,4,472
4173,2,3,324
4174,2,4,670
4175,2,3,279
4176,2,5,740
4177,2,4,558
4178,2,4,381
4179,2,3,306
4180,2,4,428
4181,2,3,245
4182,2,4,402
4183,2,4,593
4184,2,3,362
4185,2,4,562
4186,2,3,435
4187,2,3,277
4188,2,3,374
4189,2,3,251
4190,2,4,419
4191,2,2,111
4192,2,4,348
4193,2,3,239
4194,2,4,448
4195,2,4,525
4196,2,3,400
4197,2,3,474
4198,2,4,355
4199,2,4,513
4200,2,2,129
4201,2,4,401
4202,2,5,570
4203,2,4,484
4204,2,3,208
4205,2,3,373
4206,2,3,148
4207,2,3,432
4208,2,5,625
4209,2,4,485
4210,2,2,125
4211,2,2,175
4212,2,4,310
4213,2,4,358
4214,2,4,456
4215,2,4,251
4216,2,3,159
4217,2,6,1025
4218,2,4,371
4219,2,5,799
4220,2,4,436
4221,2,2,303
4222,2,4,694
4223,2,3,328
4224,2,3,287
4225,2,3,713
4226,2,4,614
4227,2,4,322
4228,2,4,382
4229,2,4,316
4230,2,4,511
4231,2,2,154
4232,2,4,561
4233,2,3,231
4234,2,3,229
4235,2,3,275
4236,2,2,114
4237,2,3,223
4238,2,3,312
4239,2,3,387
4240,2,2,138
4241,2,4,584
4242,2,3,295
4243,2,3,275
4244,2,4,409
4245,2,2,169
4246,2,4,478
4247,2,2,232
4248,2,4,400
4249,2,3,390
4250,2,5,632
4251,2,4,306
4252,2,4,479
4253,2,1,225
4254,2,4,964
4255,2,3,219
4256,2,3,473
4257,2,4,420
4258,2,2,196
4259,2,3,377
4260,2,3,417
4261,2,4,607
4262,2,4,348
4263,2,3,414
4264,2,2,209
4265,2,4,569
4266,2,3,387
4267,2,4,459
4268,2,3,340
4269,2,3,202
4270,2,3,378
4271,2,4,388
4272,2,4,518
4273,2,3,239
4274,2,3,311
4275,2,4,399
4276,2,4,270
4277,2,4,401
4278,2,4,335
4279,2,3,363
4280,2,3,335
4281,2,4,491
4282,2,3,218
4283,2,4,461
4284,2,2,56
4285,2,3,309
4286,2,3,380
4287,2,4,388
4288,2,3,298
4289,2,4,386
4290,2,4,575
4291,2,3,217
4292,2,3,185
4293,2,4,661
4294,2,4,431
4295,2,3,325
4296,2,3,475
4297,2,3,449
4298,2,4,366
4299,2,3,294
4300,2,4,767
4301,2,3,500
4302,2,3,305
4303,2,4,631
4304,2,4,375
4305,2,4,507
4306,2,3,535
4307,2,4,329
4308,2,4,597
4309,2,2,65
4310,2,2,184
4311,2,3,217
4312,2,4,436
4313,2,3,492
4314,2,3,184
4315,2,3,280
4316,2,3,307
4317,2,3,166
4318,2,4,401
4319,2,2,144
4320,2,2,124
4321,2,4,444
4322,2,3,237
4323,2,3,331
4324,2,3,218
4325,2,3,603
4326,2,4,307
4327,2,2,226
4328,2,3,338
4329,2,4,599
4330,2,3,434
4331,2,3,200
4332,2,4,496
4333,2,3,232
4334,2,3,245
4335,2,2,143
4336,2,3,356
4337,2,5,564
4338,2,3,334
4339,2,2,180
4340,2,3,240
4341,2,3,218
4342,2,4,336
4343,2,1,37
4344,2,4,564
4345,2,4,485
4346,2,3,235
4347,2,3,162
4348,2,3,309
4349,2,3,304
4350,2,4,521
4351,2,5,607
4352,2,4,390
4353,2,2,82
4354,2,3,311
4355,2,6,655
4356,2,2,117
4357,2,3,181
4358,2,4,426
4359,2,3,387
4360,2,3,210
4361,2,4,466
4362,2,2,122
4363,2,3,407
4364,2,2,200
4365,2,4,526
4366,2,4,365
4367,2,4,462
4368,2,3,257
4369,2,1,189
4370,2,4,591
4371,2,4,520
4372,2,4,285
4373,2,4,307
4374,2,1,53
4375,2,4,441
4376,2,3,344
4377,2,4,452
4378,2,3,466
4379,2,4,613
4380,2,3,433
4381,2,3,436
4382,2,2,46
4383,2,3,161
4384,2,4,421
4385,2,4,349
4386,2,3,525
4387,2,3,196
4388,2,4,563
4389,2,4,345
4390,2,4,339
4391,2,3,362
4392,2,5,815
4393,2,3,538
4394,2,4,371
4395,2,3,264
4396,2,4,257
4397,2,3,379
4398,2,4,649
4399,2,3,312
4400,2,4,229
4401,2,5,809
4402,2,3,311
4403,2,4,383
4404,2,4,452
4405,2,4,289
4406,2,4,402
4407,2,3,367
4408,2,3,250
4409,2,3,376
4410,2,4,604
4411,2,4,368
4412,2,5,278
4413,2,4,401
4414,2,4,547
4415,2,4,417
4416,2,3,413
4417,2,5,1019
4418,2,3,307
4419,2,5,720
4420,2,5,525
4421,2,4,431
4422,2,4,354
4423,2,2,255
4424,2,2,91
4425,2,4,484
4426,2,3,465
4427,2,3,425
4428,2,4,553
4429,2,4,575
4430,2,4,752
4431,2,3,220
4432,2,3,203
4433,2,4,756
4434,2,3,459
4435,2,4,389
4436,2,4,400
4437,2,3,254
4438,2,3,350
4439,2,4,614
4440,2,4,433
4441,2,3,369
4442,2,4,325
4443,2,4,329
4444,2,3,254
4445,2,3,518
4446,2,3,194
4447,2,3,519
4448,2,4,677
4449,2,4,377
4450,2,3,229
4451,2,4,561
4452,2,3,363
4453,2,4,363
4454,2,1,33
4455,2,4,563
4456,2,3,431
4457,2,3,293
4458,2,4,599
4459,2,5,519
4460,2,4,507
4461,2,4,308
4462,2,4,691
4463,2,4,430
4464,2,2,123
4465,2,4,357
4466,2,2,132
4467,2,3,177
4468,2,3,293
4469,2,4,487
4470,2,3,308
4471,2,4,542
4472,2,3,220
4473,2,4,314
4474,2,4,438
4475,2,2,168
4476,2,3,366
4477,2,3,429
4478,2,4,449
4479,2,4,622
4480,2,4,405
4481,2,3,423
4482,2,3,145
4483,2,3,446
4484,2,4,412
4485,2,3,596
4486,2,4,376
4487,2,3,537
4488,2,3,298
4489,2,4,431
4490,2,3,245
4491,2,4,345
4492,2,3,241
4493,2,4,481
4494,2,4,347
4495,2,4,254
4496,2,4,427
4497,2,4,495
4498,2,4,498
4499,2,4,540
4500,2,2,138
4501,2,4,365
4502,2,3,338
4503,2,4,802
4504,2,3,315
4505,2,3,309
4506,2,3,285
4507,2,2,130
4508,2,4,406
4509,2,3,145
4510,2,4,399
4511,2,5,495
4512,2,4,232
4513,2,4,448
4514,2,4,509
4515,2,3,229
4516,2,3,265
4517,2,3,276
4518,2,3,295
4519,2,3,389
4520,2,4,328
4521,2,4,508
4522,2,3,246
4523,2,4,407
4524,2,3,312
4525,2,3,212
4526,2,3,288
4527,2,4,688
4528,2,4,334
4529,2,3,374
