id,set,human_score,std_char
11942,5,3,2.29260507894
11943,5,3,2.19472247054
11944,5,2,2.27422852515
11945,5,4,2.49068291481
11946,5,3,2.51341653793
11947,5,2,2.12389368137
11948,5,2,2.3496661768
11949,5,3,2.18900740336
11950,5,1,2.32856655954
11951,5,3,2.181413665
11952,5,1,2.72907055368
11953,5,1,1.59981218325
11954,5,4,2.33118800021
11955,5,1,2.06705763653
11956,5,2,2.08203835722
11957,5,4,2.41367737087
11958,5,2,1.84102899355
11959,5,2,2.52569370129
11960,5,3,2.50669003732
11961,5,1,1.64195166426
11962,5,3,2.71511748077
11963,5,4,2.22971901903
11964,5,3,2.27519000503
11965,5,3,2.38746110493
11966,5,1,2.24331791049
11967,5,2,1.93813509935
11968,5,2,2.12610564254
11969,5,2,2.0510342691
11970,5,4,1.94704219585
11971,5,1,1.91868850419
11972,5,3,2.05248406034
11973,5,2,2.20835585509
11974,5,2,2.05076467954
11975,5,4,2.72458124963
11976,5,1,2.27922773974
11977,5,1,1.69757868713
11978,5,3,2.21726580474
11979,5,4,2.47339454294
11980,5,4,2.37798849781
11981,5,2,1.93042344621
11982,5,2,1.98982560557
11983,5,1,2.50959511333
11984,5,2,2.22699352279
11985,5,4,2.25095408476
11986,5,4,1.9902407883
11987,5,2,2.11961166802
11988,5,3,2.28631739322
11989,5,3,2.18988186455
11990,5,4,2.0530269259
11991,5,3,2.29054040402
11992,5,2,1.87412531038
11993,5,1,2.54318757277
11994,5,2,2.41456789423
11995,5,1,1.9649095565
11996,5,2,2.2624557135
11997,5,4,2.47425570549
11998,5,1,1.29777136905
11999,5,3,1.83580937966
12000,5,2,2.41898100412
12001,5,2,1.8998142857
12002,5,1,1.86173664851
12003,5,3,2.19030630503
12004,5,2,1.6595096125
12005,5,3,1.58954067514
12006,5,1,1.85511779187
12007,5,3,1.96459574013
12008,5,3,1.84904746987
12009,5,2,2.6177346241
12010,5,2,2.59355677239
12011,5,3,2.20424843181
12012,5,2,2.17323239273
12013,5,1,2.22450279802
12014,5,3,2.68159723867
12015,5,2,2.21056507214
12016,5,3,2.33409726757
12017,5,1,1.90815749564
12018,5,4,2.07007244647
12019,5,2,1.99390422783
12020,5,3,2.53582262806
12021,5,3,2.42150624002
12022,5,2,1.83835967788
12023,5,1,1.78227459507
12024,5,3,2.3918554815
12025,5,2,1.98687504466
12026,5,2,2.71234087729
12027,5,2,2.13866059758
12028,5,4,2.67893158116
12029,5,2,1.99417069726
12030,5,3,2.44701725831
12031,5,4,2.20720748811
12032,5,1,2.22831474996
12033,5,3,2.46512725079
12034,5,3,2.11161682893
12035,5,2,2.51156237555
12036,5,1,2.47809677009
12037,5,3,2.1921683879
12038,5,2,2.76349502658
12039,5,2,2.12562609868
12040,5,1,1.99403873488
12041,5,1,2.42747182882
12042,5,3,1.75840712409
12043,5,1,2.44178984811
12044,5,3,1.94612732694
12045,5,2,2.03999007535
12046,5,1,2.02143683961
12047,5,2,2.40028487257
12048,5,2,2.32944705539
12049,5,4,2.65539297106
12050,5,0,1.93241054808
12051,5,2,2.40307155949
12052,5,4,2.12227558914
12053,5,0,1.19452944074
12054,5,3,2.48397265126
12055,5,2,2.82165243927
12056,5,3,2.29163903848
12057,5,1,2.29424710168
12058,5,3,2.39518137098
12059,5,2,2.0661822066
12060,5,3,2.19779535547
12061,5,2,2.38890010634
12062,5,3,2.09130282483
12063,5,2,1.92055693293
12064,5,3,1.71337609379
12065,5,2,1.93231041228
12066,5,0,2.10017006114
12067,5,2,2.40257892882
12068,5,3,2.48856604631
12069,5,4,2.59455302026
12070,5,2,2.34950824715
12071,5,3,2.43390456056
12072,5,4,2.37863814822
12073,5,2,1.45230003011
12074,5,2,2.08258896555
12075,5,3,1.9827830369
12076,5,2,1.94167479514
12077,5,3,2.51870409419
12078,5,1,1.86174853755
12079,5,3,2.35936721356
12080,5,4,2.04634203155
12081,5,4,2.32324977989
12082,5,3,2.4228317096
12083,5,1,2.40472993201
12084,5,3,2.07483007623
12085,5,3,2.22527326476
12086,5,3,2.43938149661
12087,5,1,2.277265673
12088,5,2,2.0534523775
12089,5,1,1.47158885919
12090,5,4,2.23573367884
12091,5,3,2.21532970504
12092,5,1,1.97329653226
12093,5,2,2.07592255994
12094,5,2,1.79128219734
12095,5,1,1.6874848814
12096,5,1,1.84766008241
12097,5,1,1.9658049837
12098,5,1,1.88131450382
12099,5,3,2.09643013754
12100,5,4,2.09929638533
12101,5,4,2.51431225315
12102,5,4,2.18799745727
12103,5,3,2.35463821145
12104,5,2,2.43697160113
12105,5,3,2.30086521701
12106,5,3,2.03363041497
12107,5,2,2.34607356156
12108,5,3,2.30820393756
12109,5,3,2.69538111685
12110,5,4,2.34795951192
12111,5,1,2.17489280889
12112,5,4,1.92470032872
12113,5,1,2.1977088117
12114,5,2,2.55241962427
12115,5,1,1.8822900218
12116,5,3,2.62695424115
12117,5,2,2.7450129606
12118,5,2,1.74346542341
12119,5,2,2.21307135887
12120,5,3,2.35843394554
12121,5,1,1.99562607824
12122,5,2,2.42269363405
12123,5,2,2.15106302852
12124,5,2,2.32578847607
12125,5,4,2.37849378902
12126,5,4,2.54994625546
12127,5,4,2.32259576126
12128,5,4,2.11826310982
12129,5,2,2.385139176
12130,5,2,2.65229915345
12131,5,3,2.08675819117
12132,5,3,2.56652124553
12133,5,3,2.13709678362
12134,5,2,2.56392336881
12135,5,1,2.05232193295
12136,5,1,2.99047112468
12137,5,2,1.60603778022
12138,5,2,2.31113710621
12139,5,4,2.30471554136
12140,5,2,2.12539268837
12141,5,3,2.4721257726
12142,5,3,2.23224832604
12143,5,1,2.1705903461
12144,5,4,2.38867138324
12145,5,1,2.34520787991
12146,5,2,2.63493448625
12147,5,3,1.94513597523
12148,5,3,2.27074187364
12149,5,1,1.93551339991
12150,5,3,2.37932424998
12151,5,3,2.19127201799
12152,5,3,2.20850959749
12153,5,1,2.58321812339
12154,5,4,2.29440956204
12155,5,3,2.00255918211
12156,5,4,2.35421582281
12157,5,3,2.13896784066
12158,5,3,2.43985301851
12159,5,3,2.47910065778
12160,5,3,2.22808874432
12161,5,2,1.85661453831
12162,5,4,2.25160985899
12163,5,2,1.99496347727
12164,5,3,2.29059366506
12165,5,2,1.78986862748
12166,5,2,1.9715835481
12167,5,1,2.22196591315
12168,5,2,2.16640382935
12169,5,1,2.24576896872
12170,5,4,2.50171629274
12171,5,2,1.881912578
12172,5,1,2.73213977275
12173,5,2,2.15222013619
12174,5,2,2.30780621446
12175,5,2,2.43065153004
12176,5,1,2.2188007849
12177,5,2,2.53399054852
12178,5,2,2.34669249824
12179,5,4,2.18179972353
12180,5,2,1.9178480482
12181,5,3,2.0176393006
12182,5,2,1.90332380572
12183,5,1,1.66454410296
12184,5,3,2.67355908096
12185,5,3,2.09446710474
12186,5,2,2.18958146555
12187,5,2,2.4094192222
12188,5,4,2.3614900528
12189,5,1,1.58883298175
12190,5,1,2.1983617195
12191,5,3,2.35642171768
12192,5,1,2.18766596009
12193,5,2,2.14513779548
12194,5,2,1.97992502201
12195,5,2,1.66332999332
12196,5,2,2.36383032353
12197,5,2,2.27015528448
12198,5,2,1.97198243743
12199,5,2,2.52703734074
12200,5,4,2.51030413355
12201,5,3,2.46842325399
12202,5,1,2.04143027258
12203,5,2,2.4373974605
12204,5,3,1.77197567668
12205,5,3,2.41996518318
12206,5,3,2.40839124846
12207,5,4,2.46164295634
12208,5,2,2.39201570447
12209,5,2,2.6355713914
12210,5,3,1.71111988071
12211,5,3,2.28288249744
12212,5,4,2.65894301481
12213,5,4,2.37042147966
12214,5,1,1.9299614159
12215,5,1,1.80888398524
12216,5,4,2.18002832427
12217,5,2,2.19365236
12218,5,2,1.89425274359
12219,5,4,2.3528547597
12220,5,2,2.08433509149
12221,5,3,2.28986595103
12222,5,1,1.69883241095
12223,5,2,2.3102297051
12224,5,3,2.5431020367
12225,5,3,2.64819720637
12226,5,4,2.37835749776
12227,5,1,1.76142884584
12228,5,3,1.94102111902
12229,5,3,2.31625680629
12230,5,3,2.17005654933
12231,5,4,2.65338229325
12232,5,3,2.5963714876
12233,5,3,2.51693450134
12234,5,1,1.6034419718
12235,5,3,2.12210933555
12236,5,3,2.40664175783
12237,5,2,2.0467823092
12238,5,1,2.05245886989
12239,5,2,2.55754418497
12240,5,4,2.4735243615
12241,5,4,2.16194206826
12242,5,4,2.68247604494
12243,5,3,2.32088946956
12244,5,4,2.17163991041
12245,5,1,2.33114764444
12246,5,2,2.01600760961
12247,5,3,2.19688681147
12248,5,3,2.39847768769
12249,5,1,1.93180849412
12250,5,2,2.22785397487
12251,5,3,1.85894550538
12252,5,3,2.38931012521
12253,5,3,2.29927984959
12254,5,1,2.38154754466
12255,5,2,2.13275510505
12256,5,4,2.57386686131
12257,5,3,2.289768105
12258,5,1,2.06057984675
12259,5,2,2.18578536404
12260,5,2,2.28461034849
12261,5,3,2.57870839478
12262,5,2,2.32566863557
12263,5,4,2.30382953408
12264,5,2,2.12576862062
12265,5,2,1.9601980098
12266,5,2,2.25346136412
12267,5,2,2.02850830375
12268,5,2,2.20913176563
12269,5,4,2.34390266085
12270,5,4,2.44466120301
12271,5,1,1.59875744564
12272,5,3,2.38765771027
12273,5,4,2.11487270708
12274,5,1,1.96709034984
12275,5,1,2.09552769171
12276,5,4,2.27281343393
12277,5,2,1.88753921398
12278,5,3,1.93514699187
12279,5,2,1.80267499991
12280,5,2,1.89747548684
12281,5,3,2.1199313811
12282,5,3,2.23691393883
12283,5,2,2.21909621511
12284,5,2,2.17788034696
12285,5,2,2.24020501707
12286,5,1,1.86885281321
12287,5,3,2.27262900156
12288,5,2,2.20950120937
12289,5,1,2.28133451723
12290,5,3,2.21244498811
12291,5,3,2.07899633199
12292,5,2,1.99597179853
12293,5,3,2.0514995306
12294,5,0,1.58211062963
12295,5,3,2.17689209196
12296,5,4,2.28920223903
12297,5,3,2.68794446535
12298,5,2,2.06546004056
12299,5,4,2.50492215648
12300,5,2,2.14583477726
12301,5,1,2.24184125391
12302,5,2,2.6823697684
12303,5,3,2.29359318868
12304,5,1,1.8080288872
12305,5,3,2.71389086289
12306,5,2,1.87700219896
12307,5,1,1.81727958164
12308,5,2,2.22637832964
12309,5,3,2.28697885119
12310,5,3,2.17159710678
12311,5,2,2.01318405838
12312,5,3,2.18637363481
12313,5,3,2.21935297433
12314,5,2,2.46794298774
12315,5,3,1.95140974682
12316,5,2,2.24422606546
12317,5,1,2.26607519165
12318,5,4,2.02435095141
12319,5,2,2.0857393514
12320,5,2,2.26994737041
12321,5,3,2.34224172328
12322,5,1,2.31787597158
12323,5,3,2.01304521497
12324,5,3,2.32078601587
12325,5,1,1.94417025484
12326,5,3,2.28081356071
12327,5,3,2.2852137904
12328,5,2,2.54969131348
12329,5,2,2.48001702337
12330,5,2,2.29934693707
12331,5,1,2.19577516413
12332,5,1,1.72047450313
12333,5,2,2.20951741634
12334,5,3,2.17278185661
12335,5,2,2.13691759121
12336,5,1,2.10193514644
12337,5,2,2.00656816218
12338,5,2,2.20723383177
12339,5,3,2.1073161701
12340,5,4,2.40109793558
12341,5,2,1.79318027412
12342,5,1,1.9925414244
12343,5,4,2.45750047609
12344,5,1,2.00243753899
12345,5,0,1.84941650096
12346,5,2,1.64346596927
12347,5,4,2.41382020701
12348,5,3,2.54533223181
12349,5,2,1.74889345547
12350,5,3,2.64602127192
12351,5,3,2.67155102402
12352,5,3,2.61232067865
12353,5,3,2.3773899173
12354,5,2,2.44672552229
12355,5,4,2.29100672763
12356,5,1,2.19503572139
12357,5,3,2.19249289587
12358,5,1,2.35524304719
12359,5,3,2.32769552316
12360,5,4,2.38693158864
12361,5,2,2.59990529134
12362,5,0,1.59328711467
12363,5,3,2.02072594216
12364,5,4,2.08895392712
12365,5,4,2.45329651598
12366,5,3,2.13579991041
12367,5,4,1.99390456911
12368,5,3,2.15448805903
12369,5,2,1.86758416676
12370,5,3,2.15975438583
12371,5,3,2.36154766726
12372,5,3,2.62459000228
12373,5,4,2.47288592301
12374,5,3,2.00027954434
12375,5,2,2.79450814879
12376,5,3,2.15573970183
12377,5,2,1.81848985998
12378,5,1,1.9880631141
12379,5,2,2.18304370652
12380,5,1,2.37703210286
12381,5,2,2.18913755445
12382,5,2,2.08264348597
12383,5,3,2.12814059589
12384,5,3,2.27614650492
12385,5,2,2.18347059968
12386,5,2,2.06603547447
12387,5,4,2.25353006758
12388,5,4,2.60275681978
12389,5,2,1.8530088978
12390,5,2,2.565368161
12391,5,2,1.84544233064
12392,5,2,2.14185052449
12393,5,4,2.44550747752
12394,5,2,2.12679053928
12395,5,3,1.96040156684
12396,5,2,1.79406568419
12397,5,2,2.11692087414
12398,5,2,2.59798015404
12399,5,2,2.11188051853
12400,5,2,1.98449449251
12401,5,1,2.00547976259
12402,5,2,1.76786142514
12403,5,4,2.34846326362
12404,5,4,2.62527833399
12405,5,4,2.45277383677
12406,5,3,2.15707425664
12407,5,2,1.89058507521
12408,5,3,2.25817682649
12409,5,2,1.90800020921
12410,5,1,2.55766820887
12411,5,3,2.39606211391
12412,5,2,1.98049767274
12413,5,2,2.17266016893
12414,5,0,1.60895760937
12415,5,3,2.22232038213
12416,5,2,2.86602754231
12417,5,3,2.4740715176
12418,5,2,2.39398767731
12419,5,2,2.31286411443
12420,5,4,2.38118683883
12421,5,2,2.2696949468
12422,5,4,2.29528886483
12423,5,3,2.41862937802
12424,5,4,2.23945959776
12425,5,3,2.23590551388
12426,5,2,2.45817471934
12427,5,2,1.84242901452
12428,5,2,2.11651430824
12429,5,3,2.47072014643
12430,5,3,2.51370690259
12431,5,2,1.91579048034
12432,5,3,2.26971827425
12433,5,2,2.12754755905
12434,5,2,2.58392224772
12435,5,0,2.12063104367
12436,5,2,2.50525959057
12437,5,2,2.09695383765
12438,5,2,2.02370305924
12439,5,3,2.19669211097
12440,5,4,2.39372075652
12441,5,2,1.80631576973
12442,5,2,2.36368543194
12443,5,1,2.04657713063
12444,5,3,2.28121662877
12445,5,1,1.64906051885
12446,5,4,2.53343489369
12447,5,4,2.15744291379
12448,5,4,2.29214217873
12449,5,3,2.32093134167
12450,5,3,2.07733767303
12451,5,1,2.19120479329
12452,5,2,2.08486447427
12453,5,1,2.00394853071
12454,5,4,2.39168943894
12455,5,2,1.86245805322
12456,5,2,2.21570446398
12457,5,3,2.4215692069
12458,5,3,2.13474405684
12459,5,3,2.46773946863
12460,5,2,1.91451812877
12461,5,1,1.68264941144
12462,5,4,2.43330540616
12463,5,2,2.49077008158
12464,5,2,1.74460277739
12465,5,1,2.19911388578
12466,5,3,2.37356922077
12467,5,3,2.50108329149
12468,5,3,2.57980258018
12469,5,1,2.48215855882
12470,5,4,2.33636213075
12471,5,2,1.88035163851
12472,5,1,2.0850654434
12473,5,2,1.93886183816
12474,5,2,2.23707170111
12475,5,1,2.01506423495
12476,5,2,2.13727025417
12477,5,2,2.50334794788
12478,5,4,2.409401212
12479,5,4,2.41714436046
12480,5,1,2.03254674561
12481,5,3,2.36225135559
12482,5,4,2.39789989982
12483,5,3,2.13229141223
12484,5,2,1.96107196033
12485,5,2,2.03498116093
12486,5,1,1.86669973516
12487,5,2,1.95177419094
12488,5,2,2.61660467909
12489,5,4,2.06968001601
12490,5,2,2.36356656061
12491,5,2,2.33586263981
12492,5,2,2.45285871683
12493,5,2,2.22723335228
12494,5,3,2.21134438349
12495,5,2,2.05080138561
12496,5,1,2.15626875632
12497,5,4,2.07060984971
12498,5,4,2.40594870733
12499,5,2,2.24765808648
12500,5,3,2.3277484182
12501,5,4,2.32978718838
12502,5,2,2.44783233022
12503,5,2,2.30278792858
12504,5,2,2.18372142721
12505,5,4,2.12206843934
12506,5,1,1.47777654922
12507,5,2,2.51407916729
12508,5,2,1.85306942101
12509,5,3,2.40084674344
12510,5,2,2.11705436678
12511,5,2,2.27170086407
12512,5,3,2.35419564532
12513,5,4,2.42558745536
12514,5,4,2.41900464397
12515,5,2,2.03480943535
12516,5,4,2.39566390105
12517,5,4,1.92415720573
12518,5,3,2.10636740291
12519,5,2,2.03034940159
12520,5,3,2.03424285913
12521,5,1,1.56347191994
12522,5,3,2.38287186645
12523,5,3,2.15859722615
12524,5,2,2.2390474165
12525,5,3,2.22232302935
12526,5,0,1.42716380868
12527,5,1,1.90583617829
12528,5,2,2.21574452713
12529,5,4,2.3663269338
12530,5,4,2.44164497166
12531,5,4,2.18599415937
12532,5,3,2.30242443984
12533,5,2,2.53467372898
12534,5,2,2.33195956404
12535,5,4,2.41043458395
12536,5,3,2.58526335721
12537,5,3,2.50622979863
12538,5,4,2.31806469864
12539,5,2,2.32215526253
12540,5,2,2.29593259294
12541,5,2,2.0970064133
12542,5,1,1.98972999944
12543,5,2,2.09676790408
12544,5,3,1.97303635989
12545,5,3,1.79483898246
12546,5,1,2.26803715134
12547,5,1,2.67195513853
12548,5,2,1.97586556993
12549,5,2,1.79629363893
12550,5,2,2.50121805014
12551,5,2,1.89552029767
12552,5,1,1.3460180927
12553,5,4,2.21445652419
12554,5,1,1.96593824336
12555,5,3,2.21513804101
12556,5,3,2.13717643735
12557,5,3,2.34707078264
12558,5,1,1.96646931999
12559,5,1,1.61873093968
12560,5,2,2.89242985092
12561,5,1,2.9434055724
12562,5,1,2.12560151914
12563,5,2,1.81907719335
12564,5,3,2.23722587499
12565,5,2,2.09149654426
12566,5,1,1.63849428952
12567,5,2,2.01478849167
12568,5,2,2.28127713181
12569,5,2,2.2230985955
12570,5,2,2.17229614082
12571,5,2,2.16926968466
12572,5,1,1.42222616792
12573,5,3,2.51875609337
12574,5,4,2.16588242023
12575,5,2,2.43508743039
12576,5,3,2.30610055945
12577,5,1,2.50666832189
12578,5,1,1.71205211632
12579,5,3,2.35076971136
12580,5,1,2.05084104225
12581,5,4,2.67063202391
12582,5,2,2.23095713665
12583,5,3,2.20384795592
12584,5,3,1.81151529422
12585,5,2,1.71728516065
12586,5,2,2.34683303035
12587,5,3,2.44931823591
12588,5,1,2.64618732091
12589,5,3,1.89779099067
12590,5,3,2.21949973734
12591,5,2,1.99982456055
12592,5,1,1.80864215385
12593,5,1,2.07469795023
12594,5,3,2.31343795768
12595,5,1,1.98324854783
12596,5,2,2.65290780591
12597,5,3,2.02164978711
12598,5,1,2.00774012466
12599,5,2,2.28509384467
12600,5,2,2.15015629746
12601,5,1,1.92036772203
12602,5,1,2.1319270114
12603,5,1,2.74388621568
12604,5,1,1.98674252921
12605,5,3,2.43521652079
12606,5,1,1.84320443722
12607,5,3,1.97358708074
12608,5,4,2.18873062759
12609,5,4,2.35413204655
12610,5,2,2.2802504981
12611,5,2,2.00441918463
12612,5,3,2.1705174491
12613,5,3,1.82797565368
12614,5,2,2.02207497026
12615,5,2,2.13447612202
12616,5,2,1.92216005745
12617,5,2,2.01969805949
12618,5,3,2.27447687021
12619,5,4,1.95339932695
12620,5,4,2.41386998594
12621,5,1,1.67057633329
12622,5,3,2.26167510916
12623,5,2,2.15722159633
12624,5,2,2.05562756125
12625,5,1,1.8332449387
12626,5,3,2.81356915868
12627,5,2,2.17146556936
12628,5,2,2.28881387657
12629,5,1,2.25236868264
12630,5,1,2.7984794696
12631,5,3,1.9556615181
12632,5,3,2.27296993794
12633,5,3,2.40015742267
12634,5,2,2.2586306536
12635,5,1,1.88594049371
12636,5,1,1.67415774675
12637,5,4,2.23319404402
12638,5,3,2.22434969942
12639,5,3,2.0740864362
12640,5,1,2.32943094944
12641,5,2,2.31980611825
12642,5,1,1.78000247948
12643,5,2,1.76021126155
12644,5,3,2.81535212813
12645,5,3,2.24722050542
12646,5,2,2.22679041333
12647,5,2,2.01356526564
12648,5,2,2.13070501153
12649,5,3,1.94795266446
12650,5,3,2.15303246936
12651,5,2,2.23380245718
12652,5,1,2.10626770292
12653,5,2,2.31492874041
12654,5,2,1.89361085338
12655,5,2,2.13677673853
12656,5,3,2.47619544457
12657,5,2,2.70129145909
12658,5,2,3.07354388497
12659,5,2,2.79671323848
12660,5,3,2.43954909277
12661,5,2,2.09485340442
12662,5,2,1.87789071207
12663,5,1,2.57077244573
12664,5,1,1.84451016314
12665,5,3,2.27701324357
12666,5,2,1.788854382
12667,5,3,1.95614049307
12668,5,2,1.65877125307
12669,5,4,2.07312021754
12670,5,2,2.04690134043
12671,5,4,2.3035587639
12672,5,3,2.38032089609
12673,5,4,2.22135502474
12674,5,4,1.968180751
12675,5,3,2.03825058219
12676,5,2,2.15263521848
12677,5,1,2.21610268515
12678,5,2,1.93728682778
12679,5,2,2.04064895089
12680,5,3,2.33082572021
12681,5,1,1.74457546227
12682,5,2,1.88811327823
12683,5,4,1.93561360483
12684,5,2,2.44068596845
12685,5,2,2.54690644825
12686,5,4,2.2889561004
12687,5,1,1.75685470701
12688,5,2,2.61914806284
12689,5,1,2.66304603026
12690,5,3,2.02753670183
12691,5,1,2.18217890236
12692,5,3,2.28410458242
12693,5,4,2.25109296498
12694,5,3,2.10816736196
12695,5,3,2.38427055494
12696,5,3,2.22809332923
12697,5,3,2.25111489004
12698,5,3,2.59709954384
12699,5,4,2.55355767475
12700,5,4,2.32271485694
12701,5,2,2.24541049559
12702,5,2,2.34885307391
12703,5,2,2.35448290365
12704,5,3,1.89329713149
12705,5,2,2.35715033509
12706,5,4,2.56724745795
12707,5,2,2.56578490736
12708,5,1,2.27958425366
12709,5,3,2.32455274859
12710,5,4,2.33288179769
12711,5,2,2.04445542377
12712,5,2,2.30231034211
12713,5,2,1.97843768825
12714,5,1,2.03734689273
12715,5,3,2.26608008653
12716,5,2,1.86051014543
12717,5,1,2.11400039475
12718,5,1,1.87603629899
12719,5,2,2.1485712288
12720,5,2,2.39586652871
12721,5,2,2.53578814553
12722,5,2,1.99898361927
12723,5,2,1.99046433016
12724,5,3,2.14024817525
12725,5,4,2.14014922019
12726,5,1,1.79042668256
12727,5,3,1.8852680031
12728,5,3,2.23247566257
12729,5,4,2.34145453607
12730,5,2,2.55187369774
12731,5,1,2.73548220671
12732,5,2,1.98342293296
12733,5,2,1.75464750842
12734,5,1,2.24988436336
12735,5,3,2.26901560837
12736,5,4,2.19800648156
12737,5,1,2.9052844897
12738,5,3,2.5557922699
12739,5,2,2.21018706329
12740,5,2,2.12127945103
12741,5,4,2.19576966548
12742,5,3,2.40904367156
12743,5,3,1.94884836512
12744,5,2,1.99615229544
12745,5,3,2.39193735659
12746,5,1,2.29577062673
12747,5,3,2.42274932375
12748,5,3,2.30014315456
12749,5,4,2.30401423035
12750,5,2,2.13959004747
12751,5,2,1.97101591793
12752,5,1,1.54033489182
12753,5,3,1.9951451314
12754,5,1,2.60669748818
12755,5,3,1.8257163376
12756,5,2,1.63447625683
12757,5,2,2.66216154138
12758,5,1,1.82391520271
12759,5,2,2.42837661556
12760,5,3,2.10899210101
12761,5,3,2.45097945228
12762,5,2,1.79453029594
12763,5,2,2.63564127648
12764,5,3,2.43311691028
12765,5,3,2.40621629971
12766,5,3,2.37117025809
12767,5,2,2.32111975116
12768,5,2,2.01308766074
12769,5,2,2.39264445222
12770,5,3,2.05116024287
12771,5,1,2.39344342498
12772,5,1,1.93642112567
12773,5,2,2.04290125442
12774,5,2,2.13558289132
12775,5,2,1.87461236303
12776,5,2,2.34959787868
12777,5,3,2.35962731792
12778,5,4,2.59362299776
12779,5,4,2.13587359556
12780,5,3,2.65447626086
12781,5,2,2.37886193945
12782,5,3,2.29985447692
12783,5,1,1.95004964108
12784,5,4,2.20040594139
12785,5,3,2.10493034378
12786,5,3,1.66207318067
12787,5,2,2.40714819156
12788,5,1,2.50263019536
12789,5,1,1.85921562807
12790,5,2,1.86417829746
12791,5,2,2.53684193641
12792,5,1,1.82714357975
12793,5,3,2.32365645815
12794,5,2,1.90133536832
12795,5,1,1.97396852157
12796,5,1,2.34510820471
12797,5,3,2.3044611094
12798,5,3,2.19613800164
12799,5,2,1.8837864813
12800,5,4,2.33354257693
12801,5,2,2.52481076704
12802,5,2,2.36890997198
12803,5,3,2.09038920949
12804,5,2,2.1554394876
12805,5,3,2.15843400313
12806,5,4,2.52525721645
12807,5,4,2.4838383072
12808,5,1,1.46601717221
12809,5,2,2.08981983405
12810,5,4,2.67582280103
12811,5,1,2.02653208663
12812,5,3,2.35719183144
12813,5,3,2.27447687021
12814,5,3,2.08182456189
12815,5,2,2.34819477292
12816,5,2,2.06645813439
12817,5,4,2.14108136013
12818,5,3,1.89057372399
12819,5,3,2.53703905452
12820,5,1,1.80151451436
12821,5,1,1.43704130744
12822,5,4,2.44578772577
12823,5,3,2.36102633096
12824,5,2,2.37717294266
12825,5,2,2.53264821964
