id,set,human_score,mean_word
9534,4,3,11.2
9535,4,1,74.0
9536,4,0,35.25
9537,4,0,19.5
9538,4,2,37.6666666667
9539,4,2,19.8
9540,4,0,15.3333333333
9541,4,3,17.6
9542,4,1,11.0
9543,4,1,12.4
9544,4,0,7.0
9545,4,0,15.75
9546,4,1,9.75
9547,4,2,20.4
9548,4,1,12.8333333333
9549,4,1,14.6
9550,4,3,21.8571428571
9551,4,3,11.8181818182
9552,4,2,9.08333333333
9553,4,2,16.7142857143
9554,4,1,34.5
9555,4,2,25.6666666667
9556,4,2,17.875
9557,4,1,11.4285714286
9558,4,3,27.5
9559,4,2,14.5
9560,4,1,23.5
9561,4,2,16.6666666667
9562,4,3,19.4285714286
9563,4,1,16.75
9564,4,0,20.75
9565,4,0,15.0
9566,4,1,32.0
9567,4,3,18.8888888889
9568,4,0,14.5
9569,4,3,20.4285714286
9570,4,2,23.2
9571,4,3,25.0
9572,4,1,17.5
9573,4,2,15.8333333333
9574,4,2,20.5
9575,4,1,16.75
9576,4,2,13.5714285714
9577,4,0,13.0
9578,4,2,19.0
9579,4,0,29.0
9580,4,1,11.2
9581,4,0,10.0
9582,4,0,17.0
9583,4,0,12.3333333333
9584,4,2,11.2
9585,4,1,9.0
9586,4,1,22.0
9587,4,2,18.2
9588,4,2,10.0
9589,4,2,17.0
9590,4,2,15.0
9591,4,0,22.6666666667
9592,4,0,24.3333333333
9593,4,1,15.75
9594,4,3,12.6666666667
9595,4,2,13.1818181818
9596,4,1,11.4444444444
9597,4,2,14.7142857143
9598,4,2,20.4
9599,4,1,16.6666666667
9600,4,2,17.6666666667
9601,4,0,28.5
9602,4,1,12.5
9603,4,2,12.6666666667
9604,4,1,12.1428571429
9605,4,1,8.33333333333
9606,4,2,16.0
9607,4,3,15.6923076923
9608,4,3,31.0
9609,4,0,19.5714285714
9610,4,2,20.6666666667
9611,4,1,12.75
9612,4,0,9.66666666667
9613,4,2,17.8
9614,4,1,9.0
9615,4,2,14.75
9616,4,1,17.4
9617,4,2,25.8
9618,4,3,21.6363636364
9619,4,2,8.78571428571
9620,4,1,13.0
9621,4,0,12.7142857143
9622,4,2,14.0
9623,4,1,15.6666666667
9624,4,3,17.4
9625,4,3,21.4285714286
9626,4,0,17.5
9627,4,2,23.8888888889
9628,4,2,13.8888888889
9629,4,0,11.7777777778
9630,4,2,13.7777777778
9631,4,2,19.1666666667
9632,4,0,21.6666666667
9633,4,1,13.0
9634,4,1,21.0
9635,4,1,15.6666666667
9636,4,2,15.3333333333
9637,4,0,9.5
9638,4,2,14.0
9639,4,1,15.5
9640,4,2,18.5
9641,4,2,12.0
9642,4,2,10.5555555556
9643,4,2,16.625
9644,4,0,12.5555555556
9645,4,2,14.8333333333
9646,4,0,13.3333333333
9647,4,1,11.0909090909
9648,4,3,12.1538461538
9649,4,1,16.6666666667
9650,4,2,21.0
9651,4,1,14.6666666667
9652,4,0,24.5714285714
9653,4,0,8.5
9654,4,1,14.4
9655,4,0,10.0
9656,4,1,43.5
9657,4,1,17.6666666667
9658,4,2,18.1666666667
9659,4,3,19.5
9660,4,2,18.5
9661,4,1,16.4
9662,4,1,17.6666666667
9663,4,2,18.4
9664,4,0,10.0
9665,4,1,8.75
9666,4,1,20.25
9667,4,2,20.1428571429
9668,4,1,31.0
9669,4,3,20.9230769231
9670,4,3,21.2222222222
9671,4,2,15.2727272727
9672,4,1,19.75
9674,4,3,19.0833333333
9675,4,1,18.25
9676,4,1,20.3333333333
9677,4,1,8.14285714286
9678,4,0,13.3333333333
9679,4,0,12.6666666667
9680,4,1,11.5
9681,4,1,13.6666666667
9682,4,2,21.6
9683,4,2,16.0
9684,4,1,15.2
9685,4,1,21.3333333333
9686,4,1,13.0
9687,4,1,12.8333333333
9688,4,1,24.0
9689,4,2,28.6666666667
9690,4,0,14.25
9691,4,0,37.0
9692,4,1,14.0
9693,4,1,23.0
9694,4,1,35.5
9695,4,0,15.0
9696,4,0,11.5
9697,4,1,8.0
9698,4,2,15.625
9699,4,2,16.25
9700,4,2,16.7
9701,4,1,14.25
9702,4,2,19.0
9703,4,0,12.0
9704,4,1,16.0
9705,4,2,15.7272727273
9706,4,0,8.0
9707,4,2,19.8571428571
9708,4,2,21.4444444444
9709,4,3,15.3333333333
9710,4,2,12.7777777778
9711,4,2,15.5
9712,4,1,20.0
9713,4,1,9.2
9714,4,2,8.0
9715,4,3,21.3333333333
9716,4,0,17.0
9717,4,2,23.0
9718,4,1,21.2
9719,4,1,13.0
9720,4,1,15.0
9721,4,1,11.5
9722,4,2,12.4285714286
9723,4,3,11.75
9724,4,3,18.7777777778
9725,4,1,20.6
9726,4,2,19.8571428571
9727,4,3,19.9166666667
9728,4,0,11.0
9729,4,1,18.4
9730,4,2,16.7142857143
9731,4,2,25.0
9732,4,1,10.6
9733,4,2,15.8571428571
9734,4,2,16.5714285714
9735,4,1,18.5
9736,4,0,28.0
9737,4,1,17.75
9738,4,2,15.3846153846
9739,4,2,25.3333333333
9740,4,2,15.0
9741,4,3,20.625
9742,4,1,15.0
9743,4,3,16.875
9744,4,3,22.5714285714
9745,4,1,20.25
9746,4,1,20.0
9747,4,0,11.6666666667
9748,4,2,10.4285714286
9749,4,1,12.5
9750,4,3,16.0
9751,4,1,17.8333333333
9752,4,1,15.0
9753,4,2,20.0
9754,4,2,18.4285714286
9755,4,1,18.6153846154
9756,4,1,5.0
9757,4,1,63.0
9758,4,1,16.0
9759,4,2,13.75
9760,4,2,18.0
9761,4,2,12.5
9762,4,2,11.4615384615
9763,4,0,13.6
9764,4,2,13.1666666667
9765,4,1,14.75
9766,4,2,12.5
9767,4,2,14.3636363636
9768,4,1,18.0
9769,4,0,7.5
9770,4,1,30.5
9771,4,2,13.25
9772,4,1,26.5
9773,4,1,12.4
9774,4,0,16.4
9775,4,1,11.5
9776,4,1,14.0
9777,4,2,14.1666666667
9778,4,1,11.3333333333
9779,4,1,11.75
9780,4,2,18.2857142857
9781,4,2,18.2
9782,4,1,15.1428571429
9783,4,3,20.5714285714
9784,4,2,12.8333333333
9785,4,1,13.75
9786,4,1,13.0
9787,4,2,21.25
9788,4,2,13.8571428571
9789,4,2,22.3333333333
9790,4,1,12.1666666667
9791,4,3,18.0
9792,4,2,19.8
9793,4,1,16.0
9794,4,2,14.3333333333
9795,4,2,17.0
9796,4,2,11.125
9797,4,1,25.3333333333
9798,4,2,13.4285714286
9799,4,2,18.5
9800,4,0,14.6
9801,4,2,14.125
9802,4,1,28.0
9803,4,1,12.8571428571
9804,4,1,18.3333333333
9805,4,2,13.8333333333
9806,4,1,11.8
9807,4,0,25.0
9808,4,1,12.0
9809,4,1,9.63636363636
9810,4,1,38.3333333333
9811,4,3,23.4285714286
9812,4,2,24.0
9813,4,2,22.0
9814,4,1,13.25
9815,4,1,15.0
9816,4,2,16.8571428571
9817,4,1,24.0
9818,4,2,35.6
9819,4,2,16.6666666667
9820,4,3,12.4444444444
9821,4,3,20.5
9822,4,3,17.375
9823,4,1,14.6
9824,4,2,19.4
9825,4,0,19.0
9826,4,1,19.8571428571
9827,4,1,16.25
9828,4,2,21.1428571429
9829,4,3,21.1666666667
9830,4,3,18.625
9831,4,2,23.75
9832,4,2,22.3333333333
9833,4,3,16.9090909091
9834,4,0,12.5
9835,4,1,14.2
9836,4,2,19.75
9837,4,0,10.0
9838,4,2,17.4285714286
9839,4,1,11.8
9840,4,0,14.0
9841,4,3,36.0
9842,4,1,23.5
9843,4,2,16.7142857143
9844,4,2,25.0
9845,4,1,10.5
9846,4,2,15.8333333333
9847,4,3,18.1111111111
9848,4,1,13.1666666667
9849,4,1,17.4
9850,4,1,16.4
9851,4,1,29.5
9852,4,2,13.8
9853,4,1,8.85714285714
9854,4,1,17.0
9855,4,2,17.8333333333
9856,4,3,16.625
9857,4,0,14.3333333333
9858,4,1,12.5
9859,4,2,20.0
9860,4,2,15.8181818182
9861,4,3,14.125
9862,4,0,11.5
9863,4,1,10.2
9864,4,1,21.0
9865,4,2,11.25
9866,4,1,12.5
9867,4,0,13.0
9868,4,2,13.5714285714
9869,4,1,18.6666666667
9870,4,3,5.0
9871,4,0,17.0
9872,4,2,17.625
9873,4,3,28.8
9874,4,2,9.375
9875,4,2,20.6666666667
9876,4,1,13.5
9877,4,1,9.75
9878,4,2,21.6
9879,4,1,14.5
9880,4,2,25.75
9881,4,1,22.6
9882,4,1,12.125
9883,4,1,23.3333333333
9884,4,2,30.5
9885,4,0,15.6666666667
9886,4,1,13.75
9887,4,0,16.5
9888,4,1,12.8
9889,4,1,12.1666666667
9890,4,1,6.42857142857
9891,4,1,17.8333333333
9892,4,1,17.5
9893,4,2,28.0
9894,4,2,18.75
9895,4,1,14.6666666667
9896,4,1,12.4
9897,4,1,14.0
9898,4,2,11.5714285714
9899,4,2,14.0
9900,4,1,17.6666666667
9901,4,2,20.8333333333
9902,4,1,11.0
9903,4,2,38.5
9904,4,2,19.8888888889
9905,4,1,11.3333333333
9906,4,2,15.5714285714
9907,4,2,20.8
9908,4,1,24.5
9909,4,2,28.2
9910,4,1,13.1111111111
9911,4,3,17.6
9912,4,2,16.5714285714
9913,4,0,12.0
9914,4,3,18.1111111111
9915,4,0,10.6
9916,4,0,6.66666666667
9917,4,3,12.2142857143
9918,4,1,15.6666666667
9919,4,3,15.1428571429
9920,4,2,15.0
9921,4,1,14.0
9922,4,0,8.5
9923,4,1,13.0
9924,4,1,12.0
9925,4,2,36.4
9926,4,1,14.5714285714
9927,4,3,24.1666666667
9928,4,3,12.5384615385
9929,4,1,13.8333333333
9930,4,1,31.0
9931,4,1,12.0
9932,4,2,14.2222222222
9933,4,1,11.875
9934,4,2,19.5
9935,4,2,15.7777777778
9936,4,0,9.83333333333
9937,4,3,16.7
9938,4,2,15.4285714286
9939,4,2,28.0
9940,4,2,12.1666666667
9941,4,1,18.6666666667
9942,4,3,24.8571428571
9943,4,0,31.0
9944,4,0,11.6666666667
9945,4,1,11.8333333333
9946,4,1,12.6666666667
9947,4,1,14.0
9948,4,1,10.5
9949,4,2,19.25
9950,4,1,25.3333333333
9951,4,1,32.6666666667
9952,4,2,15.0833333333
9953,4,2,14.8888888889
9954,4,2,14.7142857143
9955,4,0,15.75
9956,4,1,27.6666666667
9957,4,2,15.4444444444
9958,4,3,13.5714285714
9959,4,1,9.4
9960,4,1,20.0
9961,4,2,30.0
9962,4,2,17.1666666667
9963,4,2,25.0
9964,4,3,16.6666666667
9965,4,1,15.0
9966,4,0,20.6666666667
9967,4,3,23.6
9968,4,2,13.5
9969,4,2,14.75
9970,4,0,11.6
9971,4,1,7.33333333333
9972,4,1,10.7
9973,4,0,35.5
9974,4,0,20.5
9975,4,2,8.25
9976,4,3,15.1111111111
9977,4,0,6.0
9978,4,0,8.33333333333
9979,4,2,16.4
9980,4,1,15.3333333333
9981,4,3,25.1428571429
9982,4,2,12.375
9983,4,2,13.0
9984,4,1,10.5
9985,4,0,16.0
9986,4,3,22.4444444444
9987,4,1,9.33333333333
9988,4,2,17.7142857143
9989,4,1,11.6666666667
9990,4,1,17.8333333333
9991,4,3,20.5
9992,4,0,20.5
9993,4,1,14.4285714286
9994,4,1,13.4
9995,4,2,18.0
9996,4,0,6.5
9997,4,1,24.0
9998,4,0,25.0
9999,4,3,20.1428571429
10000,4,0,7.33333333333
10002,4,2,22.8333333333
10003,4,2,13.6
10004,4,3,19.4545454545
10005,4,1,16.0
10006,4,2,27.3333333333
10007,4,1,28.5
10008,4,1,36.0
10009,4,1,16.0
10010,4,1,15.0
10011,4,1,10.75
10012,4,2,19.4
10013,4,2,10.7647058824
10014,4,0,22.5
10015,4,2,15.0
10016,4,2,13.6666666667
10017,4,0,19.0
