id,set,human_score,avg_word_length
621,1,8,37.5789473684
622,1,8,45.7894736842
623,1,6,40.6951871658
624,1,8,41.8771331058
625,1,11,42.0575221239
626,1,7,44.12
627,1,8,45.5212355212
628,1,11,46.724738676
629,1,11,48.6774941995
630,1,8,43.9425587467
631,1,6,42.7071823204
632,1,10,44.2092457421
633,1,8,42.7621483376
634,1,5,38.0898876404
635,1,10,42.1064301552
636,1,9,48.28125
637,1,8,46.4655172414
638,1,8,43.6363636364
639,1,6,40.8653846154
640,1,7,40.1607717042
641,1,7,44.0506329114
642,1,8,42.5720620843
643,1,10,45.6390977444
644,1,8,49.9689440994
645,1,8,41.9137466307
646,1,9,44.477124183
647,1,11,47.4576271186
648,1,6,45.2486187845
649,1,8,42.8985507246
650,1,10,45.8498896247
651,1,8,40.4388714734
652,1,9,44.6222222222
653,1,8,43.642384106
654,1,10,47.0666666667
655,1,7,44.4392523364
656,1,9,40.4195804196
657,1,9,41.8274111675
658,1,8,44.3731778426
659,1,10,45.5693069307
660,1,11,46.6373626374
661,1,8,44.2803030303
662,1,6,40.9137055838
663,1,8,41.8961038961
664,1,9,42.5791855204
665,1,7,37.9508196721
666,1,8,45.0238095238
667,1,9,40.3814713896
668,1,10,47.5314861461
669,1,8,42.5055432373
670,1,8,42.27154047
671,1,8,45.7421875
672,1,9,44.1411764706
673,1,6,45.5371900826
674,1,8,45.1801801802
675,1,8,40.0941176471
676,1,8,41.6182572614
677,1,8,41.5107913669
678,1,8,41.1229946524
679,1,8,40.4204204204
680,1,9,42.1810699588
681,1,8,41.2885154062
682,1,11,43.7330754352
683,1,10,41.0852713178
684,1,8,48.1703470032
685,1,8,50.5607476636
686,1,9,42.6799007444
687,1,8,40.0609756098
688,1,9,44.2657342657
689,1,8,42.3677581864
690,1,9,43.5616438356
691,1,6,42.8571428571
692,1,6,41.1111111111
693,1,8,42.8703703704
694,1,8,45.9633027523
695,1,9,43.7866666667
696,1,8,42.4418604651
697,1,8,44.6198830409
698,1,6,39.4092827004
699,1,12,44.7545219638
700,1,8,39.2
701,1,8,43.8372093023
702,1,6,43.950617284
703,1,8,43.7922077922
704,1,7,38.6266094421
705,1,8,42.5168539326
706,1,10,45.8865248227
707,1,8,40.0890207715
708,1,9,42.7777777778
709,1,10,44.8423005566
710,1,11,43.3663366337
711,1,10,43.1828442438
712,1,9,43.3762886598
713,1,10,42.2619047619
714,1,9,46.3613861386
715,1,8,38.5714285714
716,1,9,41.752265861
717,1,8,46.511627907
718,1,10,44.7558386412
719,1,7,44.4444444444
720,1,10,44.9197860963
721,1,9,45.5784061697
722,1,10,47.1875
723,1,10,44.1544117647
724,1,8,46.7916666667
725,1,6,43.4482758621
726,1,10,42.5641025641
727,1,6,43.6129032258
728,1,8,43.3724340176
729,1,7,43.9603960396
730,1,10,43.8432835821
731,1,8,42.4652087475
732,1,9,40.9265175719
733,1,8,44.6218487395
734,1,10,44.9677419355
735,1,9,45.7675438596
736,1,10,41.825
737,1,8,42.9
738,1,6,45.0819672131
739,1,9,44.3880597015
740,1,8,42.8118393235
741,1,8,48.6970684039
742,1,10,40.2120141343
743,1,10,44.3429844098
744,1,9,44.78125
745,1,9,43.9524838013
746,1,8,42.1428571429
747,1,8,45.6744186047
748,1,8,43.0097087379
749,1,10,42.6754385965
750,1,8,41.9088319088
751,1,8,41.6618075802
752,1,7,42.2488038278
753,1,8,44.8913043478
754,1,9,47.4863387978
755,1,9,44.749034749
756,1,8,44.1401273885
757,1,9,46.2402088773
758,1,8,42.9577464789
759,1,10,49.1869918699
760,1,9,41.408839779
761,1,8,45.1102941176
762,1,10,45.2433628319
763,1,8,47.5446428571
764,1,9,42.6701570681
765,1,7,42.6016260163
766,1,8,42.4701195219
767,1,8,40.4829545455
768,1,8,42.1412300683
769,1,10,47.4253731343
770,1,8,41.4461538462
771,1,9,41.1383928571
772,1,10,45.3677932406
773,1,8,43.3411764706
774,1,8,45.3608247423
775,1,7,43.1481481481
776,1,7,45.6382978723
777,1,10,45.3653846154
778,1,9,44.976744186
779,1,8,46.8269230769
780,1,9,43.7316561845
781,1,10,43.4307992203
782,1,11,45.6133056133
783,1,7,41.2720848057
784,1,10,45.8695652174
785,1,8,44.7472527473
786,1,8,45.6293706294
787,1,8,46.9722222222
788,1,8,41.043956044
789,1,7,43.4375
790,1,9,42.278177458
791,1,8,44.4217687075
792,1,8,44.3072289157
793,1,11,46.6064257028
794,1,8,40.2475247525
795,1,8,41.5025906736
796,1,8,46.7637540453
797,1,10,40.9504950495
798,1,9,39.7757847534
799,1,8,45.0352112676
800,1,10,44.3614457831
801,1,9,42.8073770492
802,1,8,41.6923076923
803,1,6,41.8113207547
804,1,8,42.0408163265
805,1,9,42.8162291169
806,1,6,46.3054187192
807,1,11,43.1818181818
808,1,7,44.5673076923
809,1,9,45.9206798867
810,1,8,45.4934210526
811,1,8,45.4545454545
812,1,8,45.1851851852
813,1,8,42.8758169935
814,1,8,42.8686327078
815,1,10,45.7329842932
816,1,9,49.3424657534
817,1,12,43.3548387097
818,1,8,45.826446281
819,1,8,40.8163265306
820,1,5,43.0057803468
821,1,9,45.5657492355
822,1,8,40.2542372881
823,1,8,41.5105740181
824,1,9,40.3917525773
825,1,6,41.2334801762
826,1,10,50.6626506024
827,1,6,44.0170940171
828,1,9,46.9965870307
829,1,8,44.3989071038
830,1,10,46.1538461538
831,1,8,41.0882352941
832,1,2,45.5
833,1,9,43.9884393064
834,1,10,47.0020120724
835,1,10,40.2230483271
836,1,8,38.9489489489
837,1,8,38.0525164114
838,1,5,41.7346938776
839,1,10,48.1380753138
840,1,8,45.734870317
841,1,7,41.2222222222
842,1,8,43.8701298701
843,1,8,40.8333333333
844,1,8,43.7373737374
845,1,10,44.9874686717
846,1,8,41.2738853503
847,1,12,44.9598715891
848,1,6,41.3656387665
849,1,7,46.7821782178
850,1,10,46.9117647059
851,1,9,44.6238938053
852,1,10,46.7230443975
853,1,9,41.3577586207
854,1,8,41.0613207547
855,1,8,48.1467181467
856,1,10,41.7899761337
857,1,8,43.2258064516
858,1,9,44.3632075472
859,1,12,46.9771863118
860,1,8,45.0675675676
861,1,8,46.3602941176
862,1,8,41.6331658291
863,1,10,43.1729323308
864,1,10,43.9573459716
865,1,8,39.5481927711
866,1,7,45.1948051948
867,1,8,39.7965116279
868,1,12,46.0498960499
869,1,6,36.6206896552
870,1,9,42.6829268293
871,1,10,44.7280334728
872,1,8,48.5338345865
873,1,9,42.1428571429
874,1,12,48.4761904762
875,1,11,46.2362204724
876,1,8,41.926910299
877,1,11,45.5714285714
878,1,9,47.8021978022
879,1,8,46.9509043928
880,1,10,44.5979899497
881,1,8,51.1481481481
882,1,9,42.2572178478
883,1,9,44.5283018868
884,1,8,41.5705128205
885,1,7,42.2330097087
886,1,11,47.1308016878
887,1,9,47.0262390671
888,1,10,44.3522267206
889,1,8,44.2765273312
890,1,8,43.6389684814
891,1,9,47.1153846154
892,1,10,46.9330453564
893,1,4,44.5588235294
894,1,10,45.4666666667
895,1,10,46.2476190476
896,1,8,45.7916666667
897,1,9,44.1098484848
898,1,8,43.6312849162
899,1,8,41.2534059946
900,1,10,46.7630057803
901,1,8,44.4807121662
902,1,10,40.368852459
903,1,8,41.7846153846
904,1,8,42.3209169054
905,1,6,43.152173913
906,1,11,45.5714285714
907,1,9,44.5892351275
908,1,10,46.9822485207
909,1,10,44.944812362
910,1,8,42.0673076923
911,1,8,41.0185185185
912,1,10,46.3653136531
913,1,10,47.6247848537
914,1,9,44.327176781
915,1,10,46.1232604374
916,1,11,47.561436673
917,1,6,51.1518324607
918,1,10,42.0478325859
919,1,11,43.0867346939
920,1,8,45.5924170616
921,1,8,45.0787401575
922,1,8,46.0714285714
923,1,6,47.6616915423
924,1,8,43.5253456221
925,1,7,42.2943722944
926,1,7,44.3720930233
927,1,7,45.4085603113
928,1,10,47.1022727273
929,1,10,42.8878281623
930,1,8,43.4082397004
931,1,8,44.2807017544
932,1,12,42.6108374384
933,1,8,45.3418803419
934,1,8,45.0285714286
935,1,9,43.9157894737
936,1,7,40.9009009009
937,1,11,46.0699588477
938,1,11,46.313559322
939,1,6,39.6756756757
940,1,8,40.15625
941,1,12,53.3491686461
942,1,9,46.9642857143
943,1,9,42.4109589041
944,1,8,39.846743295
945,1,8,42.1851851852
946,1,8,43.8333333333
947,1,10,44.8045977011
948,1,9,44.2630385488
949,1,8,42.4147727273
950,1,10,44.8660714286
951,1,7,41.3785557987
952,1,8,44.403892944
953,1,12,49.4964028777
954,1,10,46.277665996
955,1,8,42.2023809524
956,1,9,44.1192411924
957,1,9,40.9725685786
958,1,8,43.0855018587
959,1,9,47.8772378517
960,1,7,40.8928571429
961,1,8,41.6348773842
962,1,9,39.8095238095
963,1,8,41.119133574
964,1,11,44.9613899614
965,1,7,40.4985337243
966,1,7,44.1666666667
967,1,11,51.0772833724
968,1,9,44.2477876106
969,1,8,45.393258427
970,1,11,45.0316455696
971,1,9,45.4029850746
972,1,8,40.899795501
973,1,6,42.2608695652
974,1,2,38.679245283
975,1,8,44.2307692308
976,1,8,42.5892857143
977,1,7,43.2142857143
978,1,8,44.3724696356
979,1,10,44.5548654244
980,1,10,42.4032586558
981,1,8,45.4125412541
982,1,8,43.7333333333
983,1,8,42.7212020033
984,1,8,43.6977491961
985,1,9,45.0124688279
986,1,11,44.8551959114
987,1,8,43.7160120846
988,1,8,44.8504983389
989,1,9,46.7018469657
990,1,8,43.3850931677
991,1,6,45.75
992,1,5,39.3269230769
993,1,9,43.4797297297
994,1,9,44.8607594937
995,1,4,41.4285714286
996,1,7,44.0175953079
997,1,10,44.4933920705
998,1,9,49.2259414226
999,1,12,47.5938566553
1000,1,12,48.9148351648
1001,1,8,40.7207207207
1002,1,8,40.9090909091
1003,1,9,45.7608695652
1004,1,6,46.0714285714
1005,1,9,47.1774193548
1006,1,8,44.8735632184
1007,1,10,46.847826087
1008,1,10,40.6163021869
1009,1,8,43.6214953271
1010,1,8,45.2075471698
1011,1,8,46.0635696822
1012,1,9,45.7303370787
1013,1,7,38.7278106509
1014,1,8,46.5102639296
1015,1,10,40.0198412698
1016,1,8,41.684981685
1017,1,8,42.6330532213
1018,1,10,49.5180722892
1019,1,10,42.4266666667
1020,1,8,42.3282442748
1021,1,9,43.0751708428
1022,1,11,46.4869281046
1023,1,8,37.9347826087
1024,1,9,42.5592417062
1025,1,8,45.6024096386
1026,1,10,43.0528846154
1027,1,8,41.7428571429
1028,1,10,46.8515205725
1029,1,10,45.010989011
1030,1,8,45.2791878173
1031,1,9,41.9825708061
1032,1,8,45.8256880734
1033,1,10,48.021978022
1034,1,8,41.40625
1035,1,8,48.976744186
1036,1,9,45.6862745098
1037,1,8,43.2365145228
1038,1,11,44.4802867384
1039,1,8,42.4403183024
1040,1,6,45.5
1041,1,6,38.7037037037
1042,1,8,45.604719764
1043,1,9,43.1458699473
1044,1,7,43.3204633205
1045,1,9,43.5243553009
1046,1,9,44.1265060241
1047,1,11,48.6403508772
1048,1,10,44.311023622
1049,1,10,43.2098765432
1050,1,11,46.7286245353
1051,1,7,41.4093959732
1052,1,9,44.631043257
1053,1,9,44.1518987342
1054,1,8,43.0739299611
1055,1,8,38.8858695652
1056,1,6,44.3781094527
1057,1,10,43.0357142857
1058,1,8,43.3888888889
1059,1,8,43.7142857143
1060,1,8,43.6059479554
1061,1,8,40.203562341
1062,1,10,40.9482758621
1063,1,10,42.0043572985
1064,1,9,47.7161862528
1065,1,7,43.5294117647
1066,1,9,44.1810344828
1067,1,9,44.8255813953
1068,1,9,40.0952380952
1069,1,10,50.2205882353
1070,1,7,39.3822393822
1071,1,8,44.5019920319
1072,1,8,41.7080745342
1073,1,8,43.418079096
1074,1,8,41.5979381443
1075,1,8,43.0674846626
1076,1,10,46.6666666667
1077,1,8,40.9923664122
1078,1,12,45.9231905465
1079,1,8,39.8644067797
1080,1,8,44.7660818713
1081,1,7,47.3846153846
1082,1,9,41.5596330275
1083,1,7,39.1353383459
1084,1,9,44.3154761905
1085,1,10,42.991202346
