id,set,human_score,sentence_count
3155,2,3,9
3156,2,4,16
3157,2,4,29
3158,2,2,9
3159,2,1,9
3160,2,3,24
3161,2,3,20
3162,2,4,32
3163,2,5,19
3164,2,3,13
3165,2,4,14
3166,2,4,20
3167,2,3,20
3168,2,4,18
3169,2,3,19
3170,2,3,27
3171,2,5,37
3172,2,4,21
3173,2,3,26
3174,2,3,9
3175,2,4,27
3176,2,4,24
3177,2,1,5
3178,2,4,18
3179,2,4,24
3180,2,3,35
3181,2,4,32
3182,2,2,16
3183,2,3,16
3184,2,3,19
3185,2,4,16
3186,2,2,13
3187,2,3,16
3188,2,3,13
3189,2,4,33
3190,2,4,22
3191,2,4,34
3192,2,3,12
3193,2,3,20
3194,2,3,14
3195,2,4,16
3196,2,4,20
3197,2,3,14
3198,2,2,11
3199,2,4,22
3200,2,4,21
3201,2,4,22
3202,2,5,38
3203,2,4,28
3204,2,3,16
3205,2,3,16
3206,2,4,39
3207,2,3,19
3208,2,4,19
3209,2,3,8
3210,2,4,32
3211,2,3,14
3212,2,4,39
3213,2,4,27
3214,2,4,24
3215,2,3,8
3216,2,4,17
3217,2,4,28
3218,2,3,14
3219,2,4,37
3220,2,3,26
3221,2,3,32
3222,2,3,7
3223,2,3,22
3224,2,3,18
3225,2,4,13
3226,2,4,18
3227,2,3,20
3228,2,4,35
3229,2,4,12
3230,2,2,4
3231,2,4,50
3232,2,3,10
3233,2,3,21
3234,2,3,16
3235,2,4,34
3236,2,4,32
3237,2,2,5
3238,2,2,12
3239,2,4,19
3240,2,2,17
3241,2,1,3
3242,2,4,20
3243,2,4,21
3244,2,2,11
3245,2,2,4
3246,2,3,14
3247,2,4,26
3248,2,4,18
3249,2,3,33
3250,2,2,12
3251,2,3,10
3252,2,4,19
3253,2,4,24
3254,2,5,18
3255,2,3,24
3256,2,3,13
3257,2,1,7
3258,2,4,22
3259,2,2,11
3260,2,4,24
3261,2,4,28
3262,2,4,20
3263,2,4,26
3264,2,2,5
3265,2,4,19
3266,2,4,33
3267,2,3,18
3268,2,3,24
3269,2,4,18
3270,2,3,23
3271,2,4,19
3272,2,2,20
3273,2,4,29
3274,2,4,18
3275,2,3,18
3276,2,3,25
3277,2,5,43
3278,2,4,40
3279,2,4,29
3280,2,3,9
3281,2,4,28
3282,2,4,34
3283,2,3,24
3284,2,4,12
3285,2,4,21
3286,2,3,27
3287,2,3,28
3288,2,4,19
3289,2,3,16
3290,2,4,36
3291,2,5,34
3292,2,4,38
3293,2,4,20
3294,2,4,23
3295,2,3,12
3296,2,4,25
3297,2,3,15
3298,2,4,40
3299,2,4,26
3300,2,4,23
3301,2,3,18
3302,2,4,24
3303,2,3,16
3304,2,3,13
3305,2,3,29
3306,2,5,40
3307,2,3,23
3308,2,4,28
3309,2,4,25
3310,2,6,41
3311,2,4,34
3312,2,4,25
3313,2,3,12
3314,2,3,25
3315,2,4,29
3316,2,3,28
3317,2,3,23
3318,2,3,13
3319,2,3,21
3320,2,4,17
3321,2,4,23
3322,2,3,14
3323,2,4,21
3324,2,3,15
3325,2,4,20
3326,2,3,15
3327,2,3,19
3328,2,3,18
3329,2,3,10
3330,2,3,19
3331,2,4,40
3332,2,3,12
3333,2,3,17
3334,2,4,31
3335,2,4,16
3336,2,3,11
3337,2,4,25
3338,2,3,19
3339,2,4,19
3340,2,4,34
3341,2,3,26
3342,2,4,33
3343,2,5,42
3344,2,3,34
3345,2,3,9
3346,2,2,10
3347,2,4,21
3348,2,4,7
3349,2,3,20
3350,2,3,20
3351,2,4,18
3352,2,2,6
3353,2,2,17
3354,2,3,11
3355,2,3,22
3356,2,3,20
3357,2,3,19
3358,2,3,14
3359,2,2,8
3360,2,4,13
3361,2,4,25
3362,2,4,18
3363,2,2,16
3364,2,4,16
3365,2,3,14
3366,2,4,16
3367,2,4,21
3368,2,4,25
3369,2,3,6
3370,2,4,32
3371,2,3,11
3372,2,3,27
3373,2,3,17
3374,2,4,18
3375,2,3,13
3376,2,4,19
3377,2,2,17
3378,2,3,12
3379,2,1,25
3380,2,3,19
3381,2,3,15
3382,2,4,15
3383,2,5,23
3384,2,4,27
3385,2,4,26
3386,2,4,26
3387,2,3,27
3388,2,3,10
3389,2,3,23
3390,2,3,11
3391,2,4,34
3392,2,3,15
3393,2,3,9
3394,2,3,29
3395,2,3,17
3396,2,3,14
3397,2,4,28
3398,2,4,25
3399,2,4,29
3400,2,3,27
3401,2,3,22
3402,2,4,21
3403,2,3,16
3404,2,4,21
3405,2,3,29
3406,2,4,32
3407,2,4,25
3408,2,3,16
3409,2,3,22
3410,2,3,12
3411,2,4,19
3412,2,4,27
3413,2,3,16
3414,2,4,21
3415,2,3,11
3416,2,3,10
3417,2,3,15
3418,2,5,40
3419,2,2,13
3420,2,4,28
3421,2,4,20
3422,2,2,14
3423,2,2,7
3424,2,4,22
3425,2,4,29
3426,2,1,7
3427,2,4,20
3428,2,6,37
3429,2,2,28
3430,2,3,13
3431,2,3,20
3432,2,4,32
3433,2,3,14
3434,2,2,7
3435,2,2,20
3436,2,4,19
3437,2,3,12
3438,2,3,7
3439,2,3,15
3440,2,4,27
3441,2,2,16
3442,2,4,23
3443,2,4,36
3444,2,4,16
3445,2,4,17
3446,2,4,18
3447,2,4,44
3448,2,3,22
3449,2,4,27
3450,2,3,13
3451,2,4,21
3452,2,3,21
3453,2,4,15
3454,2,2,9
3455,2,3,22
3456,2,3,17
3457,2,3,13
3458,2,4,19
3459,2,3,22
3460,2,4,27
3461,2,3,16
3462,2,3,15
3463,2,3,14
3464,2,4,34
3465,2,3,11
3466,2,3,14
3467,2,4,30
3468,2,4,19
3469,2,4,21
3470,2,4,34
3471,2,3,14
3472,2,3,10
3473,2,2,4
3474,2,4,35
3475,2,2,12
3476,2,3,20
3477,2,3,11
3478,2,2,24
3479,2,3,12
3480,2,3,14
3481,2,4,12
3482,2,3,12
3483,2,4,27
3484,2,3,11
3485,2,4,27
3486,2,1,5
3487,2,4,45
3488,2,3,18
3489,2,3,8
3490,2,4,13
3491,2,2,7
3492,2,4,27
3493,2,2,7
3494,2,2,20
3495,2,4,20
3496,2,4,16
3497,2,3,24
3498,2,4,13
3499,2,2,8
3500,2,2,10
3501,2,4,21
3502,2,3,19
3503,2,3,13
3504,2,4,22
3505,2,3,10
3506,2,4,21
3507,2,4,25
3508,2,3,17
3509,2,5,41
3510,2,3,11
3511,2,3,15
3512,2,4,16
3513,2,3,22
3514,2,4,7
3515,2,3,13
3516,2,4,30
3517,2,2,6
3518,2,4,19
3519,2,4,31
3520,2,4,8
3521,2,4,21
3522,2,3,22
3523,2,4,22
3524,2,4,20
3525,2,3,21
3526,2,3,14
3527,2,4,16
3528,2,4,25
3529,2,4,30
3530,2,4,18
3531,2,4,24
3532,2,3,12
3533,2,4,14
3534,2,3,15
3535,2,3,21
3536,2,3,16
3537,2,4,34
3538,2,3,20
3539,2,4,36
3540,2,3,24
3541,2,4,31
3542,2,4,22
3543,2,3,8
3544,2,4,20
3545,2,4,42
3546,2,4,48
3547,2,4,22
3548,2,3,22
3549,2,4,13
3550,2,4,28
3551,2,3,27
3552,2,3,17
3553,2,3,13
3554,2,3,21
3555,2,4,21
3556,2,1,5
3557,2,3,19
3558,2,3,10
3559,2,3,51
3560,2,3,26
3561,2,3,13
3562,2,3,18
3563,2,3,28
3564,2,4,21
3565,2,4,21
3566,2,4,16
3567,2,4,26
3568,2,5,18
3569,2,3,25
3570,2,5,37
3571,2,4,20
3572,2,2,1
3573,2,4,28
3574,2,4,19
3575,2,3,31
3576,2,3,13
3577,2,4,19
3578,2,4,25
3579,2,4,29
3580,2,3,16
3581,2,3,25
3582,2,3,6
3583,2,3,13
3584,2,4,19
3585,2,3,18
3586,2,3,9
3587,2,3,4
3588,2,2,14
3589,2,4,30
3590,2,2,19
3591,2,3,26
3592,2,3,15
3593,2,4,18
3594,2,4,28
3595,2,4,26
3596,2,4,32
3597,2,2,11
3598,2,3,16
3599,2,3,12
3600,2,4,21
3601,2,4,28
3602,2,3,9
3603,2,2,13
3604,2,3,6
3605,2,3,28
3606,2,4,23
3607,2,4,27
3608,2,4,15
3609,2,4,47
3610,2,3,10
3611,2,2,7
3612,2,4,14
3613,2,4,30
3614,2,4,20
3615,2,4,26
3616,2,4,13
3617,2,3,13
3618,2,4,20
3619,2,4,28
3620,2,4,35
3621,2,4,21
3622,2,5,14
3623,2,3,10
3624,2,4,19
3625,2,3,23
3626,2,5,21
3627,2,4,14
3628,2,4,33
3629,2,4,14
3630,2,3,13
3631,2,3,12
3632,2,3,16
3633,2,3,15
3634,2,3,9
3635,2,3,9
3636,2,4,26
3637,2,4,19
3638,2,4,20
3639,2,3,11
3640,2,4,35
3641,2,2,6
3642,2,3,14
3643,2,2,9
3644,2,4,23
3645,2,3,6
3646,2,4,20
3647,2,4,25
3648,2,5,19
3649,2,4,29
3650,2,4,17
3651,2,4,25
3652,2,4,34
3653,2,4,56
3654,2,4,25
3655,2,3,14
3656,2,2,4
3657,2,4,22
3658,2,5,42
3659,2,3,10
3660,2,3,14
3661,2,4,18
3662,2,4,31
3663,2,2,6
3664,2,4,22
3665,2,3,14
3666,2,3,11
3667,2,2,15
3668,2,4,31
3669,2,4,11
3670,2,1,3
3671,2,3,22
3672,2,3,13
3673,2,3,8
3674,2,4,23
3675,2,3,22
3676,2,4,29
3677,2,4,24
3678,2,4,14
3679,2,3,20
3680,2,3,16
3681,2,3,24
3682,2,4,25
3683,2,4,31
3684,2,3,9
3685,2,2,14
3686,2,3,18
3687,2,4,32
3688,2,4,24
3689,2,4,26
3690,2,3,10
3691,2,4,23
3692,2,4,21
3693,2,3,14
3694,2,3,31
3695,2,3,16
3696,2,4,21
3697,2,4,34
3698,2,4,31
3699,2,2,5
3700,2,4,24
3701,2,3,20
3702,2,3,13
3703,2,3,16
3704,2,4,19
3705,2,2,7
3706,2,3,14
3707,2,5,26
3708,2,4,26
3709,2,3,18
3710,2,2,12
3711,2,3,15
3712,2,3,18
3713,2,4,37
3714,2,2,8
3715,2,4,6
3716,2,3,34
3717,2,3,23
3718,2,3,14
3719,2,4,38
3720,2,3,23
3721,2,4,20
3722,2,5,24
3723,2,5,27
3724,2,2,22
3725,2,3,14
3726,2,4,17
3727,2,3,19
3728,2,4,21
3729,2,3,17
3730,2,3,18
3731,2,3,7
3732,2,3,26
3733,2,3,15
3734,2,2,6
3735,2,3,24
3736,2,4,19
3737,2,4,25
3738,2,3,10
3739,2,2,11
3740,2,4,26
3741,2,2,4
3742,2,4,23
3743,2,3,24
3744,2,3,13
3745,2,2,16
3746,2,4,29
3747,2,4,19
3748,2,4,19
3749,2,3,21
3750,2,4,19
3751,2,4,35
3752,2,4,19
3753,2,3,20
3754,2,3,9
3755,2,4,32
3756,2,4,35
3757,2,3,7
3758,2,3,14
3759,2,2,7
3760,2,4,17
3761,2,4,41
3762,2,2,7
3763,2,4,32
3764,2,3,25
3765,2,4,23
3766,2,3,15
3767,2,4,17
3768,2,4,44
3769,2,3,18
3770,2,4,16
3771,2,4,27
3772,2,3,14
3773,2,3,22
3774,2,3,19
3775,2,4,23
3776,2,4,26
3777,2,4,22
3778,2,3,34
3779,2,2,9
3780,2,4,26
3781,2,4,21
3782,2,3,22
3783,2,4,16
3784,2,5,32
3785,2,2,9
3786,2,4,15
3787,2,3,14
3788,2,4,20
3789,2,3,18
3790,2,3,8
3791,2,4,17
3792,2,3,17
3793,2,5,27
3794,2,3,22
3795,2,4,32
3796,2,4,25
3797,2,3,25
3798,2,4,20
3799,2,3,9
3800,2,3,20
3801,2,2,6
3802,2,4,25
3803,2,3,13
3804,2,4,22
3805,2,3,6
3806,2,3,15
3807,2,4,13
3808,2,3,12
3809,2,5,34
3810,2,3,19
3811,2,3,17
3812,2,3,13
3813,2,2,9
3814,2,3,17
3815,2,4,27
3816,2,3,18
3817,2,3,15
3818,2,4,18
3819,2,4,44
3820,2,3,20
3821,2,3,15
3822,2,3,13
3823,2,3,10
3824,2,4,25
3825,2,4,13
3826,2,4,26
3827,2,4,24
3828,2,3,21
3829,2,3,20
3830,2,4,13
3831,2,3,17
3832,2,4,25
3833,2,4,39
3834,2,3,18
3835,2,4,16
3836,2,4,25
3837,2,3,11
3838,2,3,10
3839,2,3,18
3840,2,4,48
3841,2,3,14
3842,2,3,32
3843,2,3,23
3844,2,4,24
3845,2,2,6
3846,2,4,20
3847,2,4,42
3848,2,4,16
3849,2,4,24
3850,2,3,17
3851,2,3,17
3852,2,3,18
3853,2,4,22
3854,2,3,13
3855,2,3,15
3856,2,4,13
3857,2,3,17
3858,2,3,17
3859,2,3,18
3860,2,3,19
3861,2,3,21
3862,2,5,31
3863,2,3,20
3864,2,4,27
3865,2,4,19
3866,2,4,12
3867,2,3,13
3868,2,4,17
3869,2,3,26
3870,2,3,16
3871,2,4,22
3872,2,4,16
3873,2,5,33
3874,2,3,16
3875,2,5,33
3876,2,4,26
3877,2,4,20
3878,2,3,24
3879,2,1,4
3880,2,3,9
3881,2,5,23
3882,2,3,8
3883,2,1,4
3884,2,3,10
3885,2,3,16
3886,2,3,22
3887,2,4,19
3888,2,5,26
3889,2,4,27
3890,2,3,16
3891,2,3,8
3892,2,3,21
3893,2,4,32
3894,2,3,29
3895,2,4,18
3896,2,4,30
3897,2,4,17
3898,2,3,22
3899,2,4,21
3900,2,3,19
3901,2,3,12
3902,2,4,26
3903,2,2,3
3904,2,4,22
3905,2,3,13
3906,2,4,23
3907,2,4,16
3908,2,5,28
3909,2,4,24
3910,2,3,9
3911,2,3,48
3912,2,3,19
3913,2,3,18
3914,2,3,13
3915,2,3,26
3916,2,4,20
3917,2,3,16
3918,2,4,30
3919,2,4,33
3920,2,4,24
3921,2,3,23
3922,2,3,26
3923,2,4,28
3924,2,3,31
3925,2,5,36
3926,2,3,22
3927,2,3,16
3928,2,3,16
3929,2,3,12
3930,2,3,30
3931,2,4,20
3932,2,4,29
3933,2,3,16
3934,2,4,25
3935,2,3,12
3936,2,3,13
3937,2,5,22
3938,2,3,12
3939,2,4,21
3940,2,4,15
3941,2,2,16
3942,2,3,28
3943,2,4,20
3944,2,4,19
3945,2,3,18
3946,2,4,14
3947,2,3,22
3948,2,3,21
3949,2,4,20
3950,2,3,11
3951,2,5,47
3952,2,2,11
3953,2,4,22
3954,2,4,26
3955,2,4,36
3956,2,4,40
3957,2,2,13
3958,2,3,25
3959,2,3,33
3960,2,4,19
3961,2,4,31
3962,2,4,30
3963,2,4,23
3964,2,3,17
3965,2,4,32
3966,2,3,9
3967,2,3,11
3968,2,3,20
3969,2,3,26
3970,2,4,34
3971,2,3,14
3972,2,4,16
3973,2,3,7
3974,2,2,643
3975,2,4,22
3976,2,4,20
3977,2,4,28
3978,2,4,27
3979,2,3,19
3980,2,3,16
3981,2,4,30
3982,2,4,11
3983,2,5,35
3984,2,4,29
3985,2,3,13
3986,2,3,42
3987,2,3,9
3988,2,4,21
3989,2,4,18
3990,2,4,26
3991,2,4,21
3992,2,4,25
3993,2,3,17
3994,2,4,25
3995,2,3,11
3996,2,4,28
3997,2,3,11
3998,2,4,17
3999,2,4,24
4000,2,2,13
4001,2,4,15
4002,2,3,10
4003,2,4,25
4004,2,2,6
4005,2,4,23
4006,2,3,19
4007,2,3,25
4008,2,2,4
4009,2,1,4
4010,2,4,42
4011,2,3,13
4012,2,4,12
4013,2,3,14
4014,2,4,30
4015,2,4,39
4016,2,4,23
4017,2,3,11
4018,2,4,23
4019,2,3,21
4020,2,3,13
4021,2,4,15
4022,2,4,23
4023,2,4,20
4024,2,1,1
4025,2,4,35
4026,2,5,36
4027,2,4,23
4028,2,5,19
4029,2,3,30
4030,2,3,24
4031,2,3,11
4032,2,3,17
4033,2,5,25
4034,2,3,14
4035,2,3,24
4036,2,4,30
4037,2,3,33
4038,2,4,33
4039,2,4,20
4040,2,3,29
4041,2,3,31
4042,2,3,26
4043,2,3,11
4044,2,5,33
4045,2,3,15
4046,2,4,45
4047,2,3,10
4048,2,3,19
4049,2,4,28
4050,2,2,19
4051,2,3,22
4052,2,3,26
4053,2,4,23
4054,2,3,15
4055,2,4,23
4056,2,3,15
4057,2,3,29
4058,2,4,27
4059,2,4,23
4060,2,5,26
4061,2,6,24
4062,2,4,24
4063,2,3,25
4064,2,3,18
4065,2,3,14
4066,2,3,28
4067,2,4,25
4068,2,3,19
4069,2,4,24
4070,2,4,21
4071,2,4,16
4072,2,4,30
4073,2,4,31
4074,2,4,25
4075,2,3,18
4076,2,3,26
4077,2,3,10
4078,2,4,20
4079,2,4,25
4080,2,4,21
4081,2,4,18
4082,2,4,12
4083,2,4,21
4084,2,4,27
4085,2,3,24
4086,2,3,16
4087,2,4,16
4088,2,4,29
4089,2,4,27
4090,2,3,22
4091,2,3,32
4092,2,4,23
4093,2,4,18
4094,2,4,24
4095,2,4,30
4096,2,3,27
4097,2,2,19
4098,2,3,10
4099,2,4,28
4100,2,3,20
4101,2,4,24
4102,2,4,14
4103,2,4,18
4104,2,3,15
4105,2,3,17
4106,2,3,18
4107,2,3,19
4108,2,6,31
4109,2,4,23
4110,2,3,14
4111,2,4,25
4112,2,2,5
4113,2,3,19
4114,2,4,31
4115,2,2,8
4116,2,4,18
4117,2,4,23
4118,2,3,14
4119,2,3,24
4120,2,2,13
4121,2,3,15
4122,2,3,7
4123,2,4,29
4124,2,2,6
4125,2,4,31
4126,2,4,17
4127,2,4,27
4128,2,4,28
4129,2,4,23
4130,2,4,84
4131,2,3,28
4132,2,3,22
4133,2,4,34
4134,2,4,35
4135,2,2,8
4136,2,2,9
4137,2,4,35
4138,2,4,26
4139,2,4,22
4140,2,2,13
4141,2,5,27
4142,2,4,21
4143,2,3,21
4144,2,4,28
4145,2,4,29
4146,2,3,22
4147,2,4,15
4148,2,4,27
4149,2,3,20
4150,2,3,15
4151,2,3,13
4152,2,3,12
4153,2,3,19
4154,2,4,14
4155,2,3,10
4156,2,3,10
4157,2,4,15
4158,2,4,32
4159,2,3,13
4160,2,3,21
4161,2,3,17
4162,2,5,37
4163,2,3,10
4164,2,3,24
4165,2,5,43
4166,2,3,26
4167,2,3,10
4168,2,4,16
4169,2,4,25
4170,2,3,24
4171,2,4,22
4172,2,4,22
4173,2,3,17
4174,2,4,29
4175,2,3,16
4176,2,5,41
4177,2,4,32
4178,2,4,18
4179,2,3,17
4180,2,4,19
4181,2,3,12
4182,2,4,19
4183,2,4,43
4184,2,3,22
4185,2,4,33
4186,2,3,25
4187,2,3,9
4188,2,3,26
4189,2,3,12
4190,2,4,22
4191,2,2,7
4192,2,4,21
4193,2,3,12
4194,2,4,22
4195,2,4,31
4196,2,3,21
4197,2,3,22
4198,2,4,20
4199,2,4,29
4200,2,2,8
4201,2,4,35
4202,2,5,25
4203,2,4,22
4204,2,3,14
4205,2,3,36
4206,2,3,6
4207,2,3,23
4208,2,5,29
4209,2,4,34
4210,2,2,3
4211,2,2,11
4212,2,4,13
4213,2,4,21
4214,2,4,39
4215,2,4,10
4216,2,3,10
4217,2,6,75
4218,2,4,20
4219,2,5,48
4220,2,4,21
4221,2,2,14
4222,2,4,31
4223,2,3,18
4224,2,3,20
4225,2,3,27
4226,2,4,34
4227,2,4,18
4228,2,4,22
4229,2,4,14
4230,2,4,30
4231,2,2,9
4232,2,4,25
4233,2,3,17
4234,2,3,18
4235,2,3,11
4236,2,2,6
4237,2,3,13
4238,2,3,20
4239,2,3,26
4240,2,2,7
4241,2,4,26
4242,2,3,12
4243,2,3,7
4244,2,4,27
4245,2,2,9
4246,2,4,31
4247,2,2,11
4248,2,4,21
4249,2,3,20
4250,2,5,29
4251,2,4,19
4252,2,4,19
4253,2,1,6
4254,2,4,43
4255,2,3,12
4256,2,3,17
4257,2,4,26
4258,2,2,6
4259,2,3,28
4260,2,3,26
4261,2,4,24
4262,2,4,32
4263,2,3,20
4264,2,2,3
4265,2,4,21
4266,2,3,15
4267,2,4,25
4268,2,3,9
4269,2,3,16
4270,2,3,21
4271,2,4,22
4272,2,4,22
4273,2,3,13
4274,2,3,17
4275,2,4,17
4276,2,4,20
4277,2,4,16
4278,2,4,18
4279,2,3,16
4280,2,3,23
4281,2,4,24
4282,2,3,13
4283,2,4,32
4284,2,2,4
4285,2,3,22
4286,2,3,22
4287,2,4,28
4288,2,3,19
4289,2,4,14
4290,2,4,34
4291,2,3,17
4292,2,3,11
4293,2,4,24
4294,2,4,24
4295,2,3,25
4296,2,3,16
4297,2,3,31
4298,2,4,28
4299,2,3,17
4300,2,4,21
4301,2,3,25
4302,2,3,24
4303,2,4,39
4304,2,4,18
4305,2,4,24
4306,2,3,36
4307,2,4,22
4308,2,4,26
4309,2,2,5
4310,2,2,13
4311,2,3,15
4312,2,4,20
4313,2,3,15
4314,2,3,12
4315,2,3,18
4316,2,3,26
4317,2,3,10
4318,2,4,26
4319,2,2,6
4320,2,2,6
4321,2,4,25
4322,2,3,15
4323,2,3,14
4324,2,3,9
4325,2,3,20
4326,2,4,14
4327,2,2,18
4328,2,3,25
4329,2,4,29
4330,2,3,29
4331,2,3,12
4332,2,4,43
4333,2,3,14
4334,2,3,15
4335,2,2,12
4336,2,3,7
4337,2,5,34
4338,2,3,16
4339,2,2,15
4340,2,3,12
4341,2,3,15
4342,2,4,21
4343,2,1,5
4344,2,4,28
4345,2,4,17
4346,2,3,10
4347,2,3,11
4348,2,3,17
4349,2,3,19
4350,2,4,27
4351,2,5,37
4352,2,4,26
4353,2,2,2
4354,2,3,18
4355,2,6,32
4356,2,2,10
4357,2,3,6
4358,2,4,17
4359,2,3,26
4360,2,3,9
4361,2,4,44
4362,2,2,10
4363,2,3,16
4364,2,2,8
4365,2,4,28
4366,2,4,20
4367,2,4,23
4368,2,3,11
4369,2,1,16
4370,2,4,33
4371,2,4,38
4372,2,4,19
4373,2,4,10
4374,2,1,2
4375,2,4,18
4376,2,3,27
4377,2,4,18
4378,2,3,31
4379,2,4,26
4380,2,3,19
4381,2,3,29
4382,2,2,3
4383,2,3,9
4384,2,4,26
4385,2,4,19
4386,2,3,24
4387,2,3,12
4388,2,4,29
4389,2,4,17
4390,2,4,19
4391,2,3,28
4392,2,5,48
4393,2,3,29
4394,2,4,18
4395,2,3,15
4396,2,4,15
4397,2,3,18
4398,2,4,31
4399,2,3,16
4400,2,4,18
4401,2,5,42
4402,2,3,18
4403,2,4,21
4404,2,4,25
4405,2,4,20
4406,2,4,20
4407,2,3,14
4408,2,3,14
4409,2,3,17
4410,2,4,27
4411,2,4,18
4412,2,5,20
4413,2,4,23
4414,2,4,31
4415,2,4,23
4416,2,3,29
4417,2,5,41
4418,2,3,16
4419,2,5,40
4420,2,5,32
4421,2,4,25
4422,2,4,16
4423,2,2,10
4424,2,2,8
4425,2,4,26
4426,2,3,17
4427,2,3,19
4428,2,4,25
4429,2,4,32
4430,2,4,42
4431,2,3,9
4432,2,3,12
4433,2,4,46
4434,2,3,33
4435,2,4,17
4436,2,4,22
4437,2,3,13
4438,2,3,19
4439,2,4,21
4440,2,4,27
4441,2,3,18
4442,2,4,25
4443,2,4,23
4444,2,3,5
4445,2,3,36
4446,2,3,7
4447,2,3,32
4448,2,4,38
4449,2,4,27
4450,2,3,14
4451,2,4,21
4452,2,3,20
4453,2,4,20
4454,2,1,3
4455,2,4,28
4456,2,3,24
4457,2,3,14
4458,2,4,31
4459,2,5,24
4460,2,4,26
4461,2,4,18
4462,2,4,31
4463,2,4,20
4464,2,2,3
4465,2,4,19
4466,2,2,6
4467,2,3,16
4468,2,3,19
4469,2,4,22
4470,2,3,16
4471,2,4,53
4472,2,3,15
4473,2,4,16
4474,2,4,37
4475,2,2,9
4476,2,3,13
4477,2,3,20
4478,2,4,23
4479,2,4,28
4480,2,4,16
4481,2,3,22
4482,2,3,10
4483,2,3,33
4484,2,4,27
4485,2,3,20
4486,2,4,19
4487,2,3,28
4488,2,3,16
4489,2,4,27
4490,2,3,19
4491,2,4,14
4492,2,3,20
4493,2,4,22
4494,2,4,19
4495,2,4,11
4496,2,4,18
4497,2,4,29
4498,2,4,21
4499,2,4,24
4500,2,2,4
4501,2,4,23
4502,2,3,19
4503,2,4,46
4504,2,3,17
4505,2,3,18
4506,2,3,11
4507,2,2,7
4508,2,4,18
4509,2,3,6
4510,2,4,17
4511,2,5,25
4512,2,4,10
4513,2,4,27
4514,2,4,20
4515,2,3,16
4516,2,3,13
4517,2,3,16
4518,2,3,17
4519,2,3,23
4520,2,4,18
4521,2,4,26
4522,2,3,11
4523,2,4,27
4524,2,3,21
4525,2,3,12
4526,2,3,11
4527,2,4,29
4528,2,4,20
4529,2,3,15
