id,set,human_score,beauty_score
20964,8,36,33.1953504916
20965,8,28,7.82249685293
20966,8,40,17.9889161424
20967,8,20,15.0970329534
20968,8,36,22.0848695786
20971,8,46,12.2976625275
20972,8,32,7.99125203248
20973,8,41,12.918847551
20974,8,44,16.890388194
20975,8,36,12.5168143304
20976,8,42,22.066171929
20977,8,42,20.586536827
20979,8,31,12.7255409021
20981,8,40,8.85035037907
20982,8,32,14.8343766116
20983,8,43,15.9074737181
20984,8,31,15.4828144464
20985,8,36,7.87325230524
20987,8,35,8.37270181534
20988,8,36,22.9015632754
20992,8,40,15.7248216803
20993,8,45,19.8904431068
20994,8,40,11.1379037683
20996,8,38,5.13585587168
20998,8,36,28.1345970074
20999,8,37,17.1817321822
21000,8,30,6.92713413584
21001,8,41,21.3813139331
21002,8,40,13.7724500656
21003,8,36,15.4656139543
21004,8,29,9.15349241448
21005,8,32,6.88266634229
21006,8,36,13.5348753511
21007,8,40,18.6128257481
21008,8,40,21.1555264294
21009,8,33,16.6153108393
21010,8,40,13.2719256655
21012,8,30,17.6167546292
21013,8,24,5.55147574904
21014,8,33,8.9398695254
21015,8,40,12.0771295192
21016,8,31,13.3565299027
21017,8,27,3.61453717659
21020,8,33,4.25868227471
21021,8,40,13.6270018772
21022,8,37,16.9180545122
21023,8,34,8.7849191369
21024,8,33,6.83779219642
21025,8,40,13.0517306985
21026,8,32,13.4236145293
21028,8,32,15.1812030382
21029,8,30,6.47810142952
21030,8,44,12.3699930724
21031,8,25,29.5474758408
21032,8,40,14.21440873
21033,8,27,19.4722423797
21034,8,36,13.7017605045
21035,8,45,15.1803953258
21036,8,41,12.8700964609
21037,8,50,17.4731427452
21038,8,42,12.7412231807
21039,8,36,16.5665021665
21042,8,36,15.9225325245
21043,8,40,20.2744834291
21044,8,36,15.3558785739
21045,8,37,10.3677968147
21049,8,40,23.3679006489
21051,8,42,19.8721519267
21052,8,32,21.201758519
21053,8,30,18.5528404976
21054,8,43,18.6196761384
21055,8,35,6.77531410787
21056,8,48,14.6720212576
21057,8,40,20.8503275341
21058,8,40,21.9075668549
21059,8,45,12.681065749
21060,8,45,17.5019980756
21061,8,30,14.017245236
21063,8,37,16.8120664137
21064,8,38,13.4327495637
21065,8,47,11.1057198311
21067,8,41,68.4111042347
21068,8,36,13.8852750939
21069,8,42,20.2276776202
21070,8,40,14.4411260597
21071,8,30,24.6862345516
21072,8,35,18.1120005993
21073,8,40,22.3596740647
21074,8,37,18.5363959448
21075,8,35,12.1675801723
21076,8,40,18.2799343115
21077,8,40,17.8126747707
21078,8,35,7.216707675
21079,8,34,6.70635251197
21081,8,36,27.1292538508
21083,8,41,13.0943174559
21085,8,37,15.2987925378
21086,8,30,8.0286419508
21087,8,34,11.4425177586
21089,8,36,12.7863787714
21090,8,37,5.79937115234
21091,8,34,3.97994331635
21092,8,43,15.1002030465
21093,8,42,18.1411352451
21094,8,40,20.122704806
21095,8,35,16.050567644
21096,8,37,11.249331316
21097,8,46,19.506729243
21098,8,43,21.8071315248
21099,8,40,17.7599772273
21101,8,40,12.8980433198
21102,8,31,12.6081623735
21103,8,32,6.16263275775
21105,8,40,18.1354343134
21106,8,40,15.4635678604
21107,8,40,11.0181142598
21109,8,40,15.1820718122
21110,8,45,18.1198313259
21111,8,36,15.8028558138
21112,8,35,17.5472439753
21113,8,36,26.4410221063
21114,8,40,13.1484236346
21115,8,32,7.61755640386
21116,8,37,18.6461612375
21118,8,48,14.8036702505
21119,8,33,14.3985016883
21120,8,50,17.0405303015
21122,8,46,18.5558000383
21123,8,43,13.2160111276
21126,8,27,26.4181014033
21127,8,35,21.1049356253
21129,8,36,25.7234199619
21130,8,45,22.7389513809
21131,8,35,10.2765148393
21132,8,40,5.89879513516
21133,8,35,20.7258649
21134,8,34,23.3667498559
21135,8,40,24.8318775372
21136,8,33,27.0488394264
21137,8,39,14.3149645689
21138,8,33,9.51641028052
21140,8,24,0.938172918143
21141,8,31,3.36310739377
21142,8,36,9.23621878302
21143,8,40,17.5629580835
21144,8,40,11.2877659228
21145,8,32,21.4046528548
21146,8,47,19.5807631396
21147,8,40,22.260541371
21148,8,35,13.8161235677
21149,8,36,13.7211172981
21150,8,28,6.15236071486
21151,8,35,23.2535502831
21153,8,33,9.55875229939
21154,8,34,15.6049148053
21155,8,36,19.1030671916
21156,8,40,15.9512674933
21157,8,40,18.8042829239
21158,8,35,22.1074883383
21159,8,46,10.8455500545
21160,8,34,14.5062847162
21161,8,40,20.0901271096
21163,8,40,12.9274935512
21164,8,45,15.6744808463
21166,8,31,9.04605534276
21167,8,40,21.1029433468
21168,8,40,23.4510905955
21170,8,39,18.028307528
21171,8,35,13.8406025013
21174,8,42,19.8181481412
21175,8,38,23.8895994991
21176,8,34,11.2185830501
21177,8,26,7.18284874125
21178,8,31,11.5336958226
21179,8,31,8.13463271572
21180,8,40,11.0890835923
21181,8,40,14.4388960988
21182,8,31,9.47495957077
21183,8,36,20.3747914863
21185,8,42,18.6216680605
21186,8,39,19.3426343226
21188,8,37,14.1069730851
21189,8,37,15.2045145264
21190,8,36,13.4041567608
21191,8,34,16.6323380674
21192,8,35,14.1891600635
21193,8,40,16.4240504739
21194,8,42,20.3848437495
21195,8,36,13.3096907319
21198,8,34,20.3600405024
21199,8,35,18.1272253282
21200,8,40,67.9753913032
21202,8,45,13.1010784216
21203,8,40,10.0445275368
21204,8,31,8.57937621692
21205,8,31,105.256809455
21206,8,34,23.6484342038
21207,8,44,17.9689478809
21208,8,38,20.3846906473
21209,8,42,20.5526583286
21210,8,35,13.5198869951
21211,8,33,16.9005271299
21213,8,40,14.6623957685
21214,8,40,8.10495878737
21215,8,41,16.4154820942
21217,8,30,8.91965540933
21218,8,42,21.5029776165
21219,8,40,17.939159062
21220,8,30,16.7964241524
21221,8,31,12.1734107465
21222,8,27,4.93328827759
21223,8,36,11.1332775257
21224,8,43,14.1285131693
21225,8,50,21.9492062076
21227,8,40,17.4490920507
21229,8,40,39.8052743419
21230,8,36,14.7951489607
21233,8,40,20.0935158718
21235,8,28,13.7423353349
21236,8,40,16.6868754707
21237,8,40,16.3320016212
21238,8,37,13.4714675256
21240,8,26,6.03847557095
21241,8,30,19.4822275783
21244,8,30,8.51886875984
21245,8,40,21.7100561182
21246,8,37,13.4970080941
21247,8,34,18.9067561068
21248,8,28,10.5848014376
21249,8,42,11.1295851181
21250,8,44,16.4954343344
21251,8,40,16.9159184264
21253,8,40,9.44978860763
21255,8,41,15.0910895664
21256,8,33,10.4035969518
21257,8,30,17.2851858653
21258,8,40,7.52847995646
21259,8,43,24.3252784138
21261,8,36,18.6949628471
21262,8,36,19.7180699335
21263,8,32,10.3730708113
21264,8,36,7.66253399792
21265,8,35,6.73781981477
21266,8,38,16.6895254762
21268,8,38,8.67082930018
21269,8,40,10.8996641892
21271,8,30,9.12425886794
21272,8,40,21.0794535019
21273,8,34,10.5821781189
21274,8,40,8.30793273101
21275,8,40,21.5621757948
21276,8,34,17.9895415084
21277,8,30,14.8439298182
21279,8,33,7.77513596366
21280,8,40,24.5889779581
21281,8,40,10.888508126
21284,8,38,14.7487693607
21285,8,37,17.849907579
21286,8,36,23.9683537789
21287,8,40,18.2766438173
21288,8,46,15.8533041064
21289,8,49,21.0705672261
21290,8,37,12.7055855667
21291,8,30,14.8648511311
21292,8,50,8.75541418734
21293,8,33,5.38217716099
21294,8,34,4.87260289735
21295,8,45,15.9571527223
21296,8,40,13.7583679918
21297,8,32,22.8598842478
21298,8,30,6.94283163596
21299,8,41,18.9180165623
21300,8,44,14.6641351962
21301,8,21,2.11100086284
21302,8,40,22.459077
21304,8,37,16.2507785903
21306,8,46,14.4328795693
21307,8,30,11.7329069545
21308,8,40,10.5798912475
21309,8,38,12.2934496704
21310,8,40,7.33186253178
21312,8,32,21.0995044146
21315,8,35,7.72082583702
21318,8,29,4.5683273769
21319,8,46,20.4433440241
21321,8,40,17.7474805568
21322,8,36,26.4468244021
21323,8,43,13.6690568446
21324,8,40,21.9761857438
21325,8,45,25.8441043146
21327,8,33,13.7482861592
21329,8,30,10.1840944644
21330,8,37,10.6754286532
21331,8,26,1.46594425845
21332,8,40,12.8040121444
21333,8,36,12.8838481597
21334,8,30,4.68086148958
21336,8,36,24.587748789
21338,8,34,13.5489916986
21339,8,34,15.1998819036
21340,8,37,17.4438049702
21342,8,40,16.3197177473
21343,8,47,16.7980893027
21344,8,47,11.6797793661
21345,8,32,19.0681330326
21346,8,31,12.8026593111
21347,8,32,24.7361179158
21348,8,40,20.2013228249
21350,8,36,15.2109989547
21351,8,31,12.0481086109
21352,8,37,28.688897372
21354,8,35,10.7763556378
21355,8,28,12.602105213
21356,8,37,17.8485575897
21357,8,41,12.9925352255
21358,8,46,17.5432622461
21360,8,35,15.3882822328
21361,8,45,17.8752638134
21364,8,45,15.9137268001
21365,8,37,21.3802068589
21366,8,41,17.0088856901
21367,8,39,16.0140241464
21369,8,29,12.2970361831
21370,8,31,15.4992388276
21373,8,40,19.6959906833
21374,8,38,11.7861435161
21375,8,37,16.9478232107
21377,8,34,16.9865878529
21379,8,35,26.1814395057
21380,8,37,23.9068183863
21382,8,42,15.8800574411
21383,8,40,16.3220260933
21384,8,38,21.0711242004
21385,8,50,15.8257622966
21386,8,42,20.5285574312
21387,8,40,19.0719857835
21388,8,40,21.2381341154
21389,8,20,0.534078937584
21390,8,36,21.2531371359
21391,8,34,28.3722727515
21392,8,40,13.6265173302
21393,8,30,7.28361285405
21394,8,31,17.5459646313
21397,8,40,14.9155528377
21398,8,50,23.1195067702
21399,8,25,4.12836616806
21403,8,41,520.962760655
21404,8,37,13.8263637367
21405,8,40,8.08379152365
21407,8,40,7.85462849817
21408,8,21,2.44453441971
21409,8,44,29.1251601294
21410,8,33,12.4133739708
21411,8,31,20.4581959045
21412,8,32,18.6344441957
21413,8,46,23.7681475931
21414,8,41,9.35327585557
21415,8,35,23.1542163184
21416,8,40,8.24918066428
21418,8,45,20.1137767185
21419,8,43,20.7961480409
21421,8,41,24.4519090623
21422,8,41,16.9166193277
21424,8,36,17.508494283
21425,8,34,10.6444557001
21426,8,41,20.444088138
21427,8,35,12.8184204062
21428,8,30,12.7034214991
21429,8,55,23.3739615485
21431,8,40,12.3966418386
21432,8,50,16.5677534336
21433,8,35,18.090668644
21434,8,32,8.73681558463
21436,8,37,8.93484735284
21437,8,34,15.5755709873
21438,8,46,15.6602475718
21440,8,34,9.82689806292
21441,8,41,17.7214864582
21442,8,40,12.7359926891
21443,8,34,12.9502103295
21444,8,30,5.94999749015
21446,8,30,5.61339581107
21447,8,36,19.4408964589
21448,8,30,5.33360281739
21449,8,32,8.80193948105
21450,8,35,13.9859931629
21451,8,45,11.158366371
21452,8,33,7.18138671392
21453,8,36,11.283178282
21454,8,42,30.8275027733
21456,8,39,20.3955771523
21457,8,40,10.6982704346
21458,8,40,14.2329598314
21459,8,40,28.9141923352
21460,8,32,10.0682621816
21462,8,35,26.655171628
21463,8,25,3.33764186691
21465,8,36,20.2535542103
21467,8,45,16.0489354216
21468,8,35,9.90623238086
21470,8,36,20.2699077735
21471,8,40,23.2435992091
21472,8,33,28.1199348698
21473,8,39,14.0005115088
21475,8,40,10.1961782467
21476,8,28,4.37453508405
21477,8,28,2.18663184509
21478,8,42,17.5494686581
21479,8,31,12.7355415808
21480,8,32,21.910436317
21481,8,40,18.0834347031
21482,8,30,12.1947360616
21483,8,41,12.7931750429
21484,8,50,15.166931742
21485,8,36,18.4438469322
21487,8,30,20.3191829982
21488,8,41,23.4550308712
21489,8,22,5.40570801117
21490,8,50,23.5232853707
21491,8,30,15.8089067009
21494,8,40,23.4179737261
21495,8,36,16.271651284
21500,8,37,18.0416653381
21501,8,28,8.65701259172
21502,8,38,24.1406627081
21503,8,32,15.7062735435
21505,8,40,10.2417439879
21506,8,45,18.7008614147
21507,8,36,15.8827493527
21508,8,45,18.2727116387
21509,8,30,13.420857644
21510,8,43,21.8934546249
21511,8,37,14.6099290913
21512,8,28,10.4886692366
21513,8,37,19.5545009158
21514,8,34,9.91935285904
21515,8,36,28.9309593352
21516,8,35,15.0618349176
21517,8,32,9.60502773024
21518,8,40,8.98236238785
21519,8,37,22.092199708
21521,8,38,20.8382126264
21522,8,40,12.3488694121
21525,8,30,20.1084364566
21526,8,40,12.8585681433
21529,8,38,12.845184166
21530,8,46,8.41567292062
21531,8,50,27.2786168943
21532,8,50,17.5844486035
21533,8,35,6.86418403797
21535,8,35,15.7422057483
21536,8,35,10.8012267171
21537,8,33,10.1278017699
21539,8,45,24.968180046
21540,8,45,25.1787784134
21541,8,40,10.0220594316
21542,8,40,10.4269345062
21544,8,31,9.9016005469
21545,8,36,15.9416668706
21546,8,35,23.6337175537
21547,8,42,17.1518414596
21548,8,35,15.7835840589
21549,8,30,5.1642487733
21550,8,40,20.2137351418
21552,8,33,16.0671674706
21553,8,25,9.60620621714
21554,8,31,25.7083418475
21555,8,25,7.6951756431
21556,8,44,16.8396662016
21557,8,42,15.8981860314
21558,8,38,27.4998933325
21559,8,31,8.68573457821
21560,8,44,19.2534687108
21561,8,40,9.21620570479
21563,8,46,16.9782761457
21564,8,41,21.9518908777
21566,8,37,20.2386253352
21567,8,45,20.1327264977
21568,8,40,15.0406550935
21569,8,34,10.5479609173
21570,8,31,9.2976526615
21571,8,40,7.60056480594
21573,8,35,13.9376067678
21574,8,40,20.2979366228
21575,8,30,10.7614814102
21577,8,40,7.73947494356
21578,8,32,11.3329104032
21579,8,27,8.64099779514
21581,8,36,9.78737007102
21582,8,34,18.949028095
21584,8,30,23.2036692002
21586,8,39,20.5838177386
21587,8,30,6.51834499025
21589,8,30,21.716576104
21592,8,40,14.4589612299
21594,8,32,16.7670833902
21595,8,36,9.858555289
21596,8,31,8.94684020187
21598,8,30,8.88982921271
21599,8,47,16.220753029
21601,8,40,9.82440490145
21603,8,35,13.7056821673
21604,8,33,11.7817506404
21605,8,36,6.02960601642
21606,8,36,9.77273552156
21607,8,48,18.545944546
21608,8,40,13.0849401659
21609,8,40,15.5257531987
21610,8,40,119.511377921
21611,8,42,18.0247733209
21613,8,40,19.278345357
21615,8,32,19.6590139513
21617,8,36,16.8088514614
21618,8,40,20.1598546943
21619,8,10,0.14180567188
21620,8,33,17.3331974209
21621,8,44,19.443009957
21623,8,35,19.5560530368
21624,8,30,17.0377606415
21626,8,35,18.5607130978
21628,8,32,13.0690131037
21629,8,40,17.011376608
21630,8,40,15.2571820198
21633,8,40,12.6458061959
