id,set,human_score,bag_of_words_score
583,1,9,14.6313141785
584,1,9,9.75420945235
585,1,11,27.7847910092
586,1,8,0
587,1,9,11.7050513428
588,1,10,0
589,1,5,0
590,1,6,5.85252567141
591,1,8,16.3941115844
592,1,8,5.85252567141
593,1,10,11.8313787763
594,1,7,0
595,1,8,11.8313787763
596,1,6,6.95427405009
597,1,8,2.20349675736
598,1,8,6.82794661664
599,1,8,12.6804722881
600,1,6,10.7619355887
601,1,8,4.87710472617
602,1,8,12.051728452
603,1,11,0
604,1,9,11.7050513428
605,1,6,0.881398702945
606,1,8,10.7296303976
607,1,9,0
608,1,7,10.3535414284
609,1,7,5.85252567141
610,1,7,0
611,1,9,18.0305815569
612,1,10,2.4238464331
613,1,8,12.4924278035
614,1,6,7.39497340156
615,1,9,15.3246683969
616,1,8,11.9577062097
617,1,9,15.1983409634
618,1,8,11.7050513428
619,1,11,16.582156069
620,1,7,4.87710472617
621,1,8,11.6110291005
622,1,8,0
623,1,6,1.32209805442
624,1,8,10.7296303976
625,1,11,16.582156069
626,1,7,10.7619355887
627,1,8,1.54244773015
628,1,11,14.2229200182
629,1,11,10.7296303976
630,1,8,17.1491828539
631,1,6,6.82794661664
632,1,10,8.77878850711
633,1,8,12.6804722881
634,1,5,3.90168378094
635,1,10,9.75420945235
636,1,9,15.6067351238
637,1,8,10.9822852645
638,1,8,0
639,1,6,8.90511594056
640,1,7,9.75420945235
641,1,7,8.77878850711
642,1,8,14.6313141785
643,1,10,15.6067351238
644,1,8,11.2966571825
645,1,8,15.6067351238
646,1,9,12.6804722881
647,1,11,10.7296303976
648,1,6,0
649,1,8,10.541585913
650,1,10,0
651,1,8,8.59074402253
652,1,9,1.98314708163
653,1,8,11.0763075068
654,1,10,15.6067351238
655,1,7,6.82794661664
656,1,9,8.77878850711
657,1,9,2.86454578457
658,1,8,13.3738265064
659,1,10,0
660,1,11,17.5575770142
661,1,8,6.82794661664
662,1,6,6.82794661664
663,1,8,13.6558932333
664,1,9,11.7050513428
665,1,7,11.7050513428
666,1,8,11.4229846159
667,1,9,11.7050513428
668,1,10,16.582156069
669,1,8,20.7364947168
670,1,8,12.6804722881
671,1,8,0
672,1,9,12.4924278035
673,1,6,4.24836089012
674,1,8,4.87710472617
675,1,8,0
676,1,8,0
677,1,8,0
678,1,8,0
679,1,8,11.7050513428
680,1,9,17.5575770142
681,1,8,9.34581529203
682,1,11,15.6390403149
683,1,10,0
684,1,8,14.8839690454
685,1,8,14.6313141785
686,1,9,9.56616496777
687,1,8,0
688,1,9,7.80336756188
689,1,8,0
690,1,9,9.7865146435
691,1,6,1.10174837868
692,1,6,10.7296303976
693,1,8,10.7296303976
694,1,8,16.9288331782
695,1,9,17.2755102874
696,1,8,4.87710472617
697,1,8,11.7050513428
698,1,6,4.87710472617
699,1,12,15.6067351238
700,1,8,5.85252567141
701,1,8,11.7050513428
702,1,6,9.75420945235
703,1,8,7.80336756188
704,1,7,0
705,1,8,13.6881984244
706,1,10,18.377258666
707,1,8,0
708,1,9,0
709,1,10,9.75420945235
710,1,11,8.77878850711
711,1,10,0
712,1,9,13.9085481002
713,1,10,0
714,1,9,13.4678487487
715,1,8,4.87710472617
716,1,9,9.75420945235
717,1,8,8.77878850711
718,1,10,15.6067351238
719,1,7,8.49672178024
720,1,10,0
721,1,9,15.4186906392
722,1,10,10.7296303976
723,1,10,20.7364947168
724,1,8,14.2229200182
725,1,6,3.90168378094
726,1,10,0
727,1,6,0
728,1,8,15.1983409634
729,1,7,10.7296303976
730,1,10,15.6067351238
731,1,8,10.7296303976
732,1,9,12.7127774792
733,1,8,0
734,1,10,2.4238464331
735,1,9,8.77878850711
736,1,10,7.80336756188
737,1,8,10.7296303976
738,1,6,1.76279740589
739,1,9,9.75420945235
740,1,8,13.6558932333
741,1,8,6.82794661664
742,1,10,0
743,1,10,0
744,1,9,6.82794661664
745,1,9,0
746,1,8,12.7127774792
747,1,8,10.541585913
748,1,8,10.7296303976
749,1,10,11.7050513428
750,1,8,8.3703943468
751,1,8,9.75420945235
752,1,7,11.6110291005
753,1,8,10.1008865615
754,1,9,13.6558932333
755,1,9,15.6067351238
756,1,8,7.6153230773
757,1,9,6.82794661664
758,1,8,1.98314708163
759,1,10,14.6313141785
760,1,9,9.1254656163
761,1,8,11.7050513428
762,1,10,10.7296303976
763,1,8,5.85252567141
764,1,9,16.582156069
765,1,7,7.17462372583
766,1,8,1.10174837868
767,1,8,14.6313141785
768,1,8,0
769,1,10,0
770,1,8,10.7296303976
771,1,9,17.8102318811
772,1,10,18.9119802598
773,1,8,2.64419610883
774,1,8,17.9042541234
775,1,7,0
776,1,7,6.82794661664
777,1,10,14.6313141785
778,1,9,9.75420945235
779,1,8,9.91284207695
780,1,9,16.582156069
781,1,10,0
782,1,11,7.80336756188
783,1,7,8.15004467106
784,1,10,12.6804722881
785,1,8,17.3078154785
786,1,8,7.80336756188
787,1,8,0
788,1,8,9.75420945235
789,1,7,5.44413151109
790,1,9,12.6804722881
791,1,8,10.7296303976
792,1,8,0
793,1,11,0
794,1,8,9.75420945235
795,1,8,8.77878850711
796,1,8,4.87710472617
797,1,10,8.77878850711
798,1,9,13.6558932333
799,1,8,6.82794661664
800,1,10,12.9331271549
801,1,9,2.64419610883
802,1,8,8.77878850711
803,1,6,5.85252567141
804,1,8,6.82794661664
805,1,9,0
806,1,6,7.39497340156
807,1,11,0
808,1,7,5.22378183536
809,1,9,0
810,1,8,10.7296303976
811,1,8,10.855957831
812,1,8,9.75420945235
813,1,8,9.34581529203
814,1,8,15.1043187212
815,1,10,9.75420945235
816,1,9,13.6881984244
817,1,12,14.1288977759
818,1,8,10.7296303976
819,1,8,14.0025703425
820,1,5,0
821,1,9,9.7865146435
822,1,8,0
823,1,8,12.2720781277
824,1,9,11.7050513428
825,1,6,0
826,1,10,8.77878850711
827,1,6,0
828,1,9,15.6067351238
829,1,8,17.5575770142
830,1,10,0
831,1,8,11.7050513428
832,1,2,1.19577062097
833,1,9,26.3363655213
834,1,10,16.3000893421
835,1,10,12.6804722881
836,1,8,0
837,1,8,0
838,1,5,2.61189091768
839,1,10,14.6313141785
840,1,8,16.3000893421
841,1,7,5.85252567141
842,1,8,8.81109369827
843,1,8,9.56616496777
844,1,8,8.59074402253
845,1,10,0
846,1,8,6.82794661664
847,1,12,11.7050513428
848,1,6,7.80336756188
849,1,7,5.85252567141
850,1,10,7.80336756188
851,1,9,9.75420945235
852,1,10,23.4101026856
853,1,9,9.75420945235
854,1,8,16.582156069
855,1,8,13.247499073
856,1,10,9.75420945235
857,1,8,6.8602518078
858,1,9,16.582156069
859,1,12,12.6804722881
860,1,8,7.80336756188
861,1,8,0
862,1,8,8.77878850711
863,1,10,8.77878850711
864,1,10,13.6558932333
865,1,8,7.80336756188
866,1,7,7.80336756188
867,1,8,13.6558932333
868,1,12,20.4838398499
869,1,6,0
870,1,9,13.0594545884
871,1,10,22.4346817404
872,1,8,13.6558932333
873,1,9,8.77878850711
874,1,12,18.5329979595
875,1,11,8.77878850711
876,1,8,0
877,1,11,14.6313141785
878,1,9,10.7296303976
879,1,8,16.3941115844
880,1,10,14.6959245608
881,1,8,13.6881984244
882,1,9,12.4924278035
883,1,9,0
884,1,8,7.80336756188
885,1,7,10.7296303976
886,1,11,17.2755102874
887,1,9,13.0271493972
888,1,10,9.75420945235
889,1,8,10.7296303976
890,1,8,3.08489546031
891,1,9,15.6067351238
892,1,10,7.80336756188
893,1,4,8.15004467106
894,1,10,9.7865146435
895,1,10,12.9331271549
896,1,8,7.80336756188
897,1,9,16.582156069
898,1,8,10.7619355887
899,1,8,15.4186906392
900,1,10,11.7050513428
901,1,8,0
902,1,10,9.75420945235
903,1,8,11.7050513428
904,1,8,0
905,1,6,11.0763075068
906,1,11,10.7296303976
907,1,9,17.8102318811
908,1,10,9.75420945235
909,1,10,1.76279740589
910,1,8,10.7296303976
911,1,8,0
912,1,10,25.2052052827
913,1,10,19.573029287
914,1,9,7.80336756188
915,1,10,23.5687353102
916,1,11,21.8382430955
917,1,6,12.4307107523
918,1,10,16.582156069
919,1,11,6.82794661664
920,1,8,20.9568443926
921,1,8,9.1254656163
922,1,8,10.7296303976
923,1,6,7.80336756188
924,1,8,25.299227525
925,1,7,0
926,1,7,8.3703943468
927,1,7,7.6153230773
928,1,10,15.9534122329
929,1,10,11.7050513428
930,1,8,8.3703943468
931,1,8,15.1043187212
932,1,12,8.77878850711
933,1,8,6.82794661664
934,1,8,14.2229200182
935,1,9,9.75420945235
936,1,7,8.77878850711
937,1,11,11.7050513428
938,1,11,0
939,1,6,4.87710472617
940,1,8,18.5329979595
941,1,12,9.75420945235
942,1,9,15.6067351238
943,1,9,6.82794661664
944,1,8,1.10174837868
945,1,8,11.737356534
946,1,8,14.2229200182
947,1,10,10.7296303976
948,1,9,12.6804722881
949,1,8,0
950,1,10,10.7296303976
951,1,7,15.4186906392
952,1,8,1.54244773015
953,1,12,13.6558932333
954,1,10,14.1288977759
955,1,8,21.0508666349
956,1,9,17.0551606116
957,1,9,8.77878850711
958,1,8,11.7050513428
959,1,9,0
960,1,7,12.6804722881
961,1,8,8.77878850711
962,1,9,10.7296303976
963,1,8,8.15004467106
964,1,11,17.7162096388
965,1,7,0
966,1,7,6.82794661664
967,1,11,7.80336756188
968,1,9,0
969,1,8,2.64419610883
970,1,11,0
971,1,9,15.1983409634
972,1,8,26.4949981459
973,1,6,10.7619355887
974,1,2,1.95084189047
975,1,8,10.855957831
976,1,8,10.7619355887
977,1,7,9.34581529203
978,1,8,0
979,1,10,15.6067351238
980,1,10,20.5161450411
981,1,8,14.6636193697
982,1,8,11.7050513428
983,1,8,25.4255549584
984,1,8,16.9288331782
985,1,9,12.6804722881
986,1,11,19.887401205
987,1,8,8.3703943468
988,1,8,10.7296303976
989,1,9,0
990,1,8,13.6558932333
991,1,6,9.34581529203
992,1,5,4.87710472617
993,1,9,20.7364947168
994,1,9,7.80336756188
995,1,4,0.881398702945
996,1,7,16.582156069
997,1,10,9.75420945235
998,1,9,17.5575770142
999,1,12,11.7050513428
1000,1,12,23.4101026856
1001,1,8,11.7050513428
1002,1,8,12.6804722881
1003,1,9,14.6313141785
1004,1,6,5.85252567141
1005,1,9,9.47214272548
1006,1,8,11.7050513428
1007,1,10,0
1008,1,10,12.6804722881
1009,1,8,10.7296303976
1010,1,8,10.4798688619
1011,1,8,3.74594448751
1012,1,9,10.7296303976
1013,1,7,12.9331271549
1014,1,8,9.34581529203
1015,1,10,1.98314708163
1016,1,8,0
1017,1,8,13.6558932333
1018,1,10,16.1737619087
1019,1,10,0
1020,1,8,6.95427405009
1021,1,9,12.6804722881
1022,1,11,3.30524513604
1023,1,8,0
1024,1,9,10.7296303976
1025,1,8,7.30095115927
1026,1,10,0
1027,1,8,0
1028,1,10,17.1814880451
1029,1,10,9.75420945235
1030,1,8,4.87710472617
1031,1,9,2.86454578457
1032,1,8,0
1033,1,10,17.3695325296
1034,1,8,12.9331271549
1035,1,8,0
1036,1,9,11.7050513428
1037,1,8,0
1038,1,11,18.4712809083
1039,1,8,8.77878850711
1040,1,6,0
1041,1,6,13.9085481002
1042,1,8,10.4475636707
1043,1,9,14.6313141785
1044,1,7,5.85252567141
1045,1,9,6.82794661664
1046,1,9,13.6558932333
1047,1,11,12.6804722881
1048,1,10,12.6804722881
1049,1,10,11.7050513428
1050,1,11,11.7050513428
1051,1,7,8.77878850711
1052,1,9,13.6558932333
1053,1,9,14.4432696939
1054,1,8,4.87710472617
1055,1,8,6.82794661664
1056,1,6,0
1057,1,10,15.6067351238
1058,1,8,13.6558932333
1059,1,8,3.08489546031
1060,1,8,7.80336756188
1061,1,8,0
1062,1,10,10.7296303976
1063,1,10,0
1064,1,9,13.6558932333
1065,1,7,9.75420945235
1066,1,9,6.82794661664
1067,1,9,12.6804722881
1068,1,9,18.5329979595
1069,1,10,15.6390403149
1070,1,7,10.7296303976
1071,1,8,8.77878850711
1072,1,8,6.82794661664
1073,1,8,10.7296303976
1074,1,8,9.75420945235
1075,1,8,14.1288977759
1076,1,10,17.4958599631
1077,1,8,8.77878850711
1078,1,12,20.4838398499
1079,1,8,5.85252567141
1080,1,8,11.7050513428
1081,1,7,11.2966571825
1082,1,9,0
1083,1,7,4.87710472617
1084,1,9,13.6558932333
1085,1,10,10.0068643192
1086,1,8,10.7296303976
1087,1,11,0
1088,1,8,0
1089,1,8,11.7050513428
1090,1,6,10.7619355887
1091,1,10,0
1092,1,10,15.6067351238
1093,1,8,12.6804722881
1094,1,8,9.25179304974
1095,1,8,5.85252567141
1096,1,4,0
1097,1,10,0
1098,1,9,1.98314708163
1099,1,8,11.737356534
1100,1,9,15.5127128815
1101,1,8,7.80336756188
1102,1,8,0
1103,1,6,0
1104,1,10,19.5084189047
1105,1,9,8.77878850711
1106,1,9,11.7050513428
1107,1,4,3.90168378094
1108,1,9,10.7296303976
1109,1,8,4.87710472617
1110,1,8,4.87710472617
1111,1,11,20.4838398499
1112,1,8,10.7296303976
1113,1,10,16.0797396664
1114,1,10,0
1115,1,9,12.6804722881
1116,1,8,9.75420945235
1117,1,7,8.27637210451
1118,1,8,16.582156069
1119,1,9,10.7296303976
1120,1,8,0
1121,1,2,0.975420945235
1122,1,10,7.80336756188
1123,1,6,9.75420945235
1124,1,9,15.0102964789
1125,1,8,8.3703943468
1126,1,10,11.7050513428
1127,1,8,14.1288977759
1128,1,8,6.82794661664
1129,1,8,0
1130,1,6,5.85252567141
1132,1,8,6.82794661664
1133,1,12,10.1331917527
1134,1,6,11.6110291005
