id,set,human_score,misspell_words
9084,4,2,2
9085,4,2,8
9086,4,1,0
9087,4,1,3
9088,4,2,6
9089,4,2,12
9090,4,1,2
9091,4,2,6
9092,4,0,1
9093,4,1,2
9094,4,1,1
9095,4,2,2
9096,4,2,7
9097,4,1,3
9098,4,3,15
9099,4,1,0
9100,4,1,2
9101,4,1,3
9102,4,1,0
9103,4,2,5
9104,4,2,7
9105,4,1,2
9106,4,3,1
9107,4,1,3
9108,4,0,0
9109,4,0,2
9110,4,2,16
9111,4,2,1
9112,4,2,8
9113,4,1,4
9114,4,3,8
9115,4,2,4
9116,4,2,4
9117,4,2,6
9118,4,2,7
9119,4,1,3
9121,4,2,8
9122,4,2,10
9123,4,1,4
9124,4,0,3
9125,4,0,4
9126,4,1,1
9127,4,2,6
9128,4,1,2
9129,4,1,1
9130,4,0,4
9131,4,1,2
9132,4,3,8
9133,4,2,18
9134,4,3,21
9135,4,2,3
9136,4,1,6
9137,4,0,0
9138,4,3,6
9139,4,1,1
9140,4,0,6
9141,4,1,7
9142,4,1,3
9143,4,1,0
9144,4,1,5
9145,4,2,7
9146,4,1,8
9147,4,2,9
9148,4,1,1
9149,4,2,11
9150,4,1,3
9151,4,1,2
9152,4,2,8
9153,4,2,4
9154,4,1,6
9155,4,0,1
9156,4,2,5
9157,4,1,4
9158,4,3,11
9159,4,0,4
9160,4,0,7
9161,4,3,6
9162,4,1,3
9163,4,2,12
9164,4,3,14
9165,4,2,4
9166,4,2,6
9167,4,3,8
9168,4,2,2
9169,4,0,5
9170,4,3,14
9171,4,2,4
9172,4,1,3
9173,4,0,0
9174,4,1,1
9175,4,3,11
9176,4,1,2
9177,4,1,2
9178,4,2,8
9179,4,0,1
9180,4,1,7
9181,4,0,6
9182,4,2,3
9183,4,1,3
9184,4,1,2
9185,4,1,5
9186,4,1,6
9187,4,2,1
9188,4,3,10
9189,4,1,3
9190,4,3,13
9191,4,1,7
9192,4,1,1
9193,4,2,0
9194,4,1,2
9195,4,1,2
9196,4,1,3
9197,4,1,9
9198,4,2,13
9199,4,3,4
9200,4,1,8
9201,4,1,5
9202,4,0,5
9203,4,0,2
9204,4,2,3
9205,4,1,3
9206,4,1,4
9207,4,0,1
9208,4,2,10
9209,4,1,3
9210,4,1,2
9211,4,2,11
9212,4,2,2
9213,4,1,3
9214,4,1,6
9215,4,2,5
9216,4,1,6
9217,4,3,16
9218,4,1,1
9219,4,2,15
9220,4,3,9
9221,4,1,1
9222,4,2,26
9223,4,2,11
9224,4,2,7
9225,4,1,0
9226,4,0,4
9227,4,2,2
9228,4,2,3
9229,4,2,7
9230,4,2,5
9231,4,1,0
9232,4,1,4
9233,4,1,4
9234,4,0,1
9235,4,1,7
9236,4,2,19
9237,4,2,4
9238,4,2,4
9239,4,2,1
9240,4,1,4
9241,4,1,3
9242,4,1,3
9243,4,2,8
9244,4,1,6
9245,4,1,2
9246,4,0,0
9247,4,3,15
9248,4,2,10
9249,4,2,3
9250,4,1,3
9251,4,2,12
9252,4,1,4
9253,4,1,3
9254,4,3,11
9255,4,3,9
9256,4,2,6
9257,4,3,18
9258,4,3,15
9259,4,2,8
9260,4,3,6
9261,4,1,0
9262,4,0,5
9263,4,3,11
9264,4,3,9
9265,4,1,3
9266,4,1,2
9267,4,1,0
9268,4,0,0
9269,4,2,6
9270,4,1,0
9271,4,1,2
9272,4,0,0
9273,4,0,4
9274,4,2,4
9275,4,1,1
9276,4,1,2
9277,4,2,6
9278,4,2,4
9279,4,1,7
9280,4,1,2
9281,4,2,8
9282,4,2,4
9283,4,1,5
9284,4,1,1
9285,4,2,2
9286,4,0,3
9287,4,2,10
9288,4,3,15
9289,4,0,0
9290,4,2,8
9291,4,2,9
9292,4,3,11
9293,4,0,14
9294,4,1,1
9295,4,2,6
9296,4,1,3
9297,4,1,2
9298,4,2,6
9299,4,1,0
9300,4,1,6
9301,4,3,14
9302,4,1,17
9303,4,1,0
9304,4,3,2
9305,4,0,5
9306,4,2,5
9307,4,2,16
9308,4,0,5
9309,4,2,6
9310,4,1,5
9311,4,0,1
9312,4,2,12
9313,4,0,1
9314,4,0,1
9315,4,2,15
9316,4,3,11
9317,4,2,8
9318,4,0,1
9319,4,3,17
9320,4,1,3
9321,4,1,1
9322,4,0,1
9323,4,1,0
9324,4,0,1
9325,4,3,20
9326,4,1,3
9327,4,3,16
9328,4,0,1
9329,4,3,5
9330,4,2,9
9331,4,2,9
9332,4,2,4
9333,4,0,2
9334,4,1,1
9335,4,1,3
9336,4,2,10
9337,4,1,3
9338,4,1,0
9339,4,1,1
9340,4,2,6
9341,4,3,7
9342,4,2,6
9343,4,1,8
9344,4,0,3
9345,4,0,1
9346,4,3,20
9347,4,2,5
9348,4,1,3
9349,4,0,5
9350,4,1,5
9351,4,0,4
9352,4,2,3
9353,4,2,9
9354,4,2,19
9355,4,1,0
9356,4,1,2
9357,4,2,4
9358,4,0,3
9359,4,0,0
9360,4,1,4
9361,4,2,5
9362,4,3,7
9363,4,2,0
9364,4,2,11
9365,4,3,6
9366,4,2,4
9367,4,3,11
9368,4,1,0
9369,4,1,3
9370,4,0,6
9371,4,2,2
9372,4,1,4
9373,4,1,1
9374,4,1,3
9375,4,2,3
9376,4,2,9
9377,4,1,3
9378,4,1,2
9379,4,2,2
9380,4,2,6
9381,4,0,7
9382,4,2,11
9383,4,1,4
9384,4,1,5
9385,4,1,5
9386,4,2,2
9387,4,2,8
9388,4,1,2
9389,4,3,13
9390,4,1,4
9391,4,2,4
9392,4,2,1
9393,4,0,4
9394,4,1,3
9395,4,1,2
9396,4,0,3
9397,4,2,7
9398,4,1,1
9399,4,2,5
9400,4,1,2
9401,4,3,8
9402,4,3,11
9403,4,2,11
9404,4,0,0
9405,4,2,6
9406,4,0,3
9407,4,2,3
9408,4,0,5
9409,4,1,6
9410,4,1,1
9411,4,0,1
9412,4,1,3
9413,4,0,1
9414,4,0,5
9415,4,0,0
9416,4,3,9
9417,4,1,9
9418,4,1,4
9419,4,2,7
9420,4,3,5
9421,4,1,4
9422,4,3,6
9423,4,3,25
9424,4,0,2
9425,4,2,9
9426,4,2,4
9427,4,1,2
9428,4,2,8
9429,4,2,2
9430,4,3,13
9431,4,1,3
9432,4,2,0
9434,4,0,2
9435,4,1,1
9436,4,2,5
9437,4,1,5
9438,4,3,11
9439,4,2,5
9440,4,1,6
9441,4,3,6
9442,4,3,13
9443,4,1,1
9444,4,2,6
9445,4,1,1
9446,4,1,1
9447,4,0,0
9448,4,2,5
9449,4,2,9
9450,4,1,2
9451,4,1,0
9452,4,2,6
9453,4,2,3
9454,4,0,2
9455,4,0,1
9456,4,0,0
9457,4,3,5
9458,4,2,1
9459,4,2,5
9460,4,2,18
9461,4,1,6
9462,4,3,2
9463,4,1,3
9464,4,0,1
9465,4,1,23
9466,4,1,42
9467,4,2,6
9468,4,1,2
9469,4,1,7
9470,4,2,10
9471,4,0,0
9472,4,1,4
9473,4,3,8
9474,4,1,4
9475,4,0,4
9476,4,2,11
9477,4,1,6
9478,4,2,7
9479,4,1,4
9480,4,1,0
9481,4,1,3
9482,4,2,18
9483,4,2,11
9484,4,2,3
9485,4,3,8
9486,4,0,1
9487,4,2,8
9488,4,0,0
9489,4,2,7
9490,4,0,0
9491,4,1,4
9492,4,0,4
9493,4,2,11
9494,4,2,4
9495,4,1,3
9496,4,0,2
9497,4,2,3
9498,4,0,6
9499,4,0,1
9500,4,2,3
9501,4,2,7
9502,4,1,4
9503,4,2,4
9504,4,2,4
9505,4,2,8
9506,4,2,3
9507,4,2,8
9508,4,2,11
9509,4,0,6
9510,4,1,5
9511,4,1,0
9512,4,0,4
9513,4,3,21
9514,4,1,9
9515,4,3,19
9516,4,1,1
9517,4,1,1
9518,4,0,1
9519,4,1,9
9520,4,1,4
9521,4,2,3
9522,4,2,3
9523,4,3,4
9524,4,1,3
9525,4,3,5
9526,4,2,0
9527,4,2,11
9528,4,0,0
9529,4,1,8
9530,4,2,5
9531,4,1,1
9532,4,1,1
9533,4,1,0
9534,4,3,4
9535,4,1,3
9536,4,0,0
9537,4,0,0
9538,4,2,7
9539,4,2,6
9540,4,0,3
9541,4,3,2
9542,4,1,0
9543,4,1,1
9544,4,0,1
9545,4,0,0
9546,4,1,0
9547,4,2,3
9548,4,1,2
9549,4,1,0
9550,4,3,8
9551,4,3,5
9552,4,2,6
9553,4,2,6
9554,4,1,4
9555,4,2,0
9556,4,2,10
9557,4,1,3
9558,4,3,12
9559,4,2,3
9560,4,1,2
9561,4,2,7
9562,4,3,6
9563,4,1,0
9564,4,0,3
9565,4,0,2
9566,4,1,6
9567,4,3,10
9568,4,0,1
9569,4,3,7
9570,4,2,1
9571,4,3,15
9572,4,1,2
9573,4,2,5
9574,4,2,12
9575,4,1,4
9576,4,2,8
9577,4,0,4
9578,4,2,8
9579,4,0,3
9580,4,1,1
9581,4,0,0
9582,4,0,1
9583,4,0,1
9584,4,2,4
9585,4,1,0
9586,4,1,0
9587,4,2,6
9588,4,2,2
9589,4,2,7
9590,4,2,7
9591,4,0,2
9592,4,0,4
9593,4,1,3
9594,4,3,11
9595,4,2,11
9596,4,1,4
9597,4,2,12
9598,4,2,7
9599,4,1,3
9600,4,2,4
9601,4,0,3
9602,4,1,5
9603,4,2,6
9604,4,1,2
9605,4,1,4
9606,4,2,10
9607,4,3,19
9608,4,3,16
9609,4,0,6
9610,4,2,8
9611,4,1,1
9612,4,0,0
9613,4,2,11
9614,4,1,2
9615,4,2,9
9616,4,1,5
9617,4,2,1
9618,4,3,21
9619,4,2,6
9620,4,1,2
9621,4,0,6
9622,4,2,2
9623,4,1,4
9624,4,3,14
9625,4,3,11
9626,4,0,0
9627,4,2,8
9628,4,2,7
9629,4,0,2
9630,4,2,13
9631,4,2,7
9632,4,0,5
9633,4,1,2
9634,4,1,1
9635,4,1,0
9636,4,2,9
9637,4,0,1
9638,4,2,8
9639,4,1,2
9640,4,2,2
9641,4,2,5
9642,4,2,4
9643,4,2,6
9644,4,0,7
9645,4,2,4
9646,4,0,2
9647,4,1,8
9648,4,3,7
9649,4,1,13
9650,4,2,9
9651,4,1,6
9652,4,0,8
9653,4,0,0
9654,4,1,3
9655,4,0,5
9656,4,1,2
9657,4,1,0
9658,4,2,5
9659,4,3,7
9660,4,2,10
9661,4,1,2
9662,4,1,3
9663,4,2,2
9664,4,0,1
9665,4,1,0
9666,4,1,3
9667,4,2,3
9668,4,1,2
9669,4,3,22
9670,4,3,8
9671,4,2,19
9672,4,1,0
9674,4,3,12
9675,4,1,3
9676,4,1,3
9677,4,1,1
9678,4,0,1
9679,4,0,3
9680,4,1,2
9681,4,1,3
9682,4,2,2
9683,4,2,11
9684,4,1,5
9685,4,1,2
9686,4,1,2
9687,4,1,5
9688,4,1,1
9689,4,2,2
9690,4,0,3
9691,4,0,5
9692,4,1,1
9693,4,1,1
9694,4,1,0
9695,4,0,1
9696,4,0,1
9697,4,1,1
9698,4,2,10
9699,4,2,9
9700,4,2,11
9701,4,1,4
9702,4,2,2
9703,4,0,0
9704,4,1,11
9705,4,2,8
9706,4,0,1
9707,4,2,9
9708,4,2,5
9709,4,3,13
9710,4,2,11
9711,4,2,7
9712,4,1,0
9713,4,1,5
9714,4,2,11
9715,4,3,7
9716,4,0,3
9717,4,2,9
9718,4,1,7
9719,4,1,5
9720,4,1,3
9721,4,1,2
9722,4,2,5
9723,4,3,10
9724,4,3,14
9725,4,1,4
9726,4,2,9
9727,4,3,16
9728,4,0,1
9729,4,1,3
9730,4,2,8
9731,4,2,4
9732,4,1,1
9733,4,2,3
9734,4,2,1
9735,4,1,0
9736,4,0,5
9737,4,1,4
9738,4,2,6
9739,4,2,13
9740,4,2,8
9741,4,3,10
9742,4,1,1
9743,4,3,10
9744,4,3,7
9745,4,1,3
9746,4,1,4
9747,4,0,4
9748,4,2,9
9749,4,1,0
9750,4,3,0
9751,4,1,3
9752,4,1,5
9753,4,2,7
9754,4,2,7
9755,4,1,13
9756,4,1,0
9757,4,1,0
9758,4,1,11
9759,4,2,4
9760,4,2,15
9761,4,2,4
9762,4,2,10
9763,4,0,0
9764,4,2,4
9765,4,1,1
9766,4,2,5
9767,4,2,6
9768,4,1,2
9769,4,0,0
9770,4,1,1
9771,4,2,7
9772,4,1,1
9773,4,1,2
9774,4,0,7
9775,4,1,0
9776,4,1,0
9777,4,2,3
9778,4,1,2
9779,4,1,2
9780,4,2,8
9781,4,2,4
9782,4,1,8
9783,4,3,3
9784,4,2,10
9785,4,1,1
9786,4,1,3
9787,4,2,0
9788,4,2,8
9789,4,2,15
9790,4,1,0
9791,4,3,9
9792,4,2,0
9793,4,1,1
9794,4,2,6
9795,4,2,4
9796,4,2,3
9797,4,1,6
9798,4,2,7
9799,4,2,7
9800,4,0,5
9801,4,2,4
9802,4,1,1
9803,4,1,2
9804,4,1,4
9805,4,2,4
9806,4,1,2
9807,4,0,1
9808,4,1,2
9809,4,1,9
9810,4,1,6
9811,4,3,11
9812,4,2,3
9813,4,2,7
9814,4,1,4
9815,4,1,3
9816,4,2,9
9817,4,1,7
9818,4,2,14
9819,4,2,4
9820,4,3,12
9821,4,3,17
9822,4,3,5
9823,4,1,3
9824,4,2,2
9825,4,0,2
9826,4,1,17
9827,4,1,9
9828,4,2,7
9829,4,3,26
9830,4,3,17
9831,4,2,11
9832,4,2,4
9833,4,3,11
9834,4,0,4
9835,4,1,4
9836,4,2,2
9837,4,0,0
9838,4,2,6
9839,4,1,5
9840,4,0,0
9841,4,3,9
9842,4,1,2
9843,4,2,4
9844,4,2,1
9845,4,1,1
9846,4,2,4
9847,4,3,11
9848,4,1,2
9849,4,1,5
9850,4,1,4
9851,4,1,0
9852,4,2,11
9853,4,1,6
9854,4,1,0
9855,4,2,2
9856,4,3,4
9857,4,0,2
9858,4,1,0
9859,4,2,7
9860,4,2,5
9861,4,3,5
9862,4,0,0
9863,4,1,1
9864,4,1,7
9865,4,2,5
9866,4,1,1
9867,4,0,1
9868,4,2,0
9869,4,1,2
9870,4,3,0
9871,4,0,3
9872,4,2,7
9873,4,3,9
9874,4,2,2
9875,4,2,7
9876,4,1,1
9877,4,1,4
9878,4,2,5
9879,4,1,0
9880,4,2,9
9881,4,1,4
9882,4,1,0
9883,4,1,4
9884,4,2,9
9885,4,0,9
9886,4,1,5
9887,4,0,0
9888,4,1,2
9889,4,1,1
9890,4,1,3
9891,4,1,9
9892,4,1,3
9893,4,2,7
9894,4,2,3
9895,4,1,3
9896,4,1,4
9897,4,1,6
9898,4,2,6
9899,4,2,2
9900,4,1,7
9901,4,2,5
9902,4,1,3
9903,4,2,6
9904,4,2,6
9905,4,1,0
9906,4,2,8
9907,4,2,3
9908,4,1,6
9909,4,2,2
9910,4,1,7
9911,4,3,14
9912,4,2,9
9913,4,0,1
9914,4,3,9
9915,4,0,6
9916,4,0,0
9917,4,3,10
9918,4,1,2
9919,4,3,4
9920,4,2,12
9921,4,1,1
9922,4,0,7
9923,4,1,1
9924,4,1,1
9925,4,2,3
9926,4,1,2
9927,4,3,6
9928,4,3,5
9929,4,1,2
9930,4,1,2
9931,4,1,2
9932,4,2,4
9933,4,1,3
9934,4,2,3
9935,4,2,7
9936,4,0,2
9937,4,3,16
9938,4,2,2
9939,4,2,3
9940,4,2,1
9941,4,1,1
9942,4,3,9
9943,4,0,10
9944,4,0,6
9945,4,1,5
9946,4,1,2
9947,4,1,6
9948,4,1,9
9949,4,2,5
9950,4,1,2
9951,4,1,4
9952,4,2,6
9953,4,2,9
9954,4,2,10
9955,4,0,5
9956,4,1,2
9957,4,2,11
9958,4,3,1
9959,4,1,2
9960,4,1,0
9961,4,2,7
9962,4,2,5
9963,4,2,8
9964,4,3,9
9965,4,1,3
9966,4,0,4
9967,4,3,13
9968,4,2,6
9969,4,2,9
9970,4,0,4
9971,4,1,0
9972,4,1,10
9973,4,0,0
9974,4,0,2
9975,4,2,11
9976,4,3,9
9977,4,0,1
9978,4,0,1
9979,4,2,0
9980,4,1,0
9981,4,3,12
9982,4,2,3
9983,4,2,8
9984,4,1,1
9985,4,0,1
9986,4,3,12
9987,4,1,1
9988,4,2,5
9989,4,1,3
9990,4,1,10
9991,4,3,5
9992,4,0,0
9993,4,1,3
9994,4,1,1
9995,4,2,2
9996,4,0,0
9997,4,1,2
9998,4,0,4
9999,4,3,13
10000,4,0,0
10002,4,2,8
10003,4,2,5
10004,4,3,7
10005,4,1,3
10006,4,2,1
10007,4,1,1
10008,4,1,2
10009,4,1,3
10010,4,1,2
10011,4,1,3
10012,4,2,8
10013,4,2,2
10014,4,0,1
10015,4,2,7
10016,4,2,4
10017,4,0,5
10018,4,0,6
10019,4,1,2
10020,4,2,7
10021,4,1,1
10022,4,1,0
10023,4,1,1
10024,4,1,1
10025,4,3,7
10026,4,2,2
10027,4,2,3
10028,4,1,0
10029,4,1,2
10030,4,0,1
10031,4,2,3
10032,4,3,6
10033,4,1,0
10034,4,2,2
10035,4,0,1
10036,4,1,1
10037,4,2,2
10038,4,1,2
10039,4,2,9
10040,4,3,4
10041,4,0,1
10042,4,0,6
10043,4,3,16
10044,4,1,2
10045,4,0,4
10046,4,1,0
10047,4,2,9
10048,4,2,9
10049,4,0,1
10050,4,2,6
10051,4,1,1
10052,4,1,8
10053,4,1,5
10054,4,3,10
10055,4,1,6
10056,4,1,0
10057,4,3,2
10058,4,1,13
10059,4,1,3
10060,4,2,4
10061,4,0,2
10062,4,0,0
10063,4,2,10
10064,4,1,0
10065,4,2,12
10066,4,3,19
10067,4,2,7
10068,4,3,7
10069,4,1,3
10070,4,1,1
10071,4,0,4
10072,4,2,4
10073,4,1,2
10074,4,1,1
10075,4,2,10
10076,4,1,4
10077,4,0,2
10078,4,2,10
10079,4,1,5
10080,4,1,6
10081,4,0,9
10082,4,2,12
10083,4,0,17
10084,4,3,10
10085,4,1,5
10086,4,1,3
10087,4,1,5
10088,4,2,7
10089,4,0,0
10090,4,3,23
10091,4,3,11
10092,4,3,14
10093,4,2,13
10094,4,0,3
10095,4,2,8
10096,4,1,0
10097,4,2,12
10098,4,2,6
10099,4,2,3
10100,4,1,6
10101,4,3,16
10102,4,1,3
10103,4,1,6
10104,4,1,8
10105,4,2,1
10106,4,0,0
10107,4,1,3
10108,4,3,11
10109,4,0,5
10110,4,1,4
10111,4,0,3
10112,4,1,4
10113,4,1,1
10114,4,1,0
10115,4,1,8
10116,4,0,1
10117,4,1,3
10118,4,2,1
10119,4,0,0
10120,4,2,2
10121,4,3,13
10122,4,2,5
10123,4,0,0
10124,4,1,1
10125,4,0,0
10126,4,0,0
10127,4,3,21
10128,4,1,3
10129,4,1,2
10130,4,1,13
10131,4,0,0
10132,4,3,11
10133,4,1,5
10134,4,3,3
10135,4,2,9
10136,4,3,6
10137,4,0,5
10138,4,0,2
10139,4,3,6
10140,4,1,0
10141,4,2,4
10142,4,3,4
10143,4,1,1
10144,4,2,2
10146,4,1,0
10147,4,1,14
10148,4,2,7
10149,4,1,3
10150,4,2,3
10151,4,2,7
10152,4,2,11
10154,4,2,5
10155,4,2,6
10156,4,1,11
10157,4,3,12
10158,4,3,2
10159,4,2,1
10160,4,3,15
10161,4,1,2
10162,4,2,5
10163,4,2,4
10164,4,0,6
10165,4,1,4
10166,4,2,3
10167,4,1,4
10168,4,0,0
10169,4,2,9
10170,4,2,0
10171,4,1,3
10172,4,2,11
10173,4,2,5
10174,4,1,1
10175,4,0,2
10176,4,1,1
10177,4,0,0
10178,4,2,4
10179,4,1,3
10180,4,0,1
10181,4,2,6
10182,4,0,2
10183,4,1,3
10184,4,3,2
10185,4,2,7
10186,4,0,2
10187,4,2,2
10188,4,2,11
10189,4,3,12
10190,4,1,2
10191,4,2,12
10192,4,1,3
10193,4,0,1
10194,4,1,6
10195,4,0,6
10196,4,1,1
10197,4,2,4
10198,4,2,1
10199,4,0,2
10200,4,3,9
10201,4,2,7
10202,4,0,5
10203,4,3,10
10204,4,2,11
10205,4,3,15
10206,4,0,3
10207,4,2,3
10208,4,3,15
10209,4,1,0
10210,4,0,4
10211,4,3,9
10212,4,1,1
10213,4,1,2
10214,4,2,3
10215,4,2,9
10216,4,0,5
10217,4,1,1
10218,4,1,2
10219,4,2,2
10220,4,1,0
10221,4,2,8
10222,4,0,2
10223,4,2,2
10224,4,2,4
10225,4,1,2
10226,4,1,3
10227,4,2,6
10228,4,3,17
10229,4,2,10
10230,4,1,2
10231,4,1,6
10232,4,0,0
10233,4,1,3
10234,4,1,0
10235,4,1,5
10236,4,3,4
10237,4,2,4
10238,4,0,0
10239,4,2,9
10240,4,1,1
10241,4,0,4
10242,4,1,0
10243,4,3,18
10244,4,1,6
10245,4,1,0
10246,4,1,9
10247,4,1,4
10248,4,0,0
10249,4,2,10
10250,4,2,1
10251,4,2,15
10252,4,0,2
10253,4,1,2
10254,4,0,1
10255,4,0,1
10256,4,0,0
10257,4,2,7
10258,4,3,11
10259,4,1,8
10260,4,1,2
10261,4,1,1
10262,4,0,2
10263,4,1,2
10264,4,3,20
10265,4,3,21
10266,4,2,3
10267,4,2,16
10268,4,0,1
10269,4,0,2
10270,4,3,9
10271,4,2,13
10272,4,1,7
10273,4,2,8
10274,4,1,8
10275,4,2,13
10276,4,2,8
10277,4,2,11
10278,4,2,4
10279,4,2,4
10280,4,2,8
10281,4,3,12
10282,4,0,3
10283,4,2,9
10284,4,3,6
10285,4,0,1
10286,4,2,6
10287,4,1,4
10288,4,0,6
10289,4,0,2
10290,4,2,3
10291,4,2,0
10292,4,1,6
10293,4,3,6
10294,4,1,3
10295,4,1,5
10296,4,1,2
10297,4,0,3
10298,4,3,8
10299,4,1,1
10300,4,1,5
10301,4,0,2
10302,4,2,2
10303,4,2,3
10304,4,1,11
10305,4,3,16
10306,4,1,4
10307,4,2,8
10308,4,3,8
10309,4,1,5
10310,4,1,7
10311,4,0,2
10312,4,0,0
10313,4,0,1
10314,4,1,6
10315,4,1,5
10316,4,1,7
10317,4,1,3
10318,4,2,2
10319,4,2,12
10320,4,3,10
10321,4,3,10
10322,4,0,6
10323,4,3,8
10324,4,2,16
10325,4,2,4
10326,4,1,4
10327,4,3,17
10328,4,0,3
10329,4,0,8
10330,4,1,6
10331,4,0,0
10332,4,2,4
10333,4,1,2
10334,4,1,6
10335,4,2,15
10336,4,2,11
10337,4,1,4
10338,4,3,4
10339,4,1,1
10340,4,1,3
10341,4,1,0
10342,4,1,3
10343,4,1,6
10344,4,2,16
10345,4,1,2
10346,4,1,7
10347,4,0,7
10348,4,0,0
10349,4,1,0
10350,4,3,6
10351,4,2,16
10352,4,1,9
10353,4,0,5
10354,4,2,9
10355,4,0,2
10356,4,2,12
10357,4,0,5
10358,4,1,1
10359,4,0,1
10360,4,0,1
10361,4,3,7
10362,4,1,2
10363,4,1,0
10364,4,1,7
10365,4,0,1
10366,4,2,5
10367,4,2,6
10368,4,3,3
10369,4,0,0
10370,4,1,4
10371,4,1,13
10372,4,3,8
10373,4,1,1
10374,4,0,1
10375,4,2,10
10376,4,0,0
10377,4,2,7
10378,4,1,2
10379,4,3,25
10380,4,0,2
10381,4,2,0
10382,4,2,5
10383,4,1,4
10384,4,0,1
10385,4,0,2
10386,4,3,20
10387,4,2,5
10388,4,1,9
10389,4,2,3
10390,4,1,3
10391,4,1,0
10392,4,3,11
10393,4,1,0
10394,4,0,1
10395,4,3,6
10396,4,2,6
10397,4,3,3
10398,4,0,3
10399,4,2,5
10400,4,0,4
10401,4,1,4
10402,4,1,2
10403,4,1,5
10404,4,2,8
10405,4,0,2
10406,4,1,6
10407,4,3,5
10408,4,1,2
10409,4,3,9
10410,4,2,4
10411,4,3,16
10412,4,2,4
10413,4,0,0
10414,4,1,0
10415,4,0,2
10416,4,2,14
10417,4,2,4
10418,4,2,7
10420,4,2,0
10421,4,1,3
