id,set,human_score,maturity_score
17936,7,9,5.13357142857
17937,7,9,5.8165
17938,7,9,4.89963302752
17939,7,22,5.41329787234
17940,7,8,5.41
17941,7,15,4.84469387755
17942,7,20,5.05301886792
17943,7,10,4.74215686275
17944,7,18,4.8585
17945,7,18,5.3862
17946,7,14,4.66846153846
17947,7,23,5.11737373737
17949,7,6,4.84333333333
17950,7,11,5.231875
17951,7,9,4.64608695652
17952,7,21,5.14984848485
17953,7,16,4.88
17954,7,11,5.67125
17955,7,20,5.25811320755
17957,7,8,5.16545454545
17959,7,7,5.26666666667
17961,7,17,5.1276
17962,7,14,5.65551020408
17963,7,22,4.8344966443
17964,7,21,5.60787234043
17965,7,12,5.18462962963
17966,7,18,5.09884057971
17967,7,12,4.64891891892
17968,7,19,5.52041666667
17969,7,16,4.86485714286
17970,7,11,4.94703703704
17971,7,18,4.64785714286
17973,7,15,5.36076923077
17974,7,17,5.08432835821
17975,7,16,5.2276
17976,7,9,5.10551020408
17977,7,16,4.71111111111
17978,7,9,5.80407407407
17979,7,17,4.97142857143
17980,7,24,5.19868421053
17981,7,11,5.3726
17982,7,9,5.22264705882
17983,7,18,4.58630434783
17984,7,18,5.3574
17985,7,14,5.353
17986,7,17,5.09806451613
17987,7,18,4.76753846154
17988,7,15,5.07976744186
17989,7,13,5.38238095238
17990,7,11,5.0914084507
17991,7,24,5.19780952381
17992,7,7,5.11363636364
17993,7,17,5.11524590164
17996,7,11,5.08761904762
17997,7,16,4.82951612903
17998,7,17,4.82392857143
18000,7,22,5.37467889908
18001,7,12,4.97833333333
18002,7,12,4.57866666667
18004,7,16,5.4015
18005,7,20,5.38729411765
18006,7,16,5.36575757576
18008,7,15,5.23063829787
18011,7,8,5.21533333333
18012,7,17,5.86344827586
18013,7,13,4.62644444444
18014,7,20,5.09520833333
18015,7,14,5.01052631579
18016,7,24,5.06563380282
18017,7,17,4.99732394366
18018,7,12,5.15541666667
18019,7,20,5.11793478261
18020,7,13,4.96189189189
18021,7,16,5.105
18022,7,18,5.4037755102
18023,7,12,4.74407407407
18025,7,21,4.90231707317
18026,7,19,5.09153846154
18028,7,23,5.39225806452
18029,7,17,4.60172413793
18030,7,21,5.16660377358
18031,7,9,5.6888
18032,7,15,4.87517241379
18033,7,12,4.62
18034,7,24,5.02078313253
18035,7,16,4.98034482759
18036,7,8,4.7575
18037,7,13,4.91451612903
18038,7,21,5.30264705882
18039,7,16,5.42654545455
18040,7,9,5.26571428571
18041,7,17,4.80090909091
18042,7,16,5.05263157895
18043,7,7,5.42526315789
18044,7,16,5.60333333333
18045,7,19,4.997
18046,7,8,5.5216
18047,7,22,5.10063157895
18048,7,18,5.20264705882
18049,7,18,5.20597402597
18050,7,8,4.71473684211
18051,7,18,5.22345454545
18052,7,17,5.08571428571
18053,7,24,5.1772972973
18054,7,12,6.15025
18055,7,16,4.74160714286
18056,7,22,5.2863963964
18057,7,14,5.28930232558
18058,7,18,5.4258
18060,7,8,5.24037037037
18061,7,15,4.71686567164
18062,7,17,5.50956521739
18064,7,17,5.15738095238
18065,7,14,5.21956521739
18066,7,23,4.31870967742
18067,7,17,5.52708333333
18068,7,24,5.51736842105
18070,7,20,5.15979591837
18071,7,16,4.79621212121
18072,7,15,5.40839285714
18073,7,18,5.485625
18074,7,17,5.09538461538
18075,7,16,5.40576923077
18076,7,13,4.40048192771
18077,7,18,5.29379746835
18078,7,19,5.41784313725
18079,7,22,5.05172413793
18080,7,8,4.68169230769
18081,7,23,5.43681818182
18082,7,14,4.99466666667
18083,7,14,5.26322580645
18084,7,15,4.74217391304
18086,7,15,4.8988372093
18087,7,19,4.94551724138
18088,7,6,4.49
18089,7,21,5.36313432836
18090,7,16,4.68973214286
18091,7,7,5.14875
18092,7,16,5.14851851852
18093,7,14,5.0
18094,7,17,4.8968
18095,7,15,5.20102564103
18096,7,16,5.20912280702
18097,7,17,4.92205882353
18098,7,22,5.07371794872
18099,7,17,5.12454545455
18100,7,18,5.19582524272
18102,7,13,4.88529411765
18103,7,11,4.81574074074
18105,7,17,5.27967741935
18106,7,16,4.87450980392
18107,7,13,5.81956521739
18108,7,11,4.474
18109,7,8,5.39307692308
18110,7,20,4.9196124031
18112,7,17,4.87290322581
18114,7,18,5.41833333333
18115,7,15,5.12741935484
18116,7,20,5.51686567164
18117,7,19,5.065
18118,7,10,4.50191780822
18119,7,16,5.0564516129
18120,7,18,5.16283018868
18121,7,14,5.06577777778
18123,7,12,5.57857142857
18124,7,15,4.77259259259
18126,7,6,4.94466666667
18127,7,18,5.0748
18128,7,17,4.87378378378
18129,7,13,4.81325581395
18130,7,17,4.74723404255
18131,7,15,5.50038461538
18132,7,18,4.78847222222
18133,7,13,5.76125
18134,7,12,5.40482758621
18135,7,12,5.10916666667
18136,7,14,5.38954545455
18137,7,15,5.08444444444
18138,7,12,4.5061
18140,7,18,5.16324324324
18141,7,15,4.87905263158
18142,7,21,5.63240740741
18143,7,13,5.52405405405
18144,7,16,5.23019607843
18146,7,21,4.79409638554
18147,7,16,4.9630952381
18148,7,18,5.04246753247
18149,7,10,4.1425
18150,7,14,4.88431818182
18151,7,16,5.21148148148
18152,7,6,4.62818181818
18153,7,24,5.44230769231
18154,7,13,4.61466666667
18156,7,18,4.79571428571
18159,7,18,5.32107142857
18160,7,23,4.78214285714
18161,7,4,4.598
18162,7,19,5.116
18163,7,16,4.70902439024
18164,7,19,4.63261538462
18165,7,17,4.77691588785
18166,7,17,4.73018518519
18167,7,7,5.16625
18168,7,17,5.18529411765
18169,7,13,5.17581818182
18170,7,14,4.94430555556
18171,7,17,4.91098039216
18172,7,23,4.8701010101
18173,7,14,4.93225
18174,7,23,4.81012345679
18175,7,22,4.91573643411
18177,7,13,4.89961538462
18178,7,22,5.40557971014
18179,7,5,6.94333333333
18180,7,17,5.2721875
18181,7,17,5.06524590164
18182,7,17,5.3235
18183,7,16,4.86785714286
18184,7,6,4.64272727273
18185,7,13,5.26577777778
18186,7,14,5.11418918919
18187,7,21,5.16122137405
18189,7,22,5.17414634146
18190,7,14,5.32696969697
18191,7,16,5.05125
18192,7,20,4.99360655738
18193,7,15,4.79405405405
18194,7,13,5.29984126984
18195,7,9,4.91082474227
18196,7,8,5.56431818182
18197,7,16,5.05244444444
18198,7,20,5.03333333333
18200,7,19,5.09459016393
18201,7,21,4.88849056604
18202,7,21,4.963
18203,7,7,4.256
18205,7,20,5.07113636364
18206,7,16,5.17868421053
18207,7,12,5.24980769231
18208,7,17,5.15734693878
18209,7,16,5.10578125
18210,7,18,5.36
18211,7,17,5.1753164557
18212,7,14,5.09926829268
18213,7,22,5.21652173913
18215,7,8,5.0172972973
18217,7,17,5.5084
18218,7,16,5.11882352941
18219,7,7,5.13863636364
18220,7,21,5.00507462687
18221,7,8,4.723125
18222,7,24,5.18551724138
18223,7,20,5.48291666667
18225,7,19,5.42666666667
18226,7,21,5.08550561798
18227,7,18,4.942
18228,7,12,5.68
18229,7,24,5.0304950495
18230,7,17,5.114
18231,7,23,5.00222222222
18232,7,20,5.40545454545
18233,7,10,5.26933333333
18234,7,21,5.12
18235,7,18,4.938125
18236,7,20,5.15865384615
18237,7,18,5.61272727273
18238,7,16,5.10848484848
18239,7,7,5.3475
18240,7,16,5.1662
18241,7,20,5.27670886076
18242,7,16,5.17837837838
18243,7,24,5.13510204082
18244,7,14,5.11153846154
18245,7,9,5.61611111111
18246,7,17,5.38963636364
18247,7,10,5.05191780822
18248,7,11,5.22775
18249,7,13,5.38131147541
18250,7,23,5.18505050505
18251,7,11,4.875625
18252,7,14,4.77066666667
18253,7,12,4.78166666667
18254,7,17,4.73181818182
18255,7,20,5.34278688525
18256,7,22,5.1101369863
18257,7,20,5.53373493976
18258,7,9,4.90827586207
18259,7,9,5.02615384615
18260,7,13,4.84160714286
18261,7,20,4.9940625
18262,7,14,4.93886792453
18263,7,11,5.51774193548
18264,7,16,5.23949152542
18265,7,15,4.77884615385
18266,7,21,4.84727272727
18267,7,11,5.3219047619
18268,7,8,5.315
18269,7,14,5.79714285714
18271,7,20,5.12138888889
18272,7,11,4.96117647059
18273,7,18,4.70303571429
18275,7,20,5.12970873786
18276,7,18,5.32139534884
18277,7,18,4.95619047619
18278,7,13,7.01466666667
18279,7,23,5.40340425532
18280,7,16,4.72243243243
18281,7,24,5.281125
18282,7,20,5.11253731343
18283,7,20,4.96638554217
18284,7,11,5.00191489362
18285,7,16,5.46931034483
18286,7,20,5.41694444444
18287,7,18,4.98320754717
18288,7,10,4.44733333333
18289,7,17,5.14359375
18290,7,10,5.13259259259
18291,7,22,5.0203125
18292,7,16,4.91852941176
18293,7,11,5.14780487805
18294,7,16,5.51179104478
18295,7,16,5.16319148936
18296,7,8,5.13117647059
18297,7,21,4.81605839416
18298,7,16,4.8771875
18300,7,13,5.26263157895
18301,7,14,5.04433333333
18302,7,16,5.09853448276
18303,7,18,5.21353846154
18304,7,13,5.1228358209
18305,7,18,5.14627906977
18306,7,10,4.776875
18307,7,19,5.56380952381
18308,7,12,5.37653846154
18309,7,17,4.9225
18310,7,7,4.91416666667
18311,7,24,4.97633333333
18312,7,21,4.99617647059
18314,7,24,5.19052083333
18317,7,16,5.08574468085
18318,7,14,5.12657142857
18319,7,24,5.3095620438
18320,7,12,5.11347826087
18321,7,14,5.06375
18322,7,17,5.0692
18324,7,24,5.068125
18325,7,13,4.94
18326,7,11,5.1546875
18327,7,17,4.70557142857
18329,7,14,5.83033333333
18330,7,6,5.16696969697
18331,7,10,5.34590909091
18332,7,22,5.06346938776
18333,7,16,4.73684210526
18334,7,16,5.34265306122
18335,7,16,5.34907894737
18336,7,19,5.24843137255
18337,7,21,5.1364516129
18338,7,20,5.25551282051
18339,7,24,4.81010526316
18340,7,16,4.92526315789
18341,7,22,5.14022727273
18342,7,16,5.06022727273
18343,7,13,5.17983606557
18344,7,16,5.11034090909
18345,7,19,5.38265306122
18346,7,17,5.12339622642
18347,7,14,5.522
18348,7,5,5.645
18349,7,19,5.16825396825
18350,7,12,5.5415
18352,7,17,5.64125
18353,7,17,5.54329411765
18354,7,11,5.30666666667
18355,7,7,4.96193548387
18356,7,17,5.16253968254
18357,7,16,4.823125
18358,7,15,5.05259259259
18361,7,9,4.985
18362,7,24,4.93278846154
18363,7,24,5.34118811881
18364,7,14,4.75514285714
18365,7,12,4.73428571429
18366,7,16,5.10862068966
18367,7,18,5.10085714286
18368,7,15,4.50104477612
18369,7,20,5.54086956522
18370,7,8,4.95
18371,7,18,4.66304347826
18373,7,14,4.84620689655
18374,7,8,4.80714285714
18375,7,8,5.26736842105
18376,7,13,5.03386363636
18377,7,24,5.30236363636
18378,7,18,4.81677083333
18379,7,11,4.7319047619
18380,7,18,4.76863636364
18381,7,20,5.66037037037
18383,7,11,5.29057142857
18384,7,13,5.21769230769
18386,7,23,5.3316
18387,7,17,4.83016129032
18388,7,22,4.9765060241
18389,7,17,5.21627659574
18390,7,16,4.94563636364
18391,7,19,5.26029850746
18392,7,15,4.79380952381
18393,7,20,4.91272727273
18394,7,16,5.19208333333
18395,7,24,4.65590909091
18396,7,17,4.7346875
18398,7,19,5.2396969697
18399,7,22,5.1059223301
18401,7,18,5.08416666667
18402,7,8,5.16353846154
18403,7,12,5.30575
18404,7,16,5.61857142857
18405,7,14,5.06872340426
18406,7,18,5.25348314607
18407,7,21,4.83350649351
18408,7,24,5.37052173913
18409,7,14,5.03925925926
18411,7,10,5.31705882353
18412,7,14,5.40229166667
18413,7,18,4.95246153846
18414,7,8,5.23142857143
18415,7,14,4.87886363636
18416,7,19,4.902
18417,7,10,5.00510204082
18418,7,18,4.87172413793
18419,7,23,5.6525
18421,7,14,5.20918367347
18422,7,23,5.05066666667
18423,7,18,5.30204081633
18424,7,17,5.11411764706
18426,7,10,5.38611111111
18427,7,16,5.13893617021
18428,7,14,4.76898305085
18429,7,15,5.09307692308
18430,7,19,4.7114893617
18432,7,15,5.03976190476
18433,7,19,4.86290909091
18434,7,17,5.31478873239
18435,7,18,5.11909090909
18436,7,8,5.246
18438,7,22,5.08656565657
18441,7,8,4.53647058824
18442,7,23,4.87141025641
18444,7,12,5.12157894737
18445,7,9,5.3414893617
18446,7,7,6.17634146341
18448,7,19,4.94898148148
18449,7,16,4.9236
18450,7,20,5.23901960784
18451,7,18,5.18686567164
18453,7,16,4.55414634146
18454,7,24,5.3667
18455,7,7,5.04304347826
18456,7,11,5.32024390244
18458,7,21,5.26619047619
18459,7,18,5.02642857143
18460,7,15,5.16782608696
18461,7,12,4.4137037037
18463,7,6,5.63826086957
18464,7,16,5.03092307692
18465,7,18,4.911625
18466,7,12,4.67242424242
18467,7,21,4.82319587629
18468,7,10,5.07291666667
18471,7,20,4.89461538462
18472,7,14,5.45697674419
18473,7,24,4.92403225806
18474,7,22,5.21283185841
18475,7,18,5.17453333333
18476,7,20,5.46134920635
18477,7,22,4.88337662338
18478,7,14,5.17633333333
18479,7,23,5.4687804878
18480,7,17,5.30942857143
18481,7,9,4.780625
18482,7,24,5.301875
18484,7,12,5.12481481481
18485,7,16,5.25685714286
18488,7,9,5.31058823529
18489,7,21,5.14306306306
18490,7,14,6.26193548387
18491,7,16,5.32061538462
18492,7,17,4.95236842105
18494,7,18,5.0711627907
18495,7,16,5.44217391304
18496,7,6,5.46642857143
18497,7,18,5.09123809524
18498,7,18,5.05447058824
18499,7,24,5.20440944882
18500,7,20,5.06068965517
18501,7,9,5.30103448276
18502,7,17,4.73641025641
18503,7,16,4.96431372549
18504,7,5,4.87777777778
18505,7,13,5.17212121212
18506,7,12,5.14153846154
18507,7,22,5.02988764045
18508,7,18,5.16066666667
18509,7,11,4.5708
18510,7,16,5.15052631579
18511,7,7,4.94307692308
18512,7,12,4.76945945946
18513,7,17,5.24
18514,7,13,5.01
18515,7,24,4.90983193277
18516,7,14,4.748
18517,7,14,4.91361111111
18518,7,12,5.50739130435
18519,7,16,4.71777777778
18520,7,19,5.18407407407
18521,7,20,5.18173076923
18522,7,8,4.83392857143
18523,7,21,5.04441176471
18524,7,16,5.09
18525,7,21,5.18744444444
18526,7,16,4.46714285714
18527,7,14,5.38136363636
18528,7,23,5.40538461538
18529,7,10,5.1025
18530,7,16,4.858
18531,7,9,4.71979591837
18533,7,9,5.66
18534,7,20,4.96969230769
18535,7,10,4.98642857143
18536,7,24,4.94828828829
18537,7,10,4.99775
18538,7,18,4.77736842105
18539,7,10,4.56409090909
18540,7,16,5.15821428571
18541,7,23,5.43551020408
18542,7,23,4.82125
18544,7,16,5.25115384615
18545,7,12,5.05537037037
18546,7,15,5.37571428571
18547,7,9,4.70307692308
18548,7,10,5.45848484848
18549,7,20,5.30867924528
18550,7,13,5.48655172414
18551,7,9,5.23666666667
18552,7,11,5.47131578947
18553,7,11,5.30355932203
18554,7,16,5.52071428571
18556,7,20,5.15964285714
18557,7,17,5.41152542373
18558,7,23,5.19444444444
18559,7,19,5.1624137931
18560,7,23,5.14675
18561,7,19,4.83301587302
18562,7,19,5.59135416667
18563,7,16,5.34581818182
18564,7,15,5.0608
18565,7,13,5.09260869565
18566,7,24,5.07279569892
18567,7,24,5.25411214953
18569,7,22,5.10852459016
18570,7,24,4.59227848101
18571,7,13,4.87692307692
18572,7,13,4.865
18573,7,22,5.2955
18574,7,12,4.28454545455
18575,7,15,4.73892857143
18576,7,16,5.075
18577,7,18,4.88446153846
18578,7,16,4.62851851852
18579,7,18,5.11901408451
18580,7,22,5.2237704918
18581,7,19,5.18342465753
18582,7,19,5.69176470588
18583,7,17,4.53303030303
18584,7,21,5.27584158416
18586,7,11,5.22529411765
18587,7,16,4.96525
18588,7,23,4.86612068966
18590,7,15,5.03797101449
18591,7,24,4.83721518987
18592,7,8,4.64363636364
18593,7,22,5.28287234043
18594,7,17,5.14433962264
18595,7,11,5.0795
18596,7,23,4.95279411765
18597,7,18,4.785
18598,7,17,4.753125
18599,7,20,5.29291262136
18600,7,24,5.38762711864
18601,7,17,4.97714285714
18602,7,17,5.04106796117
18603,7,16,4.93384615385
18604,7,21,5.33112676056
18605,7,22,5.12358490566
18606,7,16,4.94931034483
18607,7,17,5.44857142857
18608,7,16,5.21905982906
18609,7,11,4.86644444444
18610,7,10,5.16344827586
18611,7,14,5.06888888889
18612,7,12,4.83421052632
18613,7,16,5.17957446809
18614,7,18,5.20315068493
18615,7,17,4.96328125
18616,7,24,4.63171052632
18617,7,21,5.20815217391
18618,7,19,5.11074074074
18619,7,18,4.91666666667
18620,7,15,4.96870967742
18621,7,12,6.17206896552
18622,7,11,4.83760869565
18624,7,17,4.83827586207
18626,7,14,5.51306451613
18627,7,17,5.21891891892
18628,7,19,5.4142
18629,7,16,5.13735294118
18630,7,16,5.03860465116
18631,7,24,5.73197530864
18632,7,17,4.921
18633,7,11,4.73627906977
18634,7,9,4.82304347826
18635,7,14,5.56
18636,7,24,5.31925
18637,7,21,4.9484
18638,7,13,5.46585365854
18639,7,14,4.815
18640,7,18,5.05724137931
18641,7,17,5.16623529412
18642,7,16,5.13032258065
18643,7,15,5.10882352941
18644,7,17,4.88596774194
18645,7,9,5.49757575758
18646,7,20,4.93272727273
18647,7,18,5.31725490196
18648,7,18,5.0886
18649,7,18,5.10555555556
18650,7,22,4.98358208955
18651,7,21,5.16869565217
18652,7,23,4.93755905512
18653,7,23,5.07428571429
18654,7,16,4.9175
18655,7,21,4.88666666667
18656,7,24,5.44471698113
18657,7,23,4.96032786885
18658,7,7,4.84473684211
18659,7,14,5.28886792453
18660,7,16,4.64538461538
18661,7,17,4.79680851064
18662,7,18,5.21137254902
18663,7,16,5.08225806452
18664,7,19,5.0438961039
18666,7,14,5.36390243902
18667,7,21,5.25214285714
18668,7,20,5.20825
18669,7,16,5.566
18670,7,13,5.18105263158
18671,7,20,5.24079365079
18672,7,17,4.68875
18674,7,18,5.09527777778
18675,7,14,4.78317757009
18676,7,24,4.97581081081
18677,7,17,5.27576271186
18678,7,11,5.38933333333
18680,7,8,5.09357142857
18681,7,23,4.8820754717
18682,7,22,5.20772727273
18683,7,15,5.32057142857
18684,7,17,5.085
18685,7,20,5.23854545455
18686,7,18,4.99056179775
18688,7,8,5.18045454545
18689,7,8,5.8341025641
18690,7,11,5.80722222222
18691,7,22,5.17927710843
18693,7,12,4.96279069767
18694,7,20,5.00691358025
18695,7,17,5.43471698113
18696,7,20,4.65358208955
18697,7,20,4.71144578313
18698,7,13,5.23712121212
18700,7,14,5.5484
18701,7,24,5.17691358025
18702,7,23,4.93181818182
18703,7,14,5.06214285714
18704,7,16,4.89032258065
18705,7,20,5.08710843373
18706,7,8,5.17361111111
18707,7,20,5.1753968254
18708,7,18,4.95293103448
18709,7,19,4.97683168317
18710,7,13,5.13181818182
18711,7,10,5.01206896552
18712,7,14,4.9325974026
18713,7,12,4.98270833333
18714,7,14,4.94155844156
18715,7,20,5.25432098765
18716,7,18,4.97021276596
18717,7,12,5.48
18718,7,7,4.811
18719,7,8,5.10214285714
18720,7,10,5.34971830986
18721,7,15,5.36069444444
18722,7,24,5.31576271186
18723,7,16,5.46948275862
18724,7,24,4.89115789474
18725,7,20,4.70085365854
18726,7,20,5.15891304348
18727,7,9,5.07522727273
18729,7,16,5.24355555556
18730,7,18,5.1401010101
18731,7,15,5.30714285714
18732,7,16,5.03287878788
18733,7,22,5.22015873016
18734,7,4,4.98035714286
18736,7,16,5.10698113208
18737,7,15,5.305
18738,7,16,5.04181818182
18739,7,8,4.6905
18740,7,20,5.03257142857
18741,7,24,5.29442622951
18742,7,12,5.14606060606
18743,7,9,4.79886363636
18744,7,12,4.95481481481
18745,7,18,5.2637037037
18747,7,7,5.138
18748,7,16,5.10234042553
18749,7,13,4.91461538462
18750,7,6,4.60666666667
18751,7,23,5.325
18752,7,14,4.94205882353
18753,7,10,5.49151515152
18754,7,18,5.73943396226
18756,7,21,5.08831683168
18757,7,17,5.3819047619
18758,7,13,4.51304347826
18759,7,23,5.11952
18760,7,16,5.15549019608
18761,7,20,5.06716814159
18762,7,17,5.06183673469
18763,7,16,5.450625
18764,7,9,4.63466666667
18765,7,18,5.24684782609
18766,7,9,5.28057142857
18767,7,13,5.36736842105
18768,7,11,4.62644444444
18769,7,12,5.42647058824
18770,7,22,4.681
18771,7,21,5.23835616438
18772,7,17,5.57461538462
18773,7,14,5.15524590164
18774,7,16,4.49964285714
18775,7,24,5.22444444444
18776,7,23,4.6878125
18777,7,13,4.92441176471
18778,7,24,5.14198019802
18779,7,18,5.393
18780,7,15,4.80918918919
18781,7,12,5.27543478261
18782,7,14,4.92473684211
18783,7,9,5.49566666667
18784,7,16,4.65454545455
18785,7,8,4.9
18786,7,23,5.53408450704
18787,7,16,5.14347222222
18788,7,24,5.47843537415
18789,7,19,5.23030769231
18790,7,16,5.18515625
18791,7,23,5.19321428571
18792,7,16,5.44086419753
18793,7,24,4.92884057971
18794,7,7,5.06913043478
18795,7,10,4.52029411765
18796,7,17,5.27942028986
18797,7,10,5.40526315789
18798,7,19,5.30674418605
18799,7,20,5.23172413793
18800,7,17,5.1552173913
18801,7,17,6.28303030303
18802,7,11,5.30297297297
18803,7,15,4.85181818182
18804,7,9,5.23530612245
18805,7,19,5.03670103093
18806,7,20,5.00716981132
18807,7,7,5.30214285714
18808,7,12,5.21411764706
18809,7,24,5.12714285714
18810,7,20,5.07138461538
18811,7,19,5.00036144578
18812,7,14,5.12925925926
18813,7,10,5.24666666667
18814,7,20,5.45717948718
18815,7,17,5.1685483871
18816,7,17,5.1165625
18817,7,20,5.02643835616
18818,7,24,5.23313868613
18819,7,16,4.78
18820,7,19,4.81716666667
18821,7,23,5.05283783784
18822,7,6,4.79466666667
18823,7,16,5.09111111111
18824,7,14,4.6928
18825,7,21,5.01961538462
18826,7,24,5.300875
18827,7,16,5.27836956522
18829,7,16,4.63328571429
18830,7,13,4.8109375
18831,7,18,4.76653846154
18832,7,24,5.28420289855
18833,7,19,5.41651515152
18834,7,17,5.49846153846
18835,7,22,5.03316326531
18836,7,17,5.23604651163
18837,7,19,4.8962962963
18839,7,22,5.01644736842
18840,7,12,4.7355
18841,7,15,4.91529411765
18842,7,22,5.0646031746
18843,7,17,4.9346835443
18844,7,10,4.98827586207
18845,7,16,4.9775
18847,7,18,4.7016
18848,7,24,5.18218181818
18849,7,18,5.00606060606
18851,7,21,5.14915789474
18852,7,10,4.81033898305
18853,7,23,5.25324561404
18854,7,17,5.23473684211
18855,7,14,5.07588235294
18856,7,11,5.28733333333
18857,7,24,5.23591463415
18858,7,10,4.8815
18859,7,6,5.28
18860,7,20,4.65888888889
18861,7,17,5.35116666667
18862,7,14,5.00117647059
18863,7,16,5.32223880597
18864,7,21,5.18413793103
18865,7,13,5.34794871795
18868,7,24,5.18241935484
18870,7,17,5.06956521739
18871,7,15,4.74
18872,7,19,5.08977777778
18873,7,15,5.26744680851
18874,7,20,4.96363636364
18875,7,17,5.44270833333
18876,7,4,5.42
18877,7,17,5.23463414634
18878,7,15,5.21531914894
18879,7,17,5.06274509804
18880,7,18,5.28670103093
18881,7,17,5.39538461538
18882,7,14,5.04106060606
18883,7,15,4.76111111111
18884,7,20,4.64333333333
18885,7,9,4.49
18886,7,20,5.32426229508
18887,7,17,5.34481481481
18888,7,16,4.8208
18889,7,24,5.24713043478
18890,7,20,4.84169354839
18891,7,12,5.1075862069
18892,7,17,5.11045454545
18894,7,14,4.53729166667
18895,7,13,5.13821428571
18896,7,16,5.20363636364
18897,7,22,5.24542168675
18898,7,19,4.78597014925
18899,7,15,5.07222222222
18900,7,16,5.14708333333
18901,7,17,5.31669811321
18902,7,9,5.336
18903,7,10,5.3147826087
18904,7,14,5.08214285714
18905,7,14,4.77387755102
18906,7,15,4.82714285714
18907,7,23,5.18305555556
18908,7,18,4.98195121951
18909,7,18,5.36821428571
18910,7,20,4.92790697674
18911,7,7,4.754
18912,7,20,5.26745454545
18913,7,12,4.75285714286
18914,7,16,5.02225352113
18915,7,19,5.10363636364
18916,7,10,5.50066666667
18917,7,21,5.22160714286
18919,7,13,4.96666666667
18920,7,10,5.055
18921,7,17,5.29066666667
18922,7,13,4.9
18923,7,19,5.07282608696
18924,7,10,5.29333333333
18925,7,17,5.59514285714
18926,7,18,4.91
18927,7,13,5.33411764706
18928,7,19,5.02745098039
18929,7,14,5.22242857143
18930,7,11,4.32692307692
18931,7,13,4.62352941176
18932,7,16,4.85044444444
18933,7,16,5.11951807229
18934,7,17,4.83447368421
18935,7,15,5.04763157895
18936,7,15,5.53288461538
18937,7,10,4.78083333333
18938,7,17,5.06
18939,7,10,5.60282051282
18940,7,18,5.04869565217
18941,7,19,4.79285714286
18942,7,20,4.85644444444
18943,7,24,5.19383333333
18944,7,12,4.89928571429
18945,7,24,5.00875
18946,7,24,5.34447368421
18947,7,22,5.06634920635
18949,7,16,5.03377358491
18950,7,17,5.10540983607
18951,7,17,4.83698113208
18952,7,10,5.674
18954,7,22,5.08125
18955,7,17,4.82796296296
18956,7,8,5.29083333333
18957,7,17,5.05913043478
18958,7,2,5.7075
18959,7,21,5.18945945946
18960,7,24,4.9352293578
18961,7,9,5.51294117647
18962,7,20,5.430625
18963,7,22,5.48069767442
18964,7,23,5.04854166667
18965,7,12,5.48517241379
18967,7,15,4.8762
18968,7,16,5.01952380952
18969,7,22,5.11963636364
