id,set,human_score,sentence_count
21300,8,44,58
21301,8,21,5
21302,8,40,57
21304,8,37,49
21306,8,46,62
21307,8,30,22
21308,8,40,25
21309,8,38,40
21310,8,40,17
21312,8,32,35
21315,8,35,28
21318,8,29,15
21319,8,46,59
21321,8,40,43
21322,8,36,23
21323,8,43,34
21324,8,40,50
21325,8,45,52
21327,8,33,17
21329,8,30,41
21330,8,37,29
21331,8,26,8
21332,8,40,43
21333,8,36,36
21334,8,30,10
21336,8,36,36
21338,8,34,23
21339,8,34,25
21340,8,37,37
21342,8,40,39
21343,8,47,33
21344,8,47,40
21345,8,32,22
21346,8,31,28
21347,8,32,62
21348,8,40,47
21350,8,36,35
21351,8,31,24
21352,8,37,40
21354,8,35,11
21355,8,28,9
21356,8,37,70
21357,8,41,55
21358,8,46,44
21360,8,35,32
21361,8,45,50
21364,8,45,46
21365,8,37,49
21366,8,41,52
21367,8,39,26
21369,8,29,16
21370,8,31,14
21373,8,40,48
21374,8,38,38
21375,8,37,30
21377,8,34,27
21379,8,35,59
21380,8,37,28
21382,8,42,46
21383,8,40,35
21384,8,38,50
21385,8,50,35
21386,8,42,55
21387,8,40,41
21388,8,40,46
21389,8,20,2
21390,8,36,48
21391,8,34,39
21392,8,40,35
21393,8,30,20
21394,8,31,29
21397,8,40,31
21398,8,50,41
21399,8,25,22
21403,8,41,73
21404,8,37,25
21405,8,40,20
21407,8,40,17
21408,8,21,6
21409,8,44,48
21410,8,33,29
21411,8,31,18
21412,8,32,16
21413,8,46,40
21414,8,41,21
21415,8,35,47
21416,8,40,20
21418,8,45,67
21419,8,43,36
21421,8,41,47
21422,8,41,35
21424,8,36,38
21425,8,34,22
21426,8,41,39
21427,8,35,36
21428,8,30,23
21429,8,55,43
21431,8,40,30
21432,8,50,35
21433,8,35,48
21434,8,32,16
21436,8,37,23
21437,8,34,43
21438,8,46,31
21440,8,34,37
21441,8,41,42
21442,8,40,35
21443,8,34,32
21444,8,30,6
21446,8,30,15
21447,8,36,26
21448,8,30,11
21449,8,32,14
21450,8,35,22
21451,8,45,30
21452,8,33,12
21453,8,36,23
21454,8,42,69
21456,8,39,65
21457,8,40,33
21458,8,40,35
21459,8,40,39
21460,8,32,9
21462,8,35,47
21463,8,25,19
21465,8,36,31
21467,8,45,43
21468,8,35,25
21470,8,36,59
21471,8,40,59
21472,8,33,52
21473,8,39,35
21475,8,40,22
21476,8,28,5
21477,8,28,3
21478,8,42,54
21479,8,31,38
21480,8,32,55
21481,8,40,37
21482,8,30,22
21483,8,41,27
21484,8,50,53
21485,8,36,45
21487,8,30,38
21488,8,41,32
21489,8,22,17
21490,8,50,47
21491,8,30,37
21494,8,40,21
21495,8,36,21
21500,8,37,55
21501,8,28,17
21502,8,38,65
21503,8,32,30
21505,8,40,37
21506,8,45,53
21507,8,36,32
21508,8,45,62
21509,8,30,35
21510,8,43,55
21511,8,37,26
21512,8,28,8
21513,8,37,25
21514,8,34,19
21515,8,36,50
21516,8,35,30
21517,8,32,26
21518,8,40,17
21519,8,37,32
21521,8,38,65
21522,8,40,32
21525,8,30,24
21526,8,40,31
21529,8,38,28
21530,8,46,28
21531,8,50,35
21532,8,50,33
21533,8,35,14
21535,8,35,34
21536,8,35,29
21537,8,33,25
21539,8,45,54
21540,8,45,42
21541,8,40,33
21542,8,40,24
21544,8,31,26
21545,8,36,30
21546,8,35,55
21547,8,42,50
21548,8,35,40
21549,8,30,14
21550,8,40,38
21552,8,33,36
21553,8,25,23
21554,8,31,19
21555,8,25,18
21556,8,44,54
21557,8,42,57
21558,8,38,51
21559,8,31,25
21560,8,44,37
21561,8,40,16
21563,8,46,46
21564,8,41,32
21566,8,37,45
21567,8,45,41
21568,8,40,29
21569,8,34,21
21570,8,31,26
21571,8,40,24
21573,8,35,33
21574,8,40,70
21575,8,30,14
21577,8,40,20
21578,8,32,35
21579,8,27,5
21581,8,36,21
21582,8,34,36
21584,8,30,43
21586,8,39,36
21587,8,30,18
21589,8,30,16
21592,8,40,34
21594,8,32,42
21595,8,36,22
21596,8,31,14
21598,8,30,19
21599,8,47,67
21601,8,40,28
21603,8,35,27
21604,8,33,32
21605,8,36,16
21606,8,36,24
21607,8,48,59
21608,8,40,26
21609,8,40,38
21610,8,40,39
21611,8,42,53
21613,8,40,39
21615,8,32,14
21617,8,36,49
21618,8,40,41
21619,8,10,1
21620,8,33,32
21621,8,44,44
21623,8,35,30
21624,8,30,23
21626,8,35,28
21628,8,32,34
21629,8,40,38
21630,8,40,41
21633,8,40,30
