id,set,human_score,sentence_count
9430,4,3,9
9431,4,1,6
9432,4,2,5
9434,4,0,3
9435,4,1,2
9436,4,2,6
9437,4,1,4
9438,4,3,7
9439,4,2,4
9440,4,1,7
9441,4,3,10
9442,4,3,17
9443,4,1,3
9444,4,2,6
9445,4,1,4
9446,4,1,3
9447,4,0,2
9448,4,2,6
9449,4,2,11
9450,4,1,4
9451,4,1,3
9452,4,2,4
9453,4,2,7
9454,4,0,3
9455,4,0,2
9456,4,0,2
9457,4,3,8
9458,4,2,6
9459,4,2,6
9460,4,2,9
9461,4,1,5
9462,4,3,11
9463,4,1,4
9464,4,0,3
9465,4,1,12
9466,4,1,11
9467,4,2,5
9468,4,1,3
9469,4,1,5
9470,4,2,7
9471,4,0,3
9472,4,1,5
9473,4,3,7
9474,4,1,3
9475,4,0,4
9476,4,2,15
9477,4,1,3
9478,4,2,7
9479,4,1,7
9480,4,1,2
9481,4,1,2
9482,4,2,8
9483,4,2,5
9484,4,2,4
9485,4,3,8
9486,4,0,2
9487,4,2,7
9488,4,0,2
9489,4,2,9
9490,4,0,2
9491,4,1,4
9492,4,0,2
9493,4,2,10
9494,4,2,6
9495,4,1,2
9496,4,0,4
9497,4,2,5
9498,4,0,3
9499,4,0,3
9500,4,2,6
9501,4,2,7
9502,4,1,5
9503,4,2,5
9504,4,2,8
9505,4,2,8
9506,4,2,5
9507,4,2,7
9508,4,2,9
9509,4,0,6
9510,4,1,6
9511,4,1,3
9512,4,0,5
9513,4,3,16
9514,4,1,6
9515,4,3,14
9516,4,1,5
9517,4,1,3
9518,4,0,5
9519,4,1,4
9520,4,1,5
9521,4,2,3
9522,4,2,7
9523,4,3,6
9524,4,1,4
9525,4,3,8
9526,4,2,4
9527,4,2,6
9528,4,0,2
9529,4,1,6
9530,4,2,5
9531,4,1,4
9532,4,1,2
9533,4,1,1
9534,4,3,10
9535,4,1,1
9536,4,0,4
9537,4,0,2
9538,4,2,3
9539,4,2,5
9540,4,0,3
9541,4,3,5
9542,4,1,2
9543,4,1,5
9544,4,0,3
9545,4,0,4
9546,4,1,4
9547,4,2,5
9548,4,1,6
9549,4,1,5
9550,4,3,7
9551,4,3,11
9552,4,2,12
9553,4,2,7
9554,4,1,2
9555,4,2,3
9556,4,2,8
9557,4,1,7
9558,4,3,8
9559,4,2,8
9560,4,1,4
9561,4,2,6
9562,4,3,7
9563,4,1,4
9564,4,0,4
9565,4,0,3
9566,4,1,2
9567,4,3,9
9568,4,0,2
9569,4,3,7
9570,4,2,5
9571,4,3,7
9572,4,1,4
9573,4,2,6
9574,4,2,8
9575,4,1,4
9576,4,2,7
9577,4,0,2
9578,4,2,7
9579,4,0,2
9580,4,1,5
9581,4,0,2
9582,4,0,2
9583,4,0,3
9584,4,2,5
9585,4,1,4
9586,4,1,1
9587,4,2,5
9588,4,2,11
9589,4,2,8
9590,4,2,6
9591,4,0,3
9592,4,0,3
9593,4,1,4
9594,4,3,18
9595,4,2,11
9596,4,1,9
9597,4,2,7
9598,4,2,5
9599,4,1,3
9600,4,2,6
9601,4,0,2
9602,4,1,4
9603,4,2,12
9604,4,1,7
9605,4,1,6
9606,4,2,9
9607,4,3,13
9608,4,3,5
9609,4,0,7
9610,4,2,6
9611,4,1,4
9612,4,0,3
9613,4,2,10
9614,4,1,2
9615,4,2,8
9616,4,1,5
9617,4,2,5
9618,4,3,11
9619,4,2,14
9620,4,1,3
9621,4,0,7
9622,4,2,8
9623,4,1,3
9624,4,3,10
9625,4,3,7
9626,4,0,2
9627,4,2,9
9628,4,2,9
9629,4,0,9
9630,4,2,9
9631,4,2,6
9632,4,0,3
9633,4,1,4
9634,4,1,2
9635,4,1,3
9636,4,2,6
9637,4,0,2
9638,4,2,6
9639,4,1,4
9640,4,2,4
9641,4,2,5
9642,4,2,9
9643,4,2,8
9644,4,0,9
9645,4,2,6
9646,4,0,3
9647,4,1,11
9648,4,3,13
9649,4,1,6
9650,4,2,5
9651,4,1,6
9652,4,0,7
9653,4,0,2
9654,4,1,5
9655,4,0,4
9656,4,1,2
9657,4,1,3
9658,4,2,6
9659,4,3,6
9660,4,2,10
9661,4,1,5
9662,4,1,3
9663,4,2,5
9664,4,0,2
9665,4,1,4
9666,4,1,4
9667,4,2,7
9668,4,1,1
9669,4,3,13
9670,4,3,9
9671,4,2,11
9672,4,1,4
9674,4,3,12
9675,4,1,4
9676,4,1,3
9677,4,1,7
9678,4,0,3
9679,4,0,3
9680,4,1,4
9681,4,1,3
9682,4,2,5
9683,4,2,8
9684,4,1,5
9685,4,1,3
9686,4,1,5
9687,4,1,6
9688,4,1,2
9689,4,2,3
9690,4,0,4
9691,4,0,1
9692,4,1,2
9693,4,1,1
9694,4,1,2
9695,4,0,4
9696,4,0,2
9697,4,1,2
9698,4,2,8
9699,4,2,8
9700,4,2,10
9701,4,1,4
9702,4,2,4
9703,4,0,2
9704,4,1,11
9705,4,2,11
9706,4,0,2
9707,4,2,7
9708,4,2,9
9709,4,3,12
9710,4,2,9
9711,4,2,8
9712,4,1,3
9713,4,1,10
9714,4,2,14
9715,4,3,6
9716,4,0,3
9717,4,2,7
9718,4,1,5
9719,4,1,8
9720,4,1,4
9721,4,1,4
9722,4,2,7
9723,4,3,8
9724,4,3,9
9725,4,1,5
9726,4,2,7
9727,4,3,12
9728,4,0,7
9729,4,1,5
9730,4,2,7
9731,4,2,3
9732,4,1,5
9733,4,2,7
9734,4,2,7
9735,4,1,2
9736,4,0,3
9737,4,1,4
9738,4,2,13
9739,4,2,6
9740,4,2,5
9741,4,3,8
9742,4,1,4
9743,4,3,8
9744,4,3,7
9745,4,1,4
9746,4,1,6
9747,4,0,3
9748,4,2,7
9749,4,1,4
9750,4,3,6
9751,4,1,6
9752,4,1,4
9753,4,2,5
9754,4,2,7
9755,4,1,13
9756,4,1,2
9757,4,1,1
9758,4,1,9
9759,4,2,4
9760,4,2,12
9761,4,2,8
9762,4,2,13
9763,4,0,5
9764,4,2,6
9765,4,1,4
9766,4,2,6
9767,4,2,11
9768,4,1,4
9769,4,0,2
9770,4,1,2
9771,4,2,8
9772,4,1,2
9773,4,1,5
9774,4,0,10
9775,4,1,2
9776,4,1,3
9777,4,2,6
9778,4,1,3
9779,4,1,4
9780,4,2,7
9781,4,2,5
9782,4,1,7
9783,4,3,7
9784,4,2,12
9785,4,1,4
9786,4,1,5
9787,4,2,4
9788,4,2,7
9789,4,2,6
9790,4,1,6
9791,4,3,9
9792,4,2,5
9793,4,1,3
9794,4,2,9
9795,4,2,5
9796,4,2,8
9797,4,1,3
9798,4,2,7
9799,4,2,6
9800,4,0,5
9801,4,2,8
9802,4,1,1
9803,4,1,7
9804,4,1,3
9805,4,2,6
9806,4,1,5
9807,4,0,1
9808,4,1,3
9809,4,1,11
9810,4,1,3
9811,4,3,7
9812,4,2,5
9813,4,2,6
9814,4,1,4
9815,4,1,3
9816,4,2,7
9817,4,1,3
9818,4,2,5
9819,4,2,6
9820,4,3,9
9821,4,3,10
9822,4,3,8
9823,4,1,5
9824,4,2,5
9825,4,0,1
9826,4,1,7
9827,4,1,8
9828,4,2,7
9829,4,3,12
9830,4,3,8
9831,4,2,4
9832,4,2,6
9833,4,3,11
9834,4,0,4
9835,4,1,5
9836,4,2,4
9837,4,0,1
9838,4,2,7
9839,4,1,5
9840,4,0,4
9841,4,3,4
9842,4,1,2
9843,4,2,7
9844,4,2,3
9845,4,1,6
9846,4,2,6
9847,4,3,9
9848,4,1,6
9849,4,1,5
9850,4,1,5
9851,4,1,2
9852,4,2,10
9853,4,1,7
9854,4,1,2
9855,4,2,6
9856,4,3,8
9857,4,0,3
9858,4,1,2
9859,4,2,6
9860,4,2,11
9861,4,3,8
9862,4,0,2
9863,4,1,5
9864,4,1,4
9865,4,2,12
9866,4,1,2
9867,4,0,4
9868,4,2,7
9869,4,1,3
9870,4,3,1
9871,4,0,2
9872,4,2,8
9873,4,3,5
9874,4,2,8
9875,4,2,9
9876,4,1,2
9877,4,1,4
9878,4,2,5
9879,4,1,2
9880,4,2,4
9881,4,1,5
9882,4,1,8
9883,4,1,3
9884,4,2,4
9885,4,0,3
9886,4,1,4
9887,4,0,4
9888,4,1,5
9889,4,1,6
9890,4,1,7
9891,4,1,6
9892,4,1,4
9893,4,2,4
9894,4,2,4
9895,4,1,3
9896,4,1,5
9897,4,1,3
9898,4,2,7
9899,4,2,6
9900,4,1,6
9901,4,2,6
9902,4,1,3
9903,4,2,4
9904,4,2,9
9905,4,1,3
9906,4,2,7
9907,4,2,5
9908,4,1,4
9909,4,2,5
9910,4,1,9
9911,4,3,10
9912,4,2,7
9913,4,0,2
9914,4,3,9
9915,4,0,5
9916,4,0,3
9917,4,3,14
9918,4,1,3
9919,4,3,7
9920,4,2,6
9921,4,1,4
9922,4,0,6
9923,4,1,3
9924,4,1,5
9925,4,2,5
9926,4,1,7
9927,4,3,6
9928,4,3,13
9929,4,1,6
9930,4,1,2
9931,4,1,2
9932,4,2,9
9933,4,1,8
9934,4,2,6
9935,4,2,9
9936,4,0,6
9937,4,3,10
9938,4,2,7
9939,4,2,4
9940,4,2,6
9941,4,1,3
9942,4,3,7
9943,4,0,3
9944,4,0,3
9945,4,1,6
9946,4,1,6
9947,4,1,5
9948,4,1,8
9949,4,2,4
9950,4,1,3
9951,4,1,3
9952,4,2,12
9953,4,2,9
9954,4,2,7
9955,4,0,4
9956,4,1,3
9957,4,2,9
9958,4,3,7
9959,4,1,5
9960,4,1,5
9961,4,2,3
9962,4,2,6
9963,4,2,6
9964,4,3,9
9965,4,1,6
9966,4,0,3
9967,4,3,10
9968,4,2,10
9969,4,2,8
9970,4,0,5
9971,4,1,6
9972,4,1,10
9973,4,0,2
9974,4,0,2
9975,4,2,16
9976,4,3,9
9977,4,0,2
9978,4,0,3
9979,4,2,5
9980,4,1,3
9981,4,3,7
9982,4,2,8
9983,4,2,14
9984,4,1,6
9985,4,0,2
9986,4,3,9
9987,4,1,3
9988,4,2,7
9989,4,1,3
9990,4,1,6
9991,4,3,6
9992,4,0,2
9993,4,1,7
9994,4,1,5
9995,4,2,8
9996,4,0,2
9997,4,1,2
9998,4,0,3
9999,4,3,7
10000,4,0,3
10002,4,2,6
10003,4,2,10
10004,4,3,11
10005,4,1,7
10006,4,2,3
10007,4,1,2
10008,4,1,2
10009,4,1,5
10010,4,1,4
10011,4,1,4
10012,4,2,5
10013,4,2,17
10014,4,0,2
10015,4,2,6
10016,4,2,9
10017,4,0,3
10018,4,0,4
10019,4,1,1
10020,4,2,5
10021,4,1,3
10022,4,1,5
10023,4,1,4
10024,4,1,4
10025,4,3,3
10026,4,2,8
10027,4,2,7
10028,4,1,5
10029,4,1,3
10030,4,0,2
10031,4,2,9
10032,4,3,5
10033,4,1,3
10034,4,2,8
10035,4,0,2
10036,4,1,3
10037,4,2,5
10038,4,1,4
10039,4,2,6
10040,4,3,8
10041,4,0,6
10042,4,0,4
10043,4,3,10
10044,4,1,2
10045,4,0,5
10046,4,1,5
10047,4,2,5
10048,4,2,4
10049,4,0,4
10050,4,2,7
10051,4,1,2
10052,4,1,8
10053,4,1,4
10054,4,3,7
10055,4,1,3
10056,4,1,3
10057,4,3,2
10058,4,1,5
10059,4,1,4
10060,4,2,7
10061,4,0,3
10062,4,0,1
10063,4,2,7
10064,4,1,3
10065,4,2,4
10066,4,3,11
10067,4,2,7
10068,4,3,7
10069,4,1,2
10070,4,1,2
10071,4,0,5
10072,4,2,6
10073,4,1,3
10074,4,1,3
10075,4,2,12
10076,4,1,3
10077,4,0,3
10078,4,2,6
10079,4,1,5
10080,4,1,8
10081,4,0,5
10082,4,2,6
10083,4,0,16
10084,4,3,10
10085,4,1,6
10086,4,1,3
10087,4,1,4
10088,4,2,9
10089,4,0,5
10090,4,3,8
10091,4,3,11
10092,4,3,12
10093,4,2,9
10094,4,0,5
10095,4,2,6
10096,4,1,4
10097,4,2,8
10098,4,2,9
10099,4,2,5
10100,4,1,4
10101,4,3,14
10102,4,1,8
10103,4,1,2
10104,4,1,4
10105,4,2,10
10106,4,0,1
10107,4,1,3
10108,4,3,7
10109,4,0,5
10110,4,1,4
10111,4,0,2
10112,4,1,6
10113,4,1,3
10114,4,1,4
10115,4,1,6
10116,4,0,4
10117,4,1,6
10118,4,2,5
10119,4,0,2
10120,4,2,8
10121,4,3,7
10122,4,2,8
10123,4,0,3
10124,4,1,4
10125,4,0,4
10126,4,0,3
10127,4,3,23
10128,4,1,7
10129,4,1,4
10130,4,1,8
10131,4,0,2
10132,4,3,9
10133,4,1,4
10134,4,3,14
10135,4,2,4
10136,4,3,13
10137,4,0,3
10138,4,0,2
10139,4,3,10
10140,4,1,2
10141,4,2,7
10142,4,3,4
10143,4,1,5
10144,4,2,5
10146,4,1,3
10147,4,1,13
10148,4,2,5
10149,4,1,3
10150,4,2,3
10151,4,2,9
10152,4,2,8
10154,4,2,6
10155,4,2,7
10156,4,1,11
10157,4,3,11
10158,4,3,9
10159,4,2,5
10160,4,3,15
10161,4,1,2
10162,4,2,8
10163,4,2,8
10164,4,0,2
10165,4,1,3
10166,4,2,6
10167,4,1,3
10168,4,0,3
10169,4,2,5
10170,4,2,3
10171,4,1,3
10172,4,2,5
10173,4,2,7
10174,4,1,4
10175,4,0,2
10176,4,1,4
10177,4,0,3
10178,4,2,9
10179,4,1,4
10180,4,0,3
10181,4,2,8
10182,4,0,5
10183,4,1,4
10184,4,3,9
10185,4,2,7
10186,4,0,10
10187,4,2,11
10188,4,2,5
10189,4,3,10
10190,4,1,5
10191,4,2,8
10192,4,1,4
10193,4,0,1
10194,4,1,6
10195,4,0,3
10196,4,1,5
10197,4,2,5
10198,4,2,3
10199,4,0,3
10200,4,3,11
10201,4,2,5
10202,4,0,4
10203,4,3,11
10204,4,2,10
10205,4,3,12
10206,4,0,3
10207,4,2,6
10208,4,3,10
10209,4,1,4
10210,4,0,2
10211,4,3,7
10212,4,1,4
10213,4,1,1
10214,4,2,5
10215,4,2,6
10216,4,0,8
10217,4,1,6
10218,4,1,3
10219,4,2,6
10220,4,1,2
10221,4,2,9
10222,4,0,2
10223,4,2,5
10224,4,2,7
10225,4,1,4
10226,4,1,4
10227,4,2,4
10228,4,3,7
10229,4,2,5
10230,4,1,3
10231,4,1,1
10232,4,0,2
10233,4,1,3
10234,4,1,3
10235,4,1,5
10236,4,3,10
10237,4,2,9
10238,4,0,3
10239,4,2,6
10240,4,1,4
10241,4,0,3
10242,4,1,2
10243,4,3,9
10244,4,1,5
10245,4,1,5
10246,4,1,7
10247,4,1,3
10248,4,0,2
10249,4,2,6
10250,4,2,6
10251,4,2,10
10252,4,0,2
10253,4,1,4
10254,4,0,2
10255,4,0,3
10256,4,0,3
10257,4,2,8
10258,4,3,15
10259,4,1,7
10260,4,1,3
10261,4,1,4
10262,4,0,4
10263,4,1,6
10264,4,3,10
10265,4,3,15
10266,4,2,6
10267,4,2,8
10268,4,0,4
10269,4,0,3
10270,4,3,13
10271,4,2,12
10272,4,1,5
10273,4,2,6
10274,4,1,3
10275,4,2,8
10276,4,2,7
10277,4,2,8
10278,4,2,6
10279,4,2,5
10280,4,2,9
10281,4,3,8
10282,4,0,2
10283,4,2,7
10284,4,3,6
10285,4,0,2
10286,4,2,5
10287,4,1,3
10288,4,0,14
10289,4,0,3
10290,4,2,6
10291,4,2,6
10292,4,1,5
10293,4,3,5
10294,4,1,5
10295,4,1,7
10296,4,1,4
10297,4,0,3
10298,4,3,8
10299,4,1,3
10300,4,1,2
10301,4,0,3
10302,4,2,12
10303,4,2,7
10304,4,1,6
10305,4,3,10
10306,4,1,2
10307,4,2,8
10308,4,3,7
10309,4,1,3
10310,4,1,4
10311,4,0,3
10312,4,0,2
10313,4,0,2
10314,4,1,3
10315,4,1,6
10316,4,1,5
10317,4,1,5
10318,4,2,6
10319,4,2,12
10320,4,3,8
10321,4,3,10
10322,4,0,8
10323,4,3,9
10324,4,2,7
10325,4,2,4
10326,4,1,4
10327,4,3,9
10328,4,0,3
10329,4,0,3
10330,4,1,6
10331,4,0,2
10332,4,2,4
10333,4,1,3
10334,4,1,5
10335,4,2,7
10336,4,2,7
10337,4,1,6
10338,4,3,12
10339,4,1,4
10340,4,1,5
10341,4,1,4
10342,4,1,2
10343,4,1,4
10344,4,2,6
10345,4,1,2
10346,4,1,3
10347,4,0,4
10348,4,0,3
10349,4,1,4
10350,4,3,7
10351,4,2,12
10352,4,1,3
10353,4,0,2
10354,4,2,9
10355,4,0,3
10356,4,2,9
10357,4,0,9
10358,4,1,4
10359,4,0,3
10360,4,0,5
10361,4,3,9
10362,4,1,3
10363,4,1,3
10364,4,1,8
10365,4,0,4
10366,4,2,6
10367,4,2,7
10368,4,3,6
10369,4,0,5
10370,4,1,7
10371,4,1,5
10372,4,3,14
10373,4,1,4
10374,4,0,4
10375,4,2,4
10376,4,0,2
10377,4,2,5
10378,4,1,6
10379,4,3,11
10380,4,0,3
10381,4,2,6
10382,4,2,9
10383,4,1,4
10384,4,0,3
10385,4,0,2
10386,4,3,10
10387,4,2,5
10388,4,1,6
10389,4,2,8
10390,4,1,5
10391,4,1,2
10392,4,3,12
10393,4,1,3
10394,4,0,3
10395,4,3,8
10396,4,2,5
10397,4,3,16
10398,4,0,2
10399,4,2,9
10400,4,0,5
10401,4,1,2
10402,4,1,4
10403,4,1,4
10404,4,2,16
10405,4,0,3
10406,4,1,5
10407,4,3,7
10408,4,1,2
10409,4,3,11
10410,4,2,4
10411,4,3,9
10412,4,2,8
10413,4,0,2
10414,4,1,3
10415,4,0,2
10416,4,2,11
10417,4,2,4
10418,4,2,9
10420,4,2,4
10421,4,1,7
