id,set,human_score,mean_word
17939,7,22,10.3333333333
17940,7,8,10.0
17941,7,15,20.0
17942,7,20,19.3333333333
17943,7,10,33.4
17944,7,18,12.5
17945,7,18,21.5
17946,7,14,15.2
17947,7,23,10.0303030303
17949,7,6,31.0
17950,7,11,10.6666666667
17951,7,9,21.6666666667
17952,7,21,20.3
17953,7,16,15.2
17954,7,11,10.7333333333
17955,7,20,24.1666666667
17957,7,8,80.0
17959,7,7,16.8
17961,7,17,16.6
17962,7,14,15.0
17963,7,22,33.2142857143
17964,7,21,7.85
17965,7,12,13.9166666667
17966,7,18,13.4285714286
17967,7,12,16.8888888889
17968,7,19,15.4444444444
17969,7,16,15.125
17970,7,11,11.2
17971,7,18,16.0
17973,7,15,71.0
17974,7,17,9.5
17975,7,16,13.1875
17976,7,9,12.7777777778
17977,7,16,18.25
17978,7,9,7.6
17979,7,17,45.0
17980,7,24,13.2666666667
17981,7,11,11.1538461538
17982,7,9,11.375
17983,7,18,12.0833333333
17984,7,18,9.5
17985,7,14,15.5714285714
17986,7,17,11.347826087
17987,7,18,19.3636363636
17988,7,15,13.625
17989,7,13,10.8571428571
17990,7,11,8.45833333333
17991,7,24,12.7307692308
17992,7,7,9.66666666667
17993,7,17,22.2857142857
17996,7,11,28.6666666667
17997,7,16,22.0
17998,7,17,12.5384615385
18000,7,22,12.2916666667
18001,7,12,11.1666666667
18002,7,12,29.8571428571
18004,7,16,8.95
18005,7,20,16.7857142857
18006,7,16,13.0
18008,7,15,16.75
18011,7,8,29.0
18012,7,17,16.3333333333
18013,7,13,23.0
18014,7,20,11.0769230769
18015,7,14,86.3333333333
18016,7,24,6.82926829268
18017,7,17,10.55
18018,7,12,8.75
18019,7,20,15.5555555556
18020,7,13,8.91666666667
18021,7,16,20.6
18022,7,18,14.8
18023,7,12,14.8181818182
18025,7,21,19.8181818182
18026,7,19,12.9
18028,7,23,21.8888888889
18029,7,17,21.3333333333
18030,7,21,17.0
18031,7,9,12.1666666667
18032,7,15,16.5
18033,7,12,10.625
18034,7,24,14.5172413793
18035,7,16,15.4
18036,7,8,12.75
18037,7,13,22.75
18038,7,21,11.6666666667
18039,7,16,32.5
18040,7,9,20.0
18041,7,17,12.4285714286
18042,7,16,14.0
18043,7,7,11.8333333333
18044,7,16,12.0
18045,7,19,17.4705882353
18046,7,8,24.0
18047,7,22,14.8
18048,7,18,13.75
18049,7,18,40.1666666667
18050,7,8,67.0
18051,7,18,13.3846153846
18052,7,17,20.9
18053,7,24,10.380952381
18054,7,12,22.2857142857
18055,7,16,10.25
18056,7,22,11.3214285714
18057,7,14,21.1666666667
18058,7,18,13.1666666667
18060,7,8,47.0
18061,7,15,16.6923076923
18062,7,17,12.5454545455
18064,7,17,13.5454545455
18065,7,14,11.1764705882
18066,7,23,13.0
18067,7,17,9.83333333333
18068,7,24,10.5517241379
18070,7,20,14.125
18071,7,16,14.3333333333
18072,7,15,14.0
18073,7,18,10.8
18074,7,17,52.4
18075,7,16,12.2307692308
18076,7,13,31.8571428571
18077,7,18,12.0
18078,7,19,8.11111111111
18079,7,22,23.0625
18080,7,8,21.625
18081,7,23,17.3
18082,7,14,46.3333333333
18083,7,14,12.4444444444
18084,7,15,18.0
18086,7,15,11.3333333333
18087,7,19,11.0666666667
18088,7,6,13.0
18089,7,21,14.2857142857
18090,7,16,66.8
18091,7,7,23.5
18092,7,16,17.6
18093,7,14,13.0
18094,7,17,10.0
18095,7,15,11.5294117647
18096,7,16,16.6666666667
18097,7,17,7.875
18098,7,22,14.75
18099,7,17,10.6842105263
18100,7,18,13.9047619048
18102,7,13,10.6
18103,7,11,17.6
18105,7,17,19.875
18106,7,16,29.3333333333
18107,7,13,15.5454545455
18108,7,11,52.0
18109,7,8,19.5
18110,7,20,16.1666666667
18112,7,17,10.2222222222
18114,7,18,17.2222222222
18115,7,15,18.1111111111
18116,7,20,15.3333333333
18117,7,19,14.6
18118,7,10,34.1428571429
18119,7,16,23.1538461538
18120,7,18,14.8
18121,7,14,11.2142857143
18123,7,12,20.6
18124,7,15,12.6923076923
18126,7,6,14.6666666667
18127,7,18,22.9166666667
18128,7,17,19.0
18129,7,13,12.2
18130,7,17,15.5
18131,7,15,14.8333333333
18132,7,18,11.7222222222
18133,7,13,9.0
18134,7,12,12.3076923077
18135,7,12,18.5714285714
18136,7,14,29.0
18137,7,15,13.7142857143
18138,7,12,8.47727272727
18140,7,18,14.8888888889
18141,7,15,17.3157894737
18142,7,21,14.3636363636
18143,7,13,12.7692307692
18144,7,16,15.75
18146,7,21,15.0
18147,7,16,20.1666666667
18148,7,18,12.3125
18149,7,10,30.0
18150,7,14,15.375
18151,7,16,11.4615384615
18152,7,6,13.5
18153,7,24,16.8333333333
18154,7,13,8.71428571429
18156,7,18,18.0
18159,7,18,17.25
18160,7,23,12.5
18161,7,4,20.4
18162,7,19,10.6538461538
18163,7,16,14.5555555556
18164,7,19,17.6363636364
18165,7,17,19.5
18166,7,17,11.0588235294
18167,7,7,14.3333333333
18168,7,17,9.5
18169,7,13,24.7142857143
18170,7,14,13.5
18171,7,17,8.53333333333
18172,7,23,8.875
18173,7,14,9.38461538462
18174,7,23,9.67741935484
18175,7,22,16.5384615385
18177,7,13,9.25
18178,7,22,20.3333333333
18179,7,5,7.8
18180,7,17,9.0
18181,7,17,14.6363636364
18182,7,17,17.0833333333
18183,7,16,17.0
18184,7,6,6.14285714286
18185,7,13,19.5
18186,7,14,14.0666666667
18187,7,21,13.2173913043
18189,7,22,11.95
18190,7,14,17.4285714286
18191,7,16,14.4285714286
18192,7,20,8.57894736842
18193,7,15,12.7
18194,7,13,13.1428571429
18195,7,9,35.3333333333
18196,7,8,60.5
18197,7,16,15.5
18198,7,20,16.6666666667
18200,7,19,26.0
18201,7,21,6.2
18202,7,21,11.1111111111
18203,7,7,9.0
18205,7,20,16.125
18206,7,16,25.6
18207,7,12,24.4
18208,7,17,7.625
18209,7,16,34.8
18210,7,18,11.0
18211,7,17,18.5
18212,7,14,10.3636363636
18213,7,22,10.0
18215,7,8,14.625
18217,7,17,9.28571428571
18218,7,16,16.4444444444
18219,7,7,41.25
18220,7,21,7.80769230769
18221,7,8,5.5
18222,7,24,10.347826087
18223,7,20,12.7272727273
18225,7,19,22.0
18226,7,21,13.2222222222
18227,7,18,13.5625
18228,7,12,16.5
18229,7,24,12.04
18230,7,17,14.0588235294
18231,7,23,11.8666666667
18232,7,20,18.4545454545
18233,7,10,10.1
18234,7,21,11.7333333333
18235,7,18,17.2380952381
18236,7,20,15.2222222222
18237,7,18,11.8181818182
18238,7,16,8.41666666667
18239,7,7,8.83333333333
18240,7,16,25.0
18241,7,20,16.9166666667
18242,7,16,10.0909090909
18243,7,24,17.5185185185
18244,7,14,23.875
18245,7,9,6.53846153846
18246,7,17,17.1111111111
18247,7,10,24.25
18248,7,11,10.0
18249,7,13,37.5
18250,7,23,13.4545454545
18251,7,11,9.18181818182
18252,7,14,13.8125
18253,7,12,10.7142857143
18254,7,17,8.42857142857
18255,7,20,11.8125
18256,7,22,13.3157894737
18257,7,20,15.125
18258,7,9,13.0
18259,7,9,43.5
18260,7,13,15.4
18261,7,20,31.0
18262,7,14,15.6
18263,7,11,87.0
18264,7,16,21.875
18265,7,15,12.875
18266,7,21,13.24
18267,7,11,11.8
18268,7,8,11.0
18269,7,14,7.63636363636
18271,7,20,13.2222222222
18272,7,11,12.1428571429
18273,7,18,13.1538461538
18275,7,20,19.7058823529
18276,7,18,13.0909090909
18277,7,18,15.8333333333
18278,7,13,7.33333333333
18279,7,23,16.5882352941
18280,7,16,9.5
18281,7,24,25.5555555556
18282,7,20,17.9
18283,7,20,10.619047619
18284,7,11,13.5454545455
18285,7,16,13.2857142857
18286,7,20,11.6153846154
18287,7,18,20.5
18288,7,10,20.5
18289,7,17,12.5
18290,7,10,10.875
18291,7,22,17.4545454545
18292,7,16,13.8571428571
18293,7,11,9.4
18294,7,16,23.7857142857
18295,7,16,11.5
18296,7,8,20.5
18297,7,21,49.625
18298,7,16,10.4444444444
18300,7,13,18.8571428571
18301,7,14,9.7
18302,7,16,50.0
18303,7,18,14.0833333333
18304,7,13,16.8888888889
18305,7,18,18.5
18306,7,10,17.5555555556
18307,7,19,13.75
18308,7,12,12.875
18309,7,17,10.1538461538
18310,7,7,16.5555555556
18311,7,24,9.27777777778
18312,7,21,13.0526315789
18314,7,24,10.9583333333
18317,7,16,19.7142857143
18318,7,14,10.2222222222
18319,7,24,11.5135135135
18320,7,12,16.8333333333
18321,7,14,10.7142857143
18322,7,17,11.3333333333
18324,7,24,11.0476190476
18325,7,13,17.75
18326,7,11,16.4117647059
18327,7,17,12.6470588235
18329,7,14,15.8571428571
18330,7,6,11.4
18331,7,10,15.75
18332,7,22,18.5
18333,7,16,22.3333333333
18334,7,16,12.9
18335,7,16,15.2
18336,7,19,14.5555555556
18337,7,21,13.4285714286
18338,7,20,10.3157894737
18339,7,24,22.3846153846
18340,7,16,16.0625
18341,7,22,15.375
18342,7,16,17.0
18343,7,13,15.0
18344,7,16,15.6875
18345,7,19,21.5
18346,7,17,12.4666666667
18347,7,14,6.85714285714
18348,7,5,3.66666666667
18349,7,19,18.7777777778
18350,7,12,12.2857142857
18352,7,17,10.5
18353,7,17,8.76923076923
18354,7,11,20.5
18355,7,7,18.4
18356,7,17,13.5833333333
18357,7,16,11.0
18358,7,15,12.125
18361,7,9,9.28571428571
18362,7,24,11.96
18363,7,24,13.7222222222
18364,7,14,32.6666666667
18365,7,12,14.25
18366,7,16,15.5
18367,7,18,19.4
18368,7,15,16.6363636364
18369,7,20,10.4347826087
18370,7,8,14.3333333333
18371,7,18,13.6875
18373,7,14,11.2857142857
18374,7,8,16.3333333333
18375,7,8,15.75
18376,7,13,20.0
18377,7,24,18.5
18378,7,18,23.7
18379,7,11,22.4
18380,7,18,16.8461538462
18381,7,20,13.0
18383,7,11,28.0
18384,7,13,70.0
18386,7,23,18.9285714286
18387,7,17,12.125
18388,7,22,14.8333333333
18389,7,17,8.44827586207
18390,7,16,21.75
18391,7,19,22.6666666667
18392,7,15,13.6111111111
18393,7,20,17.25
18394,7,16,16.0
18395,7,24,12.2380952381
18396,7,17,12.9285714286
18398,7,19,12.5714285714
18399,7,22,15.1666666667
18401,7,18,22.7777777778
18402,7,8,18.0
18403,7,12,7.4375
18404,7,16,13.5714285714
18405,7,14,24.6
18406,7,18,22.0909090909
18407,7,21,9.0
18408,7,24,16.5555555556
18409,7,14,12.0
18411,7,10,14.2857142857
18412,7,14,11.3333333333
18413,7,18,15.9166666667
18414,7,8,7.16666666667
18415,7,14,40.75
18416,7,19,15.875
18417,7,10,13.0
18418,7,18,17.1666666667
18419,7,23,10.8620689655
18421,7,14,19.0
18422,7,23,18.3076923077
18423,7,18,12.9230769231
18424,7,17,9.2
18426,7,10,14.0
18427,7,16,20.0
18428,7,14,15.7142857143
18429,7,15,12.8461538462
18430,7,19,12.9285714286
18432,7,15,17.7142857143
18433,7,19,13.9285714286
18434,7,17,19.8
18435,7,18,13.1333333333
18436,7,8,17.8
18438,7,22,20.5384615385
18441,7,8,8.8
18442,7,23,9.2380952381
18444,7,12,14.2
18445,7,9,13.1818181818
18446,7,7,69.0
18448,7,19,13.76
18449,7,16,10.6666666667
18450,7,20,10.7857142857
18451,7,18,9.38095238095
18453,7,16,12.7
18454,7,24,12.8571428571
18455,7,7,9.2
18456,7,11,14.125
18458,7,21,14.8
18459,7,18,14.0909090909
18460,7,15,9.875
18461,7,12,10.5
18463,7,6,17.0
18464,7,16,21.875
18465,7,18,11.0909090909
18466,7,12,51.0
18467,7,21,16.7058823529
18468,7,10,10.0
18471,7,20,23.2
18472,7,14,13.1818181818
18473,7,24,10.2272727273
18474,7,22,13.7826086957
18475,7,18,20.5555555556
18476,7,20,10.71875
18477,7,22,13.7222222222
18478,7,14,9.3
18479,7,23,22.6
18480,7,17,13.8571428571
18481,7,9,14.3333333333
18482,7,24,18.0
18484,7,12,16.4
18485,7,16,13.1111111111
18488,7,9,7.5
18489,7,21,29.1
18490,7,14,11.7142857143
18491,7,16,14.75
18492,7,17,10.875
18494,7,18,17.3076923077
18495,7,16,24.3333333333
18496,7,6,55.0
18497,7,18,21.25
18498,7,18,9.06451612903
18499,7,24,11.1935483871
18500,7,20,10.6363636364
18501,7,9,27.5
18502,7,17,11.1578947368
18503,7,16,20.1666666667
18504,7,5,17.5
18505,7,13,11.3333333333
18506,7,12,16.0
18507,7,22,7.64
18508,7,18,8.72727272727
18509,7,11,17.75
18510,7,16,28.25
18511,7,7,9.11111111111
18512,7,12,19.3333333333
18513,7,17,10.5
18514,7,13,14.1428571429
18515,7,24,9.63333333333
18516,7,14,26.6666666667
18517,7,14,20.5714285714
18518,7,12,7.68421052632
18519,7,16,15.875
18520,7,19,12.0
18521,7,20,14.0
18522,7,8,12.0
18523,7,21,11.05
18524,7,16,20.3636363636
18525,7,21,9.95652173913
18526,7,16,10.7142857143
18527,7,14,9.0
18528,7,23,13.2631578947
18529,7,10,16.6666666667
18530,7,16,18.7142857143
18531,7,9,20.8333333333
18533,7,9,7.83333333333
18534,7,20,13.7692307692
18535,7,10,23.0
18536,7,24,17.2631578947
18537,7,10,55.5
18538,7,18,17.5
18539,7,10,19.75
18540,7,16,10.5
18541,7,23,12.9
18542,7,23,14.25
18544,7,16,14.4
18545,7,12,16.2
18546,7,15,29.6666666667
18547,7,9,12.0
18548,7,10,8.66666666667
18549,7,20,14.375
18550,7,13,21.2
18551,7,9,7.71428571429
18552,7,11,21.2727272727
18553,7,11,16.25
18554,7,16,9.21739130435
18556,7,20,20.8260869565
18557,7,17,9.0
18558,7,23,12.7894736842
18559,7,19,8.73333333333
18560,7,23,10.0606060606
18561,7,19,19.6
18562,7,19,14.0476190476
18563,7,16,11.8823529412
18564,7,15,16.0
18565,7,13,11.7
18566,7,24,10.3529411765
18567,7,24,21.9285714286
18569,7,22,21.0
18570,7,24,14.8888888889
18571,7,13,8.94444444444
18572,7,13,19.3333333333
18573,7,22,9.05263157895
18574,7,12,36.0
18575,7,15,9.7
18576,7,16,13.3333333333
18577,7,18,14.0625
18578,7,16,5.4375
18579,7,18,14.5454545455
18580,7,22,10.2
18581,7,19,13.9333333333
18582,7,19,27.4285714286
18583,7,17,7.58333333333
18584,7,21,12.5833333333
18586,7,11,20.4
18587,7,16,24.0
18588,7,23,11.4137931034
18590,7,15,11.7368421053
18591,7,24,15.9642857143
18592,7,8,6.3
18593,7,22,13.2173913043
18594,7,17,14.0909090909
18595,7,11,8.85714285714
18596,7,23,13.3846153846
18597,7,18,13.3333333333
18598,7,17,16.3333333333
18599,7,20,16.1764705882
18600,7,24,8.08695652174
18601,7,17,15.6
18602,7,17,20.5625
18603,7,16,14.0
18604,7,21,12.5
18605,7,22,15.1
18606,7,16,19.2222222222
18607,7,17,12.3636363636
18608,7,16,12.4482758621
18609,7,11,14.1111111111
18610,7,10,16.8
18611,7,14,22.8
18612,7,12,8.375
18613,7,16,12.4
18614,7,18,18.8
18615,7,17,13.0769230769
18616,7,24,16.5517241379
18617,7,21,19.0
18618,7,19,11.8666666667
18619,7,18,12.5833333333
18620,7,15,10.5
18621,7,12,10.25
18622,7,11,15.25
18624,7,17,9.46666666667
18626,7,14,15.0833333333
18627,7,17,13.5555555556
18628,7,19,12.5
18629,7,16,11.7777777778
18630,7,16,9.6
18631,7,24,14.9375
18632,7,17,28.6
18633,7,11,10.6363636364
18634,7,9,11.8333333333
18635,7,14,9.22222222222
18636,7,24,14.380952381
18637,7,21,12.9375
18638,7,13,12.9090909091
18639,7,14,15.2222222222
18640,7,18,12.1538461538
18641,7,17,20.1818181818
18642,7,16,19.6666666667
18643,7,15,21.625
18644,7,17,13.5333333333
18645,7,9,13.1428571429
18646,7,20,11.7692307692
18647,7,18,11.6363636364
18648,7,18,13.4615384615
18649,7,18,31.1
18650,7,22,14.2307692308
18651,7,21,18.3636363636
18652,7,23,17.7083333333
18653,7,23,9.71428571429
18654,7,16,9.18181818182
18655,7,21,18.8888888889
18656,7,24,15.2222222222
18657,7,23,13.6666666667
18658,7,7,13.75
18659,7,14,16.2222222222
18660,7,16,24.5
18661,7,17,13.6666666667
18662,7,18,11.1666666667
18663,7,16,11.9
18664,7,19,11.2173913043
18666,7,14,20.2
18667,7,21,10.7222222222
18668,7,20,11.76
18669,7,16,21.6
18670,7,13,14.1428571429
18671,7,20,19.8888888889
18672,7,17,22.3636363636
18674,7,18,12.6
18675,7,14,19.2
18676,7,24,11.0454545455
18677,7,17,52.5
18678,7,11,22.25
18680,7,8,7.0
18681,7,23,10.4210526316
18682,7,22,11.7333333333
18683,7,15,11.4
18684,7,17,15.125
18685,7,20,10.5714285714
18686,7,18,10.7272727273
18688,7,8,23.3333333333
18689,7,8,11.0
18690,7,11,12.8888888889
18691,7,22,10.0714285714
18693,7,12,16.0
18694,7,20,13.2
18695,7,17,21.0
18696,7,20,10.3333333333
18697,7,20,23.2727272727
18698,7,13,18.2222222222
18700,7,14,14.5
18701,7,24,9.45
18702,7,23,12.4444444444
18703,7,14,18.875
18704,7,16,6.94117647059
18705,7,20,16.9230769231
18706,7,8,26.75
18707,7,20,38.6
18708,7,18,11.4666666667
18709,7,19,12.5384615385
18710,7,13,17.4
18711,7,10,17.4
18712,7,14,26.0
18713,7,12,13.9
18714,7,14,16.6
18715,7,20,16.1666666667
18716,7,18,17.9411764706
18717,7,12,18.5833333333
18718,7,7,5.2
18719,7,8,14.5
18720,7,10,13.0
18721,7,15,16.0
18722,7,24,11.875
18723,7,16,16.6666666667
18724,7,24,14.6666666667
18725,7,20,23.875
18726,7,20,13.68
18727,7,9,16.0
18729,7,16,15.7777777778
18730,7,18,10.0967741935
18731,7,15,10.6
18732,7,16,8.85714285714
18733,7,22,10.6666666667
18734,7,4,24.0
18736,7,16,24.4285714286
18737,7,15,8.0
18738,7,16,15.0
18739,7,8,16.5
18740,7,20,12.5555555556
18741,7,24,12.9565217391
18742,7,12,15.0
18743,7,9,10.9090909091
18744,7,12,15.8
18745,7,18,13.6363636364
18747,7,7,10.25
18748,7,16,16.2
18749,7,13,10.5454545455
18750,7,6,9.66666666667
18751,7,23,10.5238095238
18752,7,14,9.6
18753,7,10,18.0
18754,7,18,17.1111111111
18756,7,21,13.0909090909
18757,7,17,27.75
18758,7,13,15.1666666667
18759,7,23,10.7333333333
18760,7,16,16.5
18761,7,20,12.8571428571
18762,7,17,13.4444444444
18763,7,16,12.8571428571
18764,7,9,10.6666666667
18765,7,18,10.6071428571
18766,7,9,12.4285714286
18767,7,13,10.8333333333
18768,7,11,49.3333333333
18769,7,12,20.0
18770,7,22,10.5555555556
18771,7,21,17.5454545455
18772,7,17,12.1
18773,7,14,14.1538461538
18774,7,16,25.0
18775,7,24,14.625
18776,7,23,15.4705882353
18777,7,13,12.5
18778,7,24,13.7142857143
18779,7,18,13.1538461538
18780,7,15,11.95
18781,7,12,25.6666666667
18782,7,14,13.0769230769
18783,7,9,15.5714285714
18784,7,16,10.6666666667
18785,7,8,14.3333333333
18786,7,23,8.71428571429
18787,7,16,16.5
18788,7,24,20.0526315789
18789,7,19,8.9
18790,7,16,29.2857142857
18791,7,23,15.0833333333
18792,7,16,18.5555555556
18793,7,24,14.5
18794,7,7,14.5
18795,7,10,10.8181818182
18796,7,17,27.5714285714
18797,7,10,10.0
18798,7,19,12.2727272727
18799,7,20,15.9166666667
18800,7,17,16.5
18801,7,17,9.0
18802,7,11,9.15384615385
18803,7,15,9.0
18804,7,9,11.3636363636
18805,7,19,53.6
18806,7,20,12.2727272727
18807,7,7,12.3333333333
18808,7,12,12.0
18809,7,24,9.95238095238
18810,7,20,29.7142857143
18811,7,19,15.9230769231
18812,7,14,14.8333333333
18813,7,10,191.0
18814,7,20,14.2222222222
18815,7,17,11.875
18816,7,17,12.2307692308
18817,7,20,11.7058823529
18818,7,24,12.1666666667
18819,7,16,14.8888888889
18820,7,19,12.1764705882
18821,7,23,14.8125
18822,7,6,20.0
18823,7,16,7.69230769231
18824,7,14,24.3333333333
18825,7,21,13.2413793103
18826,7,24,11.3
18827,7,16,35.0
18829,7,16,12.1764705882
18830,7,13,16.0
18831,7,18,9.84210526316
18832,7,24,20.875
18833,7,19,12.2
18834,7,17,11.3846153846
18835,7,22,16.6875
18836,7,17,19.3333333333
18837,7,19,10.6666666667
18839,7,22,12.6470588235
18840,7,12,10.1428571429
18841,7,15,23.0
18842,7,22,14.68
18843,7,17,16.6923076923
18844,7,10,28.0
18845,7,16,15.5
18847,7,18,14.5
18848,7,24,21.625
18849,7,18,18.0
18851,7,21,26.5833333333
18852,7,10,19.8888888889
18853,7,23,13.4166666667
18854,7,17,47.3333333333
18855,7,14,15.3333333333
18856,7,11,24.0
18857,7,24,13.1470588235
18858,7,10,14.125
18859,7,6,24.5
18860,7,20,13.1428571429
18861,7,17,17.1
18862,7,14,11.25
18863,7,16,15.1333333333
18864,7,21,17.5555555556
18865,7,13,14.0
18868,7,24,12.1724137931
18870,7,17,12.375
18871,7,15,13.6666666667
18872,7,19,8.15789473684
18873,7,15,27.4
18874,7,20,13.2
18875,7,17,23.6
18876,7,4,7.5
18877,7,17,24.4
18878,7,15,45.6666666667
18879,7,17,16.2352941176
18880,7,18,18.8
18881,7,17,12.1428571429
18882,7,14,19.8888888889
18883,7,15,8.5
18884,7,20,84.0
18885,7,9,10.3333333333
18886,7,20,14.0
18887,7,17,12.5
18888,7,16,9.5
18889,7,24,11.1
18890,7,20,19.1578947368
18891,7,12,12.2857142857
18892,7,17,12.0714285714
18894,7,14,9.75
18895,7,13,13.8461538462
18896,7,16,24.6666666667
18897,7,22,10.1304347826
18898,7,19,11.4
18899,7,15,14.7142857143
18900,7,16,10.9047619048
18901,7,17,14.6111111111
18902,7,9,9.66666666667
18903,7,10,38.5
18904,7,14,13.2857142857
18905,7,14,16.25
18906,7,15,14.8333333333
18907,7,23,7.97058823529
18908,7,18,13.55
18909,7,18,14.5
18910,7,20,17.6666666667
18911,7,7,23.6666666667
18912,7,20,11.9090909091
18913,7,12,10.1666666667
18914,7,16,17.75
18915,7,19,10.6
18916,7,10,9.14285714286
18917,7,21,20.875
18919,7,13,24.7142857143
18920,7,10,10.3333333333
18921,7,17,11.5
18922,7,13,32.0
18923,7,19,19.1666666667
18924,7,10,17.1428571429
18925,7,17,10.2222222222
18926,7,18,22.8461538462
18927,7,13,26.1666666667
18928,7,19,10.0
18929,7,14,20.1
18930,7,11,17.3333333333
18931,7,13,10.0
18932,7,16,15.875
18933,7,16,58.75
18934,7,17,14.8571428571
18935,7,15,14.1428571429
18936,7,15,16.8888888889
18937,7,10,17.3333333333
18938,7,17,51.8
18939,7,10,12.2222222222
18940,7,18,10.7058823529
18941,7,19,17.7333333333
18942,7,20,15.8
18943,7,24,7.33333333333
18944,7,12,12.8333333333
18945,7,24,13.0416666667
18946,7,24,8.28571428571
18947,7,22,9.95238095238
18949,7,16,16.1
18950,7,17,12.7142857143
18951,7,17,16.0
18952,7,10,18.0
18954,7,22,13.5714285714
18955,7,17,24.1666666667
18956,7,8,12.75
18957,7,17,10.7857142857
18958,7,2,7.5
18959,7,21,14.25
18960,7,24,10.9375
18961,7,9,13.0
18962,7,20,9.8
18963,7,22,42.5
18964,7,23,12.275862069
18965,7,12,8.71428571429
18967,7,15,15.5555555556
18968,7,16,15.4444444444
18969,7,22,24.1538461538
18970,7,11,22.25
18971,7,14,11.0
18972,7,17,10.875
18973,7,12,13.9166666667
18974,7,24,13.6315789474
18976,7,10,11.6666666667
18977,7,19,16.8181818182
18978,7,24,14.8928571429
18979,7,18,17.8461538462
18980,7,7,13.5
18981,7,13,29.6666666667
18982,7,19,9.58823529412
18983,7,24,15.8947368421
18984,7,7,17.6666666667
18985,7,20,7.41666666667
18986,7,17,16.3
18987,7,19,13.7692307692
18988,7,19,14.2857142857
18989,7,19,11.5833333333
18990,7,17,11.0
18991,7,17,10.875
18993,7,13,10.1111111111
18994,7,9,35.3333333333
18995,7,16,47.0
18996,7,12,26.4
18997,7,6,14.3333333333
18998,7,13,86.3333333333
18999,7,15,14.7272727273
19000,7,18,13.25
19001,7,16,27.5
19002,7,19,10.4
19003,7,22,20.0454545455
19004,7,11,9.55555555556
19005,7,16,10.8888888889
19006,7,17,9.22727272727
19007,7,17,10.7142857143
19008,7,12,10.5625
19009,7,15,18.8888888889
19010,7,3,2.5
19011,7,14,10.2
19012,7,19,13.4545454545
19013,7,16,15.037037037
19015,7,15,15.4166666667
19017,7,16,16.6666666667
19018,7,17,11.2105263158
19020,7,16,31.3333333333
19022,7,17,10.5
19023,7,17,9.0
19024,7,13,26.5
19025,7,16,17.0
19026,7,21,13.2666666667
19027,7,11,9.17647058824
19028,7,14,17.3333333333
19029,7,24,11.46875
19030,7,21,25.5
19031,7,21,12.5142857143
19032,7,12,7.875
19033,7,10,28.0
19034,7,20,12.3333333333
19035,7,16,17.3333333333
19036,7,12,77.5
19037,7,16,19.8571428571
19038,7,15,12.8235294118
19039,7,18,12.5714285714
19041,7,16,39.4
19042,7,10,25.6666666667
19044,7,7,60.0
19046,7,15,21.7
19047,7,13,11.8571428571
19048,7,9,13.6666666667
19049,7,22,16.9411764706
19050,7,19,15.375
19051,7,19,9.53846153846
19052,7,24,16.4210526316
19054,7,21,16.9090909091
19055,7,16,14.875
