id,set,human_score,vocabulory_score
9538,4,2,46
9539,4,2,41
9540,4,0,18
9541,4,3,30
9542,4,1,10
9543,4,1,25
9544,4,0,8
9545,4,0,26
9546,4,1,16
9547,4,2,39
9548,4,1,24
9549,4,1,25
9550,4,3,43
9551,4,3,48
9552,4,2,41
9553,4,2,53
9554,4,1,33
9555,4,2,31
9556,4,2,58
9557,4,1,42
9558,4,3,88
9559,4,2,41
9560,4,1,38
9561,4,2,32
9562,4,3,51
9563,4,1,35
9564,4,0,33
9565,4,0,11
9566,4,1,24
9567,4,3,76
9568,4,0,10
9569,4,3,62
9570,4,2,52
9571,4,3,65
9572,4,1,32
9573,4,2,33
9574,4,2,65
9575,4,1,22
9576,4,2,31
9577,4,0,10
9578,4,2,49
9579,4,0,24
9580,4,1,23
9581,4,0,8
9582,4,0,15
9583,4,0,17
9584,4,2,24
9585,4,1,10
9586,4,1,12
9587,4,2,39
9588,4,2,51
9589,4,2,58
9590,4,2,32
9591,4,0,28
9592,4,0,29
9593,4,1,23
9594,4,3,85
9595,4,2,53
9596,4,1,49
9597,4,2,43
9598,4,2,42
9599,4,1,18
9600,4,2,31
9601,4,0,18
9602,4,1,19
9603,4,2,57
9604,4,1,34
9605,4,1,20
9606,4,2,71
9607,4,3,73
9608,4,3,56
9609,4,0,59
9610,4,2,42
9611,4,1,21
9612,4,0,10
9613,4,2,67
9614,4,1,11
9615,4,2,37
9616,4,1,40
9617,4,2,55
9618,4,3,89
9619,4,2,43
9620,4,1,14
9621,4,0,35
9622,4,2,34
9623,4,1,15
9624,4,3,61
9625,4,3,46
9626,4,0,14
9627,4,2,80
9628,4,2,55
9629,4,0,38
9630,4,2,43
9631,4,2,47
9632,4,0,26
9633,4,1,13
9634,4,1,20
9635,4,1,16
9636,4,2,26
9637,4,0,6
9638,4,2,32
9639,4,1,34
9640,4,2,32
9641,4,2,17
9642,4,2,40
9643,4,2,47
9644,4,0,34
9645,4,2,38
9646,4,0,17
9647,4,1,58
9648,4,3,59
9649,4,1,39
9650,4,2,46
9651,4,1,31
9652,4,0,75
9653,4,0,4
9654,4,1,31
9655,4,0,16
9656,4,1,30
9657,4,1,20
9658,4,2,44
9659,4,3,45
9660,4,2,77
9661,4,1,23
9662,4,1,23
9663,4,2,42
9664,4,0,6
9665,4,1,13
9666,4,1,27
9667,4,2,56
9668,4,1,17
9669,4,3,103
9670,4,3,80
9671,4,2,64
9672,4,1,32
9674,4,3,72
9675,4,1,29
9676,4,1,25
9677,4,1,24
9678,4,0,16
9679,4,0,14
9680,4,1,16
9681,4,1,14
9682,4,2,40
9683,4,2,43
9684,4,1,33
9685,4,1,23
9686,4,1,24
9687,4,1,30
9688,4,1,22
9689,4,2,34
9690,4,0,18
9691,4,0,11
9692,4,1,11
9693,4,1,9
9694,4,1,31
9695,4,0,29
9696,4,0,4
9697,4,1,4
9698,4,2,39
9699,4,2,44
9700,4,2,57
9701,4,1,19
9702,4,2,36
9703,4,0,9
9704,4,1,64
9705,4,2,68
9706,4,0,9
9707,4,2,56
9708,4,2,65
9709,4,3,77
9710,4,2,39
9711,4,2,39
9712,4,1,28
9713,4,1,33
9714,4,2,37
9715,4,3,47
9716,4,0,24
9717,4,2,47
9718,4,1,49
9719,4,1,43
9720,4,1,21
9721,4,1,12
9722,4,2,33
9723,4,3,40
9724,4,3,51
9725,4,1,36
9726,4,2,60
9727,4,3,97
9728,4,0,39
9729,4,1,38
9730,4,2,36
9731,4,2,28
9732,4,1,15
9733,4,2,42
9734,4,2,44
9735,4,1,14
9736,4,0,36
9737,4,1,34
9738,4,2,86
9739,4,2,58
9740,4,2,30
9741,4,3,71
9742,4,1,28
9743,4,3,49
9744,4,3,60
9745,4,1,36
9746,4,1,45
9747,4,0,11
9748,4,2,30
9749,4,1,25
9750,4,3,35
9751,4,1,45
9752,4,1,24
9753,4,2,32
9754,4,2,51
9755,4,1,92
9756,4,1,5
9757,4,1,19
9758,4,1,59
9759,4,2,20
9760,4,2,93
9761,4,2,34
9762,4,2,61
9763,4,0,30
9764,4,2,30
9765,4,1,21
9766,4,2,28
9767,4,2,57
9768,4,1,24
9769,4,0,5
9770,4,1,29
9771,4,2,38
9772,4,1,18
9773,4,1,25
9774,4,0,61
9775,4,1,6
9776,4,1,17
9777,4,2,38
9778,4,1,15
9779,4,1,20
9780,4,2,47
9781,4,2,34
9782,4,1,42
9783,4,3,50
9784,4,2,56
9785,4,1,20
9786,4,1,18
9787,4,2,30
9788,4,2,36
9789,4,2,45
9790,4,1,31
9791,4,3,52
9792,4,2,36
9793,4,1,19
9794,4,2,40
9795,4,2,37
9796,4,2,31
9797,4,1,31
9798,4,2,29
9799,4,2,41
9800,4,0,32
9801,4,2,40
9802,4,1,12
9803,4,1,40
9804,4,1,23
9805,4,2,39
9806,4,1,25
9807,4,0,10
9808,4,1,11
9809,4,1,42
9810,4,1,46
9811,4,3,70
9812,4,2,48
9813,4,2,64
9814,4,1,19
9815,4,1,10
9816,4,2,36
9817,4,1,29
9818,4,2,67
9819,4,2,31
9820,4,3,41
9821,4,3,79
9822,4,3,55
9823,4,1,26
9824,4,2,35
9825,4,0,8
9826,4,1,45
9827,4,1,55
9828,4,2,58
9829,4,3,77
9830,4,3,48
9831,4,2,31
9832,4,2,52
9833,4,3,75
9834,4,0,22
9835,4,1,33
9836,4,2,35
9837,4,0,4
9838,4,2,40
9839,4,1,21
9840,4,0,19
9841,4,3,53
9842,4,1,13
9843,4,2,37
9844,4,2,36
9845,4,1,21
9846,4,2,45
9847,4,3,72
9848,4,1,33
9849,4,1,30
9850,4,1,35
9851,4,1,19
9852,4,2,47
9853,4,1,30
9854,4,1,14
9855,4,2,38
9856,4,3,50
9857,4,0,16
9858,4,1,8
9859,4,2,49
9860,4,2,61
9861,4,3,37
9862,4,0,9
9863,4,1,22
9864,4,1,30
9865,4,2,54
9866,4,1,13
9867,4,0,23
9868,4,2,42
9869,4,1,20
9870,4,3,2
9871,4,0,12
9872,4,2,58
9873,4,3,61
9874,4,2,39
9875,4,2,56
9876,4,1,12
9877,4,1,18
9878,4,2,29
9879,4,1,8
9880,4,2,28
9881,4,1,52
9882,4,1,33
9883,4,1,34
9884,4,2,49
9885,4,0,16
9886,4,1,21
9887,4,0,30
9888,4,1,26
9889,4,1,27
9890,4,1,16
9891,4,1,34
9892,4,1,31
9893,4,2,45
9894,4,2,33
9895,4,1,16
9896,4,1,25
9897,4,1,16
9898,4,2,22
9899,4,2,28
9900,4,1,38
9901,4,2,48
9902,4,1,10
9903,4,2,54
9904,4,2,81
9905,4,1,13
9906,4,2,48
9907,4,2,46
9908,4,1,45
9909,4,2,63
9910,4,1,47
9911,4,3,65
9912,4,2,51
9913,4,0,9
9914,4,3,69
9915,4,0,16
9916,4,0,6
9917,4,3,69
9918,4,1,17
9919,4,3,40
9920,4,2,35
9921,4,1,23
9922,4,0,18
9923,4,1,18
9924,4,1,27
9925,4,2,72
9926,4,1,38
9927,4,3,35
9928,4,3,72
9929,4,1,19
9930,4,1,20
9931,4,1,5
9932,4,2,54
9933,4,1,34
9934,4,2,35
9935,4,2,56
9936,4,0,19
9937,4,3,69
9938,4,2,45
9939,4,2,34
9940,4,2,23
9941,4,1,20
9942,4,3,69
9943,4,0,34
9944,4,0,12
9945,4,1,28
9946,4,1,24
9947,4,1,28
9948,4,1,35
9949,4,2,26
9950,4,1,34
9951,4,1,36
9952,4,2,62
9953,4,2,51
9954,4,2,34
9955,4,0,22
9956,4,1,26
9957,4,2,45
9958,4,3,34
9959,4,1,19
9960,4,1,45
9961,4,2,39
9962,4,2,47
9963,4,2,51
9964,4,3,60
9965,4,1,30
9966,4,0,23
9967,4,3,93
9968,4,2,59
9969,4,2,49
9970,4,0,20
9971,4,1,11
9972,4,1,36
9973,4,0,32
9974,4,0,19
9975,4,2,48
9976,4,3,54
9977,4,0,5
9978,4,0,14
9979,4,2,36
9980,4,1,18
9981,4,3,57
9982,4,2,34
9983,4,2,87
9984,4,1,34
9985,4,0,11
9986,4,3,82
9987,4,1,11
9988,4,2,38
9989,4,1,14
9990,4,1,34
9991,4,3,40
9992,4,0,16
9993,4,1,44
9994,4,1,25
9995,4,2,55
9996,4,0,5
9997,4,1,20
9998,4,0,32
9999,4,3,50
10000,4,0,10
10002,4,2,49
10003,4,2,52
10004,4,3,77
10005,4,1,44
10006,4,2,32
10007,4,1,25
10008,4,1,26
10009,4,1,35
10010,4,1,23
10011,4,1,13
10012,4,2,28
10013,4,2,65
10014,4,0,13
10015,4,2,37
10016,4,2,42
10017,4,0,23
10018,4,0,27
10019,4,1,17
10020,4,2,31
10021,4,1,26
10022,4,1,11
10023,4,1,22
10024,4,1,32
10025,4,3,60
10026,4,2,33
10027,4,2,55
10028,4,1,34
10029,4,1,24
10030,4,0,1
10031,4,2,61
10032,4,3,52
10033,4,1,18
10034,4,2,54
10035,4,0,21
10036,4,1,14
10037,4,2,43
10038,4,1,21
10039,4,2,28
10040,4,3,62
10041,4,0,27
10042,4,0,16
10043,4,3,70
10044,4,1,6
10045,4,0,28
10046,4,1,31
10047,4,2,39
10048,4,2,48
10049,4,0,28
10050,4,2,41
10051,4,1,16
10052,4,1,38
10053,4,1,27
10054,4,3,40
10055,4,1,17
10056,4,1,23
10057,4,3,7
10058,4,1,72
10059,4,1,37
10060,4,2,45
10061,4,0,21
10062,4,0,5
10063,4,2,55
10064,4,1,10
10065,4,2,43
10066,4,3,90
10067,4,2,56
10068,4,3,61
10069,4,1,17
10070,4,1,11
10071,4,0,26
10072,4,2,46
10073,4,1,11
10074,4,1,30
10075,4,2,46
10076,4,1,29
10077,4,0,16
10078,4,2,29
10079,4,1,48
10080,4,1,29
10081,4,0,46
10082,4,2,39
10083,4,0,66
10084,4,3,55
10085,4,1,32
10086,4,1,22
10087,4,1,34
10088,4,2,60
10089,4,0,22
10090,4,3,56
10091,4,3,50
10092,4,3,73
10093,4,2,58
10094,4,0,19
10095,4,2,31
10096,4,1,37
10097,4,2,53
10098,4,2,39
10099,4,2,37
10100,4,1,27
10101,4,3,102
10102,4,1,42
10103,4,1,14
10104,4,1,35
10105,4,2,48
10106,4,0,19
10107,4,1,22
10108,4,3,64
10109,4,0,77
10110,4,1,36
10111,4,0,13
10112,4,1,25
10113,4,1,15
10114,4,1,30
10115,4,1,36
10116,4,0,25
10117,4,1,23
10118,4,2,30
10119,4,0,8
10120,4,2,43
10121,4,3,49
10122,4,2,34
10123,4,0,15
10124,4,1,22
10125,4,0,38
10126,4,0,12
10127,4,3,142
10128,4,1,55
10129,4,1,25
10130,4,1,42
10131,4,0,4
10132,4,3,61
10133,4,1,21
10134,4,3,48
10135,4,2,78
10136,4,3,52
10137,4,0,32
10138,4,0,8
10139,4,3,75
10140,4,1,11
10141,4,2,40
10142,4,3,47
10143,4,1,26
10144,4,2,31
10146,4,1,12
10147,4,1,72
10148,4,2,36
10149,4,1,11
10150,4,2,26
10151,4,2,60
10152,4,2,58
10154,4,2,43
10155,4,2,55
10156,4,1,40
10157,4,3,61
10158,4,3,43
10159,4,2,34
10160,4,3,64
10161,4,1,10
10162,4,2,47
10163,4,2,48
10164,4,0,21
10165,4,1,22
10166,4,2,42
10167,4,1,25
10168,4,0,13
10169,4,2,46
10170,4,2,25
10171,4,1,35
10172,4,2,38
10173,4,2,26
10174,4,1,20
10175,4,0,21
10176,4,1,17
10177,4,0,12
10178,4,2,59
10179,4,1,22
10180,4,0,26
10181,4,2,59
10182,4,0,22
10183,4,1,46
10184,4,3,79
10185,4,2,52
10186,4,0,59
10187,4,2,41
10188,4,2,34
10189,4,3,82
10190,4,1,35
10191,4,2,47
10192,4,1,34
10193,4,0,12
10194,4,1,56
10195,4,0,15
10196,4,1,26
10197,4,2,33
10198,4,2,61
10199,4,0,25
10200,4,3,69
10201,4,2,46
10202,4,0,23
10203,4,3,62
10204,4,2,79
10205,4,3,60
10206,4,0,20
10207,4,2,41
10208,4,3,63
10209,4,1,16
10210,4,0,23
10211,4,3,96
10212,4,1,22
10213,4,1,8
10214,4,2,34
10215,4,2,59
10216,4,0,55
10217,4,1,32
10218,4,1,29
10219,4,2,34
10220,4,1,13
10221,4,2,50
10222,4,0,25
10223,4,2,44
10224,4,2,33
10225,4,1,27
10226,4,1,44
10227,4,2,29
10228,4,3,55
10229,4,2,41
10230,4,1,18
10231,4,1,16
10232,4,0,9
10233,4,1,15
10234,4,1,17
10235,4,1,38
10236,4,3,61
10237,4,2,48
10238,4,0,16
10239,4,2,50
10240,4,1,24
10241,4,0,21
10242,4,1,12
10243,4,3,74
10244,4,1,29
10245,4,1,25
10246,4,1,32
10247,4,1,33
10248,4,0,18
10249,4,2,29
10250,4,2,31
10251,4,2,60
10252,4,0,5
10253,4,1,20
10254,4,0,14
10255,4,0,12
10256,4,0,17
10257,4,2,83
10258,4,3,61
10259,4,1,38
10260,4,1,15
10261,4,1,30
10262,4,0,16
10263,4,1,33
10264,4,3,57
10265,4,3,76
10266,4,2,49
10267,4,2,47
10268,4,0,10
10269,4,0,22
10270,4,3,86
10271,4,2,52
10272,4,1,33
10273,4,2,32
10274,4,1,26
10275,4,2,49
10276,4,2,55
10277,4,2,53
10278,4,2,42
10279,4,2,36
10280,4,2,58
10281,4,3,53
10282,4,0,15
10283,4,2,45
10284,4,3,46
10285,4,0,3
10286,4,2,60
10287,4,1,23
10288,4,0,68
10289,4,0,10
10290,4,2,21
10291,4,2,30
10292,4,1,55
10293,4,3,53
10294,4,1,41
10295,4,1,37
10296,4,1,25
10297,4,0,14
10298,4,3,54
10299,4,1,24
10300,4,1,23
10301,4,0,15
10302,4,2,58
10303,4,2,49
10304,4,1,37
10305,4,3,80
10306,4,1,10
10307,4,2,41
10308,4,3,60
10309,4,1,21
10310,4,1,30
10311,4,0,19
10312,4,0,14
10313,4,0,23
10314,4,1,26
10315,4,1,17
10316,4,1,20
10317,4,1,24
10318,4,2,46
10319,4,2,58
10320,4,3,65
10321,4,3,62
10322,4,0,48
10323,4,3,67
10324,4,2,65
10325,4,2,36
10326,4,1,22
10327,4,3,60
10328,4,0,11
10329,4,0,25
10330,4,1,22
10331,4,0,5
10332,4,2,26
10333,4,1,19
10334,4,1,37
10335,4,2,51
10336,4,2,38
10337,4,1,33
10338,4,3,58
10339,4,1,25
10340,4,1,21
10341,4,1,15
10342,4,1,15
10343,4,1,32
10344,4,2,52
10345,4,1,22
10346,4,1,21
10347,4,0,31
10348,4,0,17
10349,4,1,17
10350,4,3,51
10351,4,2,51
10352,4,1,33
10353,4,0,23
10354,4,2,43
10355,4,0,20
10356,4,2,47
10357,4,0,57
10358,4,1,18
10359,4,0,13
10360,4,0,20
10361,4,3,55
10362,4,1,24
10363,4,1,22
10364,4,1,66
10365,4,0,18
10366,4,2,32
10367,4,2,71
10368,4,3,42
10369,4,0,23
10370,4,1,38
10371,4,1,64
10372,4,3,67
10373,4,1,14
10374,4,0,17
10375,4,2,54
10376,4,0,16
10377,4,2,32
10378,4,1,40
10379,4,3,73
10380,4,0,26
10381,4,2,25
10382,4,2,34
10383,4,1,57
10384,4,0,23
10385,4,0,6
10386,4,3,100
10387,4,2,44
10388,4,1,20
10389,4,2,42
10390,4,1,17
10391,4,1,21
10392,4,3,53
10393,4,1,9
10394,4,0,11
10395,4,3,45
10396,4,2,39
10397,4,3,114
10398,4,0,29
10399,4,2,26
10400,4,0,25
10401,4,1,23
10402,4,1,34
10403,4,1,18
10404,4,2,74
10405,4,0,16
10406,4,1,39
10407,4,3,77
10408,4,1,20
10409,4,3,63
10410,4,2,26
10411,4,3,60
10412,4,2,45
10413,4,0,8
10414,4,1,6
10415,4,0,14
10416,4,2,61
10417,4,2,31
10418,4,2,50
10420,4,2,23
10421,4,1,25
