id,set,human_score,vocabulory_score
17962,7,14,49
17963,7,22,149
17964,7,21,47
17965,7,12,54
17966,7,18,69
17967,7,12,74
17968,7,19,48
17969,7,16,35
17970,7,11,27
17971,7,18,98
17973,7,15,52
17974,7,17,67
17975,7,16,75
17976,7,9,49
17977,7,16,27
17978,7,9,27
17979,7,17,42
17980,7,24,76
17981,7,11,50
17982,7,9,34
17983,7,18,46
17984,7,18,50
17985,7,14,30
17986,7,17,93
17987,7,18,65
17988,7,15,43
17989,7,13,21
17990,7,11,71
17991,7,24,105
17992,7,7,11
17993,7,17,61
17996,7,11,21
17997,7,16,62
17998,7,17,56
18000,7,22,109
18001,7,12,18
18002,7,12,60
18004,7,16,60
18005,7,20,85
18006,7,16,66
18008,7,15,47
18011,7,8,30
18012,7,17,58
18013,7,13,45
18014,7,20,48
18015,7,14,76
18016,7,24,71
18017,7,17,71
18018,7,12,24
18019,7,20,92
18020,7,13,37
18021,7,16,26
18022,7,18,98
18023,7,12,54
18025,7,21,82
18026,7,19,52
18028,7,23,62
18029,7,17,58
18030,7,21,106
18031,7,9,25
18032,7,15,29
18033,7,12,28
18034,7,24,166
18035,7,16,29
18036,7,8,12
18037,7,13,31
18038,7,21,68
18039,7,16,55
18040,7,9,14
18041,7,17,22
18042,7,16,38
18043,7,7,19
18044,7,16,60
18045,7,19,110
18046,7,8,25
18047,7,22,95
18048,7,18,34
18049,7,18,77
18050,7,8,19
18051,7,18,55
18052,7,17,77
18053,7,24,74
18054,7,12,40
18055,7,16,56
18056,7,22,111
18057,7,14,43
18058,7,18,50
18060,7,8,27
18061,7,15,67
18062,7,17,46
18064,7,17,42
18065,7,14,69
18066,7,23,62
18067,7,17,24
18068,7,24,114
18070,7,20,49
18071,7,16,66
18072,7,15,56
18073,7,18,48
18074,7,17,78
18075,7,16,52
18076,7,13,83
18077,7,18,79
18078,7,19,51
18079,7,22,116
18080,7,8,65
18081,7,23,66
18082,7,14,60
18083,7,14,31
18084,7,15,46
18086,7,15,43
18087,7,19,58
18088,7,6,11
18089,7,21,67
18090,7,16,112
18091,7,7,8
18092,7,16,27
18093,7,14,37
18094,7,17,50
18095,7,15,78
18096,7,16,57
18097,7,17,34
18098,7,22,78
18099,7,17,55
18100,7,18,103
18102,7,13,17
18103,7,11,54
18105,7,17,62
18106,7,16,102
18107,7,13,46
18108,7,11,25
18109,7,8,13
18110,7,20,129
18112,7,17,31
18114,7,18,48
18115,7,15,62
18116,7,20,67
18117,7,19,54
18118,7,10,73
18119,7,16,124
18120,7,18,53
18121,7,14,45
18123,7,12,28
18124,7,15,54
18126,7,6,15
18127,7,18,100
18128,7,17,37
18129,7,13,43
18130,7,17,47
18131,7,15,26
18132,7,18,72
18133,7,13,8
18134,7,12,58
18135,7,12,48
18136,7,14,22
18137,7,15,27
18138,7,12,100
18140,7,18,37
18141,7,15,95
18142,7,21,108
18143,7,13,74
18144,7,16,51
18146,7,21,83
18147,7,16,42
18148,7,18,77
18149,7,10,8
18150,7,14,44
18151,7,16,54
18152,7,6,11
18153,7,24,104
18154,7,13,15
18156,7,18,42
18159,7,18,56
18160,7,23,84
18161,7,4,25
18162,7,19,90
18163,7,16,41
18164,7,19,65
18165,7,17,107
18166,7,17,54
18167,7,7,16
18168,7,17,51
18169,7,13,110
18170,7,14,72
18171,7,17,51
18172,7,23,99
18173,7,14,40
18174,7,23,81
18175,7,22,129
18177,7,13,26
18178,7,22,138
18179,7,5,3
18180,7,17,32
18181,7,17,61
18182,7,17,60
18183,7,16,56
18184,7,6,11
18185,7,13,45
18186,7,14,74
18187,7,21,131
18189,7,22,82
18190,7,14,33
18191,7,16,40
18192,7,20,61
18193,7,15,37
18194,7,13,63
18195,7,9,97
18196,7,8,44
18197,7,16,45
18198,7,20,78
18200,7,19,122
18201,7,21,53
18202,7,21,70
18203,7,7,10
18205,7,20,88
18206,7,16,38
18207,7,12,52
18208,7,17,49
18209,7,16,64
18210,7,18,53
18211,7,17,79
18212,7,14,41
18213,7,22,69
18215,7,8,37
18217,7,17,50
18218,7,16,51
18219,7,7,44
18220,7,21,67
18221,7,8,16
18222,7,24,87
18223,7,20,48
18225,7,19,45
18226,7,21,89
18227,7,18,70
18228,7,12,58
18229,7,24,101
18230,7,17,75
18231,7,23,81
18232,7,20,77
18233,7,10,30
18234,7,21,61
18235,7,18,128
18236,7,20,52
18237,7,18,44
18238,7,16,33
18239,7,7,20
18240,7,16,50
18241,7,20,79
18242,7,16,37
18243,7,24,147
18244,7,14,65
18245,7,9,36
18246,7,17,55
18247,7,10,73
18248,7,11,40
18249,7,13,61
18250,7,23,99
18251,7,11,32
18252,7,14,60
18253,7,12,30
18254,7,17,44
18255,7,20,61
18256,7,22,73
18257,7,20,83
18258,7,9,29
18259,7,9,26
18260,7,13,56
18261,7,20,64
18262,7,14,53
18263,7,11,31
18264,7,16,59
18265,7,15,26
18266,7,21,143
18267,7,11,21
18268,7,8,14
18269,7,14,35
18271,7,20,72
18272,7,11,51
18273,7,18,56
18275,7,20,103
18276,7,18,43
18277,7,18,63
18278,7,13,15
18279,7,23,94
18280,7,16,37
18281,7,24,80
18282,7,20,67
18283,7,20,83
18284,7,11,47
18285,7,16,29
18286,7,20,72
18287,7,18,53
18288,7,10,45
18289,7,17,64
18290,7,10,27
18291,7,22,64
18292,7,16,34
18293,7,11,41
18294,7,16,134
18295,7,16,47
18296,7,8,17
18297,7,21,137
18298,7,16,32
18300,7,13,38
18301,7,14,30
18302,7,16,116
18303,7,18,65
18304,7,13,67
18305,7,18,43
18306,7,10,48
18307,7,19,42
18308,7,12,104
18309,7,17,44
18310,7,7,48
18311,7,24,120
18312,7,21,102
18314,7,24,96
18317,7,16,47
18318,7,14,35
18319,7,24,137
18320,7,12,46
18321,7,14,32
18322,7,17,50
18324,7,24,64
18325,7,13,19
18326,7,11,96
18327,7,17,70
18329,7,14,90
18330,7,6,33
18331,7,10,22
18332,7,22,98
18333,7,16,57
18334,7,16,98
18335,7,16,76
18336,7,19,51
18337,7,21,62
18338,7,20,78
18339,7,24,95
18340,7,16,95
18341,7,22,44
18342,7,16,44
18343,7,13,61
18344,7,16,88
18345,7,19,49
18346,7,17,53
18347,7,14,15
18348,7,5,2
18349,7,19,63
18350,7,12,20
18352,7,17,32
18353,7,17,85
18354,7,11,18
18355,7,7,31
18356,7,17,63
18357,7,16,48
18358,7,15,27
18361,7,9,20
18362,7,24,104
18363,7,24,101
18364,7,14,35
18365,7,12,21
18366,7,16,29
18367,7,18,35
18368,7,15,67
18369,7,20,92
18370,7,8,6
18371,7,18,92
18373,7,14,29
18374,7,8,21
18375,7,8,19
18376,7,13,44
18377,7,24,110
18378,7,18,96
18379,7,11,42
18380,7,18,88
18381,7,20,27
18383,7,11,35
18384,7,13,26
18386,7,23,75
18387,7,17,62
18388,7,22,83
18389,7,17,94
18390,7,16,55
18391,7,19,67
18392,7,15,84
18393,7,20,44
18394,7,16,24
18395,7,24,88
18396,7,17,64
18398,7,19,66
18399,7,22,103
18401,7,18,60
18402,7,8,65
18403,7,12,40
18404,7,16,42
18405,7,14,47
18406,7,18,89
18407,7,21,77
18408,7,24,115
18409,7,14,27
18411,7,10,34
18412,7,14,48
18413,7,18,65
18414,7,8,14
18415,7,14,44
18416,7,19,45
18417,7,10,49
18418,7,18,29
18419,7,23,120
18421,7,14,49
18422,7,23,75
18423,7,18,49
18424,7,17,34
18426,7,10,18
18427,7,16,47
18428,7,14,59
18429,7,15,65
18430,7,19,47
18432,7,15,42
18433,7,19,55
18434,7,17,71
18435,7,18,44
18436,7,8,20
18438,7,22,99
18441,7,8,17
18442,7,23,78
18444,7,12,19
18445,7,9,47
18446,7,7,41
18448,7,19,108
18449,7,16,50
18450,7,20,51
18451,7,18,67
18453,7,16,41
18454,7,24,100
18455,7,7,23
18456,7,11,82
18458,7,21,42
18459,7,18,98
18460,7,15,23
18461,7,12,27
18463,7,6,23
18464,7,16,65
18465,7,18,80
18466,7,12,33
18467,7,21,97
18468,7,10,24
18471,7,20,91
18472,7,14,43
18473,7,24,62
18474,7,22,113
18475,7,18,75
18476,7,20,126
18477,7,22,77
18478,7,14,30
18479,7,23,82
18480,7,17,35
18481,7,9,16
18482,7,24,80
18484,7,12,27
18485,7,16,35
18488,7,9,17
18489,7,21,111
18490,7,14,31
18491,7,16,65
18492,7,17,38
18494,7,18,86
18495,7,16,46
18496,7,6,14
18497,7,18,105
18498,7,18,85
18499,7,24,127
18500,7,20,29
18501,7,9,29
18502,7,17,78
18503,7,16,51
18504,7,5,9
18505,7,13,33
18506,7,12,26
18507,7,22,89
18508,7,18,30
18509,7,11,25
18510,7,16,57
18511,7,7,26
18512,7,12,37
18513,7,17,26
18514,7,13,28
18515,7,24,119
18516,7,14,20
18517,7,14,108
18518,7,12,46
18519,7,16,45
18520,7,19,27
18521,7,20,52
18522,7,8,28
18523,7,21,68
18524,7,16,101
18525,7,21,90
18526,7,16,77
18527,7,14,22
18528,7,23,78
18529,7,10,68
18530,7,16,40
18531,7,9,49
18533,7,9,20
18534,7,20,65
18535,7,10,14
18536,7,24,111
18537,7,10,40
18538,7,18,57
18539,7,10,22
18540,7,16,28
18541,7,23,49
18542,7,23,56
18544,7,16,26
18545,7,12,54
18546,7,15,21
18547,7,9,13
18548,7,10,33
18549,7,20,53
18550,7,13,29
18551,7,9,15
18552,7,11,76
18553,7,11,59
18554,7,16,84
18556,7,20,168
18557,7,17,59
18558,7,23,81
18559,7,19,58
18560,7,23,120
18561,7,19,63
18562,7,19,96
18563,7,16,55
18564,7,15,50
18565,7,13,46
18566,7,24,93
18567,7,24,107
18569,7,22,61
18570,7,24,158
18571,7,13,78
18572,7,13,44
18573,7,22,60
18574,7,12,22
18575,7,15,28
18576,7,16,86
18577,7,18,65
18578,7,16,27
18579,7,18,71
18580,7,22,61
18581,7,19,73
18582,7,19,51
18583,7,17,33
18584,7,21,101
18586,7,11,34
18587,7,16,40
18588,7,23,116
18590,7,15,69
18591,7,24,158
18592,7,8,11
18593,7,22,94
18594,7,17,53
18595,7,11,20
18596,7,23,68
18597,7,18,96
18598,7,17,32
18599,7,20,103
18600,7,24,59
18601,7,17,84
18602,7,17,103
18603,7,16,26
18604,7,21,71
18605,7,22,53
18606,7,16,58
18607,7,17,49
18608,7,16,117
18609,7,11,45
18610,7,10,29
18611,7,14,36
18612,7,12,19
18613,7,16,47
18614,7,18,73
18615,7,17,64
18616,7,24,152
18617,7,21,92
18618,7,19,54
18619,7,18,39
18620,7,15,31
18621,7,12,29
18622,7,11,46
18624,7,17,58
18626,7,14,62
18627,7,17,37
18628,7,19,50
18629,7,16,34
18630,7,16,43
18631,7,24,81
18632,7,17,40
18633,7,11,43
18634,7,9,23
18635,7,14,26
18636,7,24,120
18637,7,21,75
18638,7,13,41
18639,7,14,38
18640,7,18,58
18641,7,17,85
18642,7,16,31
18643,7,15,51
18644,7,17,62
18645,7,9,33
18646,7,20,55
18647,7,18,51
18648,7,18,50
18649,7,18,90
18650,7,22,67
18651,7,21,46
18652,7,23,127
18653,7,23,77
18654,7,16,36
18655,7,21,54
18656,7,24,106
18657,7,23,183
18658,7,7,19
18659,7,14,53
18660,7,16,52
18661,7,17,47
18662,7,18,51
18663,7,16,31
18664,7,19,77
18666,7,14,82
18667,7,21,70
18668,7,20,120
18669,7,16,25
18670,7,13,38
18671,7,20,63
18672,7,17,72
18674,7,18,36
18675,7,14,107
18676,7,24,74
18677,7,17,59
18678,7,11,60
18680,7,8,14
18681,7,23,53
18682,7,22,110
18683,7,15,35
18684,7,17,30
18685,7,20,55
18686,7,18,89
18688,7,8,22
18689,7,8,39
18690,7,11,36
18691,7,22,83
18693,7,12,43
18694,7,20,81
18695,7,17,53
18696,7,20,67
18697,7,20,83
18698,7,13,66
18700,7,14,25
18701,7,24,81
18702,7,23,77
18703,7,14,56
18704,7,16,31
18705,7,20,83
18706,7,8,72
18707,7,20,63
18708,7,18,58
18709,7,19,101
18710,7,13,22
18711,7,10,29
18712,7,14,77
18713,7,12,48
18714,7,14,77
18715,7,20,81
18716,7,18,94
18717,7,12,75
18718,7,7,10
18719,7,8,14
18720,7,10,71
18721,7,15,72
18722,7,24,59
18723,7,16,58
18724,7,24,95
18725,7,20,82
18726,7,20,138
18727,7,9,44
18729,7,16,45
18730,7,18,99
18731,7,15,14
18732,7,16,66
18733,7,22,63
18734,7,4,28
18736,7,16,53
18737,7,15,10
18738,7,16,33
18739,7,8,40
18740,7,20,70
18741,7,24,122
18742,7,12,33
18743,7,9,44
18744,7,12,54
18745,7,18,54
18747,7,7,25
18748,7,16,94
18749,7,13,39
18750,7,6,9
18751,7,23,74
18752,7,14,34
18753,7,10,33
18754,7,18,53
18756,7,21,101
18757,7,17,42
18758,7,13,23
18759,7,23,125
18760,7,16,51
18761,7,20,113
18762,7,17,49
18763,7,16,32
18764,7,9,15
18765,7,18,92
18766,7,9,35
18767,7,13,57
18768,7,11,45
18769,7,12,34
18770,7,22,30
18771,7,21,73
18772,7,17,39
18773,7,14,61
18774,7,16,28
18775,7,24,72
18776,7,23,96
18777,7,13,34
18778,7,24,101
18779,7,18,60
18780,7,15,74
18781,7,12,46
18782,7,14,38
18783,7,9,30
18784,7,16,22
18785,7,8,11
18786,7,23,71
18787,7,16,72
18788,7,24,147
18789,7,19,65
18790,7,16,64
18791,7,23,56
18792,7,16,81
18793,7,24,69
18794,7,7,23
18795,7,10,34
18796,7,17,69
18797,7,10,19
18798,7,19,43
18799,7,20,58
18800,7,17,46
18801,7,17,33
18802,7,11,37
18803,7,15,22
18804,7,9,49
18805,7,19,97
18806,7,20,53
18807,7,7,14
18808,7,12,51
18809,7,24,56
18810,7,20,65
18811,7,19,83
18812,7,14,27
18813,7,10,57
18814,7,20,39
18815,7,17,62
18816,7,17,64
18817,7,20,73
18818,7,24,137
18819,7,16,52
18820,7,19,60
18821,7,23,74
18822,7,6,15
18823,7,16,36
18824,7,14,50
18825,7,21,130
18826,7,24,80
18827,7,16,92
18829,7,16,70
18830,7,13,32
18831,7,18,52
18832,7,24,69
18833,7,19,66
18834,7,17,52
18835,7,22,98
18836,7,17,43
18837,7,19,27
18839,7,22,76
18840,7,12,20
18841,7,15,34
18842,7,22,126
18843,7,17,79
18844,7,10,29
18845,7,16,36
18847,7,18,50
18848,7,24,55
18849,7,18,66
18851,7,21,95
18852,7,10,59
18853,7,23,114
18854,7,17,38
18855,7,14,51
18856,7,11,30
18857,7,24,164
18858,7,10,40
18859,7,6,15
18860,7,20,54
18861,7,17,60
18862,7,14,51
18863,7,16,67
18864,7,21,58
18865,7,13,39
18868,7,24,124
18870,7,17,69
18871,7,15,42
18872,7,19,45
18873,7,15,47
18874,7,20,44
18875,7,17,48
18876,7,4,11
18877,7,17,41
18878,7,15,47
18879,7,17,102
18880,7,18,97
18881,7,17,26
18882,7,14,66
18883,7,15,27
18884,7,20,48
18885,7,9,12
18886,7,20,61
18887,7,17,27
18888,7,16,50
18889,7,24,115
18890,7,20,124
18891,7,12,29
18892,7,17,66
18894,7,14,48
18895,7,13,56
18896,7,16,33
18897,7,22,83
18898,7,19,67
18899,7,15,27
18900,7,16,72
18901,7,17,106
18902,7,9,15
18903,7,10,23
18904,7,14,98
18905,7,14,49
18906,7,15,35
18907,7,23,108
18908,7,18,82
18909,7,18,28
18910,7,20,86
18911,7,7,30
18912,7,20,55
18913,7,12,21
18914,7,16,71
18915,7,19,88
18916,7,10,15
18917,7,21,56
18919,7,13,54
18920,7,10,22
18921,7,17,30
18922,7,13,41
18923,7,19,92
18924,7,10,42
18925,7,17,35
18926,7,18,100
18927,7,13,51
18928,7,19,51
18929,7,14,70
18930,7,11,13
18931,7,13,17
18932,7,16,45
18933,7,16,83
18934,7,17,38
18935,7,15,38
18936,7,15,52
18937,7,10,12
18938,7,17,82
18939,7,10,39
18940,7,18,69
18941,7,19,84
18942,7,20,45
18943,7,24,60
18944,7,12,28
18945,7,24,96
18946,7,24,76
18947,7,22,63
18949,7,16,53
18950,7,17,61
18951,7,17,53
18952,7,10,15
18954,7,22,72
18955,7,17,54
18956,7,8,12
18957,7,17,46
18958,7,2,4
18959,7,21,74
18960,7,24,109
18961,7,9,17
18962,7,20,48
18963,7,22,86
18964,7,23,144
18965,7,12,29
18967,7,15,50
18968,7,16,42
18969,7,22,110
18970,7,11,27
18971,7,14,55
18972,7,17,60
18973,7,12,58
18974,7,24,90
18976,7,10,21
18977,7,19,56
18978,7,24,143
18979,7,18,74
18980,7,7,15
18981,7,13,29
18982,7,19,64
18983,7,24,93
18984,7,7,21
18985,7,20,59
18986,7,17,50
18987,7,19,49
18988,7,19,64
18989,7,19,49
18990,7,17,50
18991,7,17,43
18993,7,13,31
18994,7,9,30
18995,7,16,52
18996,7,12,40
18997,7,6,34
18998,7,13,85
18999,7,15,58
19000,7,18,71
19001,7,16,37
19002,7,19,86
19003,7,22,158
19004,7,11,34
19005,7,16,31
19006,7,17,73
19007,7,17,55
19008,7,12,63
19009,7,15,55
19010,7,3,1
19011,7,14,35
19012,7,19,52
19013,7,16,155
19015,7,15,67
19017,7,16,36
19018,7,17,81
19020,7,16,29
19022,7,17,51
19023,7,17,19
19024,7,13,19
19025,7,16,50
19026,7,21,69
19027,7,11,50
19028,7,14,56
19029,7,24,114
19030,7,21,125
19031,7,21,157
19032,7,12,20
19033,7,10,45
19034,7,20,115
19035,7,16,47
19036,7,12,40
19037,7,16,55
19038,7,15,76
19039,7,18,60
19041,7,16,58
19042,7,10,28
19044,7,7,88
19046,7,15,64
19047,7,13,35
19048,7,9,33
19049,7,22,91
19050,7,19,71
19051,7,19,78
19052,7,24,95
19054,7,21,52
19055,7,16,37
19056,7,16,21
19057,7,15,49
19058,7,16,42
19059,7,21,62
19060,7,20,41
19061,7,15,51
19062,7,15,43
19063,7,20,31
19064,7,7,15
19065,7,17,48
19068,7,24,155
19069,7,18,41
19070,7,8,12
19071,7,16,34
19072,7,22,91
19073,7,18,38
19076,7,17,52
19077,7,18,14
19078,7,17,50
19079,7,17,74
19080,7,10,83
19081,7,9,46
19082,7,12,39
19083,7,20,73
19084,7,15,36
19085,7,10,31
19086,7,24,68
19087,7,19,59
19089,7,12,59
19090,7,17,55
19091,7,13,39
19092,7,15,32
19093,7,12,43
19094,7,17,51
19095,7,15,29
19096,7,20,46
19097,7,8,40
19098,7,20,76
19099,7,20,61
19100,7,21,83
19101,7,11,15
19102,7,17,40
19103,7,21,48
19104,7,21,68
19105,7,17,65
19106,7,24,94
19107,7,12,30
19108,7,17,37
19109,7,19,66
19110,7,15,41
19111,7,14,31
19112,7,11,124
19113,7,21,126
19114,7,20,44
19116,7,17,74
19117,7,16,68
19118,7,20,53
19119,7,14,29
19120,7,16,32
19122,7,5,13
19123,7,23,148
19124,7,17,48
19125,7,17,37
19126,7,16,40
19127,7,12,20
19129,7,8,30
19130,7,13,31
19131,7,8,12
19132,7,13,44
19134,7,11,43
19135,7,9,15
19136,7,19,47
19137,7,22,78
19138,7,13,67
19139,7,11,69
19140,7,20,145
19141,7,18,41
19143,7,12,54
19144,7,15,32
19145,7,24,88
19146,7,24,101
19147,7,15,38
19148,7,15,87
19149,7,9,21
19150,7,17,78
19151,7,12,29
19152,7,18,85
19153,7,14,36
19154,7,16,29
19155,7,12,35
19156,7,8,23
19158,7,18,71
19159,7,16,125
19160,7,19,51
19161,7,19,80
19162,7,12,33
19163,7,14,35
19164,7,17,48
19165,7,14,27
19166,7,16,64
19167,7,18,73
19168,7,16,27
19169,7,19,55
19170,7,20,53
19171,7,6,20
19172,7,16,44
19173,7,18,56
19174,7,21,123
19175,7,17,43
19176,7,17,40
19177,7,11,49
19178,7,11,18
19179,7,21,37
19180,7,14,14
19181,7,14,55
19183,7,12,25
19184,7,9,26
19185,7,16,59
19186,7,21,105
19187,7,19,49
19188,7,16,74
19189,7,10,38
19190,7,20,114
19191,7,14,39
19192,7,23,57
19193,7,17,62
19194,7,16,51
19195,7,24,87
19196,7,19,73
19197,7,24,146
19198,7,21,70
19199,7,17,90
19200,7,19,76
19201,7,24,79
19202,7,24,89
19203,7,14,23
19204,7,15,42
19205,7,24,75
19206,7,16,71
19207,7,22,81
19208,7,19,49
19209,7,17,96
19210,7,23,72
19211,7,19,94
19212,7,17,106
19213,7,12,33
19214,7,15,81
19215,7,22,162
19216,7,14,53
19217,7,16,61
19219,7,11,13
19220,7,10,35
19221,7,8,3
19222,7,17,87
19223,7,20,58
19224,7,13,55
19225,7,10,34
19226,7,14,26
19227,7,23,85
19228,7,12,31
19229,7,23,77
19230,7,13,31
19231,7,11,31
19232,7,17,58
19233,7,18,66
19234,7,17,68
19236,7,16,94
19237,7,23,62
19238,7,20,69
19239,7,19,89
19240,7,16,78
19241,7,16,100
19242,7,17,49
19243,7,24,110
19244,7,19,63
19245,7,16,45
19246,7,15,28
19247,7,13,43
19248,7,21,94
19249,7,15,57
19250,7,23,70
19251,7,11,36
19253,7,16,27
19254,7,10,45
19255,7,15,23
19256,7,16,101
19257,7,16,53
19258,7,21,64
19259,7,15,54
19260,7,18,42
19261,7,17,105
19262,7,17,80
19263,7,19,65
19264,7,11,41
19265,7,19,90
19266,7,24,114
19267,7,18,101
19268,7,17,61
19270,7,22,60
19271,7,24,66
19272,7,16,41
19273,7,22,69
19274,7,18,48
19275,7,23,126
19276,7,16,58
19277,7,17,40
19278,7,24,140
19280,7,12,24
19281,7,17,39
19282,7,10,43
19283,7,18,40
19285,7,18,50
19286,7,17,58
19287,7,14,34
19289,7,18,68
19290,7,23,71
19291,7,15,29
19292,7,16,46
19293,7,17,51
19294,7,18,69
19295,7,13,57
19296,7,14,68
19297,7,19,73
19298,7,13,55
19300,7,11,37
19301,7,22,90
19302,7,11,57
19303,7,14,27
19304,7,10,46
19305,7,17,36
19306,7,16,44
19307,7,19,66
19308,7,17,40
19310,7,10,26
19311,7,23,100
19312,7,24,163
19313,7,23,107
19314,7,18,36
19315,7,12,81
19316,7,11,31
19317,7,20,34
19318,7,14,37
19319,7,11,38
19320,7,8,17
19321,7,13,35
19322,7,20,41
19323,7,13,23
19324,7,16,57
19326,7,15,47
19327,7,16,34
19328,7,12,15
19329,7,16,29
19330,7,12,18
19331,7,20,73
19332,7,15,30
19333,7,16,54
19334,7,15,73
19335,7,14,68
19336,7,16,92
19337,7,6,43
19338,7,14,22
19339,7,15,37
19340,7,15,41
19341,7,12,52
19342,7,24,126
19343,7,20,64
19344,7,20,59
19345,7,16,28
19346,7,20,99
19348,7,9,49
19349,7,7,11
19350,7,16,32
19351,7,16,74
19352,7,22,57
19353,7,8,11
19354,7,14,40
19355,7,22,133
19356,7,16,33
19357,7,16,34
19358,7,8,14
19359,7,21,106
19360,7,18,118
19361,7,16,53
19362,7,13,19
19363,7,20,75
19364,7,21,65
19366,7,17,76
19368,7,16,63
19369,7,15,24
19371,7,7,13
19372,7,16,72
19373,7,6,17
19374,7,13,19
19375,7,17,34
19376,7,9,15
19377,7,14,19
19378,7,21,83
19379,7,22,88
19380,7,16,55
19381,7,22,91
19382,7,17,52
19383,7,21,89
19384,7,10,26
19385,7,14,34
19386,7,22,98
19387,7,14,36
19388,7,18,55
19389,7,16,77
19390,7,13,22
19391,7,18,44
19392,7,12,63
19393,7,8,18
19394,7,16,36
19395,7,24,183
19396,7,18,74
19397,7,14,30
19398,7,8,19
19400,7,8,23
19401,7,13,24
19402,7,11,47
19403,7,21,87
19404,7,14,20
19405,7,14,43
19406,7,23,45
19408,7,14,52
19409,7,20,43
19410,7,16,87
19411,7,13,22
19412,7,20,66
19413,7,22,107
19414,7,21,100
19415,7,13,52
19416,7,16,46
19417,7,17,38
19419,7,19,57
19420,7,16,27
19421,7,23,130
19422,7,20,77
19423,7,22,48
19424,7,6,20
19425,7,13,23
19427,7,22,124
19428,7,10,10
19429,7,20,55
19430,7,14,25
19431,7,20,61
19432,7,18,31
19433,7,19,83
19434,7,8,16
19435,7,17,55
19436,7,6,21
19437,7,16,90
19438,7,13,41
19439,7,12,56
19440,7,12,19
19441,7,22,114
19442,7,16,64
19443,7,19,72
19444,7,13,54
19445,7,19,32
19446,7,24,67
19447,7,18,21
19448,7,15,52
19449,7,12,54
19450,7,4,6
19451,7,22,70
19454,7,10,24
19455,7,13,29
19456,7,9,28
19457,7,16,59
19458,7,12,31
19459,7,21,79
19460,7,16,66
19462,7,16,60
19463,7,21,135
19464,7,16,49
19465,7,7,12
19466,7,15,46
19467,7,11,59
19468,7,21,62
19469,7,13,21
19470,7,15,79
19471,7,23,62
19472,7,19,4
19473,7,20,88
19474,7,20,68
19475,7,18,54
19476,7,17,57
19477,7,16,55
19478,7,24,77
19479,7,14,32
19480,7,12,30
19481,7,24,86
19482,7,19,86
19484,7,17,63
19485,7,18,39
19488,7,19,16
19489,7,12,32
19490,7,13,34
19491,7,8,28
19492,7,7,20
19493,7,6,7
19494,7,14,63
19495,7,13,26
19496,7,16,77
19497,7,9,9
19498,7,16,56
19499,7,21,100
19500,7,9,41
19501,7,24,96
19502,7,24,169
19503,7,16,43
19504,7,16,53
19505,7,17,61
19506,7,20,80
19507,7,17,83
19508,7,12,35
19509,7,11,19
19510,7,14,21
19511,7,11,57
19512,7,22,107
19513,7,18,54
19514,7,18,44
19515,7,19,34
19516,7,24,56
19517,7,14,38
19518,7,23,101
19519,7,19,34
19520,7,18,58
19521,7,13,20
19522,7,22,126
19523,7,19,50
19524,7,19,97
19525,7,17,45
19526,7,12,28
19527,7,13,31
19528,7,13,28
19529,7,24,113
19530,7,24,116
19533,7,14,30
19534,7,18,60
19535,7,16,46
19536,7,16,35
19537,7,13,8
19538,7,14,46
19539,7,14,99
19540,7,16,53
19541,7,13,54
19542,7,15,36
19543,7,16,41
