id,set,human_score,misspell_words
527,1,8,15
528,1,6,11
529,1,7,15
530,1,10,60
531,1,10,18
532,1,8,20
533,1,8,17
534,1,11,75
535,1,8,24
536,1,8,16
537,1,8,11
538,1,8,17
539,1,9,24
540,1,8,8
541,1,8,23
542,1,10,32
543,1,8,15
544,1,8,23
545,1,2,1
546,1,6,21
547,1,8,18
548,1,8,16
549,1,8,40
550,1,10,25
551,1,8,28
552,1,6,22
553,1,8,31
554,1,8,23
555,1,11,55
556,1,10,44
557,1,10,20
558,1,10,29
559,1,12,39
560,1,8,35
561,1,8,24
562,1,10,38
563,1,7,18
564,1,8,38
565,1,9,24
566,1,8,17
567,1,8,17
568,1,8,19
569,1,8,17
570,1,8,38
571,1,9,25
572,1,11,15
573,1,10,26
574,1,8,14
575,1,10,32
576,1,8,22
577,1,6,10
578,1,9,16
579,1,8,28
580,1,8,45
581,1,8,23
582,1,11,26
583,1,9,23
584,1,9,42
585,1,11,21
586,1,8,25
587,1,9,19
588,1,10,54
589,1,5,5
590,1,6,9
591,1,8,27
592,1,8,24
593,1,10,24
594,1,7,7
595,1,8,16
596,1,6,10
597,1,8,23
598,1,8,33
599,1,8,32
600,1,6,12
601,1,8,12
602,1,8,26
603,1,11,97
604,1,9,29
605,1,6,25
606,1,8,26
607,1,9,22
608,1,7,24
609,1,7,6
610,1,7,17
611,1,9,21
612,1,10,42
613,1,8,9
614,1,6,28
615,1,9,20
616,1,8,19
617,1,9,13
618,1,8,44
619,1,11,28
620,1,7,7
621,1,8,14
622,1,8,12
623,1,6,11
624,1,8,17
625,1,11,23
626,1,7,7
627,1,8,5
628,1,11,15
629,1,11,30
630,1,8,35
631,1,6,7
632,1,10,24
633,1,8,27
634,1,5,10
635,1,10,25
636,1,9,19
637,1,8,31
638,1,8,23
639,1,6,25
640,1,7,9
641,1,7,6
642,1,8,25
643,1,10,23
644,1,8,13
645,1,8,19
646,1,9,31
647,1,11,22
648,1,6,51
649,1,8,10
650,1,10,37
651,1,8,24
652,1,9,19
653,1,8,19
654,1,10,24
655,1,7,14
656,1,9,36
657,1,9,21
658,1,8,22
659,1,10,18
660,1,11,30
661,1,8,17
662,1,6,9
663,1,8,21
664,1,9,30
665,1,7,19
666,1,8,39
667,1,9,19
668,1,10,18
669,1,8,38
670,1,8,20
671,1,8,24
672,1,9,24
673,1,6,6
674,1,8,15
675,1,8,18
676,1,8,13
677,1,8,6
678,1,8,37
679,1,8,14
680,1,9,28
681,1,8,9
682,1,11,58
683,1,10,16
684,1,8,18
685,1,8,14
686,1,9,28
687,1,8,8
688,1,9,26
689,1,8,19
690,1,9,16
691,1,6,6
692,1,6,6
693,1,8,8
694,1,8,9
695,1,9,10
696,1,8,13
697,1,8,36
698,1,6,17
699,1,12,44
700,1,8,28
701,1,8,21
702,1,6,2
703,1,8,39
704,1,7,22
705,1,8,29
706,1,10,22
707,1,8,39
708,1,9,14
709,1,10,81
710,1,11,22
711,1,10,11
712,1,9,40
713,1,10,19
714,1,9,22
715,1,8,8
716,1,9,11
717,1,8,15
718,1,10,23
719,1,7,18
720,1,10,32
721,1,9,26
722,1,10,43
723,1,10,15
724,1,8,24
725,1,6,27
726,1,10,27
727,1,6,1
728,1,8,29
729,1,7,6
730,1,10,18
731,1,8,38
732,1,9,14
733,1,8,10
734,1,10,34
735,1,9,22
736,1,10,23
737,1,8,10
738,1,6,9
739,1,9,19
740,1,8,28
741,1,8,24
742,1,10,65
743,1,10,26
744,1,9,41
745,1,9,43
746,1,8,16
747,1,8,9
748,1,8,18
749,1,10,11
750,1,8,30
751,1,8,31
752,1,7,5
753,1,8,9
754,1,9,22
755,1,9,34
756,1,8,11
757,1,9,21
758,1,8,36
759,1,10,13
760,1,9,20
761,1,8,37
762,1,10,20
763,1,8,7
764,1,9,41
765,1,7,29
766,1,8,10
767,1,8,35
768,1,8,15
769,1,10,23
770,1,8,12
771,1,9,13
772,1,10,24
773,1,8,10
774,1,8,22
775,1,7,19
776,1,7,13
777,1,10,33
778,1,9,40
779,1,8,9
780,1,9,24
781,1,10,40
782,1,11,37
783,1,7,17
784,1,10,26
785,1,8,16
786,1,8,17
787,1,8,23
788,1,8,16
789,1,7,42
790,1,9,20
791,1,8,16
792,1,8,27
793,1,11,29
794,1,8,23
795,1,8,8
796,1,8,22
797,1,10,25
798,1,9,18
799,1,8,33
800,1,10,15
801,1,9,53
802,1,8,11
803,1,6,14
804,1,8,4
805,1,9,19
806,1,6,11
807,1,11,43
808,1,7,22
809,1,9,32
810,1,8,13
811,1,8,14
812,1,8,19
813,1,8,28
814,1,8,21
815,1,10,21
816,1,9,52
817,1,12,51
818,1,8,17
819,1,8,11
820,1,5,12
821,1,9,17
822,1,8,47
823,1,8,11
824,1,9,31
825,1,6,18
826,1,10,24
827,1,6,12
828,1,9,20
829,1,8,28
830,1,10,26
831,1,8,16
832,1,2,0
833,1,9,19
834,1,10,49
835,1,10,41
836,1,8,39
837,1,8,46
838,1,5,13
839,1,10,27
840,1,8,10
841,1,7,10
842,1,8,37
843,1,8,17
844,1,8,47
845,1,10,56
846,1,8,7
847,1,12,71
848,1,6,43
849,1,7,16
850,1,10,24
851,1,9,33
852,1,10,18
853,1,9,20
854,1,8,23
855,1,8,12
856,1,10,41
857,1,8,14
858,1,9,23
859,1,12,9
860,1,8,12
861,1,8,39
862,1,8,12
863,1,10,77
864,1,10,39
865,1,8,3
866,1,7,18
867,1,8,12
868,1,12,38
869,1,6,12
870,1,9,22
871,1,10,50
872,1,8,15
873,1,9,22
874,1,12,38
875,1,11,42
876,1,8,28
877,1,11,41
878,1,9,50
879,1,8,24
880,1,10,40
881,1,8,28
882,1,9,20
883,1,9,47
884,1,8,19
885,1,7,24
886,1,11,20
887,1,9,22
888,1,10,36
889,1,8,17
890,1,8,26
891,1,9,27
892,1,10,28
893,1,4,5
894,1,10,19
895,1,10,22
896,1,8,8
897,1,9,35
898,1,8,26
899,1,8,13
900,1,10,19
901,1,8,34
902,1,10,13
903,1,8,9
904,1,8,22
905,1,6,7
906,1,11,21
907,1,9,20
908,1,10,76
909,1,10,58
910,1,8,28
911,1,8,12
912,1,10,30
913,1,10,18
914,1,9,11
915,1,10,35
916,1,11,38
917,1,6,9
918,1,10,29
919,1,11,14
920,1,8,26
921,1,8,3
922,1,8,18
923,1,6,11
924,1,8,30
925,1,7,18
926,1,7,9
927,1,7,21
928,1,10,15
929,1,10,14
930,1,8,7
931,1,8,7
932,1,12,52
933,1,8,12
934,1,8,15
935,1,9,31
936,1,7,6
937,1,11,27
938,1,11,27
939,1,6,3
940,1,8,15
941,1,12,50
942,1,9,31
943,1,9,30
944,1,8,23
945,1,8,8
946,1,8,59
947,1,10,17
948,1,9,29
949,1,8,32
950,1,10,18
951,1,7,19
952,1,8,17
953,1,12,35
954,1,10,37
955,1,8,11
956,1,9,35
957,1,9,26
958,1,8,9
959,1,9,36
960,1,7,35
961,1,8,19
962,1,9,24
963,1,8,25
964,1,11,29
965,1,7,36
966,1,7,8
967,1,11,46
968,1,9,11
969,1,8,13
970,1,11,40
971,1,9,20
972,1,8,22
973,1,6,4
974,1,2,5
975,1,8,6
976,1,8,14
977,1,7,24
978,1,8,39
979,1,10,22
980,1,10,52
981,1,8,21
982,1,8,11
983,1,8,36
984,1,8,21
985,1,9,24
986,1,11,26
987,1,8,22
988,1,8,13
989,1,9,40
990,1,8,16
991,1,6,8
992,1,5,3
993,1,9,13
994,1,9,18
995,1,4,15
996,1,7,7
997,1,10,57
998,1,9,62
999,1,12,19
1000,1,12,23
1001,1,8,15
1002,1,8,20
1003,1,9,8
1004,1,6,13
1005,1,9,24
1006,1,8,27
1007,1,10,20
1008,1,10,42
1009,1,8,27
1010,1,8,35
1011,1,8,13
1012,1,9,22
1013,1,7,9
1014,1,8,27
1015,1,10,31
1016,1,8,15
1017,1,8,14
1018,1,10,35
1019,1,10,17
1020,1,8,12
1021,1,9,25
1022,1,11,37
1023,1,8,9
1024,1,9,51
1025,1,8,14
1026,1,10,41
1027,1,8,45
1028,1,10,24
1029,1,10,27
1030,1,8,5
1031,1,9,29
1032,1,8,18
1033,1,10,33
1034,1,8,19
1035,1,8,14
1036,1,9,32
1037,1,8,42
1038,1,11,19
1039,1,8,29
1040,1,6,14
1041,1,6,14
1042,1,8,25
1043,1,9,48
1044,1,7,28
1045,1,9,36
1046,1,9,25
1047,1,11,26
1048,1,10,23
1049,1,10,42
1050,1,11,34
1051,1,7,24
1052,1,9,6
1053,1,9,33
1054,1,8,22
1055,1,8,12
1056,1,6,8
1057,1,10,64
1058,1,8,24
1059,1,8,14
1060,1,8,11
1061,1,8,61
1062,1,10,22
1063,1,10,24
1064,1,9,42
1065,1,7,18
1066,1,9,39
1067,1,9,32
1068,1,9,19
1069,1,10,24
1070,1,7,14
1071,1,8,12
1072,1,8,21
1073,1,8,10
1074,1,8,47
1075,1,8,8
1076,1,10,24
1077,1,8,23
1078,1,12,69
1079,1,8,13
1080,1,8,23
1081,1,7,10
1082,1,9,43
1083,1,7,13
1084,1,9,18
1085,1,10,13
1086,1,8,14
1087,1,11,53
1088,1,8,14
1089,1,8,17
1090,1,6,19
1091,1,10,18
1092,1,10,21
1093,1,8,14
1094,1,8,9
1095,1,8,29
1096,1,4,12
1097,1,10,24
1098,1,9,32
1099,1,8,20
1100,1,9,19
1101,1,8,35
1102,1,8,35
1103,1,6,28
1104,1,10,54
1105,1,9,25
1106,1,9,46
1107,1,4,3
1108,1,9,13
1109,1,8,11
1110,1,8,17
1111,1,11,16
1112,1,8,16
1113,1,10,49
1114,1,10,46
1115,1,9,22
1116,1,8,23
1117,1,7,73
1118,1,8,27
1119,1,9,11
1120,1,8,17
1121,1,2,2
1122,1,10,22
1123,1,6,11
1124,1,9,30
1125,1,8,30
1126,1,10,17
1127,1,8,12
1128,1,8,21
1129,1,8,38
1130,1,6,8
1132,1,8,24
1133,1,12,40
1134,1,6,21
1135,1,11,27
1136,1,8,11
1137,1,8,39
1138,1,8,27
1139,1,10,49
1140,1,9,10
1141,1,6,23
1142,1,8,15
1143,1,8,14
1144,1,11,41
1145,1,9,33
1146,1,8,19
1147,1,9,19
1148,1,9,39
1149,1,10,13
1150,1,8,15
1151,1,10,27
1152,1,8,17
1153,1,9,25
1154,1,8,9
1155,1,8,31
1156,1,10,32
1157,1,6,24
1158,1,9,39
1159,1,12,26
1160,1,8,14
1161,1,8,34
1162,1,8,21
1163,1,10,52
1164,1,9,32
1165,1,8,26
1166,1,9,23
1167,1,10,25
1168,1,8,33
1169,1,10,30
1170,1,12,60
1171,1,12,38
1172,1,7,5
1173,1,8,25
1174,1,10,26
1175,1,9,45
1176,1,8,35
1177,1,6,11
1178,1,9,23
1179,1,8,4
1180,1,8,30
1181,1,10,20
1182,1,7,20
1183,1,8,11
1184,1,10,31
1185,1,8,24
1186,1,9,25
1187,1,10,17
1188,1,8,22
1189,1,9,28
1190,1,9,21
1191,1,8,24
1192,1,8,11
1193,1,10,16
1194,1,10,58
1195,1,11,28
1196,1,8,12
1197,1,8,26
1198,1,7,12
1199,1,8,11
1200,1,9,19
1201,1,12,21
1202,1,8,14
1203,1,8,24
1204,1,9,43
1205,1,8,30
1206,1,11,61
1207,1,8,28
1208,1,7,16
1209,1,8,11
1210,1,8,17
1211,1,9,27
1212,1,9,25
1213,1,8,13
1214,1,10,25
1215,1,8,71
1216,1,9,21
1217,1,4,0
1218,1,9,30
1219,1,8,35
1220,1,10,32
1221,1,10,29
1222,1,6,14
1223,1,9,20
1224,1,9,25
1225,1,8,17
1226,1,8,16
1227,1,8,17
1228,1,8,12
1229,1,8,19
1230,1,10,25
1231,1,6,4
1232,1,10,8
1233,1,9,23
1234,1,8,10
1236,1,10,12
1237,1,11,27
1238,1,10,8
1239,1,11,49
1240,1,10,25
1241,1,9,28
1242,1,8,13
1243,1,9,11
1244,1,8,26
1245,1,10,36
1246,1,7,39
1247,1,8,17
1248,1,8,8
1249,1,10,34
1250,1,12,64
1251,1,8,23
1252,1,11,16
1253,1,4,18
1254,1,8,9
1255,1,11,21
1256,1,8,20
1257,1,9,26
1258,1,12,14
1259,1,10,21
1260,1,8,34
1261,1,9,25
1262,1,8,16
1263,1,9,16
1264,1,9,19
1265,1,10,13
1266,1,8,31
1267,1,8,8
1268,1,8,18
1269,1,11,31
1270,1,10,14
1271,1,8,22
1272,1,9,20
1273,1,10,23
1274,1,6,12
1275,1,7,11
1276,1,8,13
1277,1,7,9
1278,1,8,8
1279,1,9,51
1280,1,6,9
1281,1,8,24
1282,1,10,26
1283,1,10,15
1284,1,8,25
1285,1,8,21
1286,1,8,13
1287,1,10,12
1288,1,10,21
1289,1,7,13
1290,1,8,20
1291,1,8,19
1292,1,8,13
1293,1,7,21
1294,1,9,27
1295,1,4,4
1296,1,9,16
1297,1,8,24
1298,1,7,18
1299,1,11,24
1300,1,7,34
1301,1,8,14
1302,1,10,33
1303,1,7,24
1304,1,11,24
1305,1,11,17
1306,1,8,20
1307,1,9,35
1308,1,9,7
1309,1,8,21
1310,1,7,22
1311,1,10,26
1312,1,9,23
1313,1,8,16
1314,1,10,45
1315,1,9,52
1316,1,9,11
1317,1,8,12
1318,1,8,17
1319,1,9,19
1320,1,11,36
1321,1,9,36
1322,1,9,31
1323,1,8,9
1324,1,8,15
1325,1,10,42
1326,1,8,51
1327,1,11,24
1328,1,8,21
1329,1,7,13
1330,1,8,27
1331,1,9,38
1332,1,9,29
1333,1,8,50
1334,1,8,15
1335,1,7,19
1336,1,10,40
1337,1,8,5
1338,1,9,29
1339,1,8,47
1340,1,8,12
1341,1,10,19
1342,1,8,33
1343,1,8,19
1344,1,8,15
1345,1,8,8
1346,1,8,11
1347,1,8,25
1348,1,7,16
1349,1,11,28
1350,1,10,21
1351,1,9,34
1352,1,8,12
1353,1,10,52
1354,1,8,4
1355,1,8,39
1356,1,8,14
1357,1,8,22
1358,1,11,33
1359,1,11,49
1360,1,8,22
1361,1,10,29
1362,1,9,34
1363,1,8,28
1364,1,9,21
1365,1,8,6
1366,1,8,8
1367,1,6,12
1368,1,7,14
1369,1,9,38
1370,1,9,44
1371,1,12,52
1372,1,8,23
1373,1,8,25
1374,1,10,27
1375,1,10,22
1376,1,8,13
1377,1,8,5
1378,1,9,20
1379,1,10,25
1380,1,12,28
1381,1,8,16
1382,1,10,35
1383,1,9,33
1384,1,10,37
1385,1,9,26
1386,1,9,31
1387,1,7,11
1388,1,8,11
1389,1,8,25
1390,1,8,30
1391,1,8,15
1392,1,5,32
1393,1,11,69
1394,1,6,11
1395,1,9,54
1396,1,9,30
1397,1,7,5
1398,1,9,8
1399,1,8,34
1400,1,9,34
1401,1,10,17
1402,1,9,8
1403,1,11,27
1404,1,10,28
1405,1,9,39
1406,1,9,31
1407,1,10,18
1408,1,8,16
1409,1,9,9
1410,1,7,12
1411,1,11,24
1412,1,10,29
1413,1,9,12
1414,1,8,13
1415,1,12,52
1416,1,8,26
1417,1,10,43
1418,1,8,31
1419,1,10,40
1420,1,8,13
1421,1,6,14
1422,1,8,38
1423,1,8,17
1424,1,10,18
1425,1,8,16
1426,1,10,22
1427,1,11,26
1428,1,6,13
1429,1,7,14
1430,1,8,16
1431,1,6,5
1432,1,8,29
1433,1,8,20
1434,1,9,20
1435,1,10,27
1436,1,8,16
1437,1,8,29
1438,1,9,23
1439,1,10,23
1440,1,10,22
1441,1,8,25
1442,1,6,7
1443,1,12,48
1444,1,10,15
1445,1,8,25
1446,1,10,12
1447,1,12,40
1448,1,9,13
1449,1,9,13
1450,1,10,39
1451,1,9,18
1452,1,12,53
1453,1,9,21
1454,1,11,36
1455,1,8,11
1456,1,10,47
1457,1,7,19
1458,1,9,31
1459,1,8,14
1460,1,10,20
1461,1,6,12
1462,1,7,11
1463,1,8,8
1464,1,10,150
1465,1,8,32
1466,1,8,12
1467,1,10,18
1468,1,9,27
1469,1,8,39
1470,1,10,27
1471,1,8,23
1472,1,8,11
1473,1,6,10
1474,1,4,5
1475,1,8,19
1476,1,9,15
1477,1,6,11
1478,1,9,11
1479,1,7,13
1480,1,9,14
1481,1,7,16
1482,1,7,7
1483,1,6,2
1484,1,9,30
1485,1,9,31
1486,1,8,13
1487,1,8,19
1488,1,8,18
1489,1,9,38
1490,1,6,12
1491,1,11,82
1492,1,8,4
1493,1,11,20
1494,1,10,11
1495,1,8,12
1496,1,6,5
1497,1,9,25
1498,1,8,24
1499,1,10,38
1500,1,8,20
1501,1,8,24
1502,1,10,33
1503,1,9,26
1504,1,8,27
1505,1,9,46
1506,1,8,12
1507,1,9,25
1508,1,8,8
1509,1,8,31
1510,1,8,7
1511,1,7,17
1512,1,8,38
1513,1,5,7
1514,1,8,13
1515,1,10,45
1516,1,8,32
1517,1,8,11
1518,1,10,36
1519,1,8,48
1520,1,9,21
1521,1,8,6
1522,1,10,35
1523,1,8,9
1524,1,6,15
1525,1,8,13
1526,1,10,17
1527,1,10,55
1528,1,6,16
1529,1,8,16
1530,1,8,14
1531,1,8,11
1532,1,6,8
1533,1,6,10
1534,1,9,36
1535,1,6,26
1536,1,4,6
1537,1,8,17
1538,1,9,16
1539,1,9,13
1540,1,8,19
1541,1,8,18
1542,1,10,44
1543,1,8,15
1544,1,10,15
1545,1,8,21
1546,1,10,15
1547,1,7,23
1548,1,8,19
1549,1,6,8
1550,1,8,17
1551,1,9,38
1552,1,6,21
1553,1,7,16
1554,1,8,19
1555,1,2,5
1556,1,8,3
1557,1,8,22
1558,1,8,25
1559,1,7,14
1560,1,9,23
1561,1,9,25
1562,1,4,3
1563,1,6,6
1564,1,8,26
1565,1,8,32
1566,1,8,37
1567,1,11,18
1568,1,7,10
1569,1,5,12
1570,1,11,39
1571,1,7,17
1572,1,8,12
1573,1,10,20
1574,1,8,33
1575,1,9,25
1576,1,8,12
1577,1,8,24
1578,1,9,33
1579,1,8,7
1580,1,8,13
1581,1,11,40
1582,1,10,50
1583,1,8,24
1584,1,9,6
1585,1,9,17
1586,1,7,22
1587,1,10,36
1588,1,10,42
1589,1,10,18
1590,1,11,17
1591,1,9,25
1592,1,2,10
1593,1,10,21
1594,1,8,23
1595,1,8,16
1596,1,9,13
1597,1,11,42
1598,1,10,36
1599,1,9,24
1600,1,8,13
1601,1,8,19
1602,1,10,30
1603,1,8,16
1604,1,8,14
1605,1,8,14
1606,1,9,34
1607,1,9,34
1608,1,8,36
1609,1,9,25
1610,1,11,46
1611,1,8,20
1612,1,8,25
1613,1,9,30
1614,1,9,30
1615,1,9,37
1616,1,9,22
1617,1,8,20
1618,1,8,17
1619,1,9,21
1620,1,7,31
1621,1,10,32
1622,1,10,36
1623,1,9,31
1624,1,8,18
1625,1,8,8
1626,1,8,31
1627,1,8,19
1628,1,10,18
1629,1,10,19
1630,1,10,23
1631,1,8,15
1632,1,8,31
1633,1,8,28
1634,1,8,12
1635,1,10,22
1636,1,10,33
1637,1,8,28
1638,1,8,21
1639,1,10,22
1640,1,8,38
1641,1,8,14
1642,1,8,11
1643,1,11,24
1644,1,8,15
1645,1,11,40
1646,1,8,22
1647,1,6,13
1648,1,11,23
1649,1,9,11
1650,1,8,19
1651,1,9,20
1652,1,8,29
1653,1,8,9
1654,1,9,30
1655,1,8,10
1656,1,8,25
1657,1,8,17
1658,1,9,29
1659,1,9,19
1660,1,8,28
1661,1,10,25
1662,1,8,23
1663,1,9,14
1664,1,8,22
1665,1,9,19
1666,1,9,22
1667,1,10,14
1668,1,9,19
