id,set,human_score,char_4,word_count,char_6
9328,4,0,16,35,7
9329,4,3,56,160,14
9330,4,2,58,143,35
9331,4,2,54,133,28
9332,4,2,31,100,12
9333,4,0,11,25,2
9334,4,1,10,26,3
9335,4,1,29,77,14
9336,4,2,40,100,16
9337,4,1,15,39,6
9338,4,1,9,32,6
9339,4,1,32,92,14
9340,4,2,34,74,15
9341,4,3,57,149,31
9342,4,2,45,101,20
9343,4,1,22,52,8
9344,4,0,39,110,11
9345,4,0,12,33,2
9346,4,3,61,172,22
9347,4,2,46,113,23
9348,4,1,28,81,9
9349,4,0,35,101,17
9350,4,1,19,53,9
9351,4,0,16,47,3
9352,4,2,34,101,17
9353,4,2,30,82,14
9354,4,2,63,132,26
9355,4,1,20,56,10
9356,4,1,16,68,5
9357,4,2,43,133,14
9358,4,0,22,59,12
9359,4,0,11,35,2
9360,4,1,16,58,6
9361,4,2,35,111,16
9362,4,3,52,130,27
9363,4,2,25,74,12
9364,4,2,39,95,23
9365,4,3,42,100,22
9366,4,2,31,86,17
9367,4,3,46,129,24
9368,4,1,36,99,17
9369,4,1,14,50,7
9370,4,0,27,65,10
9371,4,2,22,90,5
9372,4,1,17,56,5
9373,4,1,12,29,6
9374,4,1,32,74,8
9375,4,2,35,126,14
9376,4,2,27,71,9
9377,4,1,10,39,3
9378,4,1,25,69,9
9379,4,2,23,78,6
9380,4,2,41,121,21
9381,4,0,32,89,11
9382,4,2,38,87,18
9383,4,1,38,93,16
9384,4,1,32,100,6
9385,4,1,24,64,8
9386,4,2,39,131,17
9387,4,2,55,161,25
9388,4,1,36,77,11
9389,4,3,77,205,38
9390,4,1,18,58,8
9391,4,2,50,152,24
9392,4,2,40,125,16
9393,4,0,21,52,6
9394,4,1,18,50,4
9395,4,1,17,53,7
9396,4,0,13,39,4
9397,4,2,27,77,13
9398,4,1,42,108,24
9399,4,2,35,74,19
9400,4,1,12,29,5
9401,4,3,66,193,37
9402,4,3,52,121,23
9403,4,2,47,113,19
9404,4,0,12,43,5
9405,4,2,43,111,24
9406,4,0,34,93,14
9407,4,2,56,170,26
9408,4,0,26,56,12
9409,4,1,32,85,11
9410,4,1,20,65,9
9411,4,0,19,35,14
9412,4,1,16,34,3
9413,4,0,11,16,4
9414,4,0,16,64,4
9415,4,0,13,35,5
9416,4,3,49,141,19
9417,4,1,27,88,8
9418,4,1,36,97,14
9419,4,2,32,101,15
9420,4,3,54,139,24
9421,4,1,33,110,10
9422,4,3,55,151,27
9423,4,3,102,231,43
9424,4,0,17,72,3
9425,4,2,55,145,31
9426,4,2,48,125,20
9427,4,1,24,64,11
9428,4,2,55,149,25
9429,4,2,29,93,12
9430,4,3,70,156,26
9431,4,1,23,89,11
9432,4,2,24,99,7
9434,4,0,19,48,3
9435,4,1,8,23,3
9436,4,2,48,130,24
9437,4,1,20,58,5
9438,4,3,62,162,20
9439,4,2,40,132,19
9440,4,1,36,95,14
9441,4,3,67,170,34
9442,4,3,114,287,49
9443,4,1,31,79,11
9444,4,2,28,84,12
9445,4,1,21,63,8
9446,4,1,17,37,10
9447,4,0,8,34,2
9448,4,2,28,88,9
9449,4,2,46,136,25
9450,4,1,13,44,6
9451,4,1,17,45,6
9452,4,2,30,69,13
9453,4,2,29,90,15
9454,4,0,18,59,8
9455,4,0,11,28,4
9456,4,0,12,29,6
9457,4,3,44,124,21
9458,4,2,22,75,7
9459,4,2,40,114,16
9460,4,2,67,192,35
9461,4,1,27,107,15
9462,4,3,59,181,28
9463,4,1,18,43,4
9464,4,0,9,32,4
9465,4,1,61,137,29
9466,4,1,79,193,36
9467,4,2,38,101,20
9468,4,1,25,67,10
9469,4,1,26,77,15
9470,4,2,38,102,19
9471,4,0,12,30,6
9472,4,1,30,92,17
9473,4,3,55,126,29
9474,4,1,23,65,9
9475,4,0,24,61,10
9476,4,2,75,236,37
9477,4,1,30,67,12
9478,4,2,39,117,16
9479,4,1,20,59,9
9480,4,1,18,45,8
9481,4,1,21,63,7
9482,4,2,89,198,38
9483,4,2,57,140,33
9484,4,2,26,61,7
9485,4,3,52,138,21
9486,4,0,4,6,1
9487,4,2,48,133,23
9488,4,0,14,39,6
9489,4,2,53,152,27
9490,4,0,12,25,4
9491,4,1,15,44,6
9492,4,0,33,105,10
9493,4,2,46,124,24
9494,4,2,37,89,17
9495,4,1,11,28,5
9496,4,0,21,71,4
9497,4,2,31,92,9
9498,4,0,19,45,7
9499,4,0,11,25,5
9500,4,2,48,116,26
9501,4,2,38,111,21
9502,4,1,30,71,14
9503,4,2,40,80,28
9504,4,2,35,86,16
9505,4,2,29,130,14
9506,4,2,31,86,16
9507,4,2,34,134,12
9508,4,2,56,140,17
9509,4,0,25,78,6
9510,4,1,30,100,16
9511,4,1,16,34,8
9512,4,0,29,82,9
9513,4,3,84,215,45
9514,4,1,36,80,15
9515,4,3,84,205,51
9516,4,1,20,73,10
9517,4,1,18,50,6
9518,4,0,23,76,9
9519,4,1,26,73,11
9520,4,1,25,56,11
9521,4,2,26,71,18
9522,4,2,33,93,15
9523,4,3,39,107,20
9524,4,1,21,53,9
9525,4,3,61,150,31
9526,4,2,21,47,9
9527,4,2,53,139,25
9528,4,0,10,23,4
9529,4,1,28,89,6
9530,4,2,51,153,20
9531,4,1,19,44,9
9532,4,1,12,37,5
9533,4,1,11,48,3
9534,4,3,42,111,17
9535,4,1,25,74,5
9536,4,0,53,141,17
9537,4,0,6,39,1
9538,4,2,43,113,18
9539,4,2,26,99,12
9540,4,0,21,46,4
9541,4,3,36,88,22
9542,4,1,6,22,0
9543,4,1,20,62,9
9544,4,0,5,21,3
9545,4,0,11,63,3
9546,4,1,14,39,4
9547,4,2,31,102,12
9548,4,1,26,77,11
9549,4,1,21,73,10
9550,4,3,49,152,22
9551,4,3,51,130,28
9552,4,2,43,108,28
9553,4,2,46,117,16
9554,4,1,24,69,8
9555,4,2,19,77,7
9556,4,2,60,143,22
9557,4,1,24,80,8
9558,4,3,83,220,41
9559,4,2,41,116,16
9560,4,1,32,94,9
9561,4,2,40,100,16
9562,4,3,49,136,23
9563,4,1,22,67,4
9564,4,0,32,83,14
9565,4,0,12,45,6
9566,4,1,27,64,7
9567,4,3,74,170,23
9568,4,0,8,29,4
9569,4,3,40,143,19
9570,4,2,32,116,7
9571,4,3,60,173,33
9572,4,1,27,70,13
9573,4,2,31,95,11
9574,4,2,60,164,29
9575,4,1,26,67,10
9576,4,2,38,94,21
9577,4,0,11,26,4
9578,4,2,50,132,25
9579,4,0,25,58,11
9580,4,1,20,56,8
9581,4,0,10,20,4
9582,4,0,13,34,6
9583,4,0,17,37,8
9584,4,2,19,56,10
9585,4,1,13,36,4
9586,4,1,13,22,4
9587,4,2,39,91,14
9588,4,2,42,110,18
9589,4,2,51,136,23
9590,4,2,37,90,21
9591,4,0,33,68,19
9592,4,0,27,73,6
9593,4,1,25,63,11
9594,4,3,89,228,43
9595,4,2,63,145,33
9596,4,1,43,103,15
9597,4,2,34,103,4
9598,4,2,32,102,8
9599,4,1,25,50,9
9600,4,2,44,106,25
9601,4,0,21,57,10
9602,4,1,20,50,5
9603,4,2,43,151,17
9604,4,1,28,85,12
9605,4,1,17,50,3
9606,4,2,59,143,27
9607,4,3,72,201,28
9608,4,3,64,155,26
9609,4,0,45,136,16
9610,4,2,44,124,23
9611,4,1,20,51,10
9612,4,0,11,29,5
9613,4,2,67,178,37
9614,4,1,6,18,4
9615,4,2,40,116,24
9616,4,1,31,87,11
9617,4,2,35,129,9
9618,4,3,87,237,34
9619,4,2,46,122,31
9620,4,1,13,39,6
9621,4,0,43,88,18
9622,4,2,45,111,23
9623,4,1,12,47,7
9624,4,3,69,173,37
9625,4,3,52,150,28
9626,4,0,10,35,2
9627,4,2,69,214,20
9628,4,2,48,124,20
9629,4,0,39,105,15
9630,4,2,52,123,18
9631,4,2,37,115,16
9632,4,0,28,65,9
9633,4,1,20,52,12
9634,4,1,16,42,7
9635,4,1,15,47,8
9636,4,2,35,92,15
9637,4,0,8,19,1
9638,4,2,26,84,11
9639,4,1,17,62,3
9640,4,2,21,74,6
9641,4,2,26,60,14
9642,4,2,35,94,13
9643,4,2,38,132,11
9644,4,0,51,113,16
9645,4,2,37,89,15
9646,4,0,13,39,6
9647,4,1,55,122,19
9648,4,3,60,158,30
9649,4,1,43,100,19
9650,4,2,40,105,17
9651,4,1,36,88,13
9652,4,0,53,172,25
9653,4,0,6,17,0
9654,4,1,23,72,8
9655,4,0,16,40,6
9656,4,1,20,87,6
9657,4,1,14,53,4
9658,4,2,41,109,20
9659,4,3,35,117,15
9660,4,2,62,185,24
9661,4,1,21,82,8
9662,4,1,13,53,3
9663,4,2,34,92,15
9664,4,0,6,20,3
9665,4,1,13,35,5
9666,4,1,28,81,12
9667,4,2,47,140,18
9668,4,1,12,31,4
9669,4,3,95,269,42
9670,4,3,64,191,21
9671,4,2,70,165,30
9672,4,1,25,79,10
9674,4,3,81,228,37
9675,4,1,28,73,10
9676,4,1,20,61,7
9677,4,1,18,57,6
9678,4,0,17,40,7
9679,4,0,18,38,8
9680,4,1,20,46,10
9681,4,1,13,41,6
9682,4,2,32,108,15
9683,4,2,48,128,20
9684,4,1,25,75,7
9685,4,1,23,64,7
9686,4,1,16,65,6
9687,4,1,30,77,16
9688,4,1,19,48,10
9689,4,2,30,86,11
9690,4,0,19,57,8
9691,4,0,11,37,3
9692,4,1,9,28,4
9693,4,1,8,23,3
9694,4,1,23,71,9
9695,4,0,21,60,10
9696,4,0,7,23,3
9697,4,1,8,16,5
9698,4,2,36,123,14
9699,4,2,52,130,24
9700,4,2,68,167,38
9701,4,1,20,57,4
9702,4,2,32,76,10
9703,4,0,6,24,0
9704,4,1,69,176,25
9705,4,2,74,172,31
9706,4,0,5,16,1
9707,4,2,53,138,26
9708,4,2,67,193,30
9709,4,3,61,182,24
9710,4,2,40,115,10
9711,4,2,35,124,15
9712,4,1,20,60,8
9713,4,1,26,90,13
9714,4,2,38,110,14
9715,4,3,60,128,25
9716,4,0,23,51,10
9717,4,2,66,161,39
9718,4,1,40,106,18
9719,4,1,39,104,15
9720,4,1,30,60,9
9721,4,1,11,46,8
9722,4,2,27,87,11
9723,4,3,40,94,21
9724,4,3,58,168,20
9725,4,1,33,103,10
9726,4,2,45,138,19
9727,4,3,82,238,37
9728,4,0,29,77,8
9729,4,1,34,92,15
9730,4,2,42,117,19
9731,4,2,27,75,8
9732,4,1,14,53,5
9733,4,2,35,111,14
9734,4,2,37,116,10
9735,4,1,11,37,2
9736,4,0,36,84,13
9737,4,1,17,71,1
9738,4,2,77,200,34
9739,4,2,68,152,27
9740,4,2,29,75,10
9741,4,3,57,164,21
9742,4,1,23,60,7
9743,4,3,51,134,18
9744,4,3,63,157,39
9745,4,1,30,81,12
9746,4,1,32,120,7
9747,4,0,10,35,6
9748,4,2,29,73,7
9749,4,1,17,50,5
9750,4,3,28,96,11
9751,4,1,44,107,11
9752,4,1,30,60,6
9753,4,2,33,100,21
9754,4,2,42,128,18
9755,4,1,98,240,47
9756,4,1,1,10,0
9757,4,1,20,63,6
9758,4,1,49,143,15
9759,4,2,19,55,8
9760,4,2,92,213,45
9761,4,2,36,100,11
9762,4,2,56,149,21
9763,4,0,22,68,9
9764,4,2,20,79,9
9765,4,1,14,59,8
9766,4,2,25,74,13
9767,4,2,56,158,22
9768,4,1,23,72,10
9769,4,0,5,15,2
9770,4,1,20,61,5
9771,4,2,36,105,20
9772,4,1,18,53,10
9773,4,1,23,62,8
9774,4,0,50,164,15
9775,4,1,9,23,3
9776,4,1,15,42,8
9777,4,2,26,85,12
9778,4,1,12,34,4
9779,4,1,16,47,3
9780,4,2,49,128,24
9781,4,2,30,91,10
9782,4,1,36,105,16
9783,4,3,45,144,22
9784,4,2,53,154,21
9785,4,1,20,55,9
9786,4,1,26,65,12
9787,4,2,28,85,14
9788,4,2,38,96,22
9789,4,2,47,133,18
9790,4,1,20,73,7
9791,4,3,54,162,27
9792,4,2,29,99,9
9793,4,1,16,48,8
9794,4,2,46,128,17
9795,4,2,27,85,17
9796,4,2,29,89,14
9797,4,1,27,76,10
9798,4,2,43,93,24
9799,4,2,35,109,14
9800,4,0,29,73,11
9801,4,2,39,112,23
9802,4,1,9,28,1
9803,4,1,34,90,14
9804,4,1,20,55,6
9805,4,2,35,83,13
9806,4,1,20,59,6
9807,4,0,10,25,5
9808,4,1,11,36,4
9809,4,1,36,105,12
9810,4,1,40,115,14
9811,4,3,54,163,25
9812,4,2,44,120,20
9813,4,2,42,132,11
9814,4,1,20,53,7
9815,4,1,22,45,12
9816,4,2,50,118,26
9817,4,1,30,72,18
9818,4,2,69,178,41
9819,4,2,23,100,8
9820,4,3,39,112,20
9821,4,3,76,202,33
9822,4,3,57,139,25
9823,4,1,23,73,13
9824,4,2,37,97,19
9825,4,0,11,19,6
9826,4,1,63,139,34
9827,4,1,55,129,20
9828,4,2,55,148,18
9829,4,3,115,253,60
9830,4,3,62,149,31
9831,4,2,33,94,17
9832,4,2,46,133,24
9833,4,3,66,184,27
9834,4,0,20,50,3
9835,4,1,29,71,12
9836,4,2,34,79,16
9837,4,0,6,10,4
9838,4,2,48,121,26
9839,4,1,28,59,10
9840,4,0,15,56,7
9841,4,3,46,143,19
9842,4,1,18,47,7
9843,4,2,40,117,19
9844,4,2,24,75,7
9845,4,1,20,63,8
9846,4,2,38,95,23
9847,4,3,66,162,30
9848,4,1,30,79,13
9849,4,1,28,86,15
9850,4,1,31,82,13
9851,4,1,16,59,6
9852,4,2,49,136,22
9853,4,1,27,61,9
9854,4,1,12,34,5
9855,4,2,25,107,11
9856,4,3,45,133,23
9857,4,0,14,43,5
9858,4,1,7,25,4
9859,4,2,50,120,25
9860,4,2,46,174,21
9861,4,3,38,113,19
9862,4,0,5,23,2
9863,4,1,11,51,5
9864,4,1,27,84,8
9865,4,2,48,135,20
9866,4,1,10,25,6
9867,4,0,19,52,4
9868,4,2,23,95,11
9869,4,1,19,56,4
9870,4,3,3,5,1
9871,4,0,13,34,4
9872,4,2,50,141,21
9873,4,3,51,144,20
9874,4,2,25,74,11
9875,4,2,79,186,43
9876,4,1,10,27,3
9877,4,1,14,39,6
9878,4,2,38,108,19
9879,4,1,11,29,4
9880,4,2,40,103,25
9881,4,1,44,113,17
9882,4,1,30,97,13
9883,4,1,24,70,12
9884,4,2,50,122,21
9885,4,0,25,47,6
9886,4,1,19,54,6
9887,4,0,26,66,7
9888,4,1,23,64,8
9889,4,1,21,73,12
9890,4,1,11,45,4
9891,4,1,39,107,15
9892,4,1,25,69,13
9893,4,2,41,112,18
9894,4,2,24,75,9
9895,4,1,13,44,2
9896,4,1,26,62,11
9897,4,1,18,42,9
9898,4,2,32,77,16
9899,4,2,28,84,14
9900,4,1,47,106,15
9901,4,2,36,125,19
9902,4,1,4,33,2
9903,4,2,54,154,23
9904,4,2,59,179,23
9905,4,1,7,34,3
9906,4,2,37,108,17
9907,4,2,35,103,13
9908,4,1,36,98,14
9909,4,2,45,141,16
9910,4,1,40,118,19
9911,4,3,61,174,24
9912,4,2,40,115,15
9913,4,0,12,24,4
9914,4,3,63,163,39
9915,4,0,20,53,8
9916,4,0,8,20,5
9917,4,3,62,170,30
9918,4,1,16,47,7
9919,4,3,41,106,23
9920,4,2,34,89,11
9921,4,1,22,56,4
9922,4,0,22,51,5
9923,4,1,17,39,7
9924,4,1,21,60,3
9925,4,2,56,182,16
9926,4,1,31,102,14
9927,4,3,45,144,18
9928,4,3,64,162,27
9929,4,1,25,83,6
9930,4,1,12,62,4
9931,4,1,8,24,5
9932,4,2,58,128,20
9933,4,1,36,95,15
9934,4,2,39,117,16
9935,4,2,55,142,23
9936,4,0,22,59,7
9937,4,3,60,167,31
9938,4,2,39,108,16
