id,set,human_score,char_4,word_count,char_6
15075,6,1,33,87,13
15076,6,3,74,174,39
15077,6,2,48,113,27
15078,6,2,31,66,14
15079,6,3,68,150,37
15080,6,3,55,113,31
15081,6,4,82,170,45
15082,6,1,80,162,47
15083,6,3,98,225,57
15084,6,2,42,104,21
15085,6,4,124,270,63
15086,6,2,16,62,9
15087,6,3,48,130,23
15088,6,3,68,150,35
15089,6,4,104,215,54
15090,6,2,57,138,31
15091,6,2,60,135,34
15092,6,3,73,167,37
15093,6,3,55,149,30
15094,6,4,99,222,54
15095,6,0,34,73,20
15096,6,1,18,48,6
15097,6,4,98,239,50
15098,6,2,59,117,35
15099,6,3,84,167,45
15100,6,3,65,136,34
15101,6,4,83,176,42
15102,6,3,73,182,36
15103,6,4,83,187,42
15104,6,3,50,120,31
15105,6,3,85,203,35
15106,6,1,82,182,45
15107,6,3,61,140,28
15108,6,3,70,162,33
15109,6,2,62,146,37
15110,6,2,50,118,25
15111,6,3,67,146,35
15112,6,1,32,79,19
15113,6,0,6,19,3
15114,6,2,28,75,16
15115,6,3,67,140,39
15116,6,3,57,121,33
15117,6,1,41,94,19
15118,6,1,52,108,25
15119,6,2,49,117,27
15120,6,2,37,103,22
15121,6,4,76,169,38
15122,6,3,55,135,32
15123,6,3,76,159,42
15124,6,3,72,165,34
15125,6,3,67,151,36
15126,6,1,14,31,6
15127,6,4,89,225,58
15128,6,3,65,148,27
15129,6,2,42,99,27
15130,6,3,60,142,35
15131,6,2,56,119,32
15132,6,3,59,154,34
15133,6,2,64,143,35
15134,6,2,21,60,11
15135,6,3,52,132,29
15136,6,3,72,154,39
15137,6,2,101,252,53
15138,6,3,74,201,43
15139,6,4,89,216,45
15140,6,2,27,55,11
15141,6,1,11,21,7
15142,6,2,62,179,32
15143,6,2,34,89,14
15144,6,3,65,152,36
15145,6,3,82,185,40
15146,6,3,36,108,17
15147,6,3,70,152,41
15148,6,2,45,121,24
15149,6,2,34,83,12
15150,6,3,63,143,40
15151,6,4,142,303,90
15152,6,2,64,171,34
15153,6,2,67,168,32
15154,6,2,74,169,41
15155,6,4,71,183,39
15156,6,3,60,124,24
15157,6,3,99,256,43
15158,6,4,85,191,49
15159,6,3,101,230,52
15160,6,3,66,147,33
15161,6,4,86,187,47
15162,6,2,67,178,35
15163,6,3,59,111,27
15164,6,3,72,166,37
15165,6,3,53,108,28
15166,6,4,100,213,46
15167,6,3,82,189,55
15168,6,4,93,227,56
15169,6,4,112,270,63
15170,6,3,56,129,31
15171,6,2,67,147,31
15172,6,2,88,199,45
15173,6,4,92,202,55
15174,6,3,86,177,48
15175,6,2,82,195,51
15176,6,4,109,236,58
15177,6,1,70,166,37
15178,6,2,40,99,26
15179,6,4,81,197,46
15180,6,4,76,223,38
15181,6,4,94,212,52
15182,6,4,102,217,60
15183,6,2,45,105,21
15184,6,3,63,154,35
15185,6,1,27,81,13
15186,6,4,79,189,47
15187,6,3,62,133,41
15188,6,1,27,71,13
15189,6,4,90,200,49
15190,6,4,82,197,40
15191,6,3,72,163,46
15192,6,2,57,150,34
15193,6,1,22,54,7
15194,6,2,37,81,21
15195,6,1,36,91,17
15196,6,3,58,134,32
15197,6,3,72,149,38
15198,6,3,66,161,29
15199,6,3,79,171,45
15200,6,4,66,173,33
15201,6,3,21,77,12
15202,6,3,44,98,29
15203,6,4,103,284,60
15204,6,2,35,102,21
15205,6,3,83,168,49
15206,6,2,38,90,18
15207,6,2,44,100,22
15208,6,3,79,172,33
15209,6,3,65,148,39
15210,6,3,46,122,19
15211,6,2,74,181,53
15212,6,2,32,75,17
15213,6,3,65,125,42
15214,6,1,48,108,29
15215,6,4,89,213,49
15216,6,3,53,106,32
15217,6,2,23,65,9
15218,6,2,38,95,23
15219,6,3,56,136,23
15220,6,3,89,175,39
15221,6,2,34,89,14
15222,6,4,97,227,56
15223,6,3,80,187,41
15224,6,2,46,122,29
15225,6,4,94,210,47
15226,6,4,88,179,48
15227,6,3,69,165,35
15228,6,4,100,225,49
15229,6,2,41,97,18
15230,6,4,72,151,39
15231,6,4,57,168,32
15232,6,1,66,159,37
15233,6,3,97,196,56
15234,6,4,92,225,47
15235,6,2,54,114,26
15236,6,3,60,138,29
15237,6,2,54,126,28
15238,6,1,13,36,8
15239,6,4,89,186,49
15240,6,1,26,65,16
15241,6,3,72,171,50
15242,6,4,94,216,53
15243,6,3,69,170,39
15244,6,3,72,149,33
15245,6,1,26,56,15
15246,6,4,92,187,47
15247,6,3,66,140,35
15248,6,3,70,185,37
15249,6,3,89,239,51
15250,6,3,77,172,36
15251,6,3,46,129,27
15252,6,2,62,128,31
15253,6,3,69,148,32
15254,6,2,27,63,15
15255,6,2,39,102,20
15256,6,2,108,240,60
15257,6,3,60,143,30
15258,6,1,28,58,13
15259,6,2,96,210,60
15260,6,2,41,93,18
15261,6,3,60,144,33
15262,6,1,54,151,24
15263,6,3,56,135,27
15264,6,4,70,158,36
15265,6,3,95,232,45
15266,6,3,49,119,33
15267,6,4,111,218,61
15268,6,0,14,40,9
15269,6,2,28,69,13
15270,6,2,55,123,33
15271,6,2,39,88,22
15272,6,3,59,123,26
15273,6,4,106,228,56
15274,6,3,58,133,29
15275,6,2,51,129,30
15276,6,3,99,228,43
15277,6,4,82,195,51
15278,6,2,32,71,16
15279,6,2,63,135,38
15280,6,2,53,151,25
15281,6,3,61,144,31
15282,6,4,83,185,41
15283,6,2,56,132,35
15284,6,3,87,178,46
15285,6,3,115,237,57
15286,6,3,54,112,23
15287,6,3,60,136,29
15288,6,1,26,62,14
15289,6,4,74,157,42
15290,6,2,37,93,20
15291,6,3,97,207,50
15292,6,1,35,76,10
15293,6,2,59,125,29
15294,6,3,53,137,28
15295,6,3,69,162,40
15296,6,3,98,206,49
15297,6,2,37,90,23
15298,6,2,47,115,25
15299,6,1,30,91,15
15300,6,4,126,237,82
15301,6,4,78,175,41
15302,6,4,88,191,49
15303,6,4,88,177,54
15304,6,1,45,121,27
15305,6,3,68,160,31
15306,6,3,78,183,39
15307,6,3,49,134,20
15308,6,3,119,270,72
15309,6,4,64,134,34
15310,6,3,73,190,42
15311,6,3,52,117,22
15312,6,3,72,164,42
15313,6,4,68,160,40
15314,6,3,52,128,17
15315,6,4,91,221,47
15316,6,3,53,129,35
15317,6,1,62,144,29
15318,6,4,141,321,72
15319,6,1,13,37,5
15320,6,4,95,224,44
15321,6,4,103,241,48
15322,6,2,81,187,52
15323,6,3,76,162,37
15324,6,2,46,106,20
15325,6,2,48,111,24
15326,6,3,80,198,37
15327,6,4,80,212,40
15328,6,2,51,139,25
15329,6,4,74,170,37
15330,6,4,92,213,43
15331,6,4,91,217,46
15332,6,3,57,135,32
15333,6,3,85,192,49
15334,6,3,90,203,58
15335,6,4,72,153,38
15336,6,4,60,148,32
15337,6,3,87,185,46
15338,6,2,30,86,14
15339,6,3,52,114,26
15340,6,3,64,135,31
15341,6,4,84,173,47
15342,6,3,55,154,32
15343,6,1,25,54,11
15344,6,3,91,200,49
15345,6,3,67,157,33
15346,6,3,64,136,41
15347,6,2,52,141,29
15348,6,3,71,176,32
15349,6,3,66,147,30
15350,6,3,44,95,22
15351,6,3,87,183,52
15352,6,3,63,130,38
15353,6,3,88,197,50
15354,6,4,81,208,44
15355,6,3,48,127,29
15356,6,3,62,150,30
15357,6,2,58,139,34
15358,6,4,71,165,37
15359,6,2,60,131,32
15360,6,3,83,192,45
15361,6,3,61,132,34
15362,6,2,37,80,19
15363,6,0,25,59,12
15364,6,3,63,130,33
15365,6,3,72,162,47
15366,6,2,65,132,30
15367,6,3,60,160,31
15368,6,2,69,169,36
15369,6,3,78,164,51
15370,6,3,54,133,28
15371,6,2,15,41,9
15372,6,4,92,213,56
15373,6,4,108,240,63
15374,6,1,60,141,36
15375,6,4,68,151,41
15376,6,4,78,185,42
15377,6,2,37,83,17
15378,6,2,53,121,30
15379,6,3,83,187,45
15380,6,3,60,133,32
15381,6,0,43,113,21
15382,6,4,104,240,60
15383,6,3,87,176,52
15384,6,3,69,173,36
15385,6,3,74,185,35
15386,6,1,9,16,3
15387,6,3,57,132,32
15388,6,3,61,137,26
15389,6,4,93,253,39
15390,6,2,25,59,16
15391,6,2,66,177,37
15392,6,3,61,141,37
15393,6,3,58,132,35
15394,6,3,84,204,36
15395,6,3,52,125,31
15396,6,3,93,214,53
15397,6,4,75,192,38
15398,6,4,79,202,39
15399,6,2,54,140,30
15400,6,3,61,138,31
15401,6,3,41,103,20
15402,6,1,47,113,23
15403,6,1,36,118,22
15404,6,3,86,190,39
15405,6,2,40,87,19
15406,6,1,37,82,20
15407,6,2,48,113,26
15408,6,4,128,278,72
15409,6,3,71,171,43
15410,6,3,38,83,19
15411,6,4,92,193,53
15412,6,3,54,110,27
15413,6,3,49,110,27
15414,6,2,26,63,15
15415,6,2,78,185,42
15416,6,4,117,260,57
15417,6,3,88,200,46
15418,6,3,66,160,42
15419,6,4,89,226,50
15420,6,2,70,155,37
15421,6,3,63,144,38
15422,6,2,55,129,31
15423,6,3,74,160,33
15424,6,2,37,95,17
15425,6,3,58,128,27
15426,6,1,21,54,9
15427,6,3,62,155,37
15428,6,3,59,160,33
15429,6,3,51,125,25
15430,6,4,122,256,62
15431,6,0,58,115,35
15432,6,2,89,232,48
15433,6,3,78,178,45
15434,6,2,24,84,13
15435,6,4,85,208,46
15436,6,4,105,243,60
15437,6,2,69,180,32
15438,6,3,87,179,44
15439,6,2,37,88,27
15440,6,2,73,160,43
15441,6,1,23,67,14
15442,6,2,90,204,56
15443,6,3,60,152,29
15444,6,3,70,141,40
15445,6,2,46,92,26
15446,6,4,83,195,52
15447,6,4,84,211,49
15448,6,3,90,222,48
15449,6,1,51,107,26
15450,6,4,131,286,75
15451,6,3,57,137,34
15452,6,2,50,119,29
15453,6,4,68,160,39
15454,6,3,79,161,46
15455,6,3,69,130,35
15456,6,0,62,139,34
15457,6,3,115,283,70
15458,6,2,55,125,30
15459,6,4,101,196,55
15460,6,4,60,157,24
15461,6,3,78,179,36
15462,6,3,112,252,54
15463,6,2,38,98,20
15464,6,4,86,198,53
15465,6,3,111,257,55
15466,6,2,102,231,55
15467,6,4,118,256,67
15468,6,2,28,74,13
15469,6,4,72,170,39
15470,6,3,76,197,42
15471,6,3,87,191,47
15472,6,3,36,81,20
15473,6,2,81,183,41
15474,6,4,100,228,46
15475,6,2,67,153,35
15476,6,4,79,187,42
15477,6,3,73,188,30
15478,6,2,83,188,47
15479,6,3,51,125,20
15480,6,2,34,67,16
15481,6,3,67,161,32
15482,6,1,36,75,17
15483,6,1,43,91,21
15484,6,4,99,230,54
15485,6,2,43,109,25
15486,6,4,72,170,38
15487,6,2,12,40,9
15488,6,3,57,124,24
15489,6,3,71,150,40
15490,6,1,41,84,21
15491,6,3,72,159,41
15492,6,3,67,145,38
15493,6,4,66,165,28
15494,6,4,105,235,58
15495,6,4,112,254,48
15496,6,2,44,105,20
15497,6,3,80,166,38
15498,6,3,72,169,40
15499,6,4,103,201,58
15500,6,3,47,116,29
15501,6,3,47,124,25
15502,6,3,57,149,25
15503,6,2,73,170,37
15504,6,1,11,29,8
15505,6,1,46,90,21
15506,6,3,98,229,57
15507,6,3,84,208,31
15508,6,4,143,302,68
15509,6,3,93,234,44
15510,6,2,77,189,36
15511,6,3,62,170,23
15512,6,3,91,213,47
15513,6,1,35,96,15
15514,6,2,37,82,22
15515,6,4,75,173,49
15516,6,3,69,184,28
15517,6,3,51,125,25
15518,6,3,104,217,55
15519,6,4,87,190,48
15520,6,3,74,178,42
15521,6,4,82,187,47
15522,6,3,77,193,41
15523,6,4,106,224,55
15524,6,3,56,138,32
15525,6,3,61,132,27
15526,6,4,85,199,51
15527,6,2,46,127,29
15528,6,2,58,151,33
15529,6,3,58,113,28
15530,6,4,144,301,77
15531,6,2,38,99,24
15532,6,1,23,56,13
15533,6,4,84,205,46
15534,6,3,83,175,41
15535,6,2,98,235,63
15536,6,2,33,74,17
15537,6,2,51,108,29
15538,6,3,55,136,29
15539,6,3,69,155,42
15540,6,2,42,109,26
15541,6,2,47,123,27
15542,6,3,79,183,44
15543,6,3,64,153,38
15544,6,2,84,174,45
15545,6,3,76,158,42
15546,6,3,82,196,41
15547,6,3,93,201,47
15548,6,3,55,123,29
15549,6,3,111,253,59
15550,6,3,58,150,35
15551,6,1,55,106,26
15552,6,3,49,116,32
15553,6,2,44,96,23
15554,6,3,67,171,38
15555,6,2,74,167,46
15556,6,3,70,145,42
15557,6,3,93,198,46
15558,6,3,64,163,32
15559,6,3,43,98,21
15560,6,4,95,211,55
15561,6,4,133,295,73
15562,6,4,77,175,43
15563,6,1,37,99,15
15564,6,3,68,146,38
15565,6,3,59,163,30
15566,6,4,87,185,44
15567,6,3,38,99,25
15568,6,4,71,140,34
15569,6,1,26,63,14
15570,6,3,38,79,20
15571,6,2,19,48,7
15572,6,4,72,193,43
15573,6,3,78,175,38
15574,6,4,113,255,64
15575,6,4,85,192,43
15576,6,4,80,173,46
15577,6,3,64,153,35
15578,6,3,102,233,48
15579,6,3,35,91,19
15580,6,2,46,104,27
15581,6,2,42,101,27
15582,6,3,85,188,55
15583,6,3,79,182,43
15584,6,4,133,277,71
15585,6,2,36,80,22
15586,6,2,80,183,52
15587,6,3,69,151,37
15588,6,3,49,103,22
15589,6,2,55,114,34
15590,6,3,64,158,37
15591,6,1,40,92,17
15592,6,4,80,181,47
15593,6,3,65,147,38
15594,6,3,47,112,24
15595,6,3,74,168,37
15596,6,3,61,129,37
15597,6,3,86,203,43
15598,6,3,61,151,29
15599,6,2,69,166,43
15600,6,2,43,108,24
15601,6,3,75,185,36
15602,6,3,54,133,29
15603,6,2,83,163,41
15604,6,1,38,76,12
15605,6,3,67,146,36
15606,6,3,71,196,30
15607,6,4,86,193,46
15608,6,3,52,134,27
15609,6,3,48,104,27
15610,6,4,110,233,53
15611,6,4,73,197,43
15612,6,2,68,173,42
15613,6,3,88,198,54
15614,6,2,93,226,54
15615,6,3,87,189,43
15616,6,2,51,129,25
15617,6,4,107,245,46
15618,6,3,87,181,43
15619,6,3,60,136,33
15620,6,3,66,163,31
15621,6,4,85,204,45
15622,6,3,85,208,47
15623,6,3,56,127,27
15624,6,4,106,255,52
15625,6,2,41,95,22
15626,6,3,73,149,32
15627,6,0,41,93,25
15628,6,3,49,115,27
15629,6,3,81,184,45
15630,6,2,30,90,16
15631,6,3,71,185,49
15632,6,1,37,86,16
15633,6,3,68,135,32
15634,6,4,76,176,41
15635,6,3,79,191,46
15636,6,1,57,134,28
15637,6,3,54,136,25
15638,6,2,24,69,11
15639,6,3,50,132,23
15640,6,3,71,170,37
15641,6,4,99,227,59
15642,6,1,78,175,41
15643,6,3,64,162,43
15644,6,3,65,144,35
15645,6,3,76,153,40
15646,6,3,72,161,37
15647,6,1,63,132,35
15648,6,2,45,125,23
15649,6,1,22,44,14
15650,6,3,54,123,33
15651,6,3,44,140,23
15652,6,4,131,271,69
15653,6,3,88,178,53
15654,6,4,69,164,39
15655,6,4,96,225,60
15656,6,3,74,188,36
15657,6,3,42,103,24
15658,6,4,96,213,46
15659,6,3,54,128,26
15660,6,2,64,154,34
15661,6,1,26,59,10
15662,6,1,56,161,25
15663,6,1,7,12,3
15664,6,4,93,219,48
15665,6,4,115,239,56
15666,6,2,38,84,23
15667,6,3,122,249,66
15668,6,1,40,105,20
15669,6,3,56,130,28
15670,6,3,48,116,27
15671,6,4,59,123,37
15672,6,2,26,69,14
15673,6,2,42,99,20
15674,6,4,79,186,44
15675,6,2,61,144,30
15676,6,3,101,209,44
15677,6,3,74,169,42
15678,6,2,38,87,17
15679,6,3,56,143,25
15680,6,3,66,147,33
15681,6,3,96,213,44
15682,6,4,90,202,55
15683,6,3,60,120,32
15684,6,3,61,141,30
15685,6,2,51,123,33
15686,6,3,59,133,31
15687,6,1,40,85,20
15688,6,3,73,169,40
15689,6,4,109,222,62
15690,6,3,45,130,21
15691,6,1,18,48,11
15692,6,4,89,200,48
15693,6,2,51,132,21
15694,6,3,57,127,25
15695,6,3,73,168,38
15696,6,2,46,106,23
15697,6,4,61,136,32
15698,6,2,58,124,23
15699,6,4,117,260,57
15700,6,4,94,214,58
15701,6,3,40,91,19
15702,6,4,90,184,46
15703,6,4,74,175,42
15704,6,2,38,83,20
15705,6,4,116,240,68
15706,6,4,85,205,47
15707,6,4,91,200,48
15708,6,4,104,210,60
15709,6,4,76,178,41
15710,6,2,46,102,24
15711,6,2,68,155,32
15712,6,4,56,136,27
15713,6,3,103,222,55
15714,6,4,88,206,53
15715,6,2,76,174,37
15716,6,2,30,103,15
15717,6,2,58,118,29
15718,6,3,71,189,36
15719,6,2,54,154,30
15720,6,2,31,77,20
15721,6,4,75,172,41
15722,6,3,115,215,67
15723,6,3,40,98,24
15724,6,3,63,144,32
15725,6,2,36,85,16
15726,6,3,48,146,30
15727,6,2,47,122,21
15728,6,1,21,40,13
15729,6,3,79,179,47
15730,6,2,43,111,25
15731,6,3,71,177,38
15732,6,2,47,134,29
15733,6,0,13,44,8
15734,6,2,63,135,28
15735,6,1,33,108,10
15736,6,3,83,189,47
15737,6,3,62,136,35
15738,6,1,36,80,18
15739,6,3,84,179,42
15740,6,3,56,117,25
15741,6,3,49,109,24
15742,6,3,78,181,44
15743,6,3,48,130,25
15744,6,3,53,141,21
15745,6,2,90,198,40
15746,6,3,84,177,42
15747,6,3,75,186,42
15748,6,2,45,105,15
15749,6,1,14,38,5
15750,6,1,20,51,12
15751,6,3,75,195,29
15752,6,3,71,190,44
15753,6,0,15,37,8
15754,6,4,73,208,47
15755,6,0,26,56,9
15756,6,3,67,127,35
15757,6,3,50,123,22
15758,6,3,66,161,40
15759,6,3,45,110,22
15760,6,3,56,138,27
15761,6,3,111,248,66
15762,6,2,54,118,33
15763,6,3,83,173,41
15764,6,3,70,151,40
15765,6,3,81,191,46
15766,6,3,63,150,33
15767,6,4,120,269,52
15768,6,2,35,84,22
15769,6,1,28,97,15
15770,6,4,71,167,42
15771,6,3,85,179,43
15772,6,4,78,182,38
15773,6,2,91,201,42
15774,6,3,90,193,53
15775,6,3,67,168,42
15776,6,4,112,223,57
15777,6,3,54,121,31
15778,6,1,35,75,22
15779,6,3,59,122,32
15780,6,4,115,255,69
15781,6,4,85,241,40
15782,6,3,64,166,36
15783,6,4,73,182,37
15784,6,3,54,143,36
15785,6,3,80,165,34
15786,6,3,86,179,44
15787,6,4,97,225,43
15788,6,4,106,235,57
15789,6,2,68,162,32
15790,6,4,75,185,41
15791,6,1,49,116,30
15792,6,2,48,118,27
15793,6,1,43,95,18
15794,6,3,79,210,38
15795,6,3,44,140,26
15796,6,3,79,179,43
15797,6,2,23,57,15
15798,6,3,49,108,26
15799,6,2,56,118,26
15800,6,3,80,191,45
15801,6,3,43,126,25
15802,6,3,57,122,33
15803,6,1,56,153,27
15804,6,4,74,175,33
15805,6,4,57,162,34
15806,6,3,59,146,32
15807,6,0,36,73,18
15808,6,3,58,130,25
15809,6,3,55,125,32
15810,6,3,58,138,27
15811,6,2,33,83,18
15812,6,3,50,131,28
15813,6,3,73,158,47
15814,6,4,85,173,45
15815,6,3,55,136,36
15816,6,3,79,166,42
15817,6,3,66,153,34
15818,6,2,40,99,21
15819,6,3,82,157,38
15820,6,4,56,126,33
15821,6,3,84,199,57
15822,6,1,57,166,31
15823,6,1,12,29,4
15824,6,4,163,395,92
15825,6,3,66,145,38
15826,6,3,68,153,36
15827,6,4,112,238,65
15828,6,3,53,136,25
15829,6,1,47,129,22
15830,6,3,64,148,39
15831,6,0,14,35,5
15832,6,2,34,82,20
15833,6,1,33,90,20
15834,6,4,131,295,71
15835,6,4,108,236,65
15836,6,1,55,131,30
15837,6,1,61,145,35
15838,6,2,59,143,31
15839,6,2,46,126,20
15840,6,2,140,351,70
15841,6,3,57,106,15
15842,6,2,38,92,20
15843,6,3,112,271,55
15844,6,2,48,103,23
15845,6,3,59,136,28
15846,6,4,98,211,56
15847,6,2,34,97,22
15848,6,3,106,238,65
15849,6,2,38,79,22
15850,6,0,8,37,6
15851,6,2,43,124,25
15852,6,2,83,198,41
15853,6,3,40,117,22
15854,6,4,115,238,57
15855,6,4,80,192,50
15856,6,3,69,151,38
15857,6,3,93,220,48
15858,6,3,63,142,35
15859,6,3,41,93,19
15860,6,1,50,111,30
15861,6,4,93,205,53
15862,6,2,55,145,35
15863,6,3,73,161,42
15864,6,3,98,217,48
15865,6,2,48,102,24
15866,6,3,81,169,45
15867,6,2,67,132,35
15868,6,1,79,183,41
15869,6,3,65,145,40
15870,6,3,79,162,47
15871,6,3,57,170,31
15872,6,1,22,80,11
15873,6,3,47,120,24
15874,6,3,45,122,16
15875,6,2,31,66,17
15876,6,3,75,189,42
15877,6,3,75,186,45
15878,6,1,22,54,9
15879,6,4,86,221,47
15880,6,3,78,178,43
15881,6,2,65,176,42
15882,6,2,69,174,36
15883,6,3,83,150,41
15884,6,2,35,71,16
15885,6,3,77,200,51
15886,6,3,65,190,37
15887,6,3,59,147,38
15888,6,3,87,211,46
15889,6,1,12,32,2
15890,6,2,65,149,38
15891,6,4,102,226,52
15892,6,3,62,134,42
15893,6,3,61,148,33
15894,6,2,48,105,19
15895,6,4,95,204,57
15896,6,3,66,138,42
15897,6,3,96,181,54
15898,6,3,73,190,41
15899,6,3,64,154,32
15900,6,3,54,113,28
15901,6,3,69,172,44
15902,6,3,96,251,50
15903,6,3,65,150,34
15904,6,1,47,117,22
15905,6,3,94,197,47
15906,6,3,76,164,42
