id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18
20823,8,41,320,772,160,307,31,128
20824,8,45,243,543,141,228,27,77
20825,8,33,145,513,44,213,23,68
20826,8,60,250,658,117,254,28,105
20827,8,45,222,605,66,223,22,102
20828,8,28,66,250,23,93,11,48
20829,8,49,272,582,117,211,26,84
20830,8,33,203,622,80,227,28,82
20831,8,29,74,294,27,104,9,31
20832,8,36,252,779,94,275,29,107
20833,8,40,241,641,90,244,33,81
20835,8,40,220,638,81,246,27,83
20836,8,40,192,519,90,175,30,64
20838,8,27,87,279,23,131,12,50
20839,8,24,35,175,10,61,2,32
20840,8,32,108,317,49,135,14,53
20841,8,33,194,658,79,256,30,93
20842,8,40,337,849,113,343,34,122
20844,8,30,323,828,90,288,33,101
20846,8,34,198,559,80,224,28,62
20847,8,35,187,538,77,180,28,68
20848,8,30,266,848,107,322,41,119
20849,8,44,276,848,112,336,28,78
20850,8,31,84,236,33,98,9,48
20851,8,32,145,451,53,190,21,42
20852,8,40,188,526,95,215,27,74
20853,8,32,156,518,62,170,21,62
20856,8,40,159,380,70,129,22,54
20857,8,36,224,577,70,204,26,94
20859,8,43,270,847,108,302,46,103
20860,8,36,195,504,99,208,23,53
20861,8,40,185,512,73,220,24,69
20862,8,45,291,757,139,327,30,103
20863,8,36,185,516,70,170,22,65
20865,8,38,268,828,94,309,39,124
20866,8,37,232,766,75,275,38,97
20869,8,36,246,773,94,305,34,95
20870,8,31,99,289,52,110,11,31
20871,8,20,22,65,11,17,2,11
20872,8,38,245,609,83,231,33,111
20874,8,32,194,507,62,180,10,84
20876,8,37,234,712,88,300,30,113
20877,8,40,207,613,77,250,29,96
20878,8,35,219,681,73,262,17,61
20879,8,40,231,630,103,243,20,105
20881,8,28,316,795,140,304,29,93
20882,8,38,265,765,93,317,37,108
20883,8,36,158,476,58,184,25,67
20884,8,43,245,683,118,289,33,98
20885,8,34,99,340,41,121,12,41
20887,8,32,152,491,50,162,19,53
20888,8,50,275,705,135,280,38,127
20889,8,40,194,530,74,204,26,75
20892,8,40,194,517,64,213,19,65
20893,8,37,132,413,52,160,20,66
20894,8,36,254,736,95,257,34,84
20895,8,40,202,524,94,214,27,58
20896,8,30,71,185,30,73,9,20
20897,8,32,88,245,28,101,12,51
20898,8,44,355,848,127,358,36,126
20899,8,37,286,758,83,326,28,74
20900,8,42,237,612,90,266,25,54
20901,8,40,257,703,87,259,38,107
20902,8,40,223,674,95,287,31,95
20904,8,30,243,650,70,267,24,109
20905,8,34,256,808,85,291,37,88
20906,8,44,130,407,48,186,22,48
20907,8,36,320,741,81,281,30,122
20908,8,35,118,388,54,147,21,53
20909,8,34,232,848,71,320,35,109
20910,8,32,136,363,64,143,18,59
20911,8,40,191,465,70,165,18,76
20913,8,34,172,528,68,212,21,66
20914,8,40,279,702,120,248,31,76
20915,8,40,356,849,131,309,38,119
20916,8,37,263,800,113,330,30,83
20917,8,38,179,490,53,199,18,87
20918,8,29,97,387,48,137,16,73
20919,8,34,75,235,27,83,12,34
20920,8,32,178,547,61,217,16,116
20921,8,43,314,847,153,336,37,133
20922,8,37,90,285,30,108,13,30
20923,8,34,241,585,79,246,21,67
20924,8,29,97,234,49,94,8,30
20925,8,30,117,426,58,129,21,52
20926,8,47,257,731,114,278,34,116
20927,8,36,285,844,131,330,31,103
20928,8,40,122,347,67,124,20,49
20929,8,29,77,200,33,71,10,33
20930,8,40,367,849,121,287,40,124
20931,8,41,264,821,76,309,34,126
20932,8,40,234,620,107,247,25,100
20933,8,32,170,496,89,218,17,85
20935,8,40,248,706,93,276,29,83
20936,8,44,252,642,93,227,30,76
20938,8,34,190,720,42,277,34,101
20939,8,31,101,340,45,131,18,42
20940,8,40,155,440,60,181,18,62
20942,8,40,166,499,53,187,24,78
20943,8,40,370,849,112,278,34,118
20944,8,31,228,718,94,250,29,105
20945,8,29,99,492,26,144,2,47
20946,8,43,268,717,119,286,35,100
20947,8,40,322,769,115,274,33,107
20948,8,40,245,846,90,289,39,106
20949,8,36,253,737,99,333,32,110
20953,8,31,185,540,79,189,20,67
20954,8,15,71,266,20,56,9,51
20955,8,40,275,846,108,362,30,100
20956,8,36,158,444,67,150,21,58
20957,8,45,308,813,125,336,39,107
20958,8,35,202,510,80,193,19,70
20959,8,45,305,787,145,303,39,108
20962,8,40,304,848,150,319,33,115
20963,8,40,252,690,115,279,29,88
20964,8,36,264,847,102,302,38,90
20965,8,28,63,176,23,74,7,15
20966,8,40,213,697,93,267,24,88
20967,8,20,124,479,33,192,3,86
20968,8,36,249,770,94,295,40,108
20971,8,46,268,679,98,277,34,102
20972,8,32,119,328,42,118,14,50
20973,8,41,203,574,94,230,28,66
20974,8,44,320,836,140,338,41,131
20975,8,36,177,557,68,240,27,71
20976,8,42,344,842,114,316,43,118
20977,8,42,286,802,104,316,35,115
20979,8,31,145,501,62,207,14,82
20981,8,40,122,308,58,114,12,51
20982,8,32,146,457,51,182,17,46
20983,8,43,228,591,138,211,25,109
20984,8,31,217,725,80,306,25,86
20985,8,36,169,417,71,116,20,55
20987,8,35,227,579,97,291,32,84
20988,8,36,290,837,108,342,39,126
20992,8,40,206,614,70,267,29,64
20993,8,45,308,839,160,348,33,99
20994,8,40,222,560,106,248,27,86
20996,8,38,59,178,18,73,9,20
20998,8,36,206,597,96,240,33,103
20999,8,37,213,649,81,244,27,82
21000,8,30,105,274,37,93,11,43
21001,8,41,290,848,110,385,40,125
21002,8,40,172,483,67,200,23,56
21003,8,36,222,603,101,221,26,87
21004,8,29,123,303,59,124,11,37
21005,8,32,146,420,56,193,20,52
21006,8,36,270,745,103,309,29,87
21007,8,40,217,728,77,254,27,109
21008,8,40,192,650,70,249,29,88
21009,8,33,316,821,131,342,35,109
21010,8,40,191,658,69,234,31,83
21012,8,30,183,550,49,157,20,94
21013,8,24,69,228,26,89,7,21
21014,8,33,112,337,35,121,15,49
21015,8,40,236,638,102,228,33,76
21016,8,31,148,373,60,141,15,51
21017,8,27,39,137,14,55,8,23
21020,8,33,38,128,18,48,6,14
21021,8,40,221,598,97,246,27,66
21022,8,37,268,766,114,251,36,104
21023,8,34,174,497,77,179,25,63
21024,8,33,51,244,18,90,12,33
21025,8,40,216,674,82,294,28,70
21026,8,32,211,621,84,260,29,69
21028,8,32,297,786,131,309,35,101
21029,8,30,66,227,21,76,9,45
21030,8,44,158,494,58,186,22,51
21031,8,25,211,836,53,261,22,137
21032,8,40,330,828,126,360,36,117
21033,8,27,205,673,68,229,20,71
21034,8,36,149,486,45,145,8,61
21035,8,45,180,574,73,223,28,83
21036,8,41,222,603,84,237,29,82
21037,8,50,416,846,186,327,41,163
21038,8,42,194,488,50,171,12,84
21039,8,36,214,658,86,262,15,77
21042,8,36,274,845,119,361,39,106
21043,8,40,291,814,135,297,27,90
21044,8,36,263,720,120,286,39,99
21045,8,37,127,384,65,144,21,63
21049,8,40,255,826,90,299,35,148
21051,8,42,289,823,91,348,42,122
21052,8,32,263,847,104,271,15,115
21053,8,30,179,566,76,221,23,69
21054,8,43,297,816,108,272,28,100
21055,8,35,107,349,43,156,15,33
21056,8,48,257,681,103,266,26,97
21057,8,40,375,844,116,276,32,119
21058,8,40,337,848,128,310,36,114
21059,8,45,252,640,100,272,23,92
21060,8,45,350,851,151,333,38,157
21061,8,30,108,404,43,133,18,81
21063,8,37,205,567,80,241,28,64
21064,8,38,283,772,94,272,21,104
21065,8,47,196,581,95,240,28,90
21067,8,41,305,845,138,328,43,97
21068,8,36,215,543,73,173,24,89
21069,8,42,271,843,75,355,27,81
21070,8,40,317,694,126,260,27,87
21071,8,30,233,832,102,290,31,123
21072,8,35,273,688,83,284,17,86
21073,8,40,264,833,93,296,29,112
21074,8,37,254,688,110,263,34,97
21075,8,35,215,553,101,229,25,71
21076,8,40,261,720,129,308,33,85
21077,8,40,174,590,64,221,31,93
21078,8,35,132,344,78,160,15,60
21079,8,34,121,304,48,126,16,38
21081,8,36,260,838,104,306,39,110
21083,8,41,216,606,94,238,19,74
21085,8,37,248,651,75,250,28,72
21086,8,30,137,345,61,141,15,55
21087,8,34,170,444,54,167,18,66
21089,8,36,189,515,83,207,23,80
21090,8,37,156,380,67,173,19,56
21091,8,34,116,252,70,126,10,50
21092,8,43,236,703,103,251,29,84
21093,8,42,285,844,81,333,38,77
21094,8,40,291,787,130,309,37,144
21095,8,35,284,846,97,345,35,115
21096,8,37,137,493,50,204,24,71
21097,8,46,231,729,91,280,32,96
21098,8,43,333,847,157,318,36,129
21099,8,40,291,841,130,305,40,116
21101,8,40,132,462,34,157,28,70
21102,8,31,107,450,43,136,17,45
21103,8,32,84,244,31,86,12,35
21105,8,40,341,849,109,379,38,96
21106,8,40,212,676,79,271,30,72
21107,8,40,241,582,120,234,26,72
21109,8,40,195,596,76,248,31,78
21110,8,45,264,741,123,277,37,101
21111,8,36,261,784,112,266,32,98
21112,8,35,209,604,58,201,28,79
21113,8,36,274,829,101,288,27,140
21114,8,40,219,580,101,227,23,91
21115,8,32,134,390,52,162,20,39
21116,8,37,250,752,100,269,38,96
21118,8,48,295,692,129,257,30,107
21119,8,33,204,597,73,244,26,67
21120,8,50,346,842,150,347,41,151
21122,8,46,297,829,114,345,38,147
21123,8,43,197,551,83,223,27,74
21126,8,27,206,843,71,288,29,85
21127,8,35,218,725,85,277,30,122
21129,8,36,257,849,98,338,36,89
21130,8,45,293,840,118,347,41,114
21131,8,35,164,445,73,152,20,76
21132,8,40,135,326,91,129,14,40
21133,8,35,223,710,69,289,37,82
21134,8,34,285,819,90,328,29,143
21135,8,40,252,790,114,298,36,90
21136,8,33,276,845,109,299,44,105
21137,8,39,296,763,142,285,33,91
21138,8,33,122,365,51,142,18,58
21140,8,24,30,63,19,28,1,13
21141,8,31,76,188,42,75,10,27
21142,8,36,134,411,55,155,22,40
21143,8,40,310,847,139,348,34,87
21144,8,40,174,524,80,216,25,80
21145,8,32,260,849,57,345,33,96
21146,8,47,297,846,130,321,35,135
21147,8,40,229,732,102,263,30,126
21148,8,35,205,611,78,290,16,67
21149,8,36,253,696,112,249,32,77
21150,8,28,60,204,17,65,7,28
21151,8,35,242,847,79,349,38,124
21153,8,33,192,432,63,177,16,56
21154,8,34,264,669,90,287,29,79
21155,8,36,282,846,105,299,31,110
21156,8,40,252,722,93,283,35,99
21157,8,40,311,797,120,304,35,113
21158,8,35,259,765,88,296,28,93
21159,8,46,232,636,117,223,30,98
21160,8,34,191,664,78,229,22,119
21161,8,40,268,785,51,284,37,106
21163,8,40,163,504,71,206,22,63
21164,8,45,255,631,123,239,23,81
21166,8,31,90,314,36,120,9,37
21167,8,40,316,842,155,293,36,116
21168,8,40,317,848,114,320,37,98
21170,8,39,277,845,138,296,37,105
21171,8,35,158,421,78,155,21,65
21174,8,42,256,725,118,295,29,85
21175,8,38,280,828,90,271,39,128
21176,8,34,142,530,59,202,22,61
21177,8,26,73,262,28,89,10,39
21178,8,31,193,502,74,210,20,71
21179,8,31,68,215,29,92,6,32
21180,8,40,267,686,128,266,30,87
21181,8,40,243,627,90,188,22,85
21182,8,31,129,426,56,171,19,37
21183,8,36,221,707,72,256,30,96
21185,8,42,262,715,105,260,34,102
21186,8,39,290,848,105,328,36,131
21188,8,37,200,641,77,257,8,98
21189,8,37,188,625,64,259,30,77
21190,8,36,218,658,91,272,31,118
21191,8,34,216,689,69,281,7,82
21192,8,35,150,548,44,195,26,79
21193,8,40,202,574,83,196,29,64
21194,8,42,271,848,111,305,35,135
21195,8,36,192,565,83,223,25,73
21198,8,34,218,727,79,274,43,136
21199,8,35,219,723,85,299,30,96
21200,8,40,351,848,125,332,36,128
21202,8,45,211,569,107,206,28,76
21203,8,40,260,700,112,273,33,107
21204,8,31,136,369,51,149,12,46
21205,8,31,72,204,28,78,12,22
21206,8,34,234,843,89,260,19,122
21207,8,44,213,665,80,245,28,78
21208,8,38,276,850,83,275,36,137
21209,8,42,307,847,93,320,41,149
21210,8,35,183,563,76,190,28,81
21211,8,33,223,711,98,243,28,114
21213,8,40,141,538,52,210,25,65
21214,8,40,115,358,48,174,15,44
21215,8,41,251,702,112,256,35,97
21217,8,30,96,320,38,115,10,32
21218,8,42,299,846,123,319,32,109
21219,8,40,290,833,129,319,35,124
21220,8,30,202,695,74,253,19,118
21221,8,31,136,443,69,145,17,45
21222,8,27,70,237,28,95,12,32
21223,8,36,197,488,67,200,21,74
21224,8,43,193,595,72,215,30,77
21225,8,50,342,847,157,327,32,122
21227,8,40,225,623,87,237,25,63
21229,8,40,235,635,95,232,27,88
21230,8,36,246,665,89,265,35,81
21233,8,40,244,695,89,256,31,81
21235,8,28,141,473,48,154,6,82
21236,8,40,169,580,52,211,27,82
21237,8,40,319,842,138,372,34,108
21238,8,37,166,578,49,219,26,115
21240,8,26,49,208,16,82,3,24
21241,8,30,167,563,60,201,26,62
21244,8,30,88,297,38,101,13,45
21245,8,40,306,850,142,345,38,126
21246,8,37,226,598,74,208,27,99
21247,8,34,256,770,88,320,31,104
21248,8,28,139,405,46,145,19,55
21249,8,42,140,386,64,165,18,65
21250,8,44,321,813,144,377,38,101
21251,8,40,249,766,112,296,38,89
21253,8,40,124,344,54,138,16,52
21255,8,41,201,555,60,229,15,76
21256,8,33,127,394,56,151,17,74
21257,8,30,205,700,70,288,22,84
21258,8,40,108,334,46,122,16,42
21259,8,43,266,842,104,311,31,112
21261,8,36,254,847,109,337,40,105
21262,8,36,208,628,52,205,29,79
21263,8,32,308,601,83,167,22,118
21264,8,36,113,280,41,114,10,39
21265,8,35,89,299,41,109,11,44
21266,8,38,178,612,57,222,31,67
21268,8,38,131,363,59,144,17,50
21269,8,40,183,424,93,166,17,64
21271,8,30,111,328,58,125,14,50
21272,8,40,292,848,107,330,33,107
21273,8,34,164,512,54,214,17,68
21274,8,40,175,453,85,196,19,54
21275,8,40,328,839,89,292,41,140
21276,8,34,293,708,116,303,36,117
21277,8,30,204,744,66,275,17,87
21279,8,33,108,303,34,101,14,37
21280,8,40,301,819,136,341,31,127
21281,8,40,182,450,81,169,24,54
21284,8,38,206,604,99,218,33,86
21285,8,37,228,716,75,286,34,83
21286,8,36,259,802,78,276,36,77
21287,8,40,270,791,109,317,39,83
21288,8,46,291,695,126,250,30,88
21289,8,49,273,790,118,306,39,136
21290,8,37,207,551,112,220,25,85
21291,8,30,281,844,134,347,34,99
21292,8,50,240,545,132,214,18,76
21293,8,33,94,230,34,92,8,19
21294,8,34,105,243,64,133,9,39
21295,8,45,205,593,94,231,29,93
21296,8,40,211,664,79,248,31,73
21297,8,32,250,849,91,310,22,109
21298,8,30,80,269,29,104,15,34
21299,8,41,294,842,129,329,38,109
21300,8,44,371,844,176,352,37,161
21301,8,21,25,76,10,30,4,15
21302,8,40,255,842,100,320,41,96
21304,8,37,297,850,105,361,42,111
21306,8,46,239,595,64,209,24,69
21307,8,30,201,546,66,222,19,92
21308,8,40,140,412,72,153,20,51
21309,8,38,187,519,90,211,23,74
21310,8,40,132,331,54,136,14,50
21312,8,32,260,844,101,288,32,93
21315,8,35,293,538,180,228,26,100
21318,8,29,57,227,30,95,8,27
21319,8,46,260,752,115,333,37,129
21321,8,40,291,834,127,325,37,105
21322,8,36,176,711,62,254,21,99
21323,8,43,243,701,141,268,30,107
21324,8,40,288,842,104,315,42,135
21325,8,45,268,777,130,308,36,112
21327,8,33,128,497,36,179,12,66
21329,8,30,120,406,47,139,14,64
21330,8,37,270,658,135,272,26,105
21331,8,26,33,92,20,41,5,11
21332,8,40,176,505,71,201,23,46
21333,8,36,181,508,64,212,24,70
21334,8,30,61,172,17,61,8,28
21336,8,36,243,799,91,295,31,87
21338,8,34,217,601,67,228,18,74
21339,8,34,204,726,53,262,23,110
21340,8,37,233,705,102,282,33,92
21342,8,40,201,596,79,219,29,89
21343,8,47,250,710,90,279,25,87
21344,8,47,196,513,57,179,24,82
21345,8,32,272,848,98,334,21,141
21346,8,31,174,489,41,180,13,77
21347,8,32,308,831,120,279,39,121
21348,8,40,253,828,101,337,39,97
21350,8,36,204,515,70,173,22,78
21351,8,31,180,551,70,218,16,77
21352,8,37,178,679,59,275,34,92
21354,8,35,110,357,39,145,10,58
21355,8,28,81,390,23,122,6,59
21356,8,37,280,842,106,321,33,121
21357,8,41,220,614,70,261,25,86
21358,8,46,312,767,129,253,35,114
21360,8,35,138,496,51,179,22,69
21361,8,45,206,527,72,188,21,65
21364,8,45,217,613,90,247,29,96
21365,8,37,253,727,91,266,35,71
21366,8,41,214,587,105,204,29,99
21367,8,39,188,576,78,213,24,77
21369,8,29,115,381,30,138,14,46
21370,8,31,63,192,23,67,11,29
21373,8,40,287,746,117,290,32,135
21374,8,38,239,717,115,279,33,95
21375,8,37,177,557,74,214,26,93
21377,8,34,176,569,65,218,25,72
21379,8,35,285,811,118,328,40,103
21380,8,37,209,728,88,260,24,93
21382,8,42,256,753,114,306,33,96
21383,8,40,215,570,92,227,21,76
21384,8,38,252,840,98,292,42,128
21385,8,50,312,765,155,295,32,112
21386,8,42,337,842,91,296,40,99
21387,8,40,289,817,112,319,35,110
21388,8,40,298,806,122,305,43,126
21389,8,20,9,34,3,18,2,6
21390,8,36,281,848,81,318,36,97
21391,8,34,205,781,76,278,34,133
21392,8,40,175,532,54,211,23,68
21393,8,30,83,302,21,100,14,34
21394,8,31,200,654,93,250,25,88
21397,8,40,199,641,64,263,27,74
21398,8,50,275,827,131,327,30,127
21399,8,25,113,255,55,99,10,41
21403,8,41,332,835,150,325,38,125
21404,8,37,189,556,82,213,21,78
21405,8,40,129,365,41,160,16,35
21407,8,40,129,355,33,141,13,44
21408,8,21,47,131,18,54,5,19
21409,8,44,266,852,86,314,36,113
21410,8,33,182,580,68,249,25,88
21411,8,31,267,841,87,326,16,90
21412,8,32,192,617,77,233,15,100
21413,8,46,291,843,104,359,34,118
21414,8,41,153,390,72,157,17,60
21415,8,35,272,847,98,325,42,105
21416,8,40,127,373,46,166,17,37
21418,8,45,236,692,69,252,27,66
21419,8,43,279,848,113,330,33,77
21421,8,41,302,835,141,302,32,109
21422,8,41,237,706,101,269,33,86
21424,8,36,273,849,121,346,30,121
21425,8,34,92,310,36,112,18,43
21426,8,41,284,841,100,304,36,119
21427,8,35,194,546,83,215,25,55
21428,8,30,113,404,41,161,19,48
21429,8,55,361,831,169,332,32,126
21431,8,40,198,509,76,183,23,65
21432,8,50,272,625,125,254,31,108
21433,8,35,287,777,95,261,41,102
21434,8,32,124,431,52,149,14,68
21436,8,37,157,413,84,177,18,66
21437,8,34,252,626,103,280,34,61
21438,8,46,211,658,89,285,29,71
21440,8,34,245,543,122,265,28,84
21441,8,41,308,841,135,356,35,99
21442,8,40,183,510,66,201,25,56
21443,8,34,153,512,65,181,24,62
21444,8,30,70,276,16,120,5,20
21446,8,30,68,222,28,74,10,41
21447,8,36,205,700,69,259,24,76
21448,8,30,79,274,31,96,10,43
21449,8,32,100,362,36,123,12,60
21450,8,35,180,630,68,222,18,69
21451,8,45,186,456,106,181,24,72
21452,8,33,77,263,37,112,9,40
21453,8,36,177,499,78,175,20,57
21454,8,42,295,845,108,318,40,142
21456,8,39,270,757,90,280,33,106
21457,8,40,189,526,61,215,21,69
21458,8,40,207,605,98,260,26,76
21459,8,40,310,843,103,307,34,101
21460,8,32,75,336,28,103,8,40
21462,8,35,252,849,77,299,39,134
21463,8,25,74,181,35,64,8,44
21465,8,36,231,646,70,261,25,78
21467,8,45,191,551,77,213,24,78
21468,8,35,160,466,45,200,22,38
21470,8,36,286,831,123,320,37,130
21471,8,40,272,847,106,333,41,91
21472,8,33,241,838,70,290,42,126
21473,8,39,149,525,62,182,25,90
21475,8,40,166,434,75,168,21,63
21476,8,28,23,110,12,31,4,17
21477,8,28,27,80,8,20,2,6
21478,8,42,297,757,97,315,32,117
21479,8,31,166,571,52,236,27,61
21480,8,32,266,856,81,279,44,92
21481,8,40,284,839,82,281,32,108
21482,8,30,134,360,43,124,16,48
21483,8,41,191,511,68,222,24,75
21484,8,50,330,776,153,306,39,147
21485,8,36,229,585,76,224,26,98
21487,8,30,234,765,78,305,35,119
21488,8,41,235,701,86,282,32,82
21489,8,22,50,194,18,64,9,45
21490,8,50,288,850,93,315,36,108
21491,8,30,212,584,86,247,27,90
21494,8,40,250,843,109,346,19,96
21495,8,36,181,641,54,243,21,94
21500,8,37,271,745,96,301,33,103
21501,8,28,72,289,28,98,14,47
21502,8,38,369,846,146,307,28,124
21503,8,32,248,706,94,271,25,97
21505,8,40,148,448,68,193,21,46
21506,8,45,214,637,95,266,30,73
21507,8,36,250,708,104,293,29,97
21508,8,45,278,785,130,307,39,133
21509,8,30,114,391,39,128,15,45
21510,8,43,272,850,115,322,46,133
21511,8,37,175,598,80,245,25,86
21512,8,28,98,394,36,135,7,62
21513,8,37,290,756,122,283,22,104
21514,8,34,122,394,44,160,17,58
21515,8,36,226,835,61,293,40,115
21516,8,35,221,606,81,240,22,83
21517,8,32,154,408,59,157,19,51
21518,8,40,163,460,69,189,15,63
21519,8,37,256,767,119,255,31,83
21521,8,38,342,849,142,317,34,138
21522,8,40,199,557,89,242,28,65
21525,8,30,242,849,95,288,24,127
21526,8,40,200,631,94,210,26,88
21529,8,38,164,527,71,189,24,89
21530,8,46,191,522,74,233,21,65
21531,8,50,344,804,124,319,33,118
21532,8,50,198,540,95,196,26,98
21533,8,35,95,281,39,117,13,56
21535,8,35,248,836,111,395,28,74
21536,8,35,170,512,56,230,25,64
21537,8,33,141,371,48,148,18,38
21539,8,45,336,842,143,312,40,114
21540,8,45,281,849,130,296,36,109
21541,8,40,132,398,59,152,20,53
21542,8,40,196,500,98,188,23,61
21544,8,31,127,411,58,136,19,67
21545,8,36,230,632,91,270,26,86
21546,8,35,219,831,63,302,43,130
21547,8,42,248,750,91,283,32,109
21548,8,35,207,653,90,268,31,69
21549,8,30,74,243,22,88,11,39
21550,8,40,287,845,99,328,33,103
21552,8,33,129,486,29,180,19,64
21553,8,25,59,295,17,102,14,53
21554,8,31,203,772,71,293,18,106
21555,8,25,59,212,16,90,10,34
21556,8,44,320,850,153,332,40,148
21557,8,42,253,751,103,287,37,107
21558,8,38,307,841,113,318,38,110
21559,8,31,120,406,48,157,20,66
21560,8,44,314,842,132,327,35,114
21561,8,40,149,418,63,149,14,53
21563,8,46,254,696,120,255,31,91
21564,8,41,260,578,147,206,29,109
21566,8,37,279,840,124,314,32,100
21567,8,45,209,689,87,268,35,90
21568,8,40,158,460,78,191,23,76
21569,8,34,156,443,55,172,19,72
21570,8,31,162,490,65,183,20,77
21571,8,40,153,432,72,199,18,61
21573,8,35,223,614,75,212,26,90
21574,8,40,330,841,128,359,38,104
21575,8,30,101,338,26,125,13,40
21577,8,40,153,417,84,159,17,45
21578,8,32,191,560,70,230,29,49
21579,8,27,38,222,13,70,4,39
21581,8,36,132,468,54,201,19,59
21582,8,34,199,594,66,218,27,86
21584,8,30,256,841,104,334,31,119
21586,8,39,229,739,83,279,34,101
21587,8,30,116,352,45,160,15,42
21589,8,30,335,851,90,281,15,116
21592,8,40,172,474,81,184,25,68
21594,8,32,171,595,66,217,30,88
21595,8,36,128,385,53,145,17,52
21596,8,31,110,359,39,142,12,64
21598,8,30,122,366,56,137,17,62
21599,8,47,273,849,100,318,40,124
21601,8,40,135,427,57,164,18,60
21603,8,35,156,474,57,187,21,82
21604,8,33,196,494,83,200,21,67
21605,8,36,124,304,56,105,13,36
21606,8,36,123,430,50,136,20,55
21607,8,48,308,818,155,286,40,130
21608,8,40,211,553,95,245,24,69
21609,8,40,246,664,126,271,31,85
21610,8,40,292,849,127,354,32,137
21611,8,42,327,847,137,309,40,131
21613,8,40,276,754,109,277,35,81
21615,8,32,249,766,86,251,14,98
21617,8,36,227,710,92,268,40,91
21618,8,40,249,717,72,246,39,81
21619,8,10,1,4,1,1,0,0
21620,8,33,243,788,93,313,28,76
21621,8,44,316,834,108,322,35,114
21623,8,35,218,764,83,287,29,115
21624,8,30,230,816,80,270,15,119
21626,8,35,296,844,102,321,25,95
21628,8,32,166,545,58,220,21,82
21629,8,40,312,816,162,289,26,112
21630,8,40,192,562,92,199,30,71
21633,8,40,163,468,73,189,23,54
