id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10
9041,4,0,15,49,7,22,1
9042,4,2,58,143,27,50,5
9043,4,2,26,101,13,49,4
9044,4,1,92,255,42,94,10
9045,4,0,24,58,6,22,3
9046,4,1,37,92,13,41,3
9047,4,1,14,35,6,16,2
9048,4,0,8,29,1,7,2
9049,4,2,39,97,14,30,5
9050,4,1,27,63,12,26,3
9051,4,2,50,119,26,41,4
9052,4,3,40,109,19,39,3
9053,4,2,31,84,13,27,5
9054,4,1,31,78,13,25,2
9055,4,1,28,88,7,44,5
9056,4,0,25,77,7,32,2
9057,4,2,32,84,14,36,2
9058,4,3,63,182,32,63,6
9059,4,0,18,39,5,18,2
9060,4,3,81,198,38,81,8
9061,4,3,81,208,28,85,9
9062,4,0,7,18,3,3,1
9063,4,1,11,34,7,10,2
9064,4,1,31,120,11,50,2
9065,4,1,13,46,3,18,1
9066,4,1,46,116,15,57,5
9067,4,1,27,63,14,26,4
9068,4,1,16,51,7,12,2
9069,4,3,60,158,29,53,7
9070,4,1,13,44,7,24,2
9071,4,2,40,96,18,32,5
9072,4,0,19,63,5,15,2
9073,4,1,23,81,3,38,4
9074,4,3,73,190,33,76,7
9075,4,3,51,141,33,45,6
9076,4,0,8,18,2,4,1
9077,4,1,21,55,10,22,3
9078,4,1,19,52,4,27,1
9079,4,2,53,166,24,66,7
9080,4,1,25,52,10,19,3
9081,4,2,23,66,9,25,3
9082,4,2,43,119,13,45,6
9083,4,2,48,118,26,39,7
9084,4,2,53,160,13,62,7
9085,4,2,59,144,25,56,5
9086,4,1,2,10,0,4,0
9087,4,1,22,68,7,27,3
9088,4,2,44,105,18,36,2
9089,4,2,51,158,25,49,5
9090,4,1,15,59,2,21,2
9091,4,2,35,114,17,49,4
9092,4,0,8,23,3,9,1
9093,4,1,28,86,14,38,3
9094,4,1,10,27,2,10,1
9095,4,2,35,111,20,38,3
9096,4,2,48,122,19,45,5
9097,4,1,22,58,5,24,2
9098,4,3,59,148,29,54,8
9099,4,1,11,54,3,20,3
9100,4,1,26,85,8,23,4
9101,4,1,15,32,7,13,1
9102,4,1,16,48,8,20,3
9103,4,2,44,102,23,38,3
9104,4,2,53,133,23,52,7
9105,4,1,26,82,9,41,4
9106,4,3,45,150,17,69,4
9107,4,1,19,49,13,23,2
9108,4,0,7,17,4,6,1
9109,4,0,24,60,11,27,2
9110,4,2,62,134,36,41,5
9111,4,2,22,92,9,28,4
9112,4,2,48,123,26,41,5
9113,4,1,31,81,10,33,3
9114,4,3,69,199,40,78,9
9115,4,2,41,120,17,42,6
9116,4,2,43,119,24,37,4
9117,4,2,33,109,17,35,5
9118,4,2,45,135,24,62,5
9119,4,1,23,57,9,19,3
9121,4,2,42,107,19,40,2
9122,4,2,57,146,29,55,5
9123,4,1,25,70,12,32,4
9124,4,0,19,65,5,27,1
9125,4,0,30,77,18,29,3
9126,4,1,16,41,10,12,2
9127,4,2,37,121,20,44,5
9128,4,1,46,122,16,49,4
9129,4,1,8,30,3,12,1
9130,4,0,14,36,8,13,2
9131,4,1,28,92,9,40,3
9132,4,3,79,217,34,91,9
9133,4,2,76,202,38,75,7
9134,4,3,74,186,35,71,9
9135,4,2,46,122,17,57,5
9136,4,1,25,64,10,20,2
9137,4,0,7,17,3,5,1
9138,4,3,53,130,20,48,5
9139,4,1,22,65,11,27,2
9140,4,0,39,100,16,36,4
9141,4,1,20,80,4,35,1
9142,4,1,21,55,7,14,3
9143,4,1,16,44,6,17,2
9144,4,1,31,81,12,30,3
9145,4,2,46,120,19,54,4
9146,4,1,34,105,10,32,4
9147,4,2,34,133,12,37,5
9148,4,1,13,38,7,15,2
9149,4,2,54,166,25,52,5
9150,4,1,19,58,10,25,3
9151,4,1,23,61,10,18,2
9152,4,2,41,117,17,42,6
9153,4,2,42,131,13,51,7
9154,4,1,24,65,7,26,3
9155,4,0,17,38,5,15,2
9156,4,2,20,62,10,23,4
9157,4,1,11,35,2,8,1
9158,4,3,86,219,47,66,7
9159,4,0,29,74,8,31,4
9160,4,0,28,72,9,28,2
9161,4,3,48,126,26,45,4
9162,4,1,21,50,12,22,2
9163,4,2,63,168,42,62,7
9164,4,3,62,166,24,62,5
9165,4,2,39,106,14,42,4
9166,4,2,42,115,20,42,6
9167,4,3,71,191,29,62,7
9168,4,2,34,94,16,36,5
9169,4,0,22,43,9,15,1
9170,4,3,85,251,46,81,11
9171,4,2,51,150,24,59,5
9172,4,1,17,46,4,11,3
9173,4,0,5,12,0,8,1
9174,4,1,26,77,11,35,3
9175,4,3,63,165,34,52,9
9176,4,1,12,43,4,15,1
9177,4,1,23,69,11,27,2
9178,4,2,32,72,19,28,3
9179,4,0,12,54,0,19,1
9180,4,1,29,82,11,32,4
9181,4,0,33,80,13,31,3
9182,4,2,31,88,13,34,4
9183,4,1,11,46,5,13,1
9184,4,1,27,73,11,34,2
9185,4,1,18,64,5,27,3
9186,4,1,28,62,9,25,1
9187,4,2,27,68,13,24,2
9188,4,3,65,174,24,71,6
9189,4,1,15,34,4,16,1
9190,4,3,58,169,29,52,6
9191,4,1,31,89,11,35,4
9192,4,1,21,56,10,24,2
9193,4,2,16,61,9,26,2
9194,4,1,17,64,7,26,4
9195,4,1,44,128,21,40,4
9196,4,1,26,68,12,30,3
9197,4,1,35,100,10,44,3
9198,4,2,80,266,36,99,8
9199,4,3,60,160,33,47,6
9200,4,1,36,93,5,40,5
9201,4,1,30,95,12,32,5
9202,4,0,22,67,7,28,3
9203,4,0,13,41,6,14,1
9204,4,2,32,109,11,45,3
9205,4,1,30,113,15,33,4
9206,4,1,16,44,7,18,2
9207,4,0,8,33,2,9,1
9208,4,2,53,127,24,51,4
9209,4,1,8,27,5,8,1
9210,4,1,17,47,5,15,2
9211,4,2,61,144,27,57,5
9212,4,2,38,132,17,47,5
9213,4,1,12,33,7,9,1
9214,4,1,47,124,20,40,3
9215,4,2,44,119,21,41,5
9216,4,1,26,72,10,29,4
9217,4,3,68,154,36,71,9
9218,4,1,12,41,4,17,2
9219,4,2,54,142,24,55,5
9220,4,3,63,157,27,58,7
9221,4,1,12,43,4,18,2
9222,4,2,92,246,43,83,10
9223,4,2,71,176,32,58,7
9224,4,2,32,91,15,33,5
9225,4,1,23,50,11,19,2
9226,4,0,8,27,1,12,1
9227,4,2,34,97,16,37,4
9228,4,2,30,95,17,28,5
9229,4,2,47,114,17,48,4
9230,4,2,31,94,15,36,3
9231,4,1,15,36,3,18,1
9232,4,1,30,90,11,31,5
9233,4,1,22,58,12,29,2
9234,4,0,15,39,7,19,2
9235,4,1,40,98,20,41,5
9236,4,2,54,125,25,48,7
9237,4,2,40,116,22,39,6
9238,4,2,31,100,21,25,3
9239,4,2,25,61,16,21,2
9240,4,1,22,76,10,34,4
9241,4,1,17,38,9,17,2
9242,4,1,22,68,8,28,4
9243,4,2,41,156,17,45,4
9244,4,1,42,108,11,43,2
9245,4,1,13,38,4,19,1
9246,4,0,13,38,1,16,2
9247,4,3,66,153,30,53,6
9248,4,2,49,126,18,46,5
9249,4,2,53,122,20,58,5
9250,4,1,17,46,6,22,2
9251,4,2,56,138,25,52,7
9252,4,1,11,48,6,15,2
9253,4,1,21,49,10,21,2
9254,4,3,52,140,31,47,7
9255,4,3,68,209,28,89,7
9256,4,2,38,90,17,27,4
9257,4,3,64,183,32,77,11
9258,4,3,61,147,21,60,6
9259,4,2,30,77,13,28,4
9260,4,3,65,186,26,79,8
9261,4,1,11,30,6,10,1
9262,4,0,14,44,4,21,2
9263,4,3,63,168,26,62,8
9264,4,3,59,153,31,56,6
9265,4,1,20,68,6,25,2
9266,4,1,9,18,3,5,0
9267,4,1,37,101,20,31,3
9268,4,0,11,28,5,10,1
9269,4,2,44,94,24,31,5
9270,4,1,9,39,6,13,1
9271,4,1,26,80,12,36,3
9272,4,0,7,17,3,7,1
9273,4,0,37,94,11,35,4
9274,4,2,26,90,6,31,1
9275,4,1,7,37,3,20,1
9276,4,1,43,99,15,42,3
9277,4,2,56,157,22,56,6
9278,4,2,22,66,12,20,4
9279,4,1,86,237,28,100,10
9280,4,1,26,66,7,28,4
9281,4,2,50,124,17,55,6
9282,4,2,42,125,13,49,4
9283,4,1,30,68,12,27,3
9284,4,1,14,33,6,10,1
9285,4,2,35,84,20,26,4
9286,4,0,16,42,8,13,2
9287,4,2,47,117,21,45,5
9288,4,3,71,165,31,59,6
9289,4,0,11,36,5,12,1
9290,4,2,30,88,14,34,4
9291,4,2,53,136,24,47,5
9292,4,3,82,198,38,60,7
9293,4,0,73,163,25,54,7
9294,4,1,26,78,13,30,4
9295,4,2,21,103,5,26,3
9296,4,1,17,46,7,24,1
9297,4,1,25,78,11,30,4
9298,4,2,25,75,12,27,4
9299,4,1,9,37,1,14,2
9300,4,1,24,69,8,26,3
9301,4,3,87,218,49,77,9
9302,4,1,70,183,25,82,8
9303,4,1,5,17,2,7,1
9304,4,3,31,115,9,49,6
9305,4,0,38,102,15,47,5
9306,4,2,35,97,13,39,4
9307,4,2,42,121,24,46,6
9308,4,0,21,51,9,21,3
9309,4,2,24,86,10,32,4
9310,4,1,33,83,14,36,4
9311,4,0,10,43,4,14,2
9312,4,2,60,184,28,61,7
9313,4,0,24,51,10,22,3
9314,4,0,7,25,4,9,2
9315,4,2,49,134,23,46,6
9316,4,3,58,156,30,69,5
9317,4,2,49,123,30,39,5
9318,4,0,11,30,4,10,1
9319,4,3,75,185,39,70,6
9320,4,1,21,77,11,27,4
9321,4,1,20,65,6,27,3
9322,4,0,13,37,5,13,2
9323,4,1,12,31,5,14,1
9324,4,0,10,25,7,10,1
9325,4,3,80,206,32,63,8
9326,4,1,30,72,14,23,3
9327,4,3,77,192,43,67,7
9328,4,0,16,35,7,17,2
9329,4,3,56,160,14,63,7
9330,4,2,58,143,35,42,7
9331,4,2,54,133,28,46,6
9332,4,2,31,100,12,34,4
9333,4,0,11,25,2,9,1
9334,4,1,10,26,3,14,1
9335,4,1,29,77,14,21,4
9336,4,2,40,100,16,35,4
9337,4,1,15,39,6,8,2
9338,4,1,9,32,6,16,1
9339,4,1,32,92,14,35,5
9340,4,2,34,74,15,32,1
9341,4,3,57,149,31,57,6
9342,4,2,45,101,20,32,3
9343,4,1,22,52,8,20,3
9344,4,0,39,110,11,43,5
9345,4,0,12,33,2,15,1
9346,4,3,61,172,22,65,9
9347,4,2,46,113,23,35,7
9348,4,1,28,81,9,28,5
9349,4,0,35,101,17,43,3
9350,4,1,19,53,9,28,3
9351,4,0,16,47,3,15,2
9352,4,2,34,101,17,41,4
9353,4,2,30,82,14,30,2
9354,4,2,63,132,26,49,6
9355,4,1,20,56,10,20,2
9356,4,1,16,68,5,22,2
9357,4,2,43,133,14,54,5
9358,4,0,22,59,12,24,1
9359,4,0,11,35,2,16,1
9360,4,1,16,58,6,23,3
9361,4,2,35,111,16,35,3
9362,4,3,52,130,27,42,6
9363,4,2,25,74,12,35,3
9364,4,2,39,95,23,30,3
9365,4,3,42,100,22,33,6
9366,4,2,31,86,17,32,4
9367,4,3,46,129,24,47,4
9368,4,1,36,99,17,38,3
9369,4,1,14,50,7,19,2
9370,4,0,27,65,10,27,2
9371,4,2,22,90,5,40,4
9372,4,1,17,56,5,21,4
9373,4,1,12,29,6,13,1
9374,4,1,32,74,8,30,5
9375,4,2,35,126,14,50,6
9376,4,2,27,71,9,24,3
9377,4,1,10,39,3,14,2
9378,4,1,25,69,9,26,4
9379,4,2,23,78,6,31,4
9380,4,2,41,121,21,58,7
9381,4,0,32,89,11,35,2
9382,4,2,38,87,18,35,3
9383,4,1,38,93,16,38,4
9384,4,1,32,100,6,42,6
9385,4,1,24,64,8,21,2
9386,4,2,39,131,17,56,8
9387,4,2,55,161,25,69,7
9388,4,1,36,77,11,28,3
9389,4,3,77,205,38,84,7
9390,4,1,18,58,8,19,3
9391,4,2,50,152,24,58,5
9392,4,2,40,125,16,57,5
9393,4,0,21,52,6,23,1
9394,4,1,18,50,4,22,3
9395,4,1,17,53,7,21,2
9396,4,0,13,39,4,16,1
9397,4,2,27,77,13,30,3
9398,4,1,42,108,24,46,6
9399,4,2,35,74,19,25,4
9400,4,1,12,29,5,15,2
9401,4,3,66,193,37,68,12
9402,4,3,52,121,23,48,6
9403,4,2,47,113,19,48,3
9404,4,0,12,43,5,15,2
9405,4,2,43,111,24,36,6
9406,4,0,34,93,14,33,5
9407,4,2,56,170,26,74,5
9408,4,0,26,56,12,18,2
9409,4,1,32,85,11,29,2
9410,4,1,20,65,9,27,3
9411,4,0,19,35,14,10,1
9412,4,1,16,34,3,16,1
9413,4,0,11,16,4,9,0
9414,4,0,16,64,4,24,2
9415,4,0,13,35,5,10,2
9416,4,3,49,141,19,45,6
9417,4,1,27,88,8,30,3
9418,4,1,36,97,14,40,2
9419,4,2,32,101,15,44,4
9420,4,3,54,139,24,51,6
9421,4,1,33,110,10,45,2
9422,4,3,55,151,27,69,7
9423,4,3,102,231,43,84,7
9424,4,0,17,72,3,32,4
9425,4,2,55,145,31,49,4
9426,4,2,48,125,20,43,4
9427,4,1,24,64,11,28,3
9428,4,2,55,149,25,49,4
9429,4,2,29,93,12,33,3
9430,4,3,70,156,26,61,7
9431,4,1,23,89,11,29,4
9432,4,2,24,99,7,33,4
9434,4,0,19,48,3,24,2
9435,4,1,8,23,3,11,1
9436,4,2,48,130,24,50,5
9437,4,1,20,58,5,27,2
9438,4,3,62,162,20,63,6
9439,4,2,40,132,19,40,2
9440,4,1,36,95,14,38,3
9441,4,3,67,170,34,59,8
9442,4,3,114,287,49,120,13
9443,4,1,31,79,11,44,2
9444,4,2,28,84,12,28,5
9445,4,1,21,63,8,22,3
9446,4,1,17,37,10,18,2
9447,4,0,8,34,2,19,1
9448,4,2,28,88,9,44,4
9449,4,2,46,136,25,43,8
9450,4,1,13,44,6,16,3
9451,4,1,17,45,6,22,2
9452,4,2,30,69,13,27,3
9453,4,2,29,90,15,40,4
9454,4,0,18,59,8,27,2
9455,4,0,11,28,4,8,1
9456,4,0,12,29,6,18,1
9457,4,3,44,124,21,54,6
9458,4,2,22,75,7,31,4
9459,4,2,40,114,16,44,4
9460,4,2,67,192,35,65,8
9461,4,1,27,107,15,41,4
9462,4,3,59,181,28,75,9
9463,4,1,18,43,4,14,3
9464,4,0,9,32,4,12,2
9465,4,1,61,137,29,49,7
9466,4,1,79,193,36,57,9
9467,4,2,38,101,20,36,5
9468,4,1,25,67,10,28,3
9469,4,1,26,77,15,32,3
9470,4,2,38,102,19,36,5
9471,4,0,12,30,6,14,1
9472,4,1,30,92,17,33,3
9473,4,3,55,126,29,46,4
9474,4,1,23,65,9,29,2
9475,4,0,24,61,10,22,2
9476,4,2,75,236,37,84,9
9477,4,1,30,67,12,26,2
9478,4,2,39,117,16,39,5
9479,4,1,20,59,9,21,3
9480,4,1,18,45,8,23,1
9481,4,1,21,63,7,27,1
9482,4,2,89,198,38,82,7
9483,4,2,57,140,33,52,4
9484,4,2,26,61,7,18,3
9485,4,3,52,138,21,48,7
9486,4,0,4,6,1,3,0
9487,4,2,48,133,23,51,5
9488,4,0,14,39,6,16,1
9489,4,2,53,152,27,55,8
9490,4,0,12,25,4,12,1
9491,4,1,15,44,6,14,3
9492,4,0,33,105,10,39,1
9493,4,2,46,124,24,49,7
9494,4,2,37,89,17,31,5
9495,4,1,11,28,5,8,1
9496,4,0,21,71,4,26,2
9497,4,2,31,92,9,37,4
9498,4,0,19,45,7,20,1
9499,4,0,11,25,5,13,2
9500,4,2,48,116,26,37,5
9501,4,2,38,111,21,35,5
9502,4,1,30,71,14,29,4
9503,4,2,40,80,28,25,4
9504,4,2,35,86,16,36,4
9505,4,2,29,130,14,33,6
9506,4,2,31,86,16,21,4
9507,4,2,34,134,12,38,5
9508,4,2,56,140,17,54,7
9509,4,0,25,78,6,28,5
9510,4,1,30,100,16,32,5
9511,4,1,16,34,8,13,2
9512,4,0,29,82,9,35,3
9513,4,3,84,215,45,88,9
9514,4,1,36,80,15,27,3
9515,4,3,84,205,51,66,12
9516,4,1,20,73,10,34,4
9517,4,1,18,50,6,20,2
9518,4,0,23,76,9,26,2
9519,4,1,26,73,11,30,3
9520,4,1,25,56,11,20,4
9521,4,2,26,71,18,25,2
9522,4,2,33,93,15,32,5
9523,4,3,39,107,20,27,5
9524,4,1,21,53,9,18,2
9525,4,3,61,150,31,54,7
9526,4,2,21,47,9,15,3
9527,4,2,53,139,25,54,6
9528,4,0,10,23,4,9,1
9529,4,1,28,89,6,22,5
9530,4,2,51,153,20,57,5
9531,4,1,19,44,9,18,3
9532,4,1,12,37,5,15,1
9533,4,1,11,48,3,14,1
9534,4,3,42,111,17,52,4
9535,4,1,25,74,5,31,1
9536,4,0,53,141,17,59,3
9537,4,0,6,39,1,21,1
9538,4,2,43,113,18,46,2
9539,4,2,26,99,12,41,4
9540,4,0,21,46,4,18,2
9541,4,3,36,88,22,30,4
9542,4,1,6,22,0,10,1
9543,4,1,20,62,9,25,3
9544,4,0,5,21,3,8,1
9545,4,0,11,63,3,26,3
9546,4,1,14,39,4,16,2
9547,4,2,31,102,12,39,4
9548,4,1,26,77,11,24,4
9549,4,1,21,73,10,25,4
9550,4,3,49,152,22,43,6
9551,4,3,51,130,28,48,8
9552,4,2,43,108,28,41,5
9553,4,2,46,117,16,53,6
9554,4,1,24,69,8,33,2
9555,4,2,19,77,7,31,2
9556,4,2,60,143,22,58,7
9557,4,1,24,80,8,42,5
9558,4,3,83,220,41,88,6
9559,4,2,41,116,16,41,6
9560,4,1,32,94,9,38,3
9561,4,2,40,100,16,32,5
9562,4,3,49,136,23,51,6
9563,4,1,22,67,4,35,3
9564,4,0,32,83,14,33,3
9565,4,0,12,45,6,11,2
9566,4,1,27,64,7,24,1
9567,4,3,74,170,23,76,8
9568,4,0,8,29,4,10,1
9569,4,3,40,143,19,62,5
9570,4,2,32,116,7,52,4
9571,4,3,60,173,33,65,6
9572,4,1,27,70,13,32,4
9573,4,2,31,95,11,33,5
9574,4,2,60,164,29,65,6
9575,4,1,26,67,10,22,3
9576,4,2,38,94,21,31,4
9577,4,0,11,26,4,10,1
9578,4,2,50,132,25,49,6
9579,4,0,25,58,11,24,1
9580,4,1,20,56,8,23,3
9581,4,0,10,20,4,8,1
9582,4,0,13,34,6,15,1
9583,4,0,17,37,8,17,2
9584,4,2,19,56,10,24,3
9585,4,1,13,36,4,10,2
9586,4,1,13,22,4,12,1
9587,4,2,39,91,14,39,4
9588,4,2,42,110,18,51,6
9589,4,2,51,136,23,58,6
9590,4,2,37,90,21,32,5
9591,4,0,33,68,19,28,2
9592,4,0,27,73,6,29,2
9593,4,1,25,63,11,23,3
9594,4,3,89,228,43,85,11
9595,4,2,63,145,33,53,7
9596,4,1,43,103,15,49,6
9597,4,2,34,103,4,43,6
9598,4,2,32,102,8,42,4
9599,4,1,25,50,9,18,2
9600,4,2,44,106,25,31,5
9601,4,0,21,57,10,18,2
9602,4,1,20,50,5,19,3
9603,4,2,43,151,17,57,5
9604,4,1,28,85,12,34,3
9605,4,1,17,50,3,20,3
9606,4,2,59,143,27,71,7
9607,4,3,72,201,28,73,8
9608,4,3,64,155,26,56,4
9609,4,0,45,136,16,59,5
9610,4,2,44,124,23,42,5
9611,4,1,20,51,10,21,2
9612,4,0,11,29,5,10,2
9613,4,2,67,178,37,67,8
9614,4,1,6,18,4,11,1
9615,4,2,40,116,24,37,4
9616,4,1,31,87,11,40,4
9617,4,2,35,129,9,55,4
9618,4,3,87,237,34,89,8
9619,4,2,46,122,31,43,7
9620,4,1,13,39,6,14,2
9621,4,0,43,88,18,35,5
9622,4,2,45,111,23,34,5
9623,4,1,12,47,7,15,2
9624,4,3,69,173,37,61,9
9625,4,3,52,150,28,46,6
9626,4,0,10,35,2,14,2
9627,4,2,69,214,20,80,7
9628,4,2,48,124,20,55,5
9629,4,0,39,105,15,38,5
9630,4,2,52,123,18,43,7
9631,4,2,37,115,16,47,5
9632,4,0,28,65,9,26,2
9633,4,1,20,52,12,13,3
9634,4,1,16,42,7,20,1
9635,4,1,15,47,8,16,2
9636,4,2,35,92,15,26,5
9637,4,0,8,19,1,6,1
9638,4,2,26,84,11,32,5
9639,4,1,17,62,3,34,3
9640,4,2,21,74,6,32,3
9641,4,2,26,60,14,17,3
9642,4,2,35,94,13,40,5
9643,4,2,38,132,11,47,7
9644,4,0,51,113,16,34,6
9645,4,2,37,89,15,38,5
9646,4,0,13,39,6,17,2
9647,4,1,55,122,19,58,8
9648,4,3,60,158,30,59,8
9649,4,1,43,100,19,39,4
9650,4,2,40,105,17,46,3
9651,4,1,36,88,13,31,5
9652,4,0,53,172,25,75,6
9653,4,0,6,17,0,4,1
9654,4,1,23,72,8,31,4
9655,4,0,16,40,6,16,1
9656,4,1,20,87,6,30,1
9657,4,1,14,53,4,20,1
9658,4,2,41,109,20,44,5
9659,4,3,35,117,15,45,5
9660,4,2,62,185,24,77,8
9661,4,1,21,82,8,23,3
9662,4,1,13,53,3,23,1
9663,4,2,34,92,15,42,2
9664,4,0,6,20,3,6,1
9665,4,1,13,35,5,13,2
9666,4,1,28,81,12,27,3
9667,4,2,47,140,18,56,5
9668,4,1,12,31,4,17,1
9669,4,3,95,269,42,103,13
9670,4,3,64,191,21,80,7
9671,4,2,70,165,30,64,6
9672,4,1,25,79,10,32,3
9674,4,3,81,228,37,72,11
9675,4,1,28,73,10,29,3
9676,4,1,20,61,7,25,2
9677,4,1,18,57,6,24,2
9678,4,0,17,40,7,16,2
9679,4,0,18,38,8,14,2
9680,4,1,20,46,10,16,2
9681,4,1,13,41,6,14,2
9682,4,2,32,108,15,40,4
9683,4,2,48,128,20,43,5
9684,4,1,25,75,7,33,4
