id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30,pos_5,char_12,std_char,mean_char,avg_word_length,pos_32,pos_35,maturity_score,pos_11,pos_33,pos_9
17845,7,16,45,176,24,50,5,12,13,9,8,3,9,3,14,4,8,14,0,0,2,5,14,27,21,2,5,5.46554002644,3,11,0,0,1.97986618989,3.73863636364,37.3863636364,1,5,5.1196,0,0,0
17846,7,19,38,116,18,35,7,18,14,11,14,5,10,1,3,5,4,4,3,3,2,6,12,8,11,3,11,3.08884936676,0,1,0,1,2.44648877911,4.12068965517,41.2068965517,0,0,4.63085714286,1,0,0
17847,7,17,54,187,22,61,8,24,25,21,11,3,12,7,7,9,9,5,2,0,2,3,21,19,19,4,13,4.64072838446,0,3,1,0,1.86438618019,3.82887700535,38.2887700535,0,1,5.02672131148,2,2,0
17849,7,14,41,165,12,58,9,26,19,20,8,2,11,3,8,3,9,2,4,1,0,3,9,15,23,7,10,5.20790676226,1,2,0,0,1.74253767425,3.67878787879,36.7878787879,0,1,5.2074137931,4,1,0
17850,7,12,52,165,25,58,4,25,17,17,14,6,5,4,12,7,16,2,0,1,6,5,15,12,9,3,10,3.67822264629,3,3,0,0,2.05356935129,4.04848484848,40.4848484848,0,1,5.1325862069,0,1,0
17851,7,16,51,168,16,52,6,32,14,13,11,2,15,3,7,5,12,5,1,1,2,3,24,18,21,6,19,5.14670281959,0,2,0,0,1.85155357513,3.80357142857,38.0357142857,0,2,5.04057692308,1,0,0
17852,7,17,68,226,31,66,11,43,22,22,11,9,17,4,11,3,14,9,2,2,9,5,28,19,16,5,24,3.77430563857,1,2,2,0,1.99777654184,4.0,40.0,1,0,5.21181818182,4,1,0
17853,7,16,40,92,22,28,4,15,11,10,10,9,7,2,4,5,5,2,3,2,0,2,19,4,9,0,10,1.52313446922,1,1,1,0,2.4594902342,4.57608695652,45.7608695652,1,0,5.37392857143,0,0,0
17854,7,21,56,182,20,44,8,22,11,6,8,5,12,4,14,3,10,6,5,1,0,6,13,31,30,12,11,7.16566286869,2,1,2,0,2.01837229612,3.75824175824,37.5824175824,0,2,4.80545454545,1,0,0
17856,7,14,33,139,18,35,5,24,16,18,5,1,13,2,6,1,2,6,0,0,0,8,5,16,19,4,2,4.3044864264,0,0,0,0,1.83039024061,3.55395683453,35.5395683453,0,1,5.19314285714,0,2,0
17857,7,18,48,153,27,45,7,17,18,14,8,7,9,3,8,5,5,6,0,2,1,3,8,17,21,2,11,4.5353904173,2,2,1,0,2.23296979621,3.91503267974,39.1503267974,1,1,5.53244444444,3,1,0
17858,7,24,57,196,22,81,11,30,17,20,13,7,16,1,14,8,8,9,2,2,3,5,4,20,25,1,0,3.12641078191,1,5,1,0,1.91225631863,3.87755102041,38.7755102041,0,1,5.44567901235,0,0,0
17859,7,17,51,185,23,67,8,32,18,25,10,7,13,4,14,3,7,7,1,1,0,5,15,15,19,5,18,8.43139793101,1,3,2,1,2.0338643011,3.83783783784,38.3783783784,0,1,5.17298507463,0,0,0
17860,7,16,64,188,35,60,6,16,15,5,18,10,8,6,11,13,12,5,0,2,4,4,12,31,12,5,2,5.18909368697,4,18,1,0,2.29229938651,4.22340425532,42.2340425532,2,2,5.79666666667,0,1,0
17861,7,16,34,140,18,42,5,16,13,9,4,1,6,3,9,1,3,9,4,0,2,5,3,22,23,2,2,4.21539956607,2,0,0,0,1.889278453,3.64285714286,36.4285714286,0,8,5.22904761905,1,0,0
17862,7,9,35,103,17,35,4,10,7,3,10,3,10,1,8,4,4,2,0,0,8,2,10,17,1,4,1,4.10522553916,0,10,1,0,2.1644286938,3.96116504854,39.6116504854,0,2,5.48714285714,0,2,0
17863,7,6,14,51,8,24,2,10,4,4,4,3,3,1,2,1,1,2,0,1,2,3,2,5,1,2,0,0.569462588903,0,2,1,1,2.23466451401,4.25490196078,42.5490196078,0,4,4.87708333333,0,0,0
17864,7,10,26,105,7,34,4,23,9,11,6,2,6,1,3,1,7,2,0,0,5,1,11,9,2,5,6,3.64182731809,1,6,0,0,1.59996565897,3.51428571429,35.1428571429,0,3,5.27617647059,3,0,0
17865,7,17,113,269,23,75,10,40,16,15,16,4,14,6,16,5,8,15,4,2,0,12,61,25,25,8,91,8.99586628054,3,8,1,0,1.98676472935,4.08921933086,40.8921933086,2,2,4.74813333333,2,0,6
17867,7,16,48,175,18,63,7,22,18,11,7,4,11,3,9,2,6,9,2,1,2,0,12,30,3,6,8,5.99254721743,2,10,9,1,2.12812891445,3.64571428571,36.4571428571,0,0,4.96682539683,0,0,0
17868,7,15,102,331,49,108,11,50,28,17,15,7,21,6,14,9,15,3,8,1,15,3,31,26,18,20,19,6.11241984645,3,15,0,0,1.83440124366,4.08761329305,40.8761329305,0,5,4.94888888889,3,0,0
17869,7,11,42,112,19,41,4,16,14,8,11,7,10,1,3,8,3,4,1,2,6,3,6,10,1,2,1,2.10467072377,1,9,3,2,2.4880020981,4.41071428571,44.1071428571,1,2,5.40731707317,1,0,0
17870,7,19,54,128,21,41,4,18,7,11,13,5,4,3,12,4,4,4,2,1,2,6,28,6,15,2,21,4.71801399843,2,5,0,0,2.1055881545,4.4140625,44.140625,0,1,4.73926829268,4,0,0
17871,7,24,154,381,79,135,17,73,38,61,40,20,35,5,17,18,13,7,3,4,5,7,70,10,40,6,70,5.11141055686,1,1,4,2,2.17105244321,4.57480314961,45.7480314961,0,2,5.6917037037,4,1,0
17872,7,18,42,157,21,59,7,22,18,14,4,4,14,2,12,3,5,7,1,2,3,6,14,15,16,5,19,3.50749065025,0,2,1,2,2.11211943451,3.91719745223,39.1719745223,1,3,5.05050847458,1,0,0
17873,7,16,61,201,23,71,8,22,21,13,16,6,17,2,19,4,3,14,1,3,2,6,5,28,18,8,0,6.2983567905,1,6,3,0,2.12751460817,3.71144278607,37.1144278607,0,1,5.26211267606,2,0,0
17874,7,20,49,169,16,48,8,21,26,9,7,2,9,4,10,4,8,11,1,0,3,3,16,21,18,3,12,3.99865560011,2,4,1,0,1.82899920592,3.69230769231,36.9230769231,0,0,5.12,1,0,0
17875,7,12,42,177,12,67,6,21,17,13,4,1,8,5,12,4,9,7,5,0,0,3,5,22,26,9,4,6.33623010783,3,1,1,0,1.66430238057,3.56497175141,35.6497175141,1,3,4.85955223881,2,0,0
17876,7,19,77,222,35,77,10,35,19,16,14,15,13,3,5,6,9,9,1,10,1,10,15,35,28,13,10,6.28409877326,3,4,1,7,2.71144655861,4.3018018018,43.018018018,0,2,4.82519480519,2,0,0
17878,7,10,49,122,25,43,6,18,11,6,6,11,12,0,9,6,6,4,1,1,9,1,14,14,0,4,7,2.77653219068,0,10,3,1,2.50029127148,4.47540983607,44.7540983607,0,2,5.66511627907,2,2,0
17879,7,7,12,44,3,8,2,10,1,2,3,0,4,1,4,0,1,2,1,0,0,1,10,2,3,5,9,1.77216292024,0,2,0,0,1.72823218039,3.61363636364,36.1363636364,0,0,4.885,1,0,0
17880,7,16,36,110,22,44,4,22,10,16,11,7,8,2,4,4,2,5,0,2,3,8,2,7,5,0,0,2.80088956959,1,4,0,0,2.37122027052,4.25454545455,42.5454545455,0,2,5.22886363636,0,2,0
17881,7,12,51,185,22,69,8,18,21,20,16,3,9,7,7,9,6,9,1,1,3,3,8,23,11,0,6,3.65496277855,2,11,2,1,1.9305966151,3.83243243243,38.3243243243,0,6,5.02898550725,2,1,0
17882,7,12,17,73,6,25,3,10,3,3,9,1,3,3,8,0,3,7,2,0,0,1,6,7,8,0,0,4.37263553037,1,3,0,0,1.93019348247,3.49315068493,34.9315068493,0,2,5.2436,1,0,0
17883,7,20,73,216,19,59,9,33,27,14,18,3,15,5,12,1,13,14,3,0,2,8,17,24,21,3,0,4.85240516365,2,3,2,0,1.86508215326,3.77314814815,37.7314814815,0,2,5.0493220339,0,0,0
17884,7,24,91,222,23,80,10,29,28,12,19,10,21,3,22,10,10,7,5,1,5,5,37,14,17,14,46,6.49314799423,0,3,1,1,1.94515837586,4.11261261261,41.1261261261,0,1,5.102125,2,0,0
17885,7,9,30,132,18,42,3,22,13,10,11,4,5,2,8,1,5,9,0,1,0,1,6,14,15,0,2,3.23964401181,2,1,2,0,1.9990745025,3.60606060606,36.0606060606,0,5,5.12119047619,1,1,0
17886,7,9,14,66,7,17,4,11,2,6,3,3,7,0,4,0,3,7,0,2,0,0,2,7,10,2,2,2.29933213699,0,0,0,2,2.39346429442,3.54545454545,35.4545454545,0,3,5.29235294118,1,0,0
17887,7,20,76,250,32,74,10,31,17,13,13,7,18,6,27,5,9,6,3,0,2,9,18,37,31,11,4,9.2363781499,1,11,1,0,2.09236132243,3.756,37.56,0,5,5.2322972973,3,1,0
17888,7,16,56,195,22,66,8,28,22,13,14,8,14,2,8,4,9,8,1,1,1,6,10,25,25,12,9,6.67965670601,2,1,2,0,2.02184736625,3.87692307692,38.7692307692,0,3,5.10287878788,1,1,0
17889,7,8,20,130,9,35,7,20,10,13,3,1,9,2,3,2,2,13,1,0,1,2,15,18,0,0,5,2.20125202402,1,16,1,0,1.56605692343,3.46923076923,34.6923076923,0,5,4.40942857143,1,0,0
17890,7,15,39,125,21,45,5,10,6,6,12,1,8,3,12,6,12,3,0,0,4,5,5,17,12,8,2,3.27640535415,1,5,0,0,1.9261192808,4.088,40.88,0,2,5.17755555556,0,1,0
17891,7,20,20,64,5,16,2,6,4,4,4,0,6,2,6,3,3,2,2,0,0,0,5,12,9,2,4,1.89819558949,0,3,0,0,1.76207568347,3.578125,35.78125,0,0,5.193125,1,0,0
17892,7,17,50,166,20,58,6,22,16,8,13,5,10,4,16,4,5,3,1,0,0,3,15,30,19,7,18,6.98186345657,2,5,3,0,2.09813979051,3.75903614458,37.5903614458,0,0,4.90844827586,1,0,0
17893,7,18,24,91,8,21,5,12,3,5,10,3,7,1,6,5,6,2,1,1,0,1,12,15,12,1,8,2.71057947703,1,4,1,1,2.0667730092,3.65934065934,36.5934065934,0,0,5.1019047619,0,0,0
17894,7,13,14,44,8,18,2,5,4,3,3,0,5,0,1,1,1,1,0,0,1,5,2,8,6,1,0,1.44806509477,0,1,0,0,1.95239322972,3.95454545455,39.5454545455,0,1,4.81444444444,0,0,0
17896,7,12,108,306,30,97,10,72,26,20,21,10,13,8,7,13,14,19,4,4,2,0,55,17,19,1,69,5.38102455146,5,4,2,3,1.98363604463,4.07843137255,40.7843137255,1,3,4.91474226804,5,0,0
17897,7,20,51,174,20,62,6,34,8,13,16,2,11,3,8,7,10,6,2,0,1,5,21,17,18,9,12,10.609257632,2,4,0,0,1.86460337101,3.82183908046,38.2183908046,0,2,4.44612903226,0,1,0
17898,7,16,67,194,25,71,10,14,25,9,6,6,14,2,25,11,8,3,0,0,0,4,6,28,20,4,4,6.14204371362,1,4,7,0,2.04696212718,3.9175257732,39.175257732,0,2,5.39225352113,7,0,0
17899,7,24,227,592,111,204,26,94,51,39,40,45,53,6,39,11,21,16,9,14,14,13,69,63,41,32,50,17.1496583455,2,23,11,4,2.47775810448,4.40202702703,44.0202702703,3,4,5.3,5,0,0
17900,7,16,43,157,16,56,6,22,16,11,10,2,7,3,8,5,9,4,2,0,2,3,10,24,17,5,4,8.4812522973,2,4,2,0,1.78976256549,3.68789808917,36.8789808917,1,1,5.19821428571,1,1,0
17901,7,10,14,90,3,27,2,16,8,5,1,0,15,0,8,3,3,5,0,0,1,1,5,13,6,3,3,2.75799658487,0,6,1,0,1.52367910089,3.35555555556,33.5555555556,0,1,4.34074074074,0,0,0
17902,7,17,55,237,22,79,11,29,21,20,11,4,15,5,15,6,10,16,6,0,1,4,6,31,28,7,3,7.6712187168,3,7,0,0,1.95539547909,3.5611814346,35.611814346,0,5,5.03164556962,3,2,0
17903,7,12,13,83,2,22,4,10,6,8,8,0,6,2,5,2,2,4,1,0,1,1,9,10,10,4,6,2.66385306838,1,2,1,0,1.36397114298,3.33734939759,33.3734939759,0,3,4.95227272727,0,0,0
17904,7,17,39,112,14,36,3,22,14,10,2,2,4,2,8,3,5,4,0,0,1,1,10,10,13,4,6,1.91653805527,2,1,0,0,1.94649720045,4.0625,40.625,0,4,4.855,1,0,0
17905,7,8,9,77,5,12,1,9,3,3,6,1,2,1,1,1,7,11,0,0,0,0,4,12,5,3,2,2.68087339295,1,5,0,0,1.77752737091,3.15584415584,31.5584415584,0,0,4.70583333333,0,0,0
17906,7,22,68,164,18,41,7,33,10,8,16,7,13,4,5,4,6,6,1,3,0,2,47,16,18,2,71,3.7886290129,2,7,0,0,2.07952042722,4.34146341463,43.4146341463,0,0,4.71268292683,0,1,0
17908,7,24,61,190,32,62,9,24,31,18,9,10,12,6,12,4,5,2,6,1,3,8,7,30,18,1,0,6.93478717714,1,6,3,0,2.3247604776,3.88421052632,38.8421052632,1,2,5.03451612903,2,0,0
17909,7,21,53,200,30,54,10,22,22,13,4,9,13,4,13,4,8,6,2,0,1,9,2,43,25,5,1,5.8702230592,1,3,2,0,2.21619779427,3.805,38.05,0,2,4.75259259259,0,0,0
17910,7,19,74,229,14,74,9,41,12,19,22,0,19,5,18,10,16,8,0,0,1,4,10,22,26,8,0,6.61375475767,0,4,0,0,1.68657004049,3.71615720524,37.1615720524,0,1,5.06175675676,6,0,0
17911,7,19,52,179,18,60,6,35,13,14,10,5,20,0,16,4,4,9,1,1,2,3,23,20,22,4,10,4.46553083262,0,3,2,0,1.8737203488,3.84916201117,38.4916201117,1,2,5.01233333333,2,1,0
17912,7,12,62,170,28,55,6,23,10,7,18,8,19,3,11,0,6,7,1,4,4,1,41,27,11,1,35,5.81888060636,1,12,5,1,2.21409747676,4.31176470588,43.1176470588,0,1,4.94709090909,1,2,0
17913,7,16,27,112,13,30,4,16,9,7,8,0,7,1,11,1,9,5,3,0,0,3,8,13,14,2,4,3.34087420229,1,1,0,0,1.78646059051,3.625,36.25,0,0,4.927,1,0,0
17914,7,12,38,112,16,45,2,12,9,5,5,5,2,2,10,5,5,6,1,2,2,1,2,15,6,4,1,2.419806366,2,6,2,0,2.21028877025,4.20535714286,42.0535714286,0,3,5.21266666667,1,3,0
17915,7,15,30,117,11,42,5,25,10,8,2,2,6,3,6,3,10,4,2,1,1,3,3,8,12,14,0,4.53150807243,3,4,0,0,1.87011964326,3.71794871795,37.1794871795,0,1,4.72571428571,0,0,0
17916,7,9,21,87,11,31,4,13,12,3,3,0,5,2,7,6,2,8,0,0,1,2,8,4,7,4,6,3.02248393779,1,0,0,0,1.81155812755,3.70114942529,37.0114942529,0,1,5.33258064516,1,0,0
17917,7,8,17,105,3,28,3,15,12,13,6,0,3,3,6,2,7,5,2,0,1,1,3,14,10,1,0,1.92955920447,3,4,1,0,1.27471895919,3.27619047619,32.7619047619,1,1,5.105,1,0,0
17918,7,14,38,133,20,49,5,27,18,9,4,3,8,3,7,1,7,4,1,0,5,6,10,14,10,4,4,3.0476877135,1,5,1,0,2.07780423737,3.96992481203,39.6992481203,1,1,4.8612244898,0,0,0
17919,7,23,57,256,20,95,13,40,21,19,8,2,17,4,12,3,14,10,2,0,2,4,8,47,40,11,3,8.24250987113,1,2,1,0,1.71855056775,3.55859375,35.5859375,0,8,4.89042105263,1,1,0
17920,7,14,22,63,8,16,3,10,5,5,10,2,5,2,3,1,3,0,1,0,0,4,11,6,8,2,12,2.44789263912,0,2,0,0,1.99076207533,3.80952380952,38.0952380952,0,1,5.50875,1,0,1
17921,7,10,59,213,22,55,5,19,17,12,15,4,7,4,25,7,16,11,0,0,5,9,31,26,17,4,5,5.07251775483,4,5,0,0,1.86518565573,3.71361502347,37.1361502347,0,1,5.12145454545,3,0,0
17922,7,17,37,128,17,49,8,22,12,9,5,2,12,0,5,3,7,4,1,0,1,3,5,16,19,4,1,3.00190021466,0,1,0,0,1.83463774879,3.859375,38.59375,0,3,5.07,4,0,0
17923,7,21,63,203,31,70,8,33,15,15,12,6,18,2,17,5,5,6,1,2,8,4,11,31,13,8,1,5.06967304013,0,5,5,0,2.11636553382,4.03448275862,40.3448275862,1,1,5.40414285714,4,0,0
17924,7,24,136,295,47,114,14,44,27,19,28,17,26,4,23,7,5,10,13,4,6,7,47,27,30,3,51,6.96946421196,0,6,2,1,2.25824392592,4.46101694915,44.6101694915,1,4,5.65894736842,2,1,1
17926,7,21,86,291,45,99,10,38,33,25,21,8,14,7,23,19,9,13,1,2,6,8,16,22,25,9,6,7.47626902775,3,8,1,0,2.13804322187,3.96563573883,39.6563573883,0,3,4.97181818182,2,3,0
17927,7,6,25,119,10,25,4,33,13,14,7,0,9,3,2,2,12,3,0,0,3,1,23,8,7,2,2,3.49449911738,1,3,0,0,1.77349329019,3.57142857143,35.7142857143,0,0,4.7196,0,1,0
17928,7,12,34,172,13,64,4,24,19,13,4,2,5,3,7,6,12,8,0,2,0,3,6,23,23,8,8,4.27003777535,3,2,0,1,1.80499028698,3.60465116279,36.0465116279,0,2,5.05484375,2,1,0
17930,7,21,51,224,26,65,11,37,17,15,8,4,14,6,18,1,8,10,0,1,3,3,4,35,26,16,2,7.94850837463,3,4,2,0,1.93336711259,3.54464285714,35.4464285714,0,5,4.83,0,1,0
17931,7,24,67,184,32,55,9,24,20,13,13,2,15,4,21,5,9,7,2,1,2,13,14,16,20,2,4,4.44272853761,0,2,0,1,2.05847488218,4.09239130435,40.9239130435,1,1,5.11618181818,1,0,2
17932,7,24,96,315,38,104,14,40,37,19,12,8,19,9,16,9,12,13,9,5,2,4,24,46,34,16,16,10.0215275494,4,5,10,4,2.28496600834,3.87936507937,38.7936507937,0,3,5.25375,4,0,1
17933,7,15,27,95,12,29,4,14,13,8,4,4,9,2,8,1,3,2,1,1,0,0,7,14,12,0,10,2.42673102784,0,2,0,0,2.22164855106,3.82105263158,38.2105263158,0,1,4.91551724138,1,0,0
17935,7,14,31,124,15,40,4,16,10,7,4,0,6,3,6,7,7,3,4,0,0,3,6,15,15,7,0,5.17051132438,2,5,1,0,1.77822301881,3.62903225806,36.2903225806,1,5,4.94975,2,0,1
17936,7,9,11,48,5,14,3,2,2,1,1,1,5,0,1,2,3,8,0,0,1,4,5,5,0,3,3,1.96991755565,0,5,0,0,2.03939481358,3.39583333333,33.9583333333,0,0,5.13357142857,0,0,0
17937,7,9,19,65,10,20,3,11,4,6,5,1,6,1,2,1,4,2,0,1,0,3,4,10,10,1,1,2.29680868973,0,0,0,1,2.21153010032,3.72307692308,37.2307692308,0,1,5.8165,1,0,0
17938,7,9,87,312,47,109,11,43,33,22,14,7,18,6,24,7,20,7,2,0,5,5,14,42,19,1,2,5.35722947524,4,18,13,0,1.94257307606,4.06730769231,40.6730769231,0,4,4.89963302752,0,1,0
17939,7,22,91,247,40,94,11,44,31,19,13,9,24,1,9,10,11,11,3,4,2,7,10,26,26,11,10,7.62991856893,0,2,1,1,2.27816878076,4.14574898785,41.4574898785,0,2,5.41329787234,1,0,0
17940,7,8,17,80,6,19,3,19,6,9,5,0,8,0,3,1,5,0,0,0,2,2,10,10,1,1,2,2.32086524571,0,9,0,0,1.67558793762,3.45,34.5,0,1,5.41,0,0,0
17941,7,15,30,137,14,49,4,20,10,7,5,1,7,3,17,8,6,5,4,1,0,2,8,15,16,4,4,5.96077243117,2,2,1,1,1.95675663334,3.70072992701,37.0072992701,0,4,4.84469387755,3,0,0
17942,7,20,45,116,24,53,5,23,13,17,8,7,6,3,2,4,4,1,3,6,3,1,9,9,12,1,12,2.52406177579,1,2,1,5,2.71641961638,4.56034482759,45.6034482759,0,4,5.05301886792,1,0,0
17943,7,10,24,167,4,51,3,25,9,18,16,1,5,3,9,2,10,7,3,0,2,2,13,17,17,5,7,5.51181151082,3,1,1,0,1.36745120754,3.26347305389,32.6347305389,1,1,4.74215686275,2,2,0
17944,7,18,39,150,18,40,6,13,22,8,7,4,12,2,17,4,9,7,1,0,1,4,15,18,17,3,6,3.84513510586,1,0,1,0,1.97632520035,3.65333333333,36.5333333333,0,0,4.8585,1,0,0
17945,7,18,47,129,23,50,5,14,17,6,11,3,6,4,10,5,7,5,6,1,0,3,12,11,4,6,12,3.05656905212,2,8,1,1,2.12853103803,4.21705426357,42.1705426357,0,0,5.3862,3,1,0
17946,7,14,22,76,12,26,3,12,6,5,4,2,5,2,7,0,3,3,0,1,0,2,5,10,10,2,8,2.70484559571,0,1,0,0,2.1912105122,3.84210526316,38.4210526316,0,1,4.66846153846,1,0,0
17947,7,23,101,328,40,99,13,44,35,29,30,7,33,2,23,11,13,7,2,1,3,5,51,26,30,16,47,10.9205688768,1,9,1,0,1.95144116553,3.90853658537,39.0853658537,0,0,5.11737373737,3,1,0
17949,7,6,21,93,6,27,2,20,9,11,3,1,3,2,3,1,6,9,2,0,1,3,8,5,4,1,0,2.04937279652,2,3,1,0,1.68443080976,3.45161290323,34.5161290323,0,0,4.84333333333,0,0,0
17950,7,11,15,64,6,16,4,10,7,6,5,0,6,0,1,0,2,5,0,0,1,1,4,7,8,1,4,2.27425833646,0,1,1,0,1.79062815971,3.5,35.0,0,1,5.231875,0,0,0
17951,7,9,13,65,5,23,2,13,3,4,4,0,3,1,0,1,5,2,0,0,1,3,6,8,9,4,8,2.99294205024,1,1,0,0,1.68448805279,3.4,34.0,0,1,4.64608695652,1,0,0
17952,7,21,57,203,25,66,6,25,14,20,13,6,10,4,16,4,6,7,5,4,2,7,6,26,32,4,11,7.04452549951,2,3,0,3,2.22064818229,3.80295566502,38.0295566502,0,4,5.14984848485,2,0,0
17953,7,16,31,152,14,51,6,23,9,16,6,3,10,4,12,4,6,5,2,0,3,4,10,22,24,4,4,4.54391641868,1,2,0,0,1.79566836769,3.58552631579,35.8552631579,2,4,4.88,0,1,1
17954,7,11,35,160,11,64,6,25,14,14,6,3,15,2,6,5,2,6,4,0,2,3,10,18,4,7,13,4.6331685382,0,6,9,0,1.77172055096,3.575,35.75,0,1,5.67125,1,2,0
17955,7,20,52,145,27,53,4,29,18,13,11,10,6,4,4,4,4,5,0,4,1,12,16,5,12,5,20,3.88173635081,3,2,0,4,2.60749729541,4.35172413793,43.5172413793,0,3,5.25811320755,4,0,0
17957,7,8,30,80,13,22,1,15,12,5,3,1,1,1,1,1,2,5,3,0,3,5,5,3,0,5,2,1.99814656891,1,3,1,0,2.1162421914,4.05,40.5,0,1,5.16545454545,0,1,0
17959,7,7,20,84,13,39,4,13,6,7,9,5,5,2,12,1,4,1,0,0,2,2,1,5,0,4,0,1.21847768764,2,5,1,0,1.97441320796,4.13095238095,41.3095238095,4,3,5.26666666667,2,0,0
17961,7,17,43,166,16,50,9,28,16,14,7,3,10,5,11,7,14,6,0,0,1,4,19,17,22,5,14,3.57611448104,1,1,0,0,1.72129882951,3.75301204819,37.5301204819,0,1,5.1276,2,0,0
17962,7,14,59,150,35,49,7,24,22,13,9,6,10,3,7,2,5,1,1,1,9,8,7,14,0,2,2,3.7012753752,2,12,4,0,2.34345201312,4.35333333333,43.5333333333,2,2,5.65551020408,3,1,0
17963,7,22,136,465,40,149,12,65,27,32,34,9,14,9,25,11,42,16,1,0,6,10,61,48,58,14,59,9.13999718378,8,8,2,0,1.65639120172,3.89677419355,38.9677419355,1,2,4.8344966443,5,0,0
17964,7,21,66,154,28,47,5,28,9,14,17,7,20,0,9,2,3,8,4,2,3,2,28,12,14,4,36,3.2422661348,0,4,0,1,2.29125543223,4.40909090909,44.0909090909,0,1,5.60787234043,2,0,0
17965,7,12,44,167,24,54,8,37,16,10,8,1,12,4,2,4,12,5,1,0,3,3,3,19,12,10,1,4.53393396911,0,6,0,0,1.97774574916,3.83233532934,38.3233532934,0,3,5.18462962963,2,0,0
17966,7,18,54,188,20,69,9,22,18,8,11,3,14,2,12,5,7,7,4,0,0,3,11,26,23,9,7,5.55767129515,1,7,1,0,1.80644822936,3.76063829787,37.6063829787,0,2,5.09884057971,6,1,0
17967,7,12,107,302,39,74,13,56,19,22,30,16,18,4,20,4,9,11,3,13,8,2,66,27,17,12,54,8.57400169168,2,12,6,9,2.71179896021,4.28476821192,42.8476821192,1,4,4.64891891892,4,5,0
17968,7,19,49,139,27,48,7,22,14,7,12,4,9,3,6,4,6,5,2,2,2,3,23,11,22,5,22,2.82735666571,1,2,0,0,2.13439102911,4.25899280576,42.5899280576,0,0,5.52041666667,1,1,0
17969,7,16,35,121,17,35,5,15,10,4,7,7,8,3,7,2,7,5,3,0,2,4,14,17,10,0,12,3.22122800829,2,11,1,0,2.11803875183,3.92561983471,39.2561983471,0,3,4.86485714286,1,0,0
17970,7,11,25,56,15,27,1,12,7,8,1,2,5,1,3,5,3,0,0,2,3,4,3,1,0,2,1,0.722220815068,1,0,0,0,2.34077354292,4.60714285714,46.0714285714,1,2,4.94703703704,0,0,0
17971,7,18,91,248,45,98,11,33,26,13,28,17,16,5,12,8,6,9,3,14,3,7,43,10,18,6,31,5.82628628752,3,5,3,9,2.95170023586,4.75403225806,47.5403225806,0,0,4.64785714286,2,0,0
