id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2
8911,4,3,76,180,31,73,8,26,24,23
8912,4,1,24,66,6,30,4,14,7,9
8913,4,1,24,74,8,28,2,15,12,12
8914,4,2,71,191,32,61,9,37,23,19
8915,4,2,26,68,9,27,4,11,10,6
8916,4,0,36,107,15,35,6,16,18,21
8917,4,0,26,66,12,25,2,9,6,7
8918,4,1,43,125,9,59,6,22,20,20
8919,4,3,39,90,20,34,4,23,13,12
8920,4,0,13,43,6,20,2,5,2,4
8921,4,2,50,159,28,65,5,23,17,13
8922,4,2,40,141,20,47,5,19,20,12
8923,4,3,69,173,41,58,8,29,18,14
8924,4,2,30,88,10,34,4,17,11,9
8925,4,1,26,81,9,33,4,19,10,13
8926,4,1,18,50,4,18,2,7,3,5
8927,4,0,20,57,5,21,3,8,9,12
8928,4,1,30,91,13,35,5,15,10,10
8929,4,1,25,67,9,27,3,11,6,10
8930,4,0,33,84,14,29,3,16,14,7
8931,4,3,18,55,11,21,3,7,9,5
8932,4,1,6,19,2,7,1,3,3,3
8933,4,2,44,126,24,58,2,25,13,11
8934,4,1,10,55,5,19,3,7,9,3
8935,4,2,70,186,27,80,5,27,26,14
8936,4,1,14,49,3,17,3,7,5,6
8937,4,1,35,104,11,54,4,26,12,9
8938,4,1,18,53,7,22,1,7,8,6
8939,4,3,59,132,25,51,6,29,12,20
8940,4,2,46,132,21,55,5,17,15,17
8941,4,3,87,225,39,85,8,48,17,33
8942,4,1,14,62,3,28,4,9,6,11
8943,4,1,19,61,5,21,4,11,4,8
8944,4,1,32,95,14,47,6,17,13,14
8945,4,2,36,107,11,40,2,27,13,21
8946,4,3,44,106,17,46,4,27,11,19
8947,4,0,33,85,9,36,4,13,11,13
8948,4,3,65,166,21,64,9,36,19,28
8949,4,0,15,46,3,22,1,6,3,7
8950,4,1,44,112,19,36,5,19,14,16
8951,4,2,30,96,16,36,4,18,11,8
8952,4,1,25,76,10,27,3,9,7,9
8953,4,1,11,69,5,25,2,13,5,6
8954,4,3,51,133,24,39,6,27,12,23
8955,4,3,54,131,22,42,6,25,15,16
8956,4,1,14,49,5,22,2,10,4,11
8957,4,2,44,114,13,42,6,26,7,17
8958,4,0,12,34,5,13,1,5,5,5
8959,4,3,55,148,25,52,7,20,16,13
8960,4,1,35,98,13,38,4,20,6,7
8961,4,1,30,73,16,22,3,9,10,10
8962,4,2,36,97,16,32,4,17,15,12
8963,4,1,22,78,7,17,3,10,10,12
8964,4,0,13,34,4,13,1,4,5,5
8965,4,2,33,93,19,34,2,20,10,11
8966,4,1,15,55,4,22,2,8,8,9
8967,4,2,26,98,9,39,4,12,10,13
8968,4,2,21,50,12,19,3,13,4,6
8969,4,2,62,172,26,72,10,31,12,23
8970,4,1,17,52,8,17,2,9,9,7
8971,4,1,32,95,14,46,4,17,10,14
8972,4,2,43,114,17,36,5,19,10,11
8973,4,3,68,168,47,51,7,29,20,23
8974,4,3,42,144,29,40,6,30,17,27
8975,4,0,12,26,3,12,1,2,2,3
8976,4,0,20,61,6,27,2,10,6,9
8977,4,2,43,120,11,47,5,15,11,13
8978,4,0,19,54,9,18,1,8,5,3
8979,4,3,84,211,40,81,8,44,20,25
8980,4,1,19,58,10,24,3,8,7,7
8981,4,3,102,248,38,101,11,53,29,48
8982,4,1,17,43,8,18,1,7,9,5
8983,4,2,44,119,18,44,4,25,9,19
8984,4,1,9,25,5,8,1,6,3,5
8985,4,1,35,82,11,33,3,16,6,14
8986,4,2,36,124,21,42,2,20,18,12
8987,4,2,28,78,16,34,5,22,7,13
8988,4,2,61,148,31,43,7,39,22,29
8989,4,1,6,24,2,8,2,1,4,1
8990,4,3,84,225,28,90,10,47,22,25
8991,4,0,15,40,4,18,1,6,3,8
8992,4,0,17,46,6,19,2,5,6,6
8993,4,0,21,47,6,20,2,8,5,6
8994,4,0,8,23,4,10,1,3,4,4
8995,4,2,34,96,19,37,5,12,9,9
8996,4,2,66,171,27,77,5,24,14,10
8997,4,1,14,38,6,15,2,11,7,8
8998,4,3,46,134,16,49,6,24,20,20
8999,4,1,22,62,6,28,3,7,5,8
9000,4,1,18,51,2,21,3,7,5,5
9001,4,2,73,217,27,84,7,32,15,27
9002,4,2,18,67,8,27,2,10,8,9
9003,4,2,70,178,41,58,8,35,15,32
9004,4,3,76,168,40,59,4,33,16,22
9005,4,3,39,120,16,39,5,28,16,27
9006,4,3,37,103,13,34,4,16,14,9
9007,4,2,52,137,28,41,6,24,16,19
9008,4,2,46,116,26,43,4,23,12,12
9009,4,2,38,95,17,37,5,26,11,18
9010,4,1,27,60,13,22,3,17,8,11
9011,4,2,42,141,14,64,6,23,16,14
9012,4,1,37,99,15,44,3,16,13,14
9013,4,1,21,55,3,20,2,15,7,10
9014,4,2,63,182,27,75,8,35,22,24
9015,4,1,27,93,9,35,3,17,13,11
9016,4,3,60,159,32,59,6,27,21,20
9017,4,2,29,92,11,36,6,17,9,17
9018,4,2,33,88,15,30,4,22,8,13
9019,4,3,69,180,38,51,9,27,19,18
9020,4,0,8,23,3,8,1,4,3,5
9021,4,2,33,92,20,36,5,21,10,18
9022,4,2,39,99,14,35,5,17,14,15
9023,4,1,19,52,8,13,2,9,5,6
9024,4,1,18,59,4,18,2,12,9,9
9025,4,1,9,27,3,9,1,6,2,4
9026,4,2,31,95,12,28,3,15,10,11
9027,4,3,93,231,45,92,10,37,26,23
9028,4,1,14,41,5,20,1,5,5,6
9029,4,2,60,154,28,55,3,31,21,21
9030,4,0,14,64,4,27,4,10,4,11
9031,4,1,32,84,10,28,3,21,8,14
9032,4,1,7,22,3,8,1,5,4,2
9033,4,1,47,131,21,43,4,30,15,24
9034,4,2,61,147,30,57,4,16,22,16
9035,4,3,92,230,36,93,10,37,30,27
9036,4,0,23,72,6,32,2,12,5,10
9037,4,3,56,131,30,45,6,22,13,17
9038,4,1,12,36,4,15,2,5,4,3
9039,4,2,46,134,16,46,8,32,14,29
9040,4,3,51,145,27,55,6,28,10,21
9041,4,0,15,49,7,22,1,9,3,9
9042,4,2,58,143,27,50,5,26,24,22
9043,4,2,26,101,13,49,4,24,8,11
9044,4,1,92,255,42,94,10,39,33,20
9045,4,0,24,58,6,22,3,11,5,8
9046,4,1,37,92,13,41,3,16,16,11
9047,4,1,14,35,6,16,2,5,3,5
9048,4,0,8,29,1,7,2,5,3,6
9049,4,2,39,97,14,30,5,11,10,9
9050,4,1,27,63,12,26,3,17,10,5
9051,4,2,50,119,26,41,4,25,12,17
9052,4,3,40,109,19,39,3,21,13,13
9053,4,2,31,84,13,27,5,12,11,8
9054,4,1,31,78,13,25,2,8,5,11
9055,4,1,28,88,7,44,5,10,12,8
9056,4,0,25,77,7,32,2,10,12,7
9057,4,2,32,84,14,36,2,13,14,9
9058,4,3,63,182,32,63,6,33,22,33
9059,4,0,18,39,5,18,2,7,5,7
9060,4,3,81,198,38,81,8,37,23,26
9061,4,3,81,208,28,85,9,35,20,21
9062,4,0,7,18,3,3,1,4,3,3
9063,4,1,11,34,7,10,2,5,4,6
9064,4,1,31,120,11,50,2,16,10,15
9065,4,1,13,46,3,18,1,7,7,9
9066,4,1,46,116,15,57,5,16,11,8
9067,4,1,27,63,14,26,4,13,10,10
9068,4,1,16,51,7,12,2,9,6,13
9069,4,3,60,158,29,53,7,22,20,20
9070,4,1,13,44,7,24,2,5,5,4
9071,4,2,40,96,18,32,5,19,12,16
9072,4,0,19,63,5,15,2,7,11,9
9073,4,1,23,81,3,38,4,9,9,5
9074,4,3,73,190,33,76,7,37,24,27
9075,4,3,51,141,33,45,6,28,17,20
9076,4,0,8,18,2,4,1,4,2,5
9077,4,1,21,55,10,22,3,13,8,11
9078,4,1,19,52,4,27,1,7,6,5
9079,4,2,53,166,24,66,7,34,12,31
9080,4,1,25,52,10,19,3,10,8,9
9081,4,2,23,66,9,25,3,14,5,12
9082,4,2,43,119,13,45,6,17,13,16
9083,4,2,48,118,26,39,7,21,14,10
9084,4,2,53,160,13,62,7,31,16,20
9085,4,2,59,144,25,56,5,31,15,25
9086,4,1,2,10,0,4,0,1,1,1
9087,4,1,22,68,7,27,3,9,4,4
9088,4,2,44,105,18,36,2,23,11,16
9089,4,2,51,158,25,49,5,26,29,24
9090,4,1,15,59,2,21,2,13,4,6
9091,4,2,35,114,17,49,4,23,11,10
9092,4,0,8,23,3,9,1,6,2,2
9093,4,1,28,86,14,38,3,20,14,11
9094,4,1,10,27,2,10,1,5,5,3
9095,4,2,35,111,20,38,3,22,9,16
9096,4,2,48,122,19,45,5,22,19,15
9097,4,1,22,58,5,24,2,10,6,8
9098,4,3,59,148,29,54,8,29,18,20
9099,4,1,11,54,3,20,3,5,1,4
9100,4,1,26,85,8,23,4,15,8,13
9101,4,1,15,32,7,13,1,8,5,6
9102,4,1,16,48,8,20,3,13,4,9
9103,4,2,44,102,23,38,3,18,14,15
9104,4,2,53,133,23,52,7,27,15,22
9105,4,1,26,82,9,41,4,14,11,5
9106,4,3,45,150,17,69,4,21,17,18
9107,4,1,19,49,13,23,2,11,7,8
9108,4,0,7,17,4,6,1,3,2,3
9109,4,0,24,60,11,27,2,15,8,13
9110,4,2,62,134,36,41,5,25,19,18
9111,4,2,22,92,9,28,4,13,13,10
9112,4,2,48,123,26,41,5,15,19,13
9113,4,1,31,81,10,33,3,12,6,13
9114,4,3,69,199,40,78,9,31,34,30
9115,4,2,41,120,17,42,6,24,7,16
9116,4,2,43,119,24,37,4,21,19,12
9117,4,2,33,109,17,35,5,23,17,15
9118,4,2,45,135,24,62,5,20,14,17
9119,4,1,23,57,9,19,3,8,7,8
9121,4,2,42,107,19,40,2,25,9,20
9122,4,2,57,146,29,55,5,36,20,29
9123,4,1,25,70,12,32,4,14,4,8
9124,4,0,19,65,5,27,1,7,8,5
9125,4,0,30,77,18,29,3,16,5,14
9126,4,1,16,41,10,12,2,9,8,8
9127,4,2,37,121,20,44,5,21,12,20
9128,4,1,46,122,16,49,4,22,13,22
9129,4,1,8,30,3,12,1,6,3,2
9130,4,0,14,36,8,13,2,6,6,3
9131,4,1,28,92,9,40,3,14,14,7
9132,4,3,79,217,34,91,9,32,18,25
9133,4,2,76,202,38,75,7,31,28,23
9134,4,3,74,186,35,71,9,37,23,18
9135,4,2,46,122,17,57,5,25,10,23
9136,4,1,25,64,10,20,2,14,10,7
9137,4,0,7,17,3,5,1,5,3,4
9138,4,3,53,130,20,48,5,29,17,19
9139,4,1,22,65,11,27,2,10,9,6
9140,4,0,39,100,16,36,4,18,13,12
9141,4,1,20,80,4,35,1,12,6,11
9142,4,1,21,55,7,14,3,12,7,11
9143,4,1,16,44,6,17,2,10,4,9
9144,4,1,31,81,12,30,3,16,9,10
9145,4,2,46,120,19,54,4,21,12,13
9146,4,1,34,105,10,32,4,18,11,18
9147,4,2,34,133,12,37,5,19,14,15
9148,4,1,13,38,7,15,2,9,6,6
9149,4,2,54,166,25,52,5,30,19,21
9150,4,1,19,58,10,25,3,9,4,7
9151,4,1,23,61,10,18,2,16,10,10
9152,4,2,41,117,17,42,6,15,17,11
9153,4,2,42,131,13,51,7,24,12,21
9154,4,1,24,65,7,26,3,11,8,8
9155,4,0,17,38,5,15,2,9,5,7
9156,4,2,20,62,10,23,4,7,8,9
9157,4,1,11,35,2,8,1,7,3,6
9158,4,3,86,219,47,66,7,38,27,20
9159,4,0,29,74,8,31,4,13,6,7
9160,4,0,28,72,9,28,2,17,6,10
9161,4,3,48,126,26,45,4,27,15,18
9162,4,1,21,50,12,22,2,11,5,9
9163,4,2,63,168,42,62,7,16,21,18
9164,4,3,62,166,24,62,5,36,16,17
9165,4,2,39,106,14,42,4,21,12,17
9166,4,2,42,115,20,42,6,19,12,14
9167,4,3,71,191,29,62,7,38,23,29
9168,4,2,34,94,16,36,5,15,19,8
9169,4,0,22,43,9,15,1,12,3,10
9170,4,3,85,251,46,81,11,39,23,27
9171,4,2,51,150,24,59,5,33,12,19
9172,4,1,17,46,4,11,3,11,4,10
9173,4,0,5,12,0,8,1,3,0,2
9174,4,1,26,77,11,35,3,16,13,11
9175,4,3,63,165,34,52,9,29,21,19
9176,4,1,12,43,4,15,1,6,2,6
9177,4,1,23,69,11,27,2,14,14,11
9178,4,2,32,72,19,28,3,21,8,9
9179,4,0,12,54,0,19,1,11,5,8
9180,4,1,29,82,11,32,4,14,9,5
9181,4,0,33,80,13,31,3,11,12,9
9182,4,2,31,88,13,34,4,15,13,11
9183,4,1,11,46,5,13,1,5,8,3
9184,4,1,27,73,11,34,2,19,8,15
9185,4,1,18,64,5,27,3,7,11,10
9186,4,1,28,62,9,25,1,7,3,5
9187,4,2,27,68,13,24,2,12,6,8
9188,4,3,65,174,24,71,6,25,16,19
9189,4,1,15,34,4,16,1,10,4,6
9190,4,3,58,169,29,52,6,21,20,16
9191,4,1,31,89,11,35,4,16,10,12
9192,4,1,21,56,10,24,2,9,10,9
9193,4,2,16,61,9,26,2,8,8,4
9194,4,1,17,64,7,26,4,7,6,7
9195,4,1,44,128,21,40,4,24,20,19
9196,4,1,26,68,12,30,3,14,5,11
9197,4,1,35,100,10,44,3,17,14,13
9198,4,2,80,266,36,99,8,46,22,38
9199,4,3,60,160,33,47,6,22,31,14
9200,4,1,36,93,5,40,5,20,10,12
9201,4,1,30,95,12,32,5,12,9,9
9202,4,0,22,67,7,28,3,13,8,5
9203,4,0,13,41,6,14,1,6,3,5
9204,4,2,32,109,11,45,3,15,9,10
9205,4,1,30,113,15,33,4,16,21,12
9206,4,1,16,44,7,18,2,10,4,5
9207,4,0,8,33,2,9,1,4,3,5
9208,4,2,53,127,24,51,4,21,17,16
9209,4,1,8,27,5,8,1,4,3,4
9210,4,1,17,47,5,15,2,6,5,7
9211,4,2,61,144,27,57,5,35,14,15
9212,4,2,38,132,17,47,5,26,15,21
9213,4,1,12,33,7,9,1,6,4,8
9214,4,1,47,124,20,40,3,18,15,14
9215,4,2,44,119,21,41,5,17,11,14
9216,4,1,26,72,10,29,4,11,11,8
9217,4,3,68,154,36,71,9,28,16,27
9218,4,1,12,41,4,17,2,5,3,5
9219,4,2,54,142,24,55,5,21,11,20
9220,4,3,63,157,27,58,7,21,16,22
9221,4,1,12,43,4,18,2,6,4,4
9222,4,2,92,246,43,83,10,40,18,37
9223,4,2,71,176,32,58,7,40,24,27
9224,4,2,32,91,15,33,5,16,9,8
9225,4,1,23,50,11,19,2,10,7,10
9226,4,0,8,27,1,12,1,4,3,2
9227,4,2,34,97,16,37,4,18,12,10
9228,4,2,30,95,17,28,5,17,10,16
9229,4,2,47,114,17,48,4,19,19,15
9230,4,2,31,94,15,36,3,13,10,10
9231,4,1,15,36,3,18,1,8,5,5
9232,4,1,30,90,11,31,5,14,14,10
9233,4,1,22,58,12,29,2,15,4,5
9234,4,0,15,39,7,19,2,6,4,6
9235,4,1,40,98,20,41,5,15,15,18
9236,4,2,54,125,25,48,7,27,12,18
9237,4,2,40,116,22,39,6,20,14,15
9238,4,2,31,100,21,25,3,20,15,15
9239,4,2,25,61,16,21,2,11,5,11
9240,4,1,22,76,10,34,4,12,11,10
9241,4,1,17,38,9,17,2,7,4,6
9242,4,1,22,68,8,28,4,11,10,10
9243,4,2,41,156,17,45,4,15,17,18
9244,4,1,42,108,11,43,2,22,8,16
9245,4,1,13,38,4,19,1,7,3,7
9246,4,0,13,38,1,16,2,3,4,5
9247,4,3,66,153,30,53,6,24,14,16
9248,4,2,49,126,18,46,5,27,11,19
9249,4,2,53,122,20,58,5,21,14,13
9250,4,1,17,46,6,22,2,9,3,6
9251,4,2,56,138,25,52,7,30,17,15
9252,4,1,11,48,6,15,2,13,5,10
9253,4,1,21,49,10,21,2,11,6,8
9254,4,3,52,140,31,47,7,27,12,16
9255,4,3,68,209,28,89,7,37,25,27
9256,4,2,38,90,17,27,4,15,7,12
9257,4,3,64,183,32,77,11,37,12,28
9258,4,3,61,147,21,60,6,29,10,21
9259,4,2,30,77,13,28,4,12,5,10
9260,4,3,65,186,26,79,8,33,19,21
9261,4,1,11,30,6,10,1,5,5,4
9262,4,0,14,44,4,21,2,5,4,3
9263,4,3,63,168,26,62,8,30,19,30
9264,4,3,59,153,31,56,6,31,20,20
9265,4,1,20,68,6,25,2,15,4,12
9266,4,1,9,18,3,5,0,4,1,5
9267,4,1,37,101,20,31,3,22,14,14
9268,4,0,11,28,5,10,1,4,3,6
9269,4,2,44,94,24,31,5,27,17,13
9270,4,1,9,39,6,13,1,4,5,5
9271,4,1,26,80,12,36,3,16,9,14
9272,4,0,7,17,3,7,1,2,2,2
9273,4,0,37,94,11,35,4,17,9,14
9274,4,2,26,90,6,31,1,9,14,8
9275,4,1,7,37,3,20,1,6,5,4
9276,4,1,43,99,15,42,3,18,10,16
9277,4,2,56,157,22,56,6,26,23,13
9278,4,2,22,66,12,20,4,14,9,12
9279,4,1,86,237,28,100,10,47,20,38
9280,4,1,26,66,7,28,4,10,7,6
9281,4,2,50,124,17,55,6,24,12,20
9282,4,2,42,125,13,49,4,20,14,14
9283,4,1,30,68,12,27,3,15,5,10
9284,4,1,14,33,6,10,1,5,1,5
9285,4,2,35,84,20,26,4,18,6,14
9286,4,0,16,42,8,13,2,7,5,6
9287,4,2,47,117,21,45,5,25,12,20
9288,4,3,71,165,31,59,6,33,23,20
9289,4,0,11,36,5,12,1,5,3,2
9290,4,2,30,88,14,34,4,18,11,11
9291,4,2,53,136,24,47,5,27,23,19
9292,4,3,82,198,38,60,7,41,25,32
9293,4,0,73,163,25,54,7,35,22,29
9294,4,1,26,78,13,30,4,15,9,14
9295,4,2,21,103,5,26,3,20,14,19
9296,4,1,17,46,7,24,1,9,6,5
9297,4,1,25,78,11,30,4,16,9,10
9298,4,2,25,75,12,27,4,15,6,8
9299,4,1,9,37,1,14,2,6,5,5
9300,4,1,24,69,8,26,3,13,5,11
9301,4,3,87,218,49,77,9,43,25,21
9302,4,1,70,183,25,82,8,31,23,19
9303,4,1,5,17,2,7,1,4,0,5
9304,4,3,31,115,9,49,6,20,13,12
9305,4,0,38,102,15,47,5,21,8,17
9306,4,2,35,97,13,39,4,16,8,10
9307,4,2,42,121,24,46,6,28,12,15
9308,4,0,21,51,9,21,3,7,9,7
9309,4,2,24,86,10,32,4,17,11,13
9310,4,1,33,83,14,36,4,19,13,14
9311,4,0,10,43,4,14,2,10,8,8
9312,4,2,60,184,28,61,7,28,22,16
9313,4,0,24,51,10,22,3,9,6,9
9314,4,0,7,25,4,9,2,7,2,4
9315,4,2,49,134,23,46,6,19,11,16
9316,4,3,58,156,30,69,5,30,14,19
9317,4,2,49,123,30,39,5,29,21,18
9318,4,0,11,30,4,10,1,10,3,6
9319,4,3,75,185,39,70,6,28,14,21
9320,4,1,21,77,11,27,4,10,11,9
9321,4,1,20,65,6,27,3,15,8,7
9322,4,0,13,37,5,13,2,5,2,1
9323,4,1,12,31,5,14,1,5,3,4
9324,4,0,10,25,7,10,1,3,5,2
9325,4,3,80,206,32,63,8,46,18,21
9326,4,1,30,72,14,23,3,12,8,10
9327,4,3,77,192,43,67,7,36,20,20
9328,4,0,16,35,7,17,2,8,5,6
9329,4,3,56,160,14,63,7,20,21,14
9330,4,2,58,143,35,42,7,31,29,17
9331,4,2,54,133,28,46,6,28,11,17
9332,4,2,31,100,12,34,4,19,18,18
9333,4,0,11,25,2,9,1,5,3,1
9334,4,1,10,26,3,14,1,5,2,5
9335,4,1,29,77,14,21,4,17,10,15
9336,4,2,40,100,16,35,4,19,18,9
9337,4,1,15,39,6,8,2,10,3,7
9338,4,1,9,32,6,16,1,5,4,5
9339,4,1,32,92,14,35,5,19,11,15
9340,4,2,34,74,15,32,1,18,5,11
9341,4,3,57,149,31,57,6,26,20,28
9342,4,2,45,101,20,32,3,21,12,13
9343,4,1,22,52,8,20,3,8,5,7
9344,4,0,39,110,11,43,5,15,10,18
9345,4,0,12,33,2,15,1,4,5,2
9346,4,3,61,172,22,65,9,29,16,22
9347,4,2,46,113,23,35,7,26,14,19
9348,4,1,28,81,9,28,5,15,11,14
9349,4,0,35,101,17,43,3,16,8,16
9350,4,1,19,53,9,28,3,11,7,7
9351,4,0,16,47,3,15,2,8,8,9
9352,4,2,34,101,17,41,4,18,13,13
9353,4,2,30,82,14,30,2,16,9,14
9354,4,2,63,132,26,49,6,17,16,7
9355,4,1,20,56,10,20,2,10,11,11
9356,4,1,16,68,5,22,2,11,9,10
9357,4,2,43,133,14,54,5,24,14,19
9358,4,0,22,59,12,24,1,11,3,9
9359,4,0,11,35,2,16,1,9,4,6
9360,4,1,16,58,6,23,3,5,6,7
9361,4,2,35,111,16,35,3,21,12,18
9362,4,3,52,130,27,42,6,28,14,18
9363,4,2,25,74,12,35,3,11,5,13
9364,4,2,39,95,23,30,3,23,6,15
9365,4,3,42,100,22,33,6,18,13,12
9366,4,2,31,86,17,32,4,22,11,17
9367,4,3,46,129,24,47,4,27,12,19
9368,4,1,36,99,17,38,3,19,13,16
9369,4,1,14,50,7,19,2,10,8,7
9370,4,0,27,65,10,27,2,11,7,9
9371,4,2,22,90,5,40,4,19,11,14
9372,4,1,17,56,5,21,4,8,9,5
9373,4,1,12,29,6,13,1,9,2,8
9374,4,1,32,74,8,30,5,14,7,14
9375,4,2,35,126,14,50,6,23,16,14
9376,4,2,27,71,9,24,3,7,8,5
9377,4,1,10,39,3,14,2,5,5,4
9378,4,1,25,69,9,26,4,11,10,12
9379,4,2,23,78,6,31,4,11,7,10
9380,4,2,41,121,21,58,7,17,13,13
9381,4,0,32,89,11,35,2,17,13,15
9382,4,2,38,87,18,35,3,14,9,15
9383,4,1,38,93,16,38,4,21,14,10
9384,4,1,32,100,6,42,6,15,10,10
9385,4,1,24,64,8,21,2,12,7,12
9386,4,2,39,131,17,56,8,17,11,16
9387,4,2,55,161,25,69,7,34,14,24
9388,4,1,36,77,11,28,3,10,8,8
9389,4,3,77,205,38,84,7,29,19,24
9390,4,1,18,58,8,19,3,12,5,6
9391,4,2,50,152,24,58,5,37,19,17
9392,4,2,40,125,16,57,5,24,14,18
9393,4,0,21,52,6,23,1,11,8,11
9394,4,1,18,50,4,22,3,8,6,9
9395,4,1,17,53,7,21,2,9,9,10
9396,4,0,13,39,4,16,1,7,3,6
9397,4,2,27,77,13,30,3,14,13,13
9398,4,1,42,108,24,46,6,16,21,10
9399,4,2,35,74,19,25,4,11,8,12
9400,4,1,12,29,5,15,2,4,3,4
9401,4,3,66,193,37,68,12,30,21,30
9402,4,3,52,121,23,48,6,25,10,18
9403,4,2,47,113,19,48,3,22,14,18
9404,4,0,12,43,5,15,2,7,5,7
9405,4,2,43,111,24,36,6,13,11,9
9406,4,0,34,93,14,33,5,20,10,10
9407,4,2,56,170,26,74,5,28,27,16
9408,4,0,26,56,12,18,2,9,9,7
9409,4,1,32,85,11,29,2,15,10,15
9410,4,1,20,65,9,27,3,11,9,7
9411,4,0,19,35,14,10,1,11,3,7
9412,4,1,16,34,3,16,1,7,5,3
9413,4,0,11,16,4,9,0,2,3,2
9414,4,0,16,64,4,24,2,10,11,7
9415,4,0,13,35,5,10,2,8,4,7
9416,4,3,49,141,19,45,6,27,15,16
9417,4,1,27,88,8,30,3,14,10,10
9418,4,1,36,97,14,40,2,27,12,17
9419,4,2,32,101,15,44,4,17,7,14
9420,4,3,54,139,24,51,6,25,20,18
9421,4,1,33,110,10,45,2,17,12,9
9422,4,3,55,151,27,69,7,30,17,22
9423,4,3,102,231,43,84,7,36,40,25
9424,4,0,17,72,3,32,4,12,8,10
9425,4,2,55,145,31,49,4,25,13,17
9426,4,2,48,125,20,43,4,26,20,12
9427,4,1,24,64,11,28,3,12,7,12
9428,4,2,55,149,25,49,4,23,20,20
9429,4,2,29,93,12,33,3,16,9,12
9430,4,3,70,156,26,61,7,30,17,23
9431,4,1,23,89,11,29,4,18,13,19
9432,4,2,24,99,7,33,4,13,13,14
9434,4,0,19,48,3,24,2,5,7,5
9435,4,1,8,23,3,11,1,6,4,6
9436,4,2,48,130,24,50,5,22,16,18
9437,4,1,20,58,5,27,2,10,4,3
9438,4,3,62,162,20,63,6,27,18,20
9439,4,2,40,132,19,40,2,21,16,13
9440,4,1,36,95,14,38,3,16,8,14
9441,4,3,67,170,34,59,8,28,19,25
9442,4,3,114,287,49,120,13,50,32,34
9443,4,1,31,79,11,44,2,16,6,13
9444,4,2,28,84,12,28,5,16,10,11
9445,4,1,21,63,8,22,3,18,8,14
9446,4,1,17,37,10,18,2,12,6,7
9447,4,0,8,34,2,19,1,4,5,3
9448,4,2,28,88,9,44,4,9,4,10
9449,4,2,46,136,25,43,8,20,13,15
9450,4,1,13,44,6,16,3,10,2,6
9451,4,1,17,45,6,22,2,5,6,4
9452,4,2,30,69,13,27,3,11,10,9
9453,4,2,29,90,15,40,4,17,14,12
9454,4,0,18,59,8,27,2,11,5,10
9455,4,0,11,28,4,8,1,5,2,6
9456,4,0,12,29,6,18,1,8,5,5
9457,4,3,44,124,21,54,6,27,14,15
9458,4,2,22,75,7,31,4,14,7,9
9459,4,2,40,114,16,44,4,23,13,18
9460,4,2,67,192,35,65,8,35,17,31
9461,4,1,27,107,15,41,4,16,12,17
9462,4,3,59,181,28,75,9,30,17,26
9463,4,1,18,43,4,14,3,7,9,7
9464,4,0,9,32,4,12,2,6,4,6
9465,4,1,61,137,29,49,7,32,14,16
9466,4,1,79,193,36,57,9,31,20,23
9467,4,2,38,101,20,36,5,21,14,17
9468,4,1,25,67,10,28,3,15,7,11
