id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20
20761,8,40,295,847,109,343,38,108,84,80,56,29,60,15,54,29,36,34,14,9,18,33,22,106,60,19,22
20762,8,32,141,455,61,159,16,73,42,39,33,20,21,10,45,15,15,14,4,2,14,11,18,42,32,13,9
20763,8,40,273,844,90,299,32,126,104,72,54,28,52,19,55,24,34,0,18,5,8,22,58,100,88,22,87
20764,8,30,85,305,31,101,7,49,29,30,17,10,8,6,25,4,23,7,5,1,5,7,11,35,31,6,10
20766,8,45,336,832,145,322,39,97,99,67,74,52,55,14,70,37,45,22,9,21,7,20,63,78,87,18,86
20767,8,45,252,653,80,265,35,101,77,42,38,14,61,5,51,14,21,22,14,6,9,15,56,79,73,8,59
20768,8,45,339,844,104,338,38,122,115,67,42,31,51,16,77,28,4,30,26,6,9,19,78,63,70,38,99
20769,8,50,322,832,146,323,28,109,78,70,75,38,81,11,69,35,12,26,17,11,21,26,71,90,57,12,84
20770,8,39,156,442,60,168,17,61,57,40,21,24,32,8,44,15,14,19,3,11,8,12,6,43,31,6,6
20771,8,33,130,359,65,133,19,43,38,26,28,13,28,5,30,8,8,6,5,6,4,10,25,49,53,9,25
20772,8,33,197,545,65,184,20,91,55,34,55,12,25,13,25,10,16,0,3,8,9,15,105,62,66,21,140
20773,8,34,158,477,44,185,21,65,62,34,21,6,45,6,37,13,18,11,3,3,8,11,25,68,43,9,33
20774,8,40,131,550,54,186,25,67,64,58,23,6,31,12,46,5,27,27,5,1,2,21,22,69,68,5,30
20775,8,33,97,319,42,119,12,49,46,25,19,15,13,9,24,7,15,5,4,4,0,12,26,26,38,13,18
20776,8,33,210,657,77,216,27,71,79,47,47,23,31,16,50,14,26,28,3,11,24,18,39,84,49,19,33
20777,8,40,199,487,77,189,24,70,43,37,44,11,37,5,30,14,2,10,4,1,17,17,52,54,38,22,78
20778,8,36,214,601,81,247,24,88,50,66,41,17,28,13,44,31,25,14,10,4,11,20,34,45,41,19,50
20779,8,37,199,650,74,262,32,85,76,56,54,18,34,19,43,30,28,20,13,9,16,10,22,78,34,23,14
20781,8,40,234,751,98,257,32,113,94,59,53,29,47,14,38,23,30,24,5,10,31,18,44,95,18,35,39
20783,8,33,215,579,90,231,32,93,72,67,37,21,44,6,22,25,18,17,8,7,2,19,21,53,65,10,36
20784,8,37,192,622,67,265,28,78,76,58,41,18,39,12,38,24,24,13,8,4,17,23,5,69,10,20,2
20785,8,42,162,491,52,197,24,81,49,45,42,14,30,12,33,21,20,11,8,4,9,7,21,51,36,17,24
20787,8,40,146,368,55,152,18,43,40,21,39,7,28,6,28,16,11,12,4,2,28,14,15,48,3,15,13
20790,8,40,207,565,85,206,29,69,52,36,56,26,32,11,39,23,30,25,8,5,14,14,29,45,50,19,26
20791,8,38,116,325,55,131,13,57,41,35,16,20,23,5,15,10,11,6,6,4,10,12,7,30,17,8,14
20792,8,31,105,285,38,113,11,60,29,19,14,10,30,1,10,8,12,5,3,1,12,3,9,33,18,20,6
20793,8,42,280,792,111,328,38,118,79,53,40,39,57,13,54,31,41,21,22,9,4,19,19,77,87,47,27
20794,8,40,211,637,81,284,26,73,76,49,45,18,33,14,55,27,20,13,8,4,18,22,9,80,22,24,1
20795,8,35,203,607,89,231,32,70,61,32,39,16,38,13,52,13,21,30,6,4,3,24,25,83,63,25,20
20796,8,35,345,846,110,303,36,139,80,72,77,26,71,9,48,32,34,24,11,6,11,28,106,51,88,13,153
20797,8,33,86,234,47,86,12,29,31,22,10,9,14,7,23,10,14,5,1,2,11,4,9,18,13,5,6
20800,8,33,247,564,132,206,23,74,68,40,60,28,54,7,22,8,18,22,8,10,17,13,103,41,49,13,129
20802,8,30,233,830,86,310,27,97,101,51,33,22,30,25,81,15,40,28,7,11,39,18,39,121,45,24,27
20803,8,37,141,405,49,150,15,50,46,28,38,10,19,8,24,20,12,8,7,4,12,16,11,45,15,11,13
20804,8,40,125,424,71,156,18,69,45,21,22,17,19,7,29,8,15,13,4,2,8,19,17,52,41,32,10
20805,8,40,309,844,113,310,38,76,78,64,70,21,42,20,99,35,52,20,20,4,15,18,35,114,64,16,25
20806,8,35,199,573,95,229,27,80,63,43,52,20,34,12,38,26,31,10,2,9,6,20,29,58,63,21,32
20807,8,35,155,466,68,154,19,74,54,32,19,17,32,11,25,4,16,25,8,6,4,11,59,55,53,4,79
20808,8,31,185,589,66,247,22,73,59,40,24,19,46,12,55,22,38,9,7,2,14,16,30,83,37,14,14
20809,8,40,266,836,99,320,42,128,89,62,62,21,58,16,68,23,13,29,13,3,27,29,40,91,54,25,41
20812,8,40,298,848,106,296,45,97,91,74,62,36,67,10,70,29,23,34,14,12,9,19,82,89,93,23,99
20813,8,36,170,460,61,185,23,52,62,31,33,19,25,12,28,25,19,11,10,3,20,17,20,53,2,6,4
20814,8,32,331,835,125,311,35,120,90,60,59,33,76,8,62,38,30,15,7,6,20,33,49,84,78,30,62
20815,8,31,273,752,112,303,29,85,81,59,49,33,33,20,55,55,43,24,2,11,29,9,30,76,3,7,8
20817,8,30,80,259,21,92,11,26,23,21,18,1,19,4,19,9,11,10,1,0,6,12,18,38,23,5,15
20818,8,32,272,840,115,370,21,142,100,99,52,31,24,18,36,23,37,19,22,9,18,27,35,67,44,21,41
20819,8,30,104,333,39,124,14,39,25,18,21,8,19,5,16,20,18,11,5,1,7,11,5,45,5,12,1
20821,8,55,375,833,167,343,44,151,99,79,70,55,62,12,37,42,22,28,19,12,7,22,51,69,77,23,74
20822,8,45,251,742,103,283,37,82,77,53,44,34,47,17,76,36,34,23,13,8,22,23,32,86,27,30,23
20823,8,41,320,772,160,307,31,128,82,70,60,50,43,21,48,29,37,19,13,12,10,35,47,59,79,35,42
20824,8,45,243,543,141,228,27,77,49,46,41,43,48,2,36,41,12,20,5,14,38,20,29,31,5,11,37
20825,8,33,145,513,44,213,23,68,59,37,31,21,32,8,45,7,22,18,7,6,19,7,6,56,5,17,12
20826,8,60,250,658,117,254,28,105,74,54,44,33,81,7,50,27,24,8,12,11,7,20,57,74,77,18,50
20827,8,45,222,605,66,223,22,102,55,47,44,14,48,10,44,10,1,14,11,6,8,17,75,65,75,20,99
20828,8,28,66,250,23,93,11,48,29,21,14,5,13,7,9,10,14,5,6,1,0,3,8,21,36,14,9
20829,8,49,272,582,117,211,26,84,55,48,69,36,44,9,41,35,23,14,7,10,5,15,64,57,59,8,70
20830,8,33,203,622,80,227,28,82,72,43,27,12,38,14,49,22,34,20,8,1,4,13,31,82,43,16,29
20831,8,29,74,294,27,104,9,31,44,18,11,1,10,8,21,4,13,6,2,0,0,11,6,47,46,10,7
20832,8,36,252,779,94,275,29,107,78,47,47,21,43,16,47,20,39,19,11,11,35,26,39,88,53,36,48
20833,8,40,241,641,90,244,33,81,51,62,30,21,47,8,54,17,26,24,6,10,7,30,39,84,61,20,36
20835,8,40,220,638,81,246,27,83,84,65,36,27,35,15,52,32,44,19,12,5,14,11,25,58,47,9,27
20836,8,40,192,519,90,175,30,64,57,43,46,24,32,8,39,14,31,0,16,10,18,8,44,59,39,12,49
20838,8,27,87,279,23,131,12,50,30,18,9,4,20,5,19,7,5,4,2,0,3,5,8,35,22,13,5
20839,8,24,35,175,10,61,2,32,19,17,6,0,3,2,16,2,13,5,2,0,2,2,10,17,23,4,4
20840,8,32,108,317,49,135,14,53,41,29,10,10,23,7,24,9,15,9,6,3,11,9,5,26,18,7,9
20841,8,33,194,658,79,256,30,93,87,59,39,17,35,18,50,17,30,22,7,1,13,12,15,58,37,19,20
20842,8,40,337,849,113,343,34,122,96,66,75,26,41,21,58,29,42,24,24,4,6,20,65,77,84,31,66
20844,8,30,323,828,90,288,33,101,68,56,67,26,46,21,80,36,39,22,7,6,34,21,108,62,41,11,135
20846,8,34,198,559,80,224,28,62,52,32,47,16,37,11,43,23,29,25,7,4,12,21,13,74,36,11,8
20847,8,35,187,538,77,180,28,68,62,50,44,9,36,9,40,19,27,22,17,1,2,17,19,50,58,25,12
20848,8,30,266,848,107,322,41,119,78,60,47,32,48,20,68,18,39,32,5,7,7,33,30,108,78,27,27
20849,8,44,276,848,112,336,28,78,104,65,75,30,31,25,67,21,46,25,5,8,29,28,15,105,27,20,21
20850,8,31,84,236,33,98,9,48,26,28,16,7,15,5,9,6,7,4,2,1,11,4,13,18,3,6,8
20851,8,32,145,451,53,190,21,42,64,45,29,13,30,9,36,12,11,10,9,10,3,20,26,57,38,12,39
20852,8,40,188,526,95,215,27,74,55,47,40,27,36,8,31,22,27,13,9,9,17,20,18,45,37,20,18
20853,8,32,156,518,62,170,21,62,53,49,38,14,25,10,32,19,24,17,9,2,9,15,40,69,47,12,25
20856,8,40,159,380,70,129,22,54,38,36,28,25,25,6,19,21,12,15,9,13,8,6,29,39,25,7,37
20857,8,36,224,577,70,204,26,94,50,50,46,12,33,14,30,9,14,19,3,3,14,18,89,53,52,11,130
20859,8,43,270,847,108,302,46,103,78,63,29,24,58,13,71,24,33,27,7,11,8,30,32,129,115,33,31
20860,8,36,195,504,99,208,23,53,60,49,41,34,27,12,32,24,17,12,12,11,10,18,9,53,36,17,5
20861,8,40,185,512,73,220,24,69,60,42,42,25,33,12,35,16,18,21,16,11,12,14,30,47,29,8,35
20862,8,45,291,757,139,327,30,103,96,86,47,31,60,8,53,28,18,22,15,9,10,32,20,75,84,5,26
20863,8,36,185,516,70,170,22,65,45,33,38,16,35,10,34,23,26,15,4,0,10,11,54,66,30,7,58
20865,8,38,268,828,94,309,39,124,96,64,29,10,54,15,63,22,37,34,14,1,0,26,20,113,103,21,11
20866,8,37,232,766,75,275,38,97,85,60,39,15,57,13,77,23,28,25,7,0,14,13,36,108,62,29,29
20869,8,36,246,773,94,305,34,95,62,58,36,15,68,10,58,32,29,29,9,6,14,33,28,93,83,25,32
20870,8,31,99,289,52,110,11,31,35,18,22,15,19,7,18,7,6,8,4,5,11,11,9,43,20,3,8
20871,8,20,22,65,11,17,2,11,4,9,6,3,5,2,6,2,3,1,1,1,7,0,9,4,0,0,6
20872,8,38,245,609,83,231,33,111,59,63,33,25,46,9,26,18,21,19,14,10,7,26,54,52,60,10,79
20874,8,32,194,507,62,180,10,84,49,37,56,20,11,8,38,18,27,16,2,4,24,12,76,22,4,10,23
20876,8,37,234,712,88,300,30,113,77,76,61,27,33,22,21,26,44,28,8,2,17,21,18,55,45,22,25
20877,8,40,207,613,77,250,29,96,71,59,39,24,37,13,36,16,28,12,7,6,12,12,32,71,58,21,15
20878,8,35,219,681,73,262,17,61,81,47,47,19,22,12,57,10,26,19,8,4,19,24,20,113,59,10,7
20879,8,40,231,630,103,243,20,105,74,63,37,28,24,16,36,26,33,15,9,9,9,25,27,51,39,24,36
20881,8,28,316,795,140,304,29,93,98,64,56,11,35,16,45,18,7,24,5,2,19,29,120,68,71,17,180
20882,8,38,265,765,93,317,37,108,87,78,59,20,53,13,45,33,31,24,9,2,15,28,46,57,51,15,63
20883,8,36,158,476,58,184,25,67,62,44,28,15,32,9,23,13,16,20,3,4,10,21,14,47,37,19,17
20884,8,43,245,683,118,289,33,98,88,104,54,25,37,22,37,35,35,16,13,6,11,21,25,44,52,8,30
20885,8,34,99,340,41,121,12,41,44,36,14,9,15,8,22,15,16,7,5,1,2,8,5,37,21,13,2
20887,8,32,152,491,50,162,19,53,49,37,24,15,20,10,35,15,32,18,8,5,0,11,36,78,78,6,20
20888,8,50,275,705,135,280,38,127,94,85,50,45,45,10,27,32,27,23,18,11,16,14,24,39,50,20,27
20889,8,40,194,530,74,204,26,75,60,43,37,16,29,10,37,19,8,14,6,6,14,19,43,56,40,12,63
20892,8,40,194,517,64,213,19,65,56,37,46,13,20,15,35,17,31,13,3,5,16,10,42,54,32,8,37
20893,8,37,132,413,52,160,20,66,47,34,21,12,29,9,31,11,15,11,4,4,9,14,16,38,19,19,15
20894,8,36,254,736,95,257,34,84,79,59,36,16,44,17,59,31,14,25,15,5,13,33,57,99,59,11,18
20895,8,40,202,524,94,214,27,58,68,41,31,11,34,8,34,28,18,11,8,5,12,13,21,56,34,10,31
20896,8,30,71,185,30,73,9,20,18,8,22,8,19,1,16,7,5,6,1,2,5,5,17,26,21,5,22
20897,8,32,88,245,28,101,12,51,21,29,10,6,24,2,7,7,12,5,1,0,25,11,3,17,0,4,3
20898,8,44,355,848,127,358,36,126,94,61,82,35,49,24,62,32,30,33,23,6,7,24,73,54,70,26,75
20899,8,37,286,758,83,326,28,74,70,45,51,17,51,16,56,21,24,22,12,5,11,24,69,110,69,21,84
20900,8,42,237,612,90,266,25,54,63,42,37,21,29,16,60,29,24,18,9,7,14,25,43,59,30,12,51
20901,8,40,257,703,87,259,38,107,92,79,41,24,53,7,37,28,27,10,7,9,35,20,64,60,15,12,97
20902,8,40,223,674,95,287,31,95,73,48,39,29,35,14,52,32,34,23,7,7,16,14,18,64,38,14,3
20904,8,30,243,650,70,267,24,109,70,42,60,12,29,19,35,26,31,14,8,6,6,22,74,29,52,27,110
20905,8,34,256,808,85,291,37,88,69,58,54,17,47,15,69,20,39,29,6,2,14,17,42,127,101,19,40
20906,8,44,130,407,48,186,22,48,55,43,28,12,30,3,29,15,11,12,9,3,12,8,10,48,12,9,2
20907,8,36,320,741,81,281,30,122,64,63,45,18,50,16,35,17,3,26,10,9,7,21,123,75,93,18,169
20908,8,35,118,388,54,147,21,53,52,48,20,7,28,6,27,10,4,12,6,0,1,8,21,48,47,7,26
20909,8,34,232,848,71,320,35,109,86,77,55,13,44,20,43,25,43,25,18,1,13,15,21,123,92,10,21
20910,8,32,136,363,64,143,18,59,41,35,20,21,23,7,29,2,12,13,5,8,3,9,40,40,46,10,13
20911,8,40,191,465,70,165,18,76,46,39,45,16,33,6,25,15,18,10,3,3,10,15,62,29,41,21,80
20913,8,34,172,528,68,212,21,66,64,45,32,25,22,16,44,20,26,17,7,9,11,7,8,52,41,14,14
20914,8,40,279,702,120,248,31,76,68,55,58,28,41,14,69,23,19,28,8,14,13,15,72,79,60,20,94
20915,8,40,356,849,131,309,38,119,97,75,90,24,59,18,56,20,17,22,15,10,18,31,128,70,75,14,141
20916,8,37,263,800,113,330,30,83,96,63,50,29,33,23,53,41,41,30,11,7,13,30,26,98,41,13,25
20917,8,38,179,490,53,199,18,87,59,39,43,7,41,9,33,24,9,16,4,2,16,9,29,22,34,23,36
20918,8,29,97,387,48,137,16,73,50,48,23,20,19,12,25,24,24,12,2,13,11,3,39,24,3,3,2
20919,8,34,75,235,27,83,12,34,23,15,9,11,20,2,19,8,4,9,1,7,13,4,11,30,7,5,19
20920,8,32,178,547,61,217,16,116,61,42,39,13,18,13,26,13,37,12,7,0,16,12,20,45,26,36,18
20921,8,43,314,847,153,336,37,133,102,74,53,52,40,22,47,37,29,30,18,15,8,23,38,81,79,33,49
20922,8,37,90,285,30,108,13,30,30,20,17,7,16,9,21,11,13,13,2,1,5,8,7,36,18,8,2
20923,8,34,241,585,79,246,21,67,67,57,51,28,27,15,38,54,27,21,4,2,20,10,18,36,9,5,23
20924,8,29,97,234,49,94,8,30,30,15,18,13,13,6,16,9,10,6,3,5,9,14,3,20,4,13,6
20925,8,30,117,426,58,129,21,52,52,38,21,16,22,11,31,12,21,19,6,7,3,17,10,45,47,14,14
20926,8,47,257,731,114,278,34,116,93,72,50,37,50,16,41,35,18,27,13,12,7,30,16,60,47,41,12
20927,8,36,285,844,131,330,31,103,97,90,54,34,32,23,45,28,32,30,24,14,20,22,22,84,62,12,34
20928,8,40,122,347,67,124,20,49,40,27,26,23,27,2,25,12,13,15,5,5,9,6,10,38,34,17,14
20929,8,29,77,200,33,71,10,33,20,14,12,7,12,3,17,3,8,8,5,1,0,7,23,18,27,10,12
20930,8,40,367,849,121,287,40,124,84,71,78,45,50,15,66,25,2,20,6,12,17,19,96,63,68,45,152
20931,8,41,264,821,76,309,34,126,86,72,73,22,61,16,66,25,28,0,8,7,9,11,62,92,80,12,68
20932,8,40,234,620,107,247,25,100,77,55,38,39,34,15,40,25,24,15,16,9,26,13,17,54,12,33,19
20933,8,32,170,496,89,218,17,85,67,52,23,43,19,12,34,19,21,9,9,17,12,5,9,46,31,18,5
20935,8,40,248,706,93,276,29,83,77,36,42,15,36,17,51,29,40,18,6,1,10,17,35,97,64,26,33
20936,8,44,252,642,93,227,30,76,56,46,63,24,35,14,37,23,40,25,11,2,6,12,72,71,78,4,87
20938,8,34,190,720,42,277,34,101,70,78,37,11,56,10,40,23,19,26,9,8,17,18,7,97,43,33,2
20939,8,31,101,340,45,131,18,42,28,29,14,15,19,11,27,9,20,16,1,5,18,13,5,35,17,16,4
20940,8,40,155,440,60,181,18,62,40,32,25,10,21,11,40,16,30,12,2,3,2,21,16,43,56,29,13
20942,8,40,166,499,53,187,24,78,48,40,26,16,42,5,28,15,22,15,13,2,7,10,12,61,50,25,8
20943,8,40,370,849,112,278,34,118,79,69,91,21,89,10,54,25,1,13,6,6,16,33,173,99,111,12,201
20944,8,31,228,718,94,250,29,105,80,71,40,20,67,8,24,19,26,31,9,12,7,13,62,83,76,16,90
20945,8,29,99,492,26,144,2,47,50,37,23,2,2,2,44,15,41,21,8,0,10,13,41,59,40,12,26
20946,8,43,268,717,119,286,35,100,77,72,45,49,59,14,52,45,20,27,6,16,17,21,16,80,47,18,11
20947,8,40,322,769,115,274,33,107,75,62,59,34,43,15,50,20,30,23,8,13,9,21,105,64,64,15,152
20948,8,40,245,846,90,289,39,106,103,50,53,16,68,11,57,24,25,26,10,1,10,17,59,131,107,37,54
20949,8,36,253,737,99,333,32,110,68,48,54,28,45,14,50,31,48,23,3,6,34,19,14,77,10,12,9
20953,8,31,185,540,79,189,20,67,49,52,28,18,34,12,34,10,19,21,13,6,4,13,63,57,63,15,88
20954,8,15,71,266,20,56,9,51,28,18,20,9,28,0,9,8,6,12,1,1,13,9,71,31,1,3,3
20955,8,40,275,846,108,362,30,100,112,67,57,28,35,22,65,39,37,17,9,11,17,27,9,98,44,17,7
20956,8,36,158,444,67,150,21,58,50,26,33,12,32,7,36,16,21,13,8,5,18,17,17,43,4,12,17
20957,8,45,308,813,125,336,39,107,114,86,39,39,42,23,52,35,23,32,18,9,12,31,29,79,80,22,31
20958,8,35,202,510,80,193,19,70,58,51,48,19,33,9,19,15,22,11,4,4,5,22,54,44,49,10,69
20959,8,45,305,787,145,303,39,108,108,74,47,33,52,15,44,42,34,12,17,8,13,24,52,77,53,16,69
20962,8,40,304,848,150,319,33,115,88,83,56,56,34,25,57,38,47,29,16,21,1,23,41,82,99,30,22
20963,8,40,252,690,115,279,29,88,75,52,42,24,36,18,49,25,33,21,11,5,15,23,9,69,47,24,13
20964,8,36,264,847,102,302,38,90,83,65,46,23,46,24,75,23,34,30,11,3,2,20,47,108,110,33,52
20965,8,28,63,176,23,74,7,15,11,16,9,7,8,4,13,16,5,9,1,0,1,5,6,26,21,2,11
20966,8,40,213,697,93,267,24,88,100,54,33,15,27,18,51,13,27,20,11,1,8,28,26,82,67,22,15
20967,8,20,124,479,33,192,3,86,45,47,29,2,4,3,29,12,17,12,12,0,5,7,13,41,27,33,8
20968,8,36,249,770,94,295,40,108,77,63,41,23,48,17,48,22,41,8,12,6,17,33,15,104,60,33,3
20971,8,46,268,679,98,277,34,102,79,67,61,34,38,19,39,36,38,20,14,15,0,14,40,53,69,19,57
20972,8,32,119,328,42,118,14,50,33,25,19,10,27,7,22,6,0,7,3,1,11,6,25,44,24,13,36
20973,8,41,203,574,94,230,28,66,55,46,40,30,30,17,39,26,37,18,8,11,10,10,10,60,55,21,7
20974,8,44,320,836,140,338,41,131,84,88,49,49,47,21,33,47,38,33,9,18,33,11,43,75,36,29,64
20975,8,36,177,557,68,240,27,71,66,48,36,13,29,13,42,23,25,13,10,2,7,9,10,68,60,15,12
20976,8,42,344,842,114,316,43,118,94,76,72,28,67,11,51,19,19,32,19,5,13,17,81,78,86,16,100
20977,8,42,286,802,104,316,35,115,80,64,63,25,57,14,46,33,19,26,5,8,33,27,47,98,27,16,46
20979,8,31,145,501,62,207,14,82,43,47,25,10,15,12,32,11,29,7,5,4,7,16,29,61,48,19,14
20981,8,40,122,308,58,114,12,51,32,30,41,19,15,6,15,13,12,4,2,4,18,7,25,24,4,8,21
20982,8,32,146,457,51,182,17,46,46,22,28,6,23,13,35,6,27,11,2,1,8,20,36,63,66,16,40
20983,8,43,228,591,138,211,25,109,90,62,50,40,26,20,45,26,27,8,9,17,11,13,5,31,35,26,9
20984,8,31,217,725,80,306,25,86,79,57,40,35,27,17,63,22,38,24,1,12,19,13,31,90,13,29,22
20985,8,36,169,417,71,116,20,55,48,32,30,30,26,7,28,2,18,8,4,28,4,18,71,34,65,2,103
20987,8,35,227,579,97,291,32,84,66,58,37,35,34,12,51,24,17,14,7,11,6,21,6,52,10,7,0
20988,8,36,290,837,108,342,39,126,97,83,80,26,50,15,50,30,33,21,12,9,8,18,42,98,73,22,45
20992,8,40,206,614,70,267,29,64,63,40,43,14,39,11,46,29,27,23,11,3,14,17,11,80,44,7,8
20993,8,45,308,839,160,348,33,99,93,72,73,36,43,18,56,38,13,18,16,6,30,16,50,79,38,27,69
20994,8,40,222,560,106,248,27,86,77,45,37,36,37,8,34,27,26,19,6,10,28,12,13,53,22,10,8
20996,8,38,59,178,18,73,9,20,12,12,6,6,15,3,10,8,11,4,1,0,0,7,4,23,17,4,1
20998,8,36,206,597,96,240,33,103,56,53,26,28,40,10,35,13,29,20,10,6,29,17,13,80,36,14,13
20999,8,37,213,649,81,244,27,82,86,68,40,20,33,18,30,30,19,23,9,8,28,22,25,53,11,25,40
21000,8,30,105,274,37,93,11,43,26,27,23,10,14,7,11,8,18,8,2,5,4,5,21,25,28,0,33
21001,8,41,290,848,110,385,40,125,89,70,52,38,60,14,78,35,44,21,7,15,27,23,5,94,28,24,7
21002,8,40,172,483,67,200,23,56,50,46,33,19,36,6,22,20,24,15,8,1,2,11,18,70,56,10,17
21003,8,36,222,603,101,221,26,87,62,48,45,25,31,14,30,21,26,30,8,7,13,26,46,52,53,31,47
21004,8,29,123,303,59,124,11,37,35,22,18,18,12,9,19,16,13,13,5,6,12,8,17,34,17,4,11
21005,8,32,146,420,56,193,20,52,46,45,30,14,34,6,33,34,20,7,6,2,10,9,18,36,20,0,14
21006,8,36,270,745,103,309,29,87,82,63,44,24,37,19,56,32,21,21,6,9,16,11,33,96,52,23,32
21007,8,40,217,728,77,254,27,109,78,67,33,24,31,18,45,20,32,31,5,12,9,35,32,75,79,17,43
21008,8,40,192,650,70,249,29,88,81,68,31,18,33,15,47,20,28,22,12,7,2,23,13,71,58,24,8
21009,8,33,316,821,131,342,35,109,106,57,54,40,38,20,57,25,36,31,14,11,28,35,31,59,40,18,44
21010,8,40,191,658,69,234,31,83,91,63,28,8,36,16,46,18,38,14,7,1,7,10,30,79,74,19,23
21012,8,30,183,550,49,157,20,94,52,35,53,21,24,13,52,17,24,28,6,12,18,16,100,33,11,2,78
21013,8,24,69,228,26,89,7,21,32,9,6,4,9,7,18,7,12,9,5,0,13,5,6,37,2,4,0
21014,8,33,112,337,35,121,15,49,41,21,24,6,24,6,26,14,15,6,5,0,4,11,35,31,43,11,29
21015,8,40,236,638,102,228,33,76,73,60,56,39,38,12,47,36,29,21,9,11,11,14,26,44,46,11,34
21016,8,31,148,373,60,141,15,51,48,30,26,16,19,11,20,23,20,12,5,10,2,19,31,26,28,13,40
21017,8,27,39,137,14,55,8,23,13,11,4,4,11,2,8,5,13,3,5,1,0,0,11,12,18,10,15
