id,set,human_score,char_4,word_count
18358,7,15,24,97
18361,7,9,23,65
18362,7,24,126,295
18363,7,24,89,245
18364,7,14,30,98
18365,7,12,12,57
18366,7,16,17,93
18367,7,18,19,97
18368,7,15,49,183
18369,7,20,86,240
18370,7,8,10,43
18371,7,18,58,219
18373,7,14,22,79
18374,7,8,7,49
18375,7,8,16,63
18376,7,13,71,157
18377,7,24,83,296
18378,7,18,80,236
18379,7,11,25,112
18380,7,18,56,219
18381,7,20,31,78
18383,7,11,22,84
18384,7,13,12,70
18386,7,23,91,265
18387,7,17,41,194
18388,7,22,98,264
18389,7,17,65,245
18390,7,16,57,174
18391,7,19,62,204
18392,7,15,85,240
18393,7,20,33,138
18394,7,16,23,79
18395,7,24,93,257
18396,7,17,60,181
18398,7,19,56,176
18399,7,22,83,273
18401,7,18,49,205
18402,7,8,57,180
18403,7,12,35,119
18404,7,16,31,95
18405,7,14,39,123
18406,7,18,83,242
18407,7,21,77,215
18408,7,24,111,298
18409,7,14,20,72
18411,7,10,29,100
18412,7,14,35,136
18413,7,18,48,191
18414,7,8,13,42
18415,7,14,35,163
18416,7,19,33,127
18417,7,10,44,143
18418,7,18,24,102
18419,7,23,126,313
18421,7,14,44,152
18422,7,23,60,238
18423,7,18,35,168
18424,7,17,29,92
18426,7,10,12,42
18427,7,16,34,120
18428,7,14,42,220
18429,7,15,53,166
18430,7,19,38,181
18432,7,15,28,124
18433,7,19,53,193
18434,7,17,65,196
18435,7,18,55,194
18436,7,8,17,89
18438,7,22,87,266
18441,7,8,19,44
18442,7,23,68,192
18444,7,12,16,71
18445,7,9,40,145
18446,7,7,42,138
18448,7,19,100,344
18449,7,16,37,160
18450,7,20,44,151
18451,7,18,67,197
18453,7,16,39,127
18454,7,24,99,270
18455,7,7,13,46
18456,7,11,76,225
18458,7,21,37,148
18459,7,18,100,309
18460,7,15,18,79
18461,7,12,24,100
18463,7,6,17,102
18464,7,16,59,174
18465,7,18,74,243
18466,7,12,34,102
18467,7,21,99,283
18468,7,10,36,87
18471,7,20,48,232
18472,7,14,48,145
18473,7,24,74,225
18474,7,22,94,316
18475,7,18,49,185
18476,7,20,131,342
18477,7,22,64,247
18478,7,14,16,93
18479,7,23,75,226
18480,7,17,26,97
18481,7,9,7,43
18482,7,24,83,252
18484,7,12,24,82
18485,7,16,42,118
18488,7,9,24,75
18489,7,21,106,291
18490,7,14,23,82
18491,7,16,44,177
18492,7,17,22,87
18494,7,18,73,224
18495,7,16,40,146
18496,7,6,18,55
18497,7,18,86,255
18498,7,18,78,281
18499,7,24,110,344
18500,7,20,39,117
18501,7,9,23,110
18502,7,17,49,212
18503,7,16,32,121
18504,7,5,11,35
18505,7,13,19,102
18506,7,12,12,63
18507,7,22,67,191
18508,7,18,32,96
18509,7,11,20,71
18510,7,16,65,226
18511,7,7,22,82
18512,7,12,30,116
18513,7,17,23,84
18514,7,13,24,99
18515,7,24,94,289
18516,7,14,16,80
18517,7,14,84,288
18518,7,12,41,146
18519,7,16,27,127
18520,7,19,17,72
18521,7,20,37,140
18522,7,8,31,96
18523,7,21,76,221
18524,7,16,67,224
18525,7,21,68,229
18526,7,16,53,225
18527,7,14,26,54
18528,7,23,107,249
18529,7,10,57,192
18530,7,16,26,131
18531,7,9,34,125
18533,7,9,13,47
18534,7,20,68,179
18535,7,10,8,46
18536,7,24,116,327
18537,7,10,23,111
18538,7,18,61,175
18539,7,10,18,79
18540,7,16,23,84
18541,7,23,41,129
18542,7,23,80,169
18544,7,16,19,72
18545,7,12,41,162
18546,7,15,21,89
18547,7,9,11,36
18548,7,10,34,78
18549,7,20,66,230
18550,7,13,29,106
18551,7,9,20,54
18552,7,11,70,234
18553,7,11,53,130
18554,7,16,72,212
18556,7,20,159,479
18557,7,17,51,161
18558,7,23,75,243
18559,7,19,41,131
18560,7,23,113,332
18561,7,19,43,195
18562,7,19,66,295
18563,7,16,55,202
18564,7,15,38,143
18565,7,13,52,116
18566,7,24,175,348
18567,7,24,98,307
18569,7,22,46,168
18570,7,24,176,400
18571,7,13,48,160
18572,7,13,39,116
18573,7,22,61,171
18574,7,12,27,72
18575,7,15,22,97
18576,7,16,79,239
18577,7,18,82,225
18578,7,16,37,82
18579,7,18,55,160
18580,7,22,50,153
18581,7,19,66,209
18582,7,19,28,192
18583,7,17,38,91
18584,7,21,62,302
18586,7,11,41,102
18587,7,16,30,142
18588,7,23,120,327
18590,7,15,64,223
18591,7,24,127,446
18592,7,8,10,63
18593,7,22,95,303
18594,7,17,45,155
18595,7,11,13,62
18596,7,23,55,174
18597,7,18,74,320
18598,7,17,31,96
18599,7,20,86,275
18600,7,24,59,185
18601,7,17,74,234
18602,7,17,89,328
18603,7,16,15,70
18604,7,21,63,199
18605,7,22,47,151
18606,7,16,58,172
18607,7,17,39,136
18608,7,16,116,360
18609,7,11,34,127
18610,7,10,22,83
18611,7,14,20,114
18612,7,12,15,66
18613,7,16,32,124
18614,7,18,66,188
18615,7,17,38,170
18616,7,24,136,473
18617,7,21,64,228
18618,7,19,42,178
18619,7,18,45,146
18620,7,15,29,105
18621,7,12,22,82
18622,7,11,31,122
18624,7,17,44,142
18626,7,14,67,180
18627,7,17,28,122
18628,7,19,46,175
18629,7,16,30,106
18630,7,16,43,142
18631,7,24,91,239
18632,7,17,42,143
18633,7,11,25,117
18634,7,9,28,71
18635,7,14,17,83
18636,7,24,112,302
18637,7,21,55,207
18638,7,13,42,142
18639,7,14,47,137
18640,7,18,52,157
18641,7,17,68,222
18642,7,16,32,118
18643,7,15,45,173
18644,7,17,48,203
18645,7,9,28,92
18646,7,20,45,153
18647,7,18,41,128
18648,7,18,43,175
18649,7,18,77,311
18650,7,22,76,182
18651,7,21,66,202
18652,7,23,113,425
18653,7,23,57,204
18654,7,16,31,101
18655,7,21,35,169
18656,7,24,97,272
18657,7,23,204,528
18658,7,7,12,55
18659,7,14,42,146
18660,7,16,50,146
18661,7,17,33,123
18662,7,18,35,131
18663,7,16,28,119
18664,7,19,93,256
18666,7,14,75,202
18667,7,21,79,193
18668,7,20,100,294
18669,7,16,24,106
18670,7,13,40,99
18671,7,20,51,178
18672,7,17,81,246
18674,7,18,40,126
18675,7,14,94,288
18676,7,24,61,242
18677,7,17,42,210
18678,7,11,61,178
18680,7,8,14,42
18681,7,23,62,197
18682,7,22,142,347
18683,7,15,44,113
18684,7,17,20,121
18685,7,20,36,148
18686,7,18,77,235
18688,7,8,14,70
18689,7,8,33,99
18690,7,11,46,116
18691,7,22,68,282
18693,7,12,31,128
18694,7,20,100,263
18695,7,17,50,168
18696,7,20,83,186
18697,7,20,71,256
18698,7,13,43,164
18700,7,14,18,87
18701,7,24,71,188
18702,7,23,79,222
18703,7,14,26,151
18704,7,16,34,116
18705,7,20,57,220
18706,7,8,60,214
18707,7,20,54,193
18708,7,18,50,172
18709,7,19,113,326
18710,7,13,17,87
18711,7,10,27,86
18712,7,14,57,286
18713,7,12,48,138
18714,7,14,70,249
18715,7,20,62,194
18716,7,18,133,301
18717,7,12,65,223
18718,7,7,10,26
18719,7,8,12,58
18720,7,10,51,143
18721,7,15,56,239
18722,7,24,87,189
18723,7,16,42,150
18724,7,24,111,307
18725,7,20,68,191
18726,7,20,131,342
18727,7,9,52,144
18729,7,16,36,142
18730,7,18,91,311
18731,7,15,11,53
18732,7,16,69,185
18733,7,22,87,189
18734,7,4,18,72
18736,7,16,48,170
18737,7,15,14,40
18738,7,16,25,90
18739,7,8,22,99
18740,7,20,96,226
18741,7,24,102,298
18742,7,12,31,105
18743,7,9,48,119
18744,7,12,40,158
18745,7,18,55,150
18747,7,7,22,82
18748,7,16,113,240
18749,7,13,48,115
18750,7,6,9,29
18751,7,23,83,221
18752,7,14,18,96
18753,7,10,37,108
18754,7,18,52,154
18756,7,21,81,288
18757,7,17,37,111
18758,7,13,25,90
18759,7,23,134,322
18760,7,16,31,132
18761,7,20,132,354
18762,7,17,47,121
18763,7,16,22,90
18764,7,9,15,64
18765,7,18,91,296
18766,7,9,27,87
18767,7,13,48,195
18768,7,11,41,148
18769,7,12,25,80
18770,7,22,21,95
18771,7,21,67,193
18772,7,17,42,121
18773,7,14,69,184
18774,7,16,21,100
18775,7,24,71,233
18776,7,23,85,262
18777,7,13,37,125
18778,7,24,95,286
18779,7,18,55,171
18780,7,15,75,239
18781,7,12,38,152
18782,7,14,40,170
18783,7,9,40,109
18784,7,16,20,64
18785,7,8,11,43
18786,7,23,72,182
18787,7,16,50,231
18788,7,24,162,378
18789,7,19,48,178
18790,7,16,56,205
18791,7,23,65,180
18792,7,16,61,167
18793,7,24,77,231
18794,7,7,24,58
18795,7,10,51,114
18796,7,17,49,193
18797,7,10,10,50
18798,7,19,73,135
18799,7,20,81,191
18800,7,17,34,165
18801,7,17,33,89
18802,7,11,28,119
18803,7,15,23,72
18804,7,9,38,125
18805,7,19,70,268
18806,7,20,43,135
18807,7,7,9,37
18808,7,12,48,156
18809,7,24,73,204
18810,7,20,57,208
18811,7,19,54,207
18812,7,14,24,89
18813,7,10,46,191
18814,7,20,42,128
18815,7,17,69,188
18816,7,17,46,159
18817,7,20,73,195
18818,7,24,115,364
18819,7,16,42,134
18820,7,19,41,207
18821,7,23,73,235
18822,7,6,11,40
18823,7,16,30,100
18824,7,14,28,145
18825,7,21,121,384
18826,7,24,92,223
18827,7,16,92,278
18829,7,16,53,207
18830,7,13,31,112
18831,7,18,51,183
18832,7,24,63,167
18833,7,19,86,241
18834,7,17,49,148
18835,7,22,85,267
18836,7,17,36,116
18837,7,19,40,96
18839,7,22,82,214
18840,7,12,22,71
18841,7,15,27,115
18842,7,22,145,367
18843,7,17,61,217
18844,7,10,21,112
18845,7,16,28,93
18847,7,18,42,144
18848,7,24,37,173
18849,7,18,45,161
18851,7,21,112,319
18852,7,10,60,179
18853,7,23,104,322
18854,7,17,36,142
18855,7,14,35,137
18856,7,11,34,72
18857,7,24,176,446
18858,7,10,28,113
18859,7,6,18,49
18860,7,20,62,184
18861,7,17,55,171
18862,7,14,44,131
18863,7,16,52,226
18864,7,21,60,158
18865,7,13,25,98
18868,7,24,142,351
18870,7,17,56,198
18871,7,15,25,123
18872,7,19,39,150
18873,7,15,41,136
18874,7,20,54,132
18875,7,17,34,118
18876,7,4,7,30
18877,7,17,37,122
18878,7,15,44,137
18879,7,17,94,275
18880,7,18,87,282
18881,7,17,36,85
18882,7,14,47,179
18883,7,15,21,85
18884,7,20,35,167
18885,7,9,6,31
18886,7,20,66,182
18887,7,17,35,100
18888,7,16,29,132
18889,7,24,114,330
18890,7,20,106,364
18891,7,12,21,86
18892,7,17,63,169
18894,7,14,42,156
18895,7,13,60,178
18896,7,16,48,148
18897,7,22,95,229
18898,7,19,42,171
18899,7,15,36,103
18900,7,16,66,228
18901,7,17,55,263
18902,7,9,13,58
18903,7,10,11,77
18904,7,14,112,278
18905,7,14,32,130
18906,7,15,23,89
18907,7,23,95,271
18908,7,18,67,270
18909,7,18,29,87
18910,7,20,68,211
18911,7,7,17,71
18912,7,20,40,131
18913,7,12,17,61
18914,7,16,70,213
18915,7,19,54,212
18916,7,10,30,63
18917,7,21,43,165
18919,7,13,59,172
18920,7,10,21,62
18921,7,17,31,92
18922,7,13,33,96
18923,7,19,60,230
18924,7,10,33,120
18925,7,17,25,92
18926,7,18,97,297
18927,7,13,46,157
18928,7,19,50,140
18929,7,14,48,199
18930,7,11,17,52
18931,7,13,13,50
18932,7,16,36,126
18933,7,16,63,235
18934,7,17,38,104
18935,7,15,15,99
18936,7,15,40,152
18937,7,10,11,52
18938,7,17,67,259
18939,7,10,42,110
18940,7,18,52,182
18941,7,19,95,266
18942,7,20,30,158
18943,7,24,52,154
18944,7,12,20,77
18945,7,24,110,307
18946,7,24,66,232
18947,7,22,65,206
18949,7,16,45,161
18950,7,17,60,178
18951,7,17,36,160
18952,7,10,27,90
18954,7,22,64,189
18955,7,17,39,145
18956,7,8,17,51
18957,7,17,44,148
18958,7,2,3,15
18959,7,21,54,228
18960,7,24,147,345
18961,7,9,17,52
18962,7,20,36,147
18963,7,22,78,254
18964,7,23,115,356
18965,7,12,31,121
18967,7,15,37,140
18968,7,16,61,136
18969,7,22,106,313
18970,7,11,22,89
18971,7,14,65,143
18972,7,17,38,174
18973,7,12,43,167
18974,7,24,99,259
18976,7,10,18,70
18977,7,19,56,184
18978,7,24,143,414
18979,7,18,61,232
18980,7,7,16,54
18981,7,13,19,89
18982,7,19,37,163
18983,7,24,102,302
18984,7,7,18,53
18985,7,20,59,178
18986,7,17,45,163
18987,7,19,48,179
18988,7,19,48,200
18989,7,19,38,136
18990,7,17,43,143
18991,7,17,57,169
18993,7,13,26,91
18994,7,9,20,106
18995,7,16,32,141
18996,7,12,39,132
18997,7,6,15,86
18998,7,13,76,259
18999,7,15,50,160
19000,7,18,48,212
19001,7,16,41,109
19002,7,19,74,208
19003,7,22,140,441
19004,7,11,29,86
19005,7,16,37,98
19006,7,17,59,201
19007,7,17,60,150
19008,7,12,45,169
19009,7,15,60,169
19010,7,3,1,5
19011,7,14,29,102
19012,7,19,37,147
19013,7,16,102,406
19015,7,15,52,185
19017,7,16,28,100
19018,7,17,76,213
19020,7,16,26,94
19022,7,17,30,147
19023,7,17,49,89
19024,7,13,16,53
19025,7,16,30,135
19026,7,21,71,199
19027,7,11,54,155
19028,7,14,54,156
19029,7,24,117,366
19030,7,21,97,357
19031,7,21,95,437
19032,7,12,16,63
19033,7,10,45,140
19034,7,20,97,292
19035,7,16,42,156
19036,7,12,27,155
19037,7,16,42,139
19038,7,15,81,218
19039,7,18,64,174
19041,7,16,36,197
19042,7,10,19,77
19044,7,7,76,240
19046,7,15,57,217
19047,7,13,23,83
19048,7,9,27,82
19049,7,22,98,288
19050,7,19,76,244
19051,7,19,72,248
19052,7,24,105,312
19054,7,21,49,186
19055,7,16,36,119
19056,7,16,21,82
19057,7,15,34,178
19058,7,16,32,110
19059,7,21,72,197
19060,7,20,37,123
19061,7,15,74,196
19062,7,15,45,138
19063,7,20,20,94
19064,7,7,12,34
19065,7,17,40,121
19068,7,24,143,424
19069,7,18,48,155
19070,7,8,5,26
19071,7,16,14,84
19072,7,22,96,291
19073,7,18,41,115
19076,7,17,50,161
19077,7,18,21,65
19078,7,17,35,126
19079,7,17,41,197
19080,7,10,88,252
19081,7,9,51,158
19082,7,12,25,103
19083,7,20,80,216
19084,7,15,27,110
19085,7,10,32,99
19086,7,24,72,217
19087,7,19,38,143
19089,7,12,47,134
19090,7,17,54,183
19091,7,13,37,100
19092,7,15,22,89
19093,7,12,43,134
19094,7,17,43,135
19095,7,15,26,97
19096,7,20,37,124
19097,7,8,29,109
19098,7,20,55,223
19099,7,20,65,195
19100,7,21,69,207
19101,7,11,11,44
19102,7,17,30,124
19103,7,21,70,186
19104,7,21,72,192
19105,7,17,34,159
19106,7,24,85,301
19107,7,12,27,87
19108,7,17,28,109
19109,7,19,40,168
19110,7,15,31,74
19111,7,14,31,130
19112,7,11,89,380
19113,7,21,85,278
19114,7,20,52,161
19116,7,17,68,238
19117,7,16,37,199
19118,7,20,30,148
19119,7,14,23,95
19120,7,16,38,87
19122,7,5,4,54
19123,7,23,144,423
19124,7,17,45,133
19125,7,17,22,94
19126,7,16,32,111
19127,7,12,25,71
19129,7,8,29,90
19130,7,13,15,98
19131,7,8,13,43
19132,7,13,39,133
19134,7,11,29,140
19135,7,9,13,52
19136,7,19,63,162
19137,7,22,61,231
19138,7,13,46,177
19139,7,11,75,191
19140,7,20,120,363
19141,7,18,34,126
19143,7,12,60,141
19144,7,15,24,111
19145,7,24,74,213
19146,7,24,80,262
19147,7,15,19,83
19148,7,15,107,290
19149,7,9,22,72
19150,7,17,89,265
19151,7,12,15,88
19152,7,18,64,250
19153,7,14,23,111
19154,7,16,35,118
19155,7,12,25,116
19156,7,8,32,92
19158,7,18,59,187
19159,7,16,87,369
19160,7,19,41,149
19161,7,19,70,233
19162,7,12,13,94
19163,7,14,33,117
19164,7,17,39,136
19165,7,14,28,77
19166,7,16,59,172
19167,7,18,62,194
19168,7,16,22,83
19169,7,19,34,143
19170,7,20,43,125
19171,7,6,20,62
19172,7,16,49,122
19173,7,18,43,164
19174,7,21,130,361
19175,7,17,18,112
19176,7,17,47,133
19177,7,11,40,132
19178,7,11,10,57
19179,7,21,64,169
19180,7,14,10,41
19181,7,14,40,127
19183,7,12,30,74
19184,7,9,26,59
19185,7,16,50,152
19186,7,21,76,283
19187,7,19,37,107
19188,7,16,66,221
19189,7,10,26,130
19190,7,20,94,323
19191,7,14,27,104
19192,7,23,48,140
19193,7,17,40,178
19194,7,16,41,156
19195,7,24,87,261
19196,7,19,68,207
19197,7,24,151,392
19198,7,21,68,207
19199,7,17,67,226
19200,7,19,60,200
19201,7,24,107,205
19202,7,24,81,260
19203,7,14,29,91
19204,7,15,37,114
19205,7,24,72,218
19206,7,16,50,152
19207,7,22,86,211
19208,7,19,32,148
19209,7,17,69,245
19210,7,23,55,256
19211,7,19,96,279
19212,7,17,69,305
19213,7,12,35,96
19214,7,15,68,233
19215,7,22,118,410
19216,7,14,38,130
19217,7,16,54,192
19219,7,11,9,41
19220,7,10,30,110
19221,7,8,18,44
19222,7,17,72,261
19223,7,20,65,206
19224,7,13,35,150
19225,7,10,25,125
19226,7,14,19,84
19227,7,23,73,264
19228,7,12,31,87
19229,7,23,85,291
19230,7,13,19,109
19231,7,11,24,99
19232,7,17,40,170
19233,7,18,48,173
19234,7,17,43,198
19236,7,16,66,251
