id,set,human_score,char_4,word_count,char_6,vocabulory_score,word_10,pos_18,pos_4,pos_2,pos_15,char_8,sentence_count,word_18,pos_24,pos_19,pos_1,pos_6,pos_29,char_10,pos_31,pos_28,misspell_words,pos_22,pos_27,pos_23,pos_20,beauty_score,word_25,pos_30
15035,6,2,61,151,31,57,7,24,15,22,8,7,8,4,3,8,4,9,4,0,1,5,5,4,12,2,12,2.30010413886,2,0
15036,6,3,65,163,38,56,5,28,21,24,14,11,7,4,8,8,0,5,5,0,2,3,10,4,10,0,20,4.70727103873,2,0
15037,6,2,51,122,29,55,4,18,12,21,8,12,6,3,4,7,1,6,4,2,1,4,0,4,6,0,9,1.96934135224,2,0
15038,6,3,60,134,31,61,7,24,17,21,11,8,12,2,6,10,1,7,3,1,2,5,5,1,5,0,7,1.67453094504,1,2
15039,6,2,55,142,32,54,5,20,22,22,7,16,6,5,4,11,9,8,0,2,6,4,1,1,4,0,3,2.11382562934,3,3
15040,6,2,62,157,23,69,6,23,17,20,7,10,7,4,7,7,4,6,5,2,5,2,9,10,12,0,12,1.87829671643,2,0
15041,6,2,39,98,16,46,5,11,13,11,4,4,7,2,6,6,1,4,2,0,1,1,4,4,6,0,11,1.04762098581,0,2
15042,6,4,90,227,53,96,9,37,33,41,19,20,9,8,12,21,0,12,8,6,0,4,6,2,13,0,10,2.36065643512,3,0
15043,6,3,70,134,35,52,7,16,12,16,13,14,14,4,7,14,6,5,2,4,1,6,7,2,8,0,15,1.37135158437,0,0
15044,6,3,72,160,40,67,7,18,18,25,13,18,12,4,6,14,2,9,2,6,0,4,4,4,13,0,13,1.6218272174,1,0
15045,6,3,55,116,29,42,6,15,18,22,6,8,8,2,3,10,2,2,1,0,3,4,3,4,8,0,9,1.54386633262,1,2
15046,6,4,99,214,48,94,11,22,19,24,19,19,16,5,11,21,5,14,4,0,0,9,10,4,15,0,32,3.5998957792,0,0
15047,6,3,76,186,38,75,8,37,22,26,12,9,9,6,12,9,3,8,5,1,1,4,5,4,16,0,9,3.00830795304,3,0
15048,6,2,57,137,31,56,8,20,17,20,5,19,10,2,3,13,2,12,3,0,4,4,3,4,9,0,6,2.66958998593,0,0
15049,6,3,80,175,37,71,10,22,19,24,11,12,11,3,8,20,4,10,0,4,2,6,8,8,10,0,12,1.8811524451,0,3
15050,6,3,68,187,37,60,7,42,31,36,6,9,9,5,1,10,2,9,2,1,0,6,13,1,11,1,9,3.4387416542,4,0
15051,6,3,61,150,32,61,7,28,18,28,9,10,8,3,4,12,2,5,3,2,0,2,5,4,12,0,11,1.56497287444,2,1
15052,6,3,86,184,45,77,7,31,18,21,13,13,14,5,8,12,5,5,6,4,6,4,7,2,8,0,20,2.68214672797,0,0
15053,6,3,90,212,50,85,10,31,28,25,15,13,13,5,15,10,2,8,5,3,1,6,5,10,13,1,17,2.68500947219,2,1
15054,6,2,32,83,14,36,5,13,13,8,7,2,6,1,4,2,2,3,0,1,1,0,4,10,6,0,1,2.92961730056,1,2
15055,6,3,60,118,32,44,5,20,15,17,10,14,6,3,6,11,5,4,5,1,1,2,0,2,3,1,5,1.46040258611,2,0
15056,6,2,44,107,22,38,5,10,11,13,12,8,7,2,6,11,2,5,0,0,5,2,1,5,2,0,6,1.87094866382,1,0
15057,6,1,19,59,9,22,3,6,5,5,5,6,5,1,5,1,3,3,1,1,1,1,2,6,6,0,5,0.87432697423,0,0
15058,6,4,83,179,50,78,9,25,26,26,12,19,10,5,3,10,3,2,7,0,1,5,5,3,18,0,19,4.36998120319,1,0
15059,6,3,58,144,35,51,5,19,21,25,9,14,10,5,7,8,6,4,1,4,3,2,18,7,5,0,23,2.80526149846,1,5
15060,6,3,78,179,45,77,8,19,24,21,16,13,10,6,10,12,3,3,4,1,4,5,2,5,10,0,16,2.42038530671,2,2
15061,6,3,51,123,26,39,7,19,19,22,6,8,8,3,5,8,1,5,5,2,0,4,7,0,8,0,9,1.71236286878,1,0
15062,6,4,84,195,52,81,8,24,23,30,26,20,10,5,12,16,4,5,3,3,2,6,3,1,7,0,14,2.66710079074,4,3
15063,6,4,105,242,54,107,12,39,32,36,22,21,13,7,11,21,4,11,7,5,2,6,1,3,15,0,5,3.16956203698,2,0
15064,6,2,56,132,29,50,6,12,21,15,8,7,8,3,6,10,2,7,1,0,6,6,9,4,3,2,8,3.02160474181,1,4
15065,6,3,46,119,29,51,6,15,14,19,9,7,8,2,7,11,1,4,2,0,1,1,1,4,12,0,8,1.37773623161,1,0
15066,6,3,59,134,33,56,7,31,20,23,9,12,8,3,4,7,1,6,3,1,1,3,1,4,10,0,0,1.81725072093,1,1
15067,6,2,35,76,20,30,5,13,8,10,6,8,7,0,6,5,1,3,3,0,0,1,1,1,4,1,3,0.591011913128,0,2
15068,6,4,113,243,69,102,11,34,30,37,21,24,12,7,16,20,1,9,3,1,3,9,6,4,12,0,18,3.82191187882,4,1
15069,6,4,111,241,60,114,12,30,27,37,16,25,17,8,13,20,3,12,18,7,0,7,4,2,18,0,16,2.06884258134,0,0
15070,6,3,56,134,25,55,5,23,15,19,9,5,12,2,6,9,3,4,3,1,1,3,3,5,9,0,5,2.02117584767,1,0
15071,6,3,43,128,26,53,6,18,17,18,13,12,7,5,9,7,2,6,3,0,1,3,1,4,9,0,5,1.97391934341,1,0
15072,6,3,55,112,26,42,6,18,13,16,8,7,10,1,6,10,2,5,2,0,2,2,2,3,6,0,7,1.63319439958,0,1
15073,6,4,97,214,58,90,11,28,23,32,21,24,13,5,12,16,5,10,9,3,1,7,5,3,9,0,8,2.24677810003,1,1
15074,6,3,92,223,50,92,10,35,35,37,15,19,11,7,12,12,1,12,3,1,3,11,6,3,9,0,16,3.20958841635,3,0
15075,6,1,33,87,13,40,4,12,6,12,8,3,6,2,1,7,4,5,0,0,1,0,4,8,8,0,0,0.767779558795,1,4
15076,6,3,74,174,39,71,9,27,21,28,12,15,12,3,5,13,1,9,3,3,3,5,3,5,12,0,13,1.96184787597,1,0
15077,6,2,48,113,27,35,5,20,13,17,6,11,8,3,2,10,1,7,1,1,1,5,10,1,6,2,9,1.2367923528,0,2
15078,6,2,31,66,14,32,4,10,8,12,2,5,5,2,2,2,3,0,2,1,1,3,1,4,4,0,7,0.447176783464,0,1
15079,6,3,68,150,37,61,8,17,20,20,16,14,9,3,5,9,1,7,1,0,1,5,7,2,7,0,22,3.06916718705,1,1
15080,6,3,55,113,31,49,6,17,14,13,9,11,7,3,3,11,3,5,0,0,3,4,5,1,3,0,9,1.0504840668,0,2
15081,6,4,82,170,45,69,8,35,23,27,17,18,12,4,13,9,1,4,5,2,1,5,9,1,10,0,7,3.13069961391,1,3
15082,6,1,80,162,47,68,5,29,16,27,10,15,13,4,4,9,3,5,8,6,0,3,10,2,11,2,14,1.63407012379,3,0
15083,6,3,98,225,57,94,11,32,32,27,16,20,13,6,12,17,1,8,9,3,1,6,12,6,13,0,16,4.20142212935,2,1
15084,6,2,42,104,21,40,5,23,7,19,4,11,6,2,0,4,3,11,1,3,0,2,1,4,7,0,3,2.13631607705,1,0
15085,6,4,124,270,63,117,11,40,32,36,27,29,15,7,13,21,6,10,5,2,6,8,15,7,9,0,21,3.59302968915,5,2
15086,6,2,16,62,9,22,3,7,8,10,5,3,4,2,3,4,2,5,0,0,1,3,0,3,5,0,0,1.09347093571,0,0
15087,6,3,48,130,23,52,5,17,16,18,4,8,8,3,5,8,0,14,0,0,1,2,7,5,7,0,18,2.37737850096,3,0
15088,6,3,68,150,35,58,8,19,19,25,8,15,12,2,9,10,3,6,2,0,3,3,4,1,5,1,19,1.99365469037,1,1
15089,6,4,104,215,54,104,12,22,22,34,23,23,13,4,13,23,5,12,2,1,1,10,2,2,15,0,7,2.13664857418,2,0
15090,6,2,57,138,31,44,5,23,18,21,8,9,8,5,8,8,5,4,5,1,1,5,5,5,9,0,3,2.59407604426,2,2
15091,6,2,60,135,34,57,6,22,10,21,10,23,11,4,2,10,2,11,3,6,0,3,5,0,5,0,20,1.21623846413,0,0
15092,6,3,73,167,37,75,6,30,22,23,13,11,10,5,8,9,1,6,3,2,2,2,4,2,9,0,13,2.07806581048,3,0
15093,6,3,55,149,30,57,7,22,25,21,13,11,12,1,4,9,1,1,4,4,4,4,7,6,11,0,7,6.14612736255,0,0
15094,6,4,99,222,54,98,12,24,31,35,13,16,14,5,12,22,4,2,4,2,1,5,6,7,20,1,18,2.78488833186,1,2
15095,6,0,34,73,20,29,4,9,10,9,1,6,8,1,6,6,1,5,2,1,1,1,6,4,3,0,7,0.682346018727,0,2
15096,6,1,18,48,6,20,3,9,5,12,1,3,5,0,2,4,0,3,0,0,0,1,0,1,0,0,3,0.794945742261,0,0
15097,6,4,98,239,50,95,11,26,30,36,20,15,17,5,9,14,5,9,0,0,5,5,12,7,16,3,23,3.14228801534,3,4
15098,6,2,59,117,35,59,6,13,15,12,9,13,7,3,7,14,1,6,2,3,1,6,4,1,5,1,14,0.97393691288,1,1
15099,6,3,84,167,45,85,7,26,27,19,10,16,9,5,8,17,4,4,7,1,3,3,0,4,9,0,9,1.31687484736,3,1
15100,6,3,65,136,34,66,7,14,21,17,13,16,9,2,7,12,1,2,5,0,1,2,4,3,9,0,21,1.41484745625,2,0
15101,6,4,83,176,42,80,7,30,25,22,20,11,13,5,6,13,4,2,3,1,1,5,8,4,11,1,14,2.55771350716,2,1
15102,6,3,73,182,36,78,7,31,29,25,13,11,9,6,6,11,2,5,1,0,5,6,6,6,9,1,15,2.47106230521,2,1
15103,6,4,83,187,42,69,9,29,18,25,23,18,10,4,7,12,4,11,4,1,1,4,9,6,12,0,15,4.80270790619,2,0
15104,6,3,50,120,31,45,6,20,18,11,14,15,7,2,9,8,3,7,1,3,1,4,2,4,9,0,4,1.77402756081,1,0
15105,6,3,85,203,35,79,12,41,23,28,16,13,14,2,8,11,7,5,1,1,4,8,12,8,17,0,8,4.47504893135,1,1
15106,6,1,82,182,45,71,7,22,22,23,10,14,11,5,4,11,3,6,5,3,0,2,17,7,16,1,34,3.66935320274,2,0
15107,6,3,61,140,28,64,7,19,18,21,11,7,8,4,7,9,2,4,1,0,3,4,1,5,5,0,8,1.57552595532,1,4
15108,6,3,70,162,33,65,5,17,20,24,17,10,9,5,4,10,3,9,5,1,0,3,12,3,13,0,19,1.93103362616,3,2
15109,6,2,62,146,37,67,7,29,19,27,4,12,10,2,5,6,2,4,3,1,2,7,5,3,12,0,10,1.88338762124,1,1
15110,6,2,50,118,25,37,6,14,11,14,11,12,10,1,8,8,3,8,2,1,2,4,5,4,7,0,6,2.21384764607,0,4
15111,6,3,67,146,35,66,8,18,19,18,16,14,13,3,9,15,1,7,2,2,1,6,0,3,8,0,3,2.07727944359,1,0
15112,6,1,32,79,19,36,4,13,6,11,1,4,6,1,5,7,0,5,1,0,1,4,0,5,9,1,0,2.04942176106,0,0
15113,6,0,6,19,3,8,1,4,1,4,1,1,2,1,1,2,0,1,0,0,0,1,1,0,1,0,0,0.157057744476,0,1
15114,6,2,28,75,16,38,3,16,11,17,1,3,4,1,4,5,1,3,2,2,0,1,1,1,3,0,0,0.722270633206,1,0
15115,6,3,67,140,39,60,7,20,20,22,6,13,10,2,3,15,4,5,3,2,0,3,4,2,9,0,7,1.17908139802,0,0
15116,6,3,57,121,33,46,6,16,16,19,6,20,7,4,2,11,3,5,3,7,3,2,5,1,4,0,13,1.24656394164,1,2
15117,6,1,41,94,19,40,5,18,10,18,8,9,6,2,3,7,2,1,2,1,3,0,1,0,4,0,6,1.68083019228,2,1
15118,6,1,52,108,25,40,6,17,13,18,7,9,9,2,2,7,0,5,2,3,1,4,7,2,8,1,14,3.05485412881,0,1
15119,6,2,49,117,27,45,5,21,9,23,6,11,6,4,3,6,4,7,3,1,1,2,4,2,8,0,9,1.3420489288,2,0
15120,6,2,37,103,22,41,5,16,15,10,10,3,7,3,4,5,3,2,4,0,1,1,5,5,11,1,8,1.13100764661,0,1
15121,6,4,76,169,38,71,5,23,24,22,17,14,7,4,14,15,1,7,3,3,3,3,5,4,11,2,5,1.91413291268,4,1
15122,6,3,55,135,32,61,6,23,18,22,5,13,7,3,2,8,1,9,4,4,0,5,1,4,11,0,7,1.92438132935,1,0
15123,6,3,76,159,42,65,7,21,20,17,12,17,9,3,4,12,1,5,6,0,1,3,8,1,12,0,17,4.19715859016,1,2
15124,6,3,72,165,34,66,8,21,19,18,18,11,11,2,15,7,2,6,4,1,7,5,9,7,9,0,13,2.56662682112,1,2
15125,6,3,67,151,36,63,7,23,19,21,15,14,9,4,8,12,2,7,1,3,1,6,2,5,10,0,4,1.923850409,1,0
15126,6,1,14,31,6,11,2,5,2,7,0,1,4,0,0,1,0,3,0,0,1,0,3,0,2,0,7,0.28681458047,0,0
15127,6,4,89,225,58,83,10,37,26,28,20,28,13,5,8,16,8,14,3,3,0,7,7,3,13,0,14,3.04100970141,1,2
15128,6,3,65,148,27,67,8,31,20,26,4,17,10,5,9,11,2,5,3,0,2,3,5,2,2,0,6,2.12283902919,0,1
15129,6,2,42,99,27,43,3,11,8,18,3,9,5,3,3,7,2,2,3,1,0,3,4,6,7,0,9,1.59477843309,1,6
15130,6,3,60,142,35,59,6,15,18,19,16,13,9,3,13,8,2,6,1,1,1,5,7,5,9,0,11,3.71533459922,2,2
15131,6,2,56,119,32,54,5,14,19,12,11,17,7,5,2,13,5,6,5,4,1,1,14,4,8,0,10,1.91868349643,0,1
15132,6,3,59,154,34,62,8,26,14,24,9,12,12,3,6,15,3,13,0,0,1,5,3,4,13,0,5,1.50128098697,0,1
15133,6,2,64,143,35,56,7,30,17,27,7,18,12,4,4,8,3,6,4,5,0,5,3,3,2,0,12,1.94201938279,2,0
15134,6,2,21,60,11,27,3,11,9,7,3,3,4,2,5,5,2,1,0,0,1,1,2,1,5,0,3,0.685519156502,1,1
15135,6,3,52,132,29,42,6,24,14,21,6,11,7,4,3,8,3,11,1,1,2,1,14,3,5,0,19,1.57518077731,1,0
15136,6,3,72,154,39,66,6,20,25,21,10,12,10,4,7,12,1,4,0,1,5,5,6,4,12,1,14,2.05391750093,2,0
15137,6,2,101,252,53,106,12,43,31,44,17,22,14,4,13,18,4,11,8,5,4,1,11,1,13,2,25,4.17551945867,4,0
15138,6,3,74,201,43,87,8,34,24,33,18,17,8,5,12,11,3,9,4,3,2,6,1,4,7,1,1,2.18614311107,4,0
15139,6,4,89,216,45,91,5,31,32,34,15,15,6,5,12,14,5,8,2,0,2,6,11,3,10,0,21,2.8791848824,4,1
15140,6,2,27,55,11,23,2,4,8,7,3,4,5,1,2,6,0,3,0,0,2,4,5,1,3,0,12,0.63318543958,0,0
15141,6,1,11,21,7,7,1,5,3,5,2,3,1,1,0,2,0,0,1,0,0,2,2,0,1,0,0,0.142166969864,0,0
15142,6,2,62,179,32,79,7,16,23,24,17,10,9,4,10,13,4,7,0,1,1,2,3,11,16,0,12,2.34476219539,3,2
15143,6,2,34,89,14,38,3,7,11,13,10,7,4,3,2,6,2,3,0,1,0,3,10,3,7,0,17,1.02728348909,3,0
15144,6,3,65,152,36,64,9,21,15,19,4,15,10,4,6,18,5,10,4,1,0,4,0,7,11,0,4,2.52425582769,1,2
15145,6,3,82,185,40,65,10,29,22,30,17,14,14,4,5,12,3,7,1,0,1,2,10,2,17,1,14,5.13039102191,1,0
15146,6,3,36,108,17,44,5,6,17,9,6,10,8,1,10,12,4,5,1,1,4,1,4,10,9,0,6,1.26414195568,1,0
15147,6,3,70,152,41,63,7,33,15,28,10,16,14,2,5,10,2,7,5,0,0,7,2,0,9,0,9,2.16182835995,1,1
15148,6,2,45,121,24,45,5,20,13,14,12,9,8,4,2,7,3,7,0,0,0,3,3,5,12,1,10,1.33626566306,2,0
15149,6,2,34,83,12,39,3,11,14,10,6,2,6,1,0,6,0,0,2,0,0,1,8,7,11,0,12,0.980902622971,1,0
15150,6,3,63,143,40,55,6,28,16,21,8,16,10,3,6,12,3,5,5,2,2,4,7,1,7,1,14,1.98895208048,2,1
15151,6,4,142,303,90,119,14,49,38,48,22,37,29,7,11,34,8,7,6,6,2,14,9,3,17,5,30,3.59912244328,3,3
15152,6,2,64,171,34,68,7,29,22,22,14,10,8,6,9,7,0,10,5,1,2,1,7,6,13,0,17,2.62550263393,3,1
15153,6,2,67,168,32,59,11,34,20,19,8,8,12,1,6,9,3,6,2,2,3,6,19,10,14,1,6,4.74726238676,0,1
15154,6,2,74,169,41,73,7,30,18,29,11,18,12,4,1,13,4,10,4,5,2,7,4,5,12,0,6,1.67834210565,0,1
15155,6,4,71,183,39,75,7,22,15,28,13,16,12,5,13,16,6,10,4,1,3,2,1,5,16,1,9,2.29053044769,1,1
15156,6,3,60,124,24,52,4,22,18,18,8,8,8,4,7,9,1,3,4,0,1,2,8,1,6,0,14,1.85701673388,2,1
15157,6,3,99,256,43,110,10,33,26,35,18,12,12,7,14,14,4,14,4,2,3,4,12,13,11,1,13,3.49402708138,4,3
15158,6,4,85,191,49,75,9,23,26,29,16,18,11,5,8,15,2,10,3,4,1,8,3,3,10,0,13,3.33837277519,3,1
15159,6,3,101,230,52,104,10,33,29,31,18,19,14,6,12,23,2,12,8,4,3,5,2,3,9,1,11,2.65338533422,1,1
15160,6,3,66,147,33,65,5,32,23,26,9,13,6,3,5,9,2,6,4,2,0,2,2,1,4,0,5,1.83240132186,2,0
15161,6,4,86,187,47,72,8,22,26,23,18,21,9,5,7,11,4,7,8,4,2,2,6,5,13,0,20,4.79864127686,1,0
15162,6,2,67,178,35,70,7,29,30,31,12,18,15,5,6,16,4,7,0,4,2,1,9,5,9,1,15,2.01495018117,3,0
15163,6,3,59,111,27,47,6,14,14,14,11,12,9,1,9,11,2,4,2,2,0,1,4,1,7,1,9,1.07059298581,0,0
15164,6,3,72,166,37,76,9,27,24,24,11,13,12,2,15,11,2,5,1,1,1,3,5,6,12,0,10,1.62161749625,0,1
15165,6,3,53,108,28,43,6,13,17,17,9,10,6,1,4,10,1,4,0,2,1,2,4,1,7,0,7,1.28027480013,1,0
15166,6,4,100,213,46,85,10,32,29,31,18,21,17,4,10,13,6,6,2,12,1,7,12,3,14,0,29,2.70478486238,2,0
15167,6,3,82,189,55,82,8,39,25,29,15,24,9,5,6,15,10,6,7,3,0,4,9,3,14,0,6,2.83048504952,2,0
15168,6,4,93,227,56,86,10,37,27,43,17,15,21,4,7,11,3,8,2,1,3,8,5,8,14,1,15,3.66671160366,3,1
15169,6,4,112,270,63,110,13,45,35,45,25,22,15,6,13,14,5,11,4,1,2,4,8,6,17,0,24,3.50135860397,2,2
15170,6,3,56,129,31,49,6,23,18,21,7,12,11,2,8,10,3,5,3,1,3,1,2,4,6,0,8,2.14044653507,1,0
15171,6,2,67,147,31,62,6,21,17,17,5,12,10,4,7,13,5,6,1,2,0,6,6,6,11,0,10,4.6802941475,1,0
15172,6,2,88,199,45,73,9,28,22,25,14,14,12,3,5,16,5,13,1,1,6,8,6,9,5,0,10,4.51173911199,2,5
15173,6,4,92,202,55,90,8,31,31,30,8,16,9,8,12,17,3,6,2,2,2,6,9,6,11,0,18,2.23621841815,4,4
15174,6,3,86,177,48,69,11,22,22,27,13,23,13,2,11,12,2,5,3,4,2,3,15,0,13,0,20,4.06374946796,0,0
15175,6,2,82,195,51,81,9,45,24,28,6,16,10,5,8,22,9,10,7,2,0,5,1,1,14,1,3,4.12153372881,3,0
15176,6,4,109,236,58,98,10,30,25,34,14,25,12,5,7,25,6,11,6,5,0,5,2,6,14,1,9,2.25188620621,2,2
15177,6,1,70,166,37,70,8,28,14,27,13,13,11,4,5,7,6,8,7,2,2,0,5,1,11,1,11,2.33179145048,1,1
15178,6,2,40,99,26,40,4,22,13,17,6,6,5,3,3,5,1,6,3,0,0,1,4,2,5,1,6,1.01427869965,3,0
15179,6,4,81,197,46,78,8,32,24,31,16,21,11,7,10,12,5,12,3,5,0,6,1,3,11,1,11,2.7635217346,2,0
15180,6,4,76,223,38,88,10,38,27,34,14,18,12,7,13,14,6,10,5,3,3,2,5,6,8,0,13,3.65669516491,4,1
15181,6,4,94,212,52,81,8,45,28,35,13,23,11,6,12,12,7,13,1,7,0,8,5,4,8,0,6,2.30205831315,2,3
15182,6,4,102,217,60,101,11,26,31,24,24,24,12,6,11,18,5,4,4,6,1,8,14,5,10,0,27,2.35363569098,2,1
15183,6,2,45,105,21,43,6,15,14,12,7,11,7,2,4,7,3,5,4,3,0,4,3,5,7,1,6,1.26765547937,0,0
15184,6,3,63,154,35,58,8,19,21,17,15,18,10,3,8,8,5,6,2,4,0,1,5,4,11,1,14,2.42173858115,2,0
15185,6,1,27,81,13,28,5,12,8,19,0,5,9,1,3,3,1,4,1,0,0,1,2,4,8,0,6,0.856753472103,0,0
15186,6,4,79,189,47,76,10,32,22,32,18,22,11,5,10,13,6,7,4,4,3,2,1,2,10,0,11,3.3581414348,1,1
15187,6,3,62,133,41,45,5,22,19,23,15,25,10,2,6,7,3,5,3,10,1,3,8,0,4,0,19,2.26779785256,1,1
15188,6,1,27,71,13,22,1,14,15,14,4,5,2,1,1,4,1,0,2,0,1,0,6,2,3,0,4,0.979626151385,1,2
15189,6,4,90,200,49,75,10,22,25,30,14,16,12,5,10,10,4,8,3,2,4,4,5,3,6,0,31,2.76151620853,2,3
15190,6,4,82,197,40,80,10,24,18,27,25,18,11,4,14,11,5,12,4,3,2,4,2,6,5,0,6,2.27121775019,1,1
15191,6,3,72,163,46,61,5,24,22,27,14,16,6,5,6,11,6,6,2,3,0,4,0,7,9,0,6,1.60952520114,3,1
15192,6,2,57,150,34,60,6,14,21,22,15,10,8,4,9,14,1,4,0,1,2,4,3,8,11,0,9,1.94626234958,1,0
15193,6,1,22,54,7,23,3,4,8,9,1,5,4,2,1,5,1,1,0,0,1,1,1,4,2,0,3,0.685260660327,0,1
15194,6,2,37,81,21,38,4,16,9,13,5,7,5,2,4,5,1,5,1,0,1,2,0,1,7,0,4,0.76788025061,1,0
15195,6,1,36,91,17,31,3,21,14,14,3,8,6,2,2,7,4,4,2,1,0,1,6,1,7,2,6,1.58330138228,2,0
15196,6,3,58,134,32,55,7,18,15,16,14,12,19,2,2,11,4,5,4,3,2,5,2,4,7,0,9,1.49542675682,0,0
15197,6,3,72,149,38,63,6,14,25,21,8,15,7,4,2,11,2,6,2,2,3,5,7,4,10,0,19,1.93982086544,2,0
15198,6,3,66,161,29,67,6,20,26,21,16,7,7,4,6,12,4,4,2,1,5,4,12,6,13,0,18,4.1072324682,1,0
15199,6,3,79,171,45,70,7,31,27,26,13,19,11,5,6,15,4,4,2,1,5,7,11,2,6,0,14,1.7445617208,1,1
15200,6,4,66,173,33,73,8,29,21,27,13,8,11,3,9,12,6,7,2,0,0,4,5,8,18,1,0,2.69378519102,2,1
15201,6,3,21,77,12,24,3,10,8,13,3,5,3,3,6,5,1,7,0,0,1,1,2,4,6,0,2,1.50529546204,1,1
15202,6,3,44,98,29,35,6,18,13,12,7,7,8,1,5,8,1,5,1,0,1,5,0,1,8,0,4,1.65408196087,0,0
15203,6,4,103,284,60,115,14,42,32,46,19,21,20,7,16,18,5,12,2,8,6,8,13,11,10,1,21,4.96521316201,2,7
15204,6,2,35,102,21,32,4,16,14,13,3,6,7,3,8,4,2,5,0,1,1,6,5,7,7,0,2,1.52796693837,1,0
15205,6,3,83,168,49,75,8,30,22,23,12,19,13,3,11,13,1,6,2,5,4,9,6,1,5,1,11,2.05322842288,2,0
15206,6,2,38,90,18,43,4,5,12,12,6,6,9,0,7,10,1,1,0,0,1,5,1,9,7,0,0,0.668634787329,0,0
15207,6,2,44,100,22,49,4,12,15,14,5,9,5,2,5,9,2,4,1,0,2,1,5,4,8,0,9,0.898345081477,1,1
15208,6,3,79,172,33,69,7,29,23,29,13,10,10,5,6,11,3,8,4,1,1,3,5,2,10,1,21,3.21017403118,2,1
15209,6,3,65,148,39,64,7,24,18,22,10,13,12,3,5,12,1,8,2,2,1,9,6,1,8,0,15,1.97073685909,2,1
15210,6,3,46,122,19,45,6,14,17,13,13,6,9,2,3,6,2,8,3,2,1,4,6,7,10,2,13,1.90274676756,1,0
15211,6,2,74,181,53,60,8,30,26,27,20,24,10,5,6,14,1,7,4,9,3,3,7,1,10,3,10,3.50951797352,3,0
15212,6,2,32,75,17,23,4,11,8,11,4,7,6,1,4,4,1,4,1,0,2,2,0,3,3,0,7,2.34578527278,0,1
15213,6,3,65,125,42,60,4,24,16,19,10,22,6,1,2,8,3,6,5,9,1,4,6,1,6,0,11,1.24815910908,1,0
15214,6,1,48,108,29,46,5,15,12,20,4,16,7,3,1,10,2,4,1,2,3,1,1,2,7,0,12,1.37943669701,1,3
15215,6,4,89,213,49,91,10,36,29,32,18,20,15,5,11,14,6,6,8,2,0,1,4,3,16,0,13,2.50848099561,0,0
15216,6,3,53,106,32,34,4,18,15,15,12,12,5,3,7,8,2,3,3,2,1,5,3,1,4,1,2,0.962597377656,1,1
15217,6,2,23,65,9,33,4,6,8,10,5,1,5,2,3,5,1,1,0,0,3,1,2,8,5,0,0,0.648463169562,0,1
15218,6,2,38,95,23,42,4,14,8,15,5,10,5,4,4,6,3,8,2,3,0,2,3,4,4,0,7,1.42492300416,1,0
15219,6,3,56,136,23,47,5,17,20,24,8,6,5,4,7,8,1,3,5,1,3,1,11,2,7,0,14,1.70636862306,2,1
15220,6,3,89,175,39,72,8,26,21,26,13,15,12,4,5,18,1,9,4,1,1,6,10,2,8,0,22,1.92635161312,2,0
15221,6,2,34,89,14,38,5,19,7,14,10,5,6,2,5,1,3,8,1,1,2,2,2,2,4,0,0,2.36153871631,0,0
15222,6,4,97,227,56,90,9,29,27,31,17,20,11,7,15,15,7,14,2,1,9,10,1,8,4,0,15,3.02036784565,3,1
15223,6,3,80,187,41,72,7,20,22,26,10,15,8,5,6,14,3,8,5,4,3,8,8,5,8,0,25,2.76830913892,5,3
15224,6,2,46,122,29,44,6,17,16,20,10,11,9,2,3,8,1,7,0,1,0,4,6,4,8,0,17,1.65449941302,1,1
15225,6,4,94,210,47,83,12,43,23,35,18,24,23,2,7,12,3,10,8,4,2,4,11,3,8,0,13,3.42663210806,0,1
15226,6,4,88,179,48,79,8,27,25,22,13,20,11,3,6,14,1,5,8,2,1,5,6,2,12,0,11,4.54854251687,1,0
15227,6,3,69,165,35,71,7,24,19,24,5,13,12,4,6,10,3,10,6,2,0,6,3,6,10,0,7,2.40922687242,0,2
15228,6,4,100,225,49,103,11,30,31,34,17,18,16,6,9,18,3,9,7,5,2,8,2,5,14,1,13,3.39051822023,3,0
15229,6,2,41,97,18,41,3,19,9,13,5,8,5,2,2,5,3,6,1,2,1,5,2,4,4,0,4,1.91345663286,1,2
15230,6,4,72,151,39,60,8,23,19,15,13,17,11,3,11,11,4,4,4,4,1,1,4,3,14,0,9,1.82889591797,0,0
15231,6,4,57,168,32,67,7,32,22,32,10,9,10,5,8,9,2,8,1,1,2,2,4,2,9,0,9,2.58589223905,2,0
15232,6,1,66,159,37,65,5,27,20,30,4,13,5,3,3,7,4,10,3,2,3,1,3,1,6,0,13,2.10500445652,3,0
15233,6,3,97,196,56,72,7,29,19,33,19,19,10,5,12,14,2,9,5,3,2,8,11,1,12,0,9,3.17736956543,4,1
15234,6,4,92,225,47,101,8,27,25,32,19,16,12,6,11,13,3,8,5,0,5,3,5,8,14,0,17,5.07007753811,3,2
15235,6,2,54,114,26,35,5,12,14,16,9,10,6,3,10,11,0,7,1,0,1,4,1,3,4,0,9,1.26698558407,3,1
15236,6,3,60,138,29,51,7,22,20,22,9,12,8,4,7,11,3,8,2,1,1,3,1,1,8,0,3,2.0511387742,1,0
15237,6,2,54,126,28,38,6,18,17,17,10,12,7,4,5,9,2,10,1,1,1,2,16,3,9,0,16,1.96439186071,1,0
