id,set,human_score,char_4,word_count,char_6
11938,5,3,66,156,31
11939,5,3,61,159,20
11940,5,2,47,108,10
11941,5,3,52,130,12
11942,5,3,67,156,30
11943,5,3,57,120,24
11944,5,2,22,65,11
11945,5,4,96,214,49
11946,5,3,60,151,37
11947,5,2,44,120,21
11948,5,2,27,72,15
11949,5,3,58,132,28
11950,5,1,20,45,6
11951,5,3,54,142,25
11952,5,1,16,46,9
11953,5,1,16,54,3
11954,5,4,102,286,47
11955,5,1,9,33,4
11956,5,2,54,130,21
11957,5,4,59,146,30
11958,5,2,24,50,11
11959,5,2,47,141,29
11960,5,3,57,139,38
11961,5,1,25,68,8
11962,5,3,48,112,28
11963,5,4,132,276,50
11964,5,3,60,158,29
11965,5,3,44,117,25
11966,5,1,41,101,19
11967,5,2,18,43,6
11968,5,2,41,123,18
11969,5,2,38,90,17
11970,5,4,65,196,28
11971,5,1,16,38,5
11972,5,3,50,133,15
11973,5,2,54,154,28
11974,5,2,51,114,18
11975,5,4,46,112,24
11976,5,1,15,38,8
11977,5,1,10,29,4
11978,5,3,68,181,31
11979,5,4,86,210,40
11980,5,4,118,239,57
11981,5,2,43,119,16
11982,5,2,38,101,18
11983,5,1,20,46,8
11984,5,2,30,82,16
11985,5,4,71,170,32
11986,5,4,106,243,42
11987,5,2,45,115,17
11988,5,3,63,134,32
11989,5,3,88,212,42
11990,5,4,72,167,32
11991,5,3,66,147,26
11992,5,2,26,81,9
11993,5,1,13,33,6
11994,5,2,47,99,28
11995,5,1,16,46,7
11996,5,2,61,133,29
11997,5,4,83,186,36
11998,5,1,6,20,1
11999,5,3,18,51,5
12000,5,2,57,141,32
12001,5,2,32,84,11
12002,5,1,18,52,4
12003,5,3,70,193,32
12004,5,2,44,111,12
12005,5,3,45,139,13
12006,5,1,38,103,11
12007,5,3,42,112,17
12008,5,3,53,134,14
12009,5,2,24,63,18
12010,5,2,48,116,29
12011,5,3,62,168,26
12012,5,2,51,143,22
12013,5,1,24,64,13
12014,5,3,66,152,39
12015,5,2,36,97,16
12016,5,3,53,155,27
12017,5,1,22,63,9
12018,5,4,100,246,35
12019,5,2,32,129,15
12020,5,3,62,154,37
12021,5,3,44,107,24
12022,5,2,43,110,16
12023,5,1,20,61,5
12024,5,3,76,141,46
12025,5,2,38,109,14
12026,5,2,65,149,44
12027,5,2,35,102,15
12028,5,4,86,212,50
12029,5,2,39,117,15
12030,5,3,51,119,29
12031,5,4,60,158,36
12032,5,1,38,88,12
12033,5,3,69,148,34
12034,5,3,54,164,21
12035,5,2,30,68,16
12036,5,1,41,98,18
12037,5,3,51,120,23
12038,5,2,48,120,27
12039,5,2,36,88,16
12040,5,1,30,85,10
12041,5,1,26,58,14
12042,5,3,41,96,14
12043,5,1,24,56,12
12044,5,3,56,149,23
12045,5,2,38,86,13
12046,5,1,18,58,9
12047,5,2,102,244,62
12048,5,2,35,74,17
12049,5,4,88,193,50
12050,5,0,6,20,1
12051,5,2,43,106,27
12052,5,4,52,147,23
12053,5,0,3,19,0
12054,5,3,68,158,42
12055,5,2,31,77,14
12056,5,3,60,163,21
12057,5,1,32,78,15
12058,5,3,62,181,38
12059,5,2,32,101,13
12060,5,3,59,162,26
12061,5,2,40,89,17
12062,5,3,49,133,22
12063,5,2,61,127,21
12064,5,3,66,164,16
12065,5,2,52,120,18
12066,5,0,2,8,1
12067,5,2,34,77,18
12068,5,3,67,157,46
12069,5,4,108,275,62
12070,5,2,39,97,21
12071,5,3,63,159,43
12072,5,4,93,217,46
12073,5,2,11,42,2
12074,5,2,18,54,8
12075,5,3,51,126,16
12076,5,2,33,100,18
12077,5,3,55,141,25
12078,5,1,19,54,5
12079,5,3,65,163,41
12080,5,4,66,155,24
12081,5,4,105,240,49
12082,5,3,73,183,45
12083,5,1,16,39,7
12084,5,3,65,135,24
12085,5,3,64,149,34
12086,5,3,94,184,46
12087,5,1,15,47,9
12088,5,2,52,121,20
12089,5,1,19,61,3
12090,5,4,83,174,38
12091,5,3,56,137,30
12092,5,1,44,117,11
12093,5,2,35,102,16
12094,5,2,26,84,10
12095,5,1,19,53,5
12096,5,1,16,44,4
12097,5,1,23,70,9
12098,5,1,20,61,9
12099,5,3,53,137,23
12100,5,4,73,180,37
12101,5,4,67,167,32
12102,5,4,57,179,26
12103,5,3,46,112,22
12104,5,2,48,116,23
12105,5,3,59,138,28
12106,5,3,60,158,21
12107,5,2,30,92,17
12108,5,3,51,135,22
12109,5,3,56,126,36
12110,5,4,80,188,35
12111,5,1,19,64,7
12112,5,4,41,114,13
12113,5,1,22,59,11
12114,5,2,31,85,20
12115,5,1,14,47,5
12116,5,3,61,133,37
12117,5,2,23,65,17
12118,5,2,28,86,5
12119,5,2,37,104,16
12120,5,3,64,146,32
12121,5,1,18,69,7
12122,5,2,38,81,18
12123,5,2,49,130,29
12124,5,2,50,113,24
12125,5,4,75,160,39
12126,5,4,96,206,60
12127,5,4,66,179,31
12128,5,4,65,169,25
12129,5,2,17,45,8
12130,5,2,23,52,13
12131,5,3,62,160,24
12132,5,3,59,153,38
12133,5,3,71,171,25
12134,5,2,49,130,24
12135,5,1,28,80,8
12136,5,1,19,44,7
12137,5,2,25,79,9
12138,5,2,13,34,6
12139,5,4,54,147,30
12140,5,2,46,112,25
12141,5,3,52,117,23
12142,5,3,50,137,19
12143,5,1,9,23,7
12144,5,4,75,199,41
12145,5,1,5,9,2
12146,5,2,33,80,20
12147,5,3,45,148,17
12148,5,3,88,201,51
12149,5,1,11,33,3
12150,5,3,39,143,25
12151,5,3,56,152,28
12152,5,3,54,154,27
12153,5,1,18,36,11
12154,5,4,87,191,42
12155,5,3,58,143,25
12156,5,4,101,194,49
12157,5,3,54,158,25
12158,5,3,43,129,27
12159,5,3,43,114,19
12160,5,3,53,127,24
12161,5,2,37,76,12
12162,5,4,106,224,50
12163,5,2,21,71,7
12164,5,3,49,132,23
12165,5,2,26,78,9
12166,5,2,47,111,15
12167,5,1,25,67,12
12168,5,2,70,173,29
12169,5,1,15,46,11
12170,5,4,89,205,47
12171,5,2,30,84,8
12172,5,1,20,44,13
12173,5,2,53,149,25
12174,5,2,60,158,22
12175,5,2,44,129,22
12176,5,1,23,52,11
12177,5,2,35,82,16
12178,5,2,37,109,20
12179,5,4,67,173,24
12180,5,2,37,84,13
12181,5,3,35,85,16
12182,5,2,18,54,7
12183,5,1,19,45,3
12184,5,3,68,159,34
12185,5,3,54,160,18
12186,5,2,40,111,16
12187,5,2,40,106,22
12188,5,4,83,196,47
12189,5,1,12,41,3
12190,5,1,43,106,23
12191,5,3,41,136,21
12192,5,1,15,51,9
12193,5,2,34,100,15
12194,5,2,41,97,13
12195,5,2,13,40,4
12196,5,2,52,129,25
12197,5,2,33,88,17
12198,5,2,30,88,14
12199,5,2,31,80,11
12200,5,4,120,281,65
12201,5,3,51,127,25
12202,5,1,19,47,9
12203,5,2,57,130,25
12204,5,3,74,160,19
12205,5,3,56,133,26
12206,5,3,77,163,41
12207,5,4,87,187,48
12208,5,2,28,70,12
12209,5,2,13,31,6
12210,5,3,65,181,16
12211,5,3,61,139,37
12212,5,4,91,207,54
12213,5,4,48,134,25
12214,5,1,14,38,6
12215,5,1,23,78,11
12216,5,4,63,170,30
12217,5,2,45,118,23
12218,5,2,12,38,4
12219,5,4,72,166,29
12220,5,2,41,116,18
12221,5,3,37,106,18
12222,5,1,19,59,6
12223,5,2,56,125,26
12224,5,3,58,137,30
12225,5,3,84,184,48
12226,5,4,103,257,49
12227,5,1,4,20,3
12228,5,3,61,129,21
12229,5,3,62,141,29
12230,5,3,50,116,19
12231,5,4,91,213,61
12232,5,3,53,130,33
12233,5,3,73,158,23
12234,5,1,21,71,3
12235,5,3,57,157,20
12236,5,3,56,117,23
12237,5,2,27,62,9
12238,5,1,22,66,8
12239,5,2,44,125,22
12240,5,4,80,179,43
12241,5,4,68,176,34
12242,5,4,107,241,71
12243,5,3,68,166,43
12244,5,4,80,201,27
12245,5,1,45,114,22
12246,5,2,47,122,22
12247,5,3,61,168,29
12248,5,3,80,218,43
12249,5,1,6,24,2
12250,5,2,31,76,10
12251,5,3,59,200,21
12252,5,3,70,157,34
12253,5,3,43,104,23
12254,5,1,19,49,9
12255,5,2,48,133,23
12256,5,4,86,199,48
12257,5,3,34,80,14
12258,5,1,8,34,3
12259,5,2,30,75,11
12260,5,2,30,81,17
12261,5,3,59,149,35
12262,5,2,32,95,19
12263,5,4,107,250,50
12264,5,2,49,137,18
12265,5,2,36,101,13
12266,5,2,51,124,27
12267,5,2,32,85,13
12268,5,2,37,96,20
12269,5,4,103,232,56
12270,5,4,135,307,65
12271,5,1,14,44,4
12272,5,3,75,191,42
12273,5,4,70,201,35
12274,5,1,31,81,13
12275,5,1,22,72,11
12276,5,4,72,166,42
12277,5,2,23,79,9
12278,5,3,56,182,20
12279,5,2,17,53,8
12280,5,2,45,121,13
12281,5,3,50,139,23
12282,5,3,70,171,28
12283,5,2,40,94,19
12284,5,2,47,112,21
12285,5,2,33,82,14
12286,5,1,11,29,3
12287,5,3,46,116,27
12288,5,2,29,74,16
12289,5,1,13,40,5
12290,5,3,56,159,26
12291,5,3,61,138,22
12292,5,2,25,71,8
12293,5,3,56,169,24
12294,5,0,23,87,7
12295,5,3,59,154,20
12296,5,4,70,193,33
12297,5,3,101,218,61
12298,5,2,38,92,13
12299,5,4,114,263,62
12300,5,2,41,103,20
12301,5,1,36,94,17
12302,5,2,49,117,31
12303,5,3,45,116,26
12304,5,1,16,69,11
12305,5,3,53,147,28
12306,5,2,20,51,9
12307,5,1,76,211,20
12308,5,2,36,94,21
12309,5,3,89,198,42
12310,5,3,69,195,27
12311,5,2,9,28,6
12312,5,3,68,180,25
12313,5,3,63,173,31
12314,5,2,33,78,22
12315,5,3,49,126,17
12316,5,2,28,80,14
12317,5,1,46,125,18
12318,5,4,51,154,19
12319,5,2,33,81,10
12320,5,2,26,85,11
12321,5,3,79,179,37
12322,5,1,24,69,12
12323,5,3,42,103,18
12324,5,3,50,124,26
12325,5,1,22,55,9
12326,5,3,59,173,28
12327,5,3,54,149,27
12328,5,2,52,119,30
12329,5,2,37,99,18
12330,5,2,38,105,22
12331,5,1,23,64,9
12332,5,1,29,122,12
12333,5,2,23,61,11
12334,5,3,73,177,34
12335,5,2,38,116,16
12336,5,1,15,47,6
12337,5,2,27,96,12
12338,5,2,40,101,18
12339,5,3,34,91,13
12340,5,4,114,294,51
12341,5,2,26,75,7
12342,5,1,25,71,12
12343,5,4,118,262,66
12344,5,1,14,41,6
12345,5,0,13,38,3
12346,5,2,20,52,5
12347,5,4,81,177,39
12348,5,3,69,172,41
12349,5,2,38,113,14
12350,5,3,80,176,55
12351,5,3,42,120,22
12352,5,3,92,233,54
12353,5,3,58,142,35
12354,5,2,31,89,14
12355,5,4,92,219,47
12356,5,1,5,12,3
12357,5,3,54,128,31
12358,5,1,18,53,11
12359,5,3,77,192,36
12360,5,4,62,149,35
12361,5,2,32,86,20
12362,5,0,14,48,3
12363,5,3,43,129,19
12364,5,4,79,227,34
12365,5,4,79,198,44
12366,5,3,102,231,43
12367,5,4,75,178,32
12368,5,3,75,204,30
12369,5,2,35,106,13
12370,5,3,60,141,24
12371,5,3,81,172,32
12372,5,3,69,142,30
12373,5,4,72,194,41
12374,5,3,55,147,23
12375,5,2,25,64,10
12376,5,3,63,177,24
12377,5,2,22,69,6
12378,5,1,29,83,13
12379,5,2,38,96,15
12380,5,1,19,63,11
12381,5,2,44,100,21
12382,5,2,22,67,9
12383,5,3,50,137,24
12384,5,3,56,145,26
12385,5,2,18,57,8
12386,5,2,25,84,13
12387,5,4,75,178,35
12388,5,4,93,229,53
12389,5,2,28,81,11
12390,5,2,54,119,33
12391,5,2,34,113,12
12392,5,2,25,98,15
12393,5,4,74,190,41
12394,5,2,29,89,10
12395,5,3,51,146,19
12396,5,2,23,57,8
12397,5,2,32,84,11
12398,5,2,58,131,33
12399,5,2,58,132,19
12400,5,2,32,88,17
12401,5,1,25,68,9
12402,5,2,55,140,23
12403,5,4,75,198,39
12404,5,4,65,140,38
12405,5,4,106,271,61
12406,5,3,68,145,33
12407,5,2,34,110,16
12408,5,3,58,127,26
12409,5,2,28,77,8
12410,5,1,21,49,10
12411,5,3,47,115,22
12412,5,2,23,64,12
12413,5,2,51,140,19
12414,5,0,6,22,2
12415,5,3,85,190,32
12416,5,2,33,87,20
12417,5,3,68,160,38
12418,5,2,37,106,23
12419,5,2,41,112,20
12420,5,4,72,197,35
12421,5,2,19,55,8
12422,5,4,77,203,40
12423,5,3,64,164,36
12424,5,4,95,212,43
12425,5,3,66,186,34
12426,5,2,19,61,11
12427,5,2,33,97,17
12428,5,2,25,84,14
12429,5,3,60,144,32
12430,5,3,42,109,27
12431,5,2,26,80,8
12432,5,3,41,102,27
12433,5,2,30,67,11
12434,5,2,30,90,18
12435,5,0,7,19,1
12436,5,2,43,104,21
12437,5,2,39,111,16
12438,5,2,42,103,23
12439,5,3,65,168,28
12440,5,4,73,170,35
12441,5,2,16,71,5
12442,5,2,32,87,19
12443,5,1,13,38,5
12444,5,3,44,117,22
12445,5,1,29,94,10
12446,5,4,73,195,48
12447,5,4,86,219,38
12448,5,4,75,170,31
12449,5,3,60,149,24
12450,5,3,41,115,19
12451,5,1,16,57,11
12452,5,2,59,154,31
12453,5,1,46,119,15
12454,5,4,83,208,35
12455,5,2,19,65,9
12456,5,2,40,89,17
12457,5,3,45,137,26
12458,5,3,40,104,21
12459,5,3,51,137,31
12460,5,2,38,112,14
12461,5,1,14,39,4
12462,5,4,79,183,41
12463,5,2,50,130,23
12464,5,2,27,86,8
12465,5,1,16,43,8
12466,5,3,65,135,31
12467,5,3,40,98,20
12468,5,3,63,163,39
12469,5,1,12,36,5
12470,5,4,96,213,56
12471,5,2,35,95,12
12472,5,1,61,147,28
12473,5,2,38,103,12
12474,5,2,17,50,9
12475,5,1,12,32,4
12476,5,2,40,99,17
12477,5,2,41,113,21
12478,5,4,97,217,40
12479,5,4,70,171,39
12480,5,1,39,130,18
12481,5,3,57,139,33
12482,5,4,87,215,48
12483,5,3,69,175,29
12484,5,2,55,153,21
12485,5,2,46,133,15
12486,5,1,33,81,11
12487,5,2,60,141,18
12488,5,2,28,66,15
12489,5,4,58,189,27
12490,5,2,37,105,16
12491,5,2,33,77,21
12492,5,2,32,98,16
12493,5,2,50,128,23
12494,5,3,51,123,23
12495,5,2,48,149,17
12496,5,1,15,45,7
12497,5,4,68,167,26
12498,5,4,135,292,70
12499,5,2,28,70,16
12500,5,3,51,126,26
12501,5,4,77,185,44
12502,5,2,22,56,11
12503,5,2,57,136,29
12504,5,2,48,128,26
12505,5,4,82,212,34
12506,5,1,7,17,1
12507,5,2,47,101,21
12508,5,2,47,129,17
12509,5,3,64,148,38
12510,5,2,35,100,18
12511,5,2,45,117,19
12512,5,3,59,150,31
12513,5,4,100,242,50
12514,5,4,70,162,30
12515,5,2,38,90,16
12516,5,4,90,193,49
12517,5,4,59,169,24
12518,5,3,32,107,14
12519,5,2,34,89,16
12520,5,3,74,180,21
12521,5,1,3,9,0
12522,5,3,61,169,36
12523,5,3,55,131,24
12524,5,2,20,76,9
12525,5,3,56,151,22
12526,5,0,6,22,0
12527,5,1,20,65,10
12528,5,2,35,85,14
12529,5,4,99,259,46
12530,5,4,102,234,54
12531,5,4,100,244,46
12532,5,3,40,112,19
12533,5,2,31,82,16
12534,5,2,38,103,16
12535,5,4,69,178,39
12536,5,3,67,141,40
12537,5,3,70,159,43
12538,5,4,95,212,41
12539,5,2,31,79,16
12540,5,2,33,91,18
12541,5,2,44,105,16
12542,5,1,19,43,7
12543,5,2,38,101,12
12544,5,3,46,137,19
12545,5,3,36,137,13
12546,5,1,28,93,13
12547,5,1,28,61,15
12548,5,2,38,84,12
12549,5,2,48,139,13
12550,5,2,39,92,28
12551,5,2,27,85,10
12552,5,1,12,35,1
12553,5,4,90,218,37
12554,5,1,28,89,16
12555,5,3,69,184,36
12556,5,3,69,140,27
12557,5,3,53,144,23
12558,5,1,21,62,7
12559,5,1,17,70,5
12560,5,2,43,113,34
12561,5,1,24,45,14
12562,5,1,19,45,7
12563,5,2,18,39,6
12564,5,3,81,190,35
12565,5,2,67,162,28
12566,5,1,20,72,7
12567,5,2,36,104,15
12568,5,2,33,72,12
12569,5,2,48,114,21
12570,5,2,52,121,17
12571,5,2,56,179,22
12572,5,1,11,33,3
12573,5,3,73,194,39
12574,5,4,96,183,47
12575,5,2,44,126,22
12576,5,3,84,203,36
12577,5,1,36,80,16
12578,5,1,22,49,2
12579,5,3,56,139,26
12580,5,1,59,143,24
12581,5,4,139,278,77
12582,5,2,56,152,28
12583,5,3,59,175,27
12584,5,3,51,152,18
12585,5,2,21,70,5
12586,5,2,58,136,27
12587,5,3,45,104,22
12588,5,1,82,198,41
12589,5,3,37,120,15
12590,5,3,59,133,28
12591,5,2,80,227,32
12592,5,1,19,59,7
12593,5,1,19,61,12
12594,5,3,68,153,24
12595,5,1,29,68,14
12596,5,2,56,143,31
12597,5,3,47,143,19
12598,5,1,20,50,8
12599,5,2,27,69,15
12600,5,2,44,127,21
12601,5,1,24,78,10
12602,5,1,25,77,8
12603,5,1,19,49,10
12604,5,1,16,44,9
12605,5,3,74,161,33
12606,5,1,18,56,6
12607,5,3,32,89,18
12608,5,4,114,279,45
12609,5,4,107,254,48
12610,5,2,47,115,24
12611,5,2,37,112,16
12612,5,3,89,196,38
12613,5,3,69,189,20
12614,5,2,29,115,9
12615,5,2,31,79,16
12616,5,2,36,109,15
12617,5,2,41,114,15
12618,5,3,66,151,40
12619,5,4,73,183,30
12620,5,4,91,212,45
12621,5,1,28,68,5
12622,5,3,56,133,18
12623,5,2,38,88,19
12624,5,2,43,110,21
12625,5,1,35,94,12
12626,5,3,55,139,34
12627,5,2,47,110,21
12628,5,2,33,84,20
12629,5,1,24,64,10
12630,5,1,36,80,18
12631,5,3,64,165,23
12632,5,3,59,164,29
12633,5,3,55,148,27
12634,5,2,18,60,8
12635,5,1,32,86,8
12636,5,1,18,67,6
12637,5,4,83,213,38
12638,5,3,71,187,32
12639,5,3,40,108,18
12640,5,1,17,42,10
12641,5,2,30,69,15
12642,5,1,17,42,6
12643,5,2,26,70,8
12644,5,3,67,140,35
12645,5,3,39,121,23
12646,5,2,54,142,25
12647,5,2,48,103,17
12648,5,2,24,65,9
12649,5,3,57,169,19
12650,5,3,59,148,27
12651,5,2,29,80,14
12652,5,1,15,45,4
12653,5,2,36,99,19
12654,5,2,37,92,13
12655,5,2,64,155,22
12656,5,3,36,103,20
12657,5,2,52,112,27
12658,5,2,41,87,17
12659,5,2,34,81,21
12660,5,3,35,95,19
12661,5,2,30,84,13
12662,5,2,27,78,9
12663,5,1,12,32,9
12664,5,1,8,32,3
12665,5,3,49,140,26
12666,5,2,29,91,8
12667,5,3,38,107,12
12668,5,2,33,73,8
12669,5,4,71,180,26
12670,5,2,42,116,17
12671,5,4,92,236,46
12672,5,3,66,165,33
12673,5,4,62,169,36
12674,5,4,98,242,43
12675,5,3,52,137,17
12676,5,2,39,100,15
12677,5,1,12,36,4
12678,5,2,24,78,6
12679,5,2,52,149,23
12680,5,3,65,153,29
12681,5,1,11,37,4
12682,5,2,24,60,8
12683,5,4,61,172,22
12684,5,2,22,69,13
12685,5,2,36,96,20
12686,5,4,64,165,35
12687,5,1,13,40,5
12688,5,2,21,44,13
12689,5,1,52,113,27
12690,5,3,56,151,18
12691,5,1,23,84,13
12692,5,3,84,210,37
12693,5,4,91,231,39
12694,5,3,85,197,35
12695,5,3,40,104,14
12696,5,3,73,186,33
12697,5,3,47,137,23
12698,5,3,61,153,30
12699,5,4,94,239,59
12700,5,4,83,216,36
12701,5,2,31,98,16
12702,5,2,34,88,15
12703,5,2,54,105,28
12704,5,3,54,156,18
12705,5,2,45,122,25
12706,5,4,99,214,61
12707,5,2,36,79,13
12708,5,1,33,90,14
12709,5,3,71,186,35
12710,5,4,74,194,38
12711,5,2,14,45,6
12712,5,2,32,80,18
12713,5,2,35,120,19
12714,5,1,11,38,4
12715,5,3,65,164,31
12716,5,2,31,98,14
12717,5,1,25,66,14
12718,5,1,17,41,4
12719,5,2,34,79,15
12720,5,2,32,87,19
12721,5,2,38,80,19
12722,5,2,51,122,14
12723,5,2,29,73,10
12724,5,3,56,151,28
12725,5,4,72,178,24
12726,5,1,6,22,2
12727,5,3,58,149,26
12728,5,3,36,111,18
12729,5,4,106,240,57
12730,5,2,31,99,19
12731,5,1,14,32,7
12732,5,2,23,67,8
12733,5,2,28,66,7
12734,5,1,21,47,12
12735,5,3,54,158,26
12736,5,4,111,273,58
12737,5,1,24,59,19
12738,5,3,72,184,43
12739,5,2,33,88,15
12740,5,2,60,132,27
12741,5,4,79,204,31
12742,5,3,40,104,18
12743,5,3,45,135,19
12744,5,2,41,147,13
12745,5,3,48,116,27
12746,5,1,64,154,30
12747,5,3,57,126,28
12748,5,3,35,98,17
12749,5,4,72,182,36
12750,5,2,47,98,23
12751,5,2,45,141,13
12752,5,1,25,76,5
12753,5,3,70,183,27
12754,5,1,10,27,9
12755,5,3,50,147,19
12756,5,2,40,108,8
12757,5,2,20,52,14
12758,5,1,7,25,3
12759,5,2,75,176,34
12760,5,3,56,152,24
12761,5,3,52,121,22
12762,5,2,40,118,12
12763,5,2,33,81,18
12764,5,3,59,156,35
12765,5,3,45,86,25
12766,5,3,74,187,38
12767,5,2,18,43,8
12768,5,2,33,96,14
12769,5,2,40,100,20
12770,5,3,58,153,28
12771,5,1,31,70,14
12772,5,1,23,61,9
12773,5,2,40,93,13
12774,5,2,17,56,7
12775,5,2,48,129,25
12776,5,2,32,79,18
12777,5,3,45,116,22
12778,5,4,72,163,41
12779,5,4,69,174,28
12780,5,3,54,127,37
12781,5,2,48,126,31
12782,5,3,44,109,25
12783,5,1,25,55,8
12784,5,4,76,167,31
12785,5,3,56,148,23
12786,5,3,37,109,12
12787,5,2,61,150,40
12788,5,1,7,20,5
12789,5,1,42,134,7
12790,5,2,23,59,7
12791,5,2,40,97,15
12792,5,1,29,63,6
12793,5,3,66,166,32
12794,5,2,28,87,11
12795,5,1,15,59,5
12796,5,1,34,93,15
12797,5,3,51,137,21
12798,5,3,50,127,23
12799,5,2,27,62,9
12800,5,4,102,232,45
12801,5,2,32,83,18
12802,5,2,36,93,15
12803,5,3,61,156,28
12804,5,2,46,119,23
12805,5,3,54,131,24
12806,5,4,85,223,40
12807,5,4,101,201,63
12808,5,1,8,36,2
12809,5,2,18,50,5
12810,5,4,119,241,67
12811,5,1,27,70,10
12812,5,3,58,146,25
12813,5,3,56,151,32
12814,5,3,63,176,26
12815,5,2,39,108,21
12816,5,2,42,108,16
12817,5,4,84,217,40
12818,5,3,53,171,19
12819,5,3,85,201,39
12820,5,1,12,45,5
12821,5,1,11,76,3
12822,5,4,65,154,36
12823,5,3,32,87,19
12824,5,2,51,156,29
12825,5,2,47,122,24
12826,5,2,27,77,5
12827,5,2,39,93,16
12828,5,1,28,67,14
12829,5,2,26,61,6
12830,5,3,55,141,26
12831,5,4,101,242,41
12832,5,3,59,144,26
12833,5,2,44,98,23
12834,5,3,82,209,37
12835,5,2,43,105,18
12836,5,1,16,47,3
12837,5,2,54,136,20
12838,5,3,49,133,26
12839,5,3,64,148,35
12840,5,4,96,218,47
12841,5,4,92,218,34
12842,5,1,21,66,8
12843,5,2,38,107,21
12844,5,3,80,185,34
12845,5,0,27,64,7
12846,5,3,79,192,25
12847,5,3,45,113,22
12848,5,3,63,145,39
12849,5,2,21,55,8
12850,5,2,17,53,7
12851,5,3,31,82,15
12852,5,3,55,127,34
12853,5,2,31,72,12
12854,5,1,46,123,26
12855,5,3,33,102,19
12856,5,4,66,152,48
12857,5,2,74,171,33
12858,5,2,36,94,17
12859,5,3,36,82,9
12860,5,2,37,87,13
12861,5,2,48,139,9
12862,5,2,32,90,10
12863,5,4,99,210,67
12864,5,2,38,110,9
12865,5,3,47,147,21
12866,5,3,65,183,37
12867,5,3,38,157,22
12868,5,1,16,37,5
12869,5,3,74,177,47
12870,5,1,23,53,13
12871,5,2,29,75,15
12872,5,3,92,204,51
12873,5,2,18,64,6
12874,5,3,61,131,20
12875,5,2,54,140,26
12876,5,1,26,65,8
12877,5,2,44,111,22
12878,5,3,40,112,13
12879,5,3,59,152,27
12880,5,0,15,40,1
12881,5,4,62,164,26
12882,5,3,72,170,30
12883,5,2,35,114,19
12884,5,2,30,91,14
12885,5,1,44,90,17
12886,5,2,53,143,19
12887,5,2,50,124,18
12888,5,2,24,64,9
12889,5,2,32,93,18
12890,5,2,24,75,10
12891,5,4,139,320,72
12892,5,3,39,102,20
12893,5,3,72,148,41
12894,5,2,51,135,30
12895,5,2,47,121,21
12896,5,2,49,110,22
12897,5,2,26,64,15
12898,5,2,40,104,19
12899,5,2,43,132,19
